ID,AreaNumber,ContinentID,ParentAreaNum,AreaBit,Flags,SoundProviderPref,SoundProviderPrefUnderwater,MIDIAmbience,MIDIAmbienceUnderwater,ZoneMusic,IntroSound,IntroPriority,ExplorationLevel,AreaName_lang[0],AreaName_lang[1],AreaName_lang[2],AreaName_lang[3],AreaName_lang[4],AreaName_lang[5],AreaName_lang[6],AreaName_lang[7],AreaName_lang_mask
210,0,36,0,0,0,0,11,0,25,0,0,0,-1,***On Map Dungeon***,,,,,,,,6750208
211,1048587,0,1048576,15,0,0,11,16,25,8,0,0,0,Iceflow Lake,,,,,,,,6750210
212,1048588,0,1048576,15,0,0,11,16,25,8,0,0,8,Helm's Bed Lake,,,,,,,,6750210
213,1638403,0,1638400,2,0,0,11,39,25,2,0,0,-1,Deep Elem Mine,,,,,,,,6750208
214,1900544,0,0,2,0,0,11,10,25,9,0,0,-1,The Great Sea,,,,,,,,458752
215,458752,1,0,2,0,0,11,45,25,9,0,0,-1,Mulgore,,,,,,,,65538
219,196621,0,196608,2,0,0,11,72,25,9,0,0,-1,Alexston Farmstead,,,,,,,,6750210
221,458754,1,458752,2,0,0,11,45,25,9,0,0,-1,Camp Narache,,,,,,,,65538
222,458755,1,458752,2,0,0,11,45,25,9,0,0,5,Bloodhoof Village,,,,,,,,6750210
223,458756,1,458752,2,0,0,11,45,25,9,0,0,-1,Stonebull Lake,,,,,,,,6750210
224,458757,1,458752,2,0,0,11,45,25,9,0,0,-1,Ravaged Caravan,,,,,,,,6750210
225,458758,1,458752,2,0,0,11,45,25,9,0,0,9,Red Rocks,,,,,,,,65536
227,1638405,0,1638400,2,0,0,11,39,25,2,0,0,11,Valgan's Field,,,,,,,,6750210
228,1638406,0,1638400,2,0,0,11,39,25,15,0,0,10,The Sepulcher,,,,,,,,6750210
229,1638407,0,1638400,2,0,0,11,0,25,0,0,0,-1,Olsen's Farthing,,,,,,,,6750210
230,1638408,0,1638400,2,0,0,11,0,25,0,0,0,18,The Greymane Wall,,,,,,,,6750208
231,1638409,0,1638400,2,0,0,11,39,25,2,0,0,-1,Beren's Peril,,,,,,,,6750208
232,1638410,0,1638400,2,0,0,11,39,25,2,0,0,-1,The Dawning Isles,,,,,,,,6750210
233,1638411,0,1638400,2,0,0,11,39,25,2,0,0,15,Ambermill,,,,,,,,6750210
236,1638414,0,1638400,2,0,0,11,0,25,0,0,0,16,Shadowfang Keep,,,,,,,,6750210
237,1638415,0,1638400,2,0,0,11,39,25,2,0,0,-1,The Decrepit Ferry,,,,,,,,6750210
240,1638418,0,1638400,2,0,0,11,39,25,2,0,0,-1,The Dead Field,,,,,,,,6750208
241,262151,0,262144,3,0,0,11,0,25,0,0,0,-1,The Rotting Orchard,,,,,,,,6750210
242,262152,0,262144,3,0,0,11,0,25,0,0,0,-1,Brightwood Grove,,,,,,,,6750208
243,262153,0,262144,3,0,0,11,0,25,0,0,0,-1,Forlorn Rowe,,,,,,,,6750208
244,262154,0,262144,3,0,0,11,0,25,0,0,0,-1,The Whipple Estate,,,,,,,,6750210
246,1507329,0,1507328,2,0,0,11,30,25,10,0,0,-1,The Cauldron,,,,,,,,6750210
247,1507330,0,1507328,2,0,0,11,0,25,0,0,0,-1,Grimesilt Dig Site,,,,,,,,6750208
656,1245185,1,1245184,2,0,0,0,0,0,0,0,0,0,Lake Elune'ara,,,,,,,,65536
657,458758,0,458752,6,0,0,0,0,0,0,0,0,0,The Harborage,,,,,,,,65536
676,65536,150,0,2,0,0,0,0,0,0,0,0,0,Outland,,,,,,,,65536
696,327696,1,327680,2,0,0,0,0,0,0,0,0,0,Craftsmen's Terrace,,,,,,,,65536
697,327697,1,327680,2,0,0,0,0,0,0,0,0,0,Tradesmen's Terrace,,,,,,,,65536
698,327698,1,327680,2,0,0,0,0,0,0,0,0,0,The Temple Gardens,,,,,,,,65536
699,327699,1,327680,2,0,0,0,0,0,0,0,0,0,Temple of Elune,,,,,,,,65536
700,327700,1,327680,2,0,0,0,0,0,0,0,0,0,Cenarion Enclave,,,,,,,,65536
701,327701,1,327680,2,0,0,0,0,0,0,0,0,0,Warrior's Terrace,,,,,,,,65536
702,327702,1,327680,2,0,0,0,0,0,0,0,0,0,Rut'theran Village,,,,,,,,65536
721,65536,90,0,2,0,0,0,0,0,0,0,0,0,Gnomeragon,,,,,,,,0
398,458763,1,458752,2,0,0,11,45,25,9,0,0,8,Wildmane Water Well,,,,,,,,65538
400,851968,1,0,2,0,0,11,43,25,9,0,0,-1,Thousand Needles,,,,,,,,65536
401,65553,1,65536,23,0,0,11,46,25,7,0,0,-1,The Tidus Stair,,,,,,,,6750208
404,458765,1,458752,2,0,0,11,45,25,9,0,0,8,Bael'Dun Digsite,,,,,,,,6750208
405,917504,1,0,2,0,0,11,113,25,7,0,0,-1,Desolace,,,,,,,,6750208
406,983040,1,0,2,0,0,11,43,25,7,0,0,-1,Stonetalon Mountains,,,,,,,,65538
407,131088,1,131072,24,0,0,11,51,25,14,0,1,-1,Orgrimmar,,,,,,,,6750210
408,2490368,0,0,2,0,0,11,0,25,0,0,0,-1,Gillijim's Isle,,,,,,,,6750210
409,2555904,0,0,2,0,0,11,0,25,0,0,0,-1,Island of Doctor Lapidis,,,,,,,,6750210
410,131089,1,131072,24,0,0,11,47,25,9,0,0,8,Razorwind Canyon,,,,,,,,6750210
411,524289,1,524288,2,0,0,11,35,25,15,0,0,-1,Bathran's Haunt,,,,,,,,6750210
413,524291,1,524288,2,0,0,11,0,25,0,0,0,-1,Maestra's Post,,,,,,,,6750208
414,524292,1,524288,2,0,0,11,0,25,0,0,0,20,The Zoram Strand,,,,,,,,6750208
415,524293,1,524288,2,0,0,11,35,25,11,0,0,20,Astranaar,,,,,,,,6750210
416,524294,1,524288,2,0,0,11,35,25,11,0,0,23,The Shrine of Aessina,,,,,,,,6750208
417,524295,1,524288,2,0,0,11,0,25,0,0,0,25,Fire Scar Shrine,,,,,,,,6750208
418,524296,1,524288,2,0,0,11,0,25,0,0,0,23,The Ruins of Stardust,,,,,,,,6750208
419,524297,1,524288,2,0,0,11,0,25,0,0,0,-1,The Howling Vale,,,,,,,,6750208
420,524298,1,524288,2,0,0,11,0,25,0,0,0,-1,Silverwind Refuge,,,,,,,,6750208
421,524299,1,524288,2,0,0,11,0,25,0,0,0,25,Mystral Lake,,,,,,,,6750208
422,524300,1,524288,2,0,0,11,0,25,0,0,0,26,Fallen Sky Lake,,,,,,,,6750208
424,524302,1,524288,2,0,0,11,0,25,0,0,0,22,Iris Lake,,,,,,,,6750210
426,524304,1,524288,2,0,0,11,0,25,0,0,0,-1,Raynewood Retreat,,,,,,,,6750208
427,524305,1,524288,2,0,0,11,0,25,0,0,0,-1,The Shady Nook,,,,,,,,6750208
430,524308,1,524288,2,0,0,11,0,25,0,0,0,28,Satyrnaar,,,,,,,,6750210
432,524310,1,524288,2,0,0,11,0,25,0,0,0,30,The Dor'Danil Barrow Den,,,,,,,,65536
433,524311,1,524288,2,0,0,11,0,25,0,0,0,-1,Falfarren River,,,,,,,,6750210
435,524313,1,524288,2,0,0,11,33,25,11,0,0,-1,Demon Fall Canyon,,,,,,,,6750208
436,524314,1,524288,2,0,0,11,0,25,0,0,0,-1,Demon Fall Ridge,,,,,,,,6750208
438,524316,1,524288,2,0,0,11,0,25,0,0,0,-1,Bough Shadow,,,,,,,,6750208
439,851969,1,851968,2,0,0,11,43,25,9,0,0,35,The Shimmering Flats,,,,,,,,6750208
440,1048576,1,0,2,0,0,11,10,25,7,0,0,-1,Tanaris,,,,,,,,6750210
441,524317,1,524288,2,0,0,11,0,25,0,0,0,-1,Lake Falathim,,,,,,,,6750210
442,393217,1,393216,2,0,0,11,33,25,11,0,0,-1,Auberdine,,,,,,,,196610
443,393218,1,393216,2,0,0,11,33,25,11,0,0,-1,Ruins of Mathystra,,,,,,,,6750210
444,393219,1,393216,2,0,0,11,0,25,0,0,0,-1,Tower of Althalaxx,,,,,,,,6750210
445,393220,1,393216,2,0,0,11,33,25,11,0,0,-1,Cliffspring Falls,,,,,,,,6750208
446,393221,1,393216,2,0,0,11,33,25,11,0,0,-1,Bashal'Aran,,,,,,,,6750210
447,393222,1,393216,2,0,0,11,33,25,15,0,0,-1,Ameth'Aran,,,,,,,,6750210
448,393223,1,393216,2,0,0,11,0,25,0,0,0,-1,Grove of the Ancients,,,,,,,,6750210
449,393224,1,393216,2,0,0,11,0,25,0,0,0,-1,The Master's Glaive,,,,,,,,6750208
450,393225,1,393216,2,0,0,11,33,25,11,0,0,-1,Remtravel's Excavation,,,,,,,,6750210
452,393227,1,393216,2,0,0,11,33,25,11,0,0,-1,Mist's Edge,,,,,,,,196608
454,393229,1,393216,2,0,0,11,0,25,0,0,0,-1,Wildbend River,,,,,,,,6750208
455,393230,1,393216,2,0,0,11,33,25,11,0,0,-1,Blackwood Den,,,,,,,,6750210
456,393231,1,393216,2,0,0,11,0,25,0,0,0,-1,Cliffspring River,,,,,,,,6750208
458,65554,1,65536,23,0,0,11,46,25,7,0,0,10,Gold Road,,,,,,,,6750210
459,1572884,0,1572864,2,0,0,11,0,25,0,0,0,10,Scarlet Watch Post,,,,,,,,6750210
460,983041,1,983040,2,0,0,11,43,25,7,0,0,20,Sun Rock Retreat,,,,,,,,6750208
461,983042,1,983040,2,0,0,11,43,25,7,0,0,20,Windshear Crag,,,,,,,,6750210
463,983044,1,983040,2,0,0,11,43,25,7,0,0,20,Cragpool Lake,,,,,,,,458754
464,983045,1,983040,2,0,0,11,43,25,7,0,0,21,Mirkfallon Lake,,,,,,,,6750208
465,983046,1,983040,2,0,0,11,43,25,2,0,0,25,The Charred Vale,,,,,,,,6750208
466,983047,1,983040,2,0,0,11,43,25,7,0,0,-1,Valley of the Bloodfuries,,,,,,,,6750208
468,983049,1,983040,2,0,0,11,43,25,7,0,0,-1,The Talon Den,,,,,,,,6750208
469,983050,1,983040,2,0,0,11,43,25,7,0,0,18,Greatwood Vale,,,,,,,,6750208
470,458766,1,458752,2,0,0,11,94,25,9,1098149477,0,10,Thunder Bluff,,,,,,,,65538
471,458767,1,458752,2,0,0,11,0,25,0,0,0,-1,Brave Wind Mesa,,,,,,,,6750208
472,458768,1,458752,2,0,0,11,0,25,0,0,0,-1,Fire Stone Mesa,,,,,,,,6750208
474,458770,1,458752,2,0,0,11,0,25,0,0,0,-1,Hunter Rise,,,,,,,,65538
475,458771,1,458752,2,0,0,11,0,25,0,0,0,-1,Spirit Rise,,,,,,,,65538
476,458772,1,458752,2,0,0,11,10,25,9,0,0,-1,Elder Rise,,,,,,,,65538
477,720926,0,720896,10,0,0,11,17,25,3,0,0,-1,Ruins of Jubuwal,,,,,,,,6750210
478,327695,1,327680,2,0,0,11,35,25,11,0,0,-1,Pools of Arlithrien,,,,,,,,6750208
479,851970,1,851968,2,0,0,11,43,25,9,0,0,35,The Rustmaul Dig Site,,,,,,,,6750208
480,851971,1,851968,2,0,0,11,43,25,9,0,0,30,Camp E'thok,,,,,,,,6750210
482,851973,1,851968,2,0,0,11,43,25,9,0,0,30,Highperch,,,,,,,,6750208
483,851974,1,851968,2,0,0,11,43,25,9,0,0,30,The Screeching Canyon,,,,,,,,6750208
484,851975,1,851968,2,0,0,11,43,25,9,0,0,30,Freewind Post,,,,,,,,6750208
485,851976,1,851968,2,0,0,11,43,25,9,0,0,25,The Great Lift,,,,,,,,6750208
486,851977,1,851968,2,0,0,11,43,25,9,0,0,-1,Galak Hold,,,,,,,,6750208
487,851978,1,851968,2,0,0,11,43,25,9,0,0,-1,Roguefeather Den,,,,,,,,6750208
488,851979,1,851968,2,0,0,11,43,25,9,0,0,-1,The Weathered Nook,,,,,,,,6750208
489,655361,1,655360,2,0,0,11,0,25,0,0,0,30,Thalanaar,,,,,,,,6750208
490,1179648,1,0,2,0,0,11,0,25,0,0,0,-1,Ungoro Crater,,,,,,,,6750208
491,65536,47,0,2,0,0,11,0,25,0,0,0,-1,Razorfen Kraul,,,,,,,,6750208
492,262156,0,262144,3,0,0,11,14,25,15,0,0,-1,Raven Hill Cemetery,,,,,,,,6750210
493,1245184,1,0,2,0,0,11,0,25,0,0,0,-1,Moonglade,,,,,,,,6750208
496,196610,1,196608,25,0,0,0,0,0,0,0,0,-1,Brackenwall Village,,,,,,,,6750210
495,2621440,0,0,2,0,0,0,35,0,11,0,0,-1,Twilight Grove,,,,,,,,6750210
497,196611,1,196608,25,0,0,0,0,0,0,0,0,-1,Swamplight Manor,,,,,,,,6750208
498,196612,1,196608,25,0,0,0,0,0,0,0,0,-1,Bloodfen Burrow,,,,,,,,6750208
499,196613,1,196608,25,0,0,0,0,0,0,0,0,-1,Darkmist Cavern,,,,,,,,6750210
504,196618,1,196608,25,0,0,0,0,0,0,0,0,-1,North Point Tower,,,,,,,,6750210
505,196619,1,196608,25,0,0,0,0,0,0,0,0,-1,West Point Tower,,,,,,,,6750210
506,196620,1,196608,25,0,0,0,0,0,0,0,0,-1,Lost Point,,,,,,,,6750208
507,196621,1,196608,25,0,0,0,0,0,0,0,0,-1,Bluefen,,,,,,,,6750208
508,196622,1,196608,25,0,0,0,0,0,0,0,0,-1,Stonemaul Ruins,,,,,,,,6750208
509,196623,1,196608,25,0,0,0,0,0,0,0,0,-1,The Den of Flame,,,,,,,,6750208
511,196625,1,196608,25,0,0,0,0,0,0,0,0,-1,Wyrmbog,,,,,,,,6750208
512,196626,1,196608,25,0,0,0,0,0,0,0,0,-1,Onyxia's Lair,,,,,,,,6750208
513,196627,1,196608,25,0,0,0,0,0,0,0,0,-1,Theramore Isle,,,,,,,,6750210
514,196628,1,196608,25,0,0,0,0,0,0,0,0,-1,Foothold Citadel,,,,,,,,6750208
515,196629,1,196608,25,0,0,0,0,0,0,0,0,-1,Ironclad Prison,,,,,,,,6750208
516,196630,1,196608,25,0,0,0,0,0,0,0,0,-1,Dustwallow Bay,,,,,,,,6750208
517,196631,1,196608,25,0,0,0,0,0,0,0,0,-1,Tidefury Cove,,,,,,,,6750208
518,196632,1,196608,25,0,0,0,0,0,0,0,0,-1,Dreadmurk Shore,,,,,,,,6750208
536,262157,0,262144,3,0,0,11,14,25,2,0,0,-1,Addle's Stead,,,,,,,,6750210
537,1179649,1,1179648,2,0,0,0,0,0,0,0,0,-1,Fire Plume Ridge,,,,,,,,6750208
538,1179650,1,1179648,2,0,0,0,0,0,0,0,0,-1,Lik'ash Tar Pits,,,,,,,,6750208
539,1179651,1,1179648,2,0,0,0,0,0,0,0,0,-1,Terror Run,,,,,,,,6750208
540,1179652,1,1179648,2,0,0,0,0,0,0,0,0,-1,The Slithering Scar,,,,,,,,6750208
541,1179653,1,1179648,2,0,0,0,0,0,0,0,0,-1,Marshal's Refuge,,,,,,,,6750208
542,1179654,1,1179648,2,0,0,0,0,0,0,0,0,-1,Fungal Rock,,,,,,,,6750208
543,1179655,1,1179648,2,0,0,0,0,0,0,0,0,-1,Golakka Hot Springs,,,,,,,,6750208
556,983048,0,983040,14,0,0,11,44,25,1,0,0,0,The Loch,,,,,,,,6750210
576,262158,0,262144,3,0,0,0,14,0,2,0,0,-1,Beggar's Haunt,,,,,,,,6750208
22,1441792,0,0,21,0,0,11,0,25,2,0,0,-1,Programmer Isle,,,,,,,,6750210
87,393241,0,393216,5,0,0,11,9,25,1,0,0,5,Goldshire,,,,,,,,6750210
425,524303,1,524288,2,0,0,11,0,25,0,0,0,-1,Moonwell,,,,,,,,6750208
54,393229,0,393216,5,0,0,11,9,25,1,0,0,8,Jasperlode Mine,,,,,,,,196610
226,1638404,0,1638400,2,0,0,11,0,25,0,0,0,-1,The Skittering Dark,,,,,,,,6750208
382,65542,1,65536,23,0,0,11,46,25,7,0,0,15,The Sludge Fen,,,,,,,,6750208
431,524309,1,524288,2,0,0,11,0,25,0,0,0,30,Solace Glade,,,,,,,,6750208
473,458769,1,458752,2,0,0,11,0,25,0,0,0,-1,Mantle Rock,,,,,,,,6750208
13,262146,0,262144,3,0,0,3,35,25,11,0,0,-1,The World Tree,,,,,,,,6750210
41,327680,0,0,4,0,0,11,12,25,2,0,0,-1,Deadwind Pass,,,,,,,,6750210
68,524289,0,524288,7,0,0,11,15,25,1,0,0,-1,Lake Everstill,,,,,,,,65538
92,393245,0,393216,5,0,0,11,9,25,1,0,0,-1,Mirror Lake,,,,,,,,6750210
120,393246,0,393216,5,0,0,11,9,25,0,0,0,8,Westbrook Garrison,,,,,,,,196610
151,1769472,0,0,2,0,0,11,37,25,3,0,0,-1,Designer Island,,,,,,,,6750210
188,327683,1,327680,2,0,0,11,35,25,11,0,0,-1,Shadowglen,,,,,,,,6750210
220,458753,1,458752,2,0,0,11,45,25,9,0,0,-1,Red Cloud Mesa,,,,,,,,6750208
245,262155,0,262144,3,0,0,11,0,25,0,0,0,-1,The Yorgen Farmstead,,,,,,,,6750210
276,2097152,0,0,2,0,0,11,0,25,0,0,0,-1,Stonewrought Pass,,,,,,,,6750210
302,720921,0,720896,10,0,0,11,0,25,0,0,0,-1,The Crystal Shore,,,,,,,,6750208
328,851984,0,851968,12,0,0,11,0,25,0,0,0,-1,The Drowned Reef,,,,,,,,6750208
371,131082,1,131072,24,0,0,11,72,25,9,0,0,-1,Dustwind Cave,,,,,,,,6750210
403,196609,1,196608,25,0,0,11,34,25,3,0,0,-1,Shady Rest Inn,,,,,,,,6750208
428,524306,1,524288,2,0,0,11,0,25,0,0,0,-1,Night Run,,,,,,,,6750208
434,524312,1,524288,2,0,0,11,0,25,0,0,0,-1,Felfire Hill,,,,,,,,6750208
457,1114112,1,0,2,0,0,11,0,25,0,0,0,-1,The Veiled Sea,,,,,,,,458752
481,851972,1,851968,2,0,0,11,43,25,9,0,0,-1,Splithoof Crag,,,,,,,,65536
503,196617,1,196608,25,0,0,0,0,0,0,0,0,-1,Sentry Point,,,,,,,,6750210
19,720900,0,720896,10,0,0,11,17,25,3,0,0,-1,Zul Gurub,,,,,,,,6750210
81,1441796,0,1441792,21,0,0,11,0,25,0,0,0,-1,Jeff NE Quadrant,,,,,,,,6750208
113,196618,0,196608,2,0,0,11,10,25,9,0,0,-1,Gold Coast Quarry,,,,,,,,6750208
169,1572882,0,1572864,2,0,0,11,0,25,0,0,0,8,Whispering Shore,,,,,,,,6750208
196,1245191,0,1245184,18,0,0,11,0,25,15,0,0,-1,Uther's Tomb,,,,,,,,6750208
250,589826,0,589824,8,0,0,11,0,25,0,0,0,-1,Ruins of Thaurisan,,,,,,,,6750210
268,65536,37,0,2,0,0,11,0,25,0,0,0,-1,Plains of Snow,,,,,,,,6750208
322,851978,0,851968,12,0,0,11,37,25,8,0,0,-1,Blackwater Shipwrecks,,,,,,,,6750210
387,65547,1,65536,23,0,0,11,46,25,7,0,0,12,Lushwater Oasis,,,,,,,,458752
453,393228,1,393216,2,0,0,11,0,25,0,0,0,-1,The Long Wash,,,,,,,,196610
510,196624,1,196608,25,0,0,0,0,0,0,0,0,-1,The Dragonmurk,,,,,,,,6750208
100,720903,0,720896,10,0,0,11,17,25,3,0,0,-1,Nesingwary's Expedition,,,,,,,,6750210
102,720905,0,720896,10,0,0,11,17,25,3,0,0,-1,Ruins of Zul'Kunda,,,,,,,,6750210
238,1638416,0,1638400,2,0,0,11,39,25,2,0,0,-1,Malden's Orchard,,,,,,,,6750210
239,1638417,0,1638400,2,0,0,11,39,25,2,0,0,11,The Ivar Patch,,,,,,,,6750210
311,720924,0,720896,10,0,0,11,0,25,0,0,0,-1,Ruins of Aboraz,,,,,,,,6750210
315,851971,0,851968,12,0,0,11,0,25,0,0,0,31,Dabyrie's Farmstead,,,,,,,,6750210
354,786440,0,786432,11,0,0,11,44,25,1,0,0,-1,Jintha'Alor,,,,,,,,6750210
355,786441,0,786432,11,0,0,11,44,25,1,0,0,-1,The Altar of Zul,,,,,,,,6750210
596,917505,1,917504,2,0,0,11,113,25,7,0,0,0,Kodo Graveyard,,,,,,,,6750208
597,917506,1,917504,2,0,0,11,113,25,7,0,0,0,Ghost Walker Post,,,,,,,,6750208
598,917507,1,917504,2,0,0,11,113,25,7,0,0,0,Sar'theris Strand,,,,,,,,6750208
599,917508,1,917504,2,0,0,11,113,25,7,0,0,0,Thunder Axe Fortress,,,,,,,,6750208
600,917509,1,917504,2,0,0,11,113,25,7,0,0,0,Bolgan's Hole,,,,,,,,6750208
609,917518,1,917504,2,0,0,11,113,25,7,0,0,0,Kolkar Village,,,,,,,,6750210
602,917511,1,917504,2,0,0,11,113,25,7,0,0,0,Mannoroc Coven,,,,,,,,6750208
603,917512,1,917504,2,0,0,11,47,25,9,0,0,0,Sargeron,,,,,,,,6750210
604,917513,1,917504,2,0,0,11,113,25,7,0,0,0,Magram Village,,,,,,,,6750210
26,196609,0,196608,2,0,0,11,0,25,0,0,0,-1,Lighthouse,,,,,,,,458754
606,917515,1,917504,2,0,0,11,113,25,7,0,0,0,Gelkis Village,,,,,,,,6750210
607,917516,1,917504,2,0,0,11,113,25,7,0,0,0,Valley of Spears,,,,,,,,6750208
608,917517,1,917504,2,0,0,11,113,25,7,0,0,0,Nijel's Point,,,,,,,,6750208
60,393234,0,393216,5,0,0,11,9,25,1,0,0,8,Forest's Edge,,,,,,,,196610
153,1572866,0,1572864,2,0,0,11,36,25,2,0,0,-1,Ruins of Lordaeron,,,,,,,,6750210
235,1638413,0,1638400,2,0,0,11,0,25,0,0,0,-1,Fenris Keep,,,,,,,,6750210
317,851973,0,851968,12,0,0,11,0,25,0,0,0,33,Witherbark Village,,,,,,,,6750210
399,458764,1,458752,2,0,0,11,47,25,9,0,0,6,Skyline Ridge,,,,,,,,6750208
429,524307,1,524288,2,0,0,11,0,25,0,0,0,30,Xavian,,,,,,,,6750210
437,524315,1,524288,2,0,0,11,0,25,0,0,0,-1,Kargathia Outpost,,,,,,,,6750208
467,983048,1,983040,2,0,0,11,43,25,7,0,0,25,Stonetalon Peak,,,,,,,,6750210
501,196615,1,196608,25,0,0,11,34,25,3,0,0,-1,Beezil's Wreck,,,,,,,,6750208
271,1966082,0,1966080,2,0,0,11,44,25,1,0,0,22,Southshore,,,,,,,,6750210
295,1966096,0,1966080,2,0,0,11,44,25,1,0,0,30,Western Strand,,,,,,,,6750210
10,262144,0,0,3,0,0,11,14,25,2,0,0,-1,Duskwood,,,,,,,,6750210
11,917504,0,0,13,0,0,11,38,25,3,0,0,-1,Wetlands,,,,,,,,458754
616,1310720,1,0,2,0,0,0,0,0,0,0,0,0,Hyjal,,,,,,,,6750208
173,1572883,0,1572864,2,0,0,11,36,25,2,0,0,-1,Faol's Rest,,,,,,,,6750210
618,1376256,1,0,2,0,0,0,0,0,0,0,0,0,Winterspring,,,,,,,,6750208
186,327681,1,327680,2,0,0,11,35,25,11,0,0,-1,Dolanaar,,,,,,,,6750210
500,196614,1,196608,25,0,0,0,0,0,0,0,0,-1,Moggle Point,,,,,,,,6750208
502,196616,1,196608,25,0,0,0,0,0,0,0,0,-1,Witch Hill,,,,,,,,6750208
412,524290,1,524288,2,0,0,11,0,25,0,0,0,20,The Ruins of Ordil'Aran,,,,,,,,6750210
636,983051,1,983040,2,0,0,0,43,0,7,0,0,0,Blackwolf River,,,,,,,,458752
71,524292,0,524288,7,0,0,11,15,25,1,0,0,-1,Stonewatch Falls,,,,,,,,6750210
93,262148,0,262144,3,0,0,11,14,25,2,0,0,-1,Vul'Gol Ogre Mound,,,,,,,,6750210
117,720910,0,720896,10,0,0,11,17,25,3,0,0,-1,Grom'gol Base Camp,,,,,,,,6750210
254,589830,0,589824,8,0,0,11,30,25,10,0,0,-1,Blackrock Spire,,,,,,,,6750210
308,2293760,0,0,2,0,0,11,0,25,1,0,0,-1,The Forbidding Sea,,,,,,,,458754
313,851969,0,851968,12,0,0,11,0,25,0,0,0,31,Northfold Manor,,,,,,,,6750210
338,1114114,0,1114112,16,0,0,11,47,25,7,0,0,-1,Angor Fortress,,,,,,,,6750210
339,1114115,0,1114112,16,0,0,11,0,25,0,0,0,-1,Lethlor Ravine,,,,,,,,6750210
637,458773,1,458752,2,0,0,0,0,0,0,0,0,0,Kodo Rock,,,,,,,,65536
638,131090,1,131072,24,0,0,0,0,0,0,0,0,0,Hidden Path,,,,,,,,65538
639,131091,1,131072,24,0,0,0,0,0,0,0,0,0,Spirit Rock,,,,,,,,65536
640,131092,1,131072,24,0,0,0,0,0,0,0,0,0,Shrine of the Dormant Flame,,,,,,,,458752
716,1048589,0,1048576,15,0,0,0,0,0,0,0,0,0,Ironband's Compound,,,,,,,,0
717,65536,34,0,2,0,0,0,0,0,0,0,0,0,The Stockade,,,,,,,,0
718,65536,43,0,2,0,0,0,0,0,0,0,0,0,Wailing Caverns,,,,,,,,0
719,65536,48,0,2,0,0,0,0,0,0,0,0,0,Blackfathom Deeps,,,,,,,,0
720,65555,1,65536,23,0,0,0,0,0,0,0,0,0,Fray Island,,,,,,,,0
722,65536,129,0,2,0,0,0,0,0,0,0,0,0,Razorfen Downs,,,,,,,,0
