ID,ModelID,SoundID,ExtendedDisplayInfoID,CreatureModelScale,CreatureModelAlpha,TextureVariation[0],TextureVariation[1],TextureVariation[2],SizeClass,BloodID,NPCSoundID
640,83,0,0,0.7,255,BearSkinBrown,,,1,0,641
641,132,0,0,0.8,255,CrabSkinBronze,,,0,0,642
642,132,0,0,0.9,255,CrabSkinBronze,,,0,0,643
643,43,0,0,0.9,255,WolfSkinTimber,WolfSkinTimberAlpha,,1,0,644
644,43,0,0,0.65,255,WolfSkinBlack,WolfSkinBlackAlpha,,1,0,645
645,32,0,0,0.9,255,OgreSkin1Red,OgreSkin2Red,,3,0,646
646,45,0,0,1,255,GhoulSkinGrey,,,1,0,647
647,43,0,0,0.65,255,WolfSkinTimber,WolfSkinTimberAlpha,,1,0,648
648,34,0,0,0.8,255,RaptorSkinMottledDarkGreen,,,1,0,649
649,34,0,0,0.8,255,RaptorSkinOrange,,,1,0,651
651,63,0,0,0.45,255,TarantulaSkinOrange,,,1,0,652
652,31,0,0,1.2,255,SahauginskinGray,,,1,0,654
654,124,0,0,0.6,255,DeerSkin,,,1,0,655
655,32,0,0,1.02,255,OgreSkin1Green,OgreSkin2Green,,3,0,656
656,74,0,0,1.1,255,HumanMalePeasantLightSkin,,,1,0,657
657,44,0,0,0.9,255,WargenSkinBlack,,,1,0,658
658,108,0,0,0.9,255,HumanMaleCaster_DefiasMage,,,1,0,659
659,30,0,0,0.8,255,MineSpiderSkinOlive,,,1,0,660
660,99,0,0,1.1,255,HumanFemaleWarriorLight_Skin01,,,1,0,661
661,42,0,0,0.8,255,TrollSkinArcticFrostManeCaster,,,1,0,662
662,123,0,0,1.13,255,ShadowHideGnollFighterSkin,,,1,0,664
664,31,0,0,1.35,255,SahauginskinGray,,,1,0,665
665,119,0,0,1.1,255,TrollSkinArcticFrostManeMelee,,,1,0,666
666,43,0,0,0.75,255,WolfSkinTimber,WolfSkinTimberAlpha,,1,0,667
667,10,0,0,0.9,255,MossHideGnollWhelpSkin,,,1,0,668
668,10,0,0,1.2,255,MossHideGnollWhelpSkin,,,1,0,670
670,34,0,0,0.55,255,RaptorSkinOrange,,,1,0,671
671,34,0,0,0.6,255,RaptorSkinOrange,,,1,0,672
672,34,0,0,0.6,255,RaptorSkinOrange,,,1,0,673
673,34,0,0,0.7,255,RaptorSkinOrange,,,1,0,674
674,34,0,0,0.55,255,RaptorSkinMottledDarkGreen,,,1,0,675
675,34,0,0,0.6,255,RaptorSkinMottledBlueGreen,,,1,0,676
676,34,0,0,0.65,255,RaptorSkinMottledDarkGreen,,,1,0,677
677,34,0,0,0.7,255,RaptorSkinMottledBlueGreen,,,1,0,679
679,31,0,0,0.9,255,SahauginskinBlue,,,1,0,680
680,31,0,0,0.9,255,SahauginskinGray,,,1,0,681
681,81,0,0,1.3,255,SlimeSkinCrimson,,,1,0,682
682,81,0,0,1.5,255,SlimeSkinAquaBlue,,,1,0,685
685,47,0,0,1.3,255,DragonSpawnSkinRed,DragonSpawnBodySkinRed,,1,0,686
686,47,0,0,1.2,255,DragonSpawnSkinRed,DragonSpawnBodySkinRed,,1,0,687
687,47,0,0,1.5,255,DragonSpawnSkinRed,DragonSpawnBodySkinRed,,1,0,689
689,6,0,0,3,255,DragonWhelpSkinGreen,,,0,0,690
690,6,0,0,2.9,255,DragonWhelpSkinGreen,,,0,0,691
691,117,0,0,1.6,255,TrollSkinJungleSplitSkullBoss,,,1,0,692
692,116,0,0,1.2,255,TrollSkinJungleSplitSkullCaster,,,1,0,693
693,117,0,0,1.5,255,TrollSkinJungleBloodScalpBoss,,,1,0,694
694,6,0,0,1.5,255,DragonWhelpSkinGreen,,,0,0,695
695,34,0,0,0.75,255,RaptorSkinMottledDarkGreen,,,1,0,696
696,95,0,0,0.5,255,HumanFemaleMerchant03Skin1,,,1,0,697
697,2,0,0,1.4,255,BogBeastSkinRed,BogBeastSkinRedAlpha,,1,0,698
698,82,0,0,1.1,255,TigerSkinRed,,,1,0,699
699,132,0,0,1.35,255,CrabSkinBronze,,,0,0,702
702,66,0,0,0.8,255,BoarSkinBrown,,,0,0,703
703,66,0,0,0.9,255,BoarSkinBrown,,,0,0,704
704,66,0,0,1,255,BoarSkinBrown,,,0,0,705
705,76,0,0,0.6,255,FrenzySkinBlue,,,1,0,706
706,83,0,0,1.3,255,BearSkinBlack,,,1,0,707
707,83,0,0,1,255,BearSkinBlack,,,1,0,708
708,83,0,0,0.9,255,BearSkinBlack,,,1,0,709
709,63,0,0,0.4,255,TarantulaSkinGreen,,,1,0,711
711,30,0,0,0.6,255,MineSpiderSkinWetLands,,,1,0,712
712,2,0,0,0.9,255,BogBeastSkinBlackGreen,BogBeastSkinBlackGreenAlpha,,1,0,713
713,2,0,0,1,255,BogBeastSkinBlackGreen,BogBeastSkinBlackGreenAlpha,,1,0,714
714,10,0,0,1.1,255,MossHideGnollWhelpSkin,,,1,0,715
715,6,0,0,1.25,255,DragonWhelpSkinBlack,,,0,0,716
716,47,0,0,1.3,255,DragonSpawnSkinRed,DragonSpawnBodySkinRed,,1,0,719
719,83,0,0,0.7,255,BearSkinBlack,,,1,0,720
720,73,0,0,1.2,255,DireWolfSkinLightBlue,DireWolfSkinLightBlueAlpha,,1,0,721
721,41,0,0,1.3,255,TroglodyteSkinNormal,,,1,0,722
722,41,0,0,1.1,255,TroglodyteSkinNormal,,,1,0,723
723,41,0,0,0.9,255,TroglodyteSkinPurple,,,1,0,726
726,41,0,0,0.8,255,TroglodyteSkinPurple,,,1,0,729
729,44,0,0,0.9,255,WargenSkinWhite,,,1,0,730
730,41,0,0,0.7,255,TroglodyteSkinPurple,,,1,0,732
732,70,0,0,1,255,SkeletonSkinDarkTeal,,,1,0,733
733,70,0,0,1.1,255,SkeletonSkinDarkTeal,,,1,0,734
734,70,0,0,1.15,255,SkeletonSkinDarkTeal,,,1,0,735
735,70,0,0,1.2,255,SkeletonSkinGreen,,,1,0,736
736,44,0,0,1.1,255,WargenSkinBlack,,,1,0,739
739,83,0,0,1.4,255,BearSkinBlack,,,1,0,740
740,32,0,0,1,255,OgreSkin1Red,OgreSkin2Red,,3,0,741
741,73,0,0,1.1,255,DireWolfSkinDarkBlack,DireWolfSkinDarkBlackAlpha,,1,0,742
742,42,0,0,1.2,255,TrollSkinArcticFrostManeScout,,,1,0,743
743,42,0,0,0.9,255,TrollSkinArcticFrostManeScout,,,1,0,744
744,66,0,0,0.9,255,BoarSkinBlue,,,0,0,748
748,82,0,0,0.8,255,TigerSkinSnow,,,1,0,749
749,82,0,0,1,255,TigerSkinSnow,,,1,0,750
750,32,0,0,1.2,255,OgreSkin1Red,OgreSkin2Red,,3,0,751
751,95,0,0,1,255,HumanFemaleMerchant03Skin1,,,1,0,752
752,93,0,0,1,255,HumanFemaleMerchant01_GreenApron,,,1,0,753
753,95,0,0,1,255,HumanFemaleMerchant03Skin2,,,1,0,754
754,109,0,0,1,255,HumanFemaleCaster_SkinMage,,,1,0,755
755,34,0,0,1,255,RaptorSkinMottledBlueGreen,,,1,0,757
757,31,0,0,1.3,255,Sahauginskin,,,1,0,759
759,63,0,0,0.7,255,TarantulaSkinGreen,,,1,0,760
760,63,0,0,0.5,255,TarantulaSkinGreen,,,1,0,762
762,83,0,0,1.1,255,BearSkinBlack,,,1,0,763
763,41,0,0,0.8,255,TroglodyteSkinNormal,,,1,0,764
764,41,0,0,0.9,255,TroglodyteSkinNormal,,,1,0,765
765,41,0,0,1,255,TroglodyteSkinNormal,,,1,0,767
767,81,0,0,1.2,255,SlimeSkinBlackpudding,,,1,0,768
768,30,0,0,0.5,255,MineSpiderSkinGreen,,,1,0,774
774,26,26,0,1.1,255,koboldskinNormal,,,0,0,775
775,70,0,0,1.4,255,SkeletonSkinDarkTeal,,,1,0,776
776,43,0,0,0.65,255,WolfSkinArctic,WolfSkinArcticAlpha,,1,0,780
780,43,0,0,1,255,WolfSkinBlack,WolfSkinBlackAlpha,,1,0,781
781,43,0,0,0.8,255,WolfSkinBlack,WolfSkinBlackAlpha,,1,0,782
782,43,0,0,1.1,255,WolfSkinBlack,WolfSkinBlackAlpha,,1,0,783
783,43,0,0,0.9,255,WolfSkinTimber,WolfSkinTimberAlpha,,1,0,784
784,43,0,0,0.9,255,WolfSkinBlack,WolfSkinBlackAlpha,,1,0,785
785,43,0,0,0.7,255,WolfSkinArctic,WolfSkinArcticAlpha,,1,0,787
787,34,0,0,0.9,255,RaptorSkinYellow,,,1,0,788
788,34,0,0,0.9,255,RaptorSkinOrange,,,1,0,790
790,104,0,0,1,255,HumanMaleWarriorHeavy_Skin02,,,1,0,791
791,35,0,0,1,255,SeaGiantSkin01,SeaGiantSkin02,,4,0,792
792,136,0,0,4.8,255,GorillaSkinSilver,,,0,0,793
793,128,0,0,1,255,PirateCrewman01,,,1,0,794
794,129,0,0,1,255,Swashbuckler02,,,1,0,795
795,108,0,0,1,255,HumanMaleCaster_SkinWarlock,,,1,0,796
796,129,0,0,1,255,Swashbuckler01,,,1,0,797
797,127,0,0,1,255,PirateCaptain01,,,1,0,798
798,1,0,0,1.5,255,BasiliskSkinRed,BasiliskCrystalSkin,,1,0,800
800,62,0,0,2,255,HydraSkinBlue,,,3,0,801
801,43,0,0,0.8,255,WolfSkinArctic,WolfSkinArcticAlpha,,1,0,802
802,43,0,0,1,255,WolfSkinArctic,WolfSkinArcticAlpha,,1,0,803
803,53,0,23,1,255,DwarfMaleWarriorLightSkin,,,1,0,805
805,83,0,0,1.1,255,BearSkinWhite,,,1,0,806
806,83,0,0,1,255,BearSkinBlue,,,1,0,807
807,137,0,0,1,255,CrocodileSkinSwamp,,,0,0,809
809,136,0,0,1.2,255,GorillaSkinBlack,,,0,0,810
810,16,0,0,1,255,HumanThiefSkin_var4,,,1,0,811
811,33,0,0,1.3,255,OgreMageSkin1Copper,OgreMageSkin2Copper,,3,0,814
814,137,0,0,0.9,255,CrocodileSkinSwamp,,,0,0,815
815,137,0,0,1.1,255,CrocodileSkinSwamp,,,0,0,1752
1752,133,0,0,0.6,255,ThreshadonSkinSiena,,,1,0,1753
1753,49,0,456,1,255,,,,0,0,1754
1754,133,0,0,0.75,255,ThreshadonSkinAqua,,,1,0,1755
1755,31,0,0,0.9,255,SahauginskinOrange,,,1,0,1756
1756,49,0,457,1,255,,,,0,0,1757
1757,55,0,455,1,255,,,,0,0,1758
1758,49,0,459,1,255,,,,0,0,1759
1759,185,0,460,1,255,,,,1,0,1760
1760,186,0,461,1,255,,,,1,0,1761
1761,31,0,0,1.1,255,SahauginskinOrange,,,1,0,1762
1762,31,0,0,1,255,SahauginskinOrange,,,1,0,1763
1763,31,0,0,1.5,255,SahauginskinOrange,,,1,0,1764
1764,53,0,23,1,255,,,,1,0,1765
1765,49,0,462,1,255,,,,0,0,1766
1766,54,0,463,1,255,,,,0,0,1767
1767,49,0,464,1,255,,,,1,0,1768
1768,50,0,465,1,255,,,,1,0,1769
1769,49,0,466,1,255,,,,0,0,1770
1770,55,0,458,1,255,,,,0,0,1771
1771,55,0,468,1,125,,,,0,0,1772
1772,62,0,0,2,255,HydraSkinViolet,,,3,0,1773
1773,31,0,0,2,255,SahauginskinOrange,,,1,0,1774
1774,53,0,491,1,255,,,,0,0,1775
1775,53,0,489,1,255,,,,0,0,1776
1776,53,0,508,1,255,,,,0,0,1777
1777,53,0,498,1,255,,,,0,0,1778
1778,53,0,476,1,255,,,,0,0,1779
1779,53,0,497,1,255,,,,0,0,1780
1780,53,0,493,1,255,,,,0,0,1781
1781,53,0,502,1,255,,,,0,0,1782
1782,53,0,484,1,255,,,,0,0,1783
1783,53,0,501,1,255,,,,0,0,1784
1784,53,0,499,1,255,,,,0,0,1785
1785,53,0,470,1,255,,,,0,0,1786
1786,54,0,496,1,255,,,,0,0,1787
1787,53,0,492,1,255,,,,0,0,1788
1788,53,0,488,1,255,,,,0,0,1789
1789,53,0,494,1,255,,,,0,0,1790
1790,53,0,473,1,255,,,,0,0,1791
1791,54,0,479,1,255,,,,0,0,1792
1792,53,0,306,1,255,,,,1,0,1793
1793,54,0,504,1,255,,,,0,0,1794
1794,53,0,485,1,255,,,,0,0,1795
1795,53,0,486,1,255,,,,0,0,1796
1796,53,0,507,1,255,,,,0,0,1797
1797,53,0,480,1,255,,,,0,0,1798
1798,53,0,490,1,255,,,,0,0,1799
1799,54,0,482,1,255,,,,0,0,1800
1800,53,0,505,1,255,,,,0,0,1801
1801,53,0,477,1,255,,,,0,0,1802
1802,53,0,472,1,255,,,,0,0,1803
1803,53,0,478,1,255,,,,0,0,1804
1804,53,0,500,1,255,,,,0,0,1805
1805,53,0,487,1,255,,,,0,0,1806
1806,53,0,471,1,255,,,,1,0,1807
1807,53,0,506,1,255,,,,1,0,1808
1808,53,0,474,1,255,,,,1,0,1809
1809,53,0,503,1,255,,,,0,0,1810
1810,53,0,475,1,255,,,,1,0,1811
1811,54,0,481,1,255,,,,1,0,1812
1812,54,0,483,1,255,,,,1,0,1813
1813,53,0,495,1,255,,,,0,0,1814
1814,58,0,509,1,255,,,,0,0,1815
1815,50,0,519,1,255,,,,0,0,1816
1816,133,0,0,1.5,255,ThreshadonSkinGreen,,,1,0,1817
1817,172,0,0,1.2,255,LobstrokPurple,,,1,0,1818
1818,172,0,0,0.7,255,LobstrokRed,,,1,0,1819
1819,172,0,0,0.5,255,LobstrokblueGreen,,,1,0,1820
1820,53,0,522,1,255,,,,1,0,1821
1821,53,0,520,1,255,,,,0,0,1822
1822,53,0,525,1,255,,,,1,0,1823
1823,49,0,535,1,255,,,,0,0,1824
1824,207,0,0,1,255,,,,0,0,1825
1825,207,0,0,1,255,Wisp,,,0,0,1826
1826,49,0,539,1,255,,,,0,0,1827
1827,49,0,536,1,255,HumanMaleCitizenLow,,,1,0,1828
1828,58,0,528,1,255,,,,1,0,1829
1829,57,0,530,1,255,,,,1,0,1830
1830,49,0,537,1,255,HumanMaleCitizenLow,,,1,0,1831
1831,57,0,532,1,255,,,,1,0,1832
1832,182,0,510,1,255,,,,0,0,1833
1833,49,0,540,1,255,HumanMaleCitizenLow,,,1,0,1834
1834,53,0,511,1,255,,,,1,0,1835
1835,53,0,521,1,255,,,,1,0,1836
1836,51,0,534,1,255,,,,1,0,1925
1925,49,0,604,1,255,,,,1,0,1926
1926,49,0,605,1,255,,,,1,0,1927
1927,54,0,606,1,255,,,,0,0,1928
1928,49,0,607,1,255,HumanMaleCitizenLow,,,1,0,2018
2018,78,0,0,1.25,255,SatyrSkinPink,SatyrSkinPinkAlpha,,1,0,2019
2019,78,0,0,1.25,255,SatyrSkinCrimson,SatyrSkinCrimsonAlpha,,1,0,2020
2020,78,0,0,1.25,255,SatyrSkinAlbino,SatyrSkinAlbinoAlpha,,1,0,2021
2021,78,0,0,1.2,255,SatyrSkinBlue,SatyrSkinBlueAlpha,,1,0,2022
2022,2,0,0,1,255,BogBeastSkinRed,BogBeastSkinRedAlpha,,1,0,2023
2023,2,0,0,1.2,255,BogBeastSkinBlackGreen,BogBeastSkinBlackGreenAlpha,,1,0,2024
2024,2,0,0,1.2,255,BogBeastSkinGreen,BogBeastSkinGreenAlpha,,1,0,2025
2025,185,0,637,1,255,,,,0,0,2026
2026,59,0,638,1.2,255,,,,1,0,2027
2027,49,0,640,1,255,,,,0,0,2028
2028,81,0,0,1,255,SlimeSkinCrimson,,,1,0,2029
2029,49,0,641,1.2,255,,,,1,0,2030
2030,202,0,0,0.7,255,,,,0,0,2031
2031,82,0,0,1.1,255,TigerSkinBrown,,,1,0,2032
2032,49,0,643,1,255,,,,0,0,2033
2033,141,0,0,2,255,EntSkinBrown,,,2,0,2034
2034,56,0,644,1,255,,,,0,0,2035
2035,56,0,642,1,255,,,,0,0,2036
2036,54,0,512,1,255,,,,0,0,2037
2037,58,0,2395,1,255,,,,1,0,2038
2038,50,0,645,1,255,,,,1,0,2039
2039,49,0,649,1,255,HumanMaleCitizenLow,,,1,0,2040
2040,49,0,651,1,255,,,,1,0,2041
2041,49,0,652,1.3,255,,,,1,0,2042
2042,49,0,654,1.2,255,,,,1,0,2043
2043,50,0,655,1.25,255,,,,1,0,2044
2044,49,0,656,1,255,,,,1,0,2045
2045,49,0,657,1,255,,,,1,0,2046
2046,57,0,659,1,255,,,,1,0,2047
2047,50,0,661,1,255,,,,1,0,2048
2048,49,0,663,1,255,,,,1,0,2049
2049,54,0,664,1,255,,,,0,0,2050
2050,58,0,670,1,255,,,,1,0,2051
2051,49,0,669,1,255,,,,0,0,2052
2052,49,0,672,1,255,,,,1,0,2053
2053,56,0,646,1,255,,,,1,0,2054
2054,56,0,647,1,255,,,,1,0,2055
2055,56,0,648,1,255,,,,1,0,2056
2056,56,0,658,1,255,,,,1,0,2057
2057,56,0,665,1,255,,,,1,0,2058
2058,56,0,666,1,255,,,,1,0,2059
2059,55,0,650,1,255,,,,1,0,2060
2060,55,0,653,1,255,,,,1,0,2061
2061,55,0,660,1,255,,,,1,0,2062
2062,55,0,662,1,255,,,,1,0,2063
2063,55,0,667,1,255,,,,1,0,2064
2064,55,0,671,1,255,,,,1,0,2065
2065,55,0,2432,1,255,,,,1,0,2066
2066,55,0,2423,1,255,,,,1,0,2067
2067,55,0,2433,1,255,,,,1,0,2068
2068,56,0,2431,1,255,,,,1,0,2069
2069,110,0,0,0.3,255,WaterElementalSkin,,,1,0,2070
2070,49,0,673,1,255,,,,1,0,2071
2071,182,0,674,1,255,,,,1,0,2072
2072,49,0,675,1,255,,,,0,0,2073
2073,49,0,676,1,255,,,,0,0,2074
2074,49,0,679,1,255,,,,0,0,2075
2075,69,0,0,1,255,RockElementalSkinBlack,,,1,0,2076
2076,1,0,0,1,255,BasiliskSkinBlack,BasiliskCrystalSkin,,1,0,2077
2077,141,0,0,2,255,EntSkinRed,,,2,0,2078
2078,141,0,0,2,255,EntSkinDead,,,2,0,2079
2079,141,0,0,2,255,EntSkinDead,,,2,0,2080
2080,49,0,715,1,255,,,,1,0,2082
2082,59,0,714,1,255,,,,1,0,2083
2083,59,0,684,1,255,,,,1,0,2084
2084,59,0,701,1,255,,,,1,0,2085
2085,59,0,702,1,255,,,,1,0,2086
2086,59,0,700,1,255,,,,1,0,2087
2087,59,0,719,1,255,,,,1,0,2088
2088,59,0,711,1,255,,,,1,0,2089
2089,59,0,703,1,255,,,,1,0,2090
2090,59,0,681,1,255,,,,1,0,2091
2091,59,0,695,1,255,,,,1,0,2092
2092,59,0,685,1,255,,,,1,0,2093
2093,59,0,688,1,255,,,,1,0,2094
2094,59,0,690,1,255,,,,1,0,2095
2095,59,0,710,1,255,,,,1,0,2096
2096,59,0,716,1,255,,,,1,0,2097
2097,59,0,706,1,255,,,,1,0,2098
2098,59,0,930,1,255,,,,1,0,2099
2099,59,0,698,1,255,,,,1,0,1837
1837,53,0,514,1,255,,,,1,0,1838
1838,57,0,531,1,255,,,,1,0,1839
1839,54,0,533,1,255,,,,0,0,1840
1840,50,0,538,1,255,,,,1,0,1841
1841,54,0,1696,1,255,,,,0,0,1842
1842,50,0,518,1,255,,,,1,0,1843
1843,54,0,527,1,255,,,,0,0,1844
1844,53,0,515,1,255,,,,1,0,1845
1845,53,0,516,1,255,,,,1,0,1846
1846,53,0,524,1,255,,,,1,0,1847
1847,53,0,523,1,255,,,,1,0,1848
1848,53,0,513,1,255,,,,1,0,1849
1849,53,0,529,1,255,,,,1,0,1850
1850,54,0,526,1,255,,,,0,0,1851
1851,53,0,541,1,255,,,,1,0,1852
1852,54,0,542,1,255,,,,0,0,1853
1853,50,0,469,1,255,,,,0,0,1854
1854,55,0,543,1,255,,,,0,0,1855
1855,50,0,544,1,255,,,,0,0,1856
1856,50,0,545,1,255,,,,0,0,1857
1857,50,0,546,1,255,,,,0,0,1858
1858,49,0,547,1,255,,,,0,0,1859
1859,49,0,548,1,255,,,,0,0,1860
1860,49,0,549,1,255,,,,0,0,1861
1861,49,0,550,1,255,,,,0,0,1862
1862,50,0,551,1,255,,,,0,0,1863
1863,49,0,552,1,255,,,,0,0,1864
1864,49,0,553,1,255,,,,0,0,1865
1865,49,0,554,1,255,,,,0,0,1866
1866,51,0,555,1,255,,,,1,0,1867
1867,51,0,2718,1,255,,,,1,0,1868
1868,52,0,2960,1,255,,,,1,0,1869
1869,51,0,558,1,255,,,,1,0,1870
1870,51,0,559,1,255,,,,1,0,1871
1871,51,0,560,1,255,,,,1,0,1872
1872,51,0,561,1,255,,,,1,0,1873
1873,30,0,0,0.7,255,MineSpiderSkinOlive,,,1,0,1874
1874,52,0,2717,1,255,,,,1,0,1875
1875,52,0,563,1,255,,,,1,0,1876
1876,51,0,564,1,255,,,,1,0,1877
1877,51,0,565,1,255,,,,1,0,1878
1878,52,0,570,1,255,,,,1,0,1879
1879,52,0,571,1,255,,,,1,0,1880
1880,51,0,566,1,255,OrcNPCSkin,OrcMaleSamuHairSkin,,1,0,1881
1881,51,0,574,1,255,OrcNPCSkin,OrcMaleSamuHairSkin,,1,0,1882
1882,186,0,567,1,255,,,,1,0,1883
1883,51,0,572,1,255,OrcNPCSkin,OrcMaleSamuHairSkin,,1,0,1884
1884,51,0,569,1,255,OrcNPCSkin,OrcMaleSamuHairSkin,,1,0,1885
1885,51,0,575,1,255,OrcNPCSkin,OrcMaleSamuHairSkin,,1,0,1886
1886,51,0,568,1,255,OrcNPCSkin,OrcMaleSamuHairSkin,,1,0,1887
1887,123,0,0,1,255,ShadowHideGnollFighterSkin,,,1,0,1888
1888,122,0,0,0.9,255,ShadowHideGnollCasterSkin,,,1,0,1889
1889,182,0,320,1,255,,,,1,0,1890
1890,183,0,577,1,255,,,,0,0,1891
1891,53,0,578,1,255,,,,1,0,1892
1892,53,0,579,1,255,,,,1,0,1893
1893,53,0,580,1,255,,,,1,0,1894
1894,53,0,581,1,255,,,,1,0,1895
1895,55,0,586,1,255,,,,1,0,1896
1896,55,0,583,1,255,,,,1,0,1897
1897,186,0,2341,1,255,,,,1,0,1898
1898,55,0,587,1,255,,,,1,0,1899
1899,55,0,589,1,255,,,,1,0,1900
1900,50,0,595,1,255,,,,1,0,1901
1901,49,0,596,1,255,HumanMaleCitizenLow,,,1,0,1902
1902,128,0,0,1,255,PirateCrewman03,,,1,0,1903
1903,128,0,0,1,255,PirateCrewman02,,,1,0,1904
1904,59,0,593,1,255,,,,1,0,1905
1905,60,0,597,1,255,,,,1,0,1906
1906,51,0,594,1,255,OrcNPCSkin,OrcMaleSamuHairSkin,,1,0,1907
1907,52,0,598,1,255,OrcNPCSkin,OrcMaleSamuHairSkin,,1,0,1908
1908,52,0,599,1,255,OrcNPCSkin,OrcMaleSamuHairSkin,,1,0,1909
1909,51,0,600,1,255,OrcNPCSkin,OrcMaleSamuHairSkin,,1,0,1910
1910,65,0,0,0.9,255,HorseSkinZebra,,,1,0,1911
1911,65,0,0,1.1,255,HorseSkinZebra,,,1,0,1912
1912,68,0,0,1.2,255,BalrogSkinRed,BalrogWingRed,,1,0,1913
1913,139,0,0,1,255,FelHoundSkin,,,1,0,1914
1914,56,0,601,1,255,,,,1,0,1915
1915,56,0,602,1,255,,,,1,0,1916
1916,56,0,603,1,255,,,,1,0,1917
1917,194,187,0,1,255,WapitiSkinBrown,,,1,0,1918
1918,205,0,0,1.25,255,MountainGiant,,,3,0,1919
1919,67,0,0,1,255,AncientProtectorBlack,,,3,0,1920
1920,67,0,0,1,255,AncientProtectorGrey,,,3,0,1921
1921,67,0,0,1,255,AncientProtectorOlive,,,3,0,1922
1922,67,0,0,1,255,AncientProtectorPurple,,,3,0,1923
1923,141,0,0,1,255,EntSkinBrown,,,2,0,1924
1924,142,0,0,1,255,FrogOrange,,,0,0,1471
1471,50,0,214,1,255,,,,1,0,1472
1472,50,0,211,1,255,,,,1,0,1474
1474,50,0,213,1,255,,,,1,0,1477
1477,50,0,198,1,255,,,,1,0,1478
1478,185,296,0,1,255,,,,1,0,1479
1479,186,297,0,1,255,,,,1,0,1480
1480,50,0,199,1,255,,,,1,0,1481
1481,50,0,204,1,255,,,,1,0,1482
1482,50,0,207,1,255,,,,1,0,1483
1483,50,0,210,1,255,,,,1,0,1484
1484,49,0,195,1,255,,,,1,0,1485
1485,49,0,196,1,255,,,,1,0,1486
1486,49,0,197,1,255,,,,1,0,1487
1487,49,0,200,1,255,,,,1,0,1488
1488,49,0,201,1,255,,,,1,0,1489
1489,49,0,202,1,255,,,,1,0,1490
1490,49,0,203,1,255,,,,1,0,1491
1491,49,0,205,1,255,,,,1,0,1492
1492,49,0,206,1,255,,,,1,0,1493
1493,49,0,208,1,255,,,,1,0,1494
1494,49,0,209,1,255,,,,1,0,1495
1495,50,0,215,1,255,,,,1,0,1496
1496,50,0,216,1,255,,,,1,0,1497
1497,50,0,217,1,255,,,,1,0,1498
1498,50,0,218,1,255,,,,1,0,1499
1499,49,0,219,1,255,,,,1,0,1500
1500,49,0,220,1,255,,,,1,0,1501
1501,49,0,221,1,255,,,,1,0,1502
1502,49,0,222,1,255,,,,1,0,1503
1503,49,0,223,1,255,,,,1,0,1504
1504,49,0,224,1,255,,,,1,0,1505
1505,49,0,225,1,255,,,,1,0,1506
1506,49,0,226,1,255,,,,1,0,1507
1507,49,0,227,1,255,,,,1,0,1508
1508,49,0,228,1,255,,,,1,0,1509
1509,49,0,230,1,255,,,,1,0,1510
1510,49,0,231,1,255,,,,1,0,1511
1511,49,0,232,1,255,,,,1,0,1512
1512,49,0,233,1,255,,,,1,0,1513
1513,49,0,234,1,255,,,,1,0,1514
1514,49,0,235,1,255,,,,1,0,1515
1515,49,0,236,1,255,,,,1,0,1516
1516,49,0,237,1,255,,,,1,0,1517
1517,49,0,238,1,255,,,,1,0,1518
1518,49,0,239,1,255,,,,1,0,1519
1519,53,0,229,1,255,,,,1,0,1520
1520,50,0,240,1,255,,,,1,0,1521
1521,50,0,241,1,255,,,,1,0,1522
1522,50,0,242,1,255,,,,1,0,1523
1523,50,0,243,1,255,,,,1,0,1524
1524,49,0,245,1,255,,,,1,0,1525
1525,49,0,244,1,255,,,,1,0,1526
1526,50,0,246,1,255,,,,1,0,1527
1527,55,0,247,1,255,,,,1,0,1528
1528,55,0,249,1,255,,,,1,0,1529
1529,190,0,0,0.7,255,,,,1,0,1531
1531,65,0,0,1,255,HorseSkinZebra,,,1,0,1532
1532,191,0,0,1,255,ThunderBeastSkinGreen,,,3,0,1533
1533,191,0,0,0.9,255,ThunderBeastSkinGreen,,,3,0,1534
1534,192,0,0,1,255,HyenaSkin,,,1,0,1535
1535,192,0,0,0.8,255,HyenaSkin,,,1,0,1536
1536,192,0,0,1.1,255,HyenaSkin,,,1,0,1537
1537,191,0,0,0.9,255,ThunderBeastSkinRed,,,3,0,1538
1538,191,0,0,1,255,ThunderBeastSkinRed,,,3,0,1539
1539,191,0,0,1.1,255,ThunderBeastSkinRed,,,3,0,1540
1540,191,0,0,1.1,255,ThunderBeastSkinBlue,,,3,0,1541
1541,49,0,250,1,255,,,,1,0,1542
1542,55,0,251,1,255,,,,1,0,1543
1543,56,0,248,1,255,,,,1,0,1544
1544,50,0,252,1,255,,,,1,0,1545
1545,195,0,0,1,255,Helm,Rider,,1,0,1546
1546,50,0,253,1,255,,,,1,0,1547
1547,197,0,0,1,255,GazelleSkinBlack,,,1,0,1548
1548,198,0,0,1,255,GiraffeSkinStriped,,,1,0,1549
1549,2,0,0,1.2,255,BogBeastSkinBlackGreen,BogBeastSkinBlackGreenAlpha,,1,0,1550
1550,164,0,0,0.9,255,Goblin,,,1,0,1551
1551,199,0,0,1,255,MonsterLure,,,1,0,1552
1552,128,0,0,1,255,PirateCrewman04KulTiras,,,1,0,1555
1555,199,0,0,2,255,MonsterLure,,,1,0,1556
1556,199,0,0,1.5,255,MonsterLure,,,1,0,1557
