ID,School,Category,CastUI,DispelType,Attributes,AttributesEx,AttributesExB,ShapeshiftMask,Targets,TargetCreatureType,RequiresSpellFocus,CasterAuraState,TargetAuraState,CastingTimeIndex,RecoveryTime,CategoryRecoveryTime,InterruptFlags,AuraInterruptFlags,ChannelInterruptFlags,ProcFlags,ProcChance,ProcCharges,MaxLevel,BaseLevel,SpellLevel,DurationIndex,PowerType,ManaCost,ManaCostPerLevel,ManaPerSecond,ManaPerSecondPerLevel,RangeIndex,Speed,ModalNextSpell,CumulativeAura,Totem[0],Totem[1],Reagent[0],Reagent[1],Reagent[2],Reagent[3],Reagent[4],Reagent[5],Reagent[6],Reagent[7],ReagentCount[0],ReagentCount[1],ReagentCount[2],ReagentCount[3],ReagentCount[4],ReagentCount[5],ReagentCount[6],ReagentCount[7],EquippedItemClass,EquippedItemSubclass,Effect[0],Effect[1],Effect[2],EffectDieSides[0],EffectDieSides[1],EffectDieSides[2],EffectBaseDice[0],EffectBaseDice[1],EffectBaseDice[2],EffectDicePerLevel[0],EffectDicePerLevel[1],EffectDicePerLevel[2],EffectRealPointsPerLevel[0],EffectRealPointsPerLevel[1],EffectRealPointsPerLevel[2],EffectBasePoints[0],EffectBasePoints[1],EffectBasePoints[2],ImplicitTargetA[0],ImplicitTargetA[1],ImplicitTargetA[2],ImplicitTargetB[0],ImplicitTargetB[1],ImplicitTargetB[2],EffectRadiusIndex[0],EffectRadiusIndex[1],EffectRadiusIndex[2],EffectAura[0],EffectAura[1],EffectAura[2],EffectAuraPeriod[0],EffectAuraPeriod[1],EffectAuraPeriod[2],EffectAmplitude[0],EffectAmplitude[1],EffectAmplitude[2],EffectChainTargets[0],EffectChainTargets[1],EffectChainTargets[2],EffectItemType[0],EffectItemType[1],EffectItemType[2],EffectMiscValue[0],EffectMiscValue[1],EffectMiscValue[2],EffectTriggerSpell[0],EffectTriggerSpell[1],EffectTriggerSpell[2],EffectPointsPerCombo[0],EffectPointsPerCombo[1],EffectPointsPerCombo[2],SpellVisualID[0],SpellVisualID[1],SpellIconID,ActiveIconID,SpellPriority,Name_lang[0],NameSubtext_lang[0],Description_lang[0],AuraDescription_lang[0],ManaCostPct,StartRecoveryCategory,StartRecoveryTime,MaxTargetLevel,SpellClassMask[0],SpellClassMask[1],DefenseType,PreventionType,StanceBarOrder
1831,0,0,0,0,262400,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,107,494,0,0,35064,,,,,0,0,0,983040,14809,0,0,0,0
1833,0,0,0,0,458768,134480384,0,536870912,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,26,26,35,3,60,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,173555,6,80,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,6,6,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,266,244,0,0,41553,,,,,0,0,0,983042,0,0,0,0,0
1834,0,0,0,0,458768,262656,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,36,99,28,3,15,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,173555,6,58,80,0,1,1,0,1,1,0,0,0,0,0,0,0,79,1,6,6,6,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,266,244,0,0,41644,,,,,0,0,0,983042,2057,0,0,0,0
1837,0,0,0,0,262400,0,0,0,256,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3741,0,0,0,0,0,107,47,0,0,41782,,,,,0,0,0,983042,172,0,0,0,0
1838,0,0,0,0,262400,0,0,0,256,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1833,0,0,0,0,0,107,244,0,0,41553,,,,,0,0,0,7274498,0,0,0,0,0
1839,0,0,0,0,262400,0,0,0,256,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1834,0,0,0,0,0,107,244,0,0,41553,,,,,0,0,0,7274498,2057,0,0,0,0
1842,0,0,0,0,65552,0,0,0,16384,0,0,0,0,6,0,0,15,0,0,0,0,0,0,40,40,0,0,0,0,0,0,4,0,0,0,5060,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,33,0,0,1,0,0,1,0,0,0,0,0,5,0,0,199,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,252,228,0,0,41825,,,,,0,0,0,7274498,172,0,0,0,0
1843,0,0,0,0,16,0,0,0,16384,0,0,0,0,5,0,0,15,0,0,0,0,0,36,21,21,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,33,0,0,1,0,0,1,0,0,0,0,0,5,0,0,129,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,34,1,0,0,41873,,,,,0,0,0,7274496,0,0,0,0,0
1844,0,0,0,0,16,0,0,0,16384,0,0,0,0,5,0,0,15,0,0,0,0,0,0,36,36,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,33,0,0,1,0,0,1,0,0,0,0,0,5,0,0,204,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,34,1,0,0,41893,,,,,0,0,0,7274496,0,0,0,0,0
1845,0,0,0,0,262400,0,0,0,256,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1842,0,0,0,0,0,107,228,0,0,41825,,,,,0,0,0,7274498,172,0,0,0,0
1846,0,0,0,0,262400,0,0,0,256,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1843,0,0,0,0,0,107,1,0,0,41914,,,,,0,0,0,7274498,0,0,0,0,0
1847,0,0,0,0,262400,0,0,0,256,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1844,0,0,0,0,0,107,1,0,0,41929,,,,,0,0,0,7274498,0,0,0,0,0
1848,0,0,0,0,256,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,86,1,0,0,41945,,,,,0,0,0,983040,0,0,0,0,0
1849,3,55,0,0,65536,0,0,0,0,0,0,0,0,4,0,30000,15,0,0,0,0,0,0,0,12,2,0,11,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,6,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,123,0,0,41960,,,,,0,0,0,7274498,0,0,0,0,0
1850,0,44,0,0,262160,0,0,1,0,0,0,0,0,1,0,300000,0,0,0,0,0,0,0,26,26,8,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,6,0,0,1,0,0,1,0,0,0,0,0,0,0,0,119,0,0,1,0,0,0,0,0,0,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2276,959,0,0,33393,,,,,0,0,0,983042,172,0,0,0,0
1851,0,0,0,0,262400,0,0,0,256,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10059,0,0,0,0,0,107,161,0,0,42034,,,,,0,0,0,983042,0,0,0,0,0
1852,0,0,0,0,67108864,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,6,0,0,1,0,0,1,0,0,0,0,0,0,0,0,-1,0,0,25,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82,0,0,42052,,,,,0,0,0,983042,0,0,0,0,0
1853,0,0,0,0,262400,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,107,1,0,0,35064,,,,,0,0,0,983040,0,0,0,0,0
1856,0,39,0,0,135594000,0,2,0,0,0,0,0,0,1,0,300000,0,15367,0,0,0,0,41,22,22,0,3,0,0,0,0,1,0,0,0,0,0,5140,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,-1,-1,64,64,0,1,0,0,1,0,0,0,0,0,0,0,0,-1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1785,11327,0,0,0,0,255,252,30,0,42235,,,,,0,0,0,7274498,172,0,0,0,0
1857,0,39,0,0,135594000,0,2,0,0,0,0,0,0,1,0,300000,0,15367,0,0,0,0,61,42,42,0,3,0,0,0,0,1,0,0,0,0,0,5140,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,-1,-1,64,64,0,1,1,0,1,1,0,0,0,0,0,0,0,-1,-1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1786,11329,0,0,0,0,255,252,30,0,42235,,,,,0,0,0,458754,2057,0,0,0,0
1858,0,0,0,0,262400,0,0,0,256,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1856,0,0,0,0,0,107,252,0,0,42235,,,,,0,0,0,7274498,172,0,0,0,0
1859,0,0,0,0,262400,0,0,0,256,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1857,0,0,0,0,0,107,252,0,0,42235,,,,,0,0,0,7274498,2057,0,0,0,0
1860,0,0,0,0,262160,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,20,20,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,161,0,0,42432,,,,,0,0,0,7274498,172,0,0,0,0
1862,0,0,0,0,262400,0,0,0,256,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1860,0,0,0,0,0,107,161,0,0,42477,,,,,0,0,0,7274498,172,0,0,0,0
1864,0,95,0,0,34865168,262144,0,0,0,0,0,0,0,1,0,600000,1,15372,0,0,0,0,0,1,1,5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,6,0,0,1,0,0,1,0,0,0,0,0,0,0,0,-1,0,0,1,0,0,0,0,0,0,0,0,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,149,61,0,0,42487,,,,,0,0,0,7274496,715,0,0,0,0
1865,0,0,0,0,262400,0,0,0,256,0,0,0,0,1,0,0,0,48,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1864,0,0,0,0,0,107,61,0,0,42487,,,,,0,0,0,7274496,715,0,0,0,0
1866,1,40,0,0,328708,0,0,0,0,0,0,0,0,1,0,10000,0,0,0,0,0,0,0,16,16,0,0,60,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,173555,58,0,0,7,0,0,1,0,0,0,0,0,0,0,0,35,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,25,0,0,17753,,,,,0,0,0,7274498,4413,0,0,0,0
1868,0,41,0,0,262160,0,0,0,0,0,0,0,0,1,0,300000,0,0,0,0,0,0,0,0,30,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,6,0,0,1,0,0,1,0,0,0,0,0,0,0,0,-51,0,0,1,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,86,85,0,0,42548,,,,,0,0,0,7274496,0,0,0,0,0
1869,0,41,0,0,262160,0,0,0,0,0,0,0,0,1,0,180000,0,0,0,0,0,0,0,1,99,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,19,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,86,85,0,0,42565,,,,,0,0,0,7274496,0,0,0,0,0
1870,0,41,0,0,262160,0,0,0,0,0,0,0,0,1,0,300000,0,0,0,0,0,0,0,0,99,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,19,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,86,85,0,0,42586,,,,,0,0,0,7274496,0,0,0,0,0
1872,0,0,0,0,262400,0,0,0,256,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,635,0,0,0,0,0,107,70,0,0,15895,,,,,0,0,0,7274498,172,0,0,0,0
1873,0,0,0,0,262400,0,0,0,256,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,639,0,0,0,0,0,107,70,0,0,15895,,,,,0,0,0,7274498,2057,0,0,0,0
1874,0,0,0,0,262400,0,0,0,256,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,647,0,0,0,0,0,107,70,0,0,15895,,,,,0,0,0,7274498,4413,0,0,0,0
1875,1,0,0,0,262400,0,0,0,256,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,36,0,0,1,0,0,1,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,465,0,0,0,0,0,107,291,122,0,8464,,,,,0,0,0,7274498,172,0,0,0,0
1876,1,0,0,0,262400,0,0,0,256,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,36,0,0,1,0,0,1,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,643,0,0,0,0,0,107,291,122,0,8464,,,,,0,0,0,7274498,4413,0,0,0,0
1877,1,0,0,0,262400,0,0,0,256,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,36,0,0,1,0,0,1,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1032,0,0,0,0,0,107,291,122,0,8464,,,,,0,0,0,7274498,14809,0,0,0,0
1878,0,0,0,0,262400,0,0,0,256,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,36,0,0,1,0,0,1,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,633,0,0,0,0,0,107,79,0,0,15727,,,,,0,0,0,7274498,172,0,0,0,0
1879,0,0,0,0,262400,0,0,0,256,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,36,0,0,1,0,0,1,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,636,0,0,0,0,0,107,302,0,0,15906,,,,,0,0,0,983042,172,0,0,0,0
1880,0,0,0,0,262400,0,0,0,256,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,36,0,0,1,0,0,1,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,645,0,0,0,0,0,107,302,0,0,15906,,,,,0,0,0,983042,2057,0,0,0,0
1881,0,0,0,0,262400,0,0,0,256,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,36,0,0,1,0,0,1,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1036,0,0,0,0,0,107,301,0,0,29904,,,,,0,0,0,7274498,0,0,0,0,0
1882,0,0,0,0,262400,0,0,0,256,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,36,0,0,1,0,0,1,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,637,0,0,0,0,0,107,80,0,0,42606,,,,,0,0,0,7274498,0,0,0,0,0
1883,0,0,0,0,262400,0,0,0,256,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,36,0,0,1,0,0,1,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,646,0,0,0,0,0,107,80,0,0,42623,,,,,0,0,0,7274498,0,0,0,0,0
1884,0,0,0,0,262400,0,0,0,256,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,36,0,0,1,0,0,1,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1028,0,0,0,0,0,107,80,0,0,42641,,,,,0,0,0,7274498,0,0,0,0,0
1885,0,0,0,0,262400,0,0,0,256,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,36,0,0,1,0,0,1,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,634,0,0,0,0,0,107,80,0,0,42658,,,,,0,0,0,7274496,0,0,0,0,0
1886,0,0,0,0,262400,0,0,0,256,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,36,0,0,1,0,0,1,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,638,0,0,0,0,0,107,80,0,0,42682,,,,,0,0,0,7274496,0,0,0,0,0
1887,0,0,0,0,262400,0,0,0,256,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,36,0,0,1,0,0,1,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,644,0,0,0,0,0,107,80,0,0,42709,,,,,0,0,0,7274496,0,0,0,0,0
1888,0,0,0,0,262400,0,0,0,256,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,36,0,0,1,0,0,1,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,679,0,0,0,0,0,107,25,0,0,17753,,,,,0,0,0,7274498,172,0,0,0,0
1889,0,0,0,0,262400,0,0,0,256,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,36,0,0,1,0,0,1,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,678,0,0,0,0,0,107,25,0,0,17753,,,,,0,0,0,7274498,2057,0,0,0,0
1890,0,0,0,0,262400,0,0,0,256,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,36,0,0,1,0,0,1,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1866,0,0,0,0,0,107,25,0,0,17753,,,,,0,0,0,7274498,4413,0,0,0,0
1891,0,0,0,0,262400,0,0,0,256,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,36,0,0,1,0,0,1,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,680,0,0,0,0,0,107,25,0,0,17753,,,,,0,0,0,7274498,15688,0,0,0,0
