ID,FileName,SpecialID,SpecialAttachPoint,AreaEffectSize,VisualEffectNameFlags
270,Spells\SoulFunnel_Impact_Chest.mdx,-1,0,1,0
271,Spells\ManaFunnel_Impact_Chest.mdx,-1,0,1,0
272,Spells\Magic_PreCast_Hand.mdx,-1,4,1,0
273,Spells\Rake.mdx,-1,0,1,0
274,Spells\AntiShadow_Impact_Base.mdx,-1,0,1,0
276,Spells\BestowDisease_Impact_Chest.mdx,-1,0,1,0
277,Spells\CreateSoulstone_Cast.mdx,-1,0,1,0
278,Spells\RetributionAura_Base.mdx,-1,0,1,0
279,Spells\Resurrection_Low_Base.mdx,-1,1196196,0,0
280,Spells\Polymorph_Impact.mdx,-1,4,1,0
281,Spells\LightningBolt_Impact_Chest.mdx,-1,0,1,0
282,Spells\Frost_Nova_area.mdx,-1,4,1,0
284,Spells\Frost_Nova_state.mdx,-1,4,1,0
285,Spells\Immolate_State.mdx,-1,10,1,0
286,Spells\MaulImpact.mdx,-1,0,1,0
287,Spells\Fire_Precast_Hand.mdx,-1,0,0,0
288,Spells\Fire_Cast_Hand.mdx,-1,0,0,0
289,Spells\HarmUndeadAura_Base.mdx,-1,0,1,0
290,Spells\MaulCasterBase.mdx,-1,0,1,0
291,Spells\Nature_Precast_Chest.mdx,-1,0,0,0
292,Spells\Flamestrike_Area.mdx,-1,0,1,0
293,Spells\Lightning_Cast_Hand.mdx,-1,0,0,0
294,Spells\HolySmite_Low_Chest.mdx,-1,0,1,0
296,Spells\LightningShield_State_Base.mdx,-1,0,0,0
297,Spells\Immolate_State_Base.mdx,-1,0,1,0
298,Spells\Lifetap_State_Chest.mdx,-1,0,1,0
299,Spells\Smash_Impact_Chest.mdx,-1,0,0,0
300,Spells\ShadowWordDominate_Chest.mdx,-1,0,1,0
301,Spells\ShadowWordSilence_Breath.mdx,-1,0,1,0
303,Spells\AntiMagic_PreCast_Hand.mdx,-1,0,1,0
304,Spells\AntiMagic_State_Base.mdx,-1,0,1,0
305,Spells\ShadowWordPain_Chest.mdx,-1,0,1,0
306,Spells\MagicUnlock.mdx,-1,4,1,0
307,Spells\DarkRitual_PreCast_Base.mdx,-1,0,1,0
308,Spells\ShadowWordFumble_Head.mdx,-1,0,1,0
309,Spells\DetectInvis_Impact_Base.mdx,-1,0,1,0
310,Spells\DetectInvis_Impact_Head.mdx,-1,0,1,0
311,Spells\CurseofWeakness_Head.mdx,-1,0,1,0
312,Spells\CurseofFrailty_Head.mdx,-1,0,1,0
313,Spells\RemoveCurse_Base.mdx,-1,0,1,0
314,Spells\NullifyDisease_Base.mdx,-1,0,1,0
315,Spells\NullifyPoison_Base.mdx,-1,0,1,0
320,Spells\RighteousFury_Chest.mdx,-1,0,1,0
714,Spells\FireNova_Area.mdx,-1,2447112,0,92976304
715,Spells\FireNova_State.mdx,-1,0,1,0
716,Spells\GroundingTotem_Impact.mdx,-1,2447112,0,92356352
717,Spells\Ghost_state.mdx,-1,2447536,0,92796480
718,Spells\ManaShield_State_Base.mdx,-1,2447112,0,92769664
719,Spells\DampenMagic_Impact_Base.mdx,-1,2447112,0,92769616
720,Spells\AmplifyMagic_Impact_Base.mdx,-1,2447112,0,92769616
856,Spells\MagicStoneHelmet_Green.mdx,-1,2447128,0,78786608
994,Spells\UnholyShackles_State_Base.mdx,-1,2489944,1,80154984
622,Spells\SpellObject_Wrench.mdx,-1,95071304,0,91333584
623,Spells\Shadow_Precast_Uber_Hand.mdx,-1,4,1,0
624,Spells\Shadow_ImpactDD_High_Chest.mdx,-1,0,1,0
625,Spells\ConeofCold_Hand.mdx,-1,0,1,0
626,Spells\DruidMorph_Aqua_Impact_Base.mdx,-1,229748136,0,91975888
627,Spells\HellFire_Impact_Caster_Base.mdx,-1,229748136,0,92239296
628,Spells\HellFire_Impact_Base.mdx,-1,0,1,0
629,Spells\HolyWordShield_Base.mdx,-1,229748136,0,92474680
630,Spells\HolyWordShield_State_Base.mdx,-1,229748136,0,92203504
631,Spells\CurseElements_Impact_Head.mdx,-1,229748136,0,92053488
632,Spells\Fire_ImpactDD_Chest.mdx,-1,1194572,0,0
634,Spells\ChargeTrail.mdx,-1,2447080,0,92333872
654,Spells\CurseofAgony_Head.mdx,-1,0,1,0
655,Spells\HolyWordShield_State_Chest.mdx,-1,2447080,0,92657064
674,Spells\HolyDivineShield_State_Base.mdx,-1,2447112,0,92730048
675,Spells\GooBolt_Missile_Low.mdx,-1,2447112,0,92803232
814,Spells\Shadow_Precast_Uber_Base.mdx,-1,4,1,0
694,Spells\LightningStreak_Missile.mdx,-1,2447112,0,91981680
734,Spells\ArcaneExplosion_Base.mdx,-1,2489704,1,93111264
735,Spells\ArcaneExplosion_Impact_Chest.mdx,-1,2359184,0,83890048
794,Spells\LifeTap.mdx,-1,2447112,0,92769616
834,Spells\ShadowShield_State_Base.mdx,-1,2447112,0,92769616
835,Spells\CurseofRecklessness_Impact_Chest.mdx,-1,2447112,0,92769616
836,Spells\EnslaveDemon_Impact_Chest.mdx,-1,2447112,0,92769616
837,Spells\EnslaveDemon_Impact_Head.mdx,-1,2447112,0,92769616
854,Spells\WaterBolt_Missile_Low.mdx,-1,2446968,0,79663680
855,Spells\Banish_Chest.mdx,-1,2489704,0,78488720
874,Spells\MagicNet_State.mdx,-1,2447128,0,80331696
894,Spells\ConeofFire_Hand.mdx,-1,2447080,1,79449792
914,Spells\Boulder_Missile.mdx,-1,2447080,0,80060432
915,Spells\Distract_Impact_Base.mdx,-1,2447112,0,92769616
934,Spells\Spawn_Impact_Base.mdx,-1,2447016,1,81689712
954,Spells\Summon_Ritual.mdx,-1,0,1,0
955,Spells\RitualSummoning_PreCast_Base.mdx,-1,2359184,0,83955520
974,Spells\Bind2_Impact_Base.mdx,-1,82947944,0,79259752
754,Particles\Bubbles.mdx,-1,1586,0,94992144
774,,-1,10,1,8
