ID,Name_lang[0],ItemID[0],ItemID[1],ItemID[2],ItemID[3],ItemID[4],ItemID[5],ItemID[6],ItemID[7],ItemID[8],ItemID[9],ItemID[10],ItemID[11],ItemID[12],ItemID[13],ItemID[14],ItemID[15],ItemID[16],SetSpellID[0],SetSpellID[1],SetSpellID[2],SetSpellID[3],SetSpellID[4],SetSpellID[5],SetSpellID[6],SetSpellID[7],SetThreshold[0],SetThreshold[1],SetThreshold[2],SetThreshold[3],SetThreshold[4],SetThreshold[5],SetThreshold[6],SetThreshold[7],RequiredSkill,RequiredSkillRank
522,Champion's Guard,0,0,0,0,0,0,0,4128830,22864,22856,22879,22880,23257,23258,0,0,0,0,0,0,0,0,0,0,0,14049,23048,14467,0,0,0,0,0,2,4
523,Dreadnaught's Battlegear,0,0,0,0,0,0,0,4128830,22423,22416,22421,22422,22418,22417,22419,22420,0,23059,0,0,0,0,0,0,0,28842,28844,28843,28845,0,0,0,0,6,2
524,Bonescythe Armor,0,0,0,0,0,0,0,4128830,22483,22476,22481,22478,22477,22479,22480,22482,23060,0,0,0,0,0,0,0,0,28812,28814,28816,28811,0,0,0,0,4,8
525,Vestments of Faith,0,0,0,0,0,0,0,4128830,22518,22519,22514,22517,22513,22512,22516,22515,23061,0,0,0,0,0,0,0,0,28809,28802,28807,28808,0,0,0,0,4,8
526,Frostfire Regalia,0,0,0,0,0,0,0,4128830,22502,22503,22498,22501,22497,22496,22500,22499,23062,0,0,0,0,0,0,0,0,28771,28763,28761,28764,0,0,0,0,6,2
527,The Earthshatterer,0,0,0,0,0,0,0,4128830,22468,22470,22469,22466,22465,22467,22464,22471,23065,0,0,0,0,0,0,0,0,28823,29171,28818,28821,0,0,0,0,6,4
528,Redemption Armor,0,0,0,0,0,0,0,4128830,22430,22431,22426,22428,22427,22429,22425,22424,23066,0,0,0,0,0,0,0,0,28787,28789,28775,28774,0,0,0,0,8,6
529,Plagueheart Raiment,0,0,0,0,0,0,0,4128830,22510,22511,22506,22509,22505,22504,22508,22507,23063,0,0,0,0,0,0,0,0,28829,28830,28831,28746,0,0,0,0,4,8
530,Cryptstalker Armor,0,0,0,0,0,0,0,4128830,22440,22442,22441,22438,22437,22439,22436,22443,23067,0,0,0,0,0,0,0,0,28752,28751,28756,28755,0,0,0,0,6,8
533,Battlegear of Undead Slaying,0,0,0,0,0,0,0,4128830,23090,23087,23078,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29068,0,0,0,0,0,0,0,3,0
534,Undead Slayer's Armor,0,0,0,0,0,0,0,4128830,23081,23089,23093,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29068,0,0,0,0,0,0,0,3,0
535,Garb of the Undead Slayer,0,0,0,0,0,0,0,4128830,23088,23082,23092,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29068,0,0,0,0,0,0,0,3,0
536,Regalia of Undead Cleansing,0,0,0,0,0,0,0,4128830,23091,23084,23085,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29068,0,0,0,0,0,0,0,3,0
537,Champion's Battlearmor,0,0,0,0,0,0,0,4128830,22868,22858,22872,22873,23244,23243,0,0,0,0,0,0,0,0,0,0,0,14049,22738,14467,0,0,0,0,0,2,4
538,Champion's Stormcaller,0,0,0,0,0,0,0,4128830,22857,22867,22876,22887,23259,23260,0,0,0,0,0,0,0,0,0,0,0,14049,22804,14467,0,0,0,0,0,2,4
539,Champion's Refuge,0,0,0,0,0,0,0,4128830,22863,22852,22877,22878,23253,23254,0,0,0,0,0,0,0,0,0,0,0,14049,23218,14467,0,0,0,0,0,2,4
540,Champion's Investiture,0,0,0,0,0,0,0,4128830,22869,22859,22882,22885,23261,23262,0,0,0,0,0,0,0,0,0,0,0,14047,23044,14467,0,0,0,0,0,2,4
541,Champion's Dreadgear,0,0,0,0,0,0,0,4128830,22865,22855,23255,23256,22881,22884,0,0,0,0,0,0,0,0,0,0,0,14467,14047,23047,0,0,0,0,0,6,2
542,Champion's Arcanum,0,0,0,0,0,0,0,4128830,22870,22860,23263,23264,22883,22886,0,0,0,0,0,0,0,0,0,0,0,14047,14467,23025,0,0,0,0,0,2,6
543,Champion's Pursuance,0,0,0,0,0,0,0,4128830,22843,22862,23251,23252,22874,22875,0,0,0,0,0,0,0,0,0,0,0,23158,14467,14384,0,0,0,0,0,4,6
544,Lieutenant Commander's Redoubt,0,0,0,0,0,0,0,4128830,23272,23273,23274,23275,23276,23277,0,0,0,0,0,0,0,0,0,0,0,14047,14467,23302,0,0,0,0,0,2,6
545,Lieutenant Commander's Battlearmor,0,0,0,0,0,0,0,4128830,23300,23301,23286,23287,23314,23315,0,0,0,0,0,0,0,0,0,0,0,22738,14467,14049,0,0,0,0,0,4,6
546,Lieutenant Commander's Arcanum,0,0,0,0,0,0,0,4128830,23304,23305,23290,23291,23318,23319,0,0,0,0,0,0,0,0,0,0,0,14047,14467,23025,0,0,0,0,0,2,6
547,Lieutenant Commander's Dreadgear,0,0,0,0,0,0,0,4128830,23296,23297,23282,23283,23310,23311,0,0,0,0,0,0,0,0,0,0,0,14047,14467,23047,0,0,0,0,0,2,6
548,Lieutenant Commander's Guard,0,0,0,0,0,0,0,4128830,23298,23299,23284,23285,23312,23313,0,0,0,0,0,0,0,0,0,0,0,23048,14467,14049,0,0,0,0,0,4,6
549,Lieutenant Commander's Investiture,0,0,0,0,0,0,0,4128830,23302,23303,23288,23289,23316,23317,0,0,0,0,0,0,0,0,0,0,0,14047,23044,14467,0,0,0,0,0,2,4
550,Lieutenant Commander's Pursuance,0,0,0,0,0,0,0,4128830,23292,23293,23278,23279,23306,23307,0,0,0,0,0,0,0,0,0,0,0,14467,14384,23158,0,0,0,0,0,6,2
551,Lieutenant Commander's Refuge,0,0,0,0,0,0,0,4128830,23294,23295,23280,23281,23308,23309,0,0,0,0,0,0,0,0,0,0,0,14467,23218,14049,0,0,0,0,0,6,4
