ID,Effect[0],Effect[1],Effect[2],EffectPointsMin[0],EffectPointsMin[1],EffectPointsMin[2],EffectPointsMax[0],EffectPointsMax[1],EffectPointsMax[2],EffectArg[0],EffectArg[1],EffectArg[2],Name_lang[0],ItemVisual,Flags
409,3,0,0,0,0,0,0,0,0,9264,0,0,+13 Stamina,0,0
410,3,0,0,0,0,0,0,0,0,9266,0,0,+13 Strength,0,0
411,3,0,0,0,0,0,0,0,0,9265,0,0,+14 Stamina,0,0
412,3,0,0,0,0,0,0,0,0,9267,0,0,+14 Strength,0,0
424,3,0,0,0,0,0,0,0,0,9393,0,0,Increase Spell Damage +2,0,0
428,3,0,0,0,0,0,0,0,0,9397,0,0,Increase Spell Damage +6,0,0
429,3,0,0,0,0,0,0,0,0,9398,0,0,Increase Spell Damage +7,0,0
430,3,0,0,0,0,0,0,0,0,9415,0,0,Increase Spell Damage +8,0,0
431,3,0,0,0,0,0,0,0,0,9416,0,0,Increase Spell Damage +9,0,0
432,3,0,0,0,0,0,0,0,0,9417,0,0,Increase Spell Damage +10,0,0
434,3,0,0,0,0,0,0,0,0,9400,0,0,Increase Fire Damage +14,0,0
439,3,0,0,0,0,0,0,0,0,9404,0,0,Increases Frost Effects +15,0,0
464,3,0,0,0,0,0,0,0,0,7215,0,0,Mithril Spurs,0,0
484,2,0,0,6,0,0,6,0,0,0,0,0,Weighted +6,0,0
523,1,0,0,20,0,0,20,0,0,10444,0,0,Flametongue 4,0,0
623,1,0,0,20,0,0,20,0,0,11335,0,0,Instant Poison IV,0,0
624,1,0,0,20,0,0,20,0,0,11336,0,0,Instant Poison V,0,0
626,1,0,0,30,0,0,30,0,0,11353,0,0,Deadly Poison III,0,0
627,1,0,0,30,0,0,30,0,0,11354,0,0,Deadly Poison IV,0,0
325,1,0,0,20,0,0,20,0,0,8689,0,0,Instant Poison III,0,0
427,3,0,0,0,0,0,0,0,0,9396,0,0,Increase Spell Damage +5,0,0
444,3,0,0,0,0,0,0,0,0,9410,0,0,Increases Nature Effects +14,0,0
603,1,0,0,30,0,0,30,0,0,11201,0,0,Crippling Poison II,0,0
