ID,KitType,AnimID,HeadEffect,ChestEffect,BaseEffect,LeftHandEffect,RightHandEffect,BreathEffect,SpecialEffect[0],SpecialEffect[1],SpecialEffect[2],WorldEffect,SoundID,ShakeID,CharProc[0],CharProc[1],CharProc[2],CharProc[3],CharParamZero[0],CharParamZero[1],CharParamZero[2],CharParamZero[3],CharParamOne[0],CharParamOne[1],CharParamOne[2],CharParamOne[3],CharParamTwo[0],CharParamTwo[1],CharParamTwo[2],CharParamTwo[3],CharParamThree[0],CharParamThree[1],CharParamThree[2],CharParamThree[3]
4,3,32,2,-1,-1,-1,-1,-1,-1,-1,-1,7,0,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7E-45
5,1,-1,-1,17,-1,-1,-1,-1,-1,-1,-1,0,0,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8E-45
6,0,32,-1,-1,-1,18,18,-1,-1,-1,-1,0,0,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1E-44
7,0,105,-1,-1,-1,-1,-1,-1,-1,-1,-1,1144,0,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.1E-44
8,2,-1,-1,-1,20,-1,-1,-1,-1,-1,-1,0,0,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.3E-44
9,1,-1,41,24,25,-1,-1,-1,-1,-1,-1,0,0,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.4E-44
10,0,53,-1,-1,-1,64,64,-1,-1,-1,-1,0,0,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.5E-44
11,0,53,-1,-1,-1,63,63,-1,-1,-1,-1,0,0,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.7E-44
12,0,51,-1,-1,-1,63,63,-1,-1,-1,-1,703,0,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.8E-44
13,1,-1,-1,-1,28,-1,-1,-1,-1,-1,-1,23,0,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.1E-44
15,0,51,-1,-1,-1,30,30,-1,-1,-1,-1,0,0,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.2E-44
16,0,-1,-1,-1,-1,-1,32,-1,-1,-1,-1,0,0,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.5E-44
18,1,-1,-1,34,-1,-1,-1,-1,-1,-1,-1,22,0,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.7E-44
19,0,54,-1,-1,-1,-1,-1,-1,-1,-1,-1,2560,0,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3E-44
21,0,53,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.1E-44
22,1,-1,-1,37,36,-1,-1,-1,-1,-1,-1,0,0,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.4E-44
24,1,-1,-1,374,-1,-1,-1,-1,-1,-1,-1,29,0,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.5E-44
25,1,-1,-1,39,-1,-1,-1,-1,-1,-1,-1,0,0,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.8E-44
27,2,14,255,-1,-1,-1,-1,-1,-1,-1,-1,1509,0,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.9E-44
28,1,-1,-1,230,-1,-1,-1,-1,-1,-1,-1,0,0,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.3E-44
31,0,52,-1,-1,-1,63,63,-1,-1,-1,-1,703,0,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.5E-44
32,0,51,-1,-1,-1,63,63,-1,-1,-1,-1,703,0,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.8E-44
34,1,-1,23,24,25,-1,-1,-1,-1,-1,-1,0,0,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.9E-44
35,0,51,-1,-1,-1,63,63,-1,-1,-1,-1,20,0,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.2E-44
37,0,53,-1,-1,-1,73,73,-1,-1,-1,-1,2561,0,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.3E-44
38,0,53,-1,-1,-1,288,288,-1,-1,-1,-1,1484,0,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.6E-44
40,0,51,-1,-1,-1,45,45,-1,-1,-1,-1,51,0,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.7E-44
41,0,53,-1,-1,-1,45,45,-1,-1,-1,-1,51,0,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6E-44
43,0,56,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.2E-44
44,0,-1,-1,634,-1,-1,-1,-1,-1,-1,-1,3330,0,8,-1,-1,-1,1264257808,0,0,0,20,0,0,0,1000,0,0,0,100,0,0,0,6.4E-44
46,0,53,-1,58,62,64,64,-1,-1,-1,-1,0,0,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.6E-44
47,0,53,-1,-1,-1,64,64,-1,-1,-1,-1,675,0,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.9E-44
49,1,-1,68,24,25,-1,-1,-1,-1,-1,-1,0,0,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7E-44
50,0,51,-1,-1,65,55,-1,-1,-1,-1,-1,0,0,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.3E-44
52,0,51,-1,-1,211,119,119,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.6E-44
54,1,-1,-1,-1,229,-1,-1,-1,-1,-1,-1,30,0,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.04E-43
217,0,52,-1,-1,-1,17,17,-1,-1,-1,-1,745,0,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.05E-43
218,0,54,-1,-1,-1,17,17,-1,-1,-1,-1,2560,0,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.07E-43
219,1,-1,-1,223,-1,-1,-1,-1,-1,-1,-1,743,0,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.08E-43
220,1,-1,-1,228,-1,-1,-1,-1,-1,-1,-1,3134,0,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.1E-43
221,2,-1,-1,276,-1,-1,-1,-1,-1,-1,-1,0,0,1,-1,-1,-1,1199505408,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,3.11E-43
222,1,-1,238,-1,-1,-1,-1,-1,-1,-1,-1,1456,0,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.12E-43
223,0,52,-1,-1,-1,88,88,-1,-1,-1,-1,3087,0,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.14E-43
224,0,54,-1,-1,-1,293,293,-1,-1,-1,-1,2560,0,-1,-1,-1,-1,1065353216,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3.15E-43
225,1,-1,-1,-1,239,-1,-1,-1,-1,-1,-1,39,0,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.17E-43
226,1,-1,-1,-1,240,-1,-1,-1,-1,-1,-1,1435,0,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.18E-43
227,1,-1,241,-1,-1,-1,-1,-1,-1,-1,-1,1365,0,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.2E-43
228,1,-1,-1,245,-1,-1,-1,-1,-1,-1,-1,1431,0,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.21E-43
229,0,54,-1,-1,-1,163,163,-1,-1,-1,-1,1270,0,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.22E-43
230,1,-1,-1,-1,409,-1,-1,-1,-1,-1,-1,1372,0,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.25E-43
232,1,-1,-1,-1,249,-1,-1,-1,-1,-1,-1,1432,0,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.27E-43
233,1,-1,-1,-1,474,-1,-1,-1,-1,-1,-1,743,0,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.3E-43
235,2,-1,-1,-1,297,-1,-1,-1,-1,-1,-1,0,0,1,-1,-1,-1,1265063489,0,0,0,0.8,0,0,0,0.2,0,0,0,0.2,0,0,0,3.34E-43
238,0,108,-1,-1,-1,-1,256,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.35E-43
239,0,107,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.39E-43
242,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,7,-1,-1,-1,1073741824,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.4E-43
243,2,-1,-1,97,-1,-1,-1,-1,-1,-1,-1,0,0,2,-1,-1,-1,1068708659,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3.43E-43
245,2,122,-1,-1,-1,-1,-1,-1,-1,-1,-1,45,0,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.45E-43
246,0,0,-1,-1,-1,-1,242,-1,-1,-1,-1,1162,0,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.48E-43
248,1,-1,-1,-1,260,-1,-1,-1,-1,-1,-1,1455,0,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.49E-43
249,1,-1,-1,-1,264,-1,-1,-1,-1,-1,-1,1423,0,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.52E-43
251,1,-1,149,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.53E-43
252,2,-1,-1,-1,263,-1,-1,-1,-1,-1,-1,39,0,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.56E-43
254,1,-1,265,-1,-1,-1,-1,-1,-1,-1,-1,1642,0,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.57E-43
255,1,-1,266,-1,-1,-1,-1,-1,-1,-1,-1,3216,0,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.6E-43
257,1,-1,-1,-1,268,-1,-1,-1,-1,-1,-1,0,0,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.63E-43
259,0,55,-1,-1,-1,-1,-1,-1,-1,-1,-1,3216,0,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.64E-43
260,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3084,0,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.67E-43
262,2,-1,-1,298,-1,-1,-1,-1,-1,-1,-1,0,0,-1,-1,-1,-1,1082130432,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.69E-43
263,0,53,-1,-1,-1,270,-1,-1,-1,-1,-1,0,0,-1,-1,-1,-1,1084227584,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3.71E-43
265,0,53,-1,-1,-1,271,-1,-1,-1,-1,-1,2561,0,-1,-1,-1,-1,1077936128,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3.73E-43
266,0,52,-1,-1,-1,272,272,-1,-1,-1,-1,3136,0,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.76E-43
268,0,16,-1,-1,290,-1,-1,-1,-1,-1,-1,3223,0,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.77E-43
269,0,118,-1,-1,273,-1,-1,-1,-1,-1,-1,3091,0,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.8E-43
271,1,-1,-1,-1,335,-1,-1,-1,-1,-1,-1,1437,0,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.81E-43
272,1,-1,-1,-1,274,-1,-1,-1,-1,-1,-1,1438,0,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.84E-43
274,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1440,0,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.85E-43
275,0,123,-1,-1,-1,-1,-1,-1,-1,-1,-1,3084,0,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.88E-43
277,1,-1,-1,-1,278,-1,-1,-1,-1,-1,-1,0,0,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.9E-43
278,0,53,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.92E-43
280,0,14,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.95E-43
282,1,-1,-1,332,-1,-1,-1,-1,-1,-1,-1,1506,0,13,-1,-1,-1,1255725566,0,0,0,0.5,0,0,0,0.5,0,0,0,0,0,0,0,3.97E-43
283,1,-1,-1,281,-1,-1,-1,-1,-1,-1,-1,1506,0,-1,-1,-1,-1,1102053376,0,0,0,22,0,0,0,22,0,0,0,22,0,0,0,6.3E-43
450,1,-1,-1,426,-1,-1,-1,-1,-1,-1,-1,3075,0,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.32E-43
451,1,74,410,-1,-1,-1,-1,-1,-1,-1,-1,0,0,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.33E-43
452,1,74,410,-1,-1,-1,-1,-1,-1,-1,-1,0,0,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.35E-43
453,1,74,244,-1,-1,-1,-1,-1,-1,-1,-1,0,0,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.38E-43
455,1,74,244,-1,-1,-1,-1,-1,-1,-1,-1,0,0,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.39E-43
456,1,-1,-1,-1,427,-1,-1,-1,-1,-1,-1,1455,0,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.42E-43
458,1,-1,-1,-1,429,-1,-1,-1,-1,-1,-1,1455,0,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.43E-43
459,1,-1,-1,-1,430,-1,-1,-1,-1,-1,-1,1455,0,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.46E-43
461,1,-1,-1,-1,432,-1,-1,-1,-1,-1,-1,1455,0,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.47E-43
462,0,61,-1,-1,-1,242,-1,-1,-1,-1,-1,0,0,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.5E-43
464,2,-1,-1,-1,435,-1,-1,-1,-1,-1,-1,1505,0,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.52E-43
465,1,-1,436,-1,-1,-1,-1,-1,-1,-1,-1,3086,0,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.54E-43
467,2,-1,-1,-1,257,-1,-1,-1,-1,-1,-1,18,3,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.56E-43
468,0,59,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.59E-43
470,1,-1,-1,298,-1,-1,-1,-1,-1,-1,-1,0,0,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.6E-43
471,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.63E-43
473,2,124,-1,-1,-1,271,-1,-1,-1,-1,-1,0,0,0,-1,-1,-1,1082130432,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,6.66E-43
475,0,53,-1,439,-1,-1,-1,-1,-1,-1,-1,2562,0,8,-1,-1,-1,1266220326,0,0,0,20,0,0,0,300,0,0,0,50,0,0,0,6.67E-43
476,0,54,-1,-1,-1,73,73,-1,-1,-1,-1,2561,0,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.7E-43
478,0,54,466,-1,-1,-1,-1,-1,-1,-1,-1,2561,0,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.71E-43
479,0,17,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,8,-1,-1,-1,1265511216,0,0,0,20,0,0,0,600,0,0,0,100,0,0,0,6.74E-43
481,1,-1,-1,262,-1,-1,-1,-1,-1,-1,-1,0,0,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.75E-43
482,0,-1,-1,-1,-1,-1,287,-1,-1,-1,-1,1484,0,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.78E-43
484,0,118,-1,-1,442,-1,-1,-1,-1,-1,-1,2562,0,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.8E-43
485,1,-1,-1,444,-1,-1,-1,-1,-1,-1,-1,3329,0,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.82E-43
487,1,-1,-1,445,-1,-1,-1,-1,-1,-1,-1,3320,0,-1,-1,-1,-1,1265033229,0,0,0,1,0,0,0,500,0,0,0,3,0,0,0,6.84E-43
488,2,-1,469,-1,-1,-1,-1,-1,-1,-1,-1,3178,0,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.87E-43
490,2,-1,-1,-1,448,-1,-1,-1,-1,-1,-1,0,0,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.9E-43
492,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1491,0,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.91E-43
493,0,-1,-1,-1,-1,310,310,-1,-1,-1,-1,2560,0,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.94E-43
495,1,-1,-1,-1,450,-1,-1,-1,-1,-1,-1,3331,0,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.95E-43
496,1,-1,-1,-1,451,-1,-1,-1,-1,-1,-1,0,0,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.98E-43
498,1,-1,452,-1,-1,-1,-1,-1,-1,-1,-1,3231,0,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.99E-43
499,2,-1,453,-1,-1,-1,-1,-1,-1,-1,-1,0,0,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.02E-43
501,1,-1,-1,455,-1,-1,-1,-1,-1,-1,-1,3135,0,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.03E-43
502,2,-1,-1,457,-1,-1,-1,-1,-1,-1,-1,0,0,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.06E-43
504,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.08E-43
505,2,-1,255,-1,-1,-1,-1,-1,-1,-1,-1,0,0,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.1E-43
507,1,-1,-1,458,-1,-1,-1,-1,-1,-1,-1,3112,0,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.12E-43
508,1,-1,-1,459,-1,-1,-1,-1,-1,-1,-1,3219,0,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.15E-43
510,0,-1,-1,-1,461,-1,-1,-1,-1,-1,-1,3114,0,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.16E-43
511,1,-1,464,-1,-1,-1,-1,-1,-1,-1,-1,3220,0,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.19E-43
513,1,-1,-1,-1,257,-1,-1,-1,-1,-1,-1,0,4,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.2E-43
514,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.22E-43
515,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.23E-43
516,0,54,-1,-1,465,-1,-1,-1,-1,-1,-1,2549,0,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.24E-43
517,0,16,-1,-1,-1,-1,-1,-1,-1,-1,-1,2988,0,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.26E-43
518,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.27E-43
519,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2552,0,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.29E-43
520,0,-1,-1,-1,-1,102,102,-1,-1,-1,-1,2560,0,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.3E-43
521,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.31E-43
522,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2874,0,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.33E-43
523,2,-1,-1,-1,423,-1,-1,-1,-1,-1,-1,1432,0,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.34E-43
524,2,-1,-1,-1,467,-1,-1,-1,-1,-1,-1,1432,0,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.37E-43
526,1,-1,-1,350,-1,-1,-1,-1,-1,-1,-1,3325,0,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.38E-43
527,1,-1,-1,-1,468,-1,-1,-1,-1,-1,-1,3220,0,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.41E-43
529,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.43E-43
530,2,-1,-1,228,-1,-1,-1,-1,-1,-1,-1,0,0,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.45E-43
532,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.47E-43
533,2,-1,-1,-1,428,-1,-1,-1,-1,-1,-1,1455,0,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.5E-43
535,2,-1,470,-1,-1,-1,-1,-1,-1,-1,-1,1501,0,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.51E-43
536,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,50,0,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.54E-43
538,0,-1,-1,-1,349,-1,-1,-1,-1,-1,-1,35,5,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.55E-43
539,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.58E-43
541,2,-1,-1,-1,355,-1,-1,-1,-1,-1,-1,1493,0,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.6E-43
542,1,-1,475,-1,-1,-1,-1,-1,-1,-1,-1,1423,0,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.62E-43
544,2,-1,255,-1,-1,-1,-1,-1,-1,-1,-1,0,0,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.64E-43
545,0,62,-1,-1,-1,-1,477,-1,-1,-1,-1,4614,0,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.67E-43
547,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,8,-1,-1,-1,1265641512,0,0,0,20,0,0,0,600,0,0,0,100,0,0,0,7.68E-43
548,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.71E-43
550,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.72E-43
551,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.75E-43
