ID,Name_lang,Description_lang,Flags,Pos[0],Pos[1],Pos[2],PoiDataType,PoiData,ContinentID,AreaID,WorldStateID,PortLocID,Importance,Icon,PlayerConditionID,UiTextureAtlasMemberID,MapFloor,WMOGroupID
1527,West Frostwolf Tower,Horde Controlled,132,-1297.9,-266.613,0,0,0,30,-1,1382,0,0,9,0,0,0,0
1528,West Frostwolf Tower,Destroyed,132,-1297.92,-266.629,0,0,0,30,-1,1365,0,0,5,0,0,0,0
1529,West Frostwolf Tower,In Conflict,132,-1298.02,-266.508,0,0,0,30,-1,1392,0,0,11,0,0,0,0
1530,West Frostwolf Tower,In Conflict,132,-1298.09,-266.702,0,0,0,30,-1,1387,0,0,8,0,0,0,0
1550,Pre-alliance POI test,,132,451.372,-127.12,0,0,0,30,-1,1665,0,0,3,0,0,0,0
1551,The Weeping Cave,,4,2249.61,-2389.63,0,0,0,0,198,0,0,0,6,0,0,0,0
1567,Valor's Rest,,4,-6404.33,-292.647,0,0,0,1,2738,0,0,0,6,0,0,0,0
1568,Wildpaw Cavern,,4,-1436.1,-455.651,0,0,0,30,2978,0,0,0,6,0,0,0,0
1569,Icewing Cavern,,4,276.056,61.1517,0,0,0,30,2959,0,0,0,6,0,0,0,0
1588,Yojamba Isle,,4,-11874.6,1250.73,0,0,0,0,-1,0,0,0,6,0,0,0,0
1609,Stables,Uncontrolled,132,1180.92,1185.77,0,0,0,529,-1,1842,0,0,36,0,0,0,0
1610,Stables,Alliance Controlled,132,1181.56,1185.58,0,0,0,529,-1,1767,0,0,38,0,0,0,0
1611,Stables,Horde Controlled,132,1181.56,1185.74,0,0,0,529,-1,1768,0,0,40,0,0,0,0
1612,Stables,In Conflict,132,1181.51,1185.65,0,0,0,529,-1,1769,0,0,37,0,0,0,0
1613,Stables,In Conflict,132,1181.54,1185.6,0,0,0,529,-1,1770,0,0,39,0,0,0,0
1614,Blacksmith,Uncontrolled,132,988.933,1012.57,0,0,0,529,-1,1846,0,0,26,0,0,0,0
1615,Blacksmith,Alliance Controlled,132,988.697,1012.58,0,0,0,529,-1,1782,0,0,28,0,0,0,0
1616,Blacksmith,Horde Controlled,132,988.937,1012.34,0,0,0,529,-1,1783,0,0,30,0,0,0,0
1617,Blacksmith,In Conflict,132,988.94,1012.11,0,0,0,529,-1,1784,0,0,27,0,0,0,0
1618,Blacksmith,In Conflict,132,988.693,1012.81,0,0,0,529,-1,1785,0,0,29,0,0,0,0
1619,Lumber Mill,Uncontrolled,132,813.067,1182.09,0,0,0,529,-1,1844,0,0,21,0,0,0,0
1620,Lumber Mill,Alliance Controlled,132,813.073,1182.07,0,0,0,529,-1,1792,0,0,23,0,0,0,0
1621,Lumber Mill,Horde Controlled,132,812.747,1182.13,0,0,0,529,-1,1793,0,0,25,0,0,0,0
1622,Lumber Mill,In Conflict,132,812.705,1182.26,0,0,0,529,-1,1794,0,0,22,0,0,0,0
1623,Lumber Mill,In Conflict,132,812.715,1182.26,0,0,0,529,-1,1795,0,0,24,0,0,0,0
1624,Gold Mine,Uncontrolled,132,1178.22,822.509,0,0,0,529,-1,1843,0,0,16,0,0,0,0
1625,Gold Mine,Alliance Controlled,132,1177.99,822.883,0,0,0,529,-1,1787,0,0,18,0,0,0,0
1626,Gold Mine,Horde Controlled,132,1178.35,822.88,0,0,0,529,-1,1788,0,0,20,0,0,0,0
1627,Gold Mine,In Conflict,132,1178.07,822.847,0,0,0,529,-1,1789,0,0,17,0,0,0,0
1628,Gold Mine,In Conflict,132,1178.15,822.624,0,0,0,529,-1,1790,0,0,19,0,0,0,0
1629,Farm,Uncontrolled,132,824.262,826.35,0,0,0,529,-1,1845,0,0,31,0,0,0,0
1630,Farm,Alliance Controlled,132,824.011,826.546,0,0,0,529,-1,1772,0,0,33,0,0,0,0
1631,Farm,Horde Controlled,132,823.875,826.557,0,0,0,529,-1,1773,0,0,35,0,0,0,0
1632,Farm,In Conflict,132,824.015,826.696,0,0,0,529,-1,1774,0,0,32,0,0,0,0
1633,Farm,In Conflict,132,823.875,826.418,0,0,0,529,-1,1775,0,0,34,0,0,0,0
1682,Snowfall Graveyard,Uncontrolled,132,-202.932,-112.716,0,0,0,30,-1,1966,0,0,7,0,0,0,0
1683,Misty Reed Post,,5,-10854.8,-4093.43,0,0,0,0,300,0,0,0,6,0,0,0,0
1684,Brackenwall Village,,3,-3132.98,-2880.71,0,0,0,1,496,0,0,0,15,0,0,0,0
1685,Cenarion Hold,,13,-6886.15,718.398,0,0,0,1,3425,0,0,3,4,0,0,0,0
1687,Twilight Base Camp,,4,-6996.15,1195.01,0,0,0,1,2739,0,0,0,6,0,0,0,0
1688,Staghelm Point,,4,-6517.49,97.5554,0,0,0,1,3426,0,0,0,6,0,0,0,0
1689,Twilight's Run,,4,-6310.14,136.591,0,0,0,1,3426,0,0,0,6,0,0,0,0
1690,Ortell's Hideout,,4,-7586.17,226.396,0,0,0,1,2744,0,0,0,6,0,0,0,0
1694,Bronzebeard Encampment,,4,-8021.76,1105.84,0,0,0,1,3427,0,0,0,6,0,0,0,0
1696,Under Attack,Winterspring,152,6519.57,-4117.1,0,0,0,1,-1,2259,0,3,41,0,0,0,0
1697,Under Attack,Azshara,152,3366.79,-6226.81,0,0,0,1,-1,2260,0,3,41,0,0,0,0
1698,Under Attack,Blasted Lands,152,-11456.9,-2981.41,0,0,0,0,-1,2261,0,3,41,0,0,0,0
1699,Under Attack,Burning Steppes,152,-7741.19,-2722.21,0,0,0,0,-1,2262,0,3,41,0,0,0,0
1700,Under Attack,Tanaris Desert,152,-8277.12,-3484.09,0,0,0,1,-1,2263,0,3,41,0,0,0,0
1701,Under Attack,Eastern Plaguelands,152,2414.5,-3919.26,0,0,0,0,-1,2264,0,3,41,0,0,0,0
1702,Ivar's Patch,,4,1233.05,1214.28,0,0,0,0,-1,0,0,0,6,0,0,0,0
1703,Valgan's Field,,4,908.754,1255.63,0,0,0,0,227,0,0,0,6,0,0,0,0
1724,Sandworm!,A Silithyst beast has surfaced,134,-6548.72,1150.51,0,0,0,1,-1,2322,0,0,42,0,0,0,0
1725,Sandworm!,A Silithyst beast has surfaced,134,-7786.01,978.815,0,0,0,1,-1,2323,0,0,42,0,0,0,0
1726,Sandworm!,A Silithyst beast has surfaced,134,-7463.3,1411.7,0,0,0,1,-1,2324,0,0,42,0,0,0,0
1727,Sandworm!,A Silithyst beast has surfaced,134,-7377.08,447.046,0,0,0,1,-1,2325,0,0,42,0,0,0,0
1749,Eastwall Tower,,135,2562.3,-4796.96,0,0,0,0,-1,2361,0,0,5,0,0,0,0
1750,Eastwall Tower,"Contested, Alliance",135,2562.07,-4797.24,0,0,0,0,139,2359,0,0,5,0,0,0,0
1751,Eastwall Tower,"Progressing, Alliance",135,2562.15,-4797.25,0,0,0,0,139,2357,0,0,10,0,0,0,0
1752,Eastwall Tower,"Contested, Horde",135,2561.74,-4797.14,0,0,0,0,139,2360,0,0,5,0,0,0,0
1753,Eastwall Tower,"Progressing, Horde",135,2561.91,-4797.32,0,0,0,0,139,2358,0,0,9,0,0,0,0
1754,Eastwall Tower,Horde,135,2561.96,-4796.84,0,0,0,0,139,2356,0,0,9,0,0,0,0
1755,Eastwall Tower,Alliance,135,2562.03,-4797.02,0,0,0,0,139,2354,0,0,10,0,0,0,0
1756,Plaguewood Tower,,135,2967.53,-3034.37,0,0,0,0,139,2353,0,0,5,0,0,0,0
1757,Plaguewood Tower,"Alliance, Contested",135,2967.53,-3034.29,0,0,0,0,139,2366,0,0,5,0,0,0,0
1759,Plaguewood Tower,"Horde, Contested",135,2967.11,-3034.13,0,0,0,0,139,2353,0,0,5,0,0,0,0
1760,Plaguewood Tower,"Horde, Progressing",135,2972.89,-3034.52,0,0,0,0,139,2369,0,0,9,0,0,0,0
1761,Plaguewood Tower,Alliance,135,2966.69,-3033.86,0,0,0,0,139,2370,0,0,10,0,0,0,0
1762,Plaguewood Tower,Horde,135,2966.72,-3034.01,0,0,0,0,139,2371,0,0,9,0,0,0,0
1763,Northpass Tower,,135,3170.26,-4376.45,0,0,0,0,139,2352,0,0,5,0,0,0,0
1764,Northpass Tower,"Alliance, Contested",135,3169.99,-4376.53,0,0,0,0,139,2362,0,0,5,0,0,0,0
1765,Northpass Tower,"Horde, Contested",135,3169.65,-4376.62,0,0,0,0,139,2363,0,0,5,0,0,0,0
1766,Northpass Tower,"Alliance, Progressing",135,3169.88,-4376.38,0,0,0,0,139,2364,0,0,10,0,0,0,0
1767,Northpass Tower,"Horde, Progressing",135,3169.82,-4376.17,0,0,0,0,139,2365,0,0,9,0,0,0,0
1768,Northpass Tower,Alliance,135,3169.14,-4376.62,0,0,0,0,139,2372,0,0,10,0,0,0,0
1769,Northpass Tower,Horde,135,3168.74,-4376.37,0,0,0,0,139,2373,0,0,9,0,0,0,0
1770,Crown Guard Tower,,135,1853.48,-3723.24,0,0,0,0,139,2355,0,0,5,0,0,0,0
1771,Crown Guard Tower,"Alliance, Contested",135,1853.35,-3723.33,0,0,0,0,139,2374,0,0,5,0,0,0,0
1772,Crown Guard Tower,"Horde, Contested",135,1853.41,-3723.26,0,0,0,0,139,2375,0,0,5,0,0,0,0
1773,Crown Guard Tower,"Alliance, Progressing",135,1853.13,-3723.44,0,0,0,0,139,2376,0,0,10,0,0,0,0
1774,Crown Guard Tower,"Horde, Progressing",135,1853.54,-3723.49,0,0,0,0,139,2377,0,0,9,0,0,0,0
1775,Crown Guard Tower,Alliance,135,1853.47,-3723.38,0,0,0,0,139,2378,0,0,10,0,0,0,0
1776,Crown Guard Tower,Horde,135,1853.51,-3723.47,0,0,0,0,139,2379,0,0,9,0,0,0,0
1777,Plaguewood Tower,"Alliance, Progressing",135,2967.45,-3034.87,0,0,0,0,139,2368,0,0,10,0,0,0,0
