ID,TabID,TierID,ColumnIndex,SpellRank[0],SpellRank[1],SpellRank[2],SpellRank[3],SpellRank[4],SpellRank[5],SpellRank[6],SpellRank[7],SpellRank[8],PrereqTalent[0],PrereqTalent[1],PrereqTalent[2],PrereqRank[0],PrereqRank[1],PrereqRank[2],Flags,RequiredSpellID
964,301,3,1,17917,17918,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
965,301,3,3,17927,17929,17930,17931,17932,0,0,0,0,0,0,0,0,0,0,0,0
986,301,4,0,18096,18073,0,0,0,0,0,0,0,985,0,0,1,0,0,0,0
961,301,4,1,17815,17833,17834,17835,17836,0,0,0,0,0,0,0,0,0,0,0,0
967,301,4,2,17959,0,0,0,0,0,0,0,0,981,0,0,4,0,0,0,0
966,301,5,2,17954,17955,17956,17957,17958,0,0,0,0,0,0,0,0,0,0,0,0
968,301,6,1,17962,0,0,0,0,0,0,0,0,961,0,0,4,0,0,1,0
1005,302,0,1,18174,18175,18176,18177,18178,0,0,0,0,0,0,0,0,0,0,0,0
1003,302,0,2,17810,17811,17812,17813,17814,0,0,0,0,0,0,0,0,0,0,0,0
1006,302,1,0,18179,18180,18181,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1101,302,1,1,18213,18372,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1007,302,1,2,18182,18183,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1004,302,1,3,17804,17805,17806,17807,17808,0,0,0,0,0,0,0,0,0,0,0,0
1284,302,2,0,18827,18829,18830,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1001,302,2,1,17783,17784,17785,17786,17787,0,0,0,0,0,0,0,0,0,0,0,0
1061,302,2,2,18288,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1021,302,3,0,18218,18219,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1002,302,3,1,18094,18095,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1121,302,3,3,17864,18393,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1041,302,4,1,18265,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1081,302,4,2,18223,0,0,0,0,0,0,0,0,1061,0,0,0,0,0,1,0
1082,302,4,3,18310,18311,18312,18313,0,0,0,0,0,1081,0,0,0,0,0,0,0
1042,302,5,1,18271,18272,18273,18274,18275,0,0,0,0,1041,0,0,0,0,0,0,0
1022,302,6,1,18220,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1221,303,0,0,18692,18693,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1222,303,0,1,18694,18695,18696,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1223,303,0,2,18697,18698,18699,18700,18701,0,0,0,0,0,0,0,0,0,0,0,0
1224,303,1,0,18703,18704,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1225,303,1,1,18705,18706,18707,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1242,303,1,2,18731,18743,18744,18745,18746,0,0,0,0,0,0,0,0,0,0,0,0
1243,303,2,0,18754,18755,18756,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1226,303,2,1,18708,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1241,303,2,2,18748,18749,18750,18751,18752,0,0,0,0,1242,0,0,4,0,0,0,0
1227,303,3,1,18709,18710,0,0,0,0,0,0,0,1226,0,0,0,0,0,0,0
1244,303,3,3,18757,18758,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1283,303,4,0,18821,18822,18823,18824,18825,0,0,0,0,0,0,0,0,0,0,0,0
1281,303,4,1,18788,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1261,303,4,3,18767,18768,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1262,303,5,2,18769,18770,18771,18772,18773,0,0,0,0,1241,0,0,4,0,0,0,0
1282,303,6,1,18814,0,0,0,0,0,0,0,0,1281,0,0,0,0,0,1,0
1263,303,6,2,18774,18775,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
