ID,ContinentID,ParentAreaID,AreaBit,Flags,SoundProviderPref,SoundProviderPrefUnderwater,AmbienceID,ZoneMusic,IntroSound,ExplorationLevel,AreaName_lang[0],AreaName_lang[1],AreaName_lang[2],AreaName_lang[3],AreaName_lang[4],AreaName_lang[5],AreaName_lang[6],AreaName_lang[7],AreaName_lang_mask,FactionGroupMask
896,0,267,0,0,11,0,0,0,0,30,Purgation Isle,,,,,,,,983040,0
920,0,40,0,0,11,0,0,0,0,0,The Dagger Hills,,,,,,,,983040,0
921,0,40,0,0,11,0,0,0,0,0,Demont's Place,,,,,,,,983040,0
922,0,40,0,0,11,0,0,0,0,0,The Dust Plains,,,,,,,,983040,0
923,0,38,0,0,11,0,0,0,0,13,Stonesplinter Valley,,,,,,,,983042,0
924,0,38,0,0,11,0,0,0,0,0,Valley of Kings,,,,,,,,983040,0
925,0,38,0,0,11,0,0,0,0,0,Algaz Station,,,,,,,,983040,0
926,0,130,0,0,11,0,0,0,0,0,Bucklebree Farm,,,,,,,,983040,0
927,0,130,0,0,11,0,0,0,0,0,The Shining Strand,,,,,,,,983040,0
928,0,130,0,0,11,0,0,0,0,0,North Tide's Hollow,,,,,,,,983040,0
936,0,38,0,0,11,0,0,0,0,0,Grizzlepaw Ridge,,,,,,,,983040,0
956,169,0,0,0,11,0,0,0,0,0,The Verdant Fields,,,,,,,,983042,0
976,1,440,0,0,0,0,0,0,0,40,Gadgetzan,,,,,,,,983042,0
978,1,440,0,0,0,25,0,0,0,45,Zul'Farrak,,,,,,,,983042,0
979,1,440,0,0,0,0,0,0,0,0,Sandsorrow Watch,,,,,,,,983040,0
980,1,440,0,0,0,0,0,0,0,49,Thistleshrub Valley,,,,,,,,983040,0
981,1,440,0,0,0,0,0,0,0,48,The GapingChasm,,,,,,,,983040,0
982,1,440,0,0,0,0,0,0,0,48,The Noxious Lair,,,,,,,,983040,0
983,1,440,0,0,0,0,0,0,0,47,Dunemaul Compound,,,,,,,,983040,0
984,1,440,0,0,0,0,0,0,0,47,Eastmoon Ruins,,,,,,,,983040,0
985,1,440,0,0,0,0,0,0,0,44,Waterspring Field,,,,,,,,983040,0
986,1,440,0,0,0,0,0,0,0,0,Zalashji's Den,,,,,,,,983040,0
987,1,440,0,0,0,0,0,0,0,0,Land's End Beach,,,,,,,,983040,0
988,1,440,0,0,0,0,0,0,0,0,Wavestrider Beach,,,,,,,,983040,0
989,1,440,0,0,0,0,0,0,0,0,Uldum,,,,,,,,983042,0
990,1,440,0,0,0,0,0,0,0,50,Valley of the Watchers,,,,,,,,983040,0
991,1,440,0,0,0,0,0,0,0,0,Gunstan's Post,,,,,,,,983040,0
992,1,440,0,0,0,0,0,0,0,47,Southmoon Ruins,,,,,,,,983040,0
1001,0,44,0,0,0,0,0,0,0,0,Lakeridge Highway,,,,,,,,983042,0
1002,0,44,0,0,0,0,0,0,0,0,Three Corners,,,,,,,,983042,0
1016,0,11,0,0,0,0,0,0,0,28,Direforge Hill,,,,,,,,983040,0
1017,0,11,0,0,0,0,0,0,0,30,Raptor Ridge,,,,,,,,983040,0
1018,0,11,0,0,0,0,0,0,0,0,Black Channel Marsh,,,,,,,,983040,0
1019,0,139,0,0,0,0,0,0,0,0,The Green Belt,,,,,,,,983040,0
1020,0,11,0,0,0,0,0,0,0,22,Mosshide Fen,,,,,,,,983040,0
1021,0,11,0,0,0,0,0,0,0,0,Thelgen Rock,,,,,,,,983040,0
1022,0,11,0,0,0,0,0,0,0,0,Bluegill Marsh,,,,,,,,983040,0
1023,0,11,0,0,0,0,0,0,0,0,Saltspray Glen,,,,,,,,983040,0
1024,0,11,0,0,0,0,0,0,0,20,Sundown Marsh,,,,,,,,983040,0
1025,0,11,0,0,0,0,0,0,0,0,The Green Belt,,,,,,,,983040,0
1056,0,267,0,0,0,0,0,0,0,0,Darrow Hill,,,,,,,,983042,0
1057,0,267,0,0,0,0,0,0,0,30,Thoradin's Wall,,,,,,,,983042,0
1102,1,357,0,0,0,0,0,0,0,-1,Wildwind Lake,,,,,,,,983040,0
1097,0,10,0,0,0,0,0,0,0,0,The Hushed Bank,,,,,,,,983042,0
1098,0,10,0,0,0,0,0,0,0,30,Manor Mistmantle,,,,,,,,983040,0
1099,1,357,0,0,0,0,0,0,0,-1,Camp Mojache,,,,,,,,458754,0
1105,1,357,0,0,0,0,0,0,0,-1,Feral Scar Vale,,,,,,,,983040,0
1108,1,357,0,0,0,0,0,0,0,-1,The Forgotten Coast,,,,,,,,458752,0
1114,1,357,0,0,0,0,0,0,0,-1,Ruins of Ravenwind,,,,,,,,458752,0
1115,1,357,0,0,0,0,0,0,0,-1,Rage Scar Hold,,,,,,,,458752,0
1116,1,357,0,0,0,0,0,0,0,-1,Feathermoon Stronghold,,,,,,,,458752,0
1117,1,357,0,0,0,0,0,0,0,-1,Ruins of Solarsal,,,,,,,,458752,0
1118,1,357,0,0,0,0,0,0,0,-1,Lower Wilds,,,,,,,,983040,0
1136,1,357,0,0,0,0,0,0,0,-1,High Wilderness,,,,,,,,983040,0
1156,1,17,0,0,0,0,0,0,0,-1,Southern Barrens,,,,,,,,983042,0
1196,1,0,0,0,0,0,0,0,0,-1,Alcaz Island,,,,,,,,458754,0
1216,1,16,0,0,0,0,0,0,0,-1,Timbermaw Hold,,,,,,,,458754,0
1217,1,16,0,0,0,0,0,0,0,-1,Vanndir Encampment,,,,,,,,458754,0
1218,1,16,0,0,0,0,0,0,0,-1,TESTAzshara,,,,,,,,458752,0
1219,1,16,0,0,0,0,0,0,0,-1,Legash Encampment,,,,,,,,458752,0
1076,1,406,0,0,0,0,0,0,0,21,Webwinder Path,,,,,,,,983040,0
1119,1,357,0,0,0,0,0,0,0,-1,The Twin Colossals,,,,,,,,458752,0
1137,1,357,0,0,0,0,0,0,0,-1,Lower Wilds,,,,,,,,983040,0
1176,209,0,0,0,0,25,0,0,0,-1,Zul'farrak,,,,,,,,458754,0
1296,1,14,0,0,0,0,0,0,0,-1,Rocktusk Farm,,,,,,,,458754,0
1336,1,440,0,0,0,0,0,0,0,-1,Lost Rigger Cove,,,,,,,,458752,0
977,1,440,0,0,0,0,0,0,0,40,Steamwheedle Port,,,,,,,,983040,0
1036,0,11,0,0,0,0,0,0,0,28,Angerfang Encampment,,,,,,,,983040,0
1037,0,11,0,0,0,0,0,0,0,0,Grim Batol,,,,,,,,983042,0
1038,0,11,0,0,0,0,0,0,0,25,Dragonmaw Gates,,,,,,,,983040,0
1039,0,11,0,0,0,0,0,0,0,25,The Lost Fleet,,,,,,,,983040,0
1100,1,357,0,0,0,0,0,0,0,-1,GrimtotemCompound,,,,,,,,983040,0
1101,1,357,0,0,0,0,0,0,0,-1,The Writhing Deep,,,,,,,,983040,0
1103,1,357,0,0,0,0,0,0,0,-1,Gordunni Outpost,,,,,,,,983040,0
1104,1,357,0,0,0,0,0,0,0,-1,Mok'Gordun,,,,,,,,983042,0
1106,1,357,0,0,0,0,0,0,0,-1,Frayfeather Highlands,,,,,,,,983040,0
1107,1,357,0,0,0,0,0,0,0,-1,Idlewind Lake,,,,,,,,983040,0
1109,1,357,0,0,0,0,0,0,0,-1,East Pillar,,,,,,,,983040,0
1110,1,357,0,0,0,0,0,0,0,-1,West Pillar,,,,,,,,983040,0
1111,1,357,0,0,0,0,0,0,0,-1,Dream Bough,,,,,,,,458752,0
1112,1,357,0,0,0,0,0,0,0,-1,Jademir Lake,,,,,,,,458754,0
1113,1,357,0,0,0,0,0,0,0,-1,Oneiros,,,,,,,,458752,0
1157,1,17,0,0,0,0,0,0,0,-1,Southern Gold Road,,,,,,,,983042,0
1297,1,14,0,0,0,0,0,0,0,-1,Jaggedswine Farm,,,,,,,,458754,0
996,0,44,0,0,0,0,0,0,0,22,Render's Camp,,,,,,,,983042,0
997,0,44,0,0,0,0,0,0,0,20,Render's Valley,,,,,,,,983042,0
998,0,44,0,0,0,0,0,0,0,25,Render's Rock,,,,,,,,983042,0
999,0,44,0,0,0,0,0,0,0,0,Stonewatch Tower,,,,,,,,983042,0
1000,0,44,0,0,0,0,0,0,0,22,Galardell Valley,,,,,,,,983042,0
1120,1,357,0,0,0,0,0,0,0,-1,Sardor Isle,,,,,,,,458752,0
1121,1,357,0,0,0,0,0,0,0,-1,Isle of Dread,,,,,,,,983042,0
1220,1,16,0,0,0,0,0,0,0,-1,Thalassian Base Camp,,,,,,,,458754,0
1221,1,16,0,0,0,0,15,0,0,-1,Ruins of Eldarath ,,,,,,,,458754,0
1222,1,16,0,0,0,0,0,0,0,-1,Hetaera's Clutch,,,,,,,,458752,0
1223,1,16,0,0,0,0,15,0,0,-1,Temple of Zin-Malor,,,,,,,,458754,0
1224,1,16,0,0,0,0,0,0,0,-1,Bear's Head,,,,,,,,458752,0
1225,1,16,0,0,0,0,0,0,0,-1,Ursolan,,,,,,,,458754,0
1226,1,16,0,0,0,0,0,0,0,-1,Temple of Arkkoran,,,,,,,,458754,0
1227,1,16,0,0,0,0,0,0,0,-1,Bay of Storms,,,,,,,,458752,0
1228,1,16,0,0,0,0,0,0,0,-1,The Shattered Strand,,,,,,,,458752,0
1229,1,16,0,0,0,0,0,0,0,-1,Tower of Eldara,,,,,,,,458752,0
1230,1,16,0,0,0,0,0,0,0,-1,Jagged Reef,,,,,,,,458752,0
1231,1,16,0,0,0,0,0,0,0,-1,Southridge Beach,,,,,,,,458752,0
1232,1,16,0,0,0,0,0,0,0,-1,Ravencrest Monument,,,,,,,,458752,0
1233,1,16,0,0,0,0,0,0,0,-1,Forlorn Ridge,,,,,,,,458752,0
1234,1,16,0,0,0,0,0,0,0,-1,Lake Mennar,,,,,,,,458752,0
1235,1,16,0,0,0,0,15,0,0,-1,Shadowsong Shrine,,,,,,,,458752,0
1236,1,16,0,0,0,0,0,0,0,-1,Haldarr Encampment,,,,,,,,458752,0
1237,1,16,0,0,0,0,0,0,0,-1,Valormok,,,,,,,,458754,0
1256,1,16,0,0,0,0,0,0,0,-1,The Ruined Reaches,,,,,,,,458752,0
1276,1,331,0,0,0,0,0,0,0,-1,The Talondeep Path,,,,,,,,458754,0
1277,1,406,0,0,0,0,0,0,0,-1,The Talondeep Path,,,,,,,,458754,0
1316,1,17,0,0,0,0,0,0,0,-1,Razorfen Downs,,,,,,,,458754,0
1337,70,0,0,0,0,0,0,0,0,0,Uldaman,,,,,,,,458752,0
1338,0,130,0,0,0,0,0,0,0,-1,Lordamere Lake,,,,,,,,458752,0
1339,0,36,0,0,0,0,0,0,0,-1,Lordamere Lake,,,,,,,,458752,0
1357,0,36,0,0,0,0,0,0,0,-1,Gallows' Corner,,,,,,,,458752,0
398,1,215,0,0,11,0,9,0,0,8,Wildmane Water Well,,,,,,,,983042,0
400,1,0,0,0,11,25,9,0,0,-1,Thousand Needles,,,,,,,,983042,0
401,1,17,0,0,11,0,7,0,0,-1,The Tidus Stair,,,,,,,,7274496,0
404,1,215,0,0,11,0,9,0,0,8,Bael'Dun Digsite,,,,,,,,7274498,0
405,1,0,0,0,11,39,7,0,0,-1,Desolace,,,,,,,,7274498,0
406,1,0,0,0,11,25,7,0,0,-1,Stonetalon Mountains,,,,,,,,983042,0
407,1,14,0,0,11,0,9,3402,1,10,Orgrimmar,,,,,,,,7274498,0
408,0,0,0,0,11,0,0,0,0,-1,Gillijim's Isle,,,,,,,,7274498,0
409,0,0,0,0,11,32,0,0,0,-1,Island of Doctor Lapidis,,,,,,,,7274498,0
410,1,14,0,0,11,0,9,0,0,8,Razorwind Canyon,,,,,,,,7274498,0
411,1,331,0,0,11,0,15,0,0,-1,Bathran's Haunt,,,,,,,,7274498,0
413,1,331,0,0,11,0,0,0,0,-1,Maestra's Post,,,,,,,,7274498,0
414,1,331,0,0,11,0,0,4517,1,20,The Zoram Strand,,,,,,,,7274498,0
415,1,331,0,0,11,0,11,4517,1,20,Astranaar,,,,,,,,7274498,0
416,1,331,0,0,11,0,11,0,0,23,The Shrine of Aessina,,,,,,,,7274498,0
417,1,331,0,0,11,28,2,0,0,25,Fire Scar Shrine,,,,,,,,7274498,0
418,1,331,0,0,11,0,0,0,0,23,The Ruins of Stardust,,,,,,,,7274498,0
419,1,331,0,0,11,0,0,0,0,-1,The Howling Vale,,,,,,,,7274498,0
420,1,331,0,0,11,0,0,0,0,-1,Silverwind Refuge,,,,,,,,7274498,0
421,1,331,0,0,11,0,0,0,0,25,Mystral Lake,,,,,,,,7274498,0
422,1,331,0,0,11,0,0,0,0,26,Fallen Sky Lake,,,,,,,,7274498,0
424,1,331,0,0,11,0,0,0,0,22,Iris Lake,,,,,,,,7274498,0
426,1,331,0,0,11,0,0,0,0,-1,Raynewood Retreat,,,,,,,,7274498,0
427,1,331,0,0,11,0,11,0,0,-1,The Shady Nook,,,,,,,,7274496,0
430,1,331,0,0,11,0,0,0,0,28,Satyrnaar,,,,,,,,7274498,0
432,1,331,0,0,11,0,0,0,0,30,The Dor'Danil Barrow Den,,,,,,,,983042,0
433,1,331,0,0,11,0,0,0,0,-1,Falfarren River,,,,,,,,7274498,0
435,1,331,0,0,11,28,2,0,0,-1,Demon Fall Canyon,,,,,,,,7274496,0
436,1,331,0,0,11,28,2,0,0,-1,Demon Fall Ridge,,,,,,,,7274496,0
438,1,331,0,0,11,0,0,0,0,-1,Bough Shadow,,,,,,,,7274496,0
439,1,400,0,0,11,39,9,0,0,35,The Shimmering Flats,,,,,,,,458754,0
440,1,0,0,0,11,39,7,56,0,-1,Tanaris,,,,,,,,7274498,0
441,1,331,0,0,11,48,3,0,0,-1,Lake Falathim,,,,,,,,7274498,0
442,1,148,0,0,11,0,2,4517,1,-1,Auberdine,,,,,,,,983042,0
443,1,148,0,0,11,0,11,0,0,-1,Ruins of Mathystra,,,,,,,,7274498,0
444,1,148,0,0,11,0,0,0,0,-1,Tower of Althalaxx,,,,,,,,7274498,0
445,1,148,0,0,11,0,11,0,0,-1,Cliffspring Falls,,,,,,,,7274498,0
446,1,148,0,0,11,0,11,0,0,-1,Bashal'Aran,,,,,,,,7274498,0
447,1,148,0,0,11,0,15,0,0,-1,Ameth'Aran,,,,,,,,7274498,0
448,1,148,0,0,11,0,0,0,0,-1,Grove of the Ancients,,,,,,,,7274498,0
449,1,148,0,0,11,0,0,0,0,-1,The Master's Glaive,,,,,,,,7274498,0
450,1,148,0,0,11,0,11,0,0,-1,Remtravel's Excavation,,,,,,,,7274498,0
452,1,148,0,0,11,0,11,0,0,-1,Mist's Edge,,,,,,,,983042,0
454,1,148,0,0,11,0,0,0,0,-1,Wildbend River,,,,,,,,7274498,0
455,1,148,0,0,11,0,11,0,0,-1,Blackwood Den,,,,,,,,7274498,0
456,1,148,0,0,11,0,0,0,0,-1,Cliffspring River,,,,,,,,7274498,0
458,1,17,0,0,11,0,7,0,0,10,Gold Road,,,,,,,,7274498,0
459,0,85,0,0,11,0,0,0,0,10,Scarlet Watch Post,,,,,,,,7274498,0
460,1,406,0,0,11,0,7,0,0,20,Sun Rock Retreat,,,,,,,,7274498,0
461,1,406,0,0,11,0,7,0,0,20,Windshear Crag,,,,,,,,7274498,0
463,1,406,0,0,11,0,7,0,0,20,Cragpool Lake,,,,,,,,983042,0
464,1,406,0,0,11,0,7,0,0,21,Mirkfallon Lake,,,,,,,,7274498,0
465,1,406,0,0,11,0,7,0,0,25,The Charred Vale,,,,,,,,7274498,0
466,1,406,0,0,11,0,7,0,0,-1,Valley of the Bloodfuries,,,,,,,,7274496,0
468,1,406,0,0,11,0,7,0,0,-1,The Talon Den,,,,,,,,7274498,0
469,1,406,0,0,11,0,7,0,0,18,Greatwood Vale,,,,,,,,7274498,0
470,1,215,0,0,11,45,9,0,0,10,Thunder Bluff,,,,,,,,983042,0
471,1,215,0,0,11,0,9,0,0,-1,Brave Wind Mesa,,,,,,,,7274496,0
472,1,215,0,0,11,0,9,0,0,-1,Fire Stone Mesa,,,,,,,,7274496,0
474,1,215,0,0,11,0,9,0,0,-1,Hunter Rise,,,,,,,,983042,0
475,1,215,0,0,11,0,9,0,0,-1,Spirit Rise,,,,,,,,983042,0
476,1,215,0,0,11,0,9,0,0,-1,Elder Rise,,,,,,,,983042,0
477,0,33,0,0,11,0,3,0,0,-1,Ruins of Jubuwal,,,,,,,,7274498,0
478,1,141,0,0,11,0,11,0,0,8,Pools of Arlithrien,,,,,,,,7274498,0
479,1,400,0,0,11,0,9,0,0,35,The Rustmaul Dig Site,,,,,,,,458752,0
480,1,400,0,0,11,0,9,0,0,30,Camp E'thok,,,,,,,,7274498,0
482,1,400,0,0,11,0,9,0,0,30,Highperch,,,,,,,,7274498,0
483,1,400,0,0,11,0,9,0,0,30,The Screeching Canyon,,,,,,,,7274498,0
484,1,400,0,0,11,0,9,0,0,30,Freewind Post,,,,,,,,7274498,0
485,1,400,0,0,11,0,9,0,0,25,The Great Lift,,,,,,,,7274498,0
486,1,400,0,0,11,0,9,0,0,-1,Galak Hold,,,,,,,,7274498,0
487,1,400,0,0,11,0,9,0,0,-1,Roguefeather Den,,,,,,,,7274498,0
488,1,400,0,0,11,0,9,0,0,-1,The Weathered Nook,,,,,,,,7274496,0
489,1,357,0,0,11,0,0,0,0,30,Thalanaar,,,,,,,,7274498,0
490,1,0,0,0,11,33,0,0,0,-1,Ungoro Crater,,,,,,,,7274496,0
491,47,0,0,0,11,0,0,0,0,-1,Razorfen Kraul,,,,,,,,7274498,0
492,0,10,0,0,11,0,15,0,0,26,Raven Hill Cemetery,,,,,,,,7274498,0
493,1,0,0,0,11,29,0,1512850505,0,-1,Moonglade,,,,,,,,7274496,0
496,1,15,0,0,11,0,0,0,0,-1,Brackenwall Village,,,,,,,,7274498,0
495,0,0,0,0,11,0,11,0,0,-1,DELETE ME,,,,,,,,458752,0
497,1,15,0,0,11,0,0,0,0,-1,Swamplight Manor,,,,,,,,7274496,0
498,1,15,0,0,11,0,0,0,0,-1,Bloodfen Burrow,,,,,,,,7274498,0
499,1,15,0,0,11,0,0,0,0,-1,Darkmist Cavern,,,,,,,,7274498,0
504,1,15,0,0,11,0,0,0,0,-1,North Point Tower,,,,,,,,7274498,0
505,1,15,0,0,11,0,0,0,0,-1,West Point Tower,,,,,,,,7274498,0
506,1,15,0,0,11,0,0,0,0,-1,Lost Point,,,,,,,,7274498,0
507,1,15,0,0,11,0,0,0,0,-1,Bluefen,,,,,,,,7274498,0
508,1,15,0,0,11,0,0,0,0,-1,Stonemaul Ruins,,,,,,,,7274498,0
509,1,15,0,0,11,0,0,0,0,-1,The Den of Flame,,,,,,,,7274498,0
511,1,15,0,0,11,0,0,0,0,-1,Wyrmbog,,,,,,,,7274498,0
512,1,15,0,0,11,0,0,0,0,-1,Onyxia's Lair,,,,,,,,7274498,0
513,1,15,0,0,11,0,0,0,0,-1,Theramore Isle,,,,,,,,7274498,0
514,1,15,0,0,11,0,0,0,0,-1,Foothold Citadel,,,,,,,,7274496,0
515,1,15,0,0,11,0,0,0,0,-1,Ironclad Prison,,,,,,,,7274496,0
516,1,15,0,0,11,0,0,0,0,-1,Dustwallow Bay,,,,,,,,7274498,0
517,1,15,0,0,11,0,0,0,0,-1,Tidefury Cove,,,,,,,,7274496,0
518,1,15,0,0,11,0,0,0,0,-1,Dreadmurk Shore,,,,,,,,7274496,0
536,0,10,0,0,11,0,2,0,0,24,Addle's Stead,,,,,,,,7274498,0
537,1,490,0,0,11,0,0,0,0,-1,Fire Plume Ridge,,,,,,,,7274496,0
538,1,490,0,0,11,0,0,0,0,-1,Lik'ash Tar Pits,,,,,,,,7274496,0
539,1,490,0,0,11,0,0,0,0,-1,Terror Run,,,,,,,,7274496,0
540,1,490,0,0,11,0,0,0,0,-1,The Slithering Scar,,,,,,,,7274496,0
541,1,490,0,0,11,0,0,0,0,-1,Marshal's Refuge,,,,,,,,7274496,0
542,1,490,0,0,11,0,0,0,0,-1,Fungal Rock,,,,,,,,7274496,0
543,1,490,0,0,11,0,0,0,0,-1,Golakka Hot Springs,,,,,,,,7274496,0
556,0,38,0,0,11,0,1,0,0,0,The Loch,,,,,,,,7274498,0
576,0,10,0,0,11,0,2,0,0,-1,Beggar's Haunt,,,,,,,,7274498,0
22,0,0,0,0,11,38,2,1512850505,0,-1,Programmer Isle,,,,,,,,7274498,0
87,0,12,0,0,11,35,1,0,0,5,Goldshire,,,,,,,,7274498,0
425,1,331,0,0,11,0,0,0,0,-1,Moonwell,,,,,,,,7274498,0
54,0,12,0,0,11,35,1,0,0,8,Jasperlode Mine,,,,,,,,983042,0
226,0,130,0,0,11,0,0,0,0,-1,The Skittering Dark,,,,,,,,7274498,0
382,1,17,0,0,11,0,7,0,0,15,The Sludge Fen,,,,,,,,7274498,0
431,1,331,0,0,11,0,0,0,0,30,Solace Glade,,,,,,,,7274498,0
473,1,215,0,0,11,0,9,0,0,-1,Mantle Rock,,,,,,,,7274496,0
13,0,10,0,0,11,28,11,0,0,-1,The World Tree,,,,,,,,7274498,0
41,0,0,0,0,11,49,2,0,0,-1,Deadwind Pass,,,,,,,,7274498,0
68,0,44,0,0,11,0,1,0,0,-1,Lake Everstill,,,,,,,,983042,0
92,0,12,0,0,11,35,1,0,0,-1,Mirror Lake,,,,,,,,7274498,0
120,0,12,0,0,11,35,0,0,0,8,Westbrook Garrison,,,,,,,,983042,0
151,0,0,0,0,11,30,3,14,0,-1,Designer Island,,,,,,,,7274498,0
188,1,141,0,0,11,0,11,0,0,0,Shadowglen,,,,,,,,7274498,0
220,1,215,0,0,11,0,9,0,0,0,Red Cloud Mesa,,,,,,,,7274498,0
245,0,10,0,0,11,0,2,0,0,25,The Yorgen Farmstead,,,,,,,,7274498,0
276,0,0,0,0,11,31,0,0,0,-1,Stonewrought Pass,,,,,,,,7274498,0
302,0,33,0,0,11,0,0,0,0,-1,The Crystal Shore,,,,,,,,7274498,0
328,0,45,0,0,11,0,0,0,0,-1,The Drowned Reef,,,,,,,,7274496,0
371,1,14,0,0,11,0,9,0,0,-1,Dustwind Cave,,,,,,,,7274498,0
403,1,15,0,0,11,0,3,0,0,-1,Shady Rest Inn,,,,,,,,7274496,0
428,1,331,0,0,11,0,0,0,0,-1,Night Run,,,,,,,,7274498,0
434,1,331,0,0,11,28,2,0,0,-1,Felfire Hill,,,,,,,,7274498,0
457,1,0,0,0,11,0,0,0,0,-1,The Veiled Sea,,,,,,,,458754,0
481,1,400,0,0,11,0,9,0,0,-1,Splithoof Crag,,,,,,,,983042,0
503,1,15,0,0,11,0,0,0,0,-1,Sentry Point,,,,,,,,7274498,0
19,0,33,0,0,11,0,3,0,0,-1,Zul Gurub,,,,,,,,7274498,0
81,0,22,0,0,11,0,0,0,0,-1,Jeff NE Quadrant,,,,,,,,7274498,0
113,0,40,0,0,11,0,9,0,0,-1,Gold Coast Quarry,,,,,,,,7274498,0
169,0,85,0,0,11,0,0,0,0,8,Whispering Shore,,,,,,,,7274498,0
196,0,28,0,0,11,0,15,0,0,-1,Uther's Tomb,,,,,,,,7274498,0
250,0,46,0,0,11,0,0,0,0,-1,Ruins of Thaurisan,,,,,,,,7274498,0
268,37,0,0,0,11,42,0,0,0,-1,Plains of Snow,,,,,,,,7274496,0
322,0,45,0,0,11,0,8,0,0,-1,Blackwater Shipwrecks,,,,,,,,7274498,0
387,1,17,0,0,11,0,7,0,0,12,Lushwater Oasis,,,,,,,,983042,0
453,1,148,0,0,11,0,0,0,0,-1,The Long Wash,,,,,,,,983042,0
510,1,15,0,0,11,0,0,0,0,-1,The Dragonmurk,,,,,,,,7274498,0
100,0,33,0,0,11,0,3,0,0,-1,Nesingwary's Expedition,,,,,,,,7274498,0
102,0,33,0,0,11,0,3,0,0,-1,Ruins of Zul'Kunda,,,,,,,,7274498,0
238,0,130,0,0,11,0,2,0,0,-1,Malden's Orchard,,,,,,,,7274498,0
239,0,130,0,0,11,0,2,0,0,11,The Ivar Patch,,,,,,,,7274498,0
311,0,33,0,0,11,0,0,0,0,-1,Ruins of Aboraz,,,,,,,,7274498,0
315,0,45,0,0,11,0,0,0,0,31,Dabyrie's Farmstead,,,,,,,,7274498,0
354,0,47,0,0,11,0,1,0,0,-1,Jintha'Alor,,,,,,,,7274498,0
355,0,47,0,0,11,0,1,0,0,-1,The Altar of Zul,,,,,,,,7274498,0
596,1,405,0,0,11,0,7,0,0,0,Kodo Graveyard,,,,,,,,7274498,0
597,1,405,0,0,11,0,7,0,0,0,Ghost Walker Post,,,,,,,,7274498,0
598,1,405,0,0,11,0,7,0,0,0,Sar'theris Strand,,,,,,,,7274496,0
599,1,405,0,0,11,0,7,0,0,0,Thunder Axe Fortress,,,,,,,,7274498,0
600,1,405,0,0,11,0,7,0,0,0,Bolgan's Hole,,,,,,,,7274496,0
609,1,405,0,0,11,0,7,0,0,0,Kolkar Village,,,,,,,,7274498,0
602,1,405,0,0,11,0,7,0,0,0,Mannoroc Coven,,,,,,,,7274498,0
603,1,405,0,0,11,0,9,0,0,0,Sargeron,,,,,,,,7274498,0
604,1,405,0,0,11,0,7,0,0,0,Magram Village,,,,,,,,7274498,0
26,0,40,0,0,11,0,7,0,0,-1,Lighthouse,,,,,,,,983042,0
606,1,405,0,0,11,0,7,0,0,0,Gelkis Village,,,,,,,,7274498,0
607,1,405,0,0,11,0,7,0,0,0,Valley of Spears,,,,,,,,7274498,0
608,1,405,0,0,11,0,7,0,0,0,Nijel's Point,,,,,,,,7274496,0
60,0,12,0,0,11,35,1,0,0,8,Forest's Edge,,,,,,,,983042,0
153,0,85,0,0,11,0,2,0,0,10,Ruins of Lordaeron,,,,,,,,0,0
235,0,130,0,0,11,0,0,0,0,-1,Fenris Keep,,,,,,,,7274498,0
317,0,45,0,0,11,0,3,0,0,33,Witherbark Village,,,,,,,,7274498,0
399,1,215,0,0,11,0,9,0,0,6,Skyline Ridge,,,,,,,,7274496,0
429,1,331,0,0,11,0,0,0,0,30,Xavian,,,,,,,,7274498,0
437,1,331,0,0,11,0,3,4514,1,-1,Kargathia Outpost,,,,,,,,7274498,0
467,1,406,0,0,11,0,7,0,0,25,Stonetalon Peak,,,,,,,,7274498,0
501,1,15,0,0,11,0,3,0,0,-1,Beezil's Wreck,,,,,,,,7274496,0
271,0,267,0,0,11,0,1,0,0,22,Southshore,,,,,,,,7274498,0
295,0,267,0,0,11,0,1,0,0,30,Western Strand,,,,,,,,7274498,0
10,0,0,0,0,11,40,2,14,0,-1,Duskwood,,,,,,,,7274498,0
11,0,0,0,0,11,44,3,0,0,-1,Wetlands,,,,,,,,983042,0
616,1,0,0,0,11,31,0,0,0,0,Hyjal,,,,,,,,7274498,0
173,0,85,0,0,11,0,2,0,0,-1,Faol's Rest,,,,,,,,7274498,0
618,1,0,0,0,11,42,8,0,0,0,Winterspring,,,,,,,,7274496,0
186,1,141,0,0,11,0,11,0,0,5,Dolanaar,,,,,,,,7274498,0
500,1,15,0,0,11,0,0,0,0,-1,Moggle Point,,,,,,,,7274496,0
502,1,15,0,0,11,0,0,0,0,-1,Witch Hill,,,,,,,,7274498,0
412,1,331,0,0,11,0,0,0,0,20,The Ruins of Ordil'Aran,,,,,,,,7274498,0
636,1,406,0,0,11,0,7,0,0,0,Blackwolf River,,,,,,,,983040,0
71,0,44,0,0,11,0,1,0,0,20,Stonewatch Falls,,,,,,,,7274498,0
93,0,10,0,0,11,0,2,0,0,28,Vul'Gol Ogre Mound,,,,,,,,7274498,0
117,0,33,0,0,11,0,3,0,0,-1,Grom'gol Base Camp,,,,,,,,7274498,0
254,0,46,0,0,11,0,10,0,0,-1,Blackrock Spire,,,,,,,,7274498,0
308,0,0,0,0,11,0,1,0,0,-1,The Forbidding Sea,,,,,,,,983042,0
313,0,45,0,0,11,0,0,0,0,31,Northfold Manor,,,,,,,,7274498,0
338,0,3,0,0,11,25,7,4514,1,-1,Angor Fortress,,,,,,,,7274498,0
