ID,ContinentID,ParentAreaID,Flags,SoundProviderPref,SoundProviderPrefUnderwater,AmbienceID,ZoneMusic,IntroSound,IntroPriority,ExplorationLevel,AreaName_lang[0],AreaName_lang[1],AreaName_lang[2],AreaName_lang[3],AreaName_lang[4],AreaName_lang[5],AreaName_lang[6],AreaName_lang[7],AreaName_lang_mask,FactionGroupMask
473,1,215,0,0,11,0,9,0,0,-1,Mantle Rock,,,,,,,,7274496,0
13,0,10,0,0,11,28,11,0,0,-1,The World Tree,,,,,,,,7274514,0
41,0,0,0,0,11,49,2,0,0,-1,Deadwind Pass,,,,,,,,7274514,0
68,0,44,0,0,11,0,1,0,0,-1,Lake Everstill,,,,,,,,983058,0
92,0,12,0,0,11,35,1,0,0,-1,Mirror Lake,,,,,,,,7274514,0
120,0,12,0,0,11,35,0,0,0,8,Westbrook Garrison,,,,,,,,983058,0
151,0,0,0,0,11,30,3,14,0,-1,Designer Island,,,,,,,,7274498,0
188,1,141,0,0,11,0,11,0,0,0,Shadowglen,,,,,,,,7274514,0
220,1,215,0,0,11,0,9,0,0,0,Red Cloud Mesa,,,,,,,,7274514,0
245,0,10,0,0,11,0,2,0,0,25,The Yorgen Farmstead,,,,,,,,7274514,0
276,0,0,0,0,11,31,0,0,0,-1,Stonewrought Pass,,,,,,,,7274514,0
302,0,33,0,0,11,0,0,0,0,-1,The Crystal Shore,,,,,,,,7274514,0
328,0,45,0,0,11,0,0,0,0,-1,The Drowned Reef,,,,,,,,7274512,0
371,1,14,0,0,11,0,9,0,0,-1,Dustwind Cave,,,,,,,,7274514,0
403,1,15,0,0,11,0,3,0,0,-1,Shady Rest Inn,,,,,,,,7274512,0
428,1,331,0,0,11,0,0,0,0,-1,Night Run,,,,,,,,7274514,0
434,1,331,0,0,11,28,11,0,0,-1,Felfire Hill,,,,,,,,7274514,0
457,1,0,0,0,11,0,0,0,0,-1,The Veiled Sea,,,,,,,,983058,0
481,1,400,0,0,11,0,9,0,0,-1,Splithoof Crag,,,,,,,,983058,0
503,1,15,0,0,11,0,0,0,0,-1,Sentry Point,,,,,,,,7274498,0
19,0,33,0,0,11,0,3,0,0,-1,Zul Gurub,,,,,,,,7274498,0
81,0,22,0,0,11,0,0,0,0,-1,Jeff NE Quadrant,,,,,,,,7274498,0
113,0,40,0,0,11,0,9,0,0,-1,Gold Coast Quarry,,,,,,,,7274514,0
169,0,85,0,0,11,0,0,0,0,8,Whispering Shore,,,,,,,,7274514,0
196,0,28,0,0,11,0,15,0,0,-1,Uther's Tomb,,,,,,,,7274514,0
250,0,46,0,0,11,0,0,0,0,-1,Ruins of Thaurisan,,,,,,,,7274514,0
268,37,0,0,0,11,42,0,0,0,-1,Plains of Snow,,,,,,,,7274514,0
322,0,45,0,0,11,0,8,0,0,-1,Blackwater Shipwrecks,,,,,,,,7274514,0
387,1,17,0,0,11,32,3,0,0,12,Lushwater Oasis,,,,,,,,983058,0
453,1,148,0,0,11,0,0,0,0,-1,The Long Wash,,,,,,,,983058,0
510,1,15,0,0,11,0,0,0,0,-1,The Dragonmurk,,,,,,,,7274498,0
100,0,33,0,0,11,0,3,0,0,-1,Nesingwary's Expedition,,,,,,,,7274514,0
102,0,33,0,0,11,0,3,0,0,-1,Ruins of Zul'Kunda,,,,,,,,7274514,0
238,0,130,0,0,11,0,2,0,0,-1,Malden's Orchard,,,,,,,,7274514,0
239,0,130,0,0,11,0,2,0,0,11,The Ivar Patch,,,,,,,,7274514,0
311,0,33,0,0,11,0,0,0,0,-1,Ruins of Aboraz,,,,,,,,7274514,0
315,0,45,0,0,11,0,0,0,0,31,Dabyrie's Farmstead,,,,,,,,7274514,0
354,0,47,0,0,11,0,1,0,0,-1,Jintha'Alor,,,,,,,,7274498,0
355,0,47,0,0,11,0,1,0,0,-1,The Altar of Zul,,,,,,,,7274514,0
596,1,405,0,0,11,0,7,0,0,0,Kodo Graveyard,,,,,,,,7274514,0
597,1,405,0,0,11,0,7,0,0,0,Ghost Walker Post,,,,,,,,7274514,0
598,1,405,0,0,11,0,7,0,0,0,Sar'theris Strand,,,,,,,,7274512,0
599,1,405,0,0,11,0,7,0,0,0,Thunder Axe Fortress,,,,,,,,7274514,0
600,1,405,0,0,11,0,7,0,0,0,Bolgan's Hole,,,,,,,,7274512,0
609,1,405,0,0,11,0,7,0,0,0,Kolkar Village,,,,,,,,7274514,0
602,1,405,0,0,11,0,7,0,0,0,Mannoroc Coven,,,,,,,,7274514,0
603,1,405,0,0,11,0,9,0,0,0,Sargeron,,,,,,,,7274498,0
604,1,405,0,0,11,0,7,0,0,0,Magram Village,,,,,,,,7274514,0
26,0,40,0,0,11,0,7,0,0,-1,Lighthouse,,,,,,,,983058,0
606,1,405,0,0,11,0,7,0,0,0,Gelkis Village,,,,,,,,7274514,0
607,1,405,0,0,11,0,7,0,0,0,Valley of Spears,,,,,,,,7274514,0
608,1,405,0,0,11,0,7,0,0,0,Nijel's Point,,,,,,,,7274498,0
60,0,12,0,0,11,35,1,0,0,8,Forest's Edge,,,,,,,,983058,0
153,0,85,0,0,11,0,2,0,0,10,Ruins of Lordaeron,,,,,,,,983058,0
235,0,130,0,0,11,0,0,0,0,-1,Fenris Keep,,,,,,,,7274514,0
317,0,45,0,0,11,0,3,0,0,33,Witherbark Village,,,,,,,,7274514,0
399,1,215,0,0,11,0,9,0,0,6,Skyline Ridge,,,,,,,,7274512,0
429,1,331,0,0,11,0,0,0,0,30,Xavian,,,,,,,,7274514,0
437,1,331,0,0,11,0,3,4514,1,-1,Kargathia Outpost,,,,,,,,7274514,0
467,1,406,0,0,11,0,7,0,0,25,Stonetalon Peak,,,,,,,,7274514,0
501,1,15,0,0,11,0,3,0,0,-1,Beezil's Wreck,,,,,,,,7274496,0
271,0,267,0,0,11,0,1,0,0,22,Southshore,,,,,,,,7274514,0
295,0,267,0,0,11,0,1,0,0,30,Western Strand,,,,,,,,7274514,0
10,0,0,0,0,11,40,2,14,0,-1,Duskwood,,,,,,,,7274514,0
11,0,0,0,0,11,44,3,0,0,-1,Wetlands,,,,,,,,983058,0
616,1,0,0,0,11,31,0,0,0,0,Hyjal,,,,,,,,7274514,0
173,0,85,0,0,11,0,2,0,0,-1,Faol's Rest,,,,,,,,7274514,0
618,1,0,0,0,11,42,8,0,0,0,Winterspring,,,,,,,,7274496,0
186,1,141,0,0,11,0,11,0,0,5,Dolanaar,,,,,,,,7274514,0
500,1,15,0,0,11,0,0,0,0,-1,Moggle Point,,,,,,,,7274496,0
502,1,15,0,0,11,0,0,0,0,-1,Witch Hill,,,,,,,,7274514,0
412,1,331,0,0,11,0,0,0,0,20,The Ruins of Ordil'Aran,,,,,,,,7274514,0
636,1,406,0,0,11,0,7,0,0,0,Blackwolf River,,,,,,,,983056,0
71,0,44,0,0,11,0,1,0,0,20,Stonewatch Falls,,,,,,,,7274514,0
93,0,10,0,0,11,0,2,0,0,28,Vul'Gol Ogre Mound,,,,,,,,7274498,0
117,0,33,0,0,11,0,3,0,0,-1,Grom'gol Base Camp,,,,,,,,7274514,0
254,0,46,0,0,11,0,10,0,0,-1,Unused001,,,,,,,,589824,0
308,0,0,0,0,11,0,1,0,0,-1,The Forbidding Sea,,,,,,,,983042,0
313,0,45,0,0,11,0,0,0,0,31,Northfold Manor,,,,,,,,7274498,0
338,0,3,0,0,11,25,7,4514,1,-1,Angor Fortress,,,,,,,,7274514,0
339,0,3,0,0,11,25,0,0,0,-1,Lethlor Ravine,,,,,,,,7274514,0
637,1,215,0,0,11,0,9,0,0,0,Kodo Rock,,,,,,,,983058,0
638,1,14,0,0,11,0,0,0,0,0,Hidden Path,,,,,,,,983058,0
639,1,14,0,0,11,0,0,0,0,0,Spirit Rock,,,,,,,,983058,0
640,1,14,0,0,11,0,0,0,0,0,Shrine of the Dormant Flame,,,,,,,,983058,0
716,0,1,0,0,11,0,0,0,0,0,Ironband's Compound,,,,,,,,983042,0
717,34,0,0,0,11,0,0,0,0,-1,The Stockade,,,,,,,,0,2
718,43,0,0,0,11,0,0,0,0,-1,Wailing Caverns,,,,,,,,0,4
719,48,0,0,75,11,0,11,0,0,-1,Blackfathom Deeps,,,,,,,,65538,0
720,1,17,0,0,11,0,0,0,0,0,Fray Island,,,,,,,,983042,0
722,129,0,1,0,11,38,0,0,0,0,Razorfen Downs,,,,,,,,65538,0
736,1,141,0,0,11,0,0,0,0,8,Ban'ethil Hollow,,,,,,,,983058,0
796,189,0,0,0,11,0,0,0,0,-1,Scarlet Monastary,,,,,,,,0,0
797,0,12,0,0,11,35,0,0,0,8,Jerod's Landing,,,,,,,,983042,0
798,0,12,0,0,11,35,0,0,0,8,Ridgepoint Tower,,,,,,,,983058,0
799,0,10,0,0,11,0,2,0,0,10,The Darkened Bank,,,,,,,,983042,0
800,0,1,0,0,11,0,0,0,0,0,Coldridge Pass,,,,,,,,983058,0
801,0,1,0,0,11,0,0,0,0,8,Chill Breeze Valley,,,,,,,,983056,0
802,0,1,0,0,11,0,0,0,0,8,Shimmer Ridge,,,,,,,,983040,0
803,0,1,0,0,11,0,0,0,0,7,Amberstill Ranch,,,,,,,,983042,0
804,0,1,0,0,11,0,0,0,0,8,The Tundrid Hills,,,,,,,,983040,0
805,0,1,0,0,11,0,0,0,0,0,South Gate Pass,,,,,,,,983058,0
806,0,1,0,0,11,0,0,0,0,0,South Gate Outpost,,,,,,,,983058,0
807,0,1,0,0,11,0,0,0,0,0,North Gate Pass,,,,,,,,983058,0
808,0,1,0,0,11,0,0,0,0,0,North Gate Outpost,,,,,,,,983058,0
809,0,1,0,0,11,0,0,0,0,8,Gates of Ironforge,,,,,,,,65538,0
810,0,85,0,0,11,0,0,0,0,7,Stillwater Pond,,,,,,,,983056,0
811,0,85,0,0,11,0,0,0,0,5,Nightmare Vale,,,,,,,,983058,0
812,0,85,0,0,11,0,0,0,0,10,Venomweb Vale,,,,,,,,983056,0
813,0,28,0,0,11,0,0,0,0,0,The Bulwark,,,,,,,,983042,0
814,1,14,0,0,11,0,0,0,0,0,Southfury River,,,,,,,,983058,0
815,1,17,0,0,11,0,0,0,0,0,Southfury River,,,,,,,,983058,0
816,1,14,0,0,11,0,0,0,0,8,Razormane Grounds,,,,,,,,983040,0
817,1,14,0,0,11,0,0,0,0,10,Skull Rock,,,,,,,,983058,0
818,1,215,0,0,11,0,0,0,0,5,Palemane Rock,,,,,,,,983042,0
819,1,215,0,0,11,0,0,0,0,0,Windfury Ridge,,,,,,,,983058,0
820,1,215,0,0,11,0,0,0,0,5,The Golden Plains,,,,,,,,983058,0
821,1,215,0,0,11,0,0,0,0,8,The Rolling Plains,,,,,,,,983042,0
836,0,11,0,0,11,0,0,0,0,0,Dun Algaz,,,,,,,,983058,0
837,0,38,0,0,11,0,0,0,0,0,Dun Algaz,,,,,,,,983058,0
856,0,10,0,0,11,0,2,0,0,0,Twilight Grove,,,,,,,,983058,0
876,1,0,0,0,11,0,0,0,0,0,GM Island,,,,,,,,983040,0
877,1,17,0,0,11,0,0,0,0,0,Delete ME,,,,,,,,983040,0
878,1,16,0,0,11,0,8,0,0,0,Southfury River,,,,,,,,983058,0
879,1,331,0,0,11,0,0,0,0,0,Southfury River,,,,,,,,983058,0
880,0,45,0,0,11,0,0,0,0,0,Thandol Span,,,,,,,,983058,0
881,0,11,0,0,11,0,3,0,0,0,Thandol Span,,,,,,,,983058,0
916,0,40,0,0,11,0,0,0,0,0,The Jansen Stead,,,,,,,,983040,0
917,0,40,0,0,11,0,0,0,0,0,The Dead Acre,,,,,,,,983040,0
918,0,40,0,0,11,0,0,0,0,0,The Molsen Farm,,,,,,,,983040,0
919,0,40,0,0,11,0,0,0,0,0,Stendel's Pond,,,,,,,,983040,0
237,0,130,0,0,11,0,2,0,0,-1,The Decrepit Ferry,,,,,,,,7274514,0
240,0,130,0,0,11,0,2,0,0,-1,The Dead Field,,,,,,,,7274514,0
241,0,10,0,0,11,0,2,0,0,26,The Rotting Orchard,,,,,,,,7274514,0
242,0,10,0,0,11,0,2,0,0,28,Brightwood Grove,,,,,,,,7274514,0
243,0,10,0,0,11,0,2,0,0,-1,Forlorn Rowe,,,,,,,,7274514,0
244,0,10,0,0,11,0,2,0,0,-1,The Whipple Estate,,,,,,,,7274514,0
246,0,51,0,0,11,0,10,0,0,-1,The Cauldron,,,,,,,,7274514,0
247,0,51,0,0,11,0,0,0,0,-1,Grimesilt Dig Site,,,,,,,,7274512,0
656,1,493,0,0,11,0,0,0,0,0,Lake Elune'ara,,,,,,,,983058,0
657,0,8,0,0,11,0,0,0,0,0,The Harborage,,,,,,,,983056,0
676,150,0,0,0,11,46,0,0,0,0,Outland,,,,,,,,983056,0
696,1,141,0,0,11,48,76,0,0,0,Craftsmen's Terrace,,,,,,,,983042,0
697,1,141,0,0,11,48,76,0,0,0,Tradesmen's Terrace,,,,,,,,983042,0
698,1,141,0,0,11,48,76,0,0,0,The Temple Gardens,,,,,,,,983042,0
699,1,141,0,0,11,48,76,0,0,0,Temple of Elune,,,,,,,,983042,0
700,1,141,0,0,11,48,76,4434,1,0,Cenarion Enclave,,,,,,,,983042,0
701,1,141,0,0,11,48,76,3920,0,0,Warrior's Terrace,,,,,,,,983042,0
702,1,141,0,0,11,0,0,0,0,11,Rut'theran Village,,,,,,,,983058,0
721,90,0,0,0,11,42,0,0,0,0,Gnomeragon,,,,,,,,983058,0
838,0,38,0,0,11,0,0,0,0,0,North Gate Pass,,,,,,,,983058,0
839,0,38,0,0,11,0,0,0,0,0,South Gate Pass,,,,,,,,983058,0
896,0,267,0,0,11,0,0,0,0,30,Purgation Isle,,,,,,,,983056,0
920,0,40,0,0,11,0,0,0,0,0,The Dagger Hills,,,,,,,,983040,0
921,0,40,0,0,11,0,0,0,0,0,Demont's Place,,,,,,,,983040,0
922,0,40,0,0,11,0,0,0,0,0,The Dust Plains,,,,,,,,983040,0
923,0,38,0,0,11,0,0,0,0,13,Stonesplinter Valley,,,,,,,,983042,0
924,0,38,0,0,11,0,0,0,0,0,Valley of Kings,,,,,,,,983040,0
925,0,38,0,0,11,0,0,0,0,0,Algaz Station,,,,,,,,983040,0
926,0,130,0,0,11,0,0,0,0,0,Bucklebree Farm,,,,,,,,983040,0
927,0,130,0,0,11,0,0,0,0,0,The Shining Strand,,,,,,,,983040,0
928,0,130,0,0,11,0,0,0,0,0,North Tide's Hollow,,,,,,,,983040,0
936,0,38,0,0,11,0,0,0,0,0,Grizzlepaw Ridge,,,,,,,,983040,0
956,169,0,0,0,11,0,0,0,0,0,The Verdant Fields,,,,,,,,983042,0
976,1,440,0,0,0,0,0,0,0,40,Gadgetzan,,,,,,,,983042,0
978,1,440,0,0,0,25,0,0,0,45,Zul'Farrak,,,,,,,,983042,0
979,1,440,0,0,0,0,0,0,0,0,Sandsorrow Watch,,,,,,,,983040,0
980,1,440,0,0,0,0,0,0,0,49,Thistleshrub Valley,,,,,,,,983040,0
981,1,440,0,0,0,0,0,0,0,48,The Gaping Chasm,,,,,,,,65538,0
982,1,440,0,0,0,0,0,0,0,48,The Noxious Lair,,,,,,,,983040,0
983,1,440,0,0,0,0,0,0,0,47,Dunemaul Compound,,,,,,,,983040,0
984,1,440,0,0,0,0,0,0,0,47,Eastmoon Ruins,,,,,,,,983040,0
985,1,440,0,0,0,0,0,0,0,44,Waterspring Field,,,,,,,,983040,0
986,1,440,0,0,0,0,0,0,0,0,Zalashji's Den,,,,,,,,983040,0
987,1,440,0,0,0,0,0,0,0,0,Land's End Beach,,,,,,,,983040,0
988,1,440,0,0,0,0,0,0,0,0,Wavestrider Beach,,,,,,,,983040,0
989,1,440,0,0,0,0,0,0,0,0,Uldum,,,,,,,,983042,0
990,1,440,0,0,0,0,0,0,0,50,Valley of the Watchers,,,,,,,,983040,0
991,1,440,0,0,0,0,0,0,0,0,Gunstan's Post,,,,,,,,983040,0
992,1,440,0,0,0,0,0,0,0,47,Southmoon Ruins,,,,,,,,983040,0
1001,0,44,0,0,0,0,0,0,0,0,Lakeridge Highway,,,,,,,,983042,0
1002,0,44,0,0,0,0,0,0,0,0,Three Corners,,,,,,,,983042,0
1016,0,11,0,0,0,0,0,0,0,28,Direforge Hill,,,,,,,,983040,0
1017,0,11,0,0,0,0,0,0,0,30,Raptor Ridge,,,,,,,,983040,0
1018,0,11,0,0,0,0,0,0,0,0,Black Channel Marsh,,,,,,,,983040,0
1019,0,139,0,0,0,0,0,0,0,0,The Green Belt,,,,,,,,983040,0
1020,0,11,0,0,0,0,0,0,0,22,Mosshide Fen,,,,,,,,983040,0
1021,0,11,0,0,0,0,0,0,0,0,Thelgen Rock,,,,,,,,983040,0
1022,0,11,0,0,0,0,0,0,0,0,Bluegill Marsh,,,,,,,,983040,0
1023,0,11,0,0,0,0,0,0,0,0,Saltspray Glen,,,,,,,,983040,0
1024,0,11,0,0,0,0,0,0,0,20,Sundown Marsh,,,,,,,,983040,0
1025,0,11,0,0,0,0,0,0,0,0,The Green Belt,,,,,,,,983040,0
1056,0,267,0,0,0,0,0,0,0,0,Darrow Hill,,,,,,,,983042,0
1057,0,267,0,0,0,0,0,0,0,30,Thoradin's Wall,,,,,,,,983042,0
1102,1,357,0,0,0,0,0,0,0,-1,Wildwind Lake,,,,,,,,983040,0
1097,0,10,0,0,0,0,0,0,0,0,The Hushed Bank,,,,,,,,983042,0
1098,0,10,0,0,0,0,0,0,0,30,Manor Mistmantle,,,,,,,,983040,0
1099,1,357,0,0,0,0,0,0,0,-1,Camp Mojache,,,,,,,,983042,0
1105,1,357,0,0,0,0,0,0,0,-1,Feral Scar Vale,,,,,,,,983040,0
1108,1,357,0,0,0,0,0,0,0,-1,The Forgotten Coast,,,,,,,,983042,0
1114,1,357,0,0,0,0,0,0,0,-1,Ruins of Ravenwind,,,,,,,,983040,0
1115,1,357,0,0,0,0,0,0,0,-1,Rage Scar Hold,,,,,,,,983040,0
1116,1,357,0,0,0,0,0,0,0,-1,Feathermoon Stronghold,,,,,,,,983042,0
1117,1,357,0,0,0,0,0,0,0,-1,Ruins of Solarsal,,,,,,,,983040,0
1118,1,357,0,0,0,0,0,0,0,-1,Lower Wilds,,,,,,,,983040,0
1136,1,357,0,0,0,0,0,0,0,-1,High Wilderness,,,,,,,,983040,0
1156,1,17,0,0,0,0,0,0,0,-1,Southern Barrens,,,,,,,,983042,0
1196,1,0,0,0,0,0,0,0,0,-1,Alcaz Island,,,,,,,,983042,0
1216,1,16,0,0,0,0,0,0,0,-1,Timbermaw Hold,,,,,,,,983042,0
1217,1,16,0,0,0,0,0,0,0,-1,Vanndir Encampment,,,,,,,,983042,0
1218,1,16,0,0,0,0,0,0,0,-1,TESTAzshara,,,,,,,,983040,0
1219,1,16,0,0,0,0,0,0,0,-1,Legash Encampment,,,,,,,,983040,0
1076,1,406,0,0,0,0,0,0,0,21,Webwinder Path,,,,,,,,983040,0
1119,1,357,0,0,0,0,0,0,0,-1,The Twin Colossals,,,,,,,,983040,0
1137,1,357,0,0,0,0,0,0,0,-1,Lower Wilds,,,,,,,,983040,0
1176,209,0,0,0,0,25,0,0,0,-1,Zul'farrak,,,,,,,,983042,0
1296,1,14,0,0,0,0,0,0,0,-1,Rocktusk Farm,,,,,,,,983042,0
1336,1,440,0,0,0,0,0,0,0,-1,Lost Rigger Cove,,,,,,,,983040,0
1377,1,0,0,0,0,0,176,0,0,-1,Silithus,,,,,,,,983042,0
459,0,85,0,0,11,0,0,0,0,10,Scarlet Watch Post,,,,,,,,7274514,0
1397,169,0,0,0,0,0,0,0,0,-1,Emerald Forest,,,,,,,,983042,0
1417,109,0,0,0,0,0,0,0,0,0,Sunken Temple,,,,,,,,983042,0
1437,0,4,0,0,0,0,0,0,0,-1,Dreadmaul Hold,,,,,,,,589826,0
1438,0,4,0,0,0,0,0,0,0,-1,Nethergarde Keep,,,,,,,,589826,0
1439,0,4,0,0,0,0,0,0,0,-1,Dreadmaul Post,,,,,,,,589824,0
1440,0,4,0,0,0,0,0,0,0,-1,Serpent's Coil,,,,,,,,589824,0
1441,0,4,0,0,0,0,0,0,0,-1,Altar of Storms,,,,,,,,589826,0
1442,0,51,0,0,0,0,0,0,0,-1,Firewatch Ridge,,,,,,,,65536,0
1443,0,51,0,0,0,0,0,0,0,-1,The Slag Pit,,,,,,,,589824,0
1444,0,51,0,0,0,0,0,0,0,-1,The Sea of Cinders,,,,,,,,589824,0
1445,0,51,0,0,0,0,0,0,0,-1,Southgate,,,,,,,,589824,0
1446,0,51,0,0,0,0,0,0,0,-1,Unused002,,,,,,,,589824,0
1457,0,4,0,0,0,0,0,0,0,-1,Garrison Armory,,,,,,,,65536,0
1477,0,0,0,0,0,0,0,0,0,-1,The Temple of Atal'Hakkar,,,,,,,,0,0
1497,0,0,0,0,0,0,0,0,0,-1,Undercity,,,,,,,,0,4
1517,0,3,0,0,0,0,0,0,0,-1,Uldaman,,,,,,,,65538,0
1537,0,0,0,0,0,0,0,0,0,-1,Ironforge,,,,,,,,65538,2
977,1,440,0,0,0,0,0,0,0,40,Steamwheedle Port,,,,,,,,983040,0
1036,0,11,0,0,0,0,0,0,0,28,Angerfang Encampment,,,,,,,,983040,0
1037,0,11,0,0,0,0,0,0,0,0,Grim Batol,,,,,,,,983042,0
1038,0,11,0,0,0,0,0,0,0,25,Dragonmaw Gates,,,,,,,,983040,0
1039,0,11,0,0,0,0,0,0,0,25,The Lost Fleet,,,,,,,,983040,0
1100,1,357,0,0,0,0,0,0,0,-1,GrimtotemCompound,,,,,,,,983040,0
1101,1,357,0,0,0,0,0,0,0,-1,The Writhing Deep,,,,,,,,983040,0
1103,1,357,0,0,0,0,0,0,0,-1,Gordunni Outpost,,,,,,,,983040,0
1104,1,357,0,0,0,0,0,0,0,-1,Mok'Gordun,,,,,,,,983042,0
1106,1,357,0,0,0,0,0,0,0,-1,Frayfeather Highlands,,,,,,,,983040,0
1107,1,357,0,0,0,0,0,0,0,-1,Idlewind Lake,,,,,,,,983040,0
1109,1,357,0,0,0,0,0,0,0,-1,East Pillar,,,,,,,,983040,0
1110,1,357,0,0,0,0,0,0,0,-1,West Pillar,,,,,,,,983040,0
1111,1,357,0,0,0,0,0,0,0,-1,Dream Bough,,,,,,,,983040,0
1112,1,357,0,0,0,0,0,0,0,-1,Jademir Lake,,,,,,,,983042,0
1113,1,357,0,0,0,0,0,0,0,-1,Oneiros,,,,,,,,983040,0
1157,1,17,0,0,0,0,0,0,0,-1,Southern Gold Road,,,,,,,,983042,0
1297,1,14,0,0,0,0,0,0,0,-1,Jaggedswine Farm,,,,,,,,983042,0
1518,0,40,0,0,0,0,0,0,0,-1,The Deadmines,,,,,,,,65538,0
1519,0,0,0,0,0,0,0,0,0,10,Stormwind City,,,,,,,,65538,2
996,0,44,0,0,0,0,0,0,0,22,Render's Camp,,,,,,,,983042,0
997,0,44,0,0,0,0,0,0,0,20,Render's Valley,,,,,,,,983042,0
998,0,44,0,0,0,0,0,0,0,25,Render's Rock,,,,,,,,983042,0
999,0,44,0,0,0,0,0,0,0,0,Stonewatch Tower,,,,,,,,983042,0
1000,0,44,0,0,0,0,0,0,0,22,Galardell Valley,,,,,,,,983042,0
1120,1,357,0,0,0,0,0,0,0,-1,Sardor Isle,,,,,,,,983040,0
1121,1,357,0,0,0,0,0,0,0,-1,Isle of Dread,,,,,,,,983042,0
1220,1,16,0,0,0,0,0,0,0,-1,Thalassian Base Camp,,,,,,,,983042,0
1221,1,16,0,0,0,0,15,0,0,-1,Ruins of Eldarath ,,,,,,,,983042,0
1222,1,16,0,0,0,0,0,0,0,-1,Hetaera's Clutch,,,,,,,,983040,0
1223,1,16,0,0,0,0,15,0,0,-1,Temple of Zin-Malor,,,,,,,,983042,0
1224,1,16,0,0,0,0,0,0,0,-1,Bear's Head,,,,,,,,983040,0
1225,1,16,0,0,0,0,0,0,0,-1,Ursolan,,,,,,,,983042,0
1226,1,16,0,0,0,0,0,0,0,-1,Temple of Arkkoran,,,,,,,,983042,0
1227,1,16,0,0,0,0,0,0,0,-1,Bay of Storms,,,,,,,,983040,0
1228,1,16,0,0,0,0,0,0,0,-1,The Shattered Strand,,,,,,,,983040,0
1229,1,16,0,0,0,0,0,0,0,-1,Tower of Eldara,,,,,,,,983040,0
1230,1,16,0,0,0,0,0,0,0,-1,Jagged Reef,,,,,,,,983040,0
1231,1,16,0,0,0,0,0,0,0,-1,Southridge Beach,,,,,,,,983040,0
1232,1,16,0,0,0,0,0,0,0,-1,Ravencrest Monument,,,,,,,,983040,0
1233,1,16,0,0,0,0,0,0,0,-1,Forlorn Ridge,,,,,,,,983040,0
1234,1,16,0,0,0,0,0,0,0,-1,Lake Mennar,,,,,,,,983040,0
1235,1,16,0,0,0,0,15,0,0,-1,Shadowsong Shrine,,,,,,,,983040,0
1236,1,16,0,0,0,0,0,0,0,-1,Haldarr Encampment,,,,,,,,983040,0
1237,1,16,0,0,0,0,0,0,0,-1,Valormok,,,,,,,,983042,0
1256,1,16,0,0,0,0,0,0,0,-1,The Ruined Reaches,,,,,,,,983040,0
1276,1,331,0,0,0,0,0,0,0,-1,The Talondeep Path,,,,,,,,983042,0
1277,1,406,0,0,0,0,0,0,0,-1,The Talondeep Path,,,,,,,,983042,0
1316,1,17,0,0,0,70,3,0,0,-1,Razorfen Downs,,,,,,,,983042,0
1337,70,0,0,0,0,0,0,0,0,-1,Uldaman,,,,,,,,0,0
1338,0,130,0,0,0,0,0,0,0,-1,Lordamere Lake,,,,,,,,983042,0
1339,0,36,0,0,0,0,0,0,0,-1,Lordamere Lake,,,,,,,,983042,0
1357,0,36,0,0,0,37,2,0,0,-1,Gallows' Corner,,,,,,,,983040,0
398,1,215,0,0,11,0,9,0,0,8,Wildmane Water Well,,,,,,,,983058,0
400,1,0,0,0,11,25,9,0,0,-1,Thousand Needles,,,,,,,,983058,0
401,1,17,0,0,11,0,7,0,0,-1,The Tidus Stair,,,,,,,,983040,0
404,1,215,0,0,11,0,9,0,0,8,Bael'Dun Digsite,,,,,,,,7274514,0
405,1,0,0,0,11,39,7,0,0,-1,Desolace,,,,,,,,7274514,0
406,1,0,0,0,11,25,7,0,0,-1,Stonetalon Mountains,,,,,,,,983058,0
407,1,14,0,0,11,0,9,3402,1,10,Orgrimmar,,,,,,,,7274514,0
408,0,0,0,0,11,0,0,0,0,-1,Gillijim's Isle,,,,,,,,7274514,0
409,0,0,0,0,11,32,0,0,0,-1,Island of Doctor Lapidis,,,,,,,,7274514,0
410,1,14,0,0,11,0,9,0,0,8,Razorwind Canyon,,,,,,,,7274514,0
411,1,331,0,0,11,0,15,0,0,-1,Bathran's Haunt,,,,,,,,7274514,0
413,1,331,0,0,11,0,0,0,0,-1,Maestra's Post,,,,,,,,7274514,0
414,1,331,0,0,11,0,0,4517,1,20,The Zoram Strand,,,,,,,,7274514,0
415,1,331,0,0,11,0,11,4517,1,20,Astranaar,,,,,,,,7274514,0
416,1,331,0,0,11,0,11,0,0,23,The Shrine of Aessina,,,,,,,,7274514,0
417,1,331,0,0,11,28,2,0,0,25,Fire Scar Shrine,,,,,,,,7274514,0
418,1,331,0,0,11,0,0,0,0,23,The Ruins of Stardust,,,,,,,,7274514,0
419,1,331,0,0,11,0,0,0,0,-1,The Howling Vale,,,,,,,,7274514,0
420,1,331,0,0,11,0,0,0,0,-1,Silverwind Refuge,,,,,,,,7274514,0
421,1,331,0,0,11,0,0,0,0,25,Mystral Lake,,,,,,,,7274514,0
422,1,331,0,0,11,0,0,0,0,26,Fallen Sky Lake,,,,,,,,7274514,0
424,1,331,0,0,11,0,0,0,0,22,Iris Lake,,,,,,,,7274514,0
426,1,331,0,0,11,0,0,0,0,-1,Raynewood Retreat,,,,,,,,7274514,0
427,1,331,0,0,11,0,11,0,0,-1,The Shady Nook,,,,,,,,7274496,0
