ID,ModelID,SoundID,ExtendedDisplayInfoID,CreatureModelScale,CreatureModelAlpha,TextureVariation[0],TextureVariation[1],TextureVariation[2],SizeClass,BloodID
1618,49,0,323,1,255,,,,0,0
1619,51,0,325,1,255,,,,0,0
1620,54,0,327,1,255,,,,1,0
1621,49,0,328,1,255,,,,0,0
1622,53,0,329,1,255,,,,1,0
1623,53,0,332,1,255,,,,1,0
1624,59,0,333,1,255,,,,0,0
1625,53,0,336,1,255,,,,0,0
1626,53,0,337,1,255,,,,1,0
1627,53,0,338,1,255,,,,1,0
1628,53,0,339,1,255,,,,0,0
1629,53,0,341,1,255,,,,0,0
1630,53,0,342,1,255,,,,0,0
1631,57,0,263,1,255,,,,1,0
1632,58,0,340,1,255,,,,1,0
1633,58,0,326,1,255,,,,1,0
1634,58,0,330,1,255,,,,1,0
1635,57,0,344,1,255,,,,1,0
1636,58,0,335,1,255,,,,1,0
1637,58,0,321,1,255,,,,1,0
1638,57,0,322,1,255,,,,1,0
1639,58,0,343,1,255,,,,1,0
1640,50,0,345,1,255,,,,1,0
1641,49,0,347,1,255,HumanMaleCitizenLow,,,1,0
1642,55,0,348,1,255,,,,0,0
1644,57,0,352,1,255,,,,1,0
1645,58,0,349,1,255,,,,0,0
1646,57,0,354,1,255,,,,0,0
1647,57,0,355,1,255,,,,0,0
1648,57,0,356,1,255,,,,0,0
1649,57,0,357,1,255,,,,0,0
1650,53,0,360,1,255,,,,0,0
1651,54,0,361,1,255,,,,0,0
1652,51,0,2964,1,255,,,,1,0
1653,51,0,364,1,255,,,,0,0
1654,51,0,365,1,255,,,,0,0
1655,53,0,366,1,255,,,,0,0
1656,53,0,367,1,255,,,,0,0
1657,53,0,368,1,255,,,,0,0
1658,50,0,370,1,255,,,,0,0
2446,171,0,0,0.8,255,WolfSkin_Ghost,,,1,0
2447,49,0,942,1,255,,,,1,0
2448,50,0,943,1,255,,,,1,0
2449,145,0,0,1.25,255,QuilBoarSkinWhite,QuilBoarSkinWhite_Alpha,,1,0
2450,66,0,0,3,255,BoarSkinIvoryArmored,,,2,0
2451,141,0,0,1,255,EntSkinPurple,,,2,0
2452,11,0,0,1.1,255,GrellSkinBlanca,,,0,0
2453,66,0,0,1.5,255,BoarSkinIvoryArmored,,,2,0
2454,164,0,0,1.05,255,Goblin,,,1,0
2455,164,0,0,0.95,255,Goblin,,,1,0
1675,53,0,399,1,255,,,,0,0
1676,53,0,401,1,255,,,,0,0
1677,53,0,402,1,255,,,,0,0
1678,59,0,407,1,255,,,,0,0
1679,58,0,359,1,255,,,,0,0
1680,57,0,386,1,255,,,,0,0
1681,56,0,388,1,255,,,,0,0
1682,56,0,391,1,255,,,,0,0
1683,53,0,412,1,255,,,,0,0
1684,53,0,414,1,255,,,,0,0
1685,53,0,415,1,255,,,,0,0
1686,203,0,0,1,255,DragonSkin1,DragonSkin1Red,DragonSkin3,3,0
1687,203,0,0,1,255,DragonSkin1Blue,DragonSkin2Blue,DragonSkin3Blue,-1,0
1688,49,0,420,1.15,255,,,,0,0
1689,49,0,421,1,255,,,,0,0
1690,49,0,422,1,255,,,,0,0
1691,50,0,423,1,255,,,,0,0
1692,50,0,424,1,255,,,,0,0
1693,156,0,0,1.25,255,FleshGolemSkin1,FleshGolemSkin2,,2,0
1694,49,0,434,1,255,,,,1,0
1695,49,0,433,1,255,,,,1,0
1696,49,0,334,1,255,,,,1,0
1697,50,0,331,1,255,,,,1,0
1698,204,0,0,0.75,255,TitanMaleSkin01,TitanMaleSkin02,,0,0
1699,49,0,435,1,255,HumanMaleCitizenLow,,,1,0
1700,56,0,425,1,255,,,,1,0
1701,55,0,426,1,255,,,,1,0
1702,56,0,400,1,255,,,,1,0
1703,55,0,395,1,255,,,,1,0
1704,55,0,390,1,255,,,,1,0
1705,56,0,431,1,255,,,,1,0
1706,55,0,392,1,255,,,,1,0
1707,56,0,389,1,255,,,,1,0
1708,56,0,394,1,255,,,,1,0
1709,55,0,403,1,255,,,,1,0
1710,56,0,428,1,255,,,,1,0
1711,55,0,432,1,255,,,,1,0
1712,55,0,429,1,255,,,,1,0
1713,49,0,436,1,255,,,,0,0
1714,56,0,427,1,255,,,,1,0
1715,49,0,437,1,255,,,,0,0
1716,56,0,438,1,255,,,,1,0
1717,56,0,404,1,255,,,,1,0
1718,55,0,405,1,255,,,,1,0
1719,56,0,406,1,255,,,,1,0
1720,49,0,439,1,255,,,,0,0
1721,56,0,369,1,255,,,,1,0
1722,55,0,411,1,255,,,,1,0
1723,56,0,380,1,255,,,,1,0
1724,49,0,440,1,255,,,,0,0
1725,55,0,375,1,255,,,,1,0
1726,56,0,419,1,255,,,,1,0
1727,56,0,413,1,255,,,,1,0
1728,56,0,430,1,255,,,,1,0
1729,55,0,410,1,255,,,,1,0
1730,56,0,441,1,255,,,,1,0
1731,49,0,442,1,255,,,,0,0
1732,55,0,384,1,255,,,,1,0
1733,56,0,372,1,255,,,,1,0
1734,49,0,443,1,255,,,,0,0
1735,51,0,444,1,255,,,,0,0
1736,49,0,445,1,255,,,,0,0
1737,49,0,446,1,255,,,,0,0
1738,49,0,447,1,255,,,,0,0
1739,49,0,448,1,255,,,,0,0
1740,49,0,449,1,255,,,,0,0
1741,49,0,450,1,255,,,,0,0
1742,75,0,0,0.6,255,WindSerpentSkin,WindSerpentWingSkin,,1,0
1743,50,0,451,1,255,,,,0,0
1744,34,0,0,0.75,255,RaptorSkinViolet,,,1,0
1745,50,0,452,1,255,,,,0,0
1746,34,0,0,0.75,255,RaptorSkinGrey,,,1,0
1747,34,0,0,0.85,255,RaptorSkinViolet,,,1,0
1748,49,0,453,1,255,,,,0,0
1749,81,0,0,0.75,255,SlimeSkinGreen,,,1,0
1750,56,0,454,1,255,,,,0,0
1751,81,0,0,0.9,255,SlimeSkinAquaBlue,,,1,0
1752,133,0,0,0.6,255,ThreshadonSkinSiena,,,1,0
1753,49,0,456,1,255,,,,0,0
1754,133,0,0,0.75,255,ThreshadonSkinAqua,,,1,0
1755,31,0,0,0.9,255,SahauginskinOrange,,,1,0
1756,49,0,457,1,255,,,,0,0
1757,55,0,455,1,255,,,,0,0
1758,49,0,459,1,255,,,,0,0
1759,185,0,460,1,255,,,,1,0
1760,186,0,461,1,255,,,,1,0
1761,31,0,0,1.1,255,SahauginskinOrange,,,1,0
1762,31,0,0,1,255,SahauginskinOrange,,,1,0
1763,31,0,0,1.5,255,SahauginskinOrange,,,1,0
1764,53,0,23,1,255,,,,1,0
1765,49,0,462,1,255,,,,0,0
1766,54,0,463,1,255,,,,0,0
1767,49,0,464,1,255,,,,1,0
1768,50,0,465,1,255,,,,1,0
1769,49,0,466,1,255,,,,0,0
1770,55,0,458,1,255,,,,0,0
1771,55,0,468,1,125,,,,0,0
1772,62,0,0,2,255,HydraSkinViolet,,,3,0
1773,31,0,0,2,255,SahauginskinOrange,,,1,0
1774,53,0,491,1,255,,,,0,0
1775,53,0,489,1,255,,,,0,0
1776,53,0,508,1,255,,,,0,0
1777,53,0,498,1,255,,,,0,0
1778,53,0,476,1,255,,,,0,0
1779,53,0,497,1,255,,,,0,0
1780,53,0,493,1,255,,,,0,0
1781,53,0,502,1,255,,,,0,0
1782,53,0,484,1,255,,,,0,0
1783,53,0,501,1,255,,,,0,0
1784,53,0,499,1,255,,,,0,0
1785,53,0,470,1,255,,,,0,0
1786,54,0,496,1,255,,,,0,0
1787,53,0,492,1,255,,,,0,0
1788,53,0,488,1,255,,,,0,0
1789,53,0,494,1,255,,,,0,0
1790,53,0,473,1,255,,,,0,0
1791,54,0,479,1,255,,,,0,0
1792,53,0,306,1,255,,,,1,0
1793,54,0,504,1,255,,,,0,0
1794,53,0,485,1,255,,,,0,0
1795,53,0,486,1,255,,,,0,0
1796,53,0,507,1,255,,,,0,0
1797,53,0,480,1,255,,,,0,0
1798,53,0,490,1,255,,,,0,0
1799,54,0,482,1,255,,,,0,0
1800,53,0,505,1,255,,,,0,0
1801,53,0,477,1,255,,,,0,0
1802,53,0,472,1,255,,,,0,0
1803,53,0,478,1,255,,,,0,0
1804,53,0,500,1,255,,,,0,0
1805,53,0,487,1,255,,,,0,0
1806,53,0,471,1,255,,,,1,0
1807,53,0,506,1,255,,,,1,0
1808,53,0,474,1,255,,,,1,0
1809,53,0,503,1,255,,,,0,0
1810,53,0,475,1,255,,,,1,0
1811,54,0,481,1,255,,,,1,0
1812,54,0,483,1,255,,,,1,0
1813,53,0,495,1,255,,,,0,0
1814,58,0,509,1,255,,,,0,0
1815,50,0,519,1,255,,,,0,0
1816,133,0,0,1.5,255,ThreshadonSkinGreen,,,1,0
1817,172,0,0,1.2,255,LobstrokPurple,,,1,0
1818,172,0,0,0.7,255,LobstrokRed,,,1,0
1819,172,0,0,0.5,255,LobstrokblueGreen,,,1,0
1820,53,0,522,1,255,,,,1,0
1821,53,0,520,1,255,,,,0,0
1822,53,0,525,1,255,,,,1,0
1823,49,0,535,1,255,,,,0,0
1824,207,0,0,1,255,,,,0,0
1825,207,0,0,1,255,Wisp,,,0,0
1826,49,0,539,1,255,,,,0,0
1827,49,0,536,1,255,HumanMaleCitizenLow,,,1,0
1828,58,0,528,1,255,,,,1,0
1829,57,0,530,1,255,,,,1,0
1830,49,0,537,1,255,HumanMaleCitizenLow,,,1,0
1831,57,0,532,1,255,,,,1,0
1832,182,0,510,1,255,,,,0,0
1833,49,0,540,1,255,HumanMaleCitizenLow,,,1,0
1834,53,0,511,1,255,,,,1,0
1835,53,0,521,1,255,,,,1,0
1836,51,0,534,1,255,,,,1,0
1925,49,0,604,1,255,,,,1,0
1926,49,0,605,1,255,,,,1,0
1927,54,0,606,1,255,,,,0,0
1928,49,0,607,1,255,HumanMaleCitizenLow,,,1,0
1929,49,0,608,1,255,HumanMaleCitizenLow,,,1,0
1930,182,0,609,1,255,,,,1,0
1931,55,0,610,1,255,,,,1,0
1932,56,0,611,1,255,,,,1,0
1933,82,0,0,1.2,255,LionessSkinGold,,,1,0
1934,210,0,0,1.3,255,LionSkinWhite,,,1,0
1935,53,0,612,1,255,,,,0,0
1936,209,0,0,1,255,HippogryphSkin01,HippogryphSkin02,,2,0
1937,56,0,613,1,128,,,,1,0
1938,132,0,0,0.9,255,CrabSkinVermillian,,,0,0
1939,132,0,0,1,255,CrabSkinVermillian,,,0,0
1940,172,0,0,0.5,255,LobstrokRed,,,1,0
1941,59,0,614,1.2,255,,,,0,0
1942,60,0,2467,1.2,255,,,,0,0
1943,49,0,616,1,255,,,,0,0
1944,49,0,617,1,255,,,,0,0
1945,55,0,618,1,255,,,,0,0
1947,44,0,0,1,255,WargenSkinWhite,,,1,0
1948,57,0,620,1,255,,,,0,0
1950,43,0,0,1.1,255,WolfSkin_Ghost,,,1,0
1951,65,0,0,1.1,255,HorseSkinEvil,,,1,0
1952,65,0,0,1.2,255,HorseSkinEvil,,,1,0
1954,411,189,0,0.6,255,BatSkin01,BatSkin02,,1,0
1955,411,189,0,0.45,255,BatSkin01,BatSkin02,,-1,0
1956,55,0,621,1,255,,,,1,0
1957,56,0,623,1,255,,,,0,0
1958,191,0,0,1.1,255,ThunderBeastSkinGreen,,,3,0
1959,34,0,0,0.65,255,RaptorSkinRed,,,1,0
1960,34,0,0,0.55,255,RaptorSkinRed,,,1,0
1961,38,0,0,1.1,255,TallStriderSkinPink,,,1,0
1962,34,0,0,1.15,255,RaptorSkinRed,,,1,0
1963,145,0,0,1,255,QuilBoarSkinWhite,QuilBoarSkinWhite_Alpha,,1,0
1964,145,0,0,1,255,QuilBoarSkinGrey,QuilBoarSkinGrey_Alpha,,1,0
1965,57,0,624,1,255,,,,1,0
1967,145,0,0,0.8,255,QuilBoarSkin,QuilBoarSkin_Alpha,,1,0
1968,53,0,625,1,255,,,,1,0
1969,54,0,626,1,255,,,,0,0
1970,53,0,627,1,255,,,,1,0
1971,210,0,0,0.95,255,LionSkinGold,,,1,0
1972,210,0,0,0.9,255,LionSkinGold,,,1,0
1973,210,0,0,1,255,LionSkinGold,,,1,0
1974,75,0,0,0.8,255,WindSerpentSkin,WindSerpentWingSkin,,1,0
1975,75,0,0,0.7,255,WindSerpentSkin,WindSerpentWingSkin,,1,0
1976,185,0,628,1,255,,,,1,0
1977,210,0,0,1.2,255,LionSkinGold,,,1,0
1978,82,0,0,1,255,LionessSkinGold,,,1,0
1979,44,0,0,1.2,255,WargenSkinBrown,,,1,0
1980,56,0,315,1,255,,,,1,0
1981,54,0,630,0.6,255,,,,0,0
1982,56,0,631,1,255,,,,1,0
1983,55,0,632,1,255,,,,1,0
1984,49,0,633,1,255,,,,0,0
1985,49,0,634,1,255,,,,0,0
1986,170,0,0,1,255,SnakeSkinDarkGreenYellow,,,1,0
1987,170,0,0,1,255,SnakeSkinYellowBlack,,,1,0
1988,141,0,0,2,255,EntSkinBrown,,,2,0
1989,63,0,0,0.8,255,TarantulaSkinGreen,,,1,0
1990,83,0,0,1.3,255,BearSkinBrown,,,1,0
1991,194,0,0,1,255,WapitiSkinGreen,,,1,0
1992,194,0,0,1.15,255,WapitiSkinGreen,,,1,0
1993,62,0,0,1.5,255,HydraSkinBlue,,,3,0
1994,31,0,0,1.15,255,Sahauginskin,,,1,0
1995,31,0,0,1.1,255,Sahauginskin,,,1,0
1996,8,0,0,1.3,255,FurbolgSkinBlue,FurbolgStuffgray,,1,0
1997,8,0,0,1.45,255,FurbolgSkinBlue,FurbolgStuffWhite,,1,0
1998,8,0,0,1.6,255,FurbolgSkinBlue,FurbolgStuffBrown,,1,0
1999,8,0,0,1.3,255,FurbolgSkinBrown,FurbolgStuffgray,,1,0
2000,8,0,0,1.4,255,FurbolgSkinBrown,FurbolgStuffWhite,,1,0
2001,8,0,0,1.25,255,FurbolgSkinBrown,FurbolgStuffBlack,,1,0
2002,8,0,0,1.5,255,FurbolgSkinBlue,FurbolgSkinWhite,,1,0
2003,8,0,0,1.4,255,FurbolgSkinBrown,FurbolgStuffBlack,,1,0
2004,8,0,0,1.45,255,FurbolgSkinBrown,FurbolgStuffBrown,,1,0
2005,49,0,635,1,255,,,,0,0
2006,57,0,636,1,255,,,,0,0
2007,78,0,0,1,255,SatyrSkinRed,SatyrSkinRedAlpha,,1,0
2008,78,0,0,0.9,255,SatyrSkinPink,SatyrSkinPinkAlpha,,1,0
2009,78,0,0,0.9,255,SatyrSkinRed,SatyrSkinRedAlpha,,1,0
2010,78,0,0,1,255,SatyrSkinAlbino,SatyrSkinAlbinoAlpha,,1,0
2011,78,0,0,1,255,SatyrSkinBlue,SatyrSkinBlueAlpha,,1,0
2012,78,0,0,0.9,255,SatyrSkinBlue,SatyrSkinBlueAlpha,,1,0
2013,78,0,0,0.9,255,SatyrSkinCrimson,SatyrSkinCrimsonAlpha,,1,0
2014,78,0,0,1.1,255,SatyrSkinBlue,SatyrSkinBlueAlpha,,1,0
2015,78,0,0,1.1,255,SatyrSkinCrimson,SatyrSkinCrimsonAlpha,,1,0
2016,78,0,0,1.1,255,SatyrSkinAlbino,SatyrSkinAlbinoAlpha,,1,0
2017,78,0,0,1.1,255,SatyrSkinPink,SatyrSkinPinkAlpha,,1,0
2018,78,0,0,1.25,255,SatyrSkinPink,SatyrSkinPinkAlpha,,1,0
2019,78,0,0,1.25,255,SatyrSkinCrimson,SatyrSkinCrimsonAlpha,,1,0
2020,78,0,0,1.25,255,SatyrSkinAlbino,SatyrSkinAlbinoAlpha,,1,0
2021,78,0,0,1.2,255,SatyrSkinBlue,SatyrSkinBlueAlpha,,1,0
2022,2,0,0,1,255,BogBeastSkinRed,BogBeastSkinRedAlpha,,1,0
2023,2,0,0,1.15,255,BogBeastSkinBlackGreen,BogBeastSkinBlackGreenAlpha,,-1,0
2024,2,0,0,1.3,255,BogBeastSkinGreen,BogBeastSkinGreenAlpha,,-1,0
2025,185,0,637,1,255,,,,0,0
2026,59,0,638,1.2,255,,,,1,0
2027,49,0,640,1,255,,,,0,0
2028,81,0,0,1,255,SlimeSkinCrimson,,,1,0
2029,49,0,641,1.2,255,,,,1,0
2030,202,0,0,0.7,255,,,,0,0
2031,82,0,0,1.1,255,TigerSkinBrown,,,1,0
2032,49,0,643,1,255,,,,0,0
2033,141,0,0,2,255,EntSkinBrown,,,2,0
2034,56,0,644,1,255,,,,0,0
2035,56,0,642,1,255,,,,0,0
2036,54,0,512,1,255,,,,0,0
2037,58,0,2395,1,255,,,,1,0
2038,50,0,645,1,255,,,,1,0
2039,49,0,649,1,255,HumanMaleCitizenLow,,,1,0
2040,49,0,651,1,255,,,,1,0
2041,49,0,652,1.3,255,,,,1,0
2042,49,0,654,1.2,255,,,,1,0
2043,50,0,655,1.25,255,,,,1,0
2044,49,0,656,1,255,,,,1,0
2045,49,0,657,1,255,,,,1,0
2046,57,0,659,1,255,,,,1,0
2047,50,0,661,1,255,,,,1,0
2048,49,0,663,1,255,,,,1,0
2049,54,0,664,1,255,,,,0,0
2050,58,0,670,1,255,,,,1,0
2051,49,0,669,1,255,,,,0,0
2052,49,0,672,1,255,,,,1,0
2053,56,0,646,1,255,,,,1,0
2054,56,0,647,1,255,,,,1,0
2055,56,0,648,1,255,,,,1,0
2056,56,0,658,1,255,,,,1,0
2057,56,0,665,1,255,,,,1,0
2058,56,0,666,1,255,,,,1,0
2059,55,0,650,1,255,,,,1,0
2060,55,0,653,1,255,,,,1,0
2061,55,0,660,1,255,,,,1,0
2062,55,0,662,1,255,,,,1,0
2063,55,0,667,1,255,,,,1,0
2064,55,0,671,1,255,,,,1,0
2065,55,0,2432,1,255,,,,1,0
2066,55,0,2423,1,255,,,,1,0
2067,55,0,2433,1,255,,,,1,0
2068,56,0,2431,1,255,,,,1,0
2069,110,0,0,0.3,255,WaterElementalSkin,,,1,0
2070,49,0,673,1,255,,,,1,0
2071,182,0,674,1,255,,,,1,0
2072,49,0,675,1,255,,,,0,0
2073,49,0,676,1,255,,,,0,0
2074,49,0,679,1,255,,,,0,0
2075,69,0,0,1,255,RockElementalSkinBlack,,,1,0
2076,1,0,0,1,255,BasiliskSkinBlack,BasiliskCrystalSkin,,-1,0
2077,141,0,0,2,255,EntSkinRed,,,2,0
2078,141,0,0,2,255,EntSkinDead,,,2,0
2079,141,0,0,2,255,EntSkinDead,,,2,0
2080,49,0,715,1,255,,,,1,0
2082,59,0,714,1,255,,,,1,0
2083,59,0,684,1,255,,,,1,0
2084,59,0,701,1,255,,,,1,0
2085,59,0,702,1,255,,,,1,0
2086,59,0,700,1,255,,,,1,0
2087,59,0,719,1,255,,,,1,0
2088,59,0,711,1,255,,,,1,0
2089,59,0,703,1,255,,,,1,0
2090,59,0,681,1,255,,,,1,0
2091,59,0,695,1,255,,,,1,0
2092,59,0,685,1,255,,,,1,0
2093,59,0,688,1,255,,,,1,0
2094,59,0,690,1,255,,,,1,0
2095,59,0,710,1,255,,,,1,0
2096,59,0,716,1,255,,,,1,0
2097,59,0,706,1,255,,,,1,0
2098,59,0,930,1,255,,,,1,0
2099,59,0,698,1,255,,,,1,0
1837,53,0,514,1,255,,,,1,0
1838,57,0,531,1,255,,,,1,0
1839,54,0,533,1,255,,,,0,0
1840,50,0,538,1,255,,,,1,0
1841,54,0,1696,1,255,,,,0,0
1842,50,0,518,1,255,,,,1,0
1843,54,0,527,1,255,,,,0,0
1844,53,0,515,1,255,,,,1,0
1845,53,0,516,1,255,,,,1,0
1846,53,0,524,1,255,,,,1,0
1847,53,0,523,1,255,,,,1,0
1848,53,0,513,1,255,,,,1,0
1849,53,0,529,1,255,,,,1,0
1850,54,0,526,1,255,,,,0,0
2546,63,0,0,1.2,255,TarantulaSkinOrange,,,1,0
2548,137,0,0,0.9,255,CrocodileSkinMarsh,,,0,0
2549,137,0,0,1.1,255,CrocodileSkinMarsh,,,0,0
2550,137,0,0,1.2,255,CrocodileSkinSwamp,,,0,0
2552,47,0,0,1.2,255,DragonSpawnSkin,DragonSpawnBodySkin,,-1,0
2554,47,0,0,1.25,255,DragonSpawnSkin,DragonSpawnBodySkin,,-1,0
2557,49,0,1047,1,255,HumanMaleCitizenLow,,,1,0
2558,50,0,1032,1,255,,,,1,0
2561,49,0,1039,1,255,,,,1,0
2562,50,0,1038,1,255,,,,1,0
2563,49,0,1035,1,255,,,,1,0
2564,50,0,1033,1,255,,,,1,0
2565,49,0,1045,1,255,HumanMaleCitizenLow,,,1,0
2566,2,0,0,1.1,255,BogBeastSkinGreen,BogBeastSkinGreenAlpha,,1,0
2567,2,0,0,1.15,255,BogBeastSkinRed,BogBeastSkinRedAlpha,,-1,0
2568,81,0,0,0.9,255,SlimeSkinGreen,,,1,0
2569,81,0,0,1.1,255,SlimeSkinAquaBlue,,,1,0
2570,34,0,0,0.9,255,RaptorSkinRed,,,1,0
2571,34,0,0,1,255,RaptorSkinRed,,,1,0
2572,55,0,591,1,255,,,,1,0
2573,34,0,0,1,255,RaptorSkinRed,,,1,0
2574,34,0,0,1.2,255,RaptorSkinRed,,,1,0
2575,56,0,592,1,255,,,,1,0
2576,51,0,573,1,255,,,,1,0
2577,52,0,590,1,255,,,,1,0
2578,59,0,254,1,255,,,,1,0
2579,60,0,1600,1,255,,,,1,0
2581,182,0,944,1,255,,,,1,0
2582,49,0,1123,1,255,HumanMaleCitizenLow,,,1,0
2583,50,0,1207,1,255,,,,1,0
2584,53,0,23,1,255,,,,1,0
2585,54,0,463,1,255,,,,1,0
2586,57,0,0,1,255,,,,1,0
2587,58,0,0,1,255,,,,1,0
2588,185,0,2981,1,255,,,,1,0
2589,186,0,0,1,255,,,,1,0
2590,183,0,3580,1,255,,,,1,0
2591,50,0,1071,1,255,,,,1,0
2592,36,0,0,1.1,255,AurokkSkin,,,1,0
2593,49,0,1074,1,255,,,,0,0
2594,49,0,1085,1,255,,,,0,0
2595,55,0,1094,1,255,,,,0,0
2596,55,0,1097,1,255,,,,1,0
2597,31,0,0,1.1,255,SahauginskinGray,,,1,0
2598,172,0,0,1,255,LobstrokPurple,,,1,0
2599,172,0,0,1.1,255,LobstrokPurple,,,1,0
2600,172,0,0,1.1,255,LobstrokBlack,,,1,0
2601,133,0,0,1.3,255,ThreshadonSkinGray,,,1,0
2602,133,0,0,1.15,255,ThreshadonSkinGray,,,1,0
2603,49,0,1099,1,255,,,,1,0
2604,49,0,3534,1,255,,,,0,0
2605,57,0,1101,1,255,,,,1,0
2606,174,0,0,1.5,255,SkeletonMage,,,1,0
2607,49,0,1102,1,255,,,,1,0
2608,50,0,1103,1,255,,,,1,0
2609,192,0,0,1.3,255,HyenaSkin,,,1,0
2610,57,0,1068,1,255,,,,0,0
2611,57,0,1064,1,255,,,,0,0
2612,57,0,1062,1,255,,,,0,0
2613,57,0,1072,1,255,,,,0,0
2614,57,0,1077,1,255,,,,0,0
2615,57,0,1088,1,255,,,,0,0
2616,57,0,1086,1,255,,,,0,0
2617,57,0,1081,1,255,,,,0,0
2618,57,0,1981,1,255,,,,0,0
2619,57,0,1059,1,255,,,,0,0
2620,57,0,1078,1,255,,,,0,0
2621,57,0,1095,1,255,,,,0,0
2622,57,0,1052,1,255,,,,0,0
2623,57,0,1093,1,255,,,,0,0
2624,57,0,1092,1,255,,,,0,0
2625,57,0,1069,1,255,,,,0,0
2626,57,0,1090,1,255,,,,0,0
2627,57,0,1083,1,255,,,,0,0
2628,57,0,1082,1,255,,,,0,0
2629,57,0,1048,1,255,,,,0,0
2630,57,0,1070,1,255,,,,0,0
2631,57,0,1067,1,255,,,,0,0
2632,57,0,1079,1,255,,,,0,0
2633,57,0,1075,1,255,,,,0,0
2634,57,0,1063,1,255,,,,0,0
2635,57,0,1073,1,255,,,,0,0
2636,57,0,1049,1,255,,,,0,0
2637,57,0,1056,1,255,,,,0,0
2638,57,0,1046,1,255,,,,0,0
2639,57,0,1066,1,255,,,,0,0
2640,57,0,1060,1,255,,,,0,0
2641,57,0,1043,1,255,,,,0,0
2642,57,0,1076,1,255,,,,0,0
2643,57,0,1087,1,255,,,,0,0
2644,57,0,1058,1,255,,,,0,0
2645,57,0,1042,1,255,,,,0,0
2646,57,0,2309,1,255,,,,0,0
2647,57,0,1054,1,255,,,,0,0
2648,57,0,1065,1,255,,,,0,0
2649,57,0,1080,1,255,,,,0,0
2650,57,0,1061,1,255,,,,0,0
2651,57,0,1096,1,255,,,,0,0
2652,57,0,1053,1,255,,,,0,0
2653,57,0,1051,1,255,,,,0,0
2654,57,0,1050,1,255,,,,0,0
2655,57,0,1044,1,255,,,,0,0
2656,58,0,1040,1,255,,,,0,0
2657,58,0,1021,1,255,,,,0,0
2658,58,0,1036,1,255,,,,0,0
2659,58,0,1029,1,255,,,,0,0
2660,58,0,1018,1,255,,,,0,0
2661,58,0,1031,1,255,,,,0,0
2662,58,0,1031,1,255,,,,0,0
2663,58,0,1025,1,255,,,,0,0
2664,58,0,1027,1,255,,,,0,0
2665,58,0,1098,1,255,,,,0,0
2666,58,0,1019,1,255,,,,0,0
2667,58,0,1023,1,255,,,,0,0
2668,58,0,1028,1,255,,,,0,0
2669,58,0,1041,1,255,,,,0,0
2670,58,0,1034,1,255,,,,0,0
2671,58,0,1026,1,255,,,,0,0
2672,58,0,1037,1,255,,,,0,0
2673,58,0,1022,1,255,,,,0,0
2674,58,0,1017,1,255,,,,0,0
2675,51,0,1057,1,255,,,,0,0
2676,167,0,0,1,255,ZombieSkinBlack,,,1,0
2677,53,0,1107,1,255,,,,0,0
2678,54,0,1108,1,255,,,,0,0
2679,49,0,1105,1,255,,,,0,0
2680,50,0,1106,1,255,,,,0,0
2681,128,0,0,1,255,PirateCrewman05SS,,,1,0
2682,128,0,0,1,255,PirateCrewman07SS,,,1,0
2683,128,0,0,1,255,PirateCrewman06SS,,,1,0
2684,57,0,1109,1,255,,,,0,0
2685,57,0,1110,1,255,,,,0,0
2686,55,0,1114,1,255,,,,0,0
2687,78,0,0,1.4,255,SatyrSkinBlue,SatyrSkinBlueAlpha,,1,0
2688,49,0,346,1,255,,,,0,0
2689,57,0,1115,1,255,,,,1,0
2690,84,0,0,1,255,StoneGolemSkinCopper,,,1,0
2691,84,0,0,1,255,StoneGolemSkinEarth,,,1,0
2692,84,0,0,1,255,StoneGolemSkinGold,,,1,0
2693,84,0,0,1,255,StoneGolemSkinGrey,,,1,0
2694,84,0,0,1,255,StoneGolemSkinJade,,,1,0
2695,84,0,0,1,255,StoneGolemSkinObsidian,,,1,0
2696,84,0,0,1,255,StoneGolemSkinPlatinum,,,1,0
2697,84,0,0,1,255,StoneGolemSkinRed,,,1,0
2698,84,0,0,1,255,StoneGolemSkinTurquoise,,,1,0
2699,75,0,0,1,255,WindSerpentSkinRed,WindSerpentWingSkinOarnge,,1,0
2700,75,0,0,1,255,WindSerpentSkinGreen,WindSerpentWingSkinGreen,,1,0
2702,75,0,0,1,255,WindSerpentSkinRed,WindSerpentWingSkinRed,,1,0
2703,75,0,0,1,255,WindSerpentSkinWhite,WindSerpentWingSkinWhite,,1,0
2704,59,0,1116,1,255,,,,0,0
2705,75,0,0,0.75,255,WindSerpentSkinWhite,WindSerpentWingSkinWhite,,1,0
2706,75,0,0,0.75,255,WindSerpentSkinGreen,WindSerpentWingSkinGreen,,1,0
2707,75,0,0,1.2,255,WindSerpentSkinGreen,WindSerpentWingSkinGreen,,1,0
2708,75,0,0,1.5,255,WindSerpentSkinGreen,WindSerpentWingSkinGreen,,1,0
2709,192,0,0,0.8,255,HyenaSkinRed,,,1,0
2710,192,0,0,0.8,255,HyenaSkinYellow,,,1,0
2711,192,0,0,1,255,HyenaSkinYellow,,,1,0
2712,192,0,0,1.1,255,HyenaSkinYellow,,,1,0
2713,192,0,0,0.8,255,HyenaSkinBlue,,,1,0
2714,192,0,0,1.1,255,HyenaSkinWhite,,,1,0
2715,192,0,0,1.2,255,HyenaSkinWhite,,,1,0
