ID,ModelID,SoundID,ExtendedDisplayInfoID,CreatureModelScale,CreatureModelAlpha,TextureVariation[0],TextureVariation[1],TextureVariation[2],BloodID
654,124,0,0,0.6,255,DeerSkin,,,0
655,32,0,0,1.02,255,OgreSkin1Green,OgreSkin2Green,,0
656,74,0,0,1.1,255,HumanMalePeasantLightSkin,,,0
657,44,0,0,0.9,255,WargenSkinBlack,,,0
658,108,0,0,0.9,255,HumanMaleCaster_DefiasMage,,,0
659,30,0,0,0.8,255,MineSpiderSkinOlive,,,0
660,99,0,0,1.1,255,HumanFemaleWarriorLight_Skin01,,,0
661,42,0,0,0.8,255,TrollSkinArcticFrostManeCaster,,,0
662,123,0,0,1.13,255,ShadowHideGnollFighterSkin,,,0
664,31,0,0,1.35,255,SahauginskinGray,,,0
665,119,0,0,1.1,255,TrollSkinArcticFrostManeMelee,,,0
666,43,0,0,0.75,255,WolfSkinTimber,WolfSkinTimberAlpha,,0
667,10,0,0,0.9,255,MossHideGnollWhelpSkin,,,0
668,10,0,0,1.2,255,MossHideGnollWhelpSkin,,,0
670,34,0,0,0.55,255,RaptorSkinOrange,,,0
671,34,0,0,0.6,255,RaptorSkinOrange,,,0
672,34,0,0,0.6,255,RaptorSkinOrange,,,0
673,34,0,0,0.7,255,RaptorSkinOrange,,,0
674,34,0,0,0.55,255,RaptorSkinMottledDarkGreen,,,0
675,34,0,0,0.6,255,RaptorSkinMottledBlueGreen,,,0
676,34,0,0,0.65,255,RaptorSkinMottledDarkGreen,,,0
677,34,0,0,0.7,255,RaptorSkinMottledBlueGreen,,,0
679,31,0,0,0.9,255,SahauginskinBlue,,,0
680,31,0,0,0.9,255,SahauginskinGray,,,0
681,81,0,0,1.3,255,SlimeSkinCrimson,,,0
682,81,0,0,1.5,255,SlimeSkinAquaBlue,,,0
685,47,0,0,1.3,255,DragonSpawnSkinRed,DragonSpawnBodySkinRed,,0
686,47,0,0,1.2,255,DragonSpawnSkinRed,DragonSpawnBodySkinRed,,0
687,47,0,0,1.5,255,DragonSpawnSkinRed,DragonSpawnBodySkinRed,,0
688,115,0,0,0.85,255,DwarfMaleWarriorLightSkin,,,0
689,6,0,0,3,255,DragonWhelpSkinGreen,,,0
690,6,0,0,2.9,255,DragonWhelpSkinGreen,,,0
691,117,0,0,1.6,255,TrollSkinJungleSplitSkullBoss,,,0
692,116,0,0,1.2,255,TrollSkinJungleSplitSkullCaster,,,0
693,117,0,0,1.5,255,TrollSkinJungleBloodScalpBoss,,,0
694,6,0,0,1.5,255,DragonWhelpSkinGreen,,,0
695,34,0,0,0.75,255,RaptorSkinMottledDarkGreen,,,0
696,95,0,0,0.5,255,HumanFemaleMerchant03Skin1,,,0
697,2,0,0,1.4,255,BogBeastSkinRed,BogBeastSkinRedAlpha,,0
698,82,0,0,1.1,255,TigerSkinRed,,,0
699,132,0,0,1.35,255,CrabSkinBronze,,,0
702,66,0,0,0.8,255,BoarSkinBrown,,,0
703,66,0,0,0.9,255,BoarSkinBrown,,,0
704,66,0,0,1,255,BoarSkinBrown,,,0
705,76,0,0,0.6,255,FrenzySkinBlue,,,0
706,83,0,0,1.3,255,BearSkinBlack,,,0
707,83,0,0,1,255,BearSkinBlack,,,0
708,83,0,0,0.9,255,BearSkinBlack,,,0
709,63,0,0,0.4,255,TarantulaSkinGreen,,,0
711,30,0,0,0.6,255,MineSpiderSkinWetLands,,,0
712,2,0,0,0.9,255,BogBeastSkinBlackGreen,BogBeastSkinBlackGreenAlpha,,0
713,2,0,0,1,255,BogBeastSkinBlackGreen,BogBeastSkinBlackGreenAlpha,,0
714,10,0,0,1.1,255,MossHideGnollWhelpSkin,,,0
715,6,0,0,1.25,255,DragonWhelpSkinBlack,,,0
716,47,0,0,1.3,255,DragonSpawnSkinRed,DragonSpawnBodySkinRed,,0
719,83,0,0,0.7,255,BearSkinBlack,,,0
720,73,0,0,1.2,255,DireWolfSkinLightBlue,DireWolfSkinLightBlueAlpha,,0
721,41,0,0,1.3,255,TroglodyteSkinNormal,,,0
722,41,0,0,1.1,255,TroglodyteSkinNormal,,,0
723,41,0,0,0.9,255,TroglodyteSkinPurple,,,0
726,41,0,0,0.8,255,TroglodyteSkinPurple,,,0
729,44,0,0,0.9,255,WargenSkinWhite,,,0
730,41,0,0,0.7,255,TroglodyteSkinPurple,,,0
732,70,0,0,1,255,SkeletonSkinDarkTeal,,,0
733,70,0,0,1.1,255,SkeletonSkinDarkTeal,,,0
734,70,0,0,1.15,255,SkeletonSkinDarkTeal,,,0
735,70,0,0,1.2,255,SkeletonSkinGreen,,,0
736,44,0,0,1.1,255,WargenSkinBlack,,,0
739,83,0,0,1.4,255,BearSkinBlack,,,0
740,32,0,0,1,255,OgreSkin1Red,OgreSkin2Red,,0
741,73,0,0,1.1,255,DireWolfSkinDarkBlack,DireWolfSkinDarkBlackAlpha,,0
742,42,0,0,1.2,255,TrollSkinArcticFrostManeScout,,,0
743,42,0,0,0.9,255,TrollSkinArcticFrostManeScout,,,0
744,66,0,0,0.9,255,BoarSkinBlue,,,0
745,115,0,0,0.5,255,DwarfMaleWarriorLightSkin,,,0
746,115,0,0,0.6,255,DwarfMaleWarriorLightSkin,,,0
748,82,0,0,0.8,255,TigerSkinSnow,,,0
749,82,0,0,1,255,TigerSkinSnow,,,0
750,32,0,0,1.2,255,OgreSkin1Red,OgreSkin2Red,,0
751,95,0,0,1,255,HumanFemaleMerchant03Skin1,,,0
752,93,0,0,1,255,HumanFemaleMerchant01_GreenApron,,,0
753,95,0,0,1,255,HumanFemaleMerchant03Skin2,,,0
754,109,0,0,1,255,HumanFemaleCaster_SkinMage,,,0
755,34,0,0,1,255,RaptorSkinMottledBlueGreen,,,0
756,54,0,0,0.6,255,,,,0
757,31,0,0,1.3,255,Sahauginskin,,,0
759,63,0,0,0.7,255,TarantulaSkinGreen,,,0
760,63,0,0,0.5,255,TarantulaSkinGreen,,,0
762,83,0,0,1.1,255,BearSkinBlack,,,0
763,41,0,0,0.8,255,TroglodyteSkinNormal,,,0
764,41,0,0,0.9,255,TroglodyteSkinNormal,,,0
765,41,0,0,1,255,TroglodyteSkinNormal,,,0
767,81,0,0,1.2,255,SlimeSkinBlackpudding,,,0
768,30,0,0,0.5,255,MineSpiderSkinGreen,,,0
774,26,26,0,1.1,255,koboldskinNormal,,,0
775,70,0,0,1.4,255,SkeletonSkinDarkTeal,,,0
776,43,0,0,0.65,255,WolfSkinArctic,WolfSkinArcticAlpha,,0
780,43,0,0,1,255,WolfSkinBlack,WolfSkinBlackAlpha,,0
781,43,0,0,0.8,255,WolfSkinBlack,WolfSkinBlackAlpha,,0
782,43,0,0,1.1,255,WolfSkinBlack,WolfSkinBlackAlpha,,0
783,43,0,0,0.9,255,WolfSkinTimber,WolfSkinTimberAlpha,,0
784,43,0,0,0.9,255,WolfSkinBlack,WolfSkinBlackAlpha,,0
785,43,0,0,0.7,255,WolfSkinArctic,WolfSkinArcticAlpha,,0
787,34,0,0,0.9,255,RaptorSkinYellow,,,0
788,34,0,0,0.9,255,RaptorSkinOrange,,,0
789,53,0,0,0.6,255,,,,0
790,104,0,0,1,255,HumanMaleWarriorHeavy_Skin02,,,0
791,35,0,0,1,255,SeaGiantSkin01,SeaGiantSkin02,,0
792,136,0,0,4.8,255,GorillaSkinSilver,,,0
793,128,0,0,1,255,PirateCrewman01,,,0
794,129,0,0,1,255,Swashbuckler02,,,0
795,108,0,0,1,255,HumanMaleCaster_SkinWarlock,,,0
796,129,0,0,1,255,Swashbuckler01,,,0
797,127,0,0,1,255,PirateCaptain01,,,0
798,1,0,0,1.5,255,BasiliskSkin,BasiliskCrystalSkin,,0
800,62,0,0,2,255,HydraSkinBlue,,,0
801,43,0,0,0.8,255,WolfSkinArctic,WolfSkinArcticAlpha,,0
802,43,0,0,1,255,WolfSkinArctic,WolfSkinArcticAlpha,,0
803,53,0,23,1,255,DwarfMaleWarriorLightSkin,,,0
805,83,0,0,1.1,255,BearSkinWhite,,,0
806,83,0,0,1,255,BearSkinBlue,,,0
807,137,0,0,1,255,CrocodileSkinSwamp,,,0
809,136,0,0,1.2,255,GorillaSkinBlack,,,0
810,16,0,0,1,255,HumanThiefSkin_var4,,,0
811,33,0,0,1.3,255,OgreMageSkin1Copper,OgreMageSkin2Copper,,0
814,137,0,0,0.9,255,CrocodileSkinSwamp,,,0
815,137,0,0,1.1,255,CrocodileSkinSwamp,,,0
816,104,0,0,1.1,255,HumanMaleWarriorHeavy_Skin01,,,0
820,83,0,0,0.9,255,BearSkinDrkBrown,,,0
821,63,0,0,0.8,255,TarantulaSkinBrown,,,0
822,83,0,0,1.1,255,BearSkinBrown,,,0
824,53,0,23,1,255,,,,0
825,53,0,1451,1,255,,,,0
826,53,0,23,1,255,,,,0
827,63,0,0,0.5,255,TarantulaSkinBrown,,,0
828,45,0,0,1,255,GhoulSkinRed,,,0
829,45,0,0,0.8,255,GhoulSkinRed,,,0
830,41,0,0,1.2,255,TroglodyteSkinPurple,,,0
831,137,0,0,0.5,255,CrocodileSkinSwamp,,,0
832,53,0,23,1,255,,,,0
833,137,0,0,0.8,255,CrocodileSkinRiver,,,0
834,137,0,0,0.9,255,CrocodileSkinRiver,,,0
835,137,0,0,0.9,255,CrocodileSkinSwamp,,,0
836,131,0,0,1,255,GnomeLeporSkin,,,0
837,136,0,0,1,255,GorillaSkinSilver,,,0
838,136,0,0,1,255,GorillaSkinGrey,,,0
839,136,0,0,1,255,GorillaSkinBlack,,,0
840,136,0,0,1.2,255,GorillaSkinWhite,,,0
841,136,0,0,0.8,255,GorillaSkinSilver,,,0
842,136,0,0,0.7,255,GorillaSkinGrey,,,0
843,136,0,0,0.8,255,GorillaSkinGrey,,,0
844,136,0,0,0.9,255,GorillaSkinSilver,,,0
845,136,0,0,0.9,255,GorillaSkinBlack,,,0
846,133,0,0,2,255,ThreshadonSkinSiena,,,0
847,10,0,0,0.85,255,RothideGnollWhelpSkin,,,0
848,10,0,0,1,255,RothideGnollWhelpSkin,,,0
849,18,0,0,0.9,255,HumanMaleMagicsmith,,,0
850,139,0,0,0.5,255,FelHoundSkin,,,0
852,31,0,0,0.75,255,SahauginskinGray,,,0
853,31,0,0,0.8,255,SahauginskinGray,,,0
855,43,0,0,0.45,255,WolfSkinArctic,WolfSkinArcticAlpha,,0
856,140,0,0,1,255,Sheep,,,0
857,140,0,0,1,255,SheepBlack,,,0
858,10,0,0,1.1,255,RothideGnollWhelpSkin,,,0
859,10,0,0,1.5,255,RothideGnollWhelpSkin,,,0
860,67,0,0,0.33,255,AncientProtectorGreen,,,0
861,115,0,0,1.2,255,DwarfMaleWarriorLightSkin,,,0
862,2,0,0,0.8,255,BogBeastSkinBlackGreen,BogBeastSkinBlackGreenAlpha,,0
863,2,0,0,1,255,BogBeastSkinBlackGreen,BogBeastSkinBlackGreenAlpha,,0
864,141,0,0,1,255,EntSkinBrown,,,2
865,83,0,0,1.3,255,BearSkinWhite,,,0
867,133,0,0,1,255,ThreshadonSkinGreen,,,0
868,43,0,0,1,255,WolfSkinArcticAlpha,WolfSkinArctic,,0
869,43,0,0,1,255,WolfSkinArctic,WolfSkinArcticAlpha,,0
870,53,0,1710,1,255,,,,0
872,66,0,0,0.5,255,BoarSkinBrown,,,0
876,77,0,0,1,255,DryadSkin,DryadEyeGlow,ArmorReflect2,0
878,66,0,0,0.4,255,BoarSkinBrown,,,0
883,12,0,0,0.9,255,HarpyBlue,,,0
892,82,0,0,0.7,255,TigerSkinBlack,,,0
897,8,0,0,1,255,FurbolgSkinBrown,FurbolgStuffBrown,,0
899,67,0,0,1,255,AncientProtectorGreen,,,0
900,94,0,0,0.9,255,HumanFemaleFarmer_Bluedress,,,0
901,142,0,0,1,255,FrogBrownSpots,,,0
902,83,0,0,0.75,255,BearSkinBrown,,,0
903,43,0,0,0.7,255,WolfSkinTimber,WolfSkinTimberAlpha,,0
904,11,0,0,1,255,GrellSkinOrange,,,0
907,49,0,31,1,255,,,,0
908,143,0,0,1,255,HorseSkinChessnut,,,0
909,63,0,0,0.5,255,TarantulaSkinBrown,,,0
910,63,0,0,0.6,255,TarantulaSkinBrown,,,0
911,11,0,0,1,255,GrellSkinRed,,,0
913,83,0,0,1,255,BearSkinWhite,,,0
915,144,0,0,1,255,BansheeSkin,,,0
917,82,0,0,0.65,255,TigerSkinYellow,,,0
918,82,0,0,0.8,255,TigerSkinYellow,,,0
924,145,0,0,1,255,QuilBoarSkin,,,0
925,137,0,0,0.65,255,CrocodileSkinMarsh,,,0
927,146,0,0,0.95,255,WendigoSkinWhite,,,0
929,146,0,0,0.6,255,WendigoSkinWhite,,,0
931,146,0,0,0.85,255,WendigoSkinWhite,,,0
933,146,0,0,0.9,255,WendigoSkinWhite,,,0
934,146,0,0,1.05,255,WendigoSkinWhite,,,0
935,147,0,0,1.1,255,Gryphon_Skin01,Gryphon_Skin02,,0
936,8,0,0,1.2,255,FurbolgSkinBrown,FurbolgStuffBrown,,0
937,8,0,0,1.35,255,FurbolgSkinBlue,FurbolgStuffBlack,,0
945,34,0,0,0.65,255,RaptorSkinOrange,,,0
946,65,0,0,0.5,255,HorseSkinWhite,,,0
947,112,0,0,0.9,255,BlackRockClanOrcWarriorSkin,,,0
948,34,0,0,0.8,255,RaptorSkinOrange,,,0
949,34,0,0,0.85,255,RaptorSkinMottledBlueGreen,,,0
950,146,0,0,0.75,255,WendigoSkinWhite,,,0
953,149,0,0,1,255,HarvestStage2Chest,HarvestStage2Joint1,HarvestStage2Torso,0
954,82,0,0,0.9,255,TigerSkinSnow,,,0
955,30,0,0,0.65,255,MineSpiderSkinCave,,,0
956,6,0,0,1.3,255,DragonWhelpSkinRed,,,0
957,30,0,0,0.5,255,MineSpiderSkinGreen,,,0
958,30,0,0,0.5,255,MineSpiderSkinCave,,,0
959,30,0,0,0.7,255,MineSpiderSkinCave,,,0
960,34,0,0,0.55,255,RaptorSkinViolet,,,0
961,34,0,0,0.8,255,RaptorSkinYellow,,,0
962,18,0,0,0.75,255,HumanMaleMagicsmith,,,0
963,30,0,0,1,255,MineSpiderSkinBlood,,,0
964,100,0,0,1,255,HumanFemaleWarriorMedium_SkinTan,,,0
965,10,0,0,1.2,255,RothideGnollWhelpSkin,,,0
967,12,0,0,0.8,255,HarpyBrown,,,0
968,12,0,0,0.9,255,HarpyBrown,,,0
969,12,0,0,1,255,HarpyBrown,,,0
970,12,0,0,1.1,255,HarpyBrown,,,0
971,12,0,0,1.2,255,HarpyBrown,,,0
972,12,0,0,1.3,255,HarpyBrown,,,0
974,12,0,0,1.5,255,HarpyBrown,,,0
975,84,0,0,0.9,255,StoneGolemSkin,,,0
976,41,0,0,1,255,TroglodyteSkinGreen,,,0
979,132,0,0,1,255,CrabSkinSaphire,,,0
981,132,0,0,1,255,CrabSkinIvory,,,0
982,83,0,0,1.1,255,BearSkinBrown,,,0
983,31,0,0,1,255,SahauginskinBlue,,,0
984,144,0,0,0.8,255,BansheeSkin,,,0
985,144,0,0,0.7,255,BansheeSkin,,,0
986,10,0,0,0.95,255,RothideGnollWhelpSkin,,,0
987,45,0,0,1,255,GhoulSkinBlue,,,0
990,41,0,0,0.9,255,TroglodyteSkinGreen,,,0
991,41,0,0,0.95,255,TroglodyteSkinGreen,,,0
992,133,0,0,1.05,255,ThreshadonSkinGreen,,,0
993,133,0,0,1.1,255,ThreshadonSkinAqua,,,0
994,133,0,0,1.15,255,ThreshadonSkinAqua,,,0
995,133,0,0,1.3,255,ThreshadonSkinAqua,,,0
996,132,0,0,0.75,255,CrabSkinSaphire,,,0
997,132,0,0,0.75,255,CrabSkinIvory,,,0
998,132,0,0,0.8,255,CrabSkinSaphire,,,0
999,132,0,0,0.8,255,CrabSkinIvory,,,0
1000,132,0,0,0.85,255,CrabSkinSaphire,,,0
1001,132,0,0,0.9,255,CrabSkinIvory,,,0
1002,76,0,0,0.6,255,FrenzySkinBlue,,,0
1003,76,0,0,0.7,255,FrenzySkinBlue,,,0
1004,76,0,0,0.75,255,FrenzySkinBlue,,,0
1005,31,0,0,0.85,255,SahauginskinGray,,,0
1006,83,0,0,0.9,255,BearSkinBrown,,,0
1007,83,0,0,1.1,255,BearSkinBrown,,,0
1008,82,0,0,0.85,255,TigerSkinYellow,,,0
1009,144,0,0,0.75,255,BansheeSkin,,,0
1010,8,0,0,1,255,FurbolgSkinBrown,FurbolgstuffBlack,,0
1011,8,0,0,1.15,255,FurbolgSkinBlack,FurbolgstuffBlack,,0
1012,8,0,0,1.5,255,FurbolgSkinBlack,FurbolgstuffBlack,,0
1013,78,0,0,0.75,255,SatyrSkinPink,SatyrSkinPinkAlpha,,0
1014,78,0,0,0.8,255,SatyrSkinRed,SatyrSkinRedAlpha,,0
1015,11,0,0,1.1,255,GrellSkinRed,,,0
1016,11,0,0,0.75,255,GrellSkinRed,,,0
1017,11,0,0,1.2,255,GrellSkinBlanca,,,0
1018,11,0,0,1.2,255,GrellSkinRed,,,0
1019,70,0,0,1,255,SkeletonSkinGreen,,,0
1021,150,0,0,1,255,DeathguardSkin,DeathguardHelm,,0
1023,151,0,0,1,255,Leather_B_02Crusader,,,0
1025,152,0,0,1,255,,,,0
1027,57,0,467,1,255,,,,0
1029,58,0,262,1,255,,,,0
1030,73,0,0,0.9,255,DireWolfSkinLightBlue,DireWolfSkinLightBlueAlpha,,0
1031,42,0,0,0.75,255,TrollSkinArcticFrostManeScout,,,0
1032,42,0,0,0.75,255,TrollSkinArcticFrostManeCaster,,,0
1034,137,0,0,0.4,255,CrocodileSkinSwamp,,,0
1035,137,0,0,0.4,255,CrocodileSkinMarsh,,,0
1036,137,0,0,0.5,255,CrocodileSkinMarsh,,,0
1037,137,0,0,0.6,255,CrocodileSkinRiver,,,0
1038,137,0,0,0.7,255,CrocodileSkinMarsh,,,0
1039,137,0,0,0.7,255,CrocodileSkinRiver,,,0
1040,38,0,0,0.7,255,TallStriderSkinTurquoise,,,0
1041,38,0,0,0.8,255,TallStriderSkinBrown,,,0
1042,38,0,0,0.85,255,TallStriderSkinBrown,,,0
1043,82,0,0,1,255,TigerSkinYellow,,,0
1045,32,0,0,1,255,OgreSkin1Purple,OgreSkin2Purple,,0
1046,33,0,0,1,255,OgreMageSkin1White,OgreMageSkin2White,,0
1048,98,0,0,1,255,HumanFemaleWarriorHeavy_SkinDark,,,0
1049,96,0,0,1,255,HumanFemaleMerchant03,,,0
1050,146,0,0,1,255,WendigoSkinWhite,,,0
1051,32,0,0,1.05,255,OgreSkin1Purple,OgreSkin2Purple,,0
1052,32,0,0,1.1,255,OgreSkin1Purple,OgreSkin2Purple,,0
1054,32,0,0,1.3,255,OgreSkin1Purple,OgreSkin2Purple,,0
1055,82,0,0,1.1,255,TigerSkinYellow,,,0
1056,82,0,0,1,255,TigerSkinBrown,,,0
1057,210,0,0,1.1,255,LionSkinGold,,,0
1058,82,0,0,0.9,255,TigerSkinBrown,,,0
1059,82,0,0,0.95,255,TigerSkinBrown,,,0
1060,155,0,0,1,255,Cow,,,0
1061,156,0,0,1,255,FleshGolemSkin1,FleshGolemSkin2,,0
1062,157,0,0,1,255,Battleguard,,,0
1063,158,0,0,1,255,Gladiator13,,,0
1064,159,0,0,1,255,Prophet,,,0
1065,45,0,0,1,255,GhoulSkinWhite,,,0
1066,6,0,0,7,255,DragonWhelpSkinRed,,,0
1067,88,0,0,1,255,HumanMalePeasantSkindark,,,0
1068,69,0,0,0.8,255,RockElementalSkinJade,,,0
1070,160,0,0,1,255,FireElementalSkin,,,0
1072,161,0,0,1,255,PrarieDog,,,0
1073,1,0,0,0.2,255,BasiliskSkinGreen,,,0
1074,1,0,0,0.4,255,BasiliskSkin,BasiliskCrystalSkin,,0
1075,1,0,0,0.6,255,BasiliskSkin,BasiliskCrystalSkin,,0
1076,146,0,0,0.85,255,WendigoSkinBrown,,,0
1077,146,0,0,0.9,255,WendigoSkinBrown,,,0
1078,146,0,0,1.05,255,WendigoSkinBlack,,,0
1079,31,0,0,1.5,255,SahauginskinBlue,,,0
1080,137,0,0,0.8,255,CrocodileSkinSwamp,,,0
1081,2,0,0,0.3,255,BogBeastSkinBlackGreen,BogBeastSkinBlackGreenAlpha,,0
1082,83,0,0,1,255,BearSkinBlackDiseased,,,0
1083,83,0,0,1.1,255,BearSkinDrkBrownDiseased,,,0
1084,2,0,0,1,255,BogBeastSkinDiseased,BogBeastSkinDiseasedAlpha,,0
1085,2,0,0,1.2,255,BogBeastSkinDiseased,BogBeastSkinDiseasedAlpha,,0
1086,2,0,0,1.3,255,BogBeastSkinDiseased,BogBeastSkinDiseasedAlpha,,0
1087,30,0,0,1,255,MineSpiderSkinCave,,,0
1088,30,0,0,1,255,MineSpiderSkinOlive,,,0
1089,30,0,0,1.15,255,MineSpiderSkinOlive,,,0
1090,30,0,0,1.15,255,MineSpiderSkinCave,,,0
1091,63,0,0,1,255,TarantulaSkinGrey,,,0
1092,62,0,0,1,255,HydraSkinRed,,,0
1094,136,0,0,1.8,255,GorillaSkinBlack,,,0
1095,82,0,0,2,255,TigerSkinBlack,,,0
1097,72,0,0,0.6,255,HarvestStage2Chest,HarvestStage2Torso,HarvestStage2Joint1,0
1098,44,0,0,1.6,255,WargenSkinBlack,,,0
1099,35,0,0,3,255,SeaGiantSkin01,SeaGiantSkin02,,0
1100,43,0,0,0.65,255,WolfSkinCoyote,WolfSkinCoyoteAlpha,,0
1101,131,0,0,1,255,GnomeSkin,,,0
1102,84,0,0,1,255,StoneGolemSkinBronze,,,0
1103,63,0,0,0.65,255,TarantulaSkinGrey,,,0
1104,63,0,0,0.8,255,TarantulaSkinGrey,,,0
1105,61,0,0,1.15,255,CarrionBirdSkin,CarrionBirdWing,,0
1106,61,0,0,1.2,255,CarrionBirdSkin,CarrionBirdWing,,0
1107,16,0,0,1,255,HumanThiefSkin_var1,,,0
1108,69,0,0,0.6,255,RockElementalSkinBrownBrown,,,0
1109,69,0,0,0.75,255,RockElementalSkinBrown,,,0
1110,42,0,0,1,255,TrollSkinJungleBloodScalpScout,,,0
1111,42,0,0,0.8,255,TrollSkinJungleBloodScalpScout,,,0
1112,42,0,0,0.85,255,TrollSkinJungleBloodScalpScout,,,0
1113,42,0,0,0.9,255,TrollSkinJungleBloodScalpScout,,,0
1114,42,0,0,0.95,255,TrollSkinJungleBloodScalpScout,,,0
1115,42,0,0,1,255,TrollSkinJungleBloodScalpCaster,,,0
1116,42,0,0,0.85,255,TrollSkinJungleBloodScalpCaster,,,0
1117,42,0,0,0.9,255,TrollSkinJungleBloodScalpCaster,,,0
1118,42,0,0,1,255,TrollSkinJungleBloodScalpMelee,,,0
1119,32,0,0,1.05,255,OgreSkin1Red,OgreSkin2Red,,0
1120,32,0,0,1.05,255,OgreSkin1Purple,OgreSkin2Purple,,0
1121,32,0,0,1.15,255,OgreSkin1Purple,OgreSkin2Purple,,0
1122,32,0,0,1.1,255,OgreSkin1Purple,OgreSkin2Purple,,0
1123,32,0,0,1.1,255,OgreSkin1Red,OgreSkin2Red,,0
1124,32,0,0,1.15,255,OgreSkin1Red,OgreSkin2Red,,0
1125,40,0,0,1,255,TitanMaleSkinGold1,TitanMaleSkinGold2,,0
1126,24,161,0,0.5,255,InfernalSkin,,,0
1127,69,0,0,0.45,255,RockElementalSkinBrown,,,0
1128,69,0,0,0.3,255,RockElementalSkinBrown,,,0
1129,69,0,0,0.15,255,RockElementalSkinBrown,,,0
1130,162,0,0,1,255,VoidWalkerSkin,,,0
1131,162,0,0,0.6,255,VoidWalkerSkin,,,0
1132,162,0,0,0.8,255,VoidWalkerSkin,,,0
1133,35,0,0,1.5,255,SeaGiantSkin01,SeaGiantSkin02,,0
1134,35,0,0,1.75,255,SeaGiantSkin01,SeaGiantSkin02,,0
1135,35,0,0,1.25,255,SeaGiantSkin01,SeaGiantSkin02,,0
1136,35,0,0,2,255,SeaGiantSkin01,SeaGiantSkin02,,0
1137,35,0,0,2.5,255,SeaGiantSkin01,SeaGiantSkin02,,0
1138,128,0,0,1,255,PirateCrewman02,,,0
1139,51,0,573,1,255,OrcNPCSkin,OrcMaleSamuHairSkin,,0
1140,164,0,0,1,255,Goblin,,,0
1141,165,0,0,1,255,BlackSkin,,,0
1142,42,0,0,1.05,255,TrollSkinJungleBloodScalpCaster,,,0
1143,42,0,0,1.1,255,TrollSkinJungleBloodScalpCaster,,,0
1144,42,0,0,1.05,255,TrollSkinJungleBloodScalpScout,,,0
1145,81,0,0,1.4,255,SlimeSkinGreen,,,0
1146,81,0,0,1.6,255,SlimeSkinGreen,,,0
1147,147,0,0,0.8,255,Gryphon_Skin01,Gryphon_Skin02,,0
1148,147,0,0,0.9,255,Gryphon_Skin01,Gryphon_Skin02,,0
1149,147,0,0,1,255,Gryphon_Skin01,Gryphon_Skin02,,0
1150,71,0,0,0.4,255,HarvestGolemSkinGrey,HarvestGolemBitsGrey,,0
1151,42,0,0,1.15,255,TrollSkinJungleBloodScalpScout,,,0
1152,42,0,0,1.1,255,TrollSkinJungleBloodScalpMelee,,,0
1153,42,0,0,1.15,255,TrollSkinJungleBloodScalpMelee,,,0
1154,42,0,0,1.1,255,TrollSkinJungleBloodScalpScout,,,0
1155,42,0,0,1.2,255,TrollSkinJungleBloodScalpMelee,,,0
1156,42,0,0,1.2,255,TrollSkinJungleBloodScalpCaster,,,0
1157,30,0,0,1,255,MineSpiderSkinCave,,,0
1158,72,0,0,1,255,,,,0
1159,72,0,0,0.5,255,HarvestStage2Chest,HarvestStage2Torso,HarvestStage2Joint1,0
1160,30,0,0,5,255,MineSpiderSkinCave,,,0
1161,69,0,0,0.8,255,RockElementalSkinBrown,,,0
1162,69,0,0,1.75,255,RockElementalSkinTechno,,,0
1163,40,0,0,1,255,TitanMaleSkinGold1,TitanMaleSkinGold2,,0
1164,43,0,0,1.3,255,WolfSkinCoyote,WolfSkinCoyoteAlpha,,0
1165,39,0,0,1,255,TitanFemaleSkinBronze1,TitanFemaleSkinBronze2,,0
1166,217,0,0,1.5,255,DireWolfSkinLightBlue,DireWolfSkinLightBlueAlpha,,0
1167,66,0,0,1.5,255,BoarSkinIvory,,,0
1168,66,0,0,1.4,255,BoarSkinIvory,,,0
1169,66,0,0,1.3,255,BoarSkinIvory,,,0
1170,65,0,0,1.5,255,HorseSkinBrown,,,0
1176,11,0,0,0.8,255,GrellSkinBlanca,,,0
1185,11,0,0,0.7,255,GrellSkinBlue,,,0
1192,61,0,0,1,255,CarrionBirdSkinBlue,CarrionBirdWingBlue,,0
1193,41,0,0,1.35,255,TroglodyteSkinNormal,,,0
1194,41,0,0,1.4,255,TroglodyteSkinNormal,,,0
1196,167,0,0,1.1,255,ZombieSkinBlack,,,0
1197,167,0,0,1,255,ZombieSkinGreen,,,0
1198,167,0,0,1.1,255,ZombieSkinSeaGreen,,,0
1200,168,0,0,1,255,ZombieSkinBlack,,,0
1201,168,0,0,1,255,ZombieSkinGreen,,,0
1202,168,0,0,1,255,ZombieSkinSeaGreen,,,0
1204,160,0,0,1.5,255,FireElementalSkin,,,0
1206,170,0,0,1,255,SnakeSkinBlack,,,0
1207,43,0,0,1.1,255,WolfSkinArctic,WolfSkinArcticAlpha,,0
1208,66,0,0,1.1,255,BoarSkinBrown,,,0
1209,66,0,0,1.2,255,BoarSkinBrown,,,0
1210,61,0,0,2,255,CarrionBirdSkinRed,CarrionBirdWingRed,,0
1213,11,0,0,0.5,255,GrellSkinBlanca,,,0
1214,128,0,0,1,255,PirateCrewman01_Ghost,,,0
1216,123,0,0,0.9,255,ShadowHideGnollFighterSkin,,,0
1217,122,0,0,0.9,255,ShadowHideGnollCasterSkin,,,0
1218,145,0,0,0.8,255,QuilBoarSkinGrey,QuilBoarSkinGrey_Alpha,,0
1219,38,0,0,0.7,255,TallStriderSkinBrown,,,0
