ID,PrecastKit,CastKit,ImpactKit,StateKit,ChannelKit,HasMissile,MissileModel,MissilePathType,MissileDestinationAttachment,MissileSound,HasAreaEffect,AreaModel,AreaKit,AnimEventSoundID,WeaponTrailRed,WeaponTrailGreen,WeaponTrailBlue,WeaponTrailAlpha,WeaponTrailFadeoutRate,WeaponTrailDuration
291,197,205,450,0,0,0,0,0,1,0,0,0,0,0,-1,-1,-1,-1,0,1000
292,0,449,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
293,0,0,451,0,0,0,0,0,1,0,0,0,0,0,-1,-1,-1,-1,0,1000
294,0,0,455,0,0,0,0,0,1,0,0,0,0,0,-1,-1,-1,-1,0,1000
295,0,0,453,0,0,0,0,0,1,0,0,0,0,0,-1,-1,-1,-1,0,1000
296,0,0,454,0,0,0,0,0,1,0,0,0,0,0,-1,-1,-1,-1,0,1000
297,0,0,452,0,0,0,0,0,1,0,0,0,0,0,-1,-1,-1,-1,0,1000
298,186,189,457,0,0,0,0,0,1,0,0,0,0,0,-1,-1,-1,-1,0,1000
299,186,189,458,0,0,0,0,0,1,0,0,0,0,0,-1,-1,-1,-1,0,1000
300,186,189,459,0,0,0,0,0,1,0,0,0,0,0,-1,-1,-1,-1,0,1000
301,186,189,460,0,0,0,0,0,1,0,0,0,0,0,-1,-1,-1,-1,0,1000
302,186,189,461,0,0,0,0,0,1,0,0,0,0,0,-1,-1,-1,-1,0,1000
303,0,462,0,221,0,0,0,0,1,0,0,0,0,0,-1,-1,-1,-1,0,1000
304,60,61,286,0,0,1,433,0,1,3011,0,0,0,0,-1,-1,-1,-1,0,1000
305,60,61,286,0,0,1,434,0,1,3011,0,0,0,0,-1,-1,-1,-1,0,1000
306,217,218,465,0,0,0,0,0,1,0,0,0,0,0,-1,-1,-1,-1,0,1000
307,0,751,811,0,0,0,0,0,1,0,0,0,0,0,-1,-1,-1,-1,0,1000
308,0,504,466,505,0,0,0,0,1,0,0,0,0,0,-1,-1,-1,-1,0,1000
309,266,267,0,0,0,0,0,0,1,0,0,0,0,0,-1,-1,-1,-1,0,1000
310,60,61,300,467,0,0,0,0,1,0,0,0,0,0,-1,-1,-1,-1,0,1000
311,345,181,666,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,0,1000
312,99,270,472,0,0,0,0,0,1,0,0,0,0,0,-1,-1,-1,-1,0,1000
313,184,119,291,0,0,0,0,0,1,0,0,0,0,0,-1,-1,-1,-1,0,1000
314,0,475,474,0,0,0,0,0,1,0,0,0,0,0,-1,-1,-1,96,8,500
315,0,477,0,0,0,0,0,0,1,0,0,0,0,0,-1,-1,-1,-1,0,1000
316,0,478,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
317,0,479,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
318,0,480,0,0,0,0,0,0,1,0,0,0,0,0,-1,-1,-1,-1,0,1000
319,0,352,0,0,0,0,0,0,1,0,0,0,0,0,-1,-1,-1,-1,0,1000
320,482,0,300,0,0,0,0,0,1,0,0,0,0,0,-1,-1,-1,-1,0,1000
321,0,752,808,0,0,0,0,0,1,0,0,0,0,0,-1,-1,-1,-1,0,1000
322,0,484,485,349,0,0,0,0,1,0,0,0,0,0,-1,-1,-1,-1,0,1000
323,0,486,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
324,184,119,487,0,0,0,0,0,1,0,0,0,0,0,-1,-1,-1,-1,0,1000
325,345,181,526,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,0,1000
326,0,652,0,488,0,0,0,0,1,0,0,0,0,0,-1,-1,-1,-1,0,1000
327,305,0,0,0,0,0,0,0,1,0,0,0,0,0,-1,-1,-1,-1,0,1000
328,217,218,489,0,0,0,0,0,1,0,0,0,0,0,-1,-1,-1,-1,0,1000
329,60,61,0,235,716,0,0,0,1,0,1,448,692,0,-1,-1,-1,-1,0,1000
330,0,74,348,33,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,0,1000
331,223,356,419,349,0,0,0,0,1,0,0,0,0,0,-1,-1,-1,-1,0,1000
332,223,356,419,349,0,0,0,0,1,0,0,0,0,0,-1,-1,-1,-1,0,1000
333,60,61,494,0,0,0,0,0,1,0,0,0,0,0,-1,-1,-1,-1,0,1000
334,345,181,495,0,0,0,0,0,1,0,0,0,0,0,-1,-1,-1,-1,0,1000
335,266,267,496,0,0,0,0,0,1,0,0,0,0,0,-1,-1,-1,-1,0,1000
336,217,218,498,499,0,0,0,0,1,0,0,0,0,0,-1,-1,-1,-1,0,1000
337,99,270,500,0,0,0,0,0,1,0,0,0,0,0,-1,-1,-1,-1,0,1000
338,60,61,501,0,0,0,0,0,1,0,0,0,0,0,-1,-1,-1,-1,0,1000
339,114,118,503,502,0,0,0,0,1,0,0,0,0,0,-1,-1,-1,-1,0,1000
340,0,0,0,0,0,0,0,0,1,0,0,0,0,0,-1,-1,-1,-1,0,1000
341,0,253,0,221,0,0,0,0,1,0,0,0,0,0,-1,-1,-1,-1,0,1000
342,0,506,437,0,0,0,0,0,1,0,0,0,0,0,-1,-1,-1,96,8,500
343,217,218,508,0,0,0,0,0,1,0,0,0,0,0,-1,-1,-1,-1,0,1000
344,345,181,70,0,0,0,0,0,1,0,0,0,0,0,-1,-1,-1,96,8,500
345,0,0,509,0,0,0,0,0,1,0,0,0,0,0,-1,-1,-1,-1,0,1000
346,217,218,719,360,0,0,0,0,1,0,0,0,0,0,-1,-1,-1,-1,0,1000
347,0,510,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
348,0,0,0,87,0,0,0,0,1,0,0,0,0,0,-1,-1,-1,-1,0,1000
349,0,0,0,221,0,0,0,0,1,0,0,0,0,0,-1,-1,-1,-1,0,1000
350,217,218,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
351,114,118,233,87,0,0,0,0,1,0,0,0,0,0,-1,-1,-1,-1,0,1000
352,217,218,511,0,0,0,0,0,1,0,0,0,0,0,-1,-1,-1,-1,0,1000
353,0,380,0,0,0,0,0,0,1,0,0,0,0,0,-1,-1,-1,-1,0,1000
354,0,512,0,0,0,0,0,0,1,0,0,0,0,0,-1,-1,-1,-1,0,1000
355,0,0,213,0,0,0,0,0,1,0,0,0,0,0,-1,-1,-1,-1,0,1000
356,0,237,0,514,0,0,0,0,1,0,0,0,0,0,-1,-1,-1,-1,0,1000
357,0,0,515,0,0,0,0,0,1,0,0,0,0,0,-1,-1,-1,-1,0,1000
358,223,356,0,0,0,0,0,0,1,0,0,0,0,0,-1,-1,-1,-1,0,1000
359,0,516,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
360,0,517,348,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,0,1000
361,0,0,608,0,0,1,365,0,1,3011,0,0,0,0,-1,-1,-1,-1,0,1000
362,0,352,0,0,0,0,0,0,1,0,0,0,0,0,-1,-1,-1,-1,0,1000
363,0,521,0,221,0,0,0,0,1,0,0,0,0,0,-1,-1,-1,-1,0,1000
364,0,352,0,0,0,0,0,0,1,0,0,0,0,0,-1,-1,-1,-1,0,1000
365,30,522,145,0,0,1,188,0,1,3011,0,0,0,0,-1,-1,-1,-1,0,1000
366,99,270,0,523,0,0,0,0,1,0,0,0,0,0,-1,-1,-1,-1,0,1000
367,345,181,0,524,0,0,0,0,1,0,0,0,0,0,-1,-1,-1,-1,0,1000
368,0,352,0,0,0,0,0,0,1,0,0,0,0,0,-1,-1,-1,-1,0,1000
369,0,352,0,0,0,0,0,0,1,0,0,0,0,0,-1,-1,-1,-1,0,1000
370,36,520,255,0,0,0,0,0,1,0,0,0,0,0,-1,-1,-1,-1,0,1000
371,345,181,527,0,0,0,0,0,1,0,0,0,0,0,-1,-1,-1,-1,0,1000
372,0,324,220,0,0,0,0,0,1,0,0,0,0,0,-1,-1,-1,96,8,500
373,528,529,0,0,0,0,0,0,1,0,0,0,0,0,-1,-1,-1,-1,0,1000
374,266,267,0,136,0,0,0,0,1,0,0,0,0,0,-1,-1,-1,-1,0,1000
375,0,0,437,791,0,0,0,0,1,0,0,0,0,0,-1,-1,-1,96,8,500
376,0,0,437,530,532,0,0,0,1,0,0,0,0,0,-1,-1,-1,96,8,500
377,99,270,319,0,0,0,0,0,1,0,0,0,0,0,-1,-1,-1,-1,0,1000
378,0,0,0,533,0,0,0,0,1,0,0,0,0,0,-1,-1,-1,-1,0,1000
379,99,270,315,0,0,0,0,0,1,0,0,0,0,0,-1,-1,-1,-1,0,1000
380,60,38,0,235,534,0,0,0,1,0,1,614,0,0,-1,-1,-1,-1,0,1000
381,114,118,117,535,0,0,0,0,1,0,0,0,0,0,-1,-1,-1,-1,0,1000
382,0,0,0,587,0,1,224,0,1,0,0,0,0,0,-1,-1,-1,-1,0,1000
383,0,259,255,0,0,0,0,0,1,0,0,0,0,0,-1,-1,-1,-1,0,1000
384,0,537,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
385,223,538,0,0,0,0,0,0,1,0,0,0,0,0,-1,-1,-1,-1,0,1000
386,0,539,809,0,0,0,0,0,1,0,0,0,0,0,-1,-1,-1,-1,0,1000
387,0,517,540,0,0,0,0,0,1,0,0,0,0,0,-1,-1,-1,96,8,500
388,0,0,0,541,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,0,1000
389,0,324,437,234,0,0,0,0,1,0,0,0,0,0,-1,-1,-1,96,8,500
390,543,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
391,223,356,348,325,0,0,0,0,1,0,0,0,0,0,-1,-1,-1,-1,0,1000
392,0,517,348,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,0,1000
393,0,0,0,544,0,0,0,0,1,0,0,0,0,0,-1,-1,-1,-1,0,1000
394,543,0,0,0,0,0,0,0,1,0,0,0,0,1142,-1,-1,-1,-1,0,1000
395,545,0,0,0,0,0,0,0,1,0,0,0,0,1143,-1,-1,-1,-1,0,1000
396,0,267,0,0,0,0,0,0,1,0,0,0,0,0,-1,-1,-1,-1,0,1000
397,0,324,437,0,0,0,0,0,1,0,0,0,0,0,-1,-1,-1,96,8,500
398,0,547,555,787,0,0,0,0,1,0,0,0,0,0,-1,-1,-1,96,8,500
399,0,747,348,33,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,0,1000
400,548,0,550,0,0,0,0,0,1,0,0,0,0,0,-1,-1,-1,-1,0,1000
401,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
402,0,517,348,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,0,1000
403,552,554,553,0,0,0,0,0,1,0,0,0,0,0,-1,-1,-1,-1,0,1000
404,171,172,553,560,0,1,0,2,2,0,1,257,0,0,-1,-1,-1,-1,0,1000
405,0,0,553,0,0,0,0,2,2,0,0,0,0,0,-1,-1,-1,-1,0,1000
406,0,557,556,0,0,0,0,0,1,0,0,0,0,0,-1,-1,-1,96,8,500
407,99,337,0,0,0,0,0,0,1,0,0,0,0,0,-1,-1,-1,-1,0,1000
408,0,324,558,0,0,0,0,0,1,0,0,0,0,0,-1,-1,-1,96,8,500
409,0,773,559,0,0,0,0,0,1,0,0,0,0,0,-1,-1,-1,96,8,500
410,0,561,588,0,0,0,0,0,1,0,0,0,0,0,-1,-1,-1,-1,0,1000
411,562,652,588,0,0,0,0,0,1,0,0,0,0,0,-1,-1,-1,-1,0,1000
412,345,181,0,499,0,0,0,0,1,0,0,0,0,0,-1,-1,-1,-1,0,1000
413,0,162,348,349,0,0,0,0,1,0,0,0,0,0,-1,-1,-1,-1,0,1000
433,0,504,466,349,0,0,0,0,1,0,0,0,0,0,-1,-1,-1,-1,0,1000
453,0,37,565,564,0,0,0,0,1,0,0,0,0,0,-1,-1,-1,-1,0,1000
454,0,37,0,0,0,0,0,0,1,0,0,0,0,0,-1,-1,-1,-1,0,1000
455,0,0,565,0,0,0,0,0,1,0,0,0,0,0,-1,-1,-1,-1,0,1000
456,0,202,68,566,0,0,0,0,1,0,0,0,0,0,-1,-1,-1,-1,0,1000
476,0,0,0,586,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
477,0,118,117,587,0,0,0,0,1,0,0,0,0,0,-1,-1,-1,-1,0,1000
496,589,191,70,0,0,0,0,0,1,0,0,0,0,0,-1,-1,-1,96,8,500
497,0,182,0,349,0,0,0,0,1,0,0,0,0,0,-1,-1,-1,-1,0,1000
516,30,38,608,0,0,1,503,0,1,0,0,0,0,0,-1,-1,-1,-1,0,1000
517,0,0,606,607,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
518,0,388,373,108,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,0,1000
519,0,350,255,108,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,0,1000
520,0,0,526,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
521,0,517,83,349,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,0,1000
522,0,517,348,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,0,1000
536,345,37,348,363,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,0,1000
537,650,626,0,0,0,0,0,0,1,0,0,0,0,0,-1,-1,-1,-1,0,1000
556,0,646,648,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
557,0,0,145,0,0,1,523,0,1,0,0,0,0,0,-1,-1,-1,-1,0,1000
558,0,0,68,0,0,1,524,0,1,3013,0,0,0,0,-1,-1,-1,-1,0,1000
559,0,539,437,0,0,0,0,0,1,0,0,0,0,0,-1,-1,-1,96,8,500
560,0,0,651,0,0,1,525,0,1,0,0,0,0,0,-1,-1,-1,-1,0,1000
561,114,118,233,653,0,0,0,0,1,0,0,0,0,0,-1,-1,-1,-1,0,1000
562,562,654,0,325,0,0,0,0,1,0,0,0,0,0,-1,-1,-1,-1,0,1000
563,403,655,0,0,0,0,0,0,1,0,0,0,0,0,-1,-1,-1,-1,0,1000
564,403,656,0,0,0,0,0,0,1,0,0,0,0,0,-1,-1,-1,-1,0,1000
565,0,218,0,301,0,0,0,0,1,0,0,0,0,0,-1,-1,-1,-1,0,1000
566,0,0,117,657,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
567,0,0,658,0,0,1,528,0,1,0,0,0,0,0,-1,-1,-1,-1,0,1000
568,0,388,373,668,0,0,0,0,1,0,0,0,0,0,-1,-1,-1,-1,0,1000
569,0,389,0,0,0,0,0,0,1,0,0,0,0,0,-1,-1,-1,-1,0,1000
570,0,0,0,660,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,0,1000
571,99,417,481,661,0,0,0,0,1,0,0,0,0,0,-1,-1,-1,-1,0,1000
572,0,0,663,0,0,0,0,0,1,0,0,0,0,0,-1,-1,-1,-1,0,1000
573,0,537,240,235,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
574,0,0,0,664,0,0,0,0,1,0,0,0,0,0,-1,-1,-1,-1,0,1000
575,548,0,213,665,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
576,548,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
577,0,667,290,0,0,0,0,0,1,0,0,0,0,0,-1,-1,-1,-1,0,1000
578,0,81,373,668,0,0,0,0,1,0,0,0,0,0,-1,-1,-1,-1,0,1000
579,217,218,225,0,0,0,0,0,1,0,0,0,0,0,-1,-1,-1,-1,0,1000
580,217,218,0,0,0,0,0,0,1,0,0,0,0,0,-1,-1,-1,-1,0,1000
596,0,686,85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
597,114,118,508,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
598,726,539,0,564,0,0,0,0,1,0,0,0,0,0,-1,-1,-1,-1,0,1000
599,217,218,225,0,0,0,0,0,1,0,0,0,0,0,-1,-1,-1,-1,0,1000
600,0,259,255,657,0,0,0,0,1,0,0,0,0,0,-1,-1,-1,-1,0,1000
601,217,218,508,0,0,0,0,0,1,0,0,0,0,0,-1,-1,-1,-1,0,1000
602,0,356,348,657,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,0,1000
603,217,218,117,657,0,0,0,0,1,0,0,0,0,0,-1,-1,-1,-1,0,1000
604,0,411,422,252,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
605,36,37,0,564,0,0,0,0,1,0,0,0,0,0,-1,-1,-1,-1,0,1000
606,0,267,688,0,0,0,0,0,1,0,0,0,0,0,-1,-1,-1,-1,0,1000
607,0,267,689,0,0,0,0,0,1,0,0,0,0,0,-1,-1,-1,-1,0,1000
608,217,218,690,0,0,0,0,0,1,0,0,0,0,0,-1,-1,-1,-1,0,1000
609,0,44,0,0,0,1,362,0,1,0,0,0,0,0,-1,-1,-1,-1,0,1000
610,0,517,330,0,0,0,0,0,1,0,0,0,0,0,-1,-1,-1,-1,0,1000
611,0,539,330,0,0,0,0,0,1,0,0,0,0,0,-1,-1,-1,-1,0,1000
612,699,698,608,0,0,1,503,0,1,0,0,0,0,0,-1,-1,-1,-1,0,1000
613,358,0,0,445,445,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,0,1000
630,0,37,702,564,0,0,0,0,1,0,0,0,0,0,-1,-1,-1,-1,0,1000
631,36,37,0,564,0,0,0,0,1,0,0,0,0,0,-1,-1,-1,-1,0,1000
632,703,0,68,0,0,0,0,0,1,0,0,0,0,0,-1,-1,-1,-1,0,1000
633,0,704,0,0,0,0,0,0,1,0,0,0,0,0,-1,-1,-1,-1,0,1000
634,217,705,508,0,0,0,0,0,1,0,0,0,0,0,-1,-1,-1,-1,0,1000
650,0,324,720,0,0,0,0,0,1,0,0,0,0,0,-1,-1,-1,96,8,500
651,0,764,437,0,0,0,0,0,1,0,0,0,0,0,-1,-1,-1,96,8,500
652,99,270,232,436,0,0,0,0,1,0,0,0,0,0,-1,-1,-1,-1,0,1000
653,345,0,721,0,0,0,0,0,1,0,0,0,0,0,-1,-1,-1,-1,0,1000
654,722,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,0,1000
655,0,723,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
656,137,138,724,0,0,0,0,0,1,0,0,0,0,0,-1,-1,-1,-1,0,1000
657,137,138,725,0,0,0,0,0,1,0,0,0,0,0,-1,-1,-1,-1,0,1000
658,137,138,0,0,0,0,0,0,1,0,0,0,0,0,-1,-1,-1,-1,0,1000
670,726,727,470,0,0,0,0,0,1,0,0,0,0,0,-1,-1,-1,-1,0,1000
671,0,733,220,0,0,0,0,0,1,0,0,0,0,0,-1,-1,-1,-1,0,1000
672,0,734,255,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,0,1000
673,726,388,0,27,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,0,1000
674,0,389,694,285,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,0,1000
675,0,0,779,0,0,0,0,0,1,0,0,0,0,0,-1,-1,-1,-1,0,1000
676,358,743,415,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,0,1000
677,217,389,694,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,0,1000
678,0,394,393,0,0,0,0,0,1,0,0,0,0,0,-1,-1,-1,-1,0,1000
679,0,738,423,349,0,0,0,0,1,0,0,0,0,0,-1,-1,-1,-1,0,1000
680,217,745,0,740,0,0,0,0,1,0,0,0,0,0,-1,-1,-1,-1,0,1000
681,266,267,420,0,0,0,0,0,1,0,0,0,0,0,-1,-1,-1,-1,0,1000
682,0,753,810,0,0,0,0,0,1,0,0,0,0,0,-1,-1,-1,-1,0,1000
683,345,181,0,744,0,0,0,0,1,0,0,0,0,0,-1,-1,-1,-1,0,1000
684,345,788,0,746,0,1,618,0,1,0,0,0,0,0,-1,-1,-1,-1,0,1000
685,186,189,748,0,0,0,0,0,1,0,0,0,0,0,-1,-1,-1,-1,0,1000
686,0,366,348,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,0,1000
687,0,0,419,691,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
703,380,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
704,124,324,437,0,0,0,0,0,1,0,0,0,0,0,-1,-1,-1,96,8,500
705,0,388,373,108,0,0,0,0,1,0,0,0,0,0,-1,-1,-1,-1,0,1000
706,194,203,768,0,0,0,0,0,1,0,0,0,0,0,-1,-1,-1,-1,0,1000
707,703,703,68,0,0,0,0,0,1,0,0,0,0,0,-1,-1,-1,-1,0,1000
708,703,770,0,769,0,0,0,0,1,0,0,0,0,0,-1,-1,-1,-1,0,1000
709,0,204,0,285,0,0,0,0,1,0,0,0,0,0,-1,-1,-1,-1,0,1000
710,0,539,117,0,0,0,0,0,1,0,0,0,0,0,-1,-1,-1,-1,0,1000
711,0,388,0,771,0,0,0,0,1,0,0,0,0,0,-1,-1,-1,-1,0,1000
712,778,772,0,221,0,0,0,0,1,0,0,0,0,0,-1,-1,-1,-1,0,1000
713,775,776,213,0,0,0,0,0,2,0,0,0,0,0,-1,-1,-1,-1,0,1000
714,0,517,555,787,0,0,0,0,1,0,0,0,0,0,-1,-1,-1,96,8,500
715,0,81,0,777,0,0,0,0,1,0,0,0,0,0,-1,-1,-1,-1,0,1000
716,266,730,373,108,0,0,0,0,1,0,0,0,0,0,-1,-1,-1,-1,0,1000
717,0,517,702,564,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
718,0,81,117,344,0,0,0,0,1,0,0,0,0,0,-1,-1,-1,-1,0,1000
719,0,517,330,0,0,0,0,0,1,0,0,0,0,0,-1,-1,-1,-1,0,1000
720,0,517,83,0,0,0,0,0,1,0,0,0,0,0,-1,-1,-1,-1,0,1000
721,114,783,782,784,0,0,0,0,1,0,0,0,0,0,-1,-1,-1,-1,0,1000
722,195,203,0,781,0,0,0,0,1,0,0,0,0,0,-1,-1,-1,-1,0,1000
723,785,786,117,0,0,0,0,0,1,0,0,0,0,0,-1,-1,-1,-1,0,1000
724,790,789,728,0,0,0,0,0,1,0,0,0,0,0,-1,-1,-1,-1,0,1000
725,790,789,608,0,0,1,503,0,1,0,0,0,0,0,-1,-1,-1,-1,0,1000
726,327,0,373,777,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
727,217,792,0,293,0,0,0,0,1,0,0,0,0,0,-1,-1,-1,-1,0,1000
728,0,0,507,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,0,1000
729,482,794,213,0,0,0,0,0,2,0,1,257,0,0,-1,-1,-1,-1,0,1000
730,799,800,795,0,0,0,0,0,1,0,0,0,0,0,-1,-1,-1,-1,0,1000
731,796,539,0,221,0,0,0,0,1,0,0,0,0,0,-1,-1,-1,-1,0,1000
732,0,388,0,108,0,0,0,0,1,0,0,0,0,0,-1,-1,-1,-1,0,1000
733,0,0,145,0,0,0,0,0,1,0,0,0,0,0,-1,-1,-1,-1,0,1000
734,345,517,0,744,0,0,0,0,1,0,0,0,0,0,-1,-1,-1,-1,0,1000
735,797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
736,217,389,117,657,0,0,0,0,1,3015,0,0,0,0,-1,-1,-1,-1,0,1000
737,193,191,798,0,0,0,0,0,1,0,0,0,0,0,-1,-1,-1,96,8,500
738,0,823,0,0,0,0,0,0,1,0,0,0,0,0,-1,-1,-1,96,8,500
739,114,118,720,0,0,0,0,0,1,0,0,0,0,0,-1,-1,-1,-1,0,1000
740,0,0,805,0,0,0,0,0,1,0,0,0,0,0,-1,-1,-1,-1,0,1000
741,114,118,508,657,0,0,0,0,1,0,0,0,0,0,-1,-1,-1,-1,0,1000
742,801,802,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
743,803,804,0,0,0,0,0,0,1,0,0,0,0,0,-1,-1,-1,-1,0,1000
744,0,182,348,0,0,0,0,0,1,0,0,0,0,0,-1,-1,-1,-1,0,1000
745,0,807,694,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,0,1000
746,114,118,470,0,0,0,0,0,1,0,0,0,0,0,-1,-1,-1,-1,0,1000
747,554,327,158,0,0,0,0,0,1,0,0,0,0,0,-1,-1,-1,-1,0,1000
748,0,812,255,0,0,0,0,0,1,0,0,0,0,0,-1,-1,-1,-1,0,1000
749,0,0,813,0,0,0,0,0,1,0,0,0,0,0,-1,-1,-1,-1,0,1000
750,0,324,437,0,0,0,0,0,1,0,0,0,0,0,-1,-1,-1,96,8,500
751,0,817,0,293,816,0,0,0,1,0,0,0,0,0,-1,-1,-1,-1,0,1000
752,0,182,68,0,0,0,0,0,1,0,0,0,0,0,-1,-1,-1,-1,0,1000
753,0,0,0,818,0,0,0,0,1,0,0,0,0,0,-1,-1,-1,-1,0,1000
754,819,820,410,821,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
755,0,0,133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
756,819,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
757,0,822,410,349,0,0,0,0,1,0,0,0,0,0,-1,-1,-1,-1,0,1000
758,826,827,828,0,0,1,151,0,1,3015,0,0,0,0,-1,-1,-1,-1,0,1000
759,0,829,0,0,830,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
760,0,118,508,657,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
761,36,37,0,564,0,0,0,0,1,0,0,0,0,0,-1,-1,-1,-1,0,1000
762,819,0,410,821,0,0,0,0,1,0,0,0,0,0,-1,-1,-1,-1,0,1000
763,0,832,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,0,1000
764,0,833,76,235,0,0,0,0,1,0,0,0,0,0,-1,-1,-1,-1,0,1000
765,114,118,795,834,0,0,0,0,1,0,0,0,0,0,-1,-1,-1,-1,0,1000
766,12,11,0,108,0,0,0,0,1,0,0,0,0,0,-1,-1,-1,-1,0,1000
767,0,0,0,349,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
768,800,727,470,0,0,0,0,0,1,0,0,0,0,0,-1,-1,-1,-1,0,1000
769,0,807,419,657,0,0,0,0,1,0,0,0,0,0,-1,-1,-1,-1,0,1000
770,0,237,835,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
771,0,0,0,657,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
772,114,341,0,293,0,0,0,0,1,0,0,0,0,0,-1,-1,-1,-1,0,1000
773,0,836,663,0,0,0,0,0,0,0,1,257,0,0,0,0,0,0,0,0
774,0,0,326,771,0,0,0,0,1,0,0,0,0,0,-1,-1,-1,-1,0,1000
775,345,0,837,0,0,0,0,0,1,0,0,0,0,0,-1,-1,-1,-1,0,1000
776,838,172,839,840,0,0,0,0,1,0,0,0,0,0,-1,-1,-1,-1,0,1000
777,30,38,286,0,0,1,587,0,1,3011,0,0,0,0,-1,-1,-1,-1,0,1000
778,60,61,0,235,716,0,0,0,1,0,1,420,695,0,-1,-1,-1,-1,0,1000
779,0,0,0,841,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
780,0,0,0,842,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
781,60,844,845,0,0,0,0,0,1,0,0,0,700,0,-1,-1,-1,-1,0,1000
782,0,492,843,349,0,0,0,0,1,0,0,0,0,0,-1,-1,-1,-1,0,1000
783,114,118,720,73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
784,99,270,846,847,0,0,0,0,1,0,0,0,0,0,-1,-1,-1,-1,0,1000
785,114,118,849,0,0,0,0,0,1,0,0,0,0,0,-1,-1,-1,-1,0,1000
