ID,ModelName[0],ModelName[1],ModelTexture[0],ModelTexture[1],InventoryIcon,GroundModel,GeosetGroup[0],GeosetGroup[1],GeosetGroup[2],GeosetGroup[3],Flags,SpellVisualID,GroupSoundIndex,ItemSize,HelmetGeosetVisID,Texture[0],Texture[1],Texture[2],Texture[3],Texture[4],Texture[5],Texture[6],Texture[7],ItemVisual
2789,Bow_Short_A_01.mdl,,Bow_Short_A_01,,INV_Weapon_Bow_03,GOYellowPotion.mdl,0,0,0,0,0,5,13,3,0,,,,,,,,,0
2790,Bow_Short_A_01.mdl,,Bow_Short_A_01,,INV_Weapon_Bow_03,GOYellowPotion.mdl,0,0,0,0,0,5,13,3,0,,,,,,,,,0
2791,Firearm_2H_Rifle_A_01.mdl,,Firearm_2H_Rifle_A_01Silver,,INV_Weapon_Rifle_01,GOYellowPotion.mdl,0,0,0,0,0,224,8,3,0,,,,,,,,,0
2792,Firearm_2H_Rifle_A_01.mdl,,Firearm_2H_Rifle_A_01Copper,,INV_Weapon_Rifle_03,GOYellowPotion.mdl,0,0,0,0,0,224,8,3,0,,,,,,,,,0
2793,,,,,INV_Misc_Herb_07,,0,0,0,0,0,0,23,3,0,,,,,,,,,0
2794,Bow_1H_Standard_B_01.mdl,,Bow_1H_Standard_B_01Orange,,INV_Weapon_Bow_02,GOYellowPotion.mdl,0,0,0,0,0,5,13,3,0,,,,,,,,,0
2795,,,,,INV_Misc_Ale_01,,0,0,0,0,0,0,17,3,0,,,,,,,,,0
2796,,,,,INV_Misc_Gear_03,GOYellowPotion.mdl,0,0,0,0,0,0,15,3,0,,,,,,,,,0
2797,,,,,INV_Potion_10,,0,0,0,0,0,0,3,3,0,,,,,,,,,0
2798,,,,,INV_Misc_MonsterFang_01,,0,0,0,0,0,0,15,3,0,,,,,,,,,0
2799,,,,,INV_Robe_01,GOCloth01.mdl,1,0,1,0,0,0,7,3,0,Generic_HuWk_01_Sleeve_AU,Generic_HuWk_01_Sleeve_AL,,Generic_HuWk_01_Chest_TU,Generic_HuWk_01_Chest_TL,Generic_HuWk_01_Pants_LU,Generic_HuWk_01_Pant_LL,,0
2800,Sword_2H_Korean_C_01.mdl,,Sword_2H_Korean_C_01_V01,,INV_Sword_07,GOSword01.mdl,0,0,0,0,0,0,9,3,0,,,,,,,,,0
2803,,,,,INV_Robe_02,GOCloth01.mdl,0,0,0,0,0,0,7,3,0,,,,,,,,,0
2805,Axe_1H_Hatchet_C_03.mdl,,Axe_1H_Hatchet_C_03Green,,INV_Axe_01,GOAxe01.mdl,0,0,0,0,0,0,8,3,0,,,,,,,,,0
2806,Sword_1H_Long_D_01.mdl,,Sword_1H_Long_D_01_V01,,INV_Sword_05,GOSword01.mdl,0,0,0,0,0,0,8,3,0,,,,,,,,,0
2807,Axe_1H_Hatchet_C_01.mdl,,Axe_1H_Hatchet_C_01Blue,,INV_Axe_03,GOAxe01.mdl,0,0,0,0,0,0,8,3,0,,,,,,,,,0
2809,Knife_1H_Exotic_A_02.mdl,,Knife_1H_Exotic_A_02White,,INV_Weapon_ShortBlade_03,GOSword01.mdl,0,0,0,0,0,0,8,3,0,,,,,,,,,0
2810,Hammer_1H_War_D_01.mdl,,Hammer_1H_War_D_01_V01,,INV_Hammer_04,GOBlunt01.mdl,0,0,0,0,0,0,8,3,0,,,,,,,,,0
2814,Axe_1H_Hatchet_B_01.mdl,,Axe_1H_Hatchet_B_01Silver,,INV_Axe_03,GOAxe01.mdl,0,0,0,0,0,0,8,3,0,,,,,,,,,0
2815,Hammer_1H_Standard_A_01.mdl,,Hammer_1H_Standard_A_01Green,,INV_Hammer_03,GOBlunt01.mdl,0,0,0,0,0,0,8,3,0,,,,,,,,,0
2818,,,,,INV_Pants_02,GOLeather01.mdl,0,0,0,0,0,0,7,3,0,,,,,,Leather_B_01Black_Pant_LU,Leather_B_01Black_Pant_LL,,0
2819,Knife_1H_Dagger_B_01.mdl,,Knife_1H_Dagger_B_01Silver,,INV_Weapon_ShortBlade_05,GOSword01.mdl,0,0,0,0,0,0,8,3,0,,,,,,,,,0
2820,,,,,INV_Misc_PocketWatch_01,GOYellowPotion.mdl,0,0,0,0,0,0,7,3,0,,,,,,,,,0
2821,Mace_1H_Spiked_A_01.mdl,,Mace_1H_Spiked_A_01_V01,,INV_Mace_01,GOBlunt01.mdl,0,0,0,0,0,0,0,3,0,,,,,,,,,0
2822,Hammer_2H_Maul_A_01.mdl,,Hammer_2H_Maul_A_01Silver,,INV_Hammer_03,GOBlunt01.mdl,0,0,0,0,0,0,0,3,0,,,,,,,,,0
2823,Axe_2H_War_B_02.mdl,,Axe_2H_War_B_02Silver,,INV_Axe_01,GOAxe01.mdl,0,0,0,0,0,0,9,3,0,,,,,,,,,0
2824,Bow_1H_Standard_C_02.mdl,,Bow_1H_Standard_C_02Green,,INV_Weapon_Bow_06,GOYellowPotion.mdl,0,0,0,0,0,5,13,3,0,,,,,,,,,0
2825,Firearm_2H_Rifle_B_01.mdl,,Firearm_2H_Rifle_A_01Silver,,INV_Weapon_Rifle_06,GOYellowPotion.mdl,0,0,0,0,0,0,0,3,0,,,,,,,,,0
2826,Bow_1H_Standard_C_01.mdl,,Bow_1H_Standard_C_01Red,,INV_Weapon_Bow_04,GOYellowPotion.mdl,0,0,0,0,0,0,13,3,0,,,,,,,,,0
2827,Hammer_1H_Standard_A_03.mdl,,Hammer_1H_Standard_A_02Rusty,,INV_Hammer_03,GOBlunt01.mdl,0,0,0,0,0,0,8,3,0,,,,,,,,,0
2829,,,,,INV_Chest_Chain,GOChain01.mdl,0,0,0,0,0,0,11,3,0,Mail_A_02_Sleeve_AU,Mail_A_02_Sleeve_AL,,Mail_A_02_Chest_TU,Mail_A_02_Chest_TL,,,,0
2830,Helm_Mail_D_01.mdl,,Helm_Mail_D_01Silver,,INV_Helmet_03,GOChain01.mdl,0,0,0,0,0,0,11,3,114,,,,,,,,,0
2831,,,,,INV_Boots_01,,1,0,0,0,0,0,11,3,0,,,,,,,Mail_C_01_Black_Boot_LL,Mail_C_01_Black_Boot_FO,0
2832,Mace_2H_Spiked_B_01.mdl,,Mace_2H_Spiked_B_01Brown,,INV_Mace_01,,0,0,0,0,0,0,9,3,0,,,,,,,,,0
2833,Sword_1H_Long_A_03.mdl,,Sword_1H_Long_A_03Blue,,INV_Sword_05,GOSword01.mdl,0,0,0,0,0,0,8,3,0,,,,,,,,,0
2834,Sword_2H_Broadsword_A_01.mdl,,Sword_2H_Broadsword_A_01,,INV_Sword_08,GOSword01.mdl,0,0,0,0,0,0,9,3,0,,,,,,,,,0
2836,Misc_1H_Bone_A_01.mdl,,Misc_1H_Bone_A_01Black,,INV_Misc_Bone_01,GOBlunt01.mdl,0,0,0,0,0,0,8,3,0,,,,,,,,,0
2837,Knife_1H_Cleaver_A_01.mdl,,Knife_1H_Cleaver_A_01Bloody,,INV_Axe_04,GOAxe01.mdl,0,0,0,0,0,0,8,3,0,,,,,,,,,0
2839,Hammer_2H_Maul_B_02.mdl,,Hammer_2H_Maul_B_02Red,,INV_Hammer_01,GOBlunt01.mdl,0,0,0,0,0,0,9,3,0,,,,,,,,,0
2840,Stave_2H_Other_B_01.mdl,,Stave_2H_Other_B_01Red,,INV_Staff_01,GOStaff01.mdl,0,0,0,0,0,0,13,3,0,,,,,,,,,0
2841,Stave_2H_Long_C_02.mdl,,Stave_2H_Long_C_02Gold,,INV_Staff_08,GOStaff01.mdl,0,0,0,0,0,0,13,3,0,,,,,,,,,0
2842,,,,,INV_Jewelry_Ring_02,GOChain01.mdl,0,0,0,0,0,0,0,3,0,,Mail_B_02_Glove_AL,,,,,,,0
2843,Stave_2H_Jeweled_A_01.mdl,,Stave_2H_Jeweled_A_01Blue,,INV_Staff_06,GOStaff01.mdl,0,0,0,0,0,0,13,3,0,,,,,,,,,0
2844,,,,,INV_Jewelry_Talisman_05,GOYellowPotion.mdl,0,0,0,0,0,0,7,3,0,,,,,,,,,0
2845,Knife_1H_Standard_A_01.mdl,,Knife_1H_Standard_A_01Blue,,INV_Weapon_ShortBlade_03,GOSword01.mdl,0,0,0,0,0,0,8,3,0,,,,,,,,,0
2846,,,,,INV_Jewelry_Amulet_02,GOYellowPotion.mdl,0,0,0,0,0,0,7,3,0,,,,,,,,,0
2848,Club_1H_Spiked_A_01.mdl,,Club_1H_Spiked_A_01_V01,,INV_Mace_01,GOBlunt01.mdl,0,0,0,0,0,0,0,3,0,,,,,,,,,0
2849,,,,,INV_Belt_01,GOChain01.mdl,0,0,0,0,0,0,11,3,0,,,,,,Leather_A_01_Belt_LU,,,0
2851,,,,,INV_Chest_Wolf,GOLeather01.mdl,0,0,0,0,0,0,7,3,0,,,,Leather_A_01Black_Chest_TU,Leather_A_01Black_Chest_TL,,,,0
2852,,,,,INV_Misc_Slime_01,GoApple.mdl,0,0,0,0,0,0,0,3,0,,,,,,,,,0
2853,,,,,INV_Misc_Bone_HumanSkull_01,GoApple.mdl,0,0,0,0,0,0,16,3,0,,,,,,,,,0
2854,,,,,INV_Jewelry_Ring_03,GOYellowPotion.mdl,0,0,0,0,0,0,14,3,0,,,,,,,,,0
2857,,,,,INV_Misc_Candle_02,GOYellowPotion.mdl,0,0,0,0,0,0,15,3,0,,,,,,,,,0
2859,,,,,INV_Gauntlets_06,GOCloth01.mdl,0,0,0,0,0,0,7,3,0,,Cloth_C_01Blue_Sleeve_AL,Cloth_B_01Gray_Glove_HA,,,,,,0
2860,,,,,INV_Misc_Dust_02,GOApple.mdl,0,0,0,0,0,0,0,3,0,,,,,,,,,0
2861,Mace_1H_Spiked_A_02.mdl,,Mace_1H_Spiked_A_02_Brass,,INV_Mace_01,GOYellowPotion.mdl,0,0,0,0,0,0,8,3,0,,,,,,,,,0
2862,Axe_1H_Hatchet_B_01.mdl,,Axe_1H_Hatchet_B_01Copper,,INV_Axe_04,GOYellowPotion.mdl,0,0,0,0,0,0,8,3,0,,,,,,,,,0
2864,Sword_1H_Short_B_01.mdl,,Sword_1H_Short_B_01Copper,,INV_Sword_06,GOYellowPotion.mdl,0,0,0,0,0,0,8,3,0,,,,,,,,,0
2865,Mace_1H_Flanged_A_02.mdl,,Mace_1H_Flanged_A_02Bronze,,INV_Mace_01,GOYellowPotion.mdl,0,0,0,0,0,0,8,3,0,,,,,,,,,0
2866,Axe_1H_Hatchet_A_01.mdl,,Axe_1H_Hatchet_A_01Gold,,INV_Axe_04,GOYellowPotion.mdl,0,0,0,0,0,0,8,3,0,,,,,,,,,0
2867,Sword_1H_Sabre_B_01.mdl,,Sword_1H_Sabre_B_01Gold,,INV_Sword_06,GOYellowPotion.mdl,0,0,0,0,0,0,8,3,0,,,,,,,,,0
2868,,,,,INV_Spear_05,GOYellowPotion.mdl,0,0,0,0,0,0,8,3,0,,,,,,,,,0
2873,,,,,INV_Potion_08,,0,0,0,0,0,0,17,3,0,,,,,,,,,0
2874,,,,,INV_Misc_MonsterScales_02,,0,0,0,0,0,0,16,3,0,,,,,,,,,0
2880,,,,,INV_Jewelry_Ring_02,GOChain01.mdl,0,0,0,0,0,0,0,3,0,,Plate_C_01_Bracer_AL,,,,,,,0
2881,,,,,INV_Jewelry_Ring_02,GOChain01.mdl,0,0,0,0,0,0,0,3,0,,Leather_D_01_Black_Glove_AL,,,,,,,0
2882,,,,,INV_Chest_Chain,GOChain01.mdl,0,0,0,0,0,0,11,3,0,,,,Mail_C_01_Black_Chest_TU,Mail_C_01_Black_Chest_TL,,,,0
2885,,,,,INV_Misc_Slime_01,,0,0,0,0,0,0,17,3,0,,,,,,,,,0
2890,,,,,INV_Misc_Pelt_Bear_03,,0,0,0,0,0,0,0,3,0,,,,,,,,,0
2891,Sword_2H_Claymore_B_02.mdx,,Sword_2H_Claymore_B_02Green,,INV_Sword_07,GOSword01.mdx,0,0,0,0,0,0,0,3,0,,,,,,,,,0
2892,Firearm_2H_Rifle_A_01.mdl,,Firearm_2H_Rifle_A_01Silver,,INV_Weapon_Rifle_08,GOYellowPotion.mdl,0,0,0,0,0,0,8,3,0,,,,,,,,,0
2893,Axe_1H_Hatchet_C_02.mdx,,Axe_1H_Hatchet_C_02Red,,INV_Axe_02,GOAxe01.mdx,0,0,0,0,0,0,8,3,0,,,,,,,,,0
2894,Knife_1H_Katana_A_01.mdx,,Knife_1H_Katana_A_01Dark,,INV_Weapon_ShortBlade_03,GOSword01.mdx,0,0,0,0,0,0,8,3,0,,,,,,,,,0
2895,,,,,INV_Misc_Ammo_Gunpowder_02,GOYellowPotion.mdx,0,0,0,0,0,0,0,3,0,,,,,,,,,0
2897,,,,,INV_Pants_03,GOChain01.mdl,0,0,0,0,0,0,11,3,0,,,,,,Mail_A_02Gold_Pant_LU,Mail_A_02Gold_Pant_LL,,0
2898,,,,,INV_Chest_Chain,GOChain01.mdl,0,0,0,0,0,0,11,3,0,,,,Mail_C_01Silver_Chest_TU,Mail_C_01_Silver_Chest_TL,,,,0
2900,,,,,INV_Misc_Pelt_Wolf_01,GOYellowPotion.mdx,0,0,0,0,0,0,0,3,0,,,,,,,,,0
2902,,,,,INV_Scroll_03,,0,0,0,0,0,0,15,3,0,,,,,,,,,0
2903,,,,,INV_Misc_Food_16,GOMeat.mdx,0,0,0,0,0,0,0,3,0,,,,,,,,,0
2904,,,,,INV_Misc_Food_16,GOMeat.mdx,0,0,0,0,0,0,15,3,0,,,,,,,,,0
2906,,,,,INV_Misc_Ale_01,GOYellowPotion.mdl,0,0,0,0,0,0,15,3,0,,,,,,,,,0
2908,,,,,INV_Misc_Ale_01,GOYellowPotion.mdx,0,0,0,0,0,0,15,3,0,,,,,,,,,0
2916,Buckler_Damaged_A_02.mdx,,Buckler_Damaged_A_02Rusty,,INV_Shield_09,GOYellowPotion.mdx,0,0,0,0,0,0,8,3,0,,,,,,,,,0
2917,Axe_1H_Pick_A_01.mdx,,Axe_1H_Pick_A_01Brown,,INV_Pick_02,GOYellowPotion.mdl,0,0,0,0,0,0,0,3,0,,,,,,,,,0
2919,Bow_Short_A_01.mdx,,Bow_Short_A_01,,INV_Weapon_Bow_02,GOYellowPotion.mdx,0,0,0,0,0,5,13,3,0,,,,,,,,,0
2920,Firearm_2H_Rifle_A_01.mdx,,Firearm_2H_Rifle_A_01Silver,,INV_Weapon_Rifle_01,GOYellowPotion.mdx,0,0,0,0,0,224,8,3,0,,,,,,,,,0
2921,,,,,INV_Robe_02,GOLeather01.mdx,0,0,0,0,0,0,7,3,0,,,,,,,,,0
2922,,,,,INV_Pants_03,GOChain01.mdx,0,0,0,0,0,0,11,3,0,,,,,,Mail_A_02Blue_Pant_LU,Mail_A_02Blue_Pant_LL,,0
2923,Hammer_2H_Maul_B_02.mdx,,Hammer_2H_Maul_B_02Silver,,INV_Hammer_04,GOBlunt01.mdx,0,0,0,0,0,0,0,3,0,,,,,,,,,0
2924,Knife_1H_Dagger_B_02.mdx,,Knife_1H_Dagger_B_02White,,INV_Weapon_ShortBlade_03,GOSword01.mdx,0,0,0,0,0,0,8,3,0,,,,,,,,,0
2925,,,,,INV_Misc_Bandana_03,,0,0,0,0,0,0,7,3,0,,,,,,,,,0
2928,,,,,INV_Boots_01,GOChain01.mdx,1,0,0,0,0,0,11,3,0,,,,,,,Mail_A_02Gold_Boot_LL,Mail_A_02Gold_Boot_FO,0
2930,Knife_1H_Exotic_A_01.mdx,,Knife_1H_Exotic_A_01Red,,INV_Weapon_ShortBlade_03,GOSword01.mdx,0,0,0,0,0,0,8,3,0,,,,,,,,,0
2934,Shield_Lion_A_01.mdx,,Shield_Lion_A_01,,INV_Shield_02,GOYellowPotion.mdx,0,0,0,0,0,0,9,3,0,,,,,,,,,0
2935,,,,,INV_Misc_Orb_03,GOYellowPotion.mdx,0,0,0,0,0,0,0,3,0,,,,,,,,,0
2936,Helm_Mail_D_01.mdx,,Helm_Mail_D_01Silver,,INV_Helmet_02,GOChain01.mdx,0,0,0,0,0,0,11,3,114,,,,,,,,,0
2943,Stave_2H_Long_A_04.mdx,,Stave_2H_Long_A_04Light,,INV_Staff_08,GOStaff01.mdl,0,0,0,0,0,0,13,3,0,,,,,,,,,0
2945,,,,,INV_Misc_Head_Human_01,GOYellowPotion.mdx,0,0,0,0,0,0,0,3,0,,,,,,,,,0
2947,,,,,INV_Potion_19,GOYellowPotion.mdx,0,0,0,0,0,0,17,3,0,,,,,,,,,0
2948,,,,,INV_Misc_Herb_03,GOYellowPotion.mdx,0,0,0,0,0,0,0,3,0,,,,,,,,,0
2949,,,,,INV_Pants_03,GOChain01.mdl,0,0,0,0,0,0,11,3,0,,,,,,Mail_C_01_Black_Pant_LU,Mail_C_01Black_Pant_LL,,0
2950,,,,,INV_Boots_01,GOChain01.mdl,1,0,0,0,0,0,11,3,0,,,,,,,Mail_C_01_Black_Boot_LL,Mail_C_01_Black_Boot_FO,0
2951,,,,,INV_Gauntlets_04,GOChain01.mdl,1,0,0,0,0,0,11,3,0,,Mail_C_01Black_Glove_AL,Mail_C_01Black_Glove_HA,,,,,,0
2952,,,,,INV_Gauntlets_03,GOLeather01.mdl,1,0,0,0,0,0,7,3,0,,Plate_B_02Red_Glove_AL,Plate_B_02Red_Glove_HA,,,,,,0
2953,LShoulder_Mail_C_01.mdx,RShoulder_Mail_C_01.mdx,Shoulder_Mail_C_01Black,Shoulder_Mail_C_01Black,INV_Shoulder_02,GOChain01.mdl,0,0,0,0,0,0,7,3,0,,,,,,,,,0
2955,,,,,INV_Gauntlets_06,GOCloth01.mdl,0,0,0,0,0,0,7,3,0,,Cloth_B_01Gray_Glove_AL,Cloth_B_01Gray_Glove_HA,,,,,,0
2956,,,,,INV_Misc_Bone_02,GOCloth01.mdl,0,0,0,0,0,0,0,3,0,,Cloth_B_01Yellow_Glove_AL,,,,,,,0
2958,,,,,INV_Misc_Dust_02,GOYellowPotion.mdx,0,0,0,0,0,0,0,3,0,,,,,,,,,0
2960,,,,,INV_Shoulder_08,GOLeather01.mdl,0,0,0,0,0,0,7,3,0,,,,,,,,,0
2961,,,,,INV_Misc_Dust_01,GOYellowPotion.mdx,0,0,0,0,0,0,0,3,0,,,,,,,,,0
2962,,,,,INV_Chest_Chain,GOChain01.mdl,0,0,0,0,0,0,11,3,0,,,,Mail_C_01Silver_Chest_TU,Mail_C_01_Silver_Chest_TL,,,,0
2963,,,,,INV_Potion_12,GOYellowPotion.mdx,0,0,0,0,0,0,15,3,0,,,,,,,,,0
2964,,,,,INV_Shirt_01,GOCloth01.mdl,0,0,0,0,0,0,7,3,0,,,,Cloth_C_01Gray_Chest_TU,Cloth_C_01Gray_Chest_TL,,,,0
2965,,,,,INV_Misc_Herb_06,GOYellowPotion.mdx,0,0,0,0,0,0,0,3,0,,,,,,,,,0
2966,,,,,INV_Chest_Chain,GOChain01.mdl,0,0,0,0,0,0,11,3,0,Mail_A_02_Sleeve_AU,,,Mail_A_02_Chest_TU,Mail_A_02_Chest_TL,,,,0
2967,,,,,INV_Chest_Chain,GOChain01.mdx,0,0,0,0,0,0,11,3,0,,,,Mail_A_01Red_Chest_TU,Mail_A_01Red_Chest_TL,,,,0
2968,,,,,INV_Chest_Plate01,GOChain01.mdl,0,0,0,0,0,0,11,3,0,,,,Mail_D_01Silver_Chest_TU,Mail_D_01Silver_Chest_TL,,,,0
2969,,,,,INV_Pants_03,GOChain01.mdl,0,0,0,0,0,0,11,3,0,,,,,,Mail_D_01Silver_Pant_LU,Mail_D_01Silver_Pant_LL,,0
2970,,,,,INV_Belt_01,GOChain01.mdl,0,0,0,0,0,0,11,3,0,,,,,,Mail_D_01Silver_Belt_LU,,,0
2971,,,,,INV_Boots_01,GOChain01.mdl,0,0,0,0,0,0,11,3,0,,,,,,,Mail_D_01Silver_Boot_LL,Mail_D_01Silver_Boot_FO,0
2972,,,,,INV_Jewelry_Ring_02,GOChain01.mdl,0,0,0,0,0,0,0,3,0,,Mail_D_01Silver_Glove_AL,,,,,,,0
2973,,,,,INV_Gauntlets_04,GOChain01.mdl,0,0,0,0,0,0,11,3,0,,Mail_D_01Silver_Glove_AL,Mail_D_01Silver_Glove_HA,,,,,,0
2974,,,,,INV_Chest_Plate01,GOChain01.mdl,0,0,0,0,0,0,11,3,0,,,,Mail_D_01Gold_Chest_TU,Mail_D_01Gold_Chest_TL,,,,0
2975,,,,,INV_Belt_01,GOChain01.mdl,0,0,0,0,0,0,11,3,0,,,,,,Mail_D_01Gold_Belt_LU,,,0
2976,,,,,INV_Pants_03,GOChain01.mdl,0,0,0,0,0,0,11,3,0,,,,,,Mail_D_01Gold_Pant_LU,Mail_D_01Gold_Pant_LL,,0
2977,,,,,INV_Boots_01,GOChain01.mdl,0,0,0,0,0,0,11,3,0,,,,,,,Mail_D_01Gold_Boot_LL,Mail_D_01Gold_Boot_FO,0
2978,,,,,INV_Jewelry_Ring_02,GOChain01.mdl,0,0,0,0,0,0,0,3,0,,Mail_D_01Gold_Glove_AL,,,,,,,0
2979,,,,,INV_Gauntlets_04,GOChain01.mdl,0,0,0,0,0,0,11,3,0,,Mail_D_01Gold_Glove_AL,Mail_D_01Gold_Glove_HA,,,,,,0
2980,,,,,INV_Jewelry_Ring_02,GOChain01.mdl,0,0,0,0,0,0,6,3,0,,Mail_C_01Black_Sleeve_AL,,,,,,,0
2981,,,,,INV_Gauntlets_05,GOLeather01.mdl,1,0,0,0,0,0,7,3,0,,Leather_D_01_Glove_AL,Leather_D_01_Glove_HA,,,,,,0
2982,,,,,INV_Chest_Chain,GOChain01.mdl,0,0,0,0,0,0,11,3,0,Mail_C_01Silver_Sleeve_AU,Mail_C_01Silver_Sleeve_AL,,Mail_C_01Silver_Chest_TU,Mail_C_01_Silver_Chest_TL,,,,0
2984,,,,,INV_Boots_01,GOChain01.mdl,1,0,0,0,0,0,7,3,0,,,,,,,Leather_D_01Gray_Boot_LL,Leather_D_01Gray_Boot_FO,0
2985,,,,,INV_Belt_01,GOChain01.mdl,0,0,0,0,0,0,11,3,0,,,,,,Mail_C_01Silver_Belt_LU,,,0
2986,,,,,INV_Boots_01,GOChain01.mdl,1,0,0,0,0,0,11,3,0,,,,,,,Mail_C_01Silver_Boot_LL,Mail_C_01Silver_Boot_FO,0
2987,,,,,INV_Jewelry_Ring_02,GOChain01.mdl,0,0,0,0,0,0,6,3,0,,Mail_C_01Silver_Glove_AL,,,,,,,0
2988,,,,,INV_Gauntlets_04,GOChain01.mdl,1,0,0,0,0,0,11,3,0,,Mail_C_01Silver_Glove_AL,Mail_C_01Silver_Glove_HA,,,,,,0
2989,,,,,INV_Pants_03,GOChain01.mdl,0,0,0,0,0,0,11,3,0,,,,,,Mail_C_01Silver_Pant_LU,Mail_C_01Silver_Pant_LL,,0
2990,,,,,INV_Boots_07,,1,0,0,0,0,0,7,3,0,,,,,,,Leather_B_01Black_Boot_LL,Leather_B_01Black_Boot_FO,0
2991,,,,,INV_Gauntlets_03,GOChain01.mdl,1,0,0,0,0,0,11,3,0,,Mail_C_01Black_Glove_AL,Mail_C_01Black_Glove_HA,,,,,,0
2992,,,,,INV_Jewelry_Ring_03,GOLeather01.mdl,0,0,0,0,0,0,6,3,0,,Leather_B_02_Glove_AL,,,,,,,0
2993,,,,,INV_Boots_01,GOChain01.mdl,1,0,0,0,0,0,11,3,0,,,,,,,Mail_C_01Copper_Boot_LL,Mail_C_01Copper_Boot_FO,0
2995,Helm_Plate_D_02.mdx,,Helm_Plate_D_02Silver,,INV_Helmet_06,GOPlate01.mdx,0,0,0,0,0,0,11,3,132,,,,,,,,,0
2998,Club_1H_Torch_A_01.mdx,,Club_1H_Torch_A_01,,INV_Misc_Flute_01,GOYellowPotion.mdl,0,0,0,0,0,0,5,3,0,,,,,,,,,0
3004,,,,,INV_Misc_Eye_01,,0,0,0,0,0,0,17,3,0,,,,,,,,,0
3005,,,,,INV_Misc_Pelt_Bear_02,GOYellowPotion.mdl,0,0,0,0,0,0,0,3,0,,,,,,,,,0
3006,Knife_1H_Dagger_A_02.mdx,,Knife_1H_Dagger_A_02Green,,INV_Weapon_ShortBlade_05,GOSword01.mdx,0,0,0,0,0,0,8,3,0,,,,,,,,,0
3007,Hand_1H_Knuckle_B_01.mdx,,Hand_1H_Knuckle_B_01Brown,,INV_Gauntlets_04,GOYellowPotion.mdx,0,0,0,0,0,0,8,3,0,,,,,,,,,0
3009,,,,,INV_Jewelry_Talisman_05,GOYellowPotion.mdl,0,0,0,0,0,0,7,3,0,,,,,,,,,0
3011,,,,,INV_Jewelry_Amulet_07,GOYellowPotion.mdl,0,0,0,0,0,0,7,3,0,,,,,,,,,0
3012,Misc_1H_Potion_B_01.mdx,,Misc_1H_Potion_B_01Blue,,INV_Misc_Orb_03,GOYellowPotion.mdx,0,0,0,0,0,0,24,3,0,,,,,,,,,0
3013,,,,,INV_Misc_Food_Wheat_02,GOYellowPotion.mdl,0,0,0,0,0,0,17,3,0,,,,,,,,,0
3014,Misc_1H_Potion_B_01.mdx,,Misc_1H_Potion_A_01Black,,INV_Misc_Orb_04,GOYellowPotion.mdx,0,0,0,0,0,0,0,3,0,,,,,,,,,0
3018,,,,,INV_Letter_05,GOYellowPotion.mdx,0,0,0,0,0,0,20,3,0,,,,,,,,,0
3019,,,,,INV_Letter_03,GOYellowPotion.mdx,0,0,0,0,0,0,20,3,0,,,,,,,,,0
3020,,,,,INV_Letter_15,GOYellowPotion.mdx,0,0,0,0,0,0,20,3,0,,,,,,,,,0
3021,,,,,INV_Letter_15,GOYellowPotion.mdl,0,0,0,0,0,0,20,3,0,,,,,,,,,0
3022,,,,,INV_Letter_15,GOApple.mdl,0,0,0,0,0,0,20,3,0,,,,,,,,,0
3023,,,,,INV_Letter_12,GOYellowPotion.mdl,0,0,0,0,0,0,20,3,0,,,,,,,,,0
3024,,,,,INV_Letter_08,GOYellowPotion.mdl,0,0,0,0,0,0,20,3,0,,,,,,,,,0
3026,,,,,INV_Jewelry_Talisman_06,GOYellowPotion.mdx,0,0,0,0,0,0,21,3,0,,,,,,,,,0
3027,,,,,INV_Letter_04,GOYellowPotion.mdl,0,0,0,0,0,0,0,3,0,,,,,,,,,0
3028,,,,,INV_Letter_03,,0,0,0,0,0,0,20,3,0,,,,,,,,,0
3029,,,,,INV_Letter_13,GOYellowPotion.mdl,0,0,0,0,0,0,20,3,0,,,,,,,,,0
3030,,,,,INV_Letter_06,GOYellowPotion.mdl,0,0,0,0,0,0,20,3,0,,,,,,,,,0
3031,,,,,INV_Letter_05,GOYellowPotion.mdl,0,0,0,0,0,0,20,3,0,,,,,,,,,0
3032,,,,,INV_Letter_04,GOYellowPotion.mdl,0,0,0,0,0,0,20,3,0,,,,,,,,,0
3033,,,,,INV_Letter_10,GOYellowPotion.mdl,0,0,0,0,0,0,20,3,0,,,,,,,,,0
3034,,,,,INV_Letter_04,GOYellowPotion.mdl,0,0,0,0,0,0,20,3,0,,,,,,,,,0
3035,,,,,INV_Letter_05,GOYellowPotion.mdl,0,0,0,0,0,0,20,3,0,,,,,,,,,0
3036,,,,,INV_Boots_07,GOLeather01.mdx,1,0,0,0,0,0,7,3,0,,,,,,,Leather_C_01Dark_Boot_LL,Leather_C_01Dark_Boot_FO,0
3037,Knife_1H_Hunting_A_02.mdx,,Knife_1H_Dagger_A_02Green,,INV_Weapon_ShortBlade_01,GOSword01.mdx,0,0,0,0,0,0,8,3,0,,,,,,,,,0
3039,,,,,INV_Shirt_02,GOLeather01.mdl,0,0,0,0,0,0,7,3,0,,,,Leather_A_01Green_Chest_TU,Leather_A_01Green_Chest_TL,,,,0
3040,,,,,INV_Chest_Wolf,GOYellowPotion.mdl,0,0,0,0,0,0,7,3,0,Leather_A_01Dark_Sleeve_AU,,,Leather_A_01Dark_Chest_TU,Leather_A_01Dark_Chest_TL,,,,0
