ID,SkillLine,Spell,RaceMask,ClassMask,ExcludeRace,ExcludeClass,MinSkillLineRank,SupercededBySpell,AcquireMethod,TrivialSkillLineRankHigh,TrivialSkillLineRankLow,Abandonable,CharacterPoints[0],CharacterPoints[1]
883,78,1088,0,256,0,0,1,0,0,0,0,0,636,78
636,78,695,0,256,0,0,1,0,0,0,0,0,632,78
632,78,689,0,256,0,0,1,0,0,0,0,0,490,95
490,95,204,0,0,0,0,1,0,2,0,0,0,3370,95
3370,95,5301,0,1,0,0,1,0,2,0,0,0,4030,95
4030,95,5277,0,8,0,0,1,0,0,0,0,0,2201,95
2201,95,3127,0,15,0,0,1,0,0,0,0,0,2200,95
2200,95,107,0,76,0,0,1,0,2,0,0,0,1424,95
1424,95,522,0,0,0,0,1,0,2,0,0,0,689,95
689,95,81,0,0,0,0,1,0,2,0,0,0,703,96
703,96,467,0,1024,0,0,1,0,0,0,0,0,715,96
715,96,782,0,1024,0,0,1,0,0,0,0,0,709,96
709,96,339,0,1024,0,0,1,0,0,0,0,0,706,96
706,96,774,0,1024,0,0,1,0,0,0,0,0,864,96
864,96,1058,0,1024,0,0,1,0,0,0,0,0,3292,96
3292,96,5178,0,1024,0,0,1,0,0,0,0,0,3291,96
3291,96,5177,0,1024,0,0,1,0,0,0,0,0,3290,96
3290,96,5176,0,1024,0,0,1,0,2,0,0,0,4059,96
4059,96,6756,0,1024,0,0,1,0,0,0,0,0,4058,96
4058,96,6780,0,1024,0,0,1,0,0,0,0,0,4057,96
4057,96,6778,0,1024,0,0,1,0,0,0,0,0,5213,96
5213,96,9758,0,1024,0,0,1,0,0,0,0,0,5212,96
5212,96,9756,0,1024,0,0,1,0,0,0,0,0,5208,96
5208,96,9749,0,1024,0,0,1,0,0,0,0,0,5258,96
5258,96,9841,0,1024,0,0,1,0,0,0,0,0,5257,96
5257,96,9840,0,1024,0,0,1,0,0,0,0,0,5256,96
5256,96,9839,0,1024,0,0,1,0,0,0,0,0,4961,96
4961,96,8955,0,1024,0,0,1,0,0,0,0,0,4960,96
4960,96,2908,0,1024,0,0,1,0,0,0,0,0,4959,96
4959,96,8946,0,1024,0,0,1,0,0,0,0,0,4958,96
4958,96,8941,0,1024,0,0,1,0,0,0,0,0,4957,96
4957,96,8940,0,1024,0,0,1,0,0,0,0,0,4956,96
4956,96,8939,0,1024,0,0,1,0,0,0,0,0,4955,96
4955,96,8938,0,1024,0,0,1,0,0,0,0,0,4954,96
4954,96,8936,0,1024,0,0,1,0,0,0,0,0,4937,96
4937,96,778,0,1024,0,0,1,0,0,0,0,0,4936,96
4936,96,770,0,1024,0,0,1,0,0,0,0,0,4930,96
4930,96,8907,0,1024,0,0,1,0,0,0,0,0,5263,96
5263,96,9852,0,1024,0,0,1,0,0,0,0,0,4977,96
4977,96,3137,0,1024,0,0,1,0,0,0,0,0,4976,96
4976,96,2893,0,1024,0,0,1,0,0,0,0,0,4938,96
4938,96,8918,0,1024,0,0,1,0,0,0,0,0,4934,96
4934,96,8914,0,1024,0,0,1,0,0,0,0,0,5289,96
5289,96,9912,0,1024,0,0,1,0,0,0,0,0,5288,96
5288,96,9910,0,1024,0,0,1,0,0,0,0,0,5286,96
5286,96,9907,0,1024,0,0,1,0,0,0,0,0,5284,96
5284,96,9901,0,1024,0,0,1,0,0,0,0,0,5279,96
5279,96,9885,0,1024,0,0,1,0,0,0,0,0,5278,96
5278,96,9884,0,1024,0,0,1,0,0,0,0,0,5269,96
5269,96,9863,0,1024,0,0,1,0,0,0,0,0,5268,96
5268,96,9862,0,1024,0,0,1,0,0,0,0,0,5267,96
5267,96,9858,0,1024,0,0,1,0,0,0,0,0,5266,96
5266,96,9857,0,1024,0,0,1,0,0,0,0,0,5265,96
5265,96,9856,0,1024,0,0,1,0,0,0,0,0,5264,96
5264,96,9853,0,1024,0,0,1,0,0,0,0,0,3325,96
3325,96,740,0,1024,0,0,1,0,0,0,0,0,3323,96
3323,96,5234,0,1024,0,0,1,0,0,0,0,0,3322,96
3322,96,5232,0,1024,0,0,1,0,0,0,0,0,3321,96
3321,96,1126,0,1024,0,0,1,0,0,0,0,0,3300,96
3300,96,5195,0,1024,0,0,1,0,0,0,0,0,3299,96
3299,96,5189,0,1024,0,0,1,0,0,0,0,0,3298,96
3298,96,5188,0,1024,0,0,1,0,0,0,0,0,3297,96
3297,96,5187,0,1024,0,0,1,0,0,0,0,0,3296,96
3296,96,5186,0,1024,0,0,1,0,0,0,0,0,3295,96
3295,96,5185,0,1024,0,0,1,0,2,0,0,0,3294,96
3294,96,5180,0,1024,0,0,1,0,0,0,0,0,3293,96
3293,96,5179,0,1024,0,0,1,0,0,0,0,0,4935,96
4935,96,5196,0,1024,0,0,1,0,0,0,0,0,4933,96
4933,96,8910,0,1024,0,0,1,0,0,0,0,0,4932,96
4932,96,3627,0,1024,0,0,1,0,0,0,0,0,4931,96
4931,96,2091,0,1024,0,0,1,0,0,0,0,0,4929,96
4929,96,8905,0,1024,0,0,1,0,0,0,0,0,4928,96
4928,96,8903,0,1024,0,0,1,0,0,0,0,0,2073,96
2073,96,1062,0,1024,0,0,1,0,0,0,0,0,2067,96
2067,96,1075,0,1024,0,0,1,0,0,0,0,0,5209,96
5209,96,9750,0,1024,0,0,1,0,0,0,0,0,1319,96
1319,96,2090,0,1024,0,0,1,0,0,0,0,0,1318,96
1318,96,1430,0,1024,0,0,1,0,0,0,0,0,590,98
590,98,668,0,0,0,0,1,0,2,0,0,0,592,109
592,109,669,0,0,0,0,1,0,2,0,0,0,594,111
594,111,672,0,0,0,0,1,0,2,0,0,0,596,113
596,113,671,0,0,0,0,1,0,2,0,0,0,598,115
598,115,670,0,0,0,0,1,0,2,0,0,0,610,118
610,118,674,0,13,0,0,1,0,2,0,0,0,628,120
628,120,697,0,256,0,0,1,2953,0,0,0,0,2123,120
2123,120,712,0,256,0,0,1,0,0,0,0,0,4349,120
4349,120,698,0,256,0,0,1,0,0,0,0,0,3866,120
3866,120,126,0,256,0,0,1,0,0,0,0,0,6199,120
6199,120,5784,0,256,0,0,1,0,0,0,0,0,2468,120
2468,120,688,0,256,0,0,1,0,0,0,0,0,1836,129
1836,129,3273,0,0,0,0,1,3274,0,0,0,0,5767,129
5767,129,10840,0,0,0,0,1,0,0,270,240,0,5769,129
5769,129,10844,0,0,0,0,1,0,0,310,280,0,4418,129
4418,129,7935,0,0,0,0,1,0,0,200,160,0,4417,129
4417,129,7934,0,0,0,0,1,0,0,150,110,0,4416,129
4416,129,7924,0,0,0,0,1,10846,0,0,0,0,4415,129
4415,129,7929,0,0,0,0,1,0,0,240,210,0,4414,129
4414,129,7928,0,0,0,0,1,0,0,210,180,0,5768,129
5768,129,10841,0,0,0,0,1,0,0,300,270,0,5766,129
5766,129,10846,0,0,0,0,1,0,0,0,0,0,1838,129
1838,129,3275,0,0,0,0,1,0,1,60,30,0,1841,129
1841,129,3278,0,0,0,0,1,0,0,185,145,0,1840,129
1840,129,3277,0,0,0,0,1,0,0,150,110,0,1839,129
1839,129,3276,0,0,0,0,1,0,0,100,70,0,1837,129
1837,129,3274,0,0,0,0,1,7924,0,0,0,0,2014,130
2014,130,587,0,128,0,0,1,0,0,0,0,0,5367,130
5367,130,10053,0,128,0,0,1,0,0,0,0,0,5366,130
5366,130,3552,0,128,0,0,1,0,0,0,0,0,3818,130
3818,130,6129,0,128,0,0,1,0,0,0,0,0,3817,130
3817,130,6127,0,128,0,0,1,0,0,0,0,0,5432,130
5432,130,10145,0,128,0,0,1,0,0,0,0,0,5431,130
5431,130,10144,0,128,0,0,1,0,0,0,0,0,5429,130
5429,130,10139,0,128,0,0,1,0,0,0,0,0,5428,130
5428,130,10138,0,128,0,0,1,0,0,0,0,0,3528,130
3528,130,5506,0,128,0,0,1,0,0,0,0,0,5368,130
5368,130,10054,0,128,0,0,1,0,0,0,0,0,3527,130
3527,130,5505,0,128,0,0,1,0,0,0,0,0,3526,130
3526,130,5504,0,128,0,0,1,0,0,0,0,0,2026,130
2026,130,759,0,128,0,0,1,0,0,0,0,0,2016,130
2016,130,990,0,128,0,0,1,0,0,0,0,0,2015,130
2015,130,597,0,128,0,0,1,0,0,0,0,0,716,134
716,134,768,0,1024,0,0,1,0,0,0,0,0,719,134
719,134,780,0,1024,0,0,1,769,0,0,0,0,2075,134
2075,134,1066,0,1024,0,0,1,0,0,0,0,0,6036,134
6036,134,9634,0,1024,0,0,1,0,0,0,0,0,5287,134
5287,134,9908,0,1024,0,0,1,0,0,0,0,0,5262,134
5262,134,9850,0,1024,0,0,1,0,0,0,0,0,3318,134
3318,134,5225,0,1024,0,0,1,0,0,0,0,0,3315,134
3315,134,1824,0,1024,0,0,1,9904,0,0,0,0,3314,134
3314,134,1823,0,1024,0,0,1,1824,0,0,0,0,3313,134
3313,134,1822,0,1024,0,0,1,1823,0,0,0,0,3312,134
3312,134,5223,0,1024,0,0,1,0,0,0,0,0,3311,134
3311,134,5221,0,1024,0,0,1,6800,0,0,0,0,3310,134
3310,134,5217,0,1024,0,0,1,6793,0,0,0,0,3307,134
3307,134,5211,0,1024,0,0,1,6798,0,0,0,0,3306,134
3306,134,5209,0,1024,0,0,1,0,0,0,0,0,3305,134
3305,134,1735,0,1024,0,0,1,9490,0,0,0,0,3304,134
3304,134,99,0,1024,0,0,1,1735,0,0,0,0,4140,134
4140,134,1178,0,1024,0,0,1,0,0,0,0,0,4075,134
4075,134,6809,0,1024,0,0,1,8972,0,0,0,0,5211,134
5211,134,9754,0,1024,0,0,1,9908,0,0,0,0,5210,134
5210,134,9752,0,1024,0,0,1,9894,0,0,0,0,5249,134
5249,134,9824,0,1024,0,0,1,9826,0,0,0,0,5248,134
5248,134,9827,0,1024,0,0,1,0,0,0,0,0,5247,134
5247,134,9823,0,1024,0,0,1,9827,0,0,0,0,5246,134
5246,134,9821,0,1024,0,0,1,0,0,0,0,0,4973,134
4973,134,9000,0,1024,0,0,1,9892,0,0,0,0,4972,134
4972,134,8998,0,1024,0,0,1,9000,0,0,0,0,4971,134
4971,134,1850,0,1024,0,0,1,9821,0,0,0,0,4969,134
4969,134,5229,0,1024,0,0,1,0,0,0,0,0,4968,134
4968,134,769,0,1024,0,0,1,9754,0,0,0,0,5261,134
5261,134,9849,0,1024,0,0,1,9850,0,0,0,0,5260,134
5260,134,9846,0,1024,0,0,1,0,0,0,0,0,5259,134
5259,134,9845,0,1024,0,0,1,9846,0,0,0,0,5252,134
5252,134,9830,0,1024,0,0,1,0,0,0,0,0,5251,134
5251,134,9829,0,1024,0,0,1,9830,0,0,0,0,5250,134
5250,134,9826,0,1024,0,0,1,0,0,0,0,0,5207,134
5207,134,9747,0,1024,0,0,1,9898,0,0,0,0,5130,134
5130,134,9492,0,1024,0,0,1,9493,0,0,0,0,4975,134
4975,134,9007,0,1024,0,0,1,9824,0,0,0,0,4974,134
4974,134,9005,0,1024,0,0,1,9823,0,0,0,0,4967,134
4967,134,8983,0,1024,0,0,1,0,0,0,0,0,4966,134
4966,134,6798,0,1024,0,0,1,8983,0,0,0,0,4962,134
4962,134,8972,0,1024,0,0,1,9745,0,0,0,0,5206,134
5206,134,9745,0,1024,0,0,1,9880,0,0,0,0,6037,134
6037,134,9635,0,1024,0,0,1,0,0,0,0,0,5270,134
5270,134,9866,0,1024,0,0,1,9867,0,0,0,0,5131,134
5131,134,9493,0,1024,0,0,1,9752,0,0,0,0,5129,134
5129,134,1079,0,1024,0,0,1,9492,0,0,0,0,5128,134
5128,134,9490,0,1024,0,0,1,9747,0,0,0,0,5150,134
5150,134,783,0,1024,0,0,1,0,0,0,0,0,4970,134
4970,134,8992,0,1024,0,0,1,9829,0,0,0,0,5285,134
5285,134,9904,0,1024,0,0,1,0,0,0,0,0,5283,134
5283,134,9898,0,1024,0,0,1,0,0,0,0,0,5282,134
5282,134,9896,0,1024,0,0,1,0,0,0,0,0,5281,134
5281,134,9894,0,1024,0,0,1,9896,0,0,0,0,5280,134
5280,134,9892,0,1024,0,0,1,0,0,0,0,0,5277,134
5277,134,9881,0,1024,0,0,1,0,0,0,0,0,5276,134
5276,134,9880,0,1024,0,0,1,9881,0,0,0,0,5271,134
5271,134,9867,0,1024,0,0,1,0,0,0,0,0,4074,134
4074,134,6808,0,1024,0,0,1,6809,0,0,0,0,4073,134
4073,134,6807,0,1024,0,0,1,6808,0,0,0,0,4072,134
4072,134,5421,0,1024,0,0,1,0,0,0,0,0,4071,134
4071,134,6800,0,1024,0,0,1,8992,0,0,0,0,4069,134
4069,134,3025,0,1024,0,0,1,0,0,0,0,0,4067,134
4067,134,6793,0,1024,0,0,1,9845,0,0,0,0,4064,134
4064,134,6787,0,1024,0,0,1,9866,0,0,0,0,4063,134
4063,134,6785,0,1024,0,0,1,6787,0,0,0,0,4060,134
4060,134,5201,0,1024,0,0,1,9849,0,0,0,0,3470,134
3470,134,5487,0,1024,0,0,1,9634,0,0,0,0,2077,134
2077,134,3029,0,1024,0,0,1,5201,0,0,0,0,717,134
717,134,779,0,1024,0,0,1,780,0,0,0,0,862,134
862,134,1082,0,1024,0,0,1,3029,0,0,0,0,700,136
700,136,227,0,1493,0,0,1,0,2,0,0,0,727,137
727,137,813,0,0,0,0,1,0,2,0,0,0,725,138
725,138,814,0,0,0,0,1,0,2,0,0,0,724,139
724,139,815,0,0,0,0,1,0,2,0,0,0,728,140
728,140,816,0,0,0,0,1,0,2,0,0,0,726,141
726,141,817,0,0,0,0,1,0,2,0,0,0,2503,142
2503,142,818,0,0,0,0,1,0,0,75,25,0,4267,142
4267,142,7359,0,0,0,0,1,0,0,135,85,0,4044,148
4044,148,824,0,0,0,0,1,0,0,0,0,0,736,149
736,149,825,0,0,0,0,1,0,0,0,0,0,737,150
737,150,828,0,0,0,0,1,0,1,0,0,0,739,152
739,152,826,0,0,0,0,1,0,1,0,0,0,3214,160
3214,160,199,0,1027,0,0,1,0,2,0,0,0,1236,162
1236,162,203,0,0,0,0,1,0,2,0,0,0,4096,163
4096,163,6962,0,4,0,0,1,6963,0,0,0,0,4098,163
4098,163,6964,0,4,0,0,1,6965,0,0,0,0,4099,163
4099,163,6965,0,4,0,0,1,6966,0,0,0,0,4106,163
4106,163,6976,0,4,0,0,1,6977,0,0,0,0,4105,163
4105,163,6975,0,4,0,0,1,6976,0,0,0,0,3227,163
3227,163,1485,0,4,0,0,1,6962,2,0,0,0,3229,163
3229,163,3036,0,4,0,0,1,3037,0,0,0,0,3231,163
3231,163,3038,0,4,0,0,1,3668,0,0,0,0,3232,163
3232,163,3668,0,4,0,0,1,0,0,0,0,0,3230,163
3230,163,3037,0,4,0,0,1,3038,0,0,0,0,3228,163
3228,163,3035,0,4,0,0,1,3036,0,0,0,0,4107,163
4107,163,6977,0,4,0,0,1,0,0,0,0,0,4104,163
4104,163,1516,0,4,0,0,1,6975,0,0,0,0,4100,163
4100,163,6966,0,4,0,0,1,0,0,0,0,0,4097,163
4097,163,6963,0,4,0,0,1,6964,0,0,0,0,1283,164
1283,164,2018,0,0,0,0,1,3100,0,0,0,0,1631,164
1631,164,2660,0,0,0,0,1,0,1,55,15,0,1859,164
1859,164,3324,0,0,0,0,1,0,0,125,85,0,1858,164
1858,164,3323,0,0,0,0,1,0,0,120,80,0,1857,164
1857,164,3321,0,0,0,0,1,0,0,115,75,0,1856,164
1856,164,3320,0,0,0,0,1,0,0,85,45,0,1855,164
1855,164,3319,0,0,0,0,1,0,0,100,60,0,1854,164
1854,164,3297,0,0,0,0,1,0,0,205,175,0,1853,164
1853,164,3296,0,0,0,0,1,0,0,190,160,0,1852,164
1852,164,3295,0,0,0,0,1,0,0,185,155,0,1851,164
1851,164,3294,0,0,0,0,1,0,0,150,110,0,1868,164
1868,164,3337,0,0,0,0,1,0,0,150,125,0,1867,164
1867,164,3336,0,0,0,0,1,0,0,210,180,0,1866,164
1866,164,3334,0,0,0,0,1,0,0,205,175,0,1865,164
1865,164,3333,0,0,0,0,1,0,0,195,165,0,1864,164
1864,164,3331,0,0,0,0,1,0,0,190,160,0,1863,164
1863,164,3330,0,0,0,0,1,0,0,185,155,0,1862,164
1862,164,3328,0,0,0,0,1,0,0,170,140,0,1861,164
1861,164,3326,0,0,0,0,1,0,0,100,75,0,1860,164
1860,164,3325,0,0,0,0,1,0,0,140,100,0,2000,164
2000,164,3508,0,0,0,0,1,0,0,230,205,0,1999,164
1999,164,3507,0,0,0,0,1,0,0,220,195,0,1998,164
1998,164,3506,0,0,0,0,1,0,0,205,180,0,1997,164
1997,164,3505,0,0,0,0,1,0,0,225,200,0,1996,164
1996,164,3504,0,0,0,0,1,0,0,210,185,0,1995,164
1995,164,3503,0,0,0,0,1,0,0,240,215,0,1994,164
1994,164,3502,0,0,0,0,1,0,0,220,195,0,1993,164
1993,164,3501,0,0,0,0,1,0,0,215,190,0,1992,164
1992,164,3500,0,0,0,0,1,0,0,250,225,0,5315,164
5315,164,9926,0,0,0,0,1,0,0,245,225,0,5314,164
5314,164,9920,0,0,0,0,1,0,0,210,200,0,5313,164
5313,164,9921,0,0,0,0,1,0,0,210,200,0,5312,164
5312,164,9918,0,0,0,0,1,0,0,210,200,0,5311,164
5311,164,9916,0,0,0,0,1,0,0,250,225,0,5310,164
5310,164,9820,0,0,0,0,1,0,0,235,210,0,5309,164
5309,164,9818,0,0,0,0,1,0,0,230,205,0,5308,164
5308,164,9814,0,0,0,0,1,0,0,225,200,0,5307,164
5307,164,9813,0,0,0,0,1,0,0,210,185,0,5336,164
5336,164,9979,0,0,0,0,1,0,0,285,265,0,5334,164
5334,164,9972,0,0,0,0,1,0,0,280,260,0,5333,164
5333,164,9970,0,0,0,0,1,0,0,275,255,0,5332,164
5332,164,9968,0,0,0,0,1,0,0,275,255,0,5331,164
5331,164,9966,0,0,0,0,1,0,0,275,255,0,5330,164
5330,164,9964,0,0,0,0,1,0,0,275,255,0,5328,164
5328,164,9959,0,0,0,0,1,0,0,270,250,0,5327,164
5327,164,9957,0,0,0,0,1,0,0,270,250,0,5326,164
5326,164,9954,0,0,0,0,1,0,0,265,245,0,5228,164
5228,164,9787,0,0,0,0,1,0,0,0,0,0,4910,164
4910,164,8880,0,0,0,0,1,0,0,110,70,0,5351,164
5351,164,10013,0,0,0,0,1,0,0,305,280,0,5350,164
5350,164,10011,0,0,0,0,1,0,0,300,275,0,5343,164
5343,164,9995,0,0,0,0,1,0,0,270,245,0,5335,164
5335,164,9974,0,0,0,0,1,0,0,285,265,0,5329,164
5329,164,9961,0,0,0,0,1,0,0,270,250,0,5319,164
5319,164,9935,0,0,0,0,1,0,0,255,235,0,5316,164
5316,164,9928,0,0,0,0,1,0,0,245,225,0,5306,164
5306,164,9811,0,0,0,0,1,0,0,210,185,0,4630,164
4630,164,8368,0,0,0,0,1,0,0,200,170,0,4629,164
4629,164,8367,0,0,0,0,1,0,0,180,140,0,4628,164
4628,164,8366,0,0,0,0,1,0,0,150,110,0,6136,164
6136,164,11643,0,0,0,0,1,0,0,245,225,0,5352,164
5352,164,10015,0,0,0,0,1,0,0,310,285,0,5349,164
5349,164,10009,0,0,0,0,1,0,0,295,270,0,5348,164
5348,164,10007,0,0,0,0,1,0,0,295,270,0,5347,164
5347,164,10005,0,0,0,0,1,0,0,290,265,0,5346,164
5346,164,10003,0,0,0,0,1,0,0,285,260,0,5345,164
5345,164,10001,0,0,0,0,1,0,0,280,255,0,5344,164
5344,164,9997,0,0,0,0,1,0,0,275,250,0,5342,164
5342,164,9993,0,0,0,0,1,0,0,260,235,0,5341,164
5341,164,9987,0,0,0,0,1,0,0,195,165,0,5340,164
5340,164,9986,0,0,0,0,1,0,0,190,160,0,5339,164
5339,164,9985,0,0,0,0,1,0,0,185,155,0,5338,164
5338,164,9983,0,0,0,0,1,0,0,110,70,0,5337,164
5337,164,9980,0,0,0,0,1,0,0,285,265,0,5325,164
5325,164,9952,0,0,0,0,1,0,0,265,245,0,5324,164
5324,164,9950,0,0,0,0,1,0,0,260,240,0,5323,164
5323,164,9945,0,0,0,0,1,0,0,260,240,0,5322,164
5322,164,9942,0,0,0,0,1,0,0,260,240,0,5321,164
5321,164,9939,0,0,0,0,1,0,0,255,235,0,5320,164
5320,164,9937,0,0,0,0,1,0,0,255,235,0,5318,164
5318,164,9933,0,0,0,0,1,0,0,250,230,0,5317,164
5317,164,9931,0,0,0,0,1,0,0,250,230,0,4390,164
4390,164,7818,0,0,0,0,1,0,0,110,105,0,4389,164
4389,164,7817,0,0,0,0,1,0,0,155,125,0,4285,164
4285,164,7408,0,0,0,0,1,0,0,145,105,0,4208,164
4208,164,7222,0,0,0,0,1,0,0,215,190,0,4207,164
4207,164,7221,0,0,0,0,1,0,0,210,180,0,4206,164
4206,164,7223,0,0,0,0,1,0,0,235,210,0,4205,164
4205,164,7224,0,0,0,0,1,0,0,240,215,0,3951,164
3951,164,6471,0,0,0,0,1,0,0,155,150,0,3950,164
3950,164,6470,0,0,0,0,1,0,0,105,100,0,5227,164
5227,164,9788,0,0,0,0,1,0,0,0,0,0,5226,164
5226,164,9785,0,0,0,0,1,0,0,0,0,0,4847,164
4847,164,8768,0,0,0,0,1,0,0,155,150,0,2005,164
2005,164,3538,0,0,0,0,1,9785,0,0,0,0,2003,164
2003,164,3515,0,0,0,0,1,0,0,250,225,0,2002,164
2002,164,3513,0,0,0,0,1,0,0,235,210,0,2001,164
2001,164,3511,0,0,0,0,1,0,0,245,220,0,3975,164
3975,164,2673,0,0,0,0,1,0,0,190,160,0,3974,164
3974,164,2671,0,0,0,0,1,0,0,175,145,0,3972,164
3972,164,6517,0,0,0,0,1,0,0,170,140,0,3971,164
3971,164,6518,0,0,0,0,1,0,0,200,170,0,1991,164
1991,164,3498,0,0,0,0,1,0,0,235,210,0,1990,164
1990,164,3497,0,0,0,0,1,0,0,250,225,0,1989,164
1989,164,3496,0,0,0,0,1,0,0,230,205,0,1988,164
1988,164,3495,0,0,0,0,1,0,0,220,195,0,1987,164
1987,164,3494,0,0,0,0,1,0,0,205,180,0,1986,164
1986,164,3493,0,0,0,0,1,0,0,225,200,0,1985,164
1985,164,3492,0,0,0,0,1,0,0,210,185,0,1984,164
1984,164,3491,0,0,0,0,1,0,0,165,135,0,1850,164
1850,164,3293,0,0,0,0,1,0,0,115,75,0,1849,164
1849,164,3292,0,0,0,0,1,0,0,175,135,0,1800,164
1800,164,3116,0,0,0,0,1,0,0,80,65,0,1799,164
1799,164,3117,0,0,0,0,1,0,0,140,125,0,1798,164
1798,164,3115,0,0,0,0,1,0,1,55,15,0,1792,164
1792,164,3100,0,0,0,0,1,3538,0,0,0,0,1634,164
1634,164,2663,0,0,0,0,1,0,1,60,20,0,1646,164
1646,164,2737,0,0,0,0,30,0,0,95,55,0,1651,164
1651,164,2738,0,0,0,0,35,0,0,100,60,0,1633,164
1633,164,2662,0,0,0,0,40,0,0,90,50,0,1652,164
1652,164,2739,0,0,0,0,40,0,0,105,65,0,1632,164
1632,164,2661,0,0,0,0,55,0,0,115,75,0,1635,164
1635,164,2664,0,0,0,0,65,0,0,140,115,0,1636,164
1636,164,2665,0,0,0,0,75,0,0,80,65,0,1649,164
1649,164,2740,0,0,0,0,75,0,0,170,140,0,1637,164
1637,164,2666,0,0,0,0,80,0,0,150,110,0,1650,164
1650,164,2741,0,0,0,0,85,0,0,175,145,0,1638,164
1638,164,2667,0,0,0,0,90,0,0,160,120,0,1639,164
1639,164,2668,0,0,0,0,95,0,0,175,145,0,1653,164
1653,164,2742,0,0,0,0,95,0,0,180,150,0,1640,164
1640,164,2670,0,0,0,0,105,0,0,175,145,0,1642,164
1642,164,2672,0,0,0,0,120,0,0,180,150,0,1644,164
1644,164,2674,0,0,0,0,125,0,0,140,125,0,1645,164
1645,164,2675,0,0,0,0,135,0,0,205,175,0,1328,165
1328,165,2108,0,0,0,0,1,3104,0,0,0,0,5050,165
5050,165,9196,0,0,0,0,1,0,0,215,195,0,5049,165
5049,165,9195,0,0,0,0,1,0,0,205,185,0,4589,165
4589,165,8322,0,0,0,0,1,0,0,145,115,0,5706,165
5706,165,10662,0,0,0,0,1,0,0,0,0,0,5705,165
5705,165,10658,0,0,0,0,1,0,0,0,0,0,5698,165
5698,165,10572,0,0,0,0,1,0,0,290,270,0,5697,165
5697,165,10570,0,0,0,0,1,0,0,290,270,0,5051,165
5051,165,9197,0,0,0,0,1,0,0,215,195,0,4421,165
4421,165,7954,0,0,0,0,1,0,0,155,130,0,4420,165
4420,165,7953,0,0,0,0,1,0,0,150,120,0,4419,165
4419,165,7955,0,0,0,0,1,0,0,165,140,0,5702,165
5702,165,10650,0,0,0,0,1,0,0,295,275,0,5701,165
5701,165,10647,0,0,0,0,1,0,0,290,270,0,5700,165
5700,165,10632,0,0,0,0,1,0,0,290,270,0,5695,165
5695,165,10566,0,0,0,0,1,0,0,285,265,0,5694,165
5694,165,10564,0,0,0,0,1,0,0,280,260,0,5693,165
5693,165,10562,0,0,0,0,1,0,0,280,260,0,5692,165
5692,165,10560,0,0,0,0,1,0,0,280,260,0,5691,165
5691,165,10558,0,0,0,0,1,0,0,275,255,0,5690,165
5690,165,10556,0,0,0,0,1,0,0,275,255,0,5689,165
5689,165,10554,0,0,0,0,1,0,0,275,255,0,5688,165
5688,165,10630,0,0,0,0,1,0,0,270,250,0,5687,165
5687,165,10552,0,0,0,0,1,0,0,270,250,0,5686,165
5686,165,10550,0,0,0,0,1,0,0,270,250,0,5685,165
5685,165,10548,0,0,0,0,1,0,0,270,250,0,5684,165
5684,165,10621,0,0,0,0,1,0,0,265,245,0,5681,165
5681,165,10544,0,0,0,0,1,0,0,265,245,0,5680,165
5680,165,10542,0,0,0,0,1,0,0,265,245,0,5679,165
5679,165,10533,0,0,0,0,1,0,0,260,240,0,5678,165
5678,165,10531,0,0,0,0,1,0,0,260,240,0,5677,165
5677,165,10529,0,0,0,0,1,0,0,260,240,0,5676,165
5676,165,10525,0,0,0,0,1,0,0,260,240,0,5673,165
5673,165,10516,0,0,0,0,1,0,0,250,230,0,5672,165
5672,165,10511,0,0,0,0,1,0,0,250,230,0,5671,165
5671,165,10509,0,0,0,0,1,0,0,245,225,0,5704,165
5704,165,10660,0,0,0,0,1,0,0,0,0,0,5703,165
5703,165,10656,0,0,0,0,1,0,0,0,0,0,5699,165
5699,165,10574,0,0,0,0,1,0,0,290,270,0,5696,165
5696,165,10568,0,0,0,0,1,0,0,285,265,0,5683,165
5683,165,10619,0,0,0,0,1,0,0,265,245,0,5682,165
5682,165,10546,0,0,0,0,1,0,0,265,245,0,5675,165
5675,165,10520,0,0,0,0,1,0,0,255,235,0,5674,165
5674,165,10518,0,0,0,0,1,0,0,250,230,0,5670,165
5670,165,10507,0,0,0,0,1,0,0,245,225,0,5669,165
5669,165,10499,0,0,0,0,1,0,0,245,225,0,5668,165
5668,165,10490,0,0,0,0,1,0,0,240,220,0,5667,165
5667,165,10487,0,0,0,0,1,0,0,240,220,0,5666,165
5666,165,10482,0,0,0,0,1,0,0,200,200,0,3343,165
3343,165,5244,0,0,0,0,1,0,0,100,70,0,4165,165
4165,165,7156,0,0,0,0,1,0,0,230,210,0,4164,165
4164,165,7153,0,0,0,0,1,0,0,225,205,0,4163,165
4163,165,7151,0,0,0,0,1,0,0,215,195,0,4161,165
4161,165,7149,0,0,0,0,1,0,0,210,190,0,4160,165
4160,165,7147,0,0,0,0,1,0,0,200,180,0,4159,165
4159,165,7135,0,0,0,0,1,0,0,165,140,0,4158,165
4158,165,7133,0,0,0,0,1,0,0,155,130,0,4156,165
4156,165,7126,0,0,0,0,1,0,1,70,40,0,4029,165
4029,165,6704,0,0,0,0,1,0,0,210,190,0,4028,165
4028,165,6703,0,0,0,0,1,0,0,155,125,0,4027,165
4027,165,6705,0,0,0,0,1,0,0,230,210,0,4026,165
