ID,SkillLine,Spell,RaceMask,ClassMask,ExcludeRace,ExcludeClass,MinSkillLineRank,SupercededBySpell,TrivialSkillLineRankHigh,TrivialSkillLineRankLow,Abandonable
2182,165,3773,0,0,0,0,1,0,225,200,0
2181,165,3772,0,0,0,0,1,0,205,180,0
1356,165,2152,0,0,0,0,1,0,75,50,0
1360,165,2159,0,0,0,0,1,0,165,125,0
1355,165,2153,0,0,0,0,30,0,120,80,0
1359,165,2158,0,0,0,0,45,0,170,130,0
1362,165,2160,0,0,0,0,50,0,130,90,0
1363,165,2161,0,0,0,0,65,0,145,105,0
1364,165,2162,0,0,0,0,65,0,145,105,0
1365,165,2163,0,0,0,0,70,0,145,105,0
1366,165,2164,0,0,0,0,70,0,155,115,0
1367,165,2165,0,0,0,0,75,0,150,125,0
1369,165,2167,0,0,0,0,100,0,160,130,0
1371,165,2169,0,0,0,0,100,0,160,130,0
1370,165,2168,0,0,0,0,110,0,170,140,0
1368,165,2166,0,0,0,0,125,0,185,155,0
1374,171,2259,0,0,0,0,1,3101,0,0,0
1377,171,2330,0,0,0,0,1,0,95,55,0
4396,171,7845,0,0,0,0,1,0,210,170,0
4395,171,7841,0,0,0,0,1,0,160,130,0
4394,171,7837,0,0,0,0,1,0,140,130,0
4393,171,7836,0,0,0,0,1,0,90,80,0
4213,171,7256,0,0,0,0,1,0,205,165,0
4212,171,7259,0,0,0,0,1,0,260,220,0
4211,171,7255,0,0,0,0,1,0,170,130,0
4210,171,7258,0,0,0,0,1,0,245,205,0
4209,171,7257,0,0,0,0,1,0,235,195,0
4178,171,7183,0,0,0,0,1,0,95,55,0
4177,171,7181,0,0,0,0,1,0,225,185,0
4176,171,7179,0,0,0,0,1,0,160,120,0
4007,171,6617,0,0,0,0,1,0,130,90,0
4006,171,6618,0,0,0,0,1,0,245,205,0
4005,171,6619,0,0,0,0,1,0,195,155,0
4004,171,6624,0,0,0,0,1,0,220,180,0
2909,171,4942,0,0,0,0,1,0,285,245,0
2907,171,4508,0,0,0,0,1,0,120,80,0
1937,171,3454,0,0,0,0,1,0,270,230,0
1936,171,3453,0,0,0,0,1,0,265,225,0
1935,171,3452,0,0,0,0,1,0,255,215,0
1934,171,3451,0,0,0,0,1,0,250,210,0
1933,171,3450,0,0,0,0,1,0,245,205,0
1932,171,3449,0,0,0,0,1,0,240,200,0
1931,171,3448,0,0,0,0,1,0,235,195,0
1930,171,3447,0,0,0,0,1,0,180,140,0
1821,171,2333,0,0,0,0,1,0,210,170,0
1938,171,3464,0,0,0,0,1,0,0,0,0
1820,171,3177,0,0,0,0,1,0,200,160,0
1819,171,3176,0,0,0,0,1,0,195,155,0
1818,171,3175,0,0,0,0,1,0,195,155,0
1817,171,3174,0,0,0,0,1,0,190,150,0
1816,171,3173,0,0,0,0,1,0,190,150,0
1815,171,3172,0,0,0,0,1,0,180,140,0
1814,171,3171,0,0,0,0,1,0,170,130,0
1793,171,3101,0,0,0,0,1,3464,0,0,0
1833,171,3230,0,0,0,0,1,0,120,80,0
1832,171,3170,0,0,0,0,1,0,100,60,0
1822,171,3188,0,0,0,0,1,0,220,180,0
1378,171,2329,0,0,0,0,1,0,95,55,0
1379,171,2331,0,0,0,0,30,0,105,65,0
1380,171,2332,0,0,0,0,40,0,110,70,0
1382,171,2334,0,0,0,0,50,0,120,80,0
1383,171,2335,0,0,0,0,60,0,130,90,0
1384,171,2336,0,0,0,0,70,0,140,100,0
1385,171,2337,0,0,0,0,80,0,125,85,0
1386,172,197,0,1024,0,0,1,0,0,0,0
3213,172,197,0,5,0,0,1,0,0,0,0
1387,173,1180,0,269,0,0,1,0,0,0,0
3217,173,1180,0,128,0,0,1,0,0,0,0
1550,176,2567,0,8,0,0,1,0,0,0,0
1655,176,2764,0,13,0,0,1,0,0,0,0
3221,176,2567,0,5,0,0,1,0,0,0,0
2158,181,1804,0,136,0,1,1,6461,0,0,0
3946,181,6461,0,0,0,0,1,6463,0,0,0
3947,181,6463,0,0,0,0,1,0,0,0,0
1418,182,2366,0,0,0,0,1,2368,0,0,0
1442,182,2383,0,0,0,0,1,0,0,0,0
1844,182,2371,0,0,0,0,1,0,0,0,0
1843,182,2369,0,0,0,0,1,0,0,0,0
2041,182,3570,0,0,0,0,1,0,0,0,0
1419,182,2368,0,0,0,0,1,3570,0,0,0
1441,183,2382,0,0,0,0,1,0,0,0,0
1869,183,3365,0,0,0,0,1,0,0,0,0
3870,183,6246,0,0,0,0,1,0,0,0,0
3953,183,6477,0,0,0,0,1,0,0,0,0
3999,183,6603,0,0,0,0,1,0,0,0,0
4215,183,7267,0,0,0,0,1,0,0,0,0
4266,183,7355,0,0,0,0,1,0,0,0,0
4214,183,7266,0,0,0,0,1,0,0,0,0
3954,183,6478,0,0,0,0,1,0,0,0,0
3871,183,6247,0,0,0,0,1,0,0,0,0
3869,183,6233,0,0,0,0,1,0,0,0,0
1870,183,3050,0,0,0,0,1,0,0,0,0
1502,184,679,0,2,0,0,1,678,0,0,0
1503,184,678,0,2,0,0,1,1866,0,0,0
1504,184,1866,0,2,0,0,1,680,0,0,0
4220,184,2537,0,2,0,0,1,0,0,0,0
3529,184,5569,0,2,0,0,1,0,0,0,0
1888,184,2495,0,2,0,0,1,5569,0,0,0
1505,184,680,0,2,0,0,1,2495,0,0,0
1532,185,2550,0,0,0,0,1,3102,0,0,0
1537,185,2540,0,0,0,0,1,0,85,45,0
1535,185,2538,0,0,0,0,1,0,85,45,0
1794,185,3102,0,0,0,0,1,3413,0,0,0
1872,185,3371,0,0,0,0,1,0,140,100,0
1874,185,3373,0,0,0,0,1,0,200,160,0
1876,185,3377,0,0,0,0,1,0,190,150,0
3928,185,6414,0,0,0,0,1,0,115,75,0
3927,185,6413,0,0,0,0,1,0,100,60,0
3926,185,6412,0,0,0,0,1,0,90,50,0
2499,185,4094,0,0,0,0,1,0,255,215,0
1906,185,3413,0,0,0,0,1,0,0,0,0
1904,185,3400,0,0,0,0,1,0,255,215,0
1903,185,3399,0,0,0,0,1,0,230,190,0
1902,185,3398,0,0,0,0,1,0,215,175,0
1901,185,3397,0,0,0,0,1,0,190,150,0
4204,185,7213,0,0,0,0,1,0,255,215,0
3964,185,6499,0,0,0,0,1,0,130,90,0
3963,185,6500,0,0,0,0,1,0,205,165,0
3962,185,6501,0,0,0,0,1,0,170,130,0
3933,185,6419,0,0,0,0,1,0,190,150,0
3932,185,6418,0,0,0,0,1,0,180,140,0
3931,185,6417,0,0,0,0,1,0,170,130,0
3930,185,6416,0,0,0,0,1,0,130,90,0
3929,185,6415,0,0,0,0,1,0,130,90,0
4392,185,7828,0,0,0,0,1,0,230,190,0
4391,185,7827,0,0,0,0,1,0,130,90,0
4359,185,7755,0,0,0,0,1,0,180,140,0
4356,185,7754,0,0,0,0,1,0,130,90,0
4355,185,7753,0,0,0,0,1,0,130,90,0
4354,185,7752,0,0,0,0,1,0,85,45,0
4353,185,7751,0,0,0,0,1,0,85,45,0
1875,185,3376,0,0,0,0,1,0,210,170,0
1873,185,3372,0,0,0,0,1,0,170,130,0
1871,185,3370,0,0,0,0,1,0,160,120,0
1536,185,2539,0,0,0,0,30,0,90,50,0
1674,185,2795,0,0,0,0,40,0,100,60,0
1538,185,2541,0,0,0,0,65,0,130,90,0
1539,185,2542,0,0,0,0,65,0,130,90,0
1540,185,2543,0,0,0,0,75,0,155,115,0
1543,185,2544,0,0,0,0,75,0,155,115,0
1544,185,2545,0,0,0,0,85,0,165,125,0
1545,185,2546,0,0,0,0,110,0,160,120,0
1546,185,2547,0,0,0,0,125,0,175,135,0
1547,185,2548,0,0,0,0,135,0,170,130,0
1548,185,2549,0,0,0,0,135,0,180,140,0
1568,186,2580,0,0,0,0,1,3312,0,0,0
1569,186,2575,0,0,0,0,1,2576,0,0,0
2037,186,3569,0,0,0,0,1,0,150,150,0
2036,186,3564,0,0,0,0,1,0,0,0,0
1848,186,3304,0,0,0,0,1,0,75,50,0
1847,186,3307,0,0,0,0,1,0,100,100,0
1846,186,3308,0,0,0,0,1,0,175,125,0
1570,186,2576,0,0,0,0,1,3564,0,0,0
1571,186,2577,0,0,0,0,1,2578,125,100,0
1572,186,2578,0,0,0,0,1,2579,150,125,0
3324,186,2657,0,0,0,0,1,0,75,25,0
1573,186,2579,0,0,0,0,1,0,175,150,0
1597,186,2656,0,0,0,0,1,0,0,0,0
1599,186,2658,0,0,0,0,1,0,150,100,0
1600,186,2659,0,0,0,0,1,0,100,50,0
2487,188,3110,0,0,0,0,1,7799,0,0,0
4372,188,7800,0,0,0,0,1,7801,0,0,0
4373,188,7801,0,0,0,0,1,7802,0,0,0
4379,188,7808,0,0,0,0,1,0,0,0,0
4378,188,7807,0,0,0,0,1,7808,0,0,0
4377,188,7806,0,0,0,0,1,7807,0,0,0
4376,188,7805,0,0,0,0,1,0,0,0,0
4375,188,7804,0,0,0,0,1,7805,0,0,0
4374,188,7802,0,0,0,0,1,0,0,0,0
4371,188,7799,0,0,0,0,1,7800,0,0,0
3895,188,6307,0,0,0,0,1,7804,0,0,0
2497,189,2691,0,0,0,0,1,0,0,0,0
3907,189,6356,0,0,0,0,1,0,0,0,0
2356,197,3908,0,0,0,0,1,3909,0,0,0
2359,197,2963,0,0,0,0,1,0,60,25,0
2361,197,2385,0,0,0,0,1,0,80,50,0
2363,197,2386,0,0,0,0,1,0,125,95,0
2388,197,3851,0,0,0,0,1,0,175,150,0
2387,197,3850,0,0,0,0,1,0,160,135,0
2386,197,3849,0,0,0,0,1,0,170,145,0
2385,197,3848,0,0,0,0,1,0,160,135,0
2384,197,3847,0,0,0,0,1,0,145,120,0
2383,197,3845,0,0,0,0,1,0,130,105,0
2382,197,3844,0,0,0,0,1,0,150,125,0
2381,197,3843,0,0,0,0,1,0,135,110,0
2380,197,3842,0,0,0,0,1,0,130,100,0
2397,197,3861,0,0,0,0,1,0,235,210,0
2396,197,3860,0,0,0,0,1,0,225,200,0
2395,197,3859,0,0,0,0,1,0,200,175,0
2394,197,3858,0,0,0,0,1,0,220,195,0
2393,197,3857,0,0,0,0,1,0,205,180,0
2392,197,3856,0,0,0,0,1,0,190,165,0
2391,197,3855,0,0,0,0,1,0,175,150,0
2390,197,3854,0,0,0,0,1,0,195,170,0
2389,197,3852,0,0,0,0,1,0,180,155,0
2406,197,3872,0,0,0,0,1,0,205,195,0
2405,197,3871,0,0,0,0,1,0,190,180,0
2404,197,3870,0,0,0,0,1,0,175,165,0
2403,197,3869,0,0,0,0,1,0,155,145,0
2402,197,3868,0,0,0,0,1,0,175,150,0
2401,197,3866,0,0,0,0,1,0,160,135,0
2400,197,3864,0,0,0,0,1,0,250,225,0
2399,197,3863,0,0,0,0,1,0,230,205,0
2398,197,3862,0,0,0,0,1,0,250,225,0
2409,197,3915,0,0,0,0,1,0,70,40,0
2408,197,3914,0,0,0,0,1,0,90,60,0
2407,197,3873,0,0,0,0,1,0,220,210,0
2379,197,3841,0,0,0,0,1,0,120,90,0
2378,197,3840,0,0,0,0,1,0,95,65,0
2377,197,3865,0,0,0,0,1,0,195,185,0
2376,197,3839,0,0,0,0,1,0,155,140,0
2375,197,2406,0,0,0,0,1,0,150,125,0
2374,197,2403,0,0,0,0,1,0,155,130,0
2373,197,2401,0,0,0,0,1,0,145,120,0
2372,197,2399,0,0,0,0,1,0,135,110,0
4022,197,6692,0,0,0,0,1,0,200,175,0
4021,197,6690,0,0,0,0,1,0,180,165,0
4020,197,6688,0,0,0,0,1,0,165,140,0
4019,197,6686,0,0,0,0,1,0,130,100,0
4003,197,3813,0,0,0,0,1,0,200,175,0
4002,197,3757,0,0,0,0,1,0,130,105,0
4001,197,3755,0,0,0,0,1,0,105,75,0
4000,197,3758,0,0,0,0,1,0,145,120,0
3973,197,6521,0,0,0,0,1,0,140,115,0
4409,197,7893,0,0,0,0,1,0,170,145,0
4408,197,7892,0,0,0,0,1,0,170,145,0
4311,197,7643,0,0,0,0,1,0,165,140,0
4308,197,7639,0,0,0,0,1,0,150,125,0
4307,197,7636,0,0,0,0,1,0,140,115,0
4306,197,7633,0,0,0,0,1,0,130,100,0
4305,197,7629,0,0,0,0,1,0,120,90,0
4304,197,7630,0,0,0,0,1,0,120,90,0
4303,197,7624,0,0,0,0,1,0,90,60,0
4302,197,7623,0,0,0,0,1,0,90,60,0
4024,197,6695,0,0,0,0,1,0,235,210,0
4023,197,6693,0,0,0,0,1,0,225,200,0
2371,197,2402,0,0,0,0,1,0,125,100,0
2370,197,2964,0,0,0,0,1,0,105,90,0
2369,197,2396,0,0,0,0,1,0,130,100,0
2368,197,2395,0,0,0,0,1,0,135,100,0
2367,197,2397,0,0,0,0,1,0,120,90,0
2366,197,2394,0,0,0,0,1,0,100,70,0
2365,197,2393,0,0,0,0,1,0,70,40,0
2364,197,2392,0,0,0,0,1,0,100,70,0
2362,197,2389,0,0,0,0,1,0,100,70,0
2360,197,2387,0,0,0,0,1,0,70,40,0
2358,197,3910,0,0,0,0,1,0,0,0,0
2357,197,3909,0,0,0,0,1,3910,0,0,0
1972,198,648,0,2,0,0,1,0,0,0,0
2937,198,1022,0,2,0,0,1,0,0,0,0
3549,198,5601,0,2,0,0,1,0,0,0,0
3562,198,1038,0,2,0,0,1,0,0,0,0
4244,198,7325,0,2,0,0,1,0,0,0,0
4076,198,6940,0,2,0,0,1,0,0,0,0
4039,198,6739,0,2,0,0,1,0,0,0,0
3580,198,5645,0,2,0,0,1,0,0,0,0
3579,198,94,0,2,0,0,1,0,0,0,0
3550,198,5602,0,2,0,0,1,0,0,0,0
3548,198,5599,0,2,0,0,1,0,0,0,0
2920,198,1036,0,2,0,0,1,0,0,0,0
1973,198,1034,0,2,0,0,1,0,0,0,0
2918,198,636,0,2,0,0,1,0,0,0,0
2919,198,645,0,2,0,0,1,0,0,0,0
1976,198,1052,0,2,0,0,1,0,0,0,0
2410,202,4036,0,0,0,0,1,4037,0,0,0
2411,202,4037,0,0,0,0,1,4038,0,0,0
2412,202,4038,0,0,0,0,1,0,0,0,0
2413,202,3918,0,0,0,0,1,0,40,20,0
2414,202,3919,0,0,0,0,1,0,60,30,0
2415,202,3920,0,0,0,0,1,0,60,30,0
2417,202,3922,0,0,0,0,1,0,70,50,0
2418,202,3923,0,0,0,0,1,0,110,80,0
2419,202,3924,0,0,0,0,1,0,110,80,0
2420,202,3925,0,0,0,0,1,0,110,80,0
2421,202,3977,0,0,0,0,1,0,120,90,0
2422,202,3973,0,0,0,0,1,0,125,95,0
2423,202,3926,0,0,0,0,1,0,125,95,0
2424,202,3928,0,0,0,0,1,0,135,105,0
2425,202,3929,0,0,0,0,1,0,105,85,0
2426,202,3930,0,0,0,0,1,0,115,85,0
2427,202,3931,0,0,0,0,1,0,115,85,0
2428,202,3932,0,0,0,0,1,0,145,115,0
2429,202,3933,0,0,0,0,1,0,160,130,0
2430,202,3934,0,0,0,0,1,0,160,130,0
2431,202,3936,0,0,0,0,1,0,165,135,0
2432,202,3937,0,0,0,0,1,0,165,135,0
2433,202,3938,0,0,0,0,1,0,165,135,0
2435,202,3978,0,0,0,0,1,0,170,140,0
2436,202,3939,0,0,0,0,1,0,180,150,0
4294,202,7430,0,0,0,0,1,0,90,70,0
3945,202,6458,0,0,0,0,1,0,195,165,0
3934,202,6441,0,0,0,0,1,0,155,125,0
2437,202,3940,0,0,0,0,1,0,180,150,0
2438,202,3941,0,0,0,0,1,0,180,150,0
2439,202,3942,0,0,0,0,1,0,185,155,0
2440,202,3944,0,0,0,0,1,0,185,155,0
2441,202,3945,0,0,0,0,1,0,185,155,0
2442,202,3946,0,0,0,0,1,0,185,155,0
2443,202,3947,0,0,0,0,1,0,185,155,0
2444,202,3949,0,0,0,0,1,0,190,160,0
2445,202,3950,0,0,0,0,1,0,200,170,0
2446,202,3952,0,0,0,0,1,0,200,170,0
2447,202,3953,0,0,0,0,1,0,205,175,0
2448,202,3954,0,0,0,0,1,0,205,175,0
2449,202,3955,0,0,0,0,1,0,210,180,0
2450,202,3956,0,0,0,0,1,0,210,180,0
2451,202,3957,0,0,0,0,1,0,215,185,0
2452,202,3958,0,0,0,0,1,0,220,190,0
2453,202,3959,0,0,0,0,1,0,220,190,0
2454,202,3960,0,0,0,0,1,0,225,195,0
2455,202,3961,0,0,0,0,1,0,230,200,0
2456,202,3962,0,0,0,0,1,0,235,205,0
2457,202,3963,0,0,0,0,1,0,235,205,0
2459,202,3979,0,0,0,0,1,0,240,210,0
2460,202,3965,0,0,0,0,1,0,245,215,0
2461,202,3966,0,0,0,0,1,0,245,215,0
2462,202,3967,0,0,0,0,1,0,250,220,0
2463,202,3968,0,0,0,0,1,0,255,225,0
2464,202,3969,0,0,0,0,1,0,260,230,0
2465,202,3971,0,0,0,0,1,0,260,230,0
2466,202,3972,0,0,0,0,1,0,260,230,0
2862,203,4144,0,0,0,0,1,0,0,0,0
2865,203,4169,0,0,0,0,1,0,0,0,0
2866,203,4286,0,0,0,0,1,0,0,0,0
2864,203,4168,0,0,0,0,1,4169,0,0,0
2863,203,4167,0,0,0,0,1,4168,0,0,0
4380,204,7812,0,0,0,0,1,0,0,0,0
4383,204,7810,0,0,0,0,1,7811,0,0,0
4384,204,7811,0,0,0,0,1,0,0,0,0
4382,204,7809,0,0,0,0,1,7810,0,0,0
4381,204,3716,0,0,0,0,1,7809,0,0,0
3909,205,6360,0,0,0,0,1,7813,0,0,0
4387,205,7815,0,0,0,0,1,7816,0,0,0
4388,205,7816,0,0,0,0,1,0,0,0,0
4405,205,6358,0,0,0,0,1,0,0,0,0
4406,205,7870,0,0,0,0,1,0,0,0,0
4386,205,7814,0,0,0,0,1,7815,0,0,0
4385,205,7813,0,0,0,0,1,0,0,0,0
2871,208,4147,0,0,0,0,1,0,0,0,0
2872,208,4315,0,0,0,0,1,0,0,0,0
3997,208,6576,0,0,0,0,1,0,0,0,0
2838,209,4154,0,0,0,0,1,0,0,0,0
2839,209,4245,0,0,0,0,1,0,0,0,0
4014,209,6664,0,0,0,0,1,0,0,0,0
2733,210,4148,0,0,0,0,1,0,0,0,0
2830,210,4238,0,0,0,0,1,0,0,0,0
2831,210,4101,0,0,0,0,1,0,0,0,0
2832,211,4102,0,0,0,0,1,0,0,0,0
2833,211,4149,0,0,0,0,1,0,0,0,0
2834,211,4241,0,0,0,0,1,0,0,0,0
2847,212,4279,0,0,0,0,1,0,0,0,0
3998,212,6580,0,0,0,0,1,0,0,0,0
2849,212,4161,0,0,0,0,1,0,0,0,0
2835,213,4104,0,0,0,0,1,0,0,0,0
2837,213,4242,0,0,0,0,1,0,0,0,0
2836,213,4317,0,0,0,0,1,0,0,0,0
2840,214,4112,0,0,0,0,1,4113,0,0,0
2846,214,4246,0,0,0,0,1,0,0,0,0
2842,214,4113,0,0,0,0,1,4115,0,0,0
2843,214,4115,0,0,0,0,1,4114,0,0,0
2844,214,4114,0,0,0,0,1,0,0,0,0
2845,214,4159,0,0,0,0,1,0,0,0,0
2850,215,4164,0,0,0,0,1,4165,0,0,0
2855,215,4140,0,0,0,0,1,0,0,0,0
2856,215,4281,0,0,0,0,1,0,0,0,0
2854,215,4138,0,0,0,0,1,4140,0,0,0
2851,215,4165,0,0,0,0,1,0,0,0,0
2852,215,4133,0,0,0,0,1,4136,0,0,0
2853,215,4136,0,0,0,0,1,4138,0,0,0
2857,216,4105,0,0,0,0,1,0,0,0,0
2858,216,4283,0,0,0,0,1,0,0,0,0
2859,217,4166,0,0,0,0,1,0,0,0,0
2860,217,4284,0,0,0,0,1,0,0,0,0
2861,217,4142,0,0,0,0,1,0,0,0,0
2867,218,4805,0,0,0,0,1,0,0,0,0
2868,218,4209,0,0,0,0,1,4221,0,0,0
2870,218,4312,0,0,0,0,1,0,0,0,0
2869,218,4221,0,0,0,0,1,0,0,0,0
2483,220,4084,16,0,0,0,1,0,0,0,0
4347,220,5227,16,0,0,0,1,0,0,0,0
4350,220,7744,16,0,0,0,1,0,0,0,0
2560,222,601,0,0,0,0,1,4287,0,0,0
2561,222,4287,0,0,0,0,1,0,0,0,0
2900,222,4924,0,0,0,0,1,0,0,0,0
2899,222,4923,0,0,0,0,1,4924,0,0,0
2898,222,4921,36,13,0,0,1,4923,0,0,0
2897,222,4902,0,0,0,0,1,0,0,0,0
2896,222,4900,36,13,0,0,1,4902,0,0,0
2895,222,4897,0,0,0,0,1,0,0,0,0
2894,222,4896,155,13,0,0,1,4897,0,0,0
2562,222,4289,0,0,0,0,1,4290,0,0,0
2563,222,4290,0,0,0,0,1,0,0,0,0
2564,222,4293,0,0,0,0,1,4294,0,0,0
2565,222,4294,0,0,0,0,1,0,0,0,0
2566,222,4297,0,1090,0,1,1,4298,0,0,0
2567,222,4298,0,0,0,0,1,0,0,0,0
2581,222,4334,0,0,0,0,1,4335,0,0,0
2582,222,4335,0,0,0,0,1,4336,0,0,0
3719,222,5972,0,0,0,0,1,0,0,0,0
3718,222,5971,0,0,0,0,1,5972,0,0,0
3717,222,5970,0,0,0,0,1,5971,0,0,0
3716,222,5979,0,0,0,0,1,0,0,0,0
3715,222,5977,0,0,0,0,1,5979,0,0,0
3714,222,5976,0,0,0,0,1,5977,0,0,0
3713,222,5975,0,0,0,0,1,5976,0,0,0
3712,222,5974,0,0,0,0,1,5975,0,0,0
3711,222,5973,0,0,0,0,1,5974,0,0,0
3710,222,5969,0,13,0,0,1,5973,0,0,0
3709,222,5958,0,0,0,0,1,0,0,0,0
3708,222,5957,0,0,0,0,1,5958,0,0,0
3707,222,5956,0,0,0,0,1,5957,0,0,0
3706,222,5955,0,0,0,0,1,5956,0,0,0
3705,222,5954,0,0,0,0,1,5955,0,0,0
3704,222,5953,0,0,0,0,1,5954,0,0,0
3703,222,5952,0,13,0,0,1,5953,0,0,0
3625,222,5758,0,0,0,0,1,0,0,0,0
3624,222,5757,0,13,0,0,1,5758,0,0,0
3623,222,5756,0,0,0,0,1,0,0,0,0
3622,222,5755,0,0,0,0,1,5756,0,0,0
3621,222,5754,0,0,0,0,1,5755,0,0,0
3620,222,5753,0,0,0,0,1,5754,0,0,0
3619,222,5752,0,0,0,0,1,5753,0,0,0
3618,222,5751,0,0,0,0,1,5752,0,0,0
3617,222,5750,0,0,0,0,1,5751,0,0,0
3616,222,5749,0,0,0,0,1,5750,0,0,0
3615,222,5748,0,0,0,0,1,5749,0,0,0
3614,222,5747,0,0,0,0,1,5748,0,0,0
3613,222,5746,0,0,0,0,1,5747,0,0,0
3612,222,5745,0,0,0,0,1,5746,0,0,0
3611,222,5744,0,0,0,0,1,5745,0,0,0
3610,222,5743,0,0,0,0,1,5744,0,0,0
3609,222,5742,155,13,0,0,1,5743,0,0,0
3608,222,4918,0,0,0,0,1,0,0,0,0
3607,222,4917,0,0,0,0,1,4918,0,0,0
3606,222,4915,155,13,0,0,1,4917,0,0,0
3600,222,5717,0,0,0,0,1,0,0,0,0
3599,222,5716,0,0,0,0,1,5717,0,0,0
3598,222,5715,0,1488,0,0,1,5716,0,0,0
3578,222,5643,0,0,0,0,1,0,0,0,0
3577,222,5642,0,0,0,0,1,5643,0,0,0
3576,222,5641,0,0,0,0,1,5642,0,0,0
3575,222,5640,0,0,0,0,1,5641,0,0,0
3574,222,5639,0,0,0,0,1,5640,0,0,0
3573,222,5638,0,0,0,0,1,5639,0,0,0
3572,222,5637,0,0,0,0,1,5638,0,0,0
3571,222,5636,0,0,0,0,1,5637,0,0,0
3570,222,5635,0,0,0,0,1,5636,0,0,0
3569,222,5634,0,0,0,0,1,5635,0,0,0
3568,222,5633,0,0,0,0,1,5634,0,0,0
3567,222,5632,0,0,0,0,1,5633,0,0,0
3566,222,5631,0,0,0,0,1,5632,0,0,0
3565,222,5630,0,0,0,0,1,5631,0,0,0
3564,222,5626,36,13,0,0,1,5630,0,0,0
3547,222,5587,0,0,0,0,1,0,0,0,0
3546,222,5586,0,0,0,0,1,5587,0,0,0
3545,222,5585,0,1090,0,1,1,5586,0,0,0
3525,222,5554,0,0,0,0,1,0,0,0,0
3524,222,5553,0,0,0,0,1,5554,0,0,0
3523,222,5552,0,0,0,0,1,5553,0,0,0
3522,222,5551,0,0,0,0,1,5552,0,0,0
3521,222,5550,0,0,0,1,1,5551,0,0,0
3520,222,5549,0,0,0,0,1,5550,0,0,0
3519,222,5548,0,0,0,0,1,5549,0,0,0
3518,222,5547,0,0,0,0,1,0,0,0,0
3517,222,5546,0,0,0,0,1,5547,0,0,0
3516,222,5545,0,0,0,0,1,5546,0,0,0
3515,222,4330,0,0,0,0,1,0,0,0,0
3514,222,4329,0,0,0,0,1,4330,0,0,0
3513,222,4328,0,80,0,1,1,4329,0,0,0
3512,222,5354,0,0,0,0,1,0,0,0,0
3511,222,5353,0,0,0,0,1,5354,0,0,0
3510,222,5352,0,0,0,0,1,5353,0,0,0
3509,222,5351,0,0,0,0,1,5352,0,0,0
3508,222,5350,0,0,0,0,1,5351,0,0,0
3507,222,5349,0,0,0,0,1,5350,0,0,0
3506,222,5348,0,0,0,0,1,5349,0,0,0
3505,222,5529,0,0,0,0,1,0,0,0,0
3504,222,5528,0,0,0,0,1,5529,0,0,0
3503,222,5527,0,0,0,0,1,5528,0,0,0
3502,222,4429,0,0,0,0,1,0,0,0,0
3501,222,4428,0,0,0,0,1,4429,0,0,0
3500,222,4426,0,0,0,0,1,4428,0,0,0
3499,222,5513,0,0,0,0,1,0,0,0,0
3498,222,5433,0,0,0,0,1,5513,0,0,0
3497,222,5432,0,0,0,0,1,5433,0,0,0
3496,222,5431,0,0,0,0,1,5432,0,0,0
3495,222,5430,0,0,0,0,1,5431,0,0,0
3494,222,5429,0,0,0,0,1,5430,0,0,0
3493,222,5428,0,0,0,0,1,5429,0,0,0
3492,222,5511,0,0,0,0,1,0,0,0,0
3491,222,5510,0,0,0,0,1,5511,0,0,0
3490,222,5509,0,0,0,0,1,5510,0,0,0
3489,222,4309,0,0,0,0,1,0,0,0,0
3488,222,4308,0,0,0,0,1,4309,0,0,0
3487,222,4307,0,0,0,0,1,4308,0,0,0
3482,222,5453,0,0,0,0,1,0,0,0,0
3481,222,5452,0,0,0,0,1,5453,0,0,0
3480,222,5451,0,0,0,0,1,5452,0,0,0
3479,222,5450,0,0,0,0,1,5451,0,0,0
3478,222,5449,0,0,0,0,1,5450,0,0,0
3477,222,5448,0,0,0,0,1,5449,0,0,0
3476,222,5483,0,0,0,0,1,0,0,0,0
3475,222,5482,0,0,0,0,1,5483,0,0,0
3474,222,5481,0,0,0,0,1,5482,0,0,0
3473,222,4303,0,0,0,0,1,0,0,0,0
3472,222,4302,0,0,0,0,1,4303,0,0,0
3471,222,4301,0,0,0,0,1,4302,0,0,0
3468,222,5468,0,0,0,0,1,0,0,0,0
3467,222,5467,0,0,0,0,1,5468,0,0,0
3466,222,5466,0,0,0,0,1,5467,0,0,0
3465,222,4417,0,0,0,0,1,0,0,0,0
3464,222,4416,0,0,0,0,1,4417,0,0,0
3463,222,4414,0,0,0,0,1,4416,0,0,0
3462,222,5345,0,0,0,0,1,0,0,0,0
3461,222,5344,0,0,0,0,1,5345,0,0,0
3460,222,5343,0,0,0,0,1,5344,0,0,0
3459,222,5342,0,0,0,0,1,5343,0,0,0
3458,222,5341,0,0,0,0,1,5342,0,0,0
3457,222,5340,0,0,0,0,1,5341,0,0,0
3456,222,5360,0,0,0,0,1,0,0,0,0
3455,222,5359,0,0,0,0,1,5360,0,0,0
3454,222,5358,0,0,0,0,1,5359,0,0,0
3453,222,5357,0,0,0,0,1,5358,0,0,0
3452,222,5356,0,0,0,0,1,5357,0,0,0
3451,222,5355,0,0,0,0,1,5356,0,0,0
3450,222,4421,0,0,0,0,1,0,0,0,0
3449,222,4420,0,0,0,0,1,4421,0,0,0
3448,222,4418,0,0,0,0,1,4420,0,0,0
