ID,ModelName[0],ModelName[1],ModelTexture[0],ModelTexture[1],InventoryIcon,GeosetGroup[0],GeosetGroup[1],GeosetGroup[2],Flags,SpellVisualID,GroupSoundIndex,HelmetGeosetVisID[0],HelmetGeosetVisID[1],Texture[0],Texture[1],Texture[2],Texture[3],Texture[4],Texture[5],Texture[6],Texture[7],ItemVisual
8432,,,,,,0,0,0,0,0,0,0,0,Leather_B_03Brown_Sleeve_AU,Leather_B_03Venture_Bracer_AL,,Leather_B_03Brown_Chest_TU,Leather_B_03Brown_Chest_TL,,,,0
8433,,,,,,0,0,0,0,0,0,0,0,Leather_D_03Red_Sleeve_AU,,,Leather_D_03Red_Chest_TU,Leather_D_03Red_Chest_TL,,,,0
8387,LShoulder_Leather_D_02.mdx,RShoulder_Leather_D_02.mdx,Shoulder_Leather_D_02Brown,Shoulder_Leather_D_02Brown,,0,0,0,0,0,0,0,0,,,,,,,,,0
8388,,,,,,0,0,0,0,0,0,0,0,Robe_D_02Brown_Sleeve_AU,,,Robe_D_02Brown_Chest_TU,Robe_D_02Brown_Chest_TL,,,,0
8389,,,,,,0,0,0,0,0,0,0,0,,,,,,Leather_D_02Brown_Pant_LU,Leather_D_02Brown_Pant_LL,,0
8390,,,,,,2,0,0,0,0,0,0,0,,,,,,,Leather_D_03Green_Boot_LL,Leather_D_03White_Boot_FO,0
8391,,,,,INV_Boots_07,3,0,0,0,0,7,0,0,,,,,,,Mail_C_02Black_Boot_LL,Mail_C_02Black_Boot_FO,0
8392,,,,,,0,0,0,0,0,0,0,0,Leather_D_03Green_Sleeve_AU,,,Leather_D_03Green_Chest_TU,Leather_D_03Green_Chest_TL,,,,0
8393,,,,,INV_Jewelry_Ring_01,0,0,0,0,0,11,0,0,,Leather_D_03Green_Bracer_AL,,,,,,,0
8394,,,,,,0,0,0,0,0,0,0,0,Leather_A_04Gray_Sleeve_AU,Leather_A_04Gray_Bracer_AL,,Leather_A_04Gray_Chest_TU,Leather_A_04Gray_Chest_TL,,,,0
8395,LShoulder_Plate_D_04.mdx,RShoulder_Leather_C_02.mdx,Shoulder_Plate_D_04,Shoulder_Leather_C_02Red,,0,0,0,0,0,0,0,0,,,,,,,,,0
8396,,,,,INV_Belt_01,0,0,0,0,0,7,0,0,,,,,,Leather_B_04Purple_Belt_LU,,,0
8397,,,,,,2,0,0,0,0,0,0,0,,,,,,,Leather_C_02Red_Boot_LL,Leather_C_02Red_Boot_FO,0
8398,,,,,,1,0,0,0,0,0,0,0,,Leather_C_02Red_Glove_AL,Leather_C_02Red_Glove_HA,,,,,,0
8399,LShoulder_Mail_A_02.mdx,RShoulder_Mail_A_02.mdx,Shoulder_Mail_A_02Blue,Shoulder_Mail_A_02Blue,INV_Shoulder_07,0,0,0,0,0,10,0,0,,,,,,,,,0
8400,,,,,,0,0,0,0,0,0,0,0,Robe_D_02Purple_Sleeve_AU,Robe_D_03Magenta_Bracer_AL,,Robe_D_02Purple_Chest_TU,Robe_D_02Purple_Chest_TL,,,,0
8401,,,,,,0,0,0,0,0,0,0,0,,,,,,Robe_B_06_Belt_LU,,,0
8402,,,,,,0,0,1,0,0,0,0,0,,,,,,Robe_D_03Magenta_Pant_LU,Robe_D_03Magenta_Pant_LL,,0
8403,,,,,,0,0,0,0,0,0,0,0,,,,,Robe_D_03Magenta_Chest_TL,,,,0
8404,,,,,,0,0,0,0,0,0,0,0,,Robe_D_03Magenta_Bracer_AL,,,,,,,0
8405,,,,,INV_Chest_Chain,0,0,0,0,0,11,0,0,,,,,Robe_D_03Teal_Chest_TL,,,,0
8406,,,,,INV_Pants_03,0,0,1,0,0,11,0,0,,,,,,Robe_D_03Teal_Pant_LU,Robe_D_03Teal_Pant_LL,,0
8407,,,,,,0,0,0,0,0,0,0,0,,Robe_D_03Teal_Bracer_AL,,,,,,,0
8408,,,,,,0,0,0,0,0,0,0,0,,Robe_D_03Brown_Bracer_AL,,,,,,,0
8409,,,,,,0,0,0,0,0,0,0,0,,,,,,Leather_A_03Beige_Pant_LU,Leather_A_03Beige_Pant_LL,,0
8410,,,,,,0,0,0,0,0,0,0,0,,Leather_C_03Blue_Bracer_AL,,,,,,,0
8411,,,,,INV_Chest_Chain,0,0,0,0,0,11,0,0,,,,,Robe_D_03Black_Chest_TL,,,,0
8412,,,,,INV_Pants_03,0,0,1,0,0,11,0,0,,,,,,Robe_D_03Black_Pant_LU,Robe_D_03Black_Pant_LL,,0
8413,,,,,,0,0,0,0,0,0,0,0,,Robe_D_03Black_Bracer_AL,,,,,,,0
8218,,,,,,0,0,0,0,0,0,0,0,,,,,,Leather_Tauren_A_02Green_Pant_LU,Leather_Tauren_A_02Green_Pant_LL,,0
8219,,,,,,0,0,0,0,0,0,0,0,,Leather_Tauren_A_02Green_Bracer_AL,,,,,,,0
8220,LShoulder_Leather_C_03.mdx,RShoulder_Leather_C_03.mdx,Shoulder_Leather_C_03White,Shoulder_Leather_C_03White,,0,0,0,0,0,0,0,0,,,,,,,,,0
8221,,,,,,0,0,0,0,0,0,0,0,Leather_Horde_C_02Green_Sleeve_AU,,,Leather_Horde_A_03Brown_Chest_TU,Leather_Horde_A_03Brown_Chest_TL,,,,0
8222,,,,,,0,0,0,0,0,0,0,0,,,,,,Leather_Tauren_A_02Green_Belt_LU,,,0
8223,,,,,,0,0,0,0,0,0,0,0,,,,,,Leather_Horde_C_02Green_Pant_LU,,,0
8224,LShoulder_Leather_B_02.mdx,RShoulder_Leather_B_02.mdx,Shoulder_Leather_C_03Red,Shoulder_Leather_C_03Red,,0,0,0,0,0,0,0,0,,,,,,,,,0
8225,,,,,,0,0,0,0,0,0,0,0,Leather_Horde_C_02Red_Sleeve_AU,,,Leather_Horde_A_02Red_Chest_TU,Leather_Horde_A_02Red_Chest_TL,,,,0
8226,,,,,,0,0,0,0,0,0,0,0,,,,,,Leather_Tauren_A_02_Belt_LU,,,0
8227,LShoulder_Leather_B_03.mdx,RShoulder_Leather_B_03.mdx,Shoulder_Leather_C_02Brown,Shoulder_Leather_C_02Brown,,0,0,0,0,0,0,0,0,,,,,,,,,0
8228,,,,,,0,0,0,0,0,0,0,0,Leather_Tauren_A_02_Sleeve_AU,,,Leather_Tauren_A_02_Chest_TU,Leather_Tauren_A_02_Chest_TL,,,,0
8229,,,,,,0,0,0,0,0,0,0,0,,,,,,Leather_Tauren_A_02Gold_Belt_LU,,,0
8230,,,,,,0,0,0,0,0,0,0,0,,,,,,Leather_Tauren_A_02Gold_Pant_LU,Leather_Tauren_A_02Gold_Pant_LL,,0
8231,,,,,,0,0,0,0,0,0,0,0,,Leather_Tauren_A_02Gold_Bracer_AL,,,,,,,0
8232,,,,,INV_Misc_Root_02,0,0,0,0,0,12,0,0,,,,,,,,,0
8233,,,,,Trade_Fishing,0,0,0,0,0,14,0,0,,,,,,,,,0
8234,LShoulder_Mail_A_02.mdx,RShoulder_Mail_A_02.mdx,Shoulder_Mail_B_02Green,Shoulder_Mail_B_02Green,,0,0,0,0,0,0,0,0,,,,,,,,,0
8235,,,,,,0,0,0,0,0,0,0,0,Leather_Horde_B_02Black_Sleeve_AU,,,Leather_Horde_A_02Red_Chest_TU,Leather_Horde_A_02Red_Chest_TL,,,,0
8236,,,,,,0,0,0,0,0,0,0,0,,,,,,Cloth_Horde_B_03Purple_Pant_LU,Cloth_Horde_B_03Purple_Pant_LL,,0
8237,,,,,,0,0,0,0,0,0,0,0,Leather_Horde_B_02Red_Sleeve_AU,,,Cloth_Horde_A_03Red_Chest_TU,Cloth_Horde_A_03Red_Chest_TL,,,,0
8238,,,,,,0,0,0,0,0,0,0,0,,Leather_Tauren_A_02Blue_Bracer_AL,,,,,,,0
8239,,,,,,0,0,0,0,0,0,0,0,Leather_Horde_C_01Black_Sleeve_AU,,,Leather_Horde_A_02Black_Chest_TU,Leather_Horde_A_02Black_Chest_TL,,,,0
8240,,,,,,0,0,0,0,0,0,0,0,Robe_C_03White_Sleeve_AU,,,Robe_C_03White_Chest_TU,Robe_C_03White_Chest_TL,,,,0
8241,,,,,,0,0,0,0,0,0,0,0,,,,,,Robe_C_03White_Belt_LU,,,0
8242,,,,,,0,0,1,0,0,0,0,0,,,,,,Robe_C_03White_Pant_LU,Robe_C_03White_Pant_LL,,0
8243,,,,,,0,0,0,0,0,0,0,0,,,,,,,Robe_C_03White_Boot_LL,Robe_C_03White_Boot_FO,0
8244,,,,,,0,0,0,0,0,0,0,0,Robe_A_03Yellow_Sleeve_AU,,,Robe_A_03Yellow_Chest_TU,Robe_A_03Yellow_Chest_TL,,,,0
8245,,,,,,0,0,0,0,0,0,0,0,,,,,,Robe_A_03Yellow_Belt_LU,,,0
8246,,,,,,0,0,1,0,0,0,0,0,,,,,,Robe_A_03Yellow_Pant_LU,Robe_A_03Yellow_Pant_LL,,0
8247,,,,,,0,0,0,0,0,0,0,0,Robe_A_01Brown_Sleeve_AU,,,Robe_A_01Brown_Chest_TU,Robe_A_01Brown_Chest_TL,,,,0
8248,,,,,,0,0,1,0,0,0,0,0,,,,,,Robe_A_01Brown_Pant_LU,Robe_A_01Brown_Pant_LL,,0
8249,,,,,,0,0,0,0,0,0,0,0,Robe_C_01Crimson_Sleeve_AU,,,Robe_C_01Crimson_Chest_TU,Robe_C_01Crimson_Chest_TL,,,,0
8250,,,,,,0,0,1,0,0,0,0,0,,,,,,Robe_C_01Crimson_Pants_LU,Robe_C_01Crimson_Pant_LL,,0
8251,,,,,,1,0,0,0,0,0,0,0,,,,,,,,Robe_B_03Red_Boot_FO,0
8252,LShoulder_Plate_A_01.mdx,RShoulder_Plate_A_01.mdx,Shoulder_Leather_D_01,Shoulder_Leather_D_01,,0,0,0,0,0,0,0,0,,,,,,,,,0
8253,,,,,,0,0,0,0,0,0,0,0,Leather_Tauren_A_02_Sleeve_AU,,,Plate_Horde_D_01Silver_Chest_TU,Plate_Horde_D_01Silver_Chest_TL,,,,0
8254,LShoulder_Leather_C_02.mdx,RShoulder_Leather_C_02.mdx,Shoulder_Leather_C_02Green,Shoulder_Leather_C_02Green,,0,0,0,0,0,0,0,0,,,,,,,,,0
8255,,,,,,0,0,0,0,0,0,0,0,Leather_Tuaren_A_02Green_Sleeve_AU,,,Leather_Tauren_A_02Green_Chest_TU,Leather_Tauren_A_02Green_Chest_TL,,,,0
8256,Firearm_2H_Rifle_A_03.mdx,,Firearm_2H_Rifle_A_03ScopeSilver,,INV_Weapon_Rifle_05,0,0,0,0,224,9,0,0,,,,,,,,,0
8257,Firearm_2H_Rifle_A_03.mdx,,Firearm_2H_Rifle_A_03ScopeSilver,,INV_Weapon_Rifle_06,0,0,0,0,224,9,0,0,,,,,,,,,0
8258,Firearm_2H_Rifle_A_04.mdx,,Firearm_2H_Rifle_A_03ScopeSilver,,INV_Weapon_Rifle_06,0,0,0,0,224,9,0,0,,,,,,,,,0
8259,,,,,,0,0,0,0,0,0,0,0,,Cloth_A_03Crewman_Bracer_AL,,Leather_A_05Yellow_Chest_TU,Leather_A_05Yellow_Chest_TL,,,,0
8260,LShoulder_Leather_A_03Defias.mdx,,Shoulder_Leather_A_03DefiasSilver,,,0,0,0,0,0,0,0,0,,,,,,,,,0
8261,,,,,,0,0,0,0,0,0,0,0,Leather_C_02Black_Sleeve_AU,Leather_C_02Black_Bracer_AL,,Leather_C_02Black_Chest_TU,Leather_C_02Black_Chest_TL,,,,0
8262,,,,,,1,0,0,0,0,0,0,0,,,,,,,Leather_A_05Yellow_Boot_LL,Leather_A_05Yellow_Boot_FO,0
8263,,,,,INV_Pants_02,0,0,0,0,0,7,0,0,,,,,,Cloth_A_05Red_Pant_LU,Cloth_A_05Red_Pant_LL,,0
8264,,,,,INV_Pants_02,0,0,0,0,0,7,0,0,,,,,,Cloth_A_05Brown_Pant_LU,Cloth_A_05Brown_Pant_LL,,0
8265,,,,,INV_Pants_02,0,0,0,0,0,7,0,0,,,,,,Cloth_A_05Black_Pant_LU,Cloth_A_05Black_Pant_LL,,0
8266,Helm_Leather_A_03Defias.mdx,,Helm_Leather_A_03DefiasRed,,INV_Misc_Bandana_03,0,0,0,0,0,7,0,0,,,,,,,,,0
8267,,,,,,0,0,0,0,0,0,0,0,Cloth_B_06Brown_Sleeve_AU,Cloth_B_06Brown_Sleeve_AL,,Cloth_B_06Brown_Chest_TU,Cloth_B_06Brown_Chest_TL,,,,0
8268,,,,,,1,0,0,0,0,0,0,0,,,,,,,Cloth_B_07Brown_Boot_LL,Cloth_B_07Brown_Boot_FO,0
8269,,,,,INV_Misc_Bag_06,0,0,0,0,0,18,0,0,,,,,,,,,0
8270,,,,,INV_Misc_Bag_04,0,0,0,0,0,18,0,0,,,,,,,,,0
8271,,,,,INV_Misc_Bag_09,0,0,0,0,0,18,0,0,,,,,,,,,0
8272,Sword_1H_Short_B_01.mdx,,Sword_1H_Short_B_01_V01,,INV_Sword_26,0,0,0,0,0,8,0,0,,,,,,,,,0
8273,Sword_1H_Short_A_02.mdx,,Sword_1H_Short_A_02Silver,,INV_Sword_23,0,0,0,0,0,8,0,0,,,,,,,,,0
8274,Sword_1H_Short_B_01.mdx,,Sword_1H_Short_B_01_V01,,INV_Sword_26,0,0,0,0,0,8,0,0,,,,,,,,,0
8275,Sword_1H_Short_A_02.mdx,,Sword_1H_Short_A_02Black,,INV_Sword_20,0,0,0,0,0,8,0,0,,,,,,,,,0
8276,Sword_1H_Short_B_02.mdx,,Sword_1H_Short_B_02Red,,INV_Sword_26,0,0,0,0,0,8,0,0,,,,,,,,,0
8277,Sword_1H_Short_A_01.mdx,,Sword_1H_Short_A_01Green,,INV_Sword_20,0,0,0,0,0,8,0,0,,,,,,,,,0
8278,Sword_1H_Short_B_02.mdx,,Sword_1H_Short_B_02Black,,INV_Sword_25,0,0,0,0,0,8,0,0,,,,,,,,,0
8279,Sword_1H_Sabre_A_03.mdx,,Sword_1H_Sabre_A_03Brown,,INV_Sword_24,0,0,0,0,0,8,0,0,,,,,,,,,0
8280,Sword_1H_Short_A_02.mdx,,Sword_1H_Short_A_02Black,,INV_Sword_12,0,0,0,0,0,8,0,0,,,,,,,,,0
8281,Hammer_2H_War_A_01.mdx,,Hammer_2H_War_A_01Orange,,INV_Hammer_21,0,0,0,0,0,9,0,0,,,,,,,,,0
7936,,,,,INV_Misc_Herb_05,0,0,0,0,0,0,0,0,,,,,,,,,0
7937,Helm_Circlet_A_01.mdx,,Helm_Leather_B_01Brown,,INV_Helmet_04,0,0,0,0,0,0,0,0,,,,,,,,,0
7938,,,,,,0,0,0,0,0,0,0,0,,,,Cloth_Horde_B_03Red_Chest_TU,Cloth_Horde_B_03Red_Chest_TL,,,,0
7939,,,,,,0,0,0,0,0,0,0,0,,,,,,Cloth_Horde_B_03Red_Pant_LU,Cloth_Horde_B_03Red_Pant_LL,,0
7940,,,,,,0,0,0,0,0,0,0,0,,,,Cloth_A_01Black_Chest_TU,Cloth_A_01Black_Chest_TL,,,,0
7941,,,,,,0,0,0,0,0,0,0,0,,,,Robe_Horde_B_02Red_Chest_TU,Robe_Horde_B_02Red_Chest_TL,,,,0
7942,,,,,,0,0,1,0,0,0,0,0,,,,,,Robe_Horde_B_02Red_Pant_LU,Robe_Horde_B_02Red_Pant_LL,,0
7943,,,,,,0,0,0,0,0,0,0,0,,,,,,,,Cloth_Horde_A_01Black_Boot_FO,0
7944,,,,,INV_Belt_01,0,0,0,0,0,7,0,0,,,,Cloth_Horde_B_01Red_Chest_TU,Cloth_Horde_B_01Red_Chest_TL,,,,0
7945,,,,,INV_Pants_03,0,0,0,0,0,11,0,0,,,,,,Leather_Horde_A_03Brown_Pant_LU,Cloth_Horde_B_02Brown_Pant_LL,,0
7946,,,,,,0,0,0,0,0,0,0,0,,Cloth_Horde_A_02Red_Glove_AL,,,,,,,0
7947,,,,,INV_Pants_03,0,0,0,0,0,11,0,0,,,,,,Leather_Horde_A_01Brown_Pant_LU,Leather_Horde_A_01Brown_Pant_LL,,0
7948,,,,,INV_Pants_03,0,0,0,0,0,11,0,0,,,,,,Cloth_Horde_B_03Brown_Pant_LU,Cloth_Horde_A_01Green_Pant_LL,,0
7949,,,,,,0,0,0,0,0,0,0,0,,,,,,,Cloth_Horde_A_02Red_Boot_LL,Cloth_Horde_A_02Red_Boot_FO,0
7950,,,,,INV_Pants_03,0,0,0,0,0,11,0,0,,,,,,Cloth_A_05Green_Pant_LU,Cloth_A_05Green_Pant_LL,,0
7951,,,,,INV_Misc_Head_Human_01,0,0,0,0,0,15,0,0,,,,,,,,,0
7952,,,,,INV_Misc_Cape_02,0,0,0,0,0,10,0,0,,,,,,,,,0
7953,,,,,INV_Bracer_07,0,0,0,0,0,0,0,0,,,,,,,,,0
7954,,,,,INV_Bracer_07,0,0,0,0,0,8,0,0,,,,,,,,,0
7955,,,,,INV_Scroll_02,0,0,0,0,0,0,0,0,,,,,,,,,0
7956,,,,,INV_Scroll_07,0,0,0,0,0,19,0,0,,,,,,,,,0
7957,,,,,INV_Scroll_02,0,0,0,0,0,19,0,0,,,,,,,,,0
7958,,,,,,0,0,0,0,0,0,0,0,Cloth_B_01Yellow_Sleeve_AU,,,Cloth_B_01Yellow_Chest_TU,,,,,0
7959,,,,,,0,0,0,0,0,0,0,0,,Leather_B_03Black_Bracer_AL,Leather_B_03Black_Glove_HA,,,,,,0
7960,,,,,,0,0,0,0,0,0,0,0,Cloth_A_02Gold_Sleeve_AU,Cloth_A_05Brown_Glove_AL,,Cloth_A_02Gold_Chest_TU,Cloth_A_02Gold_Chest_TL,Cloth_A_02Gold_Pant_LU,,,0
7961,,,,,,0,0,0,0,0,0,0,0,Cloth_A_01Red_Sleeve_AU,,,,,,,,0
7962,,,,,,0,0,0,0,0,0,0,0,,,,,,,,Leather_B_02Red_Boot_FO,0
7963,,,,,,0,0,0,0,0,0,0,0,,Cloth_A_05Red_Bracer_AL,Cloth_A_01Red_Glove_HA,,,,,,0
7964,,,,,INV_Belt_04,0,0,0,0,0,7,0,0,,,,,,Cloth_A_05Red_Belt_LU,,,0
7965,Axe_1H_Hatchet_A_03.mdx,,Axe_1H_Hatchet_A_03Gold,,INV_Axe_01,0,0,0,0,0,8,0,0,,,,,,,,,0
7966,LShoulder_Plate_A_02.mdx,LShoulder_Plate_A_01.mdx,Shoulder_Plate_A_03Purple,Shoulder_Plate_A_03Purple,,0,0,0,0,0,0,0,0,,,,,,,,,0
7967,,,,,,0,0,0,0,0,0,0,0,Cloth_A_01Brown_Sleeve_AU,Cloth_A_01Brown_Sleeve_AL,,Cloth_A_01Brown_Chest_TU,Cloth_A_01Brown_Chest_TL,Cloth_A_01Brown_Pant_LU,,,0
7968,,,,,INV_Chest_Fur,0,0,0,0,0,7,0,0,Plate_A_02Silver_Sleeve_AU,Plate_A_02Silver_Bracer_AL,,Plate_A_02Silver_Chest_TU,Plate_A_02Silver_Chest_TL,,,,0
7969,,,,,INV_Boots_09,1,0,0,0,0,7,0,0,,,,,,,Plate_A_02Silver_Pant_LL,Plate_A_02Silver_Boot_FO,0
7970,,,,,,0,0,0,0,0,0,0,0,,Plate_A_02Silver_Glove_AL,Plate_A_02Silver_Glove_HA,,,,,,0
7971,LShoulder_Plate_A_02.mdx,RShoulder_Plate_A_02.mdx,Shoulder_Plate_A_03Purple,Shoulder_Plate_A_03Purple,,0,0,0,0,0,0,0,0,,,,,,,,,0
7972,,,,,INV_Boots_09,0,0,0,0,0,7,0,0,,,,,,,Plate_A_02Silver_Pant_LL,Plate_A_02Silver_Boot_FO,0
7973,,,,,INV_Boots_09,0,0,0,0,0,7,0,0,,,,,,,Leather_A_02_Boot_LL,Leather_A_03Brown_Boot_FO,0
7974,,,,,,1,0,0,0,0,0,0,0,,Plate_A_02Silver_Glove_AL,Plate_A_02Silver_Glove_HA,,,,,,0
7975,,,,,INV_Potion_10,0,0,0,0,0,0,0,0,,,,,,,,,0
7976,,,,,INV_Potion_10,0,0,0,0,0,17,0,0,,,,,,,,,0
7977,Polearm_2H_Bladed_A_02.mdx,,Polearm_2H_Bladed_A_02Green,,INV_Weapon_Halberd_04,0,0,0,0,0,9,0,0,,,,,,,,,0
7978,Polearm_2H_Bladed_A_02.mdx,,Polearm_2H_Bladed_A_02Green,,INV_Spear_07,0,0,0,0,0,9,0,0,,,,,,,,,0
7979,,,,,INV_Misc_Cape_16,0,0,0,0,0,7,0,0,,,,,,,,,0
7980,,,,,Ability_PoisonSting,0,0,0,0,0,16,0,0,,,,,,,,,0
7981,,,,,INV_Misc_Leaf_01,0,0,0,0,0,12,0,0,,,,,,,,,0
7982,,,,,INV_Wand_01,0,0,0,0,0,12,0,0,,,,,,,,,0
7983,,,,,INV_Misc_Gem_Sapphire_02,0,0,0,0,0,0,0,0,,,,,,,,,0
7984,,,,,INV_Misc_Gem_Sapphire_02,0,0,0,0,0,24,0,0,,,,,,,,,0
7985,,,,,INV_Misc_Bone_01,0,0,0,0,0,12,0,0,,,,,,,,,0
7986,,,,,Spell_Shadow_EvilEye,0,0,0,0,0,15,0,0,,,,,,,,,0
7987,,,,,Spell_Nature_NullifyPoison,0,0,0,0,0,15,0,0,,,,,,,,,0
7988,,,,,INV_Misc_Fish_04,0,0,0,0,0,15,0,0,,,,,,,,,0
7989,,,,,INV_Misc_Bone_04,0,0,0,0,0,15,0,0,,,,,,,,,0
7990,,,,,INV_Misc_Pelt_Wolf_Ruin_03,0,0,0,0,0,15,0,0,,,,,,,,,0
7991,,,,,INV_Misc_Dust_02,0,0,0,0,0,15,0,0,,,,,,,,,0
7992,,,,,INV_Misc_Food_10,0,0,0,0,0,15,0,0,,,,,,,,,0
7993,Hammer_2H_Maul_A_01.mdx,,Hammer_2H_Maul_A_01Gold,,INV_Hammer_03,0,0,0,0,0,9,0,0,,,,,,,,,0
7994,,,,,INV_Misc_Food_10,0,0,0,0,0,16,0,0,,,,,,,,,0
7995,,,,,INV_Misc_Branch_01,0,0,0,0,0,12,0,0,,,,,,,,,0
7996,,,,,INV_Misc_Fish_05,0,0,0,0,0,15,0,0,,,,,,,,,0
7997,,,,,INV_Misc_Food_17,0,0,0,0,0,17,0,0,,,,,,,,,0
7998,,,,,INV_Misc_Food_13,0,0,0,0,0,17,0,0,,,,,,,,,0
7999,,,,,INV_Misc_Bone_04,0,0,0,0,0,12,0,0,,,,,,,,,0
8000,Sword_2H_Broadsword_A_03.mdx,,Sword_2H_Broadsword_A_03Black,,INV_Sword_26,0,0,0,0,0,9,0,0,,,,,,,,,0
8001,Axe_2H_Battle_A_03.mdx,,Axe_2H_Battle_A_03Silver,,INV_Axe_04,0,0,0,0,0,9,0,0,,,,,,,,,0
8002,,,,,,0,0,0,0,0,0,0,0,,,,,,Leather_Horde_A_02Brown_Belt_LU,,,0
8003,,,,,,0,0,0,0,0,0,0,0,,,,,,Leather_Horde_A_02Brown_Pant_LU,Leather_Horde_A_02Brown_Pant_LL,,0
8004,,,,,,0,0,0,0,0,0,0,0,,Leather_Horde_A_02Brown_Bracer_AL,,,,,,,0
8005,,,,,,0,0,0,0,0,0,0,0,Leather_Horde_A_03Black_Sleeve_AU,Leather_Tauren_A_02Black_Bracer_AL,,Leather_Horde_A_03Black_Chest_TU,Leather_Horde_A_03Black_Chest_TL,Leather_Horde_A_03Black_Belt_LU,,,0
8006,,,,,,0,0,0,0,0,0,0,0,,,,,,Leather_Horde_C_01Black_Pant_LU,,,0
8007,,,,,INV_Misc_Bone_06,0,0,0,0,0,15,0,0,,,,,,,,,0
8008,,,,,INV_Misc_MonsterHead_02,0,0,0,0,0,0,0,0,,,,,,,,,0
8009,,,,,INV_Misc_MonsterHead_02,0,0,0,0,0,16,0,0,,,,,,,,,0
8010,,,,,,0,0,0,0,0,0,0,0,,,,,,Cloth_C_02Black_Pant_LU,Cloth_C_01Black_Pant_LL,,0
8011,Hammer_2H_Maul_B_02.mdx,,Hammer_2H_Maul_B_02Red,,INV_Hammer_01,0,0,0,0,0,9,0,0,,,,,,,,,0
8012,,,,,INV_Orb_Arcanite_01,0,0,0,0,0,16,0,0,,,,,,,,,0
8013,,,,,INV_Misc_Orb_01,0,0,0,0,0,24,0,0,,,,,,,,,0
8014,,,,,INV_Misc_Dust_02,0,0,0,0,0,10,0,0,,,,,,,,,0
8015,Helm_Leather_A.mdx,,,,,0,0,0,0,0,0,0,0,,,,,,,,,0
8016,Sword_2H_Broadsword_A_01.mdx,,Sword_2H_Broadsword_A_01,,INV_Sword_17,0,0,0,0,0,9,0,0,,,,,,,,,0
8017,Helm_Leather_A.mdx,,Helm_Leather_A_03DefiasRed,,INV_Misc_Eye_01,0,0,0,0,0,0,0,0,,,,,,,,,0
8018,,,,,INV_Orb_Arcanite_01,0,0,0,0,0,24,0,0,,,,,,,,,0
8019,LShoulder_Mail_B_01.mdx,RShoulder_Mail_B_01.mdx,Shoulder_Mail_B_01Black,Shoulder_Mail_B_01Black,,0,0,0,0,0,0,0,0,,,,,,,,,0
8020,,,,,,0,0,0,0,0,0,0,0,Mail_B_01Black_Sleeve_AU,Mail_B_01Black_Sleeve_AL,,Mail_B_01Black_Chest_TU,Mail_B_01Black_Chest_TL,,,,0
8021,Helm_Leather_A_03Defias.mdx,,Helm_Leather_A_03DefiasRed,,,0,0,0,0,0,0,0,0,,,,,,,,,0
8022,LShoulder_Leather_D_02.mdx,RShoulder_Leather_D_02.mdx,Shoulder_Leather_D_02Black,Shoulder_Leather_D_02Black,,0,0,0,0,0,0,0,0,,,,,,,,,0
8023,,,,,,0,0,0,0,0,0,0,0,Leather_D_02Black_Sleeve_AU,,,Leather_D_02Black_Chest_TU,Leather_D_02Black_Chest_TL,Leather_D_02Black_Pant_LU,,,0
8024,,,,,INV_Misc_Orb_01,0,0,0,0,0,0,0,0,,,,,,,,,0
8025,,,,,INV_Misc_Orb_01,0,0,0,0,0,22,0,0,,,,,,,,,0
8026,,,,,INV_Stone_04,0,0,0,0,0,24,0,0,,,,,,,,,0
8027,,,,,INV_Misc_Gem_Stone_01,0,0,0,0,0,24,0,0,,,,,,,,,0
8028,Knife_1H_Tarantula_B_01.mdx,,Knife_1H_Tarantula_B_01Grey,,INV_Misc_Bone_06,0,0,0,0,0,8,0,0,,,,,,,,,0
8029,,,,,INV_Misc_Key_04,0,0,0,0,0,0,0,0,,,,,,,,,0
8030,,,,,INV_Misc_Key_04,0,0,0,0,0,8,0,0,,,,,,,,,0
8031,,,,,INV_Misc_Key_03,0,0,0,0,0,8,0,0,,,,,,,,,0
8032,,,,,INV_Misc_Orb_02,0,0,0,0,0,8,0,0,,,,,,,,,0
8033,,,,,INV_Staff_01,0,0,0,0,0,12,0,0,,,,,,,,,0
8034,Helm_Mail_A_02.mdx,,Helm_Mail_A_02Silver,,,0,0,0,0,0,0,0,0,,,,,,,,,0
8035,LShoulder_Mail_A_03.mdx,RShoulder_Mail_A_03.mdx,Shoulder_Mail_A_03Silver,Shoulder_Mail_A_03Silver,,0,0,0,0,0,0,0,0,,,,,,,,,0
8036,,,,,,0,0,0,0,0,0,0,0,Plate_A_01Silver_Sleeve_AU,Mail_A_03Silver_Glove_AL,,Plate_A_01Silver_Chest_TU,Plate_A_01Silver_Chest_TL,,,,0
8037,,,,,,0,0,0,0,0,0,0,0,,,,,,,Mail_A_03Silver_Boot_LL,Mail_A_03Silver_Boot_FO,0
8038,Helm_Robe_C_01.mdx,,Helm_Cloth_A_01Blue,,INV_Helmet_04,0,0,0,0,0,7,0,0,,,,,,,,,0
8039,,,,,INV_Stone_12,0,0,0,0,0,23,0,0,,,,,,,,,0
8040,,,,,INV_Misc_Book_09,0,0,0,0,0,19,0,0,,,,,,,,,0
8041,,,,,,0,0,0,0,0,0,0,0,Mail_D_01Silver_Sleeve_AU,Mail_D_01Silver_Sleeve_AL,,Mail_D_01Silver_Chest_TU,Mail_D_01Silver_Chest_TL,,,,0
