ID,SkillLine,Spell,RaceMask,ClassMask,ExcludeRace,ExcludeClass,MinSkillLineRank,SupercededBySpell,AcquireMethod,TrivialSkillLineRankHigh,TrivialSkillLineRankLow,Field_0_5_5_3494_012
5834,78,10890,0,16,0,0,1,0,0,0,0,0
5833,78,10888,0,16,0,0,1,0,0,0,0,0
5832,78,10958,0,16,0,0,1,0,0,0,0,0
5831,78,10957,0,16,0,0,1,0,0,0,0,0
5861,78,10912,0,16,0,0,1,0,0,0,0,0
5860,78,10911,0,16,0,0,1,0,0,0,0,0
4546,78,8192,0,16,0,0,1,0,0,0,0,0
4545,78,453,0,16,0,0,1,0,0,0,0,0
4531,78,8131,0,16,0,0,1,0,0,0,0,0
4530,78,8129,0,16,0,0,1,0,0,0,0,0
4529,78,8124,0,16,0,0,1,0,0,0,0,0
4528,78,8122,0,16,0,0,1,0,0,0,0,0
4527,78,8106,0,16,0,0,1,0,0,0,0,0
4526,78,8105,0,16,0,0,1,0,0,0,0,0
4525,78,8104,0,16,0,0,1,0,0,0,0,0
4524,78,8103,0,16,0,0,1,0,0,0,0,0
4523,78,8102,0,16,0,0,1,0,0,0,0,0
4522,78,8092,0,16,0,0,1,0,0,0,0,0
5867,78,10953,0,16,0,0,1,0,0,0,0,0
5866,78,10942,0,16,0,0,1,0,0,0,0,0
5865,78,10941,0,16,0,0,1,0,0,0,0,0
5864,78,10947,0,16,0,0,1,0,0,0,0,0
5863,78,10946,0,16,0,0,1,0,0,0,0,0
5828,78,10876,0,16,0,0,1,0,0,0,0,0
5827,78,10875,0,16,0,0,1,0,0,0,0,0
5826,78,10874,0,16,0,0,1,0,0,0,0,0
5168,78,9579,0,16,0,0,1,0,0,0,0,0
5167,78,9578,0,16,0,0,1,0,0,0,0,0
5166,78,586,0,16,0,0,1,0,0,0,0,0
4025,78,2096,0,16,0,0,1,0,0,0,0,0
5169,78,9592,0,16,0,0,1,0,0,0,0,0
490,95,204,0,0,0,0,1,0,2,0,0,0
1424,95,522,0,0,0,0,1,0,2,0,0,0
2200,95,107,0,67,0,0,1,0,2,0,0,0
3370,95,5301,0,1,0,0,1,0,2,0,0,0
2201,95,3127,0,15,0,0,1,0,0,0,0,0
689,95,81,0,0,0,0,1,0,2,0,0,0
590,98,668,0,0,0,0,1,0,2,0,0,0
592,109,669,0,0,0,0,1,0,2,0,0,0
594,111,672,0,0,0,0,1,0,2,0,0,0
596,113,671,0,0,0,0,1,0,2,0,0,0
598,115,670,0,0,0,0,1,0,2,0,0,0
610,118,674,0,13,0,0,1,0,2,0,0,0
6987,124,12565,0,0,0,0,1,0,0,0,0,0
1836,129,3273,0,0,0,0,1,3274,0,0,0,0
1838,129,3275,0,0,0,0,1,0,1,60,30,0
1840,129,3277,0,0,0,0,1,0,0,150,110,0
1841,129,3278,0,0,0,0,1,0,0,185,145,0
4418,129,7935,0,0,0,0,1,0,0,200,160,0
4417,129,7934,0,0,0,0,1,0,0,150,110,0
4416,129,7924,0,0,0,0,1,10846,0,0,0,0
4415,129,7929,0,0,0,0,1,0,0,240,210,0
4414,129,7928,0,0,0,0,1,0,0,210,180,0
5769,129,10844,0,0,0,0,1,0,0,310,280,0
5768,129,10841,0,0,0,0,1,0,0,300,270,0
5767,129,10840,0,0,0,0,1,0,0,270,240,0
5766,129,10846,0,0,0,0,1,0,0,0,0,0
1839,129,3276,0,0,0,0,1,0,0,100,70,0
1837,129,3274,0,0,0,0,1,7924,0,0,0,0
716,134,768,0,1024,0,0,1,0,0,0,0,0
2075,134,1066,0,1024,0,0,1,0,0,0,0,0
3304,134,99,0,1024,0,0,1,1735,0,0,0,0
3306,134,5209,0,1024,0,0,1,0,0,0,0,0
3310,134,5217,0,1024,0,0,1,6793,0,0,0,0
3312,134,5223,0,1024,0,0,1,0,0,0,0,0
4075,134,6809,0,1024,0,0,1,8972,0,0,0,0
4074,134,6808,0,1024,0,0,1,6809,0,0,0,0
4073,134,6807,0,1024,0,0,1,6808,0,0,0,0
4072,134,5421,0,1024,0,0,1,0,0,0,0,0
4071,134,6800,0,1024,0,0,1,8992,0,0,0,0
4069,134,3025,0,1024,0,0,1,0,0,0,0,0
4067,134,6793,0,1024,0,0,1,9845,0,0,0,0
4064,134,6787,0,1024,0,0,1,9866,0,0,0,0
4063,134,6785,0,1024,0,0,1,6787,0,0,0,0
4060,134,5201,0,1024,0,0,1,9849,0,0,0,0
4967,134,8983,0,1024,0,0,1,0,0,0,0,0
5262,134,9850,0,1024,0,0,1,0,0,0,0,0
5261,134,9849,0,1024,0,0,1,9850,0,0,0,0
5260,134,9846,0,1024,0,0,1,0,0,0,0,0
5259,134,9845,0,1024,0,0,1,9846,0,0,0,0
5252,134,9830,0,1024,0,0,1,0,0,0,0,0
5251,134,9829,0,1024,0,0,1,9830,0,0,0,0
5250,134,9826,0,1024,0,0,1,0,0,0,0,0
5249,134,9824,0,1024,0,0,1,9826,0,0,0,0
5248,134,9827,0,1024,0,0,1,0,0,0,0,0
6260,134,9871,0,1024,0,0,1,0,0,0,0,0
6259,134,9870,0,1024,0,0,1,9871,0,0,0,0
6258,134,8976,0,1024,0,0,1,9870,0,0,0,0
6257,134,8975,0,1024,0,0,1,8976,0,0,0,0
6256,134,8974,0,1024,0,0,1,8975,0,0,0,0
6255,134,6795,0,1024,0,0,1,8974,0,0,0,0
6254,134,9913,0,1024,0,0,1,0,0,0,0,0
6253,134,6783,0,1024,0,0,1,9913,0,0,0,0
6252,134,5215,0,1024,0,0,1,6783,0,0,0,0
6037,134,9635,0,1024,0,0,1,0,0,0,0,0
6036,134,9634,0,1024,0,0,1,0,0,0,0,0
5270,134,9866,0,1024,0,0,1,9867,0,0,0,0
5131,134,9493,0,1024,0,0,1,9752,0,0,0,0
5129,134,1079,0,1024,0,0,1,9492,0,0,0,0
5128,134,9490,0,1024,0,0,1,9747,0,0,0,0
5150,134,783,0,1024,0,0,1,0,0,0,0,0
4970,134,8992,0,1024,0,0,1,9829,0,0,0,0
5287,134,9908,0,1024,0,0,1,0,0,0,0,0
5285,134,9904,0,1024,0,0,1,0,0,0,0,0
5283,134,9898,0,1024,0,0,1,0,0,0,0,0
5282,134,9896,0,1024,0,0,1,0,0,0,0,0
5281,134,9894,0,1024,0,0,1,9896,0,0,0,0
5280,134,9892,0,1024,0,0,1,0,0,0,0,0
5277,134,9881,0,1024,0,0,1,0,0,0,0,0
5276,134,9880,0,1024,0,0,1,9881,0,0,0,0
5271,134,9867,0,1024,0,0,1,0,0,0,0,0
5247,134,9823,0,1024,0,0,1,9827,0,0,0,0
5246,134,9821,0,1024,0,0,1,0,0,0,0,0
4973,134,9000,0,1024,0,0,1,9892,0,0,0,0
4972,134,8998,0,1024,0,0,1,9000,0,0,0,0
4971,134,1850,0,1024,0,0,1,9821,0,0,0,0
4969,134,5229,0,1024,0,0,1,0,0,0,0,0
4968,134,769,0,1024,0,0,1,9754,0,0,0,0
4140,134,1178,0,1024,0,0,1,0,0,0,0,0
4966,134,6798,0,1024,0,0,1,8983,0,0,0,0
4962,134,8972,0,1024,0,0,1,9745,0,0,0,0
5206,134,9745,0,1024,0,0,1,9880,0,0,0,0
3470,134,5487,0,1024,0,0,1,9634,0,0,0,0
3318,134,5225,0,1024,0,0,1,0,0,0,0,0
3315,134,1824,0,1024,0,0,1,9904,0,0,0,0
3314,134,1823,0,1024,0,0,1,1824,0,0,0,0
3313,134,1822,0,1024,0,0,1,1823,0,0,0,0
5211,134,9754,0,1024,0,0,1,9908,0,0,0,0
5210,134,9752,0,1024,0,0,1,9894,0,0,0,0
5207,134,9747,0,1024,0,0,1,9898,0,0,0,0
5130,134,9492,0,1024,0,0,1,9493,0,0,0,0
4975,134,9007,0,1024,0,0,1,9824,0,0,0,0
4974,134,9005,0,1024,0,0,1,9823,0,0,0,0
3311,134,5221,0,1024,0,0,1,6800,0,0,0,0
3307,134,5211,0,1024,0,0,1,6798,0,0,0,0
3305,134,1735,0,1024,0,0,1,9490,0,0,0,0
2077,134,3029,0,1024,0,0,1,5201,0,0,0,0
719,134,780,0,1024,0,0,1,769,0,0,0,0
862,134,1082,0,1024,0,0,1,3029,0,0,0,0
717,134,779,0,1024,0,0,1,780,0,0,0,0
700,136,227,0,1493,0,0,1,0,2,0,0,0
727,137,813,0,0,0,0,1,0,2,0,0,0
725,138,814,0,0,0,0,1,0,2,0,0,0
724,139,815,0,0,0,0,1,0,2,0,0,0
728,140,816,0,0,0,0,1,0,2,0,0,0
726,141,817,0,0,0,0,1,0,2,0,0,0
2503,142,818,0,0,0,0,1,0,0,75,25,0
4267,142,7359,0,0,0,0,1,0,0,135,85,0
4044,148,824,0,0,0,0,1,0,0,0,0,0
736,149,825,0,0,0,0,1,0,0,0,0,0
737,150,828,0,0,0,0,1,0,1,0,0,0
739,152,826,0,0,0,0,1,0,1,0,0,0
3214,160,199,0,1027,0,0,1,0,2,0,0,0
1236,162,203,0,0,0,0,1,0,2,0,0,0
3227,163,1485,0,4,0,0,1,6962,2,0,0,0
3230,163,3037,0,4,0,0,1,3038,0,0,0,0
3228,163,3035,0,4,0,0,1,3036,0,0,0,0
3229,163,3036,0,4,0,0,1,3037,0,0,0,0
3231,163,3038,0,4,0,0,1,3668,0,0,0,0
4096,163,6962,0,4,0,0,1,6963,0,0,0,0
4107,163,6977,0,4,0,0,1,0,0,0,0,0
4105,163,6975,0,4,0,0,1,6976,0,0,0,0
4104,163,1516,0,4,0,0,1,6975,0,0,0,0
4106,163,6976,0,4,0,0,1,6977,0,0,0,0
4100,163,6966,0,4,0,0,1,0,0,0,0,0
4099,163,6965,0,4,0,0,1,6966,0,0,0,0
4098,163,6964,0,4,0,0,1,6965,0,0,0,0
4097,163,6963,0,4,0,0,1,6964,0,0,0,0
3232,163,3668,0,4,0,0,1,0,0,0,0,0
1283,164,2018,0,0,0,0,1,3100,0,0,0,0
1792,164,3100,0,0,0,0,1,3538,0,0,0,0
1798,164,3115,0,0,0,0,1,0,1,55,15,0
1634,164,2663,0,0,0,0,1,0,1,60,20,0
1631,164,2660,0,0,0,0,1,0,1,55,15,0
1799,164,3117,0,0,0,0,1,0,0,140,125,0
1849,164,3292,0,0,0,0,1,0,0,175,135,0
1998,164,3506,0,0,0,0,1,0,0,205,180,0
1997,164,3505,0,0,0,0,1,0,0,225,200,0
1996,164,3504,0,0,0,0,1,0,0,210,185,0
1995,164,3503,0,0,0,0,1,0,0,240,215,0
1994,164,3502,0,0,0,0,1,0,0,220,195,0
1993,164,3501,0,0,0,0,1,0,0,215,190,0
1992,164,3500,0,0,0,0,1,0,0,250,225,0
1991,164,3498,0,0,0,0,1,0,0,235,210,0
1990,164,3497,0,0,0,0,1,0,0,250,225,0
6136,164,11643,0,0,0,0,1,0,0,245,225,0
6636,164,12260,0,0,0,0,1,0,1,55,15,0
5351,164,10013,0,0,0,0,1,0,0,305,280,0
5350,164,10011,0,0,0,0,1,0,0,300,275,0
5343,164,9995,0,0,0,0,1,0,0,270,245,0
5335,164,9974,0,0,0,0,1,0,0,285,265,0
5329,164,9961,0,0,0,0,1,0,0,270,250,0
5319,164,9935,0,0,0,0,1,0,0,255,235,0
5316,164,9928,0,0,0,0,1,0,0,245,225,0
5306,164,9811,0,0,0,0,1,0,0,210,185,0
4630,164,8368,0,0,0,0,1,0,0,200,170,0
4629,164,8367,0,0,0,0,1,0,0,180,140,0
4628,164,8366,0,0,0,0,1,0,0,150,110,0
5352,164,10015,0,0,0,0,1,0,0,310,285,0
5349,164,10009,0,0,0,0,1,0,0,295,270,0
5348,164,10007,0,0,0,0,1,0,0,295,270,0
5347,164,10005,0,0,0,0,1,0,0,290,265,0
5346,164,10003,0,0,0,0,1,0,0,285,260,0
5345,164,10001,0,0,0,0,1,0,0,280,255,0
5344,164,9997,0,0,0,0,1,0,0,275,250,0
5342,164,9993,0,0,0,0,1,0,0,260,235,0
5341,164,9987,0,0,0,0,1,0,0,195,165,0
5340,164,9986,0,0,0,0,1,0,0,190,160,0
5339,164,9985,0,0,0,0,1,0,0,185,155,0
5338,164,9983,0,0,0,0,1,0,0,110,70,0
5337,164,9980,0,0,0,0,1,0,0,285,265,0
5336,164,9979,0,0,0,0,1,0,0,285,265,0
5334,164,9972,0,0,0,0,1,0,0,280,260,0
5333,164,9970,0,0,0,0,1,0,0,275,255,0
5332,164,9968,0,0,0,0,1,0,0,275,255,0
5331,164,9966,0,0,0,0,1,0,0,275,255,0
5330,164,9964,0,0,0,0,1,0,0,275,255,0
5328,164,9959,0,0,0,0,1,0,0,270,250,0
5327,164,9957,0,0,0,0,1,0,0,270,250,0
5326,164,9954,0,0,0,0,1,0,0,265,245,0
5325,164,9952,0,0,0,0,1,0,0,265,245,0
5324,164,9950,0,0,0,0,1,0,0,260,240,0
5323,164,9945,0,0,0,0,1,0,0,260,240,0
5322,164,9942,0,0,0,0,1,0,0,260,240,0
5321,164,9939,0,0,0,0,1,0,0,255,235,0
5320,164,9937,0,0,0,0,1,0,0,255,235,0
5318,164,9933,0,0,0,0,1,0,0,250,230,0
5317,164,9931,0,0,0,0,1,0,0,250,230,0
5315,164,9926,0,0,0,0,1,0,0,245,225,0
5314,164,9920,0,0,0,0,1,0,0,210,200,0
5313,164,9921,0,0,0,0,1,0,0,210,200,0
5312,164,9918,0,0,0,0,1,0,0,210,200,0
5311,164,9916,0,0,0,0,1,0,0,250,225,0
5310,164,9820,0,0,0,0,1,0,0,235,210,0
5309,164,9818,0,0,0,0,1,0,0,230,205,0
5308,164,9814,0,0,0,0,1,0,0,225,200,0
5307,164,9813,0,0,0,0,1,0,0,210,185,0
5228,164,9787,0,0,0,0,1,0,0,0,0,0
4910,164,8880,0,0,0,0,1,0,0,110,70,0
4390,164,7818,0,0,0,0,1,0,0,110,105,0
4389,164,7817,0,0,0,0,1,0,0,155,125,0
4285,164,7408,0,0,0,0,1,0,0,145,105,0
4208,164,7222,0,0,0,0,1,0,0,215,190,0
4207,164,7221,0,0,0,0,1,0,0,210,180,0
4206,164,7223,0,0,0,0,1,0,0,235,210,0
4205,164,7224,0,0,0,0,1,0,0,240,215,0
3975,164,2673,0,0,0,0,1,0,0,190,160,0
3974,164,2671,0,0,0,0,1,0,0,175,145,0
3972,164,6517,0,0,0,0,1,0,0,170,140,0
3971,164,6518,0,0,0,0,1,0,0,200,170,0
3951,164,6471,0,0,0,0,1,0,0,155,150,0
3950,164,6470,0,0,0,0,1,0,0,105,100,0
5227,164,9788,0,0,0,0,1,0,0,0,0,0
5226,164,9785,0,0,0,0,1,0,0,0,0,0
4847,164,8768,0,0,0,0,1,0,0,155,150,0
6637,164,12259,0,0,0,0,1,0,0,205,180,0
2005,164,3538,0,0,0,0,1,9785,0,0,0,0
2003,164,3515,0,0,0,0,1,0,0,250,225,0
2002,164,3513,0,0,0,0,1,0,0,235,210,0
2001,164,3511,0,0,0,0,1,0,0,245,220,0
2000,164,3508,0,0,0,0,1,0,0,230,205,0
1999,164,3507,0,0,0,0,1,0,0,220,195,0
1989,164,3496,0,0,0,0,1,0,0,230,205,0
1988,164,3495,0,0,0,0,1,0,0,220,195,0
1987,164,3494,0,0,0,0,1,0,0,205,180,0
1986,164,3493,0,0,0,0,1,0,0,225,200,0
1985,164,3492,0,0,0,0,1,0,0,210,185,0
1984,164,3491,0,0,0,0,1,0,0,165,135,0
1868,164,3337,0,0,0,0,1,0,0,150,125,0
1858,164,3323,0,0,0,0,1,0,0,120,80,0
1857,164,3321,0,0,0,0,1,0,0,115,75,0
1856,164,3320,0,0,0,0,1,0,0,85,45,0
1855,164,3319,0,0,0,0,1,0,0,100,60,0
1854,164,3297,0,0,0,0,1,0,0,205,175,0
1853,164,3296,0,0,0,0,1,0,0,190,160,0
1852,164,3295,0,0,0,0,1,0,0,185,155,0
1851,164,3294,0,0,0,0,1,0,0,150,110,0
1850,164,3293,0,0,0,0,1,0,0,115,75,0
1867,164,3336,0,0,0,0,1,0,0,210,180,0
1866,164,3334,0,0,0,0,1,0,0,205,175,0
1865,164,3333,0,0,0,0,1,0,0,195,165,0
1864,164,3331,0,0,0,0,1,0,0,190,160,0
1863,164,3330,0,0,0,0,1,0,0,185,155,0
1862,164,3328,0,0,0,0,1,0,0,170,140,0
1861,164,3326,0,0,0,0,1,0,0,100,75,0
1860,164,3325,0,0,0,0,1,0,0,140,100,0
1859,164,3324,0,0,0,0,1,0,0,125,85,0
1800,164,3116,0,0,0,0,1,0,0,80,65,0
1646,164,2737,0,0,0,0,30,0,0,95,55,0
1651,164,2738,0,0,0,0,35,0,0,100,60,0
1633,164,2662,0,0,0,0,40,0,0,90,50,0
1652,164,2739,0,0,0,0,40,0,0,105,65,0
1632,164,2661,0,0,0,0,55,0,0,115,75,0
1635,164,2664,0,0,0,0,65,0,0,140,115,0
1636,164,2665,0,0,0,0,75,0,0,80,65,0
1649,164,2740,0,0,0,0,75,0,0,170,140,0
1637,164,2666,0,0,0,0,80,0,0,150,110,0
1650,164,2741,0,0,0,0,85,0,0,175,145,0
1638,164,2667,0,0,0,0,90,0,0,160,120,0
1639,164,2668,0,0,0,0,95,0,0,175,145,0
1653,164,2742,0,0,0,0,95,0,0,180,150,0
1640,164,2670,0,0,0,0,105,0,0,175,145,0
1642,164,2672,0,0,0,0,120,0,0,180,150,0
1644,164,2674,0,0,0,0,125,0,0,140,125,0
1645,164,2675,0,0,0,0,135,0,0,205,175,0
1328,165,2108,0,0,0,0,1,3104,0,0,0,0
1353,165,2149,0,0,0,0,1,0,1,70,40,0
1795,165,3104,0,0,0,0,1,3811,0,0,0,0
2162,165,3753,0,0,0,0,1,0,0,85,55,0
2167,165,3759,0,0,0,0,1,0,0,135,105,0
2170,165,3761,0,0,0,0,1,0,0,145,115,0
4421,165,7954,0,0,0,0,1,0,0,155,130,0
4420,165,7953,0,0,0,0,1,0,0,150,120,0
4419,165,7955,0,0,0,0,1,0,0,165,140,0
5706,165,10662,0,0,0,0,1,0,0,0,0,0
5705,165,10658,0,0,0,0,1,0,0,0,0,0
5698,165,10572,0,0,0,0,1,0,0,290,270,0
5697,165,10570,0,0,0,0,1,0,0,290,270,0
5702,165,10650,0,0,0,0,1,0,0,295,275,0
5701,165,10647,0,0,0,0,1,0,0,290,270,0
5700,165,10632,0,0,0,0,1,0,0,290,270,0
5695,165,10566,0,0,0,0,1,0,0,285,265,0
5694,165,10564,0,0,0,0,1,0,0,280,260,0
5693,165,10562,0,0,0,0,1,0,0,280,260,0
5692,165,10560,0,0,0,0,1,0,0,280,260,0
5691,165,10558,0,0,0,0,1,0,0,275,255,0
5690,165,10556,0,0,0,0,1,0,0,275,255,0
5689,165,10554,0,0,0,0,1,0,0,275,255,0
5688,165,10630,0,0,0,0,1,0,0,270,250,0
5687,165,10552,0,0,0,0,1,0,0,270,250,0
5686,165,10550,0,0,0,0,1,0,0,270,250,0
5685,165,10548,0,0,0,0,1,0,0,270,250,0
5684,165,10621,0,0,0,0,1,0,0,265,245,0
5681,165,10544,0,0,0,0,1,0,0,265,245,0
5680,165,10542,0,0,0,0,1,0,0,265,245,0
5679,165,10533,0,0,0,0,1,0,0,260,240,0
5678,165,10531,0,0,0,0,1,0,0,260,240,0
5677,165,10529,0,0,0,0,1,0,0,260,240,0
5676,165,10525,0,0,0,0,1,0,0,260,240,0
5673,165,10516,0,0,0,0,1,0,0,250,230,0
5672,165,10511,0,0,0,0,1,0,0,250,230,0
5671,165,10509,0,0,0,0,1,0,0,245,225,0
5051,165,9197,0,0,0,0,1,0,0,215,195,0
5704,165,10660,0,0,0,0,1,0,0,0,0,0
5703,165,10656,0,0,0,0,1,0,0,0,0,0
5699,165,10574,0,0,0,0,1,0,0,290,270,0
5696,165,10568,0,0,0,0,1,0,0,285,265,0
5683,165,10619,0,0,0,0,1,0,0,265,245,0
5682,165,10546,0,0,0,0,1,0,0,265,245,0
5675,165,10520,0,0,0,0,1,0,0,255,235,0
5674,165,10518,0,0,0,0,1,0,0,250,230,0
5670,165,10507,0,0,0,0,1,0,0,245,225,0
5669,165,10499,0,0,0,0,1,0,0,245,225,0
5668,165,10490,0,0,0,0,1,0,0,240,220,0
5667,165,10487,0,0,0,0,1,0,0,240,220,0
5666,165,10482,0,0,0,0,1,0,0,200,200,0
5050,165,9196,0,0,0,0,1,0,0,215,195,0
5049,165,9195,0,0,0,0,1,0,0,205,185,0
4589,165,8322,0,0,0,0,1,0,0,145,115,0
4163,165,7151,0,0,0,0,1,0,0,215,195,0
4161,165,7149,0,0,0,0,1,0,0,210,190,0
4160,165,7147,0,0,0,0,1,0,0,200,180,0
4159,165,7135,0,0,0,0,1,0,0,165,140,0
4158,165,7133,0,0,0,0,1,0,0,155,130,0
4156,165,7126,0,0,0,0,1,0,1,70,40,0
4029,165,6704,0,0,0,0,1,0,0,210,190,0
4028,165,6703,0,0,0,0,1,0,0,155,125,0
4027,165,6705,0,0,0,0,1,0,0,230,210,0
4165,165,7156,0,0,0,0,1,0,0,230,210,0
4164,165,7153,0,0,0,0,1,0,0,225,205,0
4026,165,6702,0,0,0,0,1,0,0,150,120,0
4010,165,6661,0,0,0,0,1,0,0,230,210,0
5057,165,9208,0,0,0,0,1,0,0,240,220,0
5056,165,9207,0,0,0,0,1,0,0,240,220,0
5055,165,9206,0,0,0,0,1,0,0,235,215,0
5054,165,9202,0,0,0,0,1,0,0,230,210,0
5053,165,9201,0,0,0,0,1,0,0,225,205,0
5052,165,9198,0,0,0,0,1,0,0,220,200,0
5048,165,9194,0,0,0,0,1,0,0,190,170,0
5047,165,9193,0,0,0,0,1,0,0,190,170,0
5030,165,9149,0,0,0,0,1,0,0,195,170,0
5029,165,9148,0,0,0,0,1,0,0,190,165,0
5028,165,9147,0,0,0,0,1,0,0,185,160,0
5027,165,9146,0,0,0,0,1,0,0,185,160,0
5026,165,9145,0,0,0,0,1,0,0,175,150,0
2187,165,3778,0,0,0,0,1,0,0,225,205,0
2186,165,3777,0,0,0,0,1,0,0,235,215,0
2185,165,3776,0,0,0,0,1,0,0,220,200,0
2184,165,3775,0,0,0,0,1,0,0,210,190,0
2183,165,3774,0,0,0,0,1,0,0,200,180,0
2182,165,3773,0,0,0,0,1,0,0,215,195,0
2181,165,3772,0,0,0,0,1,0,0,195,175,0
2180,165,3771,0,0,0,0,1,0,0,190,170,0
2179,165,3770,0,0,0,0,1,0,0,185,160,0
4987,165,9058,0,0,0,0,1,0,1,70,40,0
3343,165,5244,0,0,0,0,1,0,0,100,70,0
2502,165,4096,0,0,0,0,1,0,0,205,185,0
2500,165,4097,0,0,0,0,1,0,0,205,185,0
2199,165,3780,0,0,0,0,1,0,0,190,170,0
2197,165,3818,0,0,0,0,1,0,0,170,160,0
2196,165,3817,0,0,0,0,1,0,0,130,115,0
2195,165,3816,0,0,0,0,1,0,0,75,55,0
2188,165,3779,0,0,0,0,1,0,0,240,220,0
4996,165,9074,0,0,0,0,1,0,0,170,145,0
4995,165,9072,0,0,0,0,1,0,0,170,145,0
4994,165,9070,0,0,0,0,1,0,0,150,125,0
4993,165,9068,0,0,0,0,1,0,0,155,125,0
4992,165,9065,0,0,0,0,1,0,0,130,100,0
4991,165,9064,0,0,0,0,1,0,0,95,65,0
4990,165,9062,0,0,0,0,1,0,0,90,60,0
4989,165,9060,0,0,0,0,1,0,0,90,60,0
4988,165,9059,0,0,0,0,1,0,1,70,40,0
2178,165,3769,0,0,0,0,1,0,0,190,165,0
2177,165,3768,0,0,0,0,1,0,0,180,155,0
2176,165,3767,0,0,0,0,1,0,0,170,145,0
2175,165,3766,0,0,0,0,1,0,0,175,150,0
2174,165,3765,0,0,0,0,1,0,0,180,155,0
2173,165,3764,0,0,0,0,1,0,0,195,170,0
2172,165,3763,0,0,0,0,1,0,0,140,110,0
2171,165,3762,0,0,0,0,1,0,0,150,125,0
2168,165,3760,0,0,0,0,1,0,0,190,170,0
2164,165,3756,0,0,0,0,1,0,0,115,85,0
2161,165,3811,0,0,0,0,1,10662,0,0,0,0
1708,165,2881,0,0,0,0,1,0,1,40,20,0
1356,165,2152,0,0,0,0,1,0,1,60,30,0
1360,165,2159,0,0,0,0,1,0,0,135,105,0
1355,165,2153,0,0,0,0,30,0,0,75,45,0
1359,165,2158,0,0,0,0,45,0,0,150,120,0
1362,165,2160,0,0,0,0,50,0,0,100,70,0
1363,165,2161,0,0,0,0,65,0,0,115,85,0
1364,165,2162,0,0,0,0,65,0,0,120,90,0
1365,165,2163,0,0,0,0,70,0,0,120,90,0
1366,165,2164,0,0,0,0,70,0,0,135,105,0
1367,165,2165,0,0,0,0,75,0,0,130,115,0
1369,165,2167,0,0,0,0,100,0,0,150,125,0
1371,165,2169,0,0,0,0,100,0,0,150,125,0
1370,165,2168,0,0,0,0,110,0,0,160,135,0
1368,165,2166,0,0,0,0,125,0,0,170,145,0
1374,171,2259,0,0,0,0,1,3101,0,0,0,0
1377,171,2330,0,0,0,0,1,0,1,95,55,0
1814,171,3171,0,0,0,0,1,0,0,170,130,0
1816,171,3173,0,0,0,0,1,0,0,185,145,0
1819,171,3176,0,0,0,0,1,0,0,190,150,0
1821,171,2333,0,0,0,0,1,0,0,205,165,0
2909,171,4942,0,0,0,0,1,0,0,270,230,0
2907,171,4508,0,0,0,0,1,0,0,120,80,0
1935,171,3452,0,0,0,0,1,0,0,220,180,0
1934,171,3451,0,0,0,0,1,0,0,240,200,0
1933,171,3450,0,0,0,0,1,0,0,235,195,0
1932,171,3449,0,0,0,0,1,0,0,230,190,0
1931,171,3448,0,0,0,0,1,0,0,225,185,0
1930,171,3447,0,0,0,0,1,0,0,175,135,0
1833,171,3230,0,0,0,0,1,0,0,120,80,0
1832,171,3170,0,0,0,0,1,0,0,100,60,0
1822,171,3188,0,0,0,0,1,0,0,215,175,0
4213,171,7256,0,0,0,0,1,0,0,200,160,0
4212,171,7259,0,0,0,0,1,0,0,250,210,0
4211,171,7255,0,0,0,0,1,0,0,170,130,0
4210,171,7258,0,0,0,0,1,0,0,245,205,0
4209,171,7257,0,0,0,0,1,0,0,250,210,0
4178,171,7183,0,0,0,0,1,0,1,95,55,0
4177,171,7181,0,0,0,0,1,0,0,215,175,0
4176,171,7179,0,0,0,0,1,0,0,160,120,0
4007,171,6617,0,0,0,0,1,0,0,130,90,0
4006,171,6618,0,0,0,0,1,0,0,235,195,0
4005,171,6619,0,0,0,0,1,0,0,190,150,0
4004,171,6624,0,0,0,0,1,0,0,215,175,0
1938,171,3464,0,0,0,0,1,11611,0,0,0,0
1937,171,3454,0,0,0,0,1,0,0,260,220,0
1936,171,3453,0,0,0,0,1,0,0,255,215,0
6021,171,11480,0,0,0,0,1,0,0,280,240,0
6020,171,11479,0,0,0,0,1,0,0,280,240,0
6019,171,11478,0,0,0,0,1,0,0,305,265,0
6018,171,11477,0,0,0,0,1,0,0,305,265,0
6017,171,11476,0,0,0,0,1,0,0,305,265,0
6016,171,11473,0,0,0,0,1,0,0,300,260,0
6015,171,11472,0,0,0,0,1,0,0,300,260,0
6014,171,11468,0,0,0,0,1,0,0,295,255,0
6013,171,11467,0,0,0,0,1,0,0,295,255,0
6012,171,11466,0,0,0,0,1,0,0,295,255,0
6011,171,11465,0,0,0,0,1,0,0,290,250,0
6010,171,11464,0,0,0,0,1,0,0,290,250,0
6009,171,11461,0,0,0,0,1,0,0,290,250,0
6008,171,11460,0,0,0,0,1,0,0,285,245,0
6007,171,11459,0,0,0,0,1,0,0,280,240,0
6006,171,11458,0,0,0,0,1,0,0,280,240,0
6005,171,11457,0,0,0,0,1,0,0,270,230,0
6004,171,11456,0,0,0,0,1,0,0,265,225,0
6003,171,11454,0,0,0,0,1,0,0,265,225,0
6002,171,11453,0,0,0,0,1,0,0,265,225,0
6001,171,11452,0,0,0,0,1,0,0,265,225,0
6000,171,11448,0,0,0,0,1,0,0,260,220,0
