ID,DoodadID[0],DoodadID[1],DoodadID[2],DoodadID[3],Density,Sound
6830,20040918,0,519913275,5176,-1,-1
6824,20040918,0,519913275,5176,-1,-1
6822,20040918,0,519913275,5176,-1,-1
6839,20040918,0,519913275,5176,-1,-1
9914,20040907,0,519913275,5176,-1,-1
6841,20040625,0,519913275,5176,-1,-1
7214,20040626,0,629121269,5217,-1,-1
6143,20040907,0,631641260,5254,-1,-1
7801,20040709,0,631641260,5254,-1,-1
8587,20040917,0,631641260,5254,-1,-1
8160,20040924,0,631641260,5254,-1,-1
7176,20040924,0,631641260,5254,-1,-1
6158,20040917,0,631641260,5254,-1,-1
6150,20040828,0,631641260,5254,-1,-1
5406,20040524,0,669793460,5298,-1,-1
10289,20040909,0,669793460,5298,-1,-1
10147,20040917,0,669793460,5298,-1,-1
7310,20040626,0,669793460,5298,-1,-1
8620,20040806,0,669793460,5298,-1,-1
7109,20040828,0,669793460,5298,-1,-1
7137,20040727,0,669793460,5298,-1,-1
7103,20040828,0,669793460,5298,-1,-1
5915,20040524,0,669793460,5298,-1,-1
5234,20040828,0,669793460,5298,-1,-1
10359,20040923,0,689694775,5334,-1,-1
10961,20040927,0,689694775,5334,-1,-1
10629,20040923,0,689694775,5334,-1,-1
10636,20040923,0,689694775,5334,-1,-1
10627,20040923,0,689694775,5334,-1,-1
10633,20040923,0,689694775,5334,-1,-1
10621,20040923,0,689694775,5334,-1,-1
5000,20040828,0,728885973,5378,-1,-1
6436,20040828,0,728885973,5378,-1,-1
6456,20040828,0,728885973,5378,-1,-1
7315,20040626,0,728885973,5378,-1,-1
6473,20040828,0,728885973,5378,-1,-1
6432,20040828,0,728885973,5378,-1,-1
6485,20040828,0,728885973,5378,-1,-1
6468,20040828,0,728885973,5378,-1,-1
6448,20040828,0,728885973,5378,-1,-1
6429,20040828,0,728885973,5378,-1,-1
6160,20040604,0,728885973,5378,-1,-1
4997,20040306,0,736060587,5417,-1,-1
6856,20040625,0,736060587,5417,-1,-1
5346,20040805,0,736060587,5417,-1,-1
9551,20040924,0,740007755,5458,-1,-1
9642,20040924,0,740007755,5458,-1,-1
9494,20040924,0,740007755,5458,-1,-1
9499,20040924,0,740007755,5458,-1,-1
10722,20040924,0,740007755,5458,-1,-1
10733,20040924,0,740007755,5458,-1,-1
10739,20040922,0,740007755,5458,-1,-1
10734,20040924,0,740007755,5458,-1,-1
10727,20040922,0,740007755,5458,-1,-1
9515,20040902,0,740007755,5458,-1,-1
5140,20040828,0,743244798,5506,-1,-1
6898,20040828,0,743244798,5506,-1,-1
6905,20040921,0,743244798,5506,-1,-1
6910,20040625,0,743244798,5506,-1,-1
6918,20040625,0,743244798,5506,-1,-1
6964,20040625,0,743244798,5506,-1,-1
10341,20040910,0,743244798,5506,-1,-1
10235,20040908,0,743244798,5506,-1,-1
8439,20040921,0,743244798,5506,-1,-1
6969,20040625,0,743244798,5506,-1,-1
6967,20040625,0,743244798,5506,-1,-1
6924,20040625,0,743244798,5506,-1,-1
6914,20040921,0,743244798,5506,-1,-1
6434,20040828,0,755811417,5544,-1,-1
6446,20040828,0,755811417,5544,-1,-1
6472,20040828,0,755811417,5544,-1,-1
6425,20040828,0,755811417,5544,-1,-1
6483,20040828,0,755811417,5544,-1,-1
6466,20040917,0,755811417,5544,-1,-1
7311,20040626,0,755811417,5544,-1,-1
6453,20040828,0,755811417,5544,-1,-1
6149,20040917,0,773335030,5582,-1,-1
7127,20040727,0,773335030,5582,-1,-1
10141,20040917,0,773335030,5582,-1,-1
8599,20040917,0,773335030,5582,-1,-1
8583,20040917,0,773335030,5582,-1,-1
7123,20040625,0,773335030,5582,-1,-1
7142,20040625,0,773335030,5582,-1,-1
7218,20040626,0,784179816,5636,-1,-1
9062,20040823,0,784179816,5636,-1,-1
10097,20040907,0,784179816,5636,-1,-1
6152,20040828,0,788822248,5674,-1,-1
7141,20040625,0,788822248,5674,-1,-1
7698,20040929,0,788822248,5674,-1,-1
8601,20040917,0,788822248,5674,-1,-1
8520,20040917,0,788822248,5674,-1,-1
10318,20040910,0,788822248,5674,-1,-1
10142,20040917,0,788822248,5674,-1,-1
8742,20040808,0,788822248,5674,-1,-1
8738,20040929,0,788822248,5674,-1,-1
8519,20040917,0,788822248,5674,-1,-1
8585,20040917,0,788822248,5674,-1,-1
6162,20040917,0,788822248,5674,-1,-1
7128,20040727,0,788822248,5674,-1,-1
4971,20040817,0,791167638,5729,-1,-1
5317,20040330,0,840035097,5765,-1,-1
7203,20040626,0,840035097,5765,-1,-1
7208,20040626,0,840035097,5765,-1,-1
7159,20040924,0,840035097,5765,-1,-1
7154,20040924,0,840035097,5765,-1,-1
8186,20040924,0,840035097,5765,-1,-1
10090,20040907,0,840035097,5765,-1,-1
9060,20040823,0,840035097,5765,-1,-1
10260,20040924,0,840035097,5765,-1,-1
10105,20040907,0,840035097,5765,-1,-1
10087,20040907,0,840035097,5765,-1,-1
8130,20040722,0,840035097,5765,-1,-1
5099,20040714,0,921708295,5804,-1,-1
5130,20040924,0,921708295,5804,-1,-1
6155,20040924,0,921708295,5804,-1,-1
5120,20040924,0,921708295,5804,-1,-1
5108,20040714,0,921708295,5804,-1,-1
9518,20040924,0,921708295,5804,-1,-1
10109,20040907,0,921708295,5804,-1,-1
9641,20040924,0,921708295,5804,-1,-1
7221,20040626,0,921708295,5804,-1,-1
6451,20040828,0,941670396,5849,-1,-1
6465,20040828,0,941670396,5849,-1,-1
6480,20040828,0,941670396,5849,-1,-1
6495,20040828,0,941670396,5849,-1,-1
6433,20040828,0,941670396,5849,-1,-1
7313,20040626,0,941670396,5849,-1,-1
6493,20040828,0,941670396,5849,-1,-1
4988,20040305,0,950200977,5887,-1,-1
10234,20040908,0,950200977,5887,-1,-1
11180,20041021,0,950200977,5887,-1,-1
10225,20040908,0,950200977,5887,-1,-1
8549,20040804,0,950200977,5887,-1,-1
7020,20040803,0,950200977,5887,-1,-1
7010,20040803,0,950200977,5887,-1,-1
6424,20040828,0,962095307,5938,-1,-1
6437,20040828,0,962095307,5938,-1,-1
6420,20040828,0,962095307,5938,-1,-1
6470,20040828,0,962095307,5938,-1,-1
6443,20040828,0,962095307,5938,-1,-1
6630,20040918,0,962353784,5981,-1,-1
8317,20040918,0,962353784,5981,-1,-1
8330,20040918,0,962353784,5981,-1,-1
9118,20040918,0,962353784,5981,-1,-1
8346,20040918,0,962353784,5981,-1,-1
8325,20040918,0,962353784,5981,-1,-1
8300,20040918,0,962353784,5981,-1,-1
7765,20040918,0,962353784,5981,-1,-1
7770,20040918,0,962353784,5981,-1,-1
6482,20040828,0,983336491,6027,-1,-1
8006,20040818,0,983336491,6027,-1,-1
6629,20040918,0,991731445,6068,-1,-1
10635,20040923,0,991731445,6068,-1,-1
10631,20040923,0,991731445,6068,-1,-1
10625,20040923,0,991731445,6068,-1,-1
10623,20040923,0,991731445,6068,-1,-1
10619,20040923,0,991731445,6068,-1,-1
10960,20040927,0,991731445,6068,-1,-1
10358,20040923,0,991731445,6068,-1,-1
10166,20040918,0,991731445,6068,-1,-1
6810,20040625,0,991731445,6068,-1,-1
4996,20040306,0,1042540985,6111,-1,-1
5344,20040805,0,1042540985,6111,-1,-1
6858,20040625,0,1042540985,6111,-1,-1
8299,20040918,0,1042540985,6111,-1,-1
7326,20040910,0,1042540985,6111,-1,-1
6902,20040828,0,1042540985,6111,-1,-1
6514,20040828,0,1042540985,6111,-1,-1
6867,20040911,0,1042540985,6111,-1,-1
5337,20040828,0,1042540985,6111,-1,-1
6159,20040604,0,1047783538,6145,-1,-1
7312,20040626,0,1047783538,6145,-1,-1
6501,20040828,0,1047783538,6145,-1,-1
6454,20040828,0,1047783538,6145,-1,-1
6467,20040917,0,1047783538,6145,-1,-1
6484,20040828,0,1047783538,6145,-1,-1
6435,20040828,0,1047783538,6145,-1,-1
6423,20040828,0,1047783538,6145,-1,-1
6471,20040828,0,1047783538,6145,-1,-1
6447,20040828,0,1047783538,6145,-1,-1
6966,20040625,0,1062716980,6184,-1,-1
6970,20040625,0,1062716980,6184,-1,-1
10233,20040908,0,1062716980,6184,-1,-1
5402,20040524,0,1110718325,6230,-1,-1
10157,20040918,0,1110718325,6230,-1,-1
10140,20040917,0,1110718325,6230,-1,-1
10138,20040907,0,1110718325,6230,-1,-1
9919,20040907,0,1110718325,6230,-1,-1
9910,20040930,0,1110718325,6230,-1,-1
10123,20040924,0,1110718325,6230,-1,-1
10112,20040924,0,1110718325,6230,-1,-1
9865,20040906,0,1110718325,6230,-1,-1
9859,20040918,0,1110718325,6230,-1,-1
7784,20040918,0,1110718325,6230,-1,-1
7759,20040918,0,1110718325,6230,-1,-1
6957,20040625,0,1110718325,6230,-1,-1
6848,20040918,0,1110718325,6230,-1,-1
7819,20040709,0,1110718325,6230,-1,-1
7070,20040728,0,1110718325,6230,-1,-1
7043,20040930,0,1110718325,6230,-1,-1
6978,20040625,0,1110718325,6230,-1,-1
6977,20040625,0,1110718325,6230,-1,-1
6359,20040918,0,1110718325,6230,-1,-1
7099,20040828,0,1110718325,6230,-1,-1
6831,20040918,0,1110718325,6230,-1,-1
6827,20040918,0,1110718325,6230,-1,-1
6825,20040918,0,1110718325,6230,-1,-1
6819,20040918,0,1110718325,6230,-1,-1
6816,20040709,0,1110718325,6230,-1,-1
6635,20040930,0,1110718325,6230,-1,-1
6840,20040918,0,1110718325,6230,-1,-1
7124,20040625,0,1110718325,6230,-1,-1
7118,20040625,0,1110718325,6230,-1,-1
7106,20040828,0,1110718325,6230,-1,-1
5931,20040727,0,1110718325,6230,-1,-1
5925,20040727,0,1110718325,6230,-1,-1
5921,20040828,0,1110718325,6230,-1,-1
5917,20040828,0,1110718325,6230,-1,-1
5914,20040727,0,1110718325,6230,-1,-1
5908,20040727,0,1110718325,6230,-1,-1
7133,20040727,0,1110718325,6230,-1,-1
5905,20040524,0,1110718325,6230,-1,-1
5899,20040930,0,1110718325,6230,-1,-1
5898,20040930,0,1110718325,6230,-1,-1
5897,20040930,0,1110718325,6230,-1,-1
5127,20040924,0,1110718325,6230,-1,-1
5118,20040924,0,1110718325,6230,-1,-1
5949,20040917,0,1110718325,6230,-1,-1
5946,20040917,0,1110718325,6230,-1,-1
5943,20040917,0,1110718325,6230,-1,-1
5038,20040917,0,1110718325,6230,-1,-1
5273,20040326,0,1110718325,6230,-1,-1
5247,20040828,0,1110718325,6230,-1,-1
5228,20040828,0,1110718325,6230,-1,-1
5048,20040630,0,1110718325,6230,-1,-1
5044,20040630,0,1110718325,6230,-1,-1
7151,20040921,0,1153478445,6268,-1,-1
7212,20040626,0,1153478445,6268,-1,-1
6813,20040910,0,1153478445,6268,-1,-1
6217,20040602,0,1153478445,6268,-1,-1
7206,20040626,0,1153478445,6268,-1,-1
6863,20040805,0,1153478445,6268,-1,-1
5251,20040326,0,1163755350,6294,-1,-1
6151,20040828,0,1167605811,6338,-1,-1
7122,20040625,0,1167605811,6338,-1,-1
7139,20040727,0,1167605811,6338,-1,-1
7126,20040727,0,1167605811,6338,-1,-1
8584,20040917,0,1167605811,6338,-1,-1
8518,20040917,0,1167605811,6338,-1,-1
10149,20040907,0,1167605811,6338,-1,-1
10148,20040907,0,1167605811,6338,-1,-1
8602,20040917,0,1167605811,6338,-1,-1
7805,20040709,0,1167605811,6338,-1,-1
4995,20040306,0,1172657565,6391,-1,-1
6859,20040625,0,1172657565,6391,-1,-1
6513,20040828,0,1172657565,6391,-1,-1
6903,20040828,0,1172657565,6391,-1,-1
7325,20040910,0,1172657565,6391,-1,-1
6870,20040911,0,1172657565,6391,-1,-1
5102,20040715,0,1172657565,6391,-1,-1
5112,20040715,0,1172657565,6391,-1,-1
5338,20040828,0,1172657565,6391,-1,-1
5345,20040805,0,1172657565,6391,-1,-1
6154,20040604,0,1182854983,6431,-1,-1
8586,20040917,0,1182854983,6431,-1,-1
8600,20040917,0,1182854983,6431,-1,-1
8521,20040917,0,1182854983,6431,-1,-1
7804,20040709,0,1182854983,6431,-1,-1
5101,20040714,0,1276869795,6490,-1,-1
5110,20040714,0,1276869795,6490,-1,-1
5123,20040924,0,1276869795,6490,-1,-1
5117,20040714,0,1276869795,6490,-1,-1
6665,20040828,0,1310800120,6529,-1,-1
7719,20040828,0,1310800120,6529,-1,-1
7720,20040828,0,1310800120,6529,-1,-1
5382,20040701,0,1335994216,6577,-1,-1
5398,20040930,0,1335994216,6577,-1,-1
5386,20040921,0,1335994216,6577,-1,-1
5404,20040930,0,1335994216,6577,-1,-1
5045,20040630,0,1335994216,6577,-1,-1
9931,20040907,0,1335994216,6577,-1,-1
10152,20040921,0,1335994216,6577,-1,-1
9908,20040907,0,1335994216,6577,-1,-1
10129,20040907,0,1335994216,6577,-1,-1
10111,20040907,0,1335994216,6577,-1,-1
10100,20040907,0,1335994216,6577,-1,-1
10084,20040907,0,1335994216,6577,-1,-1
9866,20040906,0,1335994216,6577,-1,-1
9860,20040918,0,1335994216,6577,-1,-1
7760,20040918,0,1335994216,6577,-1,-1
6926,20040625,0,1335994216,6577,-1,-1
6847,20040918,0,1335994216,6577,-1,-1
6693,20040630,0,1335994216,6577,-1,-1
6835,20040918,0,1335994216,6577,-1,-1
6828,20040918,0,1335994216,6577,-1,-1
6820,20040918,0,1335994216,6577,-1,-1
7120,20040625,0,1335994216,6577,-1,-1
5888,20040930,0,1335994216,6577,-1,-1
5945,20040917,0,1335994216,6577,-1,-1
5360,20040828,0,1335994216,6577,-1,-1
5358,20040701,0,1335994216,6577,-1,-1
5403,20040524,0,1335994216,6577,-1,-1
5385,20040828,0,1335994216,6577,-1,-1
5405,20040524,0,1343413549,6614,-1,-1
10146,20040917,0,1343413549,6614,-1,-1
8138,20040722,0,1343413549,6614,-1,-1
6449,20040828,0,1343413549,6614,-1,-1
7143,20040625,0,1343413549,6614,-1,-1
8278,20040907,0,1367570123,6654,-1,-1
9482,20040924,0,1383202459,6698,-1,-1
7069,20040625,0,1413381987,6742,-1,-1
10291,20040909,0,1413381987,6742,-1,-1
5657,20040511,0,1489477298,6790,-1,-1
10262,20040924,0,1489477298,6790,-1,-1
10698,20040924,0,1489477298,6790,-1,-1
9648,20040902,0,1489477298,6790,-1,-1
9613,20040924,0,1489477298,6790,-1,-1
9615,20040924,0,1489477298,6790,-1,-1
9634,20040929,0,1489477298,6790,-1,-1
9624,20040929,0,1489477298,6790,-1,-1
7228,20040924,0,1489477298,6790,-1,-1
6460,20040828,0,1492807921,6825,-1,-1
8344,20040918,0,1492807921,6825,-1,-1
8337,20040917,0,1492807921,6825,-1,-1
8298,20040917,0,1492807921,6825,-1,-1
8331,20040918,0,1492807921,6825,-1,-1
8326,20040918,0,1492807921,6825,-1,-1
8319,20040918,0,1492807921,6825,-1,-1
8304,20040918,0,1492807921,6825,-1,-1
7777,20040918,0,1492807921,6825,-1,-1
9119,20040918,0,1492807921,6825,-1,-1
6506,20040917,0,1492807921,6825,-1,-1
7767,20040918,0,1492807921,6825,-1,-1
4984,20040305,0,1512085133,6871,-1,-1
8543,20040804,0,1512085133,6871,-1,-1
7468,20040803,0,1512085133,6871,-1,-1
10228,20040908,0,1512085133,6871,-1,-1
10254,20040908,0,1512085133,6871,-1,-1
10241,20040908,0,1512085133,6871,-1,-1
10222,20040908,0,1512085133,6871,-1,-1
7474,20040803,0,1512085133,6871,-1,-1
7467,20040803,0,1512085133,6871,-1,-1
8555,20040804,0,1512085133,6871,-1,-1
7021,20040803,0,1512085133,6871,-1,-1
5146,20040803,0,1512085133,6871,-1,-1
6633,20040918,0,1551789611,6921,-1,-1
10634,20040923,0,1551789611,6921,-1,-1
10630,20040923,0,1551789611,6921,-1,-1
10624,20040923,0,1551789611,6921,-1,-1
10622,20040923,0,1551789611,6921,-1,-1
10618,20040923,0,1551789611,6921,-1,-1
10959,20040927,0,1551789611,6921,-1,-1
10167,20040918,0,1551789611,6921,-1,-1
6975,20040625,0,1551789611,6921,-1,-1
6638,20040923,0,1551789611,6921,-1,-1
8645,20040806,0,1557548737,6968,-1,-1
8658,20040806,0,1557548737,6968,-1,-1
9557,20040924,0,1586961951,7015,-1,-1
9481,20040924,0,1586961951,7015,-1,-1
7150,20040626,0,1591179850,7062,-1,-1
7205,20040626,0,1591179850,7062,-1,-1
7211,20040626,0,1591179850,7062,-1,-1
7213,20040626,0,1591179850,7062,-1,-1
7215,20040921,0,1591179850,7062,-1,-1
7207,20040626,0,1591179850,7062,-1,-1
6801,20040625,0,1683052954,7108,-1,-1
6804,20040625,0,1683052954,7108,-1,-1
6664,20040828,0,1683469274,7142,-1,-1
8961,20040828,0,1683469274,7142,-1,-1
8426,20040923,0,1683469274,7142,-1,-1
8443,20040828,0,1683469274,7142,-1,-1
8445,20040921,0,1683469274,7142,-1,-1
8435,20040921,0,1683469274,7142,-1,-1
8421,20040923,0,1683469274,7142,-1,-1
8618,20040806,0,1694946444,7194,-1,-1
8619,20040806,0,1694946444,7194,-1,-1
5603,20041001,0,1707884873,7231,-1,-1
5252,20040326,0,1707884873,7231,-1,-1
7044,20040625,0,1707884873,7231,-1,-1
7037,20040826,0,1707884873,7231,-1,-1
6336,20040624,0,1707884873,7231,-1,-1
6328,20040721,0,1707884873,7231,-1,-1
6205,20040602,0,1707884873,7231,-1,-1
6200,20040630,0,1707884873,7231,-1,-1
7168,20040924,0,1707884873,7231,-1,-1
5599,20040826,0,1707884873,7231,-1,-1
6117,20040721,0,1707884873,7231,-1,-1
8876,20040814,0,1707884873,7231,-1,-1
8192,20040924,0,1707884873,7231,-1,-1
8151,20040924,0,1707884873,7231,-1,-1
8145,20040924,0,1707884873,7231,-1,-1
8140,20040924,0,1707884873,7231,-1,-1
8124,20040924,0,1707884873,7231,-1,-1
8123,20040924,0,1707884873,7231,-1,-1
5267,20040326,0,1707884873,7231,-1,-1
5257,20040326,0,1707884873,7231,-1,-1
9923,20040907,0,1707884873,7231,-1,-1
9917,20040930,0,1707884873,7231,-1,-1
5218,20040326,0,1707884873,7231,-1,-1
5237,20040828,0,1707884873,7231,-1,-1
5223,20040326,0,1707884873,7231,-1,-1
8666,20040929,0,1711700033,7280,-1,-1
8678,20040929,0,1711700033,7280,-1,-1
8686,20040829,0,1711700033,7280,-1,-1
8695,20040929,0,1711700033,7280,-1,-1
8740,20040808,0,1711700033,7280,-1,-1
8700,20040929,0,1711700033,7280,-1,-1
8688,20040929,0,1711700033,7280,-1,-1
8680,20040929,0,1711700033,7280,-1,-1
8673,20040929,0,1711700033,7280,-1,-1
8671,20040929,0,1711700033,7280,-1,-1
5133,20040924,0,1741894447,7329,-1,-1
10261,20040924,0,1741894447,7329,-1,-1
9626,20040929,0,1741894447,7329,-1,-1
9646,20040924,0,1741894447,7329,-1,-1
10699,20040924,0,1741894447,7329,-1,-1
9653,20040902,0,1741894447,7329,-1,-1
7231,20040811,0,1741894447,7329,-1,-1
5105,20040715,0,1760420743,7386,-1,-1
6921,20040625,0,1760420743,7386,-1,-1
6911,20040625,0,1760420743,7386,-1,-1
6897,20040828,0,1760420743,7386,-1,-1
9618,20040924,0,1885330503,7428,-1,-1
10708,20040924,0,1885330503,7428,-1,-1
5106,20040714,0,1887374217,7475,-1,-1
6871,20040911,0,1887374217,7475,-1,-1
5100,20040714,0,1894176090,7509,-1,-1
5116,20040924,0,1894176090,7509,-1,-1
5122,20040924,0,1894176090,7509,-1,-1
5114,20040714,0,1894176090,7509,-1,-1
5113,20040714,0,1894176090,7509,-1,-1
5131,20040924,0,1894176090,7509,-1,-1
10108,20040907,0,1894176090,7509,-1,-1
7222,20040626,0,1894176090,7509,-1,-1
7219,20040626,0,1894176090,7509,-1,-1
5240,20040828,0,1916915543,7551,-1,-1
6207,20040602,0,1916915543,7551,-1,-1
7097,20040828,0,1916915543,7551,-1,-1
7067,20040828,0,1916915543,7551,-1,-1
6157,20040917,0,1916915543,7551,235,232
6212,20040602,0,1916915543,7551,-1,-1
10288,20040909,0,1916915543,7551,-1,-1
6216,20040602,0,1916915543,7551,-1,-1
8629,20040806,0,1940366424,7593,-1,-1
8656,20040806,0,1940366424,7593,-1,-1
8659,20040806,0,1940366424,7593,-1,-1
8651,20040806,0,1940366424,7593,-1,-1
8641,20040806,0,1940366424,7593,-1,-1
8722,20040807,0,1940366424,7593,-1,-1
8729,20040807,0,1940366424,7593,-1,-1
6802,20040625,0,1947049159,7636,-1,-1
6805,20040625,0,1947049159,7636,-1,-1
5103,20040714,0,1973525784,7670,-1,-1
9627,20040929,0,1973525784,7670,-1,-1
9644,20040924,0,1973525784,7670,-1,-1
10110,20040907,0,1973525784,7670,-1,-1
9517,20040924,0,1973525784,7670,-1,-1
9650,20040902,0,1973525784,7670,-1,-1
9640,20040929,0,1973525784,7670,-1,-1
5121,20040924,0,1973525784,7670,-1,-1
5109,20040714,0,1973525784,7670,-1,-1
4980,20040306,0,2017182986,7724,-1,-1
7019,20040803,0,2017182986,7724,-1,-1
10248,20040908,0,2017182986,7724,-1,-1
10243,20040908,0,2017182986,7724,-1,-1
10237,20040908,0,2017182986,7724,-1,-1
10227,20040908,0,2017182986,7724,-1,-1
10219,20040908,0,2017182986,7724,-1,-1
10422,20040913,0,2017182986,7724,-1,-1
8867,20040814,0,2017182986,7724,-1,-1
8863,20040814,0,2017182986,7724,-1,-1
7463,20040803,0,2017182986,7724,-1,-1
7454,20040630,0,2017182986,7724,-1,-1
8546,20040804,0,2017182986,7724,-1,-1
8539,20040804,0,2017182986,7724,-1,-1
8634,20040806,0,2017182986,7724,-1,-1
8628,20040806,0,2017182986,7724,-1,-1
8552,20040804,0,2017182986,7724,-1,-1
8871,20040814,0,2017182986,7724,-1,-1
7017,20040803,0,2017182986,7724,-1,-1
6318,20040615,0,2017182986,7724,-1,-1
6973,20040625,0,2017182986,7724,-1,-1
7006,20040803,0,2017182986,7724,-1,-1
7011,20040803,0,2017182986,7724,-1,-1
6320,20040615,0,2017182986,7724,-1,-1
5144,20040803,0,2017182986,7724,-1,-1
5378,20040701,0,2023907837,7770,-1,-1
10169,20040918,0,2023907837,7770,-1,-1
10150,20040907,0,2023907837,7770,-1,-1
10145,20040907,0,2023907837,7770,-1,-1
9929,20040907,0,2023907837,7770,-1,-1
9916,20040907,0,2023907837,7770,-1,-1
10078,20040907,0,2023907837,7770,-1,-1
10117,20040907,0,2023907837,7770,-1,-1
10092,20040907,0,2023907837,7770,-1,-1
10091,20040907,0,2023907837,7770,-1,-1
8580,20040828,0,2023907837,7770,-1,-1
8191,20040924,0,2023907837,7770,-1,-1
8187,20040924,0,2023907837,7770,-1,-1
8158,20040924,0,2023907837,7770,-1,-1
8150,20040924,0,2023907837,7770,-1,-1
8144,20040924,0,2023907837,7770,-1,-1
8135,20040924,0,2023907837,7770,-1,-1
6680,20040828,0,2023907837,7770,-1,-1
8131,20040924,0,2023907837,7770,-1,-1
8121,20040924,0,2023907837,7770,-1,-1
7171,20040924,0,2023907837,7770,-1,-1
7165,20040924,0,2023907837,7770,-1,-1
7163,20040924,0,2023907837,7770,-1,-1
7162,20040924,0,2023907837,7770,-1,-1
7119,20040625,0,2023907837,7770,-1,-1
6145,20040917,0,2023907837,7770,-1,-1
6141,20040828,0,2023907837,7770,-1,-1
5319,20040330,0,2023907837,7770,-1,-1
7155,20040924,0,2023907837,7770,-1,-1
5272,20040728,0,2023907837,7770,-1,-1
5400,20040524,0,2023907837,7770,-1,-1
5397,20040930,0,2023907837,7770,-1,-1
9516,20040924,0,2025826349,7810,-1,-1
6798,20040625,0,2073949416,7852,-1,-1
6803,20040625,0,2073949416,7852,-1,-1
5137,20040803,0,2077065730,7886,-1,-1
7461,20040630,0,2077065730,7886,-1,-1
11158,20041005,0,2077065730,7886,-1,-1
7473,20040803,0,2077065730,7886,-1,-1
7460,20040803,0,2077065730,7886,-1,-1
7016,20040803,0,2077065730,7886,-1,-1
8550,20040804,0,2077065730,7886,-1,-1
7160,20040924,0,2109281345,7936,-1,-1
10103,20040907,0,2109281345,7936,-1,-1
10259,20040924,0,2109281345,7936,-1,-1
9059,20040823,0,2109281345,7936,-1,-1
10089,20040907,0,2109281345,7936,-1,-1
7156,20040921,0,2109281345,7936,-1,-1
7210,20040626,0,2109281345,7936,-1,-1
10082,20040907,0,2109281345,7936,-1,-1
7202,20040626,0,2109281345,7936,-1,-1
6430,20040828,0,2135155090,7974,-1,-1
7822,20040828,0,2135155090,7974,-1,-1
6956,20040625,0,2135155090,7974,-1,-1
6440,20040828,0,2135155090,7974,-1,-1
6428,20040828,0,2135155090,7974,-1,-1
6499,20040828,0,2135155090,7974,-1,-1
6497,20040828,0,2135155090,7974,-1,-1
6486,20040828,0,2135155090,7974,-1,-1
6476,20040917,0,2135155090,7974,-1,-1
6475,20040828,0,2135155090,7974,-1,-1
6462,20040828,0,2135155090,7974,-1,-1
6459,20040828,0,2135155090,7974,-1,-1
9907,20040907,0,2135155090,7974,-1,-1
10107,20040907,0,2135155090,7974,-1,-1
9864,20040906,0,2135155090,7974,-1,-1
6457,20040828,0,2135155090,7974,-1,-1
2118,20040616,0,-2081244478,43,-1,-1
2110,20040923,0,-2006144263,194,62,63
2114,20040923,0,-1709313344,451,62,63
2113,20040921,0,-866162749,2301,-1,-1
2116,20040828,0,-820352411,2394,-1,-1
2117,20040918,0,-769722226,2707,-1,-1
2112,20040616,0,-551618936,3111,-1,-1
2115,20040628,0,-218601444,4058,-1,-1
3797,20040630,0,689694775,5334,-1,-1
3796,20040923,0,991731445,6068,-1,-1
2111,20040923,0,1551789611,6921,-1,-1
925,20040918,0,-2006144263,194,66,67
926,20040918,0,-1709313344,451,66,67
927,20040918,0,-769722226,2707,-1,-1
928,20040616,0,-551618936,3111,-1,-1
922,20020730,0,-2100400722,8012,-1,-1
921,20041004,0,-2006144263,194,62,63
924,20041004,0,-1709313344,451,62,63
4697,20041004,0,-1165965080,8047,-1,-1
920,20040616,0,-551618936,3111,-1,-1
4667,20041004,0,-318765001,8083,-1,-1
923,20041004,0,689694775,5334,69,70
918,20041004,0,991731445,6068,69,70
919,20041004,0,1551789611,6921,-1,-1
1013,20040828,0,-1979631862,243,-1,-1
886,20040709,0,-1610282521,779,-1,-1
865,20040828,0,-1540610489,868,-1,-1
810,20040828,0,-1239242266,1619,30,28
472,20040828,0,-1207261478,1700,20,19
499,20040917,0,-1095065661,1963,27,16
494,20040828,0,-856420698,2349,22,22
501,20040223,0,-824663227,8125,-1,-1
809,20040828,0,-769722226,2707,-1,-1
1116,20040917,0,-498877378,3287,-1,-1
822,20040917,0,-326924746,3664,-1,-1
503,20040917,0,-92794705,4345,27,16
474,20040917,0,-47374851,4381,22,21
576,20020515,0,78077765,4527,-1,-1
479,20040828,0,252135659,4785,30,24
581,20020430,0,515273318,8161,-1,-1
3733,20040217,0,519913275,5176,-1,-1
478,20040828,0,728885973,5378,25,26
476,20040917,0,755811417,5544,28,23
497,20040828,0,941670396,5849,26,26
475,20040828,0,962095307,5938,14,15
825,20040917,0,962353784,5981,3,5
502,20040828,0,983336491,6027,-1,-1
500,20030506,0,1040676057,8201,5,5
885,20020514,0,1042540985,6111,-1,-1
477,20040917,0,1047783538,6145,24,26
4718,20040223,0,1343413549,6614,-1,-1
498,20020620,0,1410636751,8235,-1,-1
574,20040917,0,1492807921,6825,-1,-1
864,20020503,0,1887374217,7475,-1,-1
685,20020822,0,1933470881,8270,-1,-1
2443,20030506,0,2017176006,8305,-1,-1
473,20040917,0,2135155090,7974,-1,-1
483,20020404,0,-47374851,4381,-1,-1
486,20020404,0,252135659,4785,29,30
485,20020404,0,728885973,5378,25,26
480,20020404,0,755811417,5544,28,30
482,20020404,0,962095307,5938,14,15
481,20020404,0,1047783538,6145,24,26
484,20020404,0,2135155090,7974,-1,-1
1293,20040828,0,-856420698,2349,-1,-1
