ID,AreaNumber,ContinentID,ParentAreaNum,AreaBit,Flags,SoundProviderPref,SoundProviderPrefUnderwater,MIDIAmbience,MIDIAmbienceUnderwater,ZoneMusic,IntroSound,IntroPriority,ExplorationLevel,AreaName_lang
447,393222,1,393216,2,0,0,11,33,25,15,0,0,-1,Ameth'Aran
448,393223,1,393216,2,0,0,11,0,25,0,0,0,-1,Grove of the Ancients
449,393224,1,393216,2,0,0,11,0,25,0,0,0,-1,The Master's Glaive
450,393225,1,393216,2,0,0,11,33,25,11,0,0,-1,Remtravel's Excavation
452,393227,1,393216,2,0,0,11,33,25,11,0,0,-1,Mist's Edge
454,393229,1,393216,2,0,0,11,0,25,0,0,0,-1,Wildbend River
455,393230,1,393216,2,0,0,11,33,25,11,0,0,-1,Blackwood Den
456,393231,1,393216,2,0,0,11,0,25,0,0,0,-1,Cliffspring River
458,65554,1,65536,23,0,0,11,46,25,7,0,0,10,Gold Road
459,1572884,0,1572864,2,0,0,11,0,25,0,0,0,10,Scarlet Watch Post
460,983041,1,983040,2,0,0,11,43,25,7,0,0,20,Sun Rock Retreat
461,983042,1,983040,2,0,0,11,43,25,7,0,0,20,Windshear Crag
463,983044,1,983040,2,0,0,11,43,25,7,0,0,20,Cragpool Lake
464,983045,1,983040,2,0,0,11,43,25,7,0,0,21,Mirkfallon Lake
465,983046,1,983040,2,0,0,11,43,25,2,0,0,25,The Charred Vale
466,983047,1,983040,2,0,0,11,43,25,7,0,0,-1,Valley of the Bloodfuries
468,983049,1,983040,2,0,0,11,43,25,7,0,0,-1,The Talon Den
469,983050,1,983040,2,0,0,11,43,25,7,0,0,18,Greatwood Vale
470,458766,1,458752,2,0,0,11,94,25,9,1098149477,0,10,Thunder Bluff
471,458767,1,458752,2,0,0,11,0,25,0,0,0,-1,Brave Wind Mesa
472,458768,1,458752,2,0,0,11,0,25,0,0,0,-1,Fire Stone Mesa
474,458770,1,458752,2,0,0,11,0,25,0,0,0,-1,Hunter Rise
475,458771,1,458752,2,0,0,11,0,25,0,0,0,-1,Spirit Rise
476,458772,1,458752,2,0,0,11,10,25,9,0,0,-1,Elder Rise
477,720926,0,720896,10,0,0,11,17,25,3,0,0,-1,Ruins of Jubuwal
478,327695,1,327680,2,0,0,11,35,25,11,0,0,-1,Pools of Arlithrien
479,851970,1,851968,2,0,0,11,43,25,9,0,0,35,The Rustmaul Dig Site
480,851971,1,851968,2,0,0,11,43,25,9,0,0,30,Camp E'thok
482,851973,1,851968,2,0,0,11,43,25,9,0,0,30,Highperch
483,851974,1,851968,2,0,0,11,43,25,9,0,0,30,The Screeching Canyon
484,851975,1,851968,2,0,0,11,43,25,9,0,0,30,Freewind Post
485,851976,1,851968,2,0,0,11,43,25,9,0,0,25,The Great Lift
486,851977,1,851968,2,0,0,11,43,25,9,0,0,-1,Galak Hold
487,851978,1,851968,2,0,0,11,43,25,9,0,0,-1,Roguefeather Den
488,851979,1,851968,2,0,0,11,43,25,9,0,0,-1,The Weathered Nook
489,655361,1,655360,2,0,0,11,0,25,0,0,0,30,Thalanaar
490,1179648,1,0,2,0,0,11,0,25,0,0,0,-1,Ungoro Crater
491,65536,47,0,2,0,0,11,0,25,0,0,0,-1,Razorfen Kraul
492,262156,0,262144,3,0,0,11,14,25,15,0,0,-1,Raven Hill Cemetery
493,1245184,1,0,2,0,0,11,0,25,0,0,0,-1,Moonglade
496,196610,1,196608,25,0,0,0,0,0,0,0,0,-1,Brackenwall Village
495,2621440,0,0,2,0,0,0,35,0,11,0,0,-1,Twilight Grove
497,196611,1,196608,25,0,0,0,0,0,0,0,0,-1,Swamplight Manor
498,196612,1,196608,25,0,0,0,0,0,0,0,0,-1,Bloodfen Burrow
499,196613,1,196608,25,0,0,0,0,0,0,0,0,-1,Darkmist Cavern
504,196618,1,196608,25,0,0,0,0,0,0,0,0,-1,North Point Tower
505,196619,1,196608,25,0,0,0,0,0,0,0,0,-1,West Point Tower
506,196620,1,196608,25,0,0,0,0,0,0,0,0,-1,Lost Point
507,196621,1,196608,25,0,0,0,0,0,0,0,0,-1,Bluefen
508,196622,1,196608,25,0,0,0,0,0,0,0,0,-1,Stonemaul Ruins
509,196623,1,196608,25,0,0,0,0,0,0,0,0,-1,The Den of Flame
511,196625,1,196608,25,0,0,0,0,0,0,0,0,-1,Wyrmbog
512,196626,1,196608,25,0,0,0,0,0,0,0,0,-1,Onyxia's Lair
513,196627,1,196608,25,0,0,0,0,0,0,0,0,-1,Theramore Isle
514,196628,1,196608,25,0,0,0,0,0,0,0,0,-1,Foothold Citadel
515,196629,1,196608,25,0,0,0,0,0,0,0,0,-1,Ironclad Prison
516,196630,1,196608,25,0,0,0,0,0,0,0,0,-1,Dustwallow Bay
517,196631,1,196608,25,0,0,0,0,0,0,0,0,-1,Tidefury Cove
518,196632,1,196608,25,0,0,0,0,0,0,0,0,-1,Dreadmurk Shore
536,262157,0,262144,3,0,0,11,14,25,2,0,0,-1,Addle's Stead
537,1179649,1,1179648,2,0,0,0,0,0,0,0,0,-1,Fire Plume Ridge
538,1179650,1,1179648,2,0,0,0,0,0,0,0,0,-1,Lik'ash Tar Pits
539,1179651,1,1179648,2,0,0,0,0,0,0,0,0,-1,Terror Run
540,1179652,1,1179648,2,0,0,0,0,0,0,0,0,-1,The Slithering Scar
541,1179653,1,1179648,2,0,0,0,0,0,0,0,0,-1,Marshal's Refuge
542,1179654,1,1179648,2,0,0,0,0,0,0,0,0,-1,Fungal Rock
543,1179655,1,1179648,2,0,0,0,0,0,0,0,0,-1,Golakka Hot Springs
556,983048,0,983040,14,0,0,11,44,25,1,0,0,0,The Loch
576,262158,0,262144,3,0,0,0,14,0,2,0,0,-1,Beggar's Haunt
22,1441792,0,0,21,0,0,11,0,25,2,0,0,-1,Programmer Isle
87,393241,0,393216,5,0,0,11,9,25,1,0,0,5,Goldshire
425,524303,1,524288,2,0,0,11,0,25,0,0,0,-1,Moonwell
54,393229,0,393216,5,0,0,11,9,25,1,0,0,8,Jasperlode Mine
226,1638404,0,1638400,2,0,0,11,0,25,0,0,0,-1,The Skittering Dark
382,65542,1,65536,23,0,0,11,46,25,7,0,0,15,The Sludge Fen
431,524309,1,524288,2,0,0,11,0,25,0,0,0,30,Solace Glade
473,458769,1,458752,2,0,0,11,0,25,0,0,0,-1,Mantle Rock
13,262146,0,262144,3,0,0,3,35,25,11,0,0,-1,The World Tree
41,327680,0,0,4,0,0,11,12,25,2,0,0,-1,Deadwind Pass
68,524289,0,524288,7,0,0,11,15,25,1,0,0,-1,Lake Everstill
92,393245,0,393216,5,0,0,11,9,25,1,0,0,-1,Mirror Lake
120,393246,0,393216,5,0,0,11,9,25,0,0,0,8,Westbrook Garrison
151,1769472,0,0,2,0,0,11,37,25,3,0,0,-1,Designer Island
188,327683,1,327680,2,0,0,11,35,25,11,0,0,-1,Shadowglen
220,458753,1,458752,2,0,0,11,45,25,9,0,0,-1,Red Cloud Mesa
245,262155,0,262144,3,0,0,11,0,25,0,0,0,-1,The Yorgen Farmstead
276,2097152,0,0,2,0,0,11,0,25,0,0,0,-1,Stonewrought Pass
302,720921,0,720896,10,0,0,11,0,25,0,0,0,-1,The Crystal Shore
328,851984,0,851968,12,0,0,11,0,25,0,0,0,-1,The Drowned Reef
371,131082,1,131072,24,0,0,11,72,25,9,0,0,-1,Dustwind Cave
403,196609,1,196608,25,0,0,11,34,25,3,0,0,-1,Shady Rest Inn
428,524306,1,524288,2,0,0,11,0,25,0,0,0,-1,Night Run
434,524312,1,524288,2,0,0,11,0,25,0,0,0,-1,Felfire Hill
457,1114112,1,0,2,0,0,11,0,25,0,0,0,-1,The Veiled Sea
481,851972,1,851968,2,0,0,11,43,25,9,0,0,-1,Splithoof Crag
503,196617,1,196608,25,0,0,0,0,0,0,0,0,-1,Sentry Point
19,720900,0,720896,10,0,0,11,17,25,3,0,0,-1,Zul Gurub
81,1441796,0,1441792,21,0,0,11,0,25,0,0,0,-1,Jeff NE Quadrant
113,196618,0,196608,2,0,0,11,10,25,9,0,0,-1,Gold Coast Quarry
169,1572882,0,1572864,2,0,0,11,0,25,0,0,0,8,Whispering Shore
196,1245191,0,1245184,18,0,0,11,0,25,15,0,0,-1,Uther's Tomb
250,589826,0,589824,8,0,0,11,0,25,0,0,0,-1,Ruins of Thaurisan
268,65536,37,0,2,0,0,11,0,25,0,0,0,-1,Plains of Snow
322,851978,0,851968,12,0,0,11,37,25,8,0,0,-1,Blackwater Shipwrecks
387,65547,1,65536,23,0,0,11,46,25,7,0,0,12,Lushwater Oasis
453,393228,1,393216,2,0,0,11,0,25,0,0,0,-1,The Long Wash
510,196624,1,196608,25,0,0,0,0,0,0,0,0,-1,The Dragonmurk
100,720903,0,720896,10,0,0,11,17,25,3,0,0,-1,Nesingwary's Expedition
102,720905,0,720896,10,0,0,11,17,25,3,0,0,-1,Ruins of Zul'Kunda
238,1638416,0,1638400,2,0,0,11,39,25,2,0,0,-1,Malden's Orchard
239,1638417,0,1638400,2,0,0,11,39,25,2,0,0,11,The Ivar Patch
311,720924,0,720896,10,0,0,11,0,25,0,0,0,-1,Ruins of Aboraz
315,851971,0,851968,12,0,0,11,0,25,0,0,0,31,Dabyrie's Farmstead
354,786440,0,786432,11,0,0,11,44,25,1,0,0,-1,Jintha'Alor
355,786441,0,786432,11,0,0,11,44,25,1,0,0,-1,The Altar of Zul
596,917505,1,917504,2,0,0,11,113,25,7,0,0,0,Kodo Graveyard
597,917506,1,917504,2,0,0,11,113,25,7,0,0,0,Ghost Walker Post
598,917507,1,917504,2,0,0,11,113,25,7,0,0,0,Sar'theris Strand
599,917508,1,917504,2,0,0,11,113,25,7,0,0,0,Thunder Axe Fortress
600,917509,1,917504,2,0,0,11,113,25,7,0,0,0,Bolgan's Hole
609,917518,1,917504,2,0,0,11,113,25,7,0,0,0,Kolkar Village
602,917511,1,917504,2,0,0,11,113,25,7,0,0,0,Mannoroc Coven
603,917512,1,917504,2,0,0,11,47,25,9,0,0,0,Sargeron
604,917513,1,917504,2,0,0,11,113,25,7,0,0,0,Magram Village
26,196609,0,196608,2,0,0,11,0,25,0,0,0,-1,Lighthouse
606,917515,1,917504,2,0,0,11,113,25,7,0,0,0,Gelkis Village
607,917516,1,917504,2,0,0,11,113,25,7,0,0,0,Valley of Spears
608,917517,1,917504,2,0,0,11,113,25,7,0,0,0,Nijel's Point
60,393234,0,393216,5,0,0,11,9,25,1,0,0,8,Forest's Edge
153,1572866,0,1572864,2,0,0,11,36,25,2,0,0,-1,Ruins of Lordaeron
235,1638413,0,1638400,2,0,0,11,0,25,0,0,0,-1,Fenris Keep
317,851973,0,851968,12,0,0,11,0,25,0,0,0,33,Witherbark Village
399,458764,1,458752,2,0,0,11,47,25,9,0,0,6,Skyline Ridge
429,524307,1,524288,2,0,0,11,0,25,0,0,0,30,Xavian
437,524315,1,524288,2,0,0,11,0,25,0,0,0,-1,Kargathia Outpost
467,983048,1,983040,2,0,0,11,43,25,7,0,0,25,Stonetalon Peak
501,196615,1,196608,25,0,0,11,34,25,3,0,0,-1,Beezil's Wreck
271,1966082,0,1966080,2,0,0,11,44,25,1,0,0,22,Southshore
295,1966096,0,1966080,2,0,0,11,44,25,1,0,0,30,Western Strand
10,262144,0,0,3,0,0,11,14,25,2,0,0,-1,Duskwood
11,917504,0,0,13,0,0,11,38,25,3,0,0,-1,Wetlands
616,1310720,1,0,2,0,0,0,0,0,0,0,0,0,Hyjal
173,1572883,0,1572864,2,0,0,11,36,25,2,0,0,-1,Faol's Rest
618,1376256,1,0,2,0,0,0,0,0,0,0,0,0,Winterspring
186,327681,1,327680,2,0,0,11,35,25,11,0,0,-1,Dolanaar
500,196614,1,196608,25,0,0,0,0,0,0,0,0,-1,Moggle Point
502,196616,1,196608,25,0,0,0,0,0,0,0,0,-1,Witch Hill
412,524290,1,524288,2,0,0,11,0,25,0,0,0,20,The Ruins of Ordil'Aran
636,983051,1,983040,2,0,0,0,43,0,7,0,0,0,Blackwolf River
71,524292,0,524288,7,0,0,11,15,25,1,0,0,-1,Stonewatch Falls
93,262148,0,262144,3,0,0,11,14,25,2,0,0,-1,Vul'Gol Ogre Mound
117,720910,0,720896,10,0,0,11,17,25,3,0,0,-1,Grom'gol Base Camp
254,589830,0,589824,8,0,0,11,30,25,10,0,0,-1,Blackrock Spire
308,2293760,0,0,2,0,0,11,0,25,1,0,0,-1,The Forbidding Sea
313,851969,0,851968,12,0,0,11,0,25,0,0,0,31,Northfold Manor
338,1114114,0,1114112,16,0,0,11,47,25,7,0,0,-1,Angor Fortress
339,1114115,0,1114112,16,0,0,11,0,25,0,0,0,-1,Lethlor Ravine
637,458773,1,458752,2,0,0,0,0,0,0,0,0,0,Kodo Rock
638,131090,1,131072,24,0,0,0,0,0,0,0,0,0,Hidden Path
639,131091,1,131072,24,0,0,0,0,0,0,0,0,0,Spirit Rock
640,131092,1,131072,24,0,0,0,0,0,0,0,0,0,Shrine of the Dormant Flame
716,1048589,0,1048576,15,0,0,0,0,0,0,0,0,0,Ironband's Compound
717,65536,34,0,2,0,0,0,0,0,0,0,0,0,The Stockade
718,65536,43,0,2,0,0,0,0,0,0,0,0,0,Wailing Caverns
719,65536,48,0,2,0,0,0,0,0,0,0,0,0,Blackfathom Deeps
720,65555,1,65536,23,0,0,0,0,0,0,0,0,0,Fray Island
722,65536,129,0,2,0,0,0,0,0,0,0,0,0,Razorfen Downs
