ID,AreaNumber,ContinentID,ParentAreaNum,AreaBit,Flags,SoundProviderPref,SoundProviderPrefUnderwater,MIDIAmbience,MIDIAmbienceUnderwater,ZoneMusic,IntroSound,IntroPriority,AreaName_lang[0]
477,720926,0,720896,10,0,0,11,17,25,3,0,0,Ruins of Jubuwal
478,327695,1,327680,2,0,0,11,35,25,11,0,0,Pools of Arlithrien
479,851970,1,851968,2,0,0,11,0,25,0,0,0,The Rustmaul Dig Site
480,851971,1,851968,2,0,0,11,0,25,0,0,0,Camp E'thok
482,851973,1,851968,2,0,0,11,0,25,0,0,0,Highperch
483,851974,1,851968,2,0,0,11,0,25,0,0,0,The Screeching Canyon
484,851975,1,851968,2,0,0,11,0,25,0,0,0,Freewind Post
485,851976,1,851968,2,0,0,11,0,25,0,0,0,The Great Lift
486,851977,1,851968,2,0,0,11,0,25,0,0,0,Galak Hold
487,851978,1,851968,2,0,0,11,0,25,0,0,0,Roguefeather Den
488,851979,1,851968,2,0,0,11,0,25,0,0,0,The Weathered Nook
489,655361,1,655360,2,0,0,11,0,25,0,0,0,Thalanaar
490,1179648,1,0,2,0,0,11,0,25,0,0,0,Ungoro Crater
491,65536,47,0,2,0,0,11,0,25,0,0,0,Razorfen Kraul
492,262156,0,262144,3,0,0,11,14,25,15,0,0,Raven Hill Cemetery
493,1245184,1,0,2,0,0,11,0,25,0,0,0,Moonglade
496,196610,1,196608,25,0,0,0,0,0,0,0,0,Brackenwall Village
495,2621440,0,0,2,0,0,0,35,0,11,0,0,Twilight Grove
497,196611,1,196608,25,0,0,0,0,0,0,0,0,Swamplight Manor
498,196612,1,196608,25,0,0,0,0,0,0,0,0,Bloodfen Burrow
499,196613,1,196608,25,0,0,0,0,0,0,0,0,Darkmist Cavern
500,196614,1,196608,25,0,0,0,0,0,0,0,0,Moggle Point
502,196616,1,196608,25,0,0,0,0,0,0,0,0,Witch Hill
504,196618,1,196608,25,0,0,0,0,0,0,0,0,North Point Tower
505,196619,1,196608,25,0,0,0,0,0,0,0,0,West Point Tower
506,196620,1,196608,25,0,0,0,0,0,0,0,0,Lost Point
507,196621,1,196608,25,0,0,0,0,0,0,0,0,Bluefen
508,196622,1,196608,25,0,0,0,0,0,0,0,0,Stonemaul Ruins
509,196623,1,196608,25,0,0,0,0,0,0,0,0,The Den of Flame
511,196625,1,196608,25,0,0,0,0,0,0,0,0,Wyrmbog
512,196626,1,196608,25,0,0,0,0,0,0,0,0,Onyxia's Lair
513,196627,1,196608,25,0,0,0,0,0,0,0,0,Theramore Isle
514,196628,1,196608,25,0,0,0,0,0,0,0,0,Foothold Citadel
515,196629,1,196608,25,0,0,0,0,0,0,0,0,Ironclad Prison
516,196630,1,196608,25,0,0,0,0,0,0,0,0,Dustwallow Bay
517,196631,1,196608,25,0,0,0,0,0,0,0,0,Tidefury Cove
518,196632,1,196608,25,0,0,0,0,0,0,0,0,Dreadmurk Shore
536,262157,0,262144,3,0,0,11,14,25,2,0,0,Addle's Stead
537,1179649,1,1179648,2,0,0,0,0,0,0,0,0,Fire Plume Ridge
538,1179650,1,1179648,2,0,0,0,0,0,0,0,0,Lik'ash Tar Pits
539,1179651,1,1179648,2,0,0,0,0,0,0,0,0,Terror Run
540,1179652,1,1179648,2,0,0,0,0,0,0,0,0,The Slithering Scar
541,1179653,1,1179648,2,0,0,0,0,0,0,0,0,Marshal's Refuge
542,1179654,1,1179648,2,0,0,0,0,0,0,0,0,Fungal Rock
543,1179655,1,1179648,2,0,0,0,0,0,0,0,0,Golakka Hot Springs
556,983048,0,983040,14,0,0,0,0,0,0,0,0,The Loch
576,262158,0,262144,3,0,0,0,14,0,2,0,0,Beggar's Haunt
22,1441792,0,0,21,0,3,11,0,25,2,0,0,Programmer Isle
87,393241,0,393216,5,0,3,11,9,25,1,0,0,Goldshire
425,524303,1,524288,2,0,0,11,0,25,0,0,0,Moonwell
54,393229,0,393216,5,0,3,11,9,25,1,0,0,Jasperlode Mine
226,1638404,0,1638400,2,0,0,11,0,25,0,0,0,The Skittering Dark
382,65542,1,65536,23,0,0,11,46,25,7,0,0,The Sludge Fen
431,524309,1,524288,2,0,0,11,0,25,0,0,0,Solace Glade
473,458769,1,458752,2,0,0,11,0,25,0,0,0,Mantle Rock
13,262146,0,262144,3,0,3,3,35,25,11,0,0,The World Tree
41,327680,0,0,4,0,3,11,12,25,2,0,0,Deadwind Pass
68,524289,0,524288,7,0,3,11,15,25,1,0,0,Lake Everstill
92,393245,0,393216,5,0,3,11,9,25,1,0,0,Mirror Lake
120,393246,0,393216,5,0,3,11,9,25,0,0,0,Westbrook Garrison
151,1769472,0,0,2,0,3,11,37,25,3,0,0,Designer Island
188,327683,1,327680,2,0,3,11,35,25,11,0,0,Shadowglen
220,458753,1,458752,2,0,0,11,45,25,9,0,0,Red Cloud Mesa
245,262155,0,262144,3,0,0,11,0,25,0,0,0,The Yorgen Farmstead
276,2097152,0,0,2,0,0,11,0,25,0,0,0,Stonewrought Pass
302,720921,0,720896,10,0,0,11,0,25,0,0,0,The Crystal Shore
328,851984,0,851968,12,0,0,11,0,25,0,0,0,The Drowned Reef
371,131082,1,131072,24,0,0,11,0,25,0,0,0,Dustwind Cave
403,196609,1,196608,25,0,0,11,34,25,3,0,0,Shady Rest Inn
428,524306,1,524288,2,0,0,11,0,25,0,0,0,Night Run
434,524312,1,524288,2,0,0,11,0,25,0,0,0,Felfire Hill
457,1114112,1,0,2,0,0,11,0,25,0,0,0,The Veiled Sea
481,851972,1,851968,2,0,0,11,0,25,0,0,0,Galak Crag
503,196617,1,196608,25,0,0,0,0,0,0,0,0,Sentry Point
19,720900,0,720896,10,0,3,11,17,25,3,0,0,Zul Gurub
81,1441796,0,1441792,21,0,3,11,0,25,0,0,0,Jeff NE Quadrant
113,196618,0,196608,2,0,3,11,10,25,9,0,0,Gold Coast Quarry
169,1572882,0,1572864,2,0,3,11,0,25,0,0,0,Whispering Shore
196,1245191,0,1245184,18,0,0,11,0,25,15,0,0,Uther's Tomb
250,589826,0,589824,8,0,0,11,0,25,0,0,0,Ruins of Thaurisan
268,65536,37,0,2,0,0,11,0,25,0,0,0,Plains of Snow
322,851978,0,851968,12,0,0,11,37,25,8,0,0,Blackwater Shipwrecks
387,65547,1,65536,23,0,0,11,46,25,7,0,0,Lushwater Oasis
453,393228,1,393216,2,0,0,11,0,25,0,0,0,The Long Wash
510,196624,1,196608,25,0,0,0,0,0,0,0,0,The Dragonmurk
100,720903,0,720896,10,0,3,11,17,25,3,0,0,Nesingwary's Expedition
102,720905,0,720896,10,0,3,11,17,25,3,0,0,Ruins of Zul'Kunda
238,1638416,0,1638400,2,0,0,11,39,25,2,0,0,Malden's Orchard
239,1638417,0,1638400,2,0,0,11,39,25,2,0,0,The Ivar Patch
311,720924,0,720896,10,0,0,11,0,25,0,0,0,Ruins of Aboraz
315,851971,0,851968,12,0,0,11,0,25,0,0,0,Dabyrie's Farmstead
354,786440,0,786432,11,0,0,11,44,25,1,0,0,Jintha'Alor
355,786441,0,786432,11,0,0,11,44,25,1,0,0,The Altar of Zul
596,917505,1,917504,2,-10927326,0,0,0,0,0,0,0,Kodo Graveyard
597,917506,1,917504,2,-10927326,0,0,0,0,0,0,0,Ghost Walker Post
598,917507,1,917504,2,-10927326,0,0,0,0,0,0,0,Sar'theris Strand
599,917508,1,917504,2,-10927326,0,0,0,0,0,0,0,Thunder Axe Fortress
600,917509,1,917504,2,-10927326,0,0,0,0,0,0,0,Bolgan's Hole
609,917518,1,917504,2,-10927326,0,0,0,0,0,0,0,Kolkar Village
602,917511,1,917504,2,-10927326,0,0,0,0,0,0,0,Mannoroc Coven
603,917512,1,917504,2,-10927326,0,0,0,0,0,0,0,Sargeron
604,917513,1,917504,2,-10927326,0,0,0,0,0,0,0,Magram Village
26,196609,0,196608,2,0,3,11,0,25,0,0,0,Lighthouse
606,917515,1,917504,2,-10927326,0,0,0,0,0,0,0,Gelkis Village
607,917516,1,917504,2,-10927326,0,0,0,0,0,0,0,Valley of Spears
608,917517,1,917504,2,-10927326,0,0,0,0,0,0,0,Nijel's Point
60,393234,0,393216,5,0,3,11,9,25,1,0,0,Forest's Edge
153,1572866,0,1572864,2,0,3,11,36,25,2,0,0,Ruins of Lordaeron
235,1638413,0,1638400,2,0,0,11,0,25,0,0,0,Fenris Keep
317,851973,0,851968,12,0,0,11,0,25,0,0,0,Witherbark Village
399,458764,1,458752,2,0,0,11,45,25,9,0,0,Skyline Ridge
429,524307,1,524288,2,0,0,11,0,25,0,0,0,Xavian
437,524315,1,524288,2,0,0,11,0,25,0,0,0,Kargathia Outpost
467,983048,1,983040,2,0,0,11,10,25,7,0,0,Stonetalon Peak
501,196615,1,196608,25,0,0,11,34,25,3,0,0,Beezil's Wreck
271,1966082,0,1966080,2,0,0,11,44,25,1,0,0,Southshore
295,1966096,0,1966080,2,0,0,11,44,25,1,0,0,Western Strand
10,262144,0,0,3,0,3,11,14,25,2,0,0,Duskwood
11,917504,0,0,13,0,3,11,38,25,3,0,0,Wetlands
616,1310720,1,0,2,0,0,0,0,0,0,0,0,Hyjal
618,1376256,1,0,2,-13029858,0,0,0,0,0,0,0,Winterspring
