ID,ZoneName,AreaName_lang,Flags[0],Flags[1],Ambient_multiplier,ContinentID,ParentAreaID,AreaBit,AmbienceID,ZoneMusic,IntroSound,LiquidTypeID[0],LiquidTypeID[1],LiquidTypeID[2],LiquidTypeID[3],UwZoneMusic,UwAmbience,PvpCombatWorldStateID,SoundProviderPref,SoundProviderPrefUnderwater,ExplorationLevel,FactionGroupMask,MountFlags,WildBattlePetLevelMin,WildBattlePetLevelMax,WindSettingsID,UwIntroSound
222,BloodhoofVillage,Bloodhoof Village,1073741888,0,0,1,215,275,0,226,0,0,0,0,0,0,675,-1,0,11,5,0,0,0,0,0,0
223,StonebullLake,Stonebull Lake,1073741888,0,0,1,215,276,0,9,0,0,0,0,0,0,675,-1,0,11,0,0,0,0,0,0,0
224,RavagedCaravan,Ravaged Caravan,1073741888,0,0,1,215,277,0,9,0,0,0,0,0,0,675,-1,0,11,7,0,0,0,0,0,0
225,RedRocks,Red Rocks,1073741888,0,0,1,215,278,0,9,0,0,0,0,0,0,675,-1,0,11,9,0,0,0,0,0,0
226,TheSkitteringDark,The Skittering Dark,1073741888,0,0,0,130,551,0,0,0,0,0,0,0,0,675,-1,0,11,11,0,0,0,0,0,0
227,Valgan'sField,Valgan's Field,1073741888,0,0,0,130,279,0,2,0,0,0,0,0,0,675,-1,0,11,11,0,0,0,0,0,0
228,TheSepulcher,The Sepulcher,1073741888,0,0,0,130,280,0,15,0,0,0,0,0,0,675,-1,0,11,10,0,0,0,0,0,0
229,Olsen'sFarthing,Olsen's Farthing,1073741888,0,0,0,130,281,0,0,161,0,0,0,0,0,675,-1,0,11,12,0,0,0,0,0,0
230,TheGreymaneWall,The Greymane Wall,1073741888,0,0,0,130,282,0,0,0,0,0,0,0,0,675,-1,0,11,18,0,0,0,0,0,0
231,Beren'sPeril,Beren's Peril,1073741888,0,0,0,130,283,0,191,0,0,0,0,0,0,675,-1,0,11,20,0,0,0,0,0,0
232,TheDawningIsles,The Dawning Isles,1073741888,0,0,0,130,284,0,2,0,0,0,0,0,0,675,-1,0,11,0,0,0,0,0,0,0
233,Ambermill,Ambermill,1073741888,0,0,0,130,285,0,191,301,0,0,0,0,0,675,-1,0,11,15,0,0,0,0,0,0
235,FenrisKeep,Fenris Keep,1073741888,0,0,0,130,608,0,219,0,0,0,0,0,0,675,-1,0,11,0,0,0,0,0,0,0
236,Shadowfang Keep,Shadowfang Keep,1073741888,0,0,0,130,286,28,2,0,0,0,0,0,0,675,-1,0,11,16,0,0,0,0,0,0
237,TheDecrepitFerry,The Decrepit Ferry,1073741888,0,0,0,130,287,0,2,0,0,0,0,0,0,675,-1,0,11,16,0,0,0,0,0,0
238,Malden'sOrchard,Malden's Orchard,1073741888,0,0,0,130,587,0,2,0,0,0,0,0,0,675,-1,0,11,0,0,0,0,0,0,0
239,TheIvarPatch,The Ivar Patch,1073741888,0,0,0,130,588,0,2,0,0,0,0,0,0,675,-1,0,11,11,0,0,0,0,0,0
240,TheDeadField,The Dead Field,1073741888,0,0,0,130,288,0,2,0,0,0,0,0,0,675,-1,0,11,12,0,0,0,0,0,0
241,TheRottingOrchard,The Rotting Orchard,1073741888,0,0,0,10,289,0,2,0,0,0,0,0,0,675,-1,0,11,26,0,0,0,0,0,0
242,BrightwoodGrove,Brightwood Grove,1073741888,0,0,0,10,290,0,2,0,0,0,0,0,0,675,-1,0,11,28,0,0,0,0,0,0
243,ForlornRowe,Forlorn Rowe,1073741888,0,0,0,10,291,0,2,0,0,0,0,0,0,675,-1,0,11,0,0,0,0,0,0,0
244,TheWhippleEstate,The Whipple Estate,1073741888,0,0,0,10,292,0,2,0,0,0,0,0,0,675,-1,0,11,0,0,0,0,0,0,0
245,TheYorgenFarmstead,The Yorgen Farmstead,1073741888,0,0,0,10,563,0,2,0,0,0,0,0,0,675,-1,0,11,25,0,0,0,0,0,0
246,TheCauldron,The Cauldron,1073741888,0,0,0,51,293,0,10,0,0,0,0,0,0,675,-1,0,11,48,0,0,0,0,0,0
247,GrimesiltDigSite,Grimesilt Dig Site,1073741888,0,0,0,51,294,0,0,0,0,0,0,0,0,675,-1,0,11,45,0,0,0,0,0,0
249,DreadmaulRock,Dreadmaul Rock,1073741888,0,0,0,46,1,0,10,0,0,0,0,0,0,675,-1,0,11,50,0,0,0,0,0,0
250,RuinsofThaurisan,Ruins of Thaurissan,1073741888,0,0,0,46,579,0,0,0,0,0,0,0,0,675,-1,0,11,54,0,0,0,0,0,0
251,FlameCrest,Flame Crest,1073741888,0,0,0,46,2,0,0,0,0,0,0,0,0,675,-1,0,11,0,0,0,0,0,0,0
252,BlackrockStronghold,Blackrock Stronghold,1073741888,0,0,0,46,3,0,0,301,0,0,0,0,0,675,-1,0,11,57,0,0,0,0,0,0
253,ThePillarofAsh,The Pillar of Ash,1073741888,0,0,0,46,4,0,0,0,0,0,0,0,0,675,-1,0,11,56,0,0,0,0,0,0
254,BlackrockMountain,Blackrock Mountain,1073741888,0,0,0,46,630,0,10,0,0,0,0,0,0,675,-1,0,11,55,0,0,0,0,0,0
255,AltarofStorms,Altar of Storms,1073741888,0,0,0,46,5,0,10,0,0,0,0,0,0,675,-1,0,11,59,0,0,0,0,0,0
256,Aldrassil,Aldrassil,1073741888,0,0,1,141,6,0,11,0,0,0,0,0,0,675,-1,0,11,0,0,0,0,0,0,0
257,ShadowthreadCave,Shadowthread Cave,1073741888,0,0,1,141,7,0,11,0,0,0,0,0,0,675,-1,0,11,0,0,0,0,0,0,0
258,FelRock,Fel Rock,1073741888,0,0,1,141,8,0,11,0,0,0,0,0,0,675,-1,0,11,0,0,0,0,0,0,0
259,LakeIl'Ameth,Lake Al'Ameth,1073741888,0,0,1,141,9,0,11,0,0,0,0,0,0,675,-1,0,11,5,0,0,0,0,0,0
260,StarbreezeVillage,Starbreeze Village,1073741888,0,0,1,141,10,0,11,0,0,0,0,0,0,675,-1,0,11,6,0,0,0,0,0,0
261,GnarlpineHold,Gnarlpine Hold,1073741888,0,0,1,141,11,0,0,0,0,0,0,0,0,675,-1,0,11,8,0,0,0,0,0,0
262,Ban'ethilBarrowDen,Ban'ethil Barrow Den,1073741888,0,0,1,141,12,0,11,0,0,0,0,0,0,675,-1,0,11,0,0,0,0,0,0,0
263,TheCleft,The Cleft,1073741888,0,0,1,141,13,0,0,0,0,0,0,0,0,675,-1,0,11,0,0,0,0,0,0,0
264,TheOracleGlade,The Oracle Glade,1073741888,0,0,1,141,14,0,11,0,0,0,0,0,0,675,-1,0,11,9,0,0,0,0,0,0
265,WellspringRiver,Wellspring River,1073741888,0,0,1,141,15,0,0,0,0,0,0,0,0,675,-1,0,11,11,0,0,0,0,0,0
266,WellspringLake,Wellspring Lake,1073741888,0,0,1,141,16,0,0,0,0,0,0,0,0,675,-1,0,11,9,0,0,0,0,0,0
267,HillsbradFoothills,Hillsbrad Foothills,64,0,0,0,0,17,31,1,0,0,0,0,0,0,675,-1,0,11,0,0,0,0,0,0,0
268,AzsharaCrater,Azshara Crater,64,0,0,37,0,580,42,0,0,0,0,0,0,0,675,-1,0,11,0,0,0,0,0,0,0
269,DunAlgaz,Dun Algaz,64,0,0,0,0,18,31,0,0,0,0,0,0,0,675,-1,0,11,18,0,0,0,0,0,0
271,Southshore,Southshore,1073741888,0,0,0,267,615,0,1,0,0,0,0,0,0,675,-1,0,11,22,0,0,0,0,0,0
272,TarrenMill,Tarren Mill,1073741888,0,0,0,267,19,0,182,0,0,0,0,0,0,675,-1,0,11,20,0,0,0,0,0,0
275,DurnholdeKeep,Durnholde Keep,1073741888,0,0,0,267,20,0,191,302,0,0,0,0,0,675,-1,0,11,21,0,0,0,0,0,0
276,StonewroughtPass,UNUSED Stonewrought Pass,64,0,0,0,0,564,31,0,0,0,0,0,0,0,675,-1,0,11,0,0,0,0,0,0,0
277,TheFoothillCaverns,The Foothill Caverns,1073741888,0,0,0,36,21,0,1,0,0,0,0,0,0,675,-1,0,11,0,0,0,0,0,0,0
278,LordamereInternmentCamp,Lordamere Internment Camp,1073741888,0,0,0,36,22,0,1,301,0,0,0,0,0,675,-1,0,11,32,0,0,0,0,0,0
279,Dalaran,Dalaran,1073741888,0,0,0,36,23,0,0,81,0,0,0,0,0,675,-1,0,11,30,0,0,0,0,0,0
280,Strahnbrad,Strahnbrad,1073741888,0,0,0,36,24,37,10,301,0,0,0,0,0,675,-1,0,11,34,0,0,0,0,0,0
281,RuinsofAlterac,Ruins of Alterac,1073741888,0,0,0,36,25,37,10,301,0,0,0,0,0,675,-1,0,11,36,0,0,0,0,0,0
282,CrushridgeHold,Crushridge Hold,1073741888,0,0,0,36,26,37,10,0,0,0,0,0,0,675,-1,0,11,35,0,0,0,0,0,0
283,SlaughterHollow,Slaughter Hollow,1073741888,0,0,0,36,27,37,10,0,0,0,0,0,0,675,-1,0,11,35,0,0,0,0,0,0
284,TheUplands,The Uplands,1073741888,0,0,0,36,28,0,1,0,0,0,0,0,0,675,-1,0,11,27,0,0,0,0,0,0
285,SouthpointTower,Southpoint Tower,1073741888,0,0,0,267,29,0,2,0,0,0,0,0,0,675,-1,0,11,21,0,0,0,0,0,0
286,HillsbradFields,Hillsbrad Fields,1073741888,0,0,0,267,30,0,1,0,0,0,0,0,0,675,-1,0,11,22,0,0,0,0,0,0
287,Hillsbrad,Hillsbrad,1073741888,0,0,0,267,31,0,1,0,0,0,0,0,0,675,-1,0,11,0,0,0,0,0,0,0
288,AzurelodeMine,Azurelode Mine,1073741888,0,0,0,267,32,0,0,301,0,0,0,0,0,675,-1,0,11,27,0,0,0,0,0,0
289,NethanderStead,Nethander Stead,1073741888,0,0,0,267,33,0,1,0,0,0,0,0,0,675,-1,0,11,26,0,0,0,0,0,0
290,DunGarok,Dun Garok,1073741888,0,0,0,267,34,0,1,0,0,0,0,0,0,675,-1,0,11,30,0,0,0,0,0,0
293,Thoradin'sWall,Thoradin's Wall,64,0,0,0,0,35,31,1,0,0,0,0,0,0,675,-1,0,11,30,0,0,0,0,0,0
294,EasternStrand,Eastern Strand,1073741888,0,0,0,267,36,0,1,0,0,0,0,0,0,675,-1,0,11,30,0,0,0,0,0,0
295,WesternStrand,Western Strand,1073741888,0,0,0,267,616,0,1,0,0,0,0,0,0,675,-1,0,11,30,0,0,0,0,0,0
296,SouthSeasUNUSED,South Seas UNUSED,64,0,0,0,0,37,24,0,122,0,0,0,0,0,675,-1,0,11,0,0,0,0,0,0,0
297,JagueroIsle,Jaguero Isle,1073741888,0,0,0,33,38,0,0,0,0,0,0,0,0,675,-1,0,11,50,0,0,0,0,0,0
298,BaradinBay,Baradin Bay,1073741888,0,0,0,11,39,0,3,0,0,0,0,0,0,675,-1,0,11,0,0,0,0,0,0,0
299,MenethilBay,Menethil Bay,1073741888,0,0,0,11,40,0,0,0,0,0,0,0,0,675,-1,0,11,0,0,0,0,0,0,0
300,MistyReedStrand,Misty Reed Strand,1073741888,0,0,0,8,41,0,0,0,0,0,0,0,0,675,-1,0,11,41,0,0,0,0,0,0
301,TheSavageCoast,The Savage Coast,1073741888,0,0,0,33,42,0,3,0,0,0,0,0,0,675,-1,0,11,0,0,0,0,0,0,0
302,TheCrystalShore,The Crystal Shore,1073741888,0,0,0,33,565,0,0,0,0,0,0,0,0,675,-1,0,11,0,0,0,0,0,0,0
303,ShellBeach,Shell Beach,1073741888,0,0,0,33,43,0,0,0,0,0,0,0,0,675,-1,0,11,0,0,0,0,0,0,0
305,NorthTide'sRun,North Tide's Run,1073741888,0,0,0,130,44,0,0,0,0,0,0,0,0,675,-1,0,11,0,0,0,0,0,0,0
306,SouthTide'sRun,South Tide's Run,1073741888,0,0,0,130,45,0,0,0,0,0,0,0,0,675,-1,0,11,0,0,0,0,0,0,0
307,TheOverlookCliffs,The Overlook Cliffs,1073741888,0,0,0,47,46,0,1,0,0,0,0,0,0,675,-1,0,11,48,0,0,0,0,0,0
308,TheForbiddingSea,The Forbidding Sea,64,0,0,0,0,631,0,1,0,0,0,0,0,0,675,-1,0,11,0,0,0,0,0,0,0
309,Ironbeard'sTomb,Ironbeard's Tomb,1073741888,0,0,0,11,47,0,0,0,0,0,0,0,0,675,-1,0,11,24,0,0,0,0,0,0
310,CrystalveinMine,Crystalvein Mine,1073741888,0,0,0,33,48,0,0,0,0,0,0,0,0,675,-1,0,11,41,0,0,0,0,0,0
311,RuinsofAboraz,Ruins of Aboraz,1073741888,0,0,0,33,589,0,0,0,0,0,0,0,0,675,-1,0,11,44,0,0,0,0,0,0
312,Janeiro'sPoint,Janeiro's Point,1073741888,0,0,0,33,49,0,0,0,0,0,0,0,0,675,-1,0,11,0,0,0,0,0,0,0
313,NorthfoldManor,Northfold Manor,1073741888,0,0,0,45,632,0,0,302,0,0,0,0,0,675,-1,0,11,31,0,0,0,0,0,0
314,Go'ShekFarm,Go'Shek Farm,1073741888,0,0,0,45,50,0,0,301,0,0,0,0,0,675,-1,0,11,33,0,0,0,0,0,0
315,Dabyrie'sFarmstead,Dabyrie's Farmstead,1073741888,0,0,0,45,590,0,0,301,0,0,0,0,0,675,-1,0,11,31,0,0,0,0,0,0
316,BoulderfistHall,Boulderfist Hall,1073741888,0,0,0,45,51,31,0,0,0,0,0,0,0,675,-1,0,11,35,0,0,0,0,0,0
317,WitherbarkVillage,Witherbark Village,1073741888,0,0,0,45,609,0,3,0,0,0,0,0,0,675,-1,0,11,33,0,0,0,0,0,0
318,DrywhiskerGorge,Drywhisker Gorge,1073741888,0,0,0,45,52,0,0,0,0,0,0,0,0,675,-1,0,11,36,0,0,0,0,0,0
320,RefugePointe,Refuge Pointe,1073741888,0,0,0,45,53,0,0,123,0,0,0,0,0,675,-1,0,11,30,0,0,0,0,0,0
321,Hammerfall,Hammerfall,1073741888,0,0,0,45,54,0,14,0,0,0,0,0,0,675,-1,0,11,30,0,0,0,0,0,0
322,BlackwaterShipwrecks,Blackwater Shipwrecks,1073741888,0,0,0,45,581,0,8,0,0,0,0,0,0,675,-1,0,11,0,0,0,0,0,0,0
323,O'Breen'sCamp,O'Breen's Camp,1073741888,0,0,0,45,55,0,0,0,0,0,0,0,0,675,-1,0,11,0,0,0,0,0,0,0
324,StromgardeKeep,Stromgarde Keep,1073741888,0,0,0,45,56,0,186,182,0,0,0,0,0,675,-1,0,11,36,0,0,0,0,0,0
325,TheTowerofArathor,The Tower of Arathor,1073741888,0,0,0,45,57,0,0,0,0,0,0,0,0,675,-1,0,11,0,0,0,0,0,0,0
326,TheSanctum,The Sanctum,1073741888,0,0,0,45,58,0,0,0,0,0,0,0,0,675,-1,0,11,0,0,0,0,0,0,0
327,Faldir'sCove,Faldir's Cove,1073741888,0,0,0,45,59,0,3,0,0,0,0,0,0,675,-1,0,11,40,0,0,0,0,0,0
328,TheDrownedReef,The Drowned Reef,1073741888,0,0,0,45,566,0,192,0,0,0,0,0,0,675,-1,0,11,0,0,0,0,0,0,0
330,ThandolSpan,Thandol Span,64,0,0,0,0,60,44,3,0,0,0,0,0,0,675,-1,0,11,0,0,0,0,0,0,0
331,Ashenvale,Ashenvale,64,0,0,1,0,61,48,11,0,0,0,0,0,0,675,-1,0,11,0,0,0,0,0,0,0
332,TheGreatSea,The Great Sea,64,0,0,1,0,62,0,9,0,0,0,0,0,0,675,-1,0,11,0,0,0,0,0,0,0
333,CircleofEastBinding,Circle of East Binding,1073741888,0,0,0,45,63,0,0,0,0,0,0,0,0,675,-1,0,11,38,0,0,0,0,0,0
334,CircleofWestBinding,Circle of West Binding,1073741888,0,0,0,45,64,0,0,0,0,0,0,0,0,675,-1,0,11,38,0,0,0,0,0,0
335,CircleofInnerBinding,Circle of Inner Binding,1073741888,0,0,0,45,65,0,0,0,0,0,0,0,0,675,-1,0,11,38,0,0,0,0,0,0
336,CircleofOuterBinding,Circle of Outer Binding,1073741888,0,0,0,45,66,0,0,0,0,0,0,0,0,675,-1,0,11,38,0,0,0,0,0,0
337,Apocryphan'sRest,Apocryphan's Rest,1073741888,0,0,0,3,67,25,7,0,0,0,0,0,0,675,-1,0,11,36,0,0,0,0,0,0
338,AngorFortress,Angor Fortress,1073741888,0,0,0,3,633,25,7,0,0,0,0,0,0,675,-1,0,11,39,0,0,0,0,0,0
339,LethlorRavine,Lethlor Ravine,1073741888,0,0,0,3,634,25,0,0,0,0,0,0,0,675,-1,0,11,45,0,0,0,0,0,0
340,Kargath,Kargath,1073741888,0,0,0,3,68,25,0,0,0,0,0,0,0,675,-1,0,11,38,0,0,0,0,0,0
341,CampKosh,Camp Kosh,1073741888,0,0,0,3,69,25,0,0,0,0,0,0,0,675,-1,0,11,36,0,0,0,0,0,0
342,CampBoff,Camp Boff,1073741888,0,0,0,3,70,25,0,0,0,0,0,0,0,675,-1,0,11,39,0,0,0,0,0,0
343,CampWurg,Camp Wurg,1073741888,0,0,0,3,71,25,0,0,0,0,0,0,0,675,-1,0,11,0,0,0,0,0,0,0
344,CampCagg,Camp Cagg,1073741888,0,0,0,3,72,25,0,0,0,0,0,0,0,675,-1,0,11,43,0,0,0,0,0,0
345,Agmond'sEnd,Agmond's End,1073741888,0,0,0,3,73,25,7,0,0,0,0,0,0,675,-1,0,11,39,0,0,0,0,0,0
346,Hammertoe'sDigsite,Hammertoe's Digsite,1073741888,0,0,0,3,74,25,0,0,0,0,0,0,0,675,-1,0,11,36,0,0,0,0,0,0
347,DustbelchGrotto,Dustbelch Grotto,1073741888,0,0,0,3,75,25,0,0,0,0,0,0,0,675,-1,0,11,43,0,0,0,0,0,0
348,AeriePeak,Aerie Peak,1073741888,0,0,0,47,76,0,1,0,0,0,0,0,0,675,-1,0,11,41,0,0,0,0,0,0
349,WildhammerKeep,Wildhammer Keep,1073741888,0,0,0,47,77,0,1,0,0,0,0,0,0,675,-1,0,11,0,0,0,0,0,0,0
350,Quel'DanilLodge,Quel'Danil Lodge,1073741888,0,0,0,47,78,0,1,0,0,0,0,0,0,675,-1,0,11,45,0,0,0,0,0,0
351,SkulkRock,Skulk Rock,1073741888,0,0,0,47,79,0,1,0,0,0,0,0,0,675,-1,0,11,48,0,0,0,0,0,0
352,Zun'watha,Zun'watha,1073741888,0,0,0,47,80,0,1,0,0,0,0,0,0,675,-1,0,11,0,0,0,0,0,0,0
353,Shadra'Alor,Shadra'Alor,1073741888,0,0,0,47,81,0,3,0,0,0,0,0,0,675,-1,0,11,44,0,0,0,0,0,0
354,Jintha'Alor,Jintha'Alor,1073741888,0,0,0,47,591,0,227,0,0,0,0,0,0,675,-1,0,11,45,0,0,0,0,0,0
355,TheAltarofZul,The Altar of Zul,1073741888,0,0,0,47,592,0,176,0,0,0,0,0,0,675,-1,0,11,46,0,0,0,0,0,0
356,Seradane,Seradane,1073741888,0,0,0,47,82,0,76,0,0,0,0,0,0,675,-1,0,11,41,0,0,0,0,0,0
357,Feralas,Feralas,64,0,0,1,0,83,48,3,0,0,0,0,0,0,675,-1,0,11,0,0,0,0,0,0,0
358,BramblebladeRavine,Brambleblade Ravine,1073741888,0,0,1,215,84,25,9,0,0,0,0,0,0,675,-1,0,11,0,0,0,0,0,0,0
359,BaelModan,Bael Modan,1073741888,0,0,1,17,85,0,7,0,0,0,0,0,0,675,-1,0,11,25,0,0,0,0,0,0
360,TheVentureCo.Mine,The Venture Co. Mine,1073741888,0,0,1,215,86,0,9,0,0,0,0,0,0,675,-1,0,11,7,0,0,0,0,0,0
361,Felwood,Felwood,64,0,0,1,0,87,28,193,0,0,0,0,0,0,675,-1,0,11,0,0,0,0,0,0,0
362,RazorHill,Razor Hill,1073741888,0,0,1,14,88,0,9,421,0,0,0,0,0,675,-1,0,11,5,0,0,0,0,0,0
363,ValleyofTrials,Valley of Trials,1073741888,0,0,1,14,89,0,9,0,0,0,0,0,0,675,-1,0,11,0,0,0,0,0,0,0
364,TheDen,The Den,1073741888,0,0,1,14,90,0,9,0,0,0,0,0,0,675,-1,75,11,0,0,0,0,0,0,0
365,BurningBladeCoven,Burning Blade Coven,1073741888,0,0,1,14,91,0,9,0,0,0,0,0,0,675,-1,0,11,0,0,0,0,0,0,0
366,KolkarCrag,Kolkar Crag,1073741888,0,0,1,14,92,0,9,0,0,0,0,0,0,675,-1,0,11,7,0,0,0,0,0,0
367,Sen'jinVillage,Sen'jin Village,1073741888,0,0,1,14,93,0,185,0,0,0,0,0,0,675,-1,0,11,6,0,0,0,0,0,0
368,EchoIsles,Echo Isles,1073741888,0,0,1,14,94,32,3,0,0,0,0,0,0,675,-1,0,11,7,0,0,0,0,0,0
369,ThunderRidge,Thunder Ridge,1073741888,0,0,1,14,95,0,9,0,0,0,0,0,0,675,-1,0,11,9,0,0,0,0,0,0
370,DrygulchRavine,Drygulch Ravine,1073741888,0,0,1,14,96,0,9,0,0,0,0,0,0,675,-1,0,11,8,0,0,0,0,0,0
371,DustwindCave,Dustwind Cave,1073741888,0,0,1,14,567,0,9,0,0,0,0,0,0,675,-1,0,11,0,0,0,0,0,0,0
372,TiragardeKeep,Tiragarde Keep,1073741888,0,0,1,14,97,0,186,301,0,0,0,0,0,675,-1,0,11,6,0,0,0,0,0,0
373,ScuttleCoast,Scuttle Coast,1073741888,0,0,1,14,98,0,9,0,0,0,0,0,0,675,-1,0,11,0,0,0,0,0,0,0
374,BladefistBay,Bladefist Bay,1073741888,0,0,1,14,99,0,9,0,0,0,0,0,0,675,-1,0,11,0,0,0,0,0,0,0
375,DeadeyeShore,Deadeye Shore,1073741888,0,0,1,14,100,0,9,0,0,0,0,0,0,675,-1,0,11,0,0,0,0,0,0,0
377,SouthfuryRiver,Southfury River,64,0,0,1,0,101,0,9,0,0,0,0,0,0,675,-1,0,11,9,0,0,0,0,0,0
378,CampTaurajo,Camp Taurajo,1073741888,0,0,1,17,102,0,226,0,0,0,0,0,0,675,-1,0,11,10,0,0,0,0,0,0
379,FarWatchPost,Far Watch Post,1073741888,0,0,1,17,103,0,7,0,0,0,0,0,0,675,-1,0,11,10,0,0,0,0,0,0
380,TheCrossroads,The Crossroads,1073741888,0,0,1,17,104,0,228,0,0,0,0,0,0,675,-1,0,11,15,0,0,0,0,0,0
381,BoulderLodeMine,Boulder Lode Mine,1073741888,0,0,1,17,105,0,0,0,0,0,0,0,0,675,-1,0,11,17,0,0,0,0,0,0
382,TheSludgeFen,The Sludge Fen,1073741888,0,0,1,17,552,0,3,0,0,0,0,0,0,675,-1,0,11,15,0,0,0,0,0,0
383,TheDryHills,The Dry Hills,1073741888,0,0,1,17,106,0,0,0,0,0,0,0,0,675,-1,0,11,14,0,0,0,0,0,0
384,DreadmistPeak,Dreadmist Peak,1073741888,0,0,1,17,107,46,10,0,0,0,0,0,0,675,-1,0,11,11,0,0,0,0,0,0
385,NorthwatchHold,Northwatch Hold,1073741888,0,0,1,17,108,0,3,301,0,0,0,0,0,675,-1,0,11,15,0,0,0,0,0,0
386,TheForgottenPools,The Forgotten Pools,1073741888,0,0,1,17,109,32,3,0,0,0,0,0,0,675,-1,0,11,12,0,0,0,0,0,0
387,LushwaterOasis,Lushwater Oasis,1073741888,0,0,1,17,582,32,3,0,0,0,0,0,0,675,-1,0,11,12,0,0,0,0,0,0
388,TheStagnantOasis,The Stagnant Oasis,1073741888,0,0,1,17,110,32,3,0,0,0,0,0,0,675,-1,0,11,15,0,0,0,0,0,0
390,FieldofGiants,Field of Giants,1073741888,0,0,1,17,111,0,0,0,0,0,0,0,0,675,-1,0,11,20,0,0,0,0,0,0
391,TheMerchantCoast,The Merchant Coast,1073741888,0,0,1,17,112,32,3,0,0,0,0,0,0,675,-1,0,11,12,0,0,0,0,0,0
392,Ratchet,Ratchet,1073741888,0,0,1,17,113,0,3,0,0,0,0,0,0,675,-1,0,11,15,0,0,0,0,0,0
393,DarkspearStrand,Darkspear Strand,1073741888,0,0,1,14,114,0,9,0,0,0,0,0,0,675,-1,0,11,0,0,0,0,0,0,0
394,DarrowmereLakeUNUSED,Darrowmere Lake UNUSED,64,0,0,0,0,115,37,0,0,0,0,0,0,0,675,-1,0,11,0,0,0,0,0,0,0
395,CaerDarrowUNUSED,Caer Darrow UNUSED,1073741888,0,0,0,394,116,0,0,0,0,0,0,0,0,675,-1,0,11,0,0,0,0,0,0,0
396,WinterhoofWaterWell,Winterhoof Water Well,1073741888,0,0,1,215,117,0,9,0,0,0,0,0,0,675,-1,0,11,6,0,0,0,0,0,0
397,ThunderhornWaterWell,Thunderhorn Water Well,1073741888,0,0,1,215,118,0,9,0,0,0,0,0,0,675,-1,0,11,7,0,0,0,0,0,0
398,WildmaneWaterWell,Wildmane Water Well,1073741888,0,0,1,215,441,0,9,0,0,0,0,0,0,675,-1,0,11,8,0,0,0,0,0,0
399,SkylineRidge,Skyline Ridge,1073741888,0,0,1,215,610,0,9,0,0,0,0,0,0,675,-1,0,11,6,0,0,0,0,0,0
400,ThousandNeedles,Thousand Needles,64,0,0,1,0,442,25,9,0,0,0,0,0,0,675,-1,0,11,0,0,0,0,0,0,0
401,TheTidusStair,The Tidus Stair,1073741888,0,0,1,17,443,32,3,0,0,0,0,0,0,675,-1,0,11,0,0,0,0,0,0,0
403,ShadyRestInn,Shady Rest Inn,1073741888,0,0,1,15,568,0,0,0,0,0,0,0,0,675,-1,0,11,0,0,0,0,0,0,0
404,Bael'dunDigsite,Bael'dun Digsite,1073741888,0,0,1,215,444,0,9,102,0,0,0,0,0,675,-1,0,11,8,0,0,0,0,0,0
405,Desolace,Desolace,64,0,0,1,0,445,39,7,0,0,0,0,0,0,675,-1,0,11,0,0,0,0,0,0,0
406,StonetalonMountains,Stonetalon Mountains,64,0,0,1,0,446,25,7,0,0,0,0,0,0,675,-1,0,11,0,0,0,0,0,0,0
407,OrgrimmarUNUSED,Orgrimmar UNUSED,1073741888,0,0,1,14,447,0,14,62,0,0,0,0,0,675,-1,0,11,10,0,0,0,0,0,0
408,Gillijim'sIsle,Gillijim's Isle,64,0,0,0,0,448,0,0,0,0,0,0,0,0,675,-1,0,11,0,0,0,0,0,0,0
409,IslandofDoctorLapidis,Island of Doctor Lapidis,64,0,0,0,0,449,32,0,0,0,0,0,0,0,675,-1,0,11,0,0,0,0,0,0,0
410,RazorwindCanyon,Razorwind Canyon,1073741888,0,0,1,14,450,0,9,0,0,0,0,0,0,675,-1,0,11,8,0,0,0,0,0,0
411,Bathran'sHaunt,Bathran's Haunt,1073741888,0,0,1,331,451,0,205,0,0,0,0,0,0,675,-1,0,11,0,0,0,0,0,0,0
412,TheRuinsofOrdil'Aran,The Ruins of Ordil'Aran,1073741888,0,0,1,331,625,0,205,0,0,0,0,0,0,675,-1,0,11,0,0,0,0,0,0,0
413,Maestra'sPost,Maestra's Post,1073741888,0,0,1,331,452,0,0,0,0,0,0,0,0,675,-1,0,11,19,0,0,0,0,0,0
414,TheZoramStrand,The Zoram Strand,1073741888,0,0,1,331,453,24,176,0,0,0,0,0,0,675,-1,0,11,20,0,0,0,0,0,0
415,Astranaar,Astranaar,1073741888,0,0,1,331,454,0,11,81,0,0,0,0,0,675,-1,0,11,20,0,0,0,0,0,0
416,TheShrineofAessina,The Shrine of Aessina,1073741888,0,0,1,331,455,0,199,0,0,0,0,0,0,675,-1,0,11,23,0,0,0,0,0,0
417,FireScarShrine,Fire Scar Shrine,1073741888,0,0,1,331,456,28,193,0,0,0,0,0,0,675,-1,0,11,25,0,0,0,0,0,0
418,TheRuinsofStardust,The Ruins of Stardust,1073741888,0,0,1,331,457,28,193,0,0,0,0,0,0,675,-1,0,11,23,0,0,0,0,0,0
419,TheHowlingVale,The Howling Vale,1073741888,0,0,1,331,458,0,204,0,0,0,0,0,0,675,-1,0,11,28,0,0,0,0,0,0
420,SilverwindRefuge,Silverwind Refuge,1073741888,0,0,1,331,459,0,0,81,0,0,0,0,0,675,-1,0,11,25,0,0,0,0,0,0
