ID,ContinentID,ParentAreaID,AreaBit,Flags,SoundProviderPref,SoundProviderPrefUnderwater,AmbienceID,ZoneMusic,IntroSound,ExplorationLevel,AreaName_lang[0],AreaName_lang[1],AreaName_lang[2],AreaName_lang[3],AreaName_lang[4],AreaName_lang[5],AreaName_lang[6],AreaName_lang[7],AreaName_lang[8],AreaName_lang[9],AreaName_lang[10],AreaName_lang[11],AreaName_lang[12],AreaName_lang[13],AreaName_lang[14],AreaName_lang[15],AreaName_lang_mask,FactionGroupMask,LiquidTypeID[0],LiquidTypeID[1],LiquidTypeID[2],LiquidTypeID[3],MinElevation,Ambient_multiplier,LightID
805,0,1,655,64,0,11,0,0,0,0,South Gate Pass,,,,,,,,,,,,,,,,16712190,0,0,0,0,0,-500,0,0
806,0,1,656,64,0,11,0,0,0,12,South Gate Outpost,,,,,,,,,,,,,,,,16712190,0,0,0,0,0,-500,0,0
807,0,1,657,64,0,11,0,0,0,0,North Gate Pass,,,,,,,,,,,,,,,,16712190,0,0,0,0,0,-500,0,0
808,0,1,658,64,0,11,0,0,0,11,North Gate Outpost,,,,,,,,,,,,,,,,16712190,0,0,0,0,0,-500,0,0
809,0,1,659,64,0,11,0,0,0,7,Gates of Ironforge,,,,,,,,,,,,,,,,16712190,0,0,0,0,0,-500,0,0
810,0,85,660,64,0,11,0,0,0,7,Stillwater Pond,,,,,,,,,,,,,,,,16712190,0,0,0,0,0,-500,0,0
811,0,85,661,64,0,11,0,0,0,5,Nightmare Vale,,,,,,,,,,,,,,,,16712190,0,0,0,0,0,-500,0,0
812,0,85,662,64,0,11,0,0,0,10,Venomweb Vale,,,,,,,,,,,,,,,,16712190,0,0,0,0,0,-500,0,0
813,0,28,663,64,0,11,0,0,0,52,The Bulwark,,,,,,,,,,,,,,,,16712190,0,0,0,0,0,-500,0,0
814,1,14,664,64,0,11,0,0,0,0,Southfury River,,,,,,,,,,,,,,,,16712190,0,0,0,0,0,-500,0,0
815,1,17,665,64,0,11,0,0,0,0,Southfury River,,,,,,,,,,,,,,,,16712190,0,0,0,0,0,-500,0,0
816,1,14,666,64,0,11,0,0,0,8,Razormane Grounds,,,,,,,,,,,,,,,,16712190,0,0,0,0,0,-500,0,0
817,1,14,667,64,0,11,0,0,0,10,Skull Rock,,,,,,,,,,,,,,,,16712190,0,0,0,0,0,-500,0,0
818,1,215,668,64,0,11,0,0,0,5,Palemane Rock,,,,,,,,,,,,,,,,16712190,0,0,0,0,0,-500,0,0
819,1,215,669,64,0,11,0,0,0,9,Windfury Ridge,,,,,,,,,,,,,,,,16712190,0,0,0,0,0,-500,0,0
820,1,215,670,64,0,11,0,0,0,5,The Golden Plains,,,,,,,,,,,,,,,,16712190,0,0,0,0,0,-500,0,0
821,1,215,671,64,0,11,0,0,0,8,The Rolling Plains,,,,,,,,,,,,,,,,16712190,0,0,0,0,0,-500,0,0
836,0,11,672,64,0,11,0,0,0,20,Dun Algaz,,,,,,,,,,,,,,,,16712190,0,0,0,0,0,-500,0,0
837,0,38,673,64,0,11,0,0,0,0,Dun Algaz,,,,,,,,,,,,,,,,16712190,0,0,0,0,0,-500,0,0
838,0,38,306,64,0,11,0,0,0,0,North Gate Pass,,,,,,,,,,,,,,,,16712190,0,0,0,0,0,-500,0,0
839,0,38,307,64,0,11,0,0,0,0,South Gate Pass,,,,,,,,,,,,,,,,16712190,0,0,0,0,0,-500,0,0
856,0,10,674,64,0,11,0,2,0,19,Twilight Grove,,,,,,,,,,,,,,,,16712190,0,0,0,0,0,-500,0,0
876,1,0,675,64,0,11,0,0,0,0,GM Island,,,,,,,,,,,,,,,,16712190,0,0,0,0,0,-500,0,0
877,1,17,676,64,0,11,0,0,0,0,Delete ME,,,,,,,,,,,,,,,,16712190,0,0,0,0,0,-500,0,0
878,1,16,677,64,0,11,0,8,0,0,Southfury River,,,,,,,,,,,,,,,,16712190,0,0,0,0,0,-500,0,0
879,1,331,678,64,0,11,0,0,0,0,Southfury River,,,,,,,,,,,,,,,,16712190,0,0,0,0,0,-500,0,0
880,0,45,679,64,0,11,0,0,0,30,Thandol Span,,,,,,,,,,,,,,,,16712190,0,0,0,0,0,-500,0,0
881,0,11,680,64,0,11,0,0,0,0,Thandol Span,,,,,,,,,,,,,,,,16712190,0,0,0,0,0,-500,0,0
896,0,267,308,64,0,11,40,193,0,30,Purgation Isle,,,,,,,,,,,,,,,,16712190,0,0,0,0,0,-500,0,0
916,0,40,681,64,0,11,0,0,0,9,The Jansen Stead,,,,,,,,,,,,,,,,16712190,0,0,0,0,0,-500,0,0
917,0,40,682,64,0,11,0,0,0,18,The Dead Acre,,,,,,,,,,,,,,,,16712190,0,0,0,0,0,-500,0,0
918,0,40,683,64,0,11,0,0,0,14,The Molsen Farm,,,,,,,,,,,,,,,,16712190,0,0,0,0,0,-500,0,0
919,0,40,684,64,0,11,0,0,0,14,Stendel's Pond,,,,,,,,,,,,,,,,16712190,0,0,0,0,0,-500,0,0
920,0,40,309,64,0,11,0,0,0,17,The Dagger Hills,,,,,,,,,,,,,,,,16712190,0,0,0,0,0,-500,0,0
921,0,40,310,64,0,11,0,0,0,16,Demont's Place,,,,,,,,,,,,,,,,16712190,0,0,0,0,0,-500,0,0
922,0,40,311,64,0,11,0,0,0,18,The Dust Plains,,,,,,,,,,,,,,,,16712190,0,0,0,0,0,-500,0,0
923,0,38,312,64,0,11,0,0,0,13,Stonesplinter Valley,,,,,,,,,,,,,,,,16712190,0,0,0,0,0,-500,0,0
924,0,38,313,64,0,11,0,0,0,11,Valley of Kings,,,,,,,,,,,,,,,,16712190,0,0,0,0,0,-500,0,0
925,0,38,314,64,0,11,0,0,0,12,Algaz Station,,,,,,,,,,,,,,,,16712190,0,0,0,0,0,-500,0,0
926,0,130,315,64,0,11,0,0,0,0,Bucklebree Farm,,,,,,,,,,,,,,,,16712190,0,0,0,0,0,-500,0,0
927,0,130,316,64,0,11,0,0,0,14,The Shining Strand,,,,,,,,,,,,,,,,16712190,0,0,0,0,0,-500,0,0
928,0,130,317,64,0,11,0,0,0,0,North Tide's Hollow,,,,,,,,,,,,,,,,16712190,0,0,0,0,0,-500,0,0
936,0,38,318,64,0,11,0,0,0,12,Grizzlepaw Ridge,,,,,,,,,,,,,,,,16712190,0,0,0,0,0,-500,0,0
956,169,0,319,64,0,11,0,0,0,0,The Verdant Fields,,,,,,,,,,,,,,,,16712190,0,0,0,0,0,-500,0,0
976,1,440,320,64,0,0,0,0,0,40,Gadgetzan,,,,,,,,,,,,,,,,16712190,0,0,0,0,0,-500,0,0
977,1,440,390,64,0,0,0,3,0,40,Steamwheedle Port,,,,,,,,,,,,,,,,16712190,0,0,0,0,0,-500,0,0
978,1,440,321,64,0,0,25,176,0,45,Zul'Farrak,,,,,,,,,,,,,,,,16712190,0,0,0,0,0,-500,0,0
979,1,440,322,64,0,0,0,0,0,44,Sandsorrow Watch,,,,,,,,,,,,,,,,16712190,0,0,0,0,0,-500,0,0
980,1,440,323,64,0,0,0,0,0,49,Thistleshrub Valley,,,,,,,,,,,,,,,,16712190,0,0,0,0,0,-500,0,0
981,1,440,324,64,0,0,0,0,0,48,The Gaping Chasm,,,,,,,,,,,,,,,,16712190,0,0,0,0,0,-500,0,0
982,1,440,325,64,0,0,0,0,0,48,The Noxious Lair,,,,,,,,,,,,,,,,16712190,0,0,0,0,0,-500,0,0
983,1,440,326,64,0,0,0,0,0,47,Dunemaul Compound,,,,,,,,,,,,,,,,16712190,0,0,0,0,0,-500,0,0
984,1,440,327,64,0,0,0,0,0,47,Eastmoon Ruins,,,,,,,,,,,,,,,,16712190,0,0,0,0,0,-500,0,0
985,1,440,328,64,0,0,0,0,0,44,Waterspring Field,,,,,,,,,,,,,,,,16712190,0,0,0,0,0,-500,0,0
986,1,440,329,64,0,0,0,0,0,45,Zalashji's Den,,,,,,,,,,,,,,,,16712190,0,0,0,0,0,-500,0,0
987,1,440,330,64,0,0,0,0,0,48,Land's End Beach,,,,,,,,,,,,,,,,16712190,0,0,0,0,0,-500,0,0
988,1,440,331,64,0,0,0,0,0,0,Wavestrider Beach,,,,,,,,,,,,,,,,16712190,0,0,0,0,0,-500,0,0
989,1,440,332,64,0,0,0,0,0,0,Uldum,,,,,,,,,,,,,,,,16712190,0,0,0,0,0,-500,0,0
990,1,440,333,64,0,0,0,0,0,50,Valley of the Watchers,,,,,,,,,,,,,,,,16712190,0,0,0,0,0,-500,0,0
991,1,440,334,64,0,0,0,0,0,0,Gunstan's Post,,,,,,,,,,,,,,,,16712190,0,0,0,0,0,-500,0,0
992,1,440,335,64,0,0,0,0,0,47,Southmoon Ruins,,,,,,,,,,,,,,,,16712190,0,0,0,0,0,-500,0,0
996,0,44,408,64,0,0,0,0,0,22,Render's Camp,,,,,,,,,,,,,,,,16712190,0,0,0,0,0,-500,0,0
997,0,44,409,64,0,0,0,0,0,20,Render's Valley,,,,,,,,,,,,,,,,16712190,0,0,0,0,0,-500,0,0
998,0,44,410,64,0,0,0,0,0,25,Render's Rock,,,,,,,,,,,,,,,,16712190,0,0,0,0,0,-500,0,0
999,0,44,411,64,0,0,0,0,0,0,Stonewatch Tower,,,,,,,,,,,,,,,,16712190,0,0,0,0,0,-500,0,0
1000,0,44,412,64,0,0,0,0,0,22,Galardell Valley,,,,,,,,,,,,,,,,16712190,0,0,0,0,0,-500,0,0
1001,0,44,336,64,0,0,0,0,0,16,Lakeridge Highway,,,,,,,,,,,,,,,,16712190,0,0,0,0,0,-500,0,0
1002,0,44,337,64,0,0,0,0,0,16,Three Corners,,,,,,,,,,,,,,,,16712190,0,0,0,0,0,-500,0,0
1016,0,11,338,64,0,0,0,0,0,28,Direforge Hill,,,,,,,,,,,,,,,,16712190,0,0,0,0,0,-500,0,0
1017,0,11,339,64,0,0,0,0,0,30,Raptor Ridge,,,,,,,,,,,,,,,,16712190,0,0,0,0,0,-500,0,0
1018,0,11,340,64,0,0,0,0,0,25,Black Channel Marsh,,,,,,,,,,,,,,,,16712190,0,0,0,0,0,-500,0,0
1019,0,139,341,64,0,0,0,0,0,0,The Green Belt,,,,,,,,,,,,,,,,16712190,0,0,0,0,0,-500,0,0
1020,0,11,342,64,0,0,0,0,0,22,Mosshide Fen,,,,,,,,,,,,,,,,16712190,0,0,0,0,0,-500,0,0
1021,0,11,343,64,0,0,0,0,0,22,Thelgen Rock,,,,,,,,,,,,,,,,16712190,0,0,0,0,0,-500,0,0
1022,0,11,344,64,0,0,0,0,0,24,Bluegill Marsh,,,,,,,,,,,,,,,,16712190,0,0,0,0,0,-500,0,0
1023,0,11,345,64,0,0,0,0,0,25,Saltspray Glen,,,,,,,,,,,,,,,,16712190,0,0,0,0,0,-500,0,0
1024,0,11,346,64,0,0,0,0,0,20,Sundown Marsh,,,,,,,,,,,,,,,,16712190,0,0,0,0,0,-500,0,0
1025,0,11,347,64,0,0,0,0,0,21,The Green Belt,,,,,,,,,,,,,,,,16712190,0,0,0,0,0,-500,0,0
1036,0,11,391,64,0,0,0,0,0,28,Angerfang Encampment,,,,,,,,,,,,,,,,16712190,0,0,0,0,0,-500,0,0
1037,0,11,392,64,0,0,0,0,0,25,Grim Batol,,,,,,,,,,,,,,,,16712190,0,0,0,0,0,-500,0,0
1038,0,11,393,64,0,0,0,0,0,25,Dragonmaw Gates,,,,,,,,,,,,,,,,16712190,0,0,0,0,0,-500,0,0
1039,0,11,394,64,0,0,0,0,0,25,The Lost Fleet,,,,,,,,,,,,,,,,16712190,0,0,0,0,0,-500,0,0
1056,0,267,348,64,0,0,31,0,0,31,Darrow Hill,,,,,,,,,,,,,,,,16712190,0,0,0,0,0,-500,0,0
1057,0,267,349,64,0,0,31,0,0,0,Thoradin's Wall,,,,,,,,,,,,,,,,16712190,0,0,0,0,0,-500,0,0
1076,1,406,368,64,0,0,0,0,0,21,Webwinder Path,,,,,,,,,,,,,,,,16712190,0,0,0,0,0,-500,0,0
1097,0,10,351,64,0,0,0,0,0,19,The Hushed Bank,,,,,,,,,,,,,,,,16712190,0,0,0,0,0,-500,0,0
1098,0,10,352,64,0,0,0,0,0,30,Manor Mistmantle,,,,,,,,,,,,,,,,16712190,0,0,0,0,0,-500,0,0
1099,1,357,353,64,0,0,0,226,0,42,Camp Mojache,,,,,,,,,,,,,,,,16712190,0,0,0,0,0,-500,0,0
1100,1,357,395,64,0,0,0,0,0,41,Grimtotem Compound,,,,,,,,,,,,,,,,16712190,0,0,0,0,0,-500,0,0
1101,1,357,396,64,0,0,0,0,0,44,The Writhing Deep,,,,,,,,,,,,,,,,16712190,0,0,0,0,0,-500,0,0
1102,1,357,350,64,0,0,0,0,0,0,Wildwind Lake,,,,,,,,,,,,,,,,16712190,0,0,0,0,0,-500,0,0
1103,1,357,397,64,0,0,0,0,0,42,Gordunni Outpost,,,,,,,,,,,,,,,,16712190,0,0,0,0,0,-500,0,0
1104,1,357,398,64,0,0,0,0,0,0,Mok'Gordun,,,,,,,,,,,,,,,,16712190,0,0,0,0,0,-500,0,0
1105,1,357,354,64,0,0,0,0,0,44,Feral Scar Vale,,,,,,,,,,,,,,,,16712190,0,0,0,0,0,-500,0,0
1106,1,357,399,64,0,0,0,0,0,46,Frayfeather Highlands,,,,,,,,,,,,,,,,16712190,0,0,0,0,0,-500,0,0
1107,1,357,400,64,0,0,0,0,0,0,Idlewind Lake,,,,,,,,,,,,,,,,16712190,0,0,0,0,0,-500,0,0
1108,1,357,355,64,0,0,0,0,0,49,The Forgotten Coast,,,,,,,,,,,,,,,,16712190,0,0,0,0,0,-500,0,0
1109,1,357,401,64,0,0,0,0,0,0,East Pillar,,,,,,,,,,,,,,,,16712190,0,0,0,0,0,-500,0,0
1110,1,357,402,64,0,0,0,0,0,0,West Pillar,,,,,,,,,,,,,,,,16712190,0,0,0,0,0,-500,0,0
1111,1,357,403,64,0,0,0,0,0,60,Dream Bough,,,,,,,,,,,,,,,,16712190,0,0,0,0,0,-500,0,0
1112,1,357,404,64,0,0,0,0,0,0,Jademir Lake,,,,,,,,,,,,,,,,16712190,0,0,0,0,0,-500,0,0
1113,1,357,405,64,0,0,0,0,0,60,Oneiros,,,,,,,,,,,,,,,,16712190,0,0,0,0,0,-500,0,0
1114,1,357,356,64,0,0,0,0,0,49,Ruins of Ravenwind,,,,,,,,,,,,,,,,16712190,0,0,0,0,0,-500,0,0
1115,1,357,357,64,0,0,0,0,0,0,Rage Scar Hold,,,,,,,,,,,,,,,,16712190,0,0,0,0,0,-500,0,0
1116,1,357,358,64,0,0,0,0,0,0,Feathermoon Stronghold,,,,,,,,,,,,,,,,16712190,0,0,0,0,0,-500,0,0
1117,1,357,359,64,0,0,0,0,0,0,Ruins of Solarsal,,,,,,,,,,,,,,,,16712190,0,0,0,0,0,-500,0,0
1118,1,357,360,64,0,0,0,0,0,0,Lower Wilds UNUSED,,,,,,,,,,,,,,,,16712190,0,0,0,0,0,-500,0,0
1119,1,357,369,64,0,0,0,0,0,48,The Twin Colossals,,,,,,,,,,,,,,,,16712190,0,0,0,0,0,-500,0,0
1120,1,357,413,64,0,0,0,0,0,43,Sardor Isle,,,,,,,,,,,,,,,,16712190,0,0,0,0,0,-500,0,0
1121,1,357,414,64,0,0,0,0,0,44,Isle of Dread,,,,,,,,,,,,,,,,16712190,0,0,0,0,0,-500,0,0
1136,1,357,361,64,0,0,0,0,0,0,High Wilderness,,,,,,,,,,,,,,,,16712190,0,0,0,0,0,-500,0,0
1137,1,357,370,64,0,0,0,0,0,42,Lower Wilds,,,,,,,,,,,,,,,,16712190,0,0,0,0,0,-500,0,0
1156,1,17,362,64,0,0,0,0,0,0,Southern Barrens,,,,,,,,,,,,,,,,16712190,0,0,0,0,0,-500,0,0
1157,1,17,406,64,0,0,0,0,0,0,Southern Gold Road,,,,,,,,,,,,,,,,16712190,0,0,0,0,0,-500,0,0
1176,209,0,371,0,0,0,25,176,0,0,Zul'Farrak,,,,,,,,,,,,,,,,16712190,0,0,0,0,0,-500,0,0
1196,575,0,363,4096,0,0,0,0,0,0,Utgarde Pinnacle,,,,,,,,,,,,,,,,16712190,0,0,0,0,0,-500,0.7,0
1216,1,16,364,64,0,0,0,0,0,49,Timbermaw Hold,,,,,,,,,,,,,,,,16712190,0,0,0,0,0,-500,0,0
1217,1,16,365,64,0,0,0,0,0,0,Vanndir Encampment,,,,,,,,,,,,,,,,16712190,0,0,0,0,0,-500,0,0
1218,1,16,366,64,0,0,0,0,0,0,TESTAzshara,,,,,,,,,,,,,,,,16712190,0,0,0,0,0,-500,0,0
1219,1,16,367,64,0,0,0,0,0,52,Legash Encampment,,,,,,,,,,,,,,,,16712190,0,0,0,0,0,-500,0,0
1220,1,16,415,64,0,0,0,76,302,52,Thalassian Base Camp,,,,,,,,,,,,,,,,16712190,0,0,0,0,0,-500,0,0
1221,1,16,416,64,0,0,0,176,0,48,Ruins of Eldarath ,,,,,,,,,,,,,,,,16712190,0,0,0,0,0,-500,0,0
1222,1,16,417,64,0,0,0,176,0,0,Hetaera's Clutch,,,,,,,,,,,,,,,,16712190,0,0,0,0,0,-500,0,0
1223,1,16,418,64,0,0,0,15,0,0,Temple of Zin-Malor,,,,,,,,,,,,,,,,16712190,0,0,0,0,0,-500,0,0
1224,1,16,419,64,0,0,0,0,0,0,Bear's Head,,,,,,,,,,,,,,,,16712190,0,0,0,0,0,-500,0,0
1225,1,16,420,64,0,0,0,0,0,49,Ursolan,,,,,,,,,,,,,,,,16712190,0,0,0,0,0,-500,0,0
1226,1,16,421,64,0,0,0,176,0,55,Temple of Arkkoran,,,,,,,,,,,,,,,,16712190,0,0,0,0,0,-500,0,0
1227,1,16,422,64,0,0,0,176,0,50,Bay of Storms,,,,,,,,,,,,,,,,16712190,0,0,0,0,0,-500,0,0
1228,1,16,423,64,0,0,0,176,0,52,The Shattered Strand,,,,,,,,,,,,,,,,16712190,0,0,0,0,0,-500,0,0
1229,1,16,424,64,0,0,0,176,0,53,Tower of Eldara,,,,,,,,,,,,,,,,16712190,0,0,0,0,0,-500,0,0
1230,1,16,425,64,0,0,0,176,0,51,Jagged Reef,,,,,,,,,,,,,,,,16712190,0,0,0,0,0,-500,0,0
1231,1,16,426,64,0,0,0,176,0,52,Southridge Beach,,,,,,,,,,,,,,,,16712190,0,0,0,0,0,-500,0,0
1232,1,16,427,64,0,0,0,176,0,54,Ravencrest Monument,,,,,,,,,,,,,,,,16712190,0,0,0,0,0,-500,0,0
1233,1,16,428,64,0,0,0,215,301,49,Forlorn Ridge,,,,,,,,,,,,,,,,16712190,0,0,0,0,0,-500,0,0
1234,1,16,429,64,0,0,0,0,0,52,Lake Mennar,,,,,,,,,,,,,,,,16712190,0,0,0,0,0,-500,0,0
1235,1,16,430,64,0,0,0,15,0,46,Shadowsong Shrine,,,,,,,,,,,,,,,,16712190,0,0,0,0,0,-500,0,0
1236,1,16,431,64,0,0,0,3,121,45,Haldarr Encampment,,,,,,,,,,,,,,,,16712190,0,0,0,0,0,-500,0,0
1237,1,16,432,64,0,0,0,228,0,49,Valormok,,,,,,,,,,,,,,,,16712190,0,0,0,0,0,-500,0,0
1256,1,16,433,64,0,0,0,176,0,42,The Ruined Reaches,,,,,,,,,,,,,,,,16712190,0,0,0,0,0,-500,0,0
1276,1,331,434,64,0,0,0,0,0,0,The Talondeep Path,,,,,,,,,,,,,,,,16712190,0,0,0,0,0,-500,0,0
1277,1,406,435,64,0,0,0,0,0,20,The Talondeep Path,,,,,,,,,,,,,,,,16712190,0,0,0,0,0,-500,0,0
1296,1,14,372,64,0,0,0,0,0,0,Rocktusk Farm,,,,,,,,,,,,,,,,16712190,0,0,0,0,0,-500,0,0
1297,1,14,407,64,0,0,0,0,0,0,Jaggedswine Farm,,,,,,,,,,,,,,,,16712190,0,0,0,0,0,-500,0,0
1316,1,17,436,64,0,0,70,176,0,33,Razorfen Downs,,,,,,,,,,,,,,,,16712190,0,0,0,0,0,-500,0,0
1336,1,440,373,64,0,0,0,0,0,45,Lost Rigger Cove,,,,,,,,,,,,,,,,16712190,0,0,0,0,0,-500,0,0
1337,70,0,437,0,0,0,0,0,0,0,Uldaman,,,,,,,,,,,,,,,,16712190,0,0,0,0,0,-500,0,0
1338,0,130,438,64,0,0,0,0,0,0,Lordamere Lake,,,,,,,,,,,,,,,,16712190,0,0,0,0,0,-500,0,0
1339,0,36,439,64,0,0,0,0,0,0,Lordamere Lake,,,,,,,,,,,,,,,,16712190,0,0,0,0,0,-500,0,0
1357,0,36,440,64,0,0,37,10,0,36,Gallows' Corner,,,,,,,,,,,,,,,,16712190,0,0,0,0,0,-500,0,0
1377,1,0,374,64,0,0,38,176,0,0,Silithus,,,,,,,,,,,,,,,,16712190,0,0,0,0,0,-500,0.3,0
1397,169,0,376,64,0,0,0,0,0,0,Emerald Forest,,,,,,,,,,,,,,,,16712190,0,0,0,0,0,-500,0,0
1417,109,0,377,0,0,0,0,0,0,0,Sunken Temple,,,,,,,,,,,,,,,,16712190,0,0,0,0,0,-500,0,0
1437,0,4,378,64,0,0,0,0,0,47,Dreadmaul Hold,,,,,,,,,,,,,,,,16712190,0,0,0,0,0,-500,0,0
1438,0,4,379,64,0,0,0,205,303,50,Nethergarde Keep,,,,,,,,,,,,,,,,16712190,0,0,0,0,0,-500,0,0
1439,0,4,380,64,0,0,0,0,0,55,Dreadmaul Post,,,,,,,,,,,,,,,,16712190,0,0,0,0,0,-500,0,0
1440,0,4,381,64,0,0,0,0,0,51,Serpent's Coil,,,,,,,,,,,,,,,,16712190,0,0,0,0,0,-500,0,0
1441,0,4,382,64,0,0,0,10,0,54,Altar of Storms,,,,,,,,,,,,,,,,16712190,0,0,0,0,0,-500,0,0
1442,0,51,383,64,0,0,0,0,0,48,Firewatch Ridge,,,,,,,,,,,,,,,,16712190,0,0,0,0,0,-500,0,0
1443,0,51,384,64,0,0,0,0,0,0,The Slag Pit,,,,,,,,,,,,,,,,16712190,0,0,0,0,0,-500,0,0
1444,0,51,385,64,0,0,0,0,0,56,The Sea of Cinders,,,,,,,,,,,,,,,,16712190,0,0,0,0,0,-500,0,0
1445,0,51,386,64,0,0,0,0,0,0,Blackrock Mountain,,,,,,,,,,,,,,,,16712190,0,0,0,0,0,-500,0,0
1446,0,51,387,64,0,0,0,0,0,0,Thorium Point,,,,,,,,,,,,,,,,16712190,0,0,0,0,0,-500,0,0
1457,0,4,388,64,0,0,0,0,0,47,Garrison Armory,,,,,,,,,,,,,,,,16712190,0,0,0,0,0,-500,0,0
1477,109,0,389,0,0,0,33,3,0,0,The Temple of Atal'Hakkar,,,,,,,,,,,,,,,,16712190,0,0,0,0,0,-500,0,0
1497,0,0,685,312,0,0,40,0,0,10,Undercity,,,,,,,,,,,,,,,,16712190,4,0,0,0,0,-500,0,0
1517,0,3,686,64,0,0,0,0,0,0,Uldaman,,,,,,,,,,,,,,,,16712190,0,0,0,0,0,-500,0,0
1518,0,40,687,64,0,0,0,0,0,0,Not Used Deadmines,,,,,,,,,,,,,,,,16712190,0,0,0,0,0,-500,0,0
1519,0,0,688,312,0,0,31,13,61,10,Stormwind City,,,,,,,,,,,,,,,,16712190,2,0,0,0,0,-500,0,0
1537,0,0,689,312,0,0,42,0,0,10,Ironforge,,,,,,,,,,,,,,,,16712190,2,0,0,0,0,-500,0,0
1557,1,400,690,64,0,0,0,0,0,0,Splithoof Hold,,,,,,,,,,,,,,,,16712190,0,0,0,0,0,-500,0,0
1577,0,33,691,64,0,0,0,0,0,0,The Cape of Stranglethorn,,,,,,,,,,,,,,,,16712190,0,0,0,0,0,-500,0,0
1578,0,33,692,64,0,0,0,0,0,0,Southern Savage Coast,,,,,,,,,,,,,,,,16712190,0,0,0,0,0,-500,0,0
1579,0,0,693,64,0,0,0,0,0,0,Unused The Deadmines 002,,,,,,,,,,,,,,,,16712190,2,0,0,0,0,-500,0,0
1580,0,1579,694,64,0,0,0,0,0,0,Unused Ironclad Cove 003,,,,,,,,,,,,,,,,16712190,0,0,0,0,0,-500,0,0
1581,36,0,695,0,76,0,53,204,0,0,The Deadmines,,,,,,,,,,,,,,,,16712190,2,0,0,0,0,-500,0,0
1582,36,1581,696,0,76,0,53,204,181,0,Ironclad Cove,,,,,,,,,,,,,,,,16712190,2,0,0,0,0,-500,0,0
1583,229,0,697,0,0,0,0,0,0,0,Blackrock Spire,,,,,,,,,,,,,,,,16712190,0,0,0,0,0,-500,0,0
1584,230,0,698,0,0,0,0,0,0,0,Blackrock Depths,,,,,,,,,,,,,,,,16712190,0,0,0,0,0,-500,0,0
1597,1,17,699,64,0,0,0,0,0,0,Raptor Grounds UNUSED,,,,,,,,,,,,,,,,16712190,4,0,0,0,0,-500,0,0
1598,1,17,700,64,0,0,0,0,0,0,Grol'dom Farm UNUSED,,,,,,,,,,,,,,,,16712190,4,0,0,0,0,-500,0,0
1599,1,17,701,64,0,0,0,0,0,0,Mor'shan Base Camp,,,,,,,,,,,,,,,,16712190,4,0,0,0,0,-500,0,0
1600,1,17,702,64,0,0,0,0,0,0,Honor's Stand UNUSED,,,,,,,,,,,,,,,,16712190,4,0,0,0,0,-500,0,0
1601,1,17,703,64,0,0,0,0,0,0,Blackthorn Ridge UNUSED,,,,,,,,,,,,,,,,16712190,4,0,0,0,0,-500,0,0
1602,1,17,704,64,0,0,0,0,0,0,Bramblescar UNUSED,,,,,,,,,,,,,,,,16712190,4,0,0,0,0,-500,0,0
1603,1,17,705,64,0,0,0,0,0,0,Agama'gor UNUSED,,,,,,,,,,,,,,,,16712190,4,0,0,0,0,-500,0,0
1617,0,1519,706,64,0,0,43,13,61,0,Valley of Heroes,,,,,,,,,,,,,,,,16712190,2,0,0,0,0,-500,0,0
1637,1,0,707,312,0,0,25,7,62,10,Orgrimmar,,,,,,,,,,,,,,,,16712190,4,0,0,0,0,-500,0,0
1638,1,0,708,312,0,0,45,226,381,10,Thunder Bluff,,,,,,,,,,,,,,,,16712190,4,0,0,0,0,-500,0,0
1639,1,1638,709,64,0,0,0,0,0,0,Elder Rise,,,,,,,,,,,,,,,,16712190,4,0,0,0,0,-500,0,0
1640,1,1638,710,64,0,0,0,0,0,0,Spirit Rise,,,,,,,,,,,,,,,,16712190,4,0,0,0,0,-500,0,0
1641,1,1638,711,64,0,0,0,0,0,0,Hunter Rise,,,,,,,,,,,,,,,,16712190,4,0,0,0,0,-500,0,0
1657,1,0,712,312,0,0,48,76,63,10,Darnassus,,,,,,,,,,,,,,,,16712190,2,0,0,0,0,-500,0,0
1658,1,1657,713,64,0,0,0,0,103,0,Cenarion Enclave,,,,,,,,,,,,,,,,16712190,2,0,0,0,0,-500,0,0
1659,1,1657,714,64,0,0,0,0,0,0,Craftsmen's Terrace,,,,,,,,,,,,,,,,16712190,2,0,0,0,0,-500,0,0
1660,1,1657,715,64,0,0,0,0,0,0,Warrior's Terrace,,,,,,,,,,,,,,,,16712190,2,0,0,0,0,-500,0,0
1661,1,1657,716,64,0,0,0,0,0,0,The Temple Gardens,,,,,,,,,,,,,,,,16712190,2,0,0,0,0,-500,0,0
1662,1,1657,717,64,0,0,0,0,0,0,Tradesmen's Terrace,,,,,,,,,,,,,,,,16712190,2,0,0,0,0,-500,0,0
1677,0,36,718,64,0,0,0,0,0,33,Gavin's Naze,,,,,,,,,,,,,,,,16712190,0,0,0,0,0,-500,0,0
1678,0,36,719,64,0,0,0,0,0,33,Sofera's Naze,,,,,,,,,,,,,,,,16712190,0,0,0,0,0,-500,0,0
1679,0,36,720,64,0,0,0,0,0,33,Corrahn's Dagger,,,,,,,,,,,,,,,,16712190,0,0,0,0,0,-500,0,0
1680,0,36,721,64,0,0,0,0,0,34,The Headland,,,,,,,,,,,,,,,,16712190,0,0,0,0,0,-500,0,0
