ID,ContinentID,ParentAreaID,Flags,SoundProviderPref,SoundProviderPrefUnderwater,MIDIAmbience,MIDIAmbienceUnderwater,ZoneMusic,IntroSound,IntroPriority,ExplorationLevel,AreaName_lang[0],AreaName_lang[1],AreaName_lang[2],AreaName_lang[3],AreaName_lang[4],AreaName_lang[5],AreaName_lang[6],AreaName_lang[7],AreaName_lang_mask
838,0,38,0,0,0,0,0,0,0,0,0,North Gate Pass,,,,,,,,65536
839,0,38,0,0,0,0,0,0,0,0,0,South Gate Pass,,,,,,,,65536
398,1,215,0,0,11,45,25,9,0,0,8,Wildmane Water Well,,,,,,,,65538
400,1,0,0,0,11,43,25,9,0,0,-1,Thousand Needles,,,,,,,,65538
401,1,17,0,0,11,46,25,7,0,0,-1,The Tidus Stair,,,,,,,,6750208
404,1,215,0,0,11,45,25,9,0,0,8,Bael'Dun Digsite,,,,,,,,6750210
405,1,0,0,0,11,113,25,7,0,0,-1,Desolace,,,,,,,,6750210
406,1,0,0,0,11,43,25,7,0,0,-1,Stonetalon Mountains,,,,,,,,65538
407,1,14,0,0,11,51,25,14,0,1,10,Orgrimmar,,,,,,,,6750210
408,0,0,0,0,11,0,25,0,0,0,-1,Gillijim's Isle,,,,,,,,6750210
409,0,0,0,0,11,0,25,0,0,0,-1,Island of Doctor Lapidis,,,,,,,,6750210
410,1,14,0,0,11,47,25,9,0,0,8,Razorwind Canyon,,,,,,,,6750210
411,1,331,0,0,11,35,25,15,0,0,-1,Bathran's Haunt,,,,,,,,6750210
413,1,331,0,0,11,0,25,0,0,0,-1,Maestra's Post,,,,,,,,6750210
414,1,331,0,0,11,0,25,0,0,0,20,The Zoram Strand,,,,,,,,6750210
415,1,331,0,0,11,35,25,11,0,0,20,Astranaar,,,,,,,,6750210
416,1,331,0,0,11,35,25,11,0,0,23,The Shrine of Aessina,,,,,,,,6750210
417,1,331,0,0,11,0,25,0,0,0,25,Fire Scar Shrine,,,,,,,,6750210
418,1,331,0,0,11,0,25,0,0,0,23,The Ruins of Stardust,,,,,,,,6750210
419,1,331,0,0,11,0,25,0,0,0,-1,The Howling Vale,,,,,,,,6750210
420,1,331,0,0,11,0,25,0,0,0,-1,Silverwind Refuge,,,,,,,,6750210
421,1,331,0,0,11,0,25,0,0,0,25,Mystral Lake,,,,,,,,6750210
422,1,331,0,0,11,0,25,0,0,0,26,Fallen Sky Lake,,,,,,,,6750210
424,1,331,0,0,11,0,25,0,0,0,22,Iris Lake,,,,,,,,6750210
426,1,331,0,0,11,0,25,0,0,0,-1,Raynewood Retreat,,,,,,,,6750210
427,1,331,0,0,11,0,25,0,0,0,-1,The Shady Nook,,,,,,,,6750208
430,1,331,0,0,11,0,25,0,0,0,28,Satyrnaar,,,,,,,,6750210
432,1,331,0,0,11,0,25,0,0,0,30,The Dor'Danil Barrow Den,,,,,,,,65538
433,1,331,0,0,11,0,25,0,0,0,-1,Falfarren River,,,,,,,,6750210
435,1,331,0,0,11,33,25,11,0,0,-1,Demon Fall Canyon,,,,,,,,6750208
436,1,331,0,0,11,0,25,0,0,0,-1,Demon Fall Ridge,,,,,,,,6750208
438,1,331,0,0,11,0,25,0,0,0,-1,Bough Shadow,,,,,,,,6750208
439,1,400,0,0,11,43,25,9,0,0,35,The Shimmering Flats,,,,,,,,6750210
440,1,0,0,0,11,10,25,7,0,0,-1,Tanaris,,,,,,,,6750210
441,1,331,0,0,11,0,25,0,0,0,-1,Lake Falathim,,,,,,,,6750210
442,1,148,0,0,11,33,25,11,0,0,-1,Auberdine,,,,,,,,196610
443,1,148,0,0,11,33,25,11,0,0,-1,Ruins of Mathystra,,,,,,,,6750210
444,1,148,0,0,11,0,25,0,0,0,-1,Tower of Althalaxx,,,,,,,,6750210
445,1,148,0,0,11,33,25,11,0,0,-1,Cliffspring Falls,,,,,,,,6750210
446,1,148,0,0,11,33,25,11,0,0,-1,Bashal'Aran,,,,,,,,6750210
447,1,148,0,0,11,33,25,15,0,0,-1,Ameth'Aran,,,,,,,,6750210
448,1,148,0,0,11,0,25,0,0,0,-1,Grove of the Ancients,,,,,,,,6750210
449,1,148,0,0,11,0,25,0,0,0,-1,The Master's Glaive,,,,,,,,6750210
450,1,148,0,0,11,33,25,11,0,0,-1,Remtravel's Excavation,,,,,,,,6750210
452,1,148,0,0,11,33,25,11,0,0,-1,Mist's Edge,,,,,,,,196608
454,1,148,0,0,11,0,25,0,0,0,-1,Wildbend River,,,,,,,,6750208
455,1,148,0,0,11,33,25,11,0,0,-1,Blackwood Den,,,,,,,,6750210
456,1,148,0,0,11,0,25,0,0,0,-1,Cliffspring River,,,,,,,,6750210
458,1,17,0,0,11,46,25,7,0,0,10,Gold Road,,,,,,,,6750210
459,0,85,0,0,11,0,25,0,0,0,10,Scarlet Watch Post,,,,,,,,6750210
460,1,406,0,0,11,43,25,7,0,0,20,Sun Rock Retreat,,,,,,,,6750210
461,1,406,0,0,11,43,25,7,0,0,20,Windshear Crag,,,,,,,,6750210
463,1,406,0,0,11,43,25,7,0,0,20,Cragpool Lake,,,,,,,,458754
464,1,406,0,0,11,43,25,7,0,0,21,Mirkfallon Lake,,,,,,,,6750210
465,1,406,0,0,11,43,25,7,1098149477,0,25,The Charred Vale,,,,,,,,6750210
466,1,406,0,0,11,43,25,7,0,0,-1,Valley of the Bloodfuries,,,,,,,,6750208
468,1,406,0,0,11,43,25,7,0,0,-1,The Talon Den,,,,,,,,6750210
469,1,406,0,0,11,43,25,7,0,0,18,Greatwood Vale,,,,,,,,6750210
470,1,215,0,0,11,49,25,9,1315270255,0,10,Thunder Bluff,,,,,,,,65538
471,1,215,0,0,11,45,25,9,1315270255,0,-1,Brave Wind Mesa,,,,,,,,6750208
472,1,215,0,0,11,45,25,9,1315270255,0,-1,Fire Stone Mesa,,,,,,,,6750208
474,1,215,0,0,11,45,25,9,1315270255,0,-1,Hunter Rise,,,,,,,,65538
475,1,215,0,0,11,45,25,9,1315270255,0,-1,Spirit Rise,,,,,,,,65538
476,1,215,0,0,11,45,25,9,1315270255,0,-1,Elder Rise,,,,,,,,65538
477,0,33,0,0,11,17,25,3,0,0,-1,Ruins of Jubuwal,,,,,,,,6750210
478,1,141,0,0,11,35,25,11,0,0,8,Pools of Arlithrien,,,,,,,,6750210
479,1,400,0,0,11,43,25,9,0,0,35,The Rustmaul Dig Site,,,,,,,,6750208
480,1,400,0,0,11,43,25,9,0,0,30,Camp E'thok,,,,,,,,6750210
482,1,400,0,0,11,43,25,9,0,0,30,Highperch,,,,,,,,6750208
483,1,400,0,0,11,43,25,9,0,0,30,The Screeching Canyon,,,,,,,,6750210
484,1,400,0,0,11,43,25,9,0,0,30,Freewind Post,,,,,,,,6750210
485,1,400,0,0,11,43,25,9,0,0,25,The Great Lift,,,,,,,,6750210
486,1,400,0,0,11,43,25,9,0,0,-1,Galak Hold,,,,,,,,6750210
487,1,400,0,0,11,43,25,9,0,0,-1,Roguefeather Den,,,,,,,,6750210
488,1,400,0,0,11,43,25,9,0,0,-1,The Weathered Nook,,,,,,,,6750208
489,1,357,0,0,11,0,25,0,0,0,30,Thalanaar,,,,,,,,6750210
490,1,0,0,0,11,0,25,0,0,0,-1,Ungoro Crater,,,,,,,,6750208
491,47,0,0,0,11,0,25,0,0,0,-1,Razorfen Kraul,,,,,,,,6750210
492,0,10,0,0,11,14,25,15,0,0,-1,Raven Hill Cemetery,,,,,,,,6750210
493,1,0,0,0,11,0,25,0,0,0,-1,Moonglade,,,,,,,,6750208
496,1,15,0,0,0,0,0,0,0,0,-1,Brackenwall Village,,,,,,,,6750210
495,0,0,0,0,0,35,0,11,0,0,-1,DELETE ME,,,,,,,,65536
497,1,15,0,0,0,0,0,0,0,0,-1,Swamplight Manor,,,,,,,,6750208
498,1,15,0,0,0,0,0,0,0,0,-1,Bloodfen Burrow,,,,,,,,6750210
499,1,15,0,0,0,0,0,0,0,0,-1,Darkmist Cavern,,,,,,,,6750210
504,1,15,0,0,0,0,0,0,0,0,-1,North Point Tower,,,,,,,,6750210
505,1,15,0,0,0,0,0,0,0,0,-1,West Point Tower,,,,,,,,6750210
506,1,15,0,0,0,0,0,0,0,0,-1,Lost Point,,,,,,,,6750210
507,1,15,0,0,0,0,0,0,0,0,-1,Bluefen,,,,,,,,6750208
508,1,15,0,0,0,0,0,0,0,0,-1,Stonemaul Ruins,,,,,,,,6750208
509,1,15,0,0,0,0,0,0,0,0,-1,The Den of Flame,,,,,,,,6750208
511,1,15,0,0,0,0,0,0,0,0,-1,Wyrmbog,,,,,,,,6750208
512,1,15,0,0,0,0,0,0,0,0,-1,Onyxia's Lair,,,,,,,,6750210
513,1,15,0,0,0,0,0,0,0,0,-1,Theramore Isle,,,,,,,,6750210
514,1,15,0,0,0,0,0,0,0,0,-1,Foothold Citadel,,,,,,,,6750208
515,1,15,0,0,0,0,0,0,0,0,-1,Ironclad Prison,,,,,,,,6750208
516,1,15,0,0,0,0,0,0,0,0,-1,Dustwallow Bay,,,,,,,,6750208
517,1,15,0,0,0,0,0,0,0,0,-1,Tidefury Cove,,,,,,,,6750208
518,1,15,0,0,0,0,0,0,0,0,-1,Dreadmurk Shore,,,,,,,,6750208
536,0,10,0,0,11,14,25,2,0,0,-1,Addle's Stead,,,,,,,,6750210
537,1,490,0,0,0,0,0,0,0,0,-1,Fire Plume Ridge,,,,,,,,6750208
538,1,490,0,0,0,0,0,0,0,0,-1,Lik'ash Tar Pits,,,,,,,,6750208
539,1,490,0,0,0,0,0,0,0,0,-1,Terror Run,,,,,,,,6750208
540,1,490,0,0,0,0,0,0,0,0,-1,The Slithering Scar,,,,,,,,6750208
541,1,490,0,0,0,0,0,0,0,0,-1,Marshal's Refuge,,,,,,,,6750208
542,1,490,0,0,0,0,0,0,0,0,-1,Fungal Rock,,,,,,,,6750208
543,1,490,0,0,0,0,0,0,0,0,-1,Golakka Hot Springs,,,,,,,,6750208
556,0,38,0,0,11,44,25,1,0,0,0,The Loch,,,,,,,,6750210
576,0,10,0,0,0,14,0,2,0,0,-1,Beggar's Haunt,,,,,,,,6750208
22,0,0,0,0,11,0,25,2,0,0,-1,Programmer Isle,,,,,,,,6750210
87,0,12,0,0,11,9,25,1,0,0,5,Goldshire,,,,,,,,6750210
425,1,331,0,0,11,0,25,0,0,0,-1,Moonwell,,,,,,,,6750210
54,0,12,0,0,11,9,25,1,0,0,8,Jasperlode Mine,,,,,,,,196610
226,0,130,0,0,11,0,25,0,0,0,-1,The Skittering Dark,,,,,,,,6750210
382,1,17,0,0,11,46,25,7,0,0,15,The Sludge Fen,,,,,,,,6750210
431,1,331,0,0,11,0,25,0,0,0,30,Solace Glade,,,,,,,,6750210
473,1,215,0,0,11,45,25,9,1315270255,0,-1,Mantle Rock,,,,,,,,6750208
13,0,10,0,0,3,35,25,11,0,0,-1,The World Tree,,,,,,,,6750210
41,0,0,0,0,11,12,25,2,0,0,-1,Deadwind Pass,,,,,,,,6750210
68,0,44,0,0,11,15,25,1,0,0,-1,Lake Everstill,,,,,,,,65538
92,0,12,0,0,11,9,25,1,0,0,-1,Mirror Lake,,,,,,,,6750210
120,0,12,0,0,11,9,25,0,0,0,8,Westbrook Garrison,,,,,,,,196610
151,0,0,0,0,11,37,25,3,0,0,-1,Designer Island,,,,,,,,6750210
188,1,141,0,0,11,35,25,11,0,0,0,Shadowglen,,,,,,,,6750210
220,1,215,0,0,11,45,25,9,0,0,0,Red Cloud Mesa,,,,,,,,6750210
245,0,10,0,0,11,14,25,2,1315270255,0,-1,The Yorgen Farmstead,,,,,,,,6750210
276,0,0,0,0,11,0,25,0,0,0,-1,Stonewrought Pass,,,,,,,,6750210
302,0,33,0,0,11,0,25,0,0,0,-1,The Crystal Shore,,,,,,,,6750210
328,0,45,0,0,11,0,25,0,0,0,-1,The Drowned Reef,,,,,,,,6750208
371,1,14,0,0,11,72,25,9,0,0,-1,Dustwind Cave,,,,,,,,6750210
403,1,15,0,0,11,34,25,3,0,0,-1,Shady Rest Inn,,,,,,,,6750208
428,1,331,0,0,11,0,25,0,0,0,-1,Night Run,,,,,,,,6750208
434,1,331,0,0,11,0,25,0,0,0,-1,Felfire Hill,,,,,,,,6750210
457,1,0,0,0,11,0,25,0,0,0,-1,The Veiled Sea,,,,,,,,458754
481,1,400,0,0,11,43,25,9,0,0,-1,Splithoof Crag,,,,,,,,65536
503,1,15,0,0,0,0,0,0,0,0,-1,Sentry Point,,,,,,,,6750210
19,0,33,0,0,11,17,25,3,0,0,-1,Zul Gurub,,,,,,,,6750210
81,0,22,0,0,11,0,25,0,0,0,-1,Jeff NE Quadrant,,,,,,,,6750210
113,0,40,0,0,11,72,25,9,1098149477,0,-1,Gold Coast Quarry,,,,,,,,6750210
169,0,85,0,0,11,0,25,0,0,0,8,Whispering Shore,,,,,,,,6750208
196,0,28,0,0,11,0,25,15,0,0,-1,Uther's Tomb,,,,,,,,6750210
250,0,46,0,0,11,0,25,0,0,0,-1,Ruins of Thaurisan,,,,,,,,6750210
268,37,0,0,0,11,0,25,0,0,0,-1,Plains of Snow,,,,,,,,6750208
322,0,45,0,0,11,37,25,8,0,0,-1,Blackwater Shipwrecks,,,,,,,,6750210
387,1,17,0,0,11,46,25,7,0,0,12,Lushwater Oasis,,,,,,,,458754
453,1,148,0,0,11,0,25,0,0,0,-1,The Long Wash,,,,,,,,196610
510,1,15,0,0,0,0,0,0,0,0,-1,The Dragonmurk,,,,,,,,6750208
100,0,33,0,0,11,17,25,3,0,0,-1,Nesingwary's Expedition,,,,,,,,6750210
102,0,33,0,0,11,17,25,3,0,0,-1,Ruins of Zul'Kunda,,,,,,,,6750210
238,0,130,0,0,11,39,25,2,0,0,-1,Malden's Orchard,,,,,,,,6750210
239,0,130,0,0,11,39,25,2,0,0,11,The Ivar Patch,,,,,,,,6750210
311,0,33,0,0,11,0,25,0,0,0,-1,Ruins of Aboraz,,,,,,,,6750210
315,0,45,0,0,11,0,25,0,0,0,31,Dabyrie's Farmstead,,,,,,,,6750210
354,0,47,0,0,11,44,25,1,0,0,-1,Jintha'Alor,,,,,,,,6750210
355,0,47,0,0,11,44,25,1,0,0,-1,The Altar of Zul,,,,,,,,6750210
596,1,405,0,0,11,113,25,7,0,0,0,Kodo Graveyard,,,,,,,,6750210
597,1,405,0,0,11,113,25,7,0,0,0,Ghost Walker Post,,,,,,,,6750210
598,1,405,0,0,11,113,25,7,0,0,0,Sar'theris Strand,,,,,,,,6750208
599,1,405,0,0,11,113,25,7,0,0,0,Thunder Axe Fortress,,,,,,,,6750208
600,1,405,0,0,11,113,25,7,0,0,0,Bolgan's Hole,,,,,,,,6750208
609,1,405,0,0,11,113,25,7,0,0,0,Kolkar Village,,,,,,,,6750210
602,1,405,0,0,11,113,25,7,0,0,0,Mannoroc Coven,,,,,,,,6750208
603,1,405,0,0,11,47,25,9,0,0,0,Sargeron,,,,,,,,6750210
604,1,405,0,0,11,113,25,7,0,0,0,Magram Village,,,,,,,,6750210
26,0,40,0,0,11,72,25,7,1098149477,0,-1,Lighthouse,,,,,,,,458754
606,1,405,0,0,11,113,25,7,0,0,0,Gelkis Village,,,,,,,,6750210
607,1,405,0,0,11,113,25,7,0,0,0,Valley of Spears,,,,,,,,6750210
608,1,405,0,0,11,113,25,7,0,0,0,Nijel's Point,,,,,,,,6750208
60,0,12,0,0,11,9,25,1,0,0,8,Forest's Edge,,,,,,,,196610
153,0,85,0,0,11,36,25,2,1315270255,0,10,Ruins of Lordaeron,,,,,,,,6750210
235,0,130,0,0,11,0,25,0,0,0,-1,Fenris Keep,,,,,,,,6750210
317,0,45,0,0,11,0,25,0,0,0,33,Witherbark Village,,,,,,,,6750210
399,1,215,0,0,11,45,25,9,1315270255,0,6,Skyline Ridge,,,,,,,,6750208
429,1,331,0,0,11,0,25,0,0,0,30,Xavian,,,,,,,,6750210
437,1,331,0,0,11,0,25,0,0,0,-1,Kargathia Outpost,,,,,,,,6750210
467,1,406,0,0,11,43,25,7,0,0,25,Stonetalon Peak,,,,,,,,6750210
501,1,15,0,0,11,34,25,3,0,0,-1,Beezil's Wreck,,,,,,,,6750208
271,0,267,0,0,11,44,25,1,0,0,22,Southshore,,,,,,,,6750210
295,0,267,0,0,11,44,25,1,0,0,30,Western Strand,,,,,,,,6750210
10,0,0,0,0,11,14,25,2,0,0,-1,Duskwood,,,,,,,,6750210
11,0,0,0,0,11,38,25,3,0,0,-1,Wetlands,,,,,,,,458754
616,1,0,0,0,0,0,0,0,0,0,0,Hyjal,,,,,,,,6750210
173,0,85,0,0,11,36,25,2,0,0,-1,Faol's Rest,,,,,,,,6750210
618,1,0,0,0,0,16,25,8,1315270255,0,0,Winterspring,,,,,,,,6750208
186,1,141,0,0,11,35,25,11,0,0,5,Dolanaar,,,,,,,,6750210
500,1,15,0,0,0,0,0,0,0,0,-1,Moggle Point,,,,,,,,6750208
502,1,15,0,0,0,0,0,0,0,0,-1,Witch Hill,,,,,,,,6750208
412,1,331,0,0,11,0,25,0,0,0,20,The Ruins of Ordil'Aran,,,,,,,,6750210
636,1,406,0,0,0,43,0,7,0,0,0,Blackwolf River,,,,,,,,458752
71,0,44,0,0,11,15,25,1,0,0,-1,Stonewatch Falls,,,,,,,,6750210
93,0,10,0,0,11,14,25,2,0,0,-1,Vul'Gol Ogre Mound,,,,,,,,6750210
117,0,33,0,0,11,17,25,3,0,0,-1,Grom'gol Base Camp,,,,,,,,6750210
254,0,46,0,0,11,30,25,10,0,0,-1,Blackrock Spire,,,,,,,,6750210
308,0,0,0,0,11,0,25,1,0,0,-1,The Forbidding Sea,,,,,,,,458754
313,0,45,0,0,11,0,25,0,0,0,31,Northfold Manor,,,,,,,,6750210
338,0,3,0,0,11,47,25,7,0,0,-1,Angor Fortress,,,,,,,,6750210
339,0,3,0,0,11,0,25,0,0,0,-1,Lethlor Ravine,,,,,,,,6750210
637,1,215,0,0,0,45,25,9,1315270255,0,0,Kodo Rock,,,,,,,,65538
638,1,14,0,0,0,0,0,0,0,0,0,Hidden Path,,,,,,,,65538
639,1,14,0,0,0,0,0,0,0,0,0,Spirit Rock,,,,,,,,65538
640,1,14,0,0,0,0,0,0,0,0,0,Shrine of the Dormant Flame,,,,,,,,458754
716,0,1,0,0,0,0,0,0,0,0,0,Ironband's Compound,,,,,,,,65536
717,34,0,0,0,0,0,0,0,0,0,0,The Stockade,,,,,,,,65538
718,43,0,0,0,11,173,25,0,1098149477,0,0,Wailing Caverns,,,,,,,,65538
719,48,0,0,75,0,133,0,11,1315270255,0,0,Blackfathom Deeps,,,,,,,,65538
720,1,17,0,0,0,0,0,0,0,0,0,Fray Island,,,,,,,,65538
722,129,0,0,0,0,0,0,0,0,0,0,Razorfen Downs,,,,,,,,65536
736,1,141,0,0,0,0,0,0,0,0,8,Ban'ethil Hollow,,,,,,,,65538
796,189,0,0,0,0,0,0,0,0,0,0,Scarlet Monastary,,,,,,,,65538
797,0,12,0,0,0,0,0,0,0,0,8,Jerod's Landing,,,,,,,,65536
798,0,12,0,0,0,0,0,0,0,0,8,Ridgepoint Tower,,,,,,,,65536
799,0,10,0,0,0,14,25,2,1315270255,0,10,The Darkened Bank,,,,,,,,65536
800,0,1,0,0,0,0,0,0,0,0,0,Coldridge Pass,,,,,,,,65536
801,0,1,0,0,0,0,0,0,0,0,8,Chill Breeze Valley,,,,,,,,65536
802,0,1,0,0,0,0,0,0,0,0,8,Shimmer Ridge,,,,,,,,65536
803,0,1,0,0,0,0,0,0,0,0,7,Amberstill Ranch,,,,,,,,65536
804,0,1,0,0,0,0,0,0,0,0,8,The Tundrid Hills,,,,,,,,65536
805,0,1,0,0,0,0,0,0,0,0,0,South Gate Pass,,,,,,,,65536
806,0,1,0,0,0,0,0,0,0,0,0,South Gate Outpost,,,,,,,,65536
807,0,1,0,0,0,0,0,0,0,0,0,North Gate Pass,,,,,,,,65536
808,0,1,0,0,0,0,0,0,0,0,0,North Gate Outpost,,,,,,,,65536
809,0,1,0,0,0,0,0,0,0,0,8,Ironforge,,,,,,,,65538
810,0,85,0,0,0,0,0,0,0,0,7,Stillwater Pond,,,,,,,,65536
811,0,85,0,0,0,0,0,0,0,0,5,Nightmare Vale,,,,,,,,65538
812,0,85,0,0,0,0,0,0,0,0,10,Venomweb Vale,,,,,,,,65536
813,0,28,0,0,0,0,0,0,0,0,0,The Bulwark,,,,,,,,65538
814,1,14,0,0,0,0,0,0,0,0,0,Southfury River,,,,,,,,65538
815,1,17,0,0,0,0,0,0,0,0,0,Southfury River,,,,,,,,65538
816,1,14,0,0,0,0,0,0,0,0,8,Razormane Grounds,,,,,,,,65536
817,1,14,0,0,0,0,0,0,0,0,10,Skull Rock,,,,,,,,65538
818,1,215,0,0,0,0,0,0,0,0,5,Palemane Rock,,,,,,,,65536
819,1,215,0,0,0,0,0,0,0,0,0,Windfury Ridge,,,,,,,,65536
820,1,215,0,0,0,0,0,0,0,0,5,The Golden Plains,,,,,,,,65536
821,1,215,0,0,0,0,0,0,0,0,8,The Rolling Plains,,,,,,,,65536
836,0,11,0,0,0,0,0,0,0,0,0,Dun Algaz,,,,,,,,65538
837,0,38,0,0,0,0,0,0,0,0,0,Dun Algaz,,,,,,,,65538
856,0,10,0,0,0,14,25,2,1315270255,0,0,Twilight Grove,,,,,,,,65538
876,1,0,0,0,0,0,0,0,0,0,0,GM Island,,,,,,,,65536
877,1,17,0,0,0,0,0,0,0,0,0,Delete ME,,,,,,,,65536
878,1,16,0,0,0,0,0,0,0,0,0,Southfury Rivr,,,,,,,,65538
879,1,331,0,0,0,0,0,0,0,0,0,Southfury River,,,,,,,,65538
880,0,45,0,0,0,0,0,0,0,0,0,Thandol Span,,,,,,,,65538
881,0,11,0,0,0,0,0,0,0,0,0,Thandol Span,,,,,,,,65538
