ID,Text,Language
1690,\<kunt\>,0
1694,\<lesbo\>,0
1701,\<longusdongus\>,0
1702,\<lsd\>,0
1708,\<mangina\>,0
1709,\<mansatchel\>,0
1710,\<marijuana\>,0
1712,\<mast[eu]rbat,0
1719,\<meth\>,0
1725,\<mooby\>,0
1729,\<morningwood\>,0
1732,\<monstercock,0
1736,\<moulie\>,0
1740,\<muffdiver,0
1745,\<natzi\>,0
1748,\<necrophil,0
1751,\<negrolicious\>,0
1752,\<negromancer\>,0
1755,\<nicklebag\>,0
1767,\<niglet,0
1769,\<nignog\>,0
1770,\<nigs\>,0
1776,\<oface\>,0
1780,\<onanism\>,0
1781,\<opium\>,0
1783,\<orgasm\>,0
1790,\<pcp\>,0
1792,\<pedophile\>,0
1794,\<penis,0
1799,\<phugface\>,0
1800,\<pikajew\>,0
1811,\<poontang\>,0
1817,\<porn\>,0
1822,\<priapism\>,0
1823,\<pr[o0]n\>,0
1824,\<pudendum\>,0
1829,\<pussyfart,0
1833,\<pussylick,0
1834,\<pussystomp,0
1835,\<puto\>,0
1836,\<quaaludes\>,0
1842,\<queers\>,0
1843,\<qweef\>,0
1845,\<raghead\>,0
1852,\<reefer\>,0
1853,\<reggin\>,0
1856,\<rimjob\>,0
1857,\<rohypnol\>,0
1860,\<rugmunch,0
1866,nig+er\>,0
1873,\<scrotum,0
1878,\<semen\>,0
1881,\<sexmachine\>,0
1892,\<slut\>,0
1893,\<slutmuffin\>,0
1894,\<smegma\>,0
1895,\<spanishfly\>,0
1903,\<spics\>,0
1907,\<squarehead\>,0
1908,\<stfu\>,0
1912,\<strapon\>,0
1921,\<talliwhacker\>,0
1924,\<tards\>,0
1926,\<teabagging\>,0
1933,\<throbknobbin\>,0
1934,\<thunderfuck\>,0
1935,\<tirdburglar,0
1955,\<turdburglars\>,0
1957,\<twatlick,0
1958,\<twats\>,0
1959,\<twatsuck,0
1972,\<viagra\>,0
1979,\<whitti?ey?\>,0
1980,\<whop\>,0
1985,\<zoophilia\>,0
2003,法$轮,4
2004,法$$轮,4
2005,法^轮,4
2006,法^^轮,4
2007,法@轮,4
2008,法@@轮,4
2009,法~轮,4
2010,法~~轮,4
2011,外挂,4
2014,外•挂,4
2015,外••挂,4
2016,外@挂,4
2017,外@@挂,4
2018,外~挂,4
2019,外~~挂,4
2020,外$挂,4
2022,私服,4
2025,毛泽东,4
2026,周恩来,4
2027,马克思,4
2028,恩格斯,4
2029,列宁,4
2030,赵紫阳,4
2031,胡耀邦,4
2032,刘少奇,4
2033,邓小平,4
2034,江泽民,4
2035,胡锦涛,4
2036,吴邦国,4
2037,温家宝,4
2038,贾庆林,4
2039,曾庆红,4
2040,黄菊,4
2041,吴官正,4
2042,李长春,4
2043,罗干,4
2044,王乐泉,4
2045,王兆国,4
2046,回良玉,4
2047,刘淇,4
2048,刘云山,4
2049,吴仪,4
2050,张立昌,4
2051,张德江,4
2052,陈良宇,4
2054,周永康,4
2055,俞正声,4
2056,贺国强,4
2057,郭伯雄,4
2058,曹刚川,4
2059,曾培炎,4
2060,李鹏,4
2061,朱镕基,4
2062,李瑞环,4
2063,尉健行,4
2064,李岚清,4
2065,李洪志,4
2066,萨达姆,4
2067,拉登,4
2068,法轮,4
2069,法轮功,4
2070,法轮大法,4
2072,台独,4
2073,台湾独立,4
2074,恐怖主义,4
2075,狗屁,4
2076,大便,4
2077,撒尿,4
2078,淫秽,4
2079,阴部,4
2080,阴道,4
2081,屁股,4
2082,操逼,4
2083,军妓,4
2084,卖淫,4
2085,阴唇,4
2086,鸡八,4
2087,骚货,4
2088,强奸,4
2089,阴毛,4
2090,轮奸,4
2091,叫床,4
2092,妓院,4
2093,鸡鸡,4
2094,奶子,4
2095,花柳,4
2096,爱滋,4
2097,淫水,4
2098,打炮,4
2099,龟头,4
2100,乳房,4
2101,妓女,4
2102,鬼公,4
2103,嫖客,4
2104,吹箫,4
2105,包皮,4
2106,月经,4
2107,荡妇,4
2108,放荡,4
2109,婊子,4
2110,野鸡,4
2111,招妓,4
2112,他妈的,4
2113,日他娘,4
2114,狗日的,4
2115,王八蛋,4
2116,性无能,4
2117,婊子养的,4
2118,狗狼养的,4
2119,操你奶奶,4
2120,操你妈,4
2121,傻逼,4
2122,共产党,4
2123,共军,4
2124,国民党,4
2125,纳粹,4
2126,皇军,4
2127,日本帝国,4
2128,大东亚,4
2129,共荣圈,4
2130,赤匪,4
2131,共匪,4
2141,yuckfu,0
2142,yuckfou,0
2143,transvestite,0
2144,transsexual,0
2145,testicle,0
2146,tampon,0
2147,sphincter,0
2148,sperm,0
2149,phuck,0
2150,gangbang,0
2151,felch,0
2152,bukkake,0
2153,bukakke,0
2154,bukake,0
2157,\<vagina,0
2158,\<twaty\>,0
2159,\<twatty\>,0
2160,\<turbanhead,0
2161,\<titsnass\>,0
2162,\<titnass\>,0
2163,\<sh[ie][ie]thead\>,0
2164,\<peckerwood\>,0
2166,\<negroid\>,0
2167,\<mooncricket\>,0
2168,\<kyke,0
2169,\<jigg,0
2170,\<jerkoff\>,0
2171,\<hentai\>,0
2172,\<gringo\>,0
2173,\<goddamn,0
2174,\<gizm\>,0
2175,\<gism\>,0
2176,\<ganja\>,0
2177,\<fellatio,0
2178,\<fawk,0
2180,\<dimebag\>,0
2181,\<dickholster\>,0
2182,\<diaperhead\>,0
2183,\<cunny\>,0
2184,\<bustanut\>,0
2185,\<asshat\>,0
2186,\<aryan\>,0
2187,\<arsehole\>,0
2188,\<arse\>,0
2189,\<americunt\>,0
2190,\<alphanigg,0
2191,\<aggin\>,0
2192,\<aftercum\>,0
3401,\<anale\>,2
3402,\<bais[e�sz]?\>,2
3403,\<baisez \>,2
3405,\<bandent\>,2
3408,\<batard\>,2
3410,\<bittes\>,2
3411,\<boucaque\>,2
3412,\<bougnoule\>,2
3413,\<branlage\>,2
3414,\<branle\>,2
3415,\<branl�,2
3416,\<branler\>,2
3417,\<branles\>,2
3418,\<branlette\>,2
3419,\<branlettes\>,2
3420,\<caca\>,2
3421,\<cacas\>,2
3422,\<clitoridienne\>,2
3423,\<conar[dt]s?\>,2
3424,\<con*asses?\>,2
3425,\<connes?\>,2
3426,\<couilles?\>,2
3427,\<cul\>,2
3428,\<cul[es]?\>,2
3429,\<cunni\>,2
3430,\<d�nce\>,2
3431,\<�c \>,2
3432,\<�culation\>,2
3433,\<�culer\>,2
3434,\<enflure\>,2
3435,\<fel*ation\>,2
3436,\<fellat\>,2
3437,\<fourer\>,2
3438,\<foutre,2
3439,\<fumier\>,2
3440,\<gouinasses?\>,2
3441,\<gouin*es?\>,2
3442,\<juter?\>,2
3443,\<merdeu\>,2
3444,\<merdeuse\>,2
3445,\<merdeuses\>,2
3446,\<merdeux\>,2
3448,\<nibard\>,2
3449,\<niker\>,2
3450,\<nique[ntrs]*\>,2
3451,\<niquetam�\>,2
3452,\<partou[sz]e\>,2
3453,\<p�le\>,2
3456,\<pedophil\>,2
3457,\<petasses?\>,2
3458,\<piner\>,2
3459,\<pinnes?\>,2
3460,\<pouffiasse\>,2
3461,\<putains?\>,2
3462,\<putasses?\>,2
3463,\<putes?\>,2
3464,\<puttains?\>,2
3465,\<puttes?\>,2
3466,\<ritale?\>,2
3467,\<salauds?\>,2
3468,\<salop[es]*\>,2
3469,\<sodomi,2
3470,\<sousmerde\>,2
3471,\<sperme\>,2
3473,\<tantouzes?\>,2
3474,\<tapet*es?\>,2
3475,\<tarlou[sz]es\>,2
3476,\<tassep�,2
3477,\<transexuel,2
3478,\<travestie\>,2
3479,\<tringle[rs]\>,2
3481,\<troncher\>,2
3482,\<turlut*e[rs]?\>,2
3483,\<vagin\>,2
3484,\<vaginale\>,2
3485,\<youpin\>,2
3486,\<youpins\>,2
3487,\<zob[eis]?[rs]?\>,2
3488,\<anus\>,3
3489,\<arsch\>,3
3492,busen\>,3
3493,\<depp\>,3
3494,erotisch\>,3
3495,\<fick\>,3
3496,flittchen\>,3
3497,fotze,3
3498,\<furz\>,3
3500,\<hure\>,3
3501,\<japs\>,3
3502,\<kack\>,3
3503,\<kiff\>,3
3504,kr�ppel,3
3505,\<leck\>,3
3507,m�se,3
3508,\<mu[cs]*hi\>,3
3510,\<schiss\>,3
3513,\<st�mmel\>,3
3514,\<t�rke\>,3
3515,\<wichs\>,3
3516,\<aasgeier\>,3
3517,\<abgefuckt\>,3
3518,\<abgespritzt\>,3
3519,\<abkacken\>,3
3520,\<abschaum\>,3
3521,\<abseiler\>,3
3522,\<abspritzen\>,3
3523,\<achselhaarratte\>,3
3524,\<achsellecker\>,3
3526,\<affenarsch\>,3
3527,\<affengesicht\>,3
3528,\<affig\>,3
3529,\<analb�rste\>,3
3530,\<analerotiker\>,3
3531,\<analgeburt\>,3
3532,\<analintruder\>,3
3533,\<analkriecher\>,3
3534,\<analrakete\>,3
3535,\<analsex\>,3
3536,\<analtranse\>,3
3537,\<analtrompete\>,3
3538,\<anwichsen\>,3
3539,\<arier\>,3
3540,\<armleuchter\>,3
3541,\<arsch,3
3542,\<asselarsch\>,3
3543,\<asylantensau\>,3
3544,\<ausgeburt\>,3
3545,\<ausl�er,3
3546,\<babystrich\>,3
3547,\<bahnhofsb�cker\>,3
3548,\<baumhure\>,3
3549,\<bazille\>,3
3550,\<beh�ert\>,3
3551,\<bekloppt\>,3
3552,\<bekloppter\>,3
3553,\<beknackt,3
3554,\<beschissen\>,3
3555,\<beschneiden\>,3
3556,\<beschnitten\>,3
3557,\<bettn�er\>,3
3558,\<beutelratte\>,3
3559,\<billighure\>,3
3560,\<blas\>,3
3561,\<bl�d,3
3563,\<bollen\>,3
3564,\<bordsteinschwalbe\>,3
3565,\<brechmittel\>,3
3567,\<buk*ake\>,3
3568,\<bummsb�>,3
3569,\<bumsbalken\>,3
3570,\<bumsbr�tchen\>,3
3571,\<bumsen\>,3
3572,\<bumser\>,3
3573,\<busen\>,3
3574,\<callboy\>,3
3575,\<callgirl\>,3
3576,\<canaille\>,3
3577,\<d�ack\>,3
3578,\<d�ich,3
3579,\<darmd�bel\>,3
3580,\<daumenlutscher\>,3
3581,\<deppl?\>,3
3582,\<dickarsch\>,3
3583,\<dicksch�l\>,3
3584,\<dildolutscher\>,3
3585,\<dirne\>,3
3586,\<d�del\>,3
3587,\<doofbacke\>,3
3588,\<doofmann\>,3
3589,\<dopamin\>,3
3590,\<dorfdepp\>,3
3591,\<d�sbattl\>,3
3592,\<d�skopf\>,3
3593,\<dreckfurz\>,3
3594,\<drecks,3
3595,\<dreik�hoch\>,3
3596,\<droge\>,3
3597,\<dum[bp]fbacke\>,3
3598,\<dummbatz\>,3
3599,\<dummbeutel\>,3
3600,\<dummbold\>,3
3601,\<dummd�del\>,3
3602,\<dummerchen\>,3
3603,\<dummfick\>,3
3604,\<dummkopf\>,3
3605,\<dummschlumpf\>,3
3606,\<dummschw�er\>,3
3607,\<dummschwein\>,3
3608,\<dunkelmann\>,3
3609,\<durchfall\>,3
3610,\<durchficken\>,3
3611,\<durchgefickt\>,3
3612,\<durchnehmen\>,3
3613,\<durchv�geln\>,3
3614,\<dussel\>,3
3616,\<eichelbirne\>,3
3617,\<eichelk�\>,3
3618,\<eierb�>,3
3619,\<eierkopf\>,3
3620,\<eiterbeule\>,3
3621,\<eitergeschw�r\>,3
3622,\<ejakul,3
3623,\<elefantenschwanz\>,3
3624,\<entenarsch\>,3
3625,\<entmannen\>,3
3626,\<ereg\>,3
3627,\<erektion\>,3
3628,\<eumel\>,3
3629,\<eunuch\>,3
3630,\<f�l,3
3631,\<fatzke\>,3
3632,\<fehlgeburt\>,3
3633,\<fetisch\>,3
3634,\<fettberg\>,3
3635,\<fettklo�>,3
3636,\<fettsack\>,3
3637,\<fettsau\>,3
3638,\<fettschwein\>,3
3639,\<fettwanst\>,3
3641,\<fickarsch\>,3
3642,\<fickbanane\>,3
3643,\<ficken\>,3
3644,\<ficker\>,3
3645,\<fickfehler\>,3
3646,\<fickfrosch\>,3
3647,\<fickgelegenheit\>,3
3648,\<fickkr�ppel\>,3
3649,\<ficknudel\>,3
3650,\<ficksau\>,3
3651,\<filzlaus\>,3
3652,\<fischarsch\>,3
3653,\<fischkopf\>,3
3654,\<flachwichser\>,3
3655,\<flatterfotze\>,3
3656,\<fliegendreck\>,3
3657,\<fliegenschiss\>,3
3658,\<flittchen\>,3
3659,\<forz\>,3
3660,\<forzer\>,3
3661,\<forzkanone\>,3
3662,\<fotze\>,3
3663,\<fotzenb�>,3
3664,\<fotzenknecht\>,3
3665,\<fotzenkopf\>,3
3666,\<fotzenlecker\>,3
3667,\<fotzenschleim\>,3
3668,\<fressack\>,3
3669,\<freudenm�hen\>,3
3670,\<froschfotze\>,3
3671,\<froschfresse\>,3
3673,\<furze[nr]\>,3
3674,\<furzkanone\>,3
3676,\<futtkopp\>,3
3677,\<geblasen\>,3
3678,\<gefickt\>,3
3679,\<geh�esammler\>,3
3680,\<gehirnakrobat\>,3
3681,\<gehirnamputierter\>,3
3682,\<gehirnloser\>,3
3683,\<genital%\>,3
3684,\<genitalpolyp\>,3
3685,\<genitalwarze\>,3
3686,\<geschissen\>,3
3687,\<geschmei�>,3
3688,\<gesichtsbaracke\>,3
3689,\<gesichtsbesamung\>,3
3690,\<gesichtstampon\>,3
3691,\<gesocks\>,3
3692,\<gesox\>,3
3693,\<gest�rter\>,3
3694,\<giftzwerg\>,3
3695,\<glied\>,3
3696,\<gliedvorzeiger\>,3
3697,\<glotzkopf\>,3
3698,\<goebbels\>,3
3699,\<gpunkt\>,3
3700,\<g-punkt\>,3
3701,\<gro�otz\>,3
3702,\<gro�aul\>,3
3703,\<gruppensex\>,3
3704,\<gsichtserna\>,3
3705,\<gummifotzenficker\>,3
3706,\<hackfleischsadist\>,3
3707,\<hackfresse\>,3
3708,\<halbaffe\>,3
3709,\<hammelficker\>,3
3710,\<h�etitten?\>,3
3711,\<hanswurst\>,3
3712,\<hasch,3
3713,\<heckenbefruchter\>,3
3714,\<herpes\>,3
3715,\<heulsuse\>,3
3716,\<himmler\>,3
3717,\<hintern\>,3
3718,\<hirbelkind\>,3
3719,\<hirni\>,3
3720,\<hirnloser\>,3
3721,\<hirnpisser\>,3
3722,\<hirnverbrannter\>,3
3723,\<hitler\>,3
3724,\<hoden\>,3
3725,\<hodenfuchs\>,3
3726,\<hodenloser\>,3
3727,\<hodenrassler\>,3
3728,\<hohlkopf\>,3
3729,\<holzkopf\>,3
3730,\<homolette\>,3
3731,\<homoonanierer\>,3
3732,\<homosau\>,3
3733,\<hornochse\>,3
3734,\<h�schen\>,3
3735,\<hosenpisser\>,3
3736,\<hosenschei�r\>,3
3737,\<hosenscheisser\>,3
3738,\<h�hnerficker\>,3
3740,\<hundepissetrinker\>,3
3741,\<hundesohn\>,3
3743,\<hurenbock\>,3
3744,\<hurensohn\>,3
3745,\<hurenstecher\>,3
3746,\<hurentochter\>,3
3747,\<impotenter\>,3
3748,\<impotenz\>,3
3749,\<irrer\>,3
3750,\<jammerlappen\>,3
3751,\<jauchemaul\>,3
3752,\<judenarsch\>,3
3753,\<judensau\>,3
3754,\<kacke\>,3
3755,\<kacken\>,3
3756,\<kacker\>,3
3757,\<kackschlampe\>,3
3758,\<kaka\>,3
3759,\<kamelsamenspender\>,3
3760,\<kanacke\>,3
3761,\<kanackensau\>,3
3762,\<kanackenschwein\>,3
3763,\<kanake?\>,3
3764,\<kanalratte\>,3
3765,\<karusellbremser\>,3
3766,\<kasilacke\>,3
3767,\<k�opf\>,3
3768,\<kastrat\>,3
3769,\<kastrier,3
3770,\<ketamin\>,3
3771,\<kiffen\>,3
3772,\<kiffer\>,3
3773,\<kinderficken\>,3
3774,\<kinderficker\>,3
3775,\<kissenficker\>,3
3776,\<kitzler\>,3
3777,\<klitoris\>,3
3778,\<kloakensammler\>,3
3779,\<klugscheisser\>,3
3780,\<knallerbse\>,3
3781,\<knallkopf\>,3
3782,\<knickpimmel\>,3
3783,\<knoblauchfresser\>,3
3784,\<kokain\>,3
3785,\<koks\>,3
3786,\<koksen\>,3
3787,\<k�lschpisser\>,3
3788,\<kondom\>,3
3789,\<korinthenkacker\>,3
3790,\<kotfotze\>,3
3791,\<kotnascher\>,3
3792,\<kotnaschie\>,3
3793,\<kotzbrocken\>,3
3794,\<kotzefresser\>,3
3795,\<kotzen\>,3
3796,\<kr�ppel\>,3
3797,\<kuhfotze\>,3
3798,\<k�mmelt�rke\>,3
3799,\<lackaffe\>,3
3800,\<laffe\>,3
3801,\<lahmarsch\>,3
3802,\<lallkopf\>,3
3803,\<lendenlutscher\>,3
3804,\<lesbe\>,3
3805,\<linkswichser\>,3
3806,\<linxwichser\>,3
3807,\<luder\>,3
3808,\<l�mmelt�tenlutscher\>,3
3809,\<lumpenpack\>,3
3810,\<lustmolch\>,3
3813,\<marihuana\>,3
3814,\<massenwichser\>,3
3815,\<mastdarmtourist\>,3
3816,\<masturb\>,3
3817,\<masturbationsakrobat\>,3
3818,\<masturbieren\>,3
3819,\<m�esse\>,3
3820,\<matschbirne\>,3
3821,\<meerschweinchenfotze\>,3
3822,\<memme\>,3
3823,\<mengele\>,3
3824,\<mies\>,3
3825,\<mistfink\>,3
3826,\<mistst�ck\>,3
3827,\<mistvieh\>,3
3828,\<moderm�se\>,3
3829,\<moehse\>,3
3830,\<moese\>,3
3831,\<m�hse\>,3
3832,\<mo*shammer\>,3
3833,\<m�se\>,3
3834,\<m�sen\>,3
3835,\<mu[sc]+hi\>,3
3836,\<m�llmann\>,3
3837,\<muschidose\>,3
3838,\<muschilecker\>,3
3839,\<muschis\>,3
3840,\<mutterbefruchter\>,3
3841,\<mutterficker\>,3
3842,\<nasenbohrer\>,3
3843,\<nasenficker\>,3
3844,\<nasepopler\>,3
3845,\<neger\>,3
3846,\<negerpenis\>,3
3847,\<nescher\>,3
3848,\<nille\>,3
3849,\<nillenficker\>,3
3850,\<nillenk�\>,3
3851,\<nonnenfoz\>,3
3852,\<notgeiler\>,3
3853,\<n�llenkopf\>,3
3854,\<nutte\>,3
3855,\<nuttenbefruchter\>,3
3856,\<nuttenficker\>,3
3857,\<onanierer\>,3
3858,\<osama\>,3
3859,\<penner\>,3
3860,\<pestbeule\>,3
3861,\<pfurz\>,3
3862,\<pfurzen\>,3
3863,\<pickelarsch\>,3
3864,\<pickelfresse\>,3
3865,\<pimmel\>,3
3866,\<pimmelkauer\>,3
3867,\<pimmelzwerg\>,3
3868,\<pimpern\>,3
3869,\<pissen\>,3
3870,\<pissgesicht\>,3
3871,\<pisskachel\>,3
3872,\<pisskopp\>,3
3873,\<pissnelke\>,3
3874,\<pissrinne\>,3
3875,\<pissritze\>,3
3876,\<popelfresser\>,3
3877,\<popeln\>,3
3878,\<popler\>,3
3879,\<popohinhalter\>,3
3880,\<pottsau\>,3
3881,\<prallkopf\>,3
3882,\<presswurst\>,3
3883,\<promillepapst\>,3
3884,\<psychopat\>,3
3885,\<pubsen\>,3
3886,\<pubser\>,3
3887,\<puffmutter\>,3
3888,\<puffratte\>,3
3889,\<puffwanze\>,3
3890,\<pupsen\>,3
3891,\<pupskanone\>,3
3892,\<pussi\>,3
3893,\<qu�n\>,3
3894,\<quasselstrippe\>,3
3895,\<quatschkopf\>,3
3896,\<raffke\>,3
3897,\<raffzahn\>,3
3898,\<rammeln\>,3
3899,\<rammler\>,3
3900,\<randsteinbefruchter\>,3
3901,\<rindvieh\>,3
3902,\<ritzenputzer\>,3
3903,\<rosettenficker\>,3
3904,\<rosettenlecker\>,3
3905,\<rosettenschlemmer\>,3
3906,\<rotarschpavian\>,3
3907,\<rotzbengel\>,3
3908,\<rotzl�ffel\>,3
3909,\<rotznase\>,3
3910,\<rumficken\>,3
3911,\<rumjuderei\>,3
3912,\<runterhol%\>,3
3913,\<sackgesicht\>,3
3914,\<sackratte\>,3
3915,\<saftsack\>,3
3916,\<samenspender\>,3
3917,\<samentoilette\>,3
3918,\<sau\>,3
3919,\<saubl�d\>,3
3920,\<saubock\>,3
3921,\<saudumm\>,3
3922,\<saufsack\>,3
3923,\<saukrampen\>,3
3924,\<schamhaar\>,3
3925,\<schamlippe\>,3
3926,\<schamlippen\>,3
3927,\<schamritze\>,3
3928,\<scharon\>,3
3929,\<scheiss\>,3
3930,\<schei�>,3
3931,\<schei�reck\>,3
3932,\<schei�fresser\>,3
3933,\<scheissen\>,3
3934,\<scheisser\>,3
3935,\<schei�r\>,3
3937,\<schei�aufen\>,3
3938,\<scheisshaufen\>,3
3939,\<schei�erl\>,3
3940,\<scheisskopf\>,3
3941,\<schei�och\>,3
3942,\<schimmelscheide\>,3
3943,\<schisser\>,3
3944,\<schisskopf\>,3
3945,\<schlabberbacke\>,3
3946,\<schlampe\>,3
3947,\<schlappnudel\>,3
3948,\<schlappsack\>,3
3949,\<schlappschwanz\>,3
3950,\<schleimbeutel\>,3
3951,\<schleimbrocken\>,3
3952,\<schleimklumpen\>,3
3953,\<schleimscheisser\>,3
3954,\<schlitzpisser\>,3
3955,\<schmalspurpisser\>,3
3956,\<schmierfink\>,3
3957,\<schmierlappen\>,3
3958,\<schnallentreiber\>,3
3959,\<schnapsdrossel\>,3
3960,\<schnapsnase\>,3
3961,\<schnarchzapfen\>,3
3962,\<schnellonanierer\>,3
3963,\<schokohure\>,3
3964,\<schokostecher\>,3
3965,\<schr�der\>,3
3966,\<schrumpelfotze\>,3
3967,\<schwachkopf\>,3
3968,\<schwachsinniger\>,3
3969,\<schwanzgrapscher\>,3
3970,\<schwanzloser\>,3
3971,\<schwanzlutscher\>,3
3972,\<schweinebacke\>,3
3973,\<schweinepriester\>,3
3974,\<schwuchtel\>,3
3976,\<schwulenkrebs\>,3
3978,\<schwulette\>,3
3979,\<schwuli\>,3
3980,\<seifenb�cker\>,3
3981,\<sekierer\>,3
3982,\<selbstbefriedig\>,3
3983,\<selbstbefriedigung\>,3
3984,\<semmelgesicht\>,3
3985,\<sesselfurzer\>,3
3986,\<sesselpubser\>,3
3987,\<sexprotz\>,3
3988,\<sexspielzeug\>,3
3989,\<sitzpinkler\>,3
3990,\<sitzpisser\>,3
3991,\<spacken\>,3
3992,\<spacko\>,3
3993,\<spasst\>,3
3994,\<spastiker\>,3
3995,\<spatzenhirn\>,3
3996,\<speichellecker\>,3
3997,\<sperma\>,3
3998,\<spermalecker\>,3
3999,\<spermarutsche\>,3
4000,\<spermaschlucker\>,3
4001,\<spermien\>,3
4002,\<stalin\>,3
4003,\<standgebl�\>,3
4005,\<steckdosenbefruchter\>,3
4006,\<stecksau\>,3
4007,\<stelzbock\>,3
4008,\<stinkfotze\>,3
4009,\<stinkm�se\>,3
4010,\<stinksack\>,3
4011,\<stinkschlitz\>,3
4012,\<stinkstiefel\>,3
4013,\<stoffwechselendprodukt\>,3
4014,\<stoiber\>,3
4015,\<strandscheisser\>,3
4016,\<stricher\>,3
4017,\<strichjunge\>,3
4018,\<strohkopf\>,3
4019,\<sturzgeburt\>,3
4020,\<suffkopf\>,3
4021,\<supersau\>,3
4022,\<titte\>,3
4023,\<titten\>,3
4024,\<tittenfick\>,3
4025,\<tittenficker\>,3
4026,\<toilettenabschmecker\>,3
4028,\<trottel\>,3
4029,\<tucke\>,3
4030,\<tunte\>,3
4031,\<vagina\>,3
4032,\<vaginalausflu�>,3
4033,\<verfickt\>,3
4034,\<verfickte\>,3
4035,\<vergas\>,3
4036,\<vergasen\>,3
4037,\<verkackt\>,3
4038,\<verpiss\>,3
4039,\<verpisse[nr]\>,3
4040,\<vogelfotze\>,3
4041,\<vollarsch\>,3
4042,\<vollidiot\>,3
4043,\<votze\>,3
4044,\<waldhure\>,3
4045,\<wandervakuum\>,3
4046,\<warmduscher\>,3
4047,\<wichsbirne\>,3
4048,\<wichsbolzen\>,3
4049,\<wichse[nr]\>,3
4050,\<wichser\>,3
4051,\<wichsfleck\>,3
4052,\<wichsfrosch\>,3
4053,\<wichssau\>,3
4054,\<wichsvorlage\>,3
4055,\<wichswurst\>,3
4056,\<wix+e[nr]\>,3
4057,\<zigeunerkind\>,3
4058,\<zigeunermuschi\>,3
4059,\<zimtzicke\>,3
4060,\<zipfelklatscher\>,3
4061,\<zweihandwichser\>,3
4062,\<zwergenpimmel\>,3
4081,三K党,4
4082,中功,4
4085,九城,4
4086,乱伦,4
4087,乳交,4
4089,做爱,4
4090,傻B,4
4091,勃不起斯懦夫,4
4092,勃大精深,4
4093,卵子,4
4094,口交,4
4095,喇嘛,4
4096,基地组织,4
4097,外··挂,4
4098,外·挂,4
4101,孙中山,4
4102,射精,4
4103,小泉纯一郎,4
4104,小犬蠢一狼,4
4105,小鸡鸡,4
4106,屄,4
4107,屌,4
4108,山口组,4
4109,巨灵神,4
4110,希特勒,4
4111,干死,4
4112,弟大物勃,4
4113,张宏堡,4
4114,性交,4
4115,情兽,4
4116,我操,4
4117,我日,4
4118,操你,4
4119,支那,4
4120,日你,4
4121,日你妈,4
4122,本拉登,4
4123,朱骏,4
4124,李大师,4
4125,李登辉,4
4126,梅毒,4
4127,次郎,4
4128,沙僧,4
4129,淫荡,4
4130,淫魔,4
4131,游戏管理员,4
4132,煞笔,4
4133,牛魔王,4
4134,狗城,4
4135,疆独,4
4136,精子,4
4137,精液,4
4138,精童欲女,4
4139,肛交,4
4140,茎候佳阴,4
4141,蒋介石,4
4142,西藏,4
4144,达赖,4
4145,阴茎,4
4146,阿扁,4
4147,陈水扁,4
4148,韩正,4
4149,骚逼,4
4150,鸡巴,4
4151,黑手党,4
4161,\<enfoiré\>,2
4162,\<encule\>,2
4163,\<enculé\>,2
4164,\<connard\>,2
4165,\<connasse\>,2
4166,\<splif+\>,2
4167,\<tarpé\>,2
4168,\<facho\>,2
4169,\<salo\>,2
4170,\<viet\>,2
4171,\<merde\>,2
4172,\<pénis\>,2
4173,國民黨,4
4174,親民黨,4
4175,民進黨,4
4176,台聯黨,4
4177,台獨,4
4178,台灣獨立,4
4179,陳水扁,4
4180,呂秀蓮,4
4181,宋楚瑜,4
4182,李登輝,4
4183,連戰,4
4184,馬英九,4
4185,謝長廷,4
4186,王俊博,4
4187,林榮一,4
4188,智凡迪,4
4189,遊戲新幹線,4
4190,新幹線,4
4191,遊戲新斷線,4
4192,新斷線,4
4193,智冠,4
4194,幹,4
4195,幹你,4
4196,幹妳,4
4197,操,4
4200,操妳,4
4201,肏,4
4203,欠幹,4
4204,姦,4
4205,媽的,4
4206,打砲,4
4210,雞八,4
4211,雞巴,4
4212,雞雞,4
4213,小穴,4
4214,懶叫,4
4215,吃屎,4
4216,吃大便,4
4217,淫,4
4218,淫蕩,4
4219,淫賤,4
4220,賤,4
4222,婊,4
4224,哭夭,4
4225,哭么,4
4226,靠夭,4
4227,靠么,4
4228,官方,4
4229,做愛,4
4231,打手槍,4
4232,陰蒂,4
4233,陰道,4
4234,睪丸,4
4235,精水,4
4238,勃起,4
4240,精蟲,4
4242,早洩,4
4243,陽萎,4
4244,強姦,4
4245,強暴,4
4248,陰莖,4
4249,仆,4
4250,草枝麻,4
4251,草芝麻,4
4253,屁眼,4
4254,陽具,4
4255,乳頭,4
4256,奶頭,4
4257,魔獸幣,4
4258,賣幣,4
4259,代練,4
4261,雞掰,4
4262,\<gmworkers\>,0
4263,\<thsale\>,0
4264,\<offgamers\>,0
4265,\<mysupersales\>,0
4266,\<igxe\>,0
4267,\<ezgaming\>,0
4270,\<itembay\>,0
4271,\<zlywy\>,0
4272,\<wowsupplier\>,0
4273,\<GMworker\>,0
4274,\<Offgamers\>,0
4275,\<Mysupersales\>,0
4276,\<Ezgaming\>,0
4278,\<cunnilingus\>,2
4279,\<homos\>,2
4280,shit,2
4281,\<homo\>,2
4282,fuck,2
4283,\<kkk\>,2
4284,\<nazi,2
4285,\<clit,2
4286,penis\>,2
4287,\<cann[aio]bis\>,2
