ID,Name,FileName,SpecialAttachPoint,AreaEffectSize
548,Shadow ImpactDD Med Chest,Spells\Shadow_ImpactDD_Med_Chest.mdx,0,1
565,Druid Morph Impact,Spells\DruidMorph_Impact_Base.mdx,0,0
585,Nightmare Impact Base,Spells\Nightmare_Impact_Base.mdx,4,1
586,Summon Water Elemental Impact,Spells\WaterElemental_Impact_Base.mdx,0,0
587,MoltenBlast Missile lvl1,Spells\MoltenBlast_Missile.mdx,0,1
588,Fire Blast Impact Chest,Spells\Fire_ImpactDD_Chest.mdx,0,0
589,Eviscerate Impact Chest,Spells\Eviscerate_Impact_Chest.mdx,0,1
590,Eviscerate Cast Hands,Spells\Eviscerate_Cast_Hands.mdx,0,1
591,Distract Impact Chest,Spells\Distract_Impact_Chest.mdx,0,0
592,Kidney Shot Cast Base,Spells\KidneyShot_Base_Cast.mdx,0,0
593,Retribution Aura Red Base,Spells\RetributionAuraRed_Base.mdx,0,0
594,Net State,Spells\Net_State.mdx,0,0
595,Web State,Spells\Web_State.mdx,0,0
596,Seal of Sacrifice Impact Base,Spells\SealOfSacrifice_Impact_Base.mdx,0,0
614,Flamestrikesmall Impact Base,Spells\FlamestrikeSmall_Impact_Base.mdx,0,0
615,Ice Armor Low Head,Spells\IceArmor_Low_Head.mdx,0,0
616,FrostArmorEffect Impact Chest,Spells\FrostArmorEffect_Impact_Chest.mdx,0,0
617,Divine Bubble Impact Base,Spells\DivineBubble_Low_Base.mdx,0,0
618,Web: Missile,Spells\Web_Missile.mdx,0,0
619,Bind Impact Base,Spells\Bind_Impact_Base.mdx,0,0
620,Poison ImpactDot Med Base,Spells\Poison_ImpactDot_Med_Base.mdx,10,1
621,Bloody Explosion Green Impact,Spells\BloodyExplosionGreen.mdx,0,0
1,zzOLD__FireShield_Cast_Base,Particles\FireShield_Cast_Base.mdl,4,1
2,FireBolt Impact Chest,Spells\FireBolt_ImpactDD_Med_Chest.mdx,4,1
3,zzOLD__Heal,Spells\Heal\Heal.mdl,4,1
4,zzOLD__HealCast,Spells\HealCast\HealCast.mdl,4,1
6,Teleport In,Spells\TeleportIn\TeleportIn.mdx,4,1
10,zzOLD__Teleport Cast,Spells\TeleportCast\TeleportCast.mdl,4,1
11,Footstep Spray Snow Run,Particles\FootstepSpraySnow.mdl,4,1
12,Footstep Spray Snow Walk,Particles\FootstepSpraySnowWalk.mdl,4,1
14,HARDCODED Loot Art,Particles\LootFX.mdl,0,1
17,Shadow Precast Low Hand,Spells\Shadow_Precast_Low_Hand.mdx,4,1
18,zzOLD__Death Touch Cast,Spells\DeathTouchCast\DeathTouchCast.mdl,4,1
20,zzOLD__Heal Hands,Spells\HealHands\HealHands.mdl,4,1
21,HARDCODED Unit Level Up,Spells\LevelUp\LevelUp.mdl,0,1
23,zzOLD__FreezingFinger2_Impact_Head,Particles\FreezingFinger2_Impact_Head.MDL,0,1
24,zzOLD__FreezingFinger_Impact_Chest,Particles\FreezingFinger_Impact_Chest.MDL,0,1
25,zzOLD__FreezingFinger_Impact_Base,Particles\FreezingFinger_Impact_Base.MDL,0,1
26,zzOLD__FrostCastConeofCold,Particles\FrostCastConeofCold.MDL,0,1
27,zzOLD__Portal,Spells\Summon03\Summon03.mdl,0,1
28,zzOLD__Numb_Impact_Base,Particles\Numb_Impact_Base.MDL,0,1
29,zzOLD__FreezingCloud_Impact_Base,Particles\FreezingCloud_Impact_Base.MDL,0,1
30,zzOLD__Numb_Precast_Hand,Particles\Numb_Precast_Hand.MDL,0,1
32,zzOLD__FrostBolt Missle,Particles\FrostBolt_Missle.mdl,0,1
33,zzOLD__FrostBlast_Precast_Hand,Particles\FrostBlast_Precast_Hand.MDL,0,1
34,zzOLD__FrostBolt Impact,Particles\FrostBolt_Impact_Chest.mdl,0,1
36,zzOLD__Freeze_Impact_Base,Particles\Freeze_Impact_Base.MDL,0,1
37,zzOLD__Freeze_Impact_Chest,Particles\Freeze_Impact_Chest.MDL,0,1
38,zzOLD__FrostArmor_Impact_Head,Particles\FrostArmor_Impact_Head.MDL,0,1
39,zzOLD__FrostNova_Impact_Chest,Particles\FrostNova_Impact_Chest.MDL,0,1
40,zzOLD__FreezeNova_Impact_Chest,Particles\FreezeNova_Impact_Chest.MDL,0,1
41,zzOLD__FreezingFinger4_Impact_Head,Particles\FreezingFinger4_Impact_Head.mdl,0,1
42,zzOLD__StarStun_State_Head,Particles\StarStun.MDL,0,1
43,zzOLD__CorrodeArmor_Impact_Head,Particles\CorrodeArmor_Impact_Head.MDL,0,1
44,zzOLD__Slow Hands,Particles\Slow_Hands.mdl,0,1
45,Fire Precast Low Hand,Spells\Fire_Precast_Low_Hand.mdx,0,1
46,zzOLD__BurningBlast_Precast_Base,Particles\BurningBlast_Precast_Base.MDL,0,1
47,zzOLD__WallofFire_area,Particles\WallofFire_area.mdl,0,1
48,zzOLD__BoltofIce_Impact_Chest,Particles\BoltofIce_Impact_Chest.mdl,0,1
49,zzOLD__FrostBlast_Precast_Base,Particles\FrostBlast_Precast_Base.mdl,0,1
50,StunSwirl State Head,Spells\StunSwirl_State_Head.mdx,0,1
51,zzOLD__WalkofFire,Particles\WalkofFire_area.mdl,0,2
53,zzOLD__Frost_Precast_Base,Particles\Frost_Precast_Base.mdl,0,1
54,Ice Precast Uber Head,Spells\Ice_Precast_Uber_Head.mdx,0,1
55,Combat Blood Spurt Back Large Red,Particles\BloodSpurts\BloodSpurtLarge.mdx,10,1
56,zzOLD__BoltofFire_missle,Particles\BoltofFire_missle.mdl,0,1
57,zzOLD__FireShield_Impact_Base,Particles\FireShield_Impact_Base.mdl,0,1
58,zzOLD__Frost_Cast_Chest,Particles\Frost_Cast_Chest.mdl,0,1
59,zzOLD__Frost_Precast_Chest,Particles\Frost_Precast_Chest.mdl,0,1
60,zzOLD__Frost_Cast_Base,Particles\Frost_Cast_Base.mdl,0,1
61,zzOLD__Frost_Precast3_Base,Particles\Frost_Precast3_Base.mdl,0,1
62,zzOLD__Frost_Cast2_Base,Particles\Frost_Cast2_Base.mdl,0,1
63,zzOLD__Frost_Precast_Low_Hand,Particles\Frost_Precast_Low_Hand.mdl,0,1
64,zzOLD__Frost_Cast_Hand,Particles\Frost_Cast_Hand.mdl,0,1
65,zzOLD__BurningBlast_Cast_Base,Particles\BurningBlast_Cast_Base.mdl,0,1
66,zzOLD__FreezingFinger1_Impact_Head,Particles\FreezingFinger1_Impact_Head.mdl,0,1
67,zzOLD__FrostBlast_Cast_Base,Particles\FrostBlast_Cast_Base.mdl,0,1
68,zzOLD__FreezingFinger3_Impact_Head,Particles\FreezingFinger3_Impact_Head.mdl,0,1
69,zzOLD__CircleofFlame_area,Particles\CircleofFlame_area.mdl,0,1
70,Rejuvenation Impact Base,Spells\Rejuvenation_Impact_Base.mdx,0,1
71,zzOLD__Rejuvenation Impact Chest,Particles\NaturesTouch1_Impact_Chest.mdl,0,1
72,zzOLD__Nature_Precast_Base,Particles\Nature_Precast_Base.mdl,0,1
73,Nature Cast Hand,Spells\Nature_Cast_Hand.mdx,4,1
74,CallLightning Impact,Spells\CallLightning_Impact.mdx,4,1
75,zzOLD__FireShield_State_Base,Particles\FireShield_State_Base.mdl,0,0
76,zzOLD__Engulfing_Flame_Impact,Particles\Engulfing_Flame_Impact.mdl,0,0
77,zzOLD__CallStorm_PreCast_Base,Particles\CallStorm_PreCast_Base.mdl,0,1
78,zzOLD__LightningShield_Impact_Chest,Particles\LightningShield_Impact_Chest.mdl,0,1
79,EntanglingRoots_Impact_Base,Particles\EntanglingRoots_Impact_Base.mdl,4,1
80,EntanglingRoots State,Spells\EntanglingRoots_State.mdx,4,1
81,zzOLD__FrostCloud_Cast_Base,Particles\FrostCloud_Cast_Base.mdl,0,1
82,zzOLD__Nature_Cast_Base,Particles\Nature_Cast_Base.mdl,0,1
83,Ice ImpactDD Low Chest,Spells\Ice_ImpactDD_Low_Chest.mdx,4,1
84,zzOLD__IcePrison_State_Base,Particles\IcePrison_State.mdl,4,1
85,zzOLD__Resurrection_Impact_Base,Particles\Resurrection_Impact_Base.mdl,4,1
86,Defensive Stance Impact Chest,Spells\DefensiveStance_Impact_Chest.mdx,0,1
87,zzOLD__LightningShield_Cast_Base,Particles\LightningShield_Cast_Base.mdl,4,1
88,Lightning PreCast Low Hand,Spells\Lightning_PreCast_Low_Hand.mdx,0,1
89,Immolate Impact Chest,Spells\Immolate_Impact_Chest.mdx,4,1
90,SliceDice Impact Chest,Spells\SliceDice_Impact_Chest.mdx,4,1
91,zzOLD__BloodLust_Impact_Base,Particles\BloodLust_Impact_Base.mdl,4,1
92,zzOLD__Dismember_Impact_Chest,Particles\Dismember_Impact_Chest.mdl,0,1
93,ShieldBash Impact Chest,Spells\ShieldBash_Impact_Chest.mdx,0,1
94,BloodLust State Hand,Spells\BloodLust_State_Hand.mdx,0,1
95,zzOLD__BloodLust_Precast_Base,Particles\BloodLust_Precast_Base.mdl,0,1
96,zzOLD__Lightning_PreCast_Base,Particles\Lightning_PreCast_Base.mdl,0,1
97,Cripple State Chest,Spells\Cripple_State_Chest.mdx,0,1
98,zzOLD__Impale_Impact_Chest,Particles\Impale_Impact_Chest.mdl,0,1
99,Food HealEffect Base,Spells\Food_HealEffect_Base.mdx,0,1
100,Teleport,Spells\Teleport.mdx,4,1
101,HeadSplitter Impact Chest,Spells\HeadSplitter_Impact_Chest.mdx,0,1
102,Bloodlust Cast Hand,Spells\BloodLust_Cast_Hand.mdx,4,1
103,SummonPet PreCast Impact Base,Spells\SummonPet_Impact_Base.mdx,0,1
104,zzOLD__DismemberBlood_Impact_Chest,Particles\DismemberBlood_Impact_Chest.mdl,0,1
105,Footstep Spray Dirt Run,Particles\FootstepSprayDirt.mdl,4,1
717,Ghost_state,Spells\Ghost_state.mdx,0,0
718,Mana Shield State Base,Spells\ManaShield_State_Base.mdx,0,0
719,Dampen Magic Impact Base,Spells\DampenMagic_Impact_Base.mdx,0,0
720,Amplify Magic Impact Base,Spells\AmplifyMagic_Impact_Base.mdx,0,0
856,Magic Stone Helmet Green,Spells\MagicStoneHelmet_Green.mdx,1,0
994,Shackle Undead State Base,Spells\UnholyShackles_State_Base.mdx,0,1
1014,CycloneEarth State,Spells\CycloneEarth_State.mdx,0,1
1015,CycloneFire State,Spells\CycloneFire_State.mdx,0,0
1016,CycloneWater State,Spells\CycloneWater_State.mdx,0,0
1034,Slam Impact Chest,Spells\Slam_Impact_Chest.mdx,0,0
1054,Shadow ImpactDD Uber Chest,Spells\Shadow_ImpactDD_Uber_Chest.mdx,0,1
1074,Whirlwind Base (Non-World Space),Spells\Whirlwind_State_Base.mdx,0,0
1176,Fireworks Red White Blue Dots,Spells\Fireworks_RWB_01.mdx,4,0
1184,Dash Impact Chest,Spells\Sprint_Impact_Chest.mdx,0,0
1262,Shadow ImpactDoT Med Head,Spells\Shadow_ImpactDot_Med_Head.mdx,0,1
1302,Clearcasting Impact Chest,Spells\Clearcasting_Impact_Chest.mdx,0,1
1303,DustCloud Land,Spells\DustCloud_Land.mdx,0,1
1305,MagePortal: Ironforge,Spells\MagePortal_Ironforge.mdx,0,0
1306,MagePortal: Orgrimmar,Spells\MagePortal_Ogrimmar.mdx,0,0
1308,MagePortal: Undercity,Spells\MagePortal_UnderCity.mdx,0,0
1309,Green Radiation Fog,Spells\GreenRadiationFog.mdx,0,1
1322,BoneArmor State Chest,Spells\BoneArmor_State_Chest.mdx,0,1
1342,Acid Breath,Spells\AcidBreath.mdx,0,1
1343,Scorch Low Chest,Spells\Scorch_Low_Chest.mdx,0,1
1344,Frost Breath,Spells\FrostBreath.mdx,0,1
1345,Flame Breath,Spells\FlameBreath.mdx,0,1
1362,DetectMagic Base,Spells\DetectMagic_Base.mdx,0,1
1422,HellFire Area Base,Spells\HellFire_Area_Base.mdx,0,1
1095,Wisdom Aura State,Spells\WisdomAura_Impact_Base.mdx,0,0
1114,Faerie Fire Impact,Spells\FaerieFire_Impact.mdx,0,0
1154,Gouge Precast State Hand (Non World Space),Spells\Gouge_Precast_State_Hand.mdx,0,0
1182,Water Bubble Chest State,Spells\WaterBubble.mdx,0,0
1185,HARDCODED Mount Poof,Spells\DruidMorph_Impact_Base.mdx,4,2
1282,DeathAndDecay Area Base,Spells\DeathAndDecay_Area_Base.mdx,0,1
1722,Holy Nova Impact Base,spells\holynova_impact_base.mdx,0,1
1742,Flame Breath 180,spells\flamebreath180.mdx,0,1
1882,Wrath Precast Hand,spells\wrath_precast_hand.mdx,0,1
1883,Wrath Impact Chest,spells\wrath_impact_chest.mdx,0,1
1884,Missile: Wrath,spells\wrath_missile.mdx,0,1
2082,Mana Tide Infuse Base,spells\manatideinfuse_base.mdx,0,1
2123,Inner Focus Impact Chest,spells\innerfocus_impact_chest.mdx,0,1
2163,Water Walking Impact Head,spells\waterwalking_impact_head.mdx,0,1
2164,Adrenaline Rush Cast Base,spells\adrenalinerush_cast_base.mdx,0,1
1175,Fireworks Green Dots,Spells\Fireworks_Green_01.mdx,4,0
1178,Fireworks Yellow Rose,Spells\Fireworks_YellowRose.mdx,4,0
1183,Mount Impact,Spells\DruidMorph_Impact_Base.mdx,0,0
1242,Seduction State,Spells\Seduction_State_Head.mdx,0,1
1382,Sense Demons Impact Head,Spells\SenseDemons_Impact_Head.mdx,0,1
1423,HellFire Impact Head,Spells\HellFire_Impact_Head.mdx,0,1
1463,FlashHeal Base,Spells\FlashHeal_Base.mdx,0,1
1762,Aspect Cheetah Impact Head,spells\aspectcheetah_impact_head.mdx,0,1
1802,Frost Trap Aura,spells\frosttrap_aura.mdx,0,1
1863,Missile: Bomb,spells\missile_bomb.mdx,0,0
1885,Moonfire Impact Base,spells\moonfire_impact_base.mdx,0,1
1923,Tranquility Area,spells\tranquility_area.mdx,0,1
1943,SpellPortal: Creature Blue,spells\creature_spellportal_blue.mdx,0,1
1962,Missile: Axe Copper,spells\missile_axe_copper.mdx,0,1
1983,Ground Dust State,spells\grounddust.mdx,0,1
1984,Steam State,spells\steam.mdx,0,1
1985,Blink Impact Chest,spells\blink_impact_chest.mdx,0,1
2042,Missile: Ziggurat Spirit,spells\zig_missile.mdx,0,1
2062,Ghostly Strike Impact Chest,spells\ghostlystrike_impact_chest.mdx,0,1
2102,Ice Block State,spells\icebarrier_state.mdx,0,1
2122,Arcane Power State Chest,spells\arcanepower_state_chest.mdx,0,1
2142,Focused Casting State Chest,spells\focusedcasting_state_chest.mdx,0,1
2203,Presence of Mind Cast Base,spells\presenceofmind_cast_base.mdx,0,1
1094,Might Aura State Base,Spells\MightAura_Impact_Base.mdx,0,0
1177,Fireworks Red Streaks,Spells\Fireworks_RedStreaks_01.mdx,4,1
1223,HARDCODED Inebriated Bubbles,Spells\Bubble_Drunk.mdx,5,0
1304,BoneArmor Head,Spells\BoneArmor_Head.mdx,0,1
1307,MagePortal: Thunder Bluff,Spells\MagePortal_ThunderBluff.mdx,0,0
1662,ExposeArmor Head,Spells\ExposeArmor_Head.mdx,0,1
1702,MagePortal: Blank,spells\mageportal_blank.mdx,0,1
1703,Shadow Precast Med Base,Spells\Shadow_Precast_Med_Base.mdx,4,1
1782,Missile: Torch,spells\torch_missile.mdx,0,1
1783,Missile: Mug,spells\mug_missile.mdx,0,1
1784,First Aid Impact Base,spells\firstaid__impact_base.mdx,0,1
1785,First Aid Hand,spells\firstaid_hand.mdx,0,1
1822,Arcane Shot Area,spells\arcaneshot_area.mdx,0,1
1862,Spell Object: Bomb,spells\spellobject_bomb.mdx,0,1
1886,Spell Portal: Creature,spells\creature_spellportal.mdx,0,1
1902,Starfire Area,spells\starfire_area.mdx,0,1
1922,Tranquility Impact,spells\tranquility_impact_base.mdx,0,1
1942,Thorns State Base,spells\thorns_state_base.mdx,0,1
1982,Poison Shield Impact Chest,spells\poisonshield_state_base.mdx,0,1
2002,NoName Area,spells\noname_area.mdx,0,1
2103,Ice Barrier State,spells\iceshield_state.mdx,0,1
2182,Sweeping Strike Impact Chest,spells\sweepingstrike_impact_chest.mdx,0,1
2202,Death Wish State Hand,spells\deathwish_state_hand.mdx,0,1
622,Spell Object: Wrench,Spells\SpellObject_Wrench.mdx,0,0
623,Shadow Precast Uber Hand,Spells\Shadow_Precast_Uber_Hand.mdx,4,1
624,Shadow ImpactDD High Chest,Spells\Shadow_ImpactDD_High_Chest.mdx,0,1
625,Cone of Cold Hand,Spells\ConeofCold_Hand.mdx,0,1
626,DruidMorph Aqua Impact Base,Spells\DruidMorph_Aqua_Impact_Base.mdx,0,0
627,HellFire Impact Caster Base,Spells\HellFire_Impact_Caster_Base.mdx,0,0
628,HellFire Impact Base,Spells\HellFire_Impact_Base.mdx,0,1
629,HolyWord Shield Impact Base,Spells\HolyWordShield_Base.mdx,0,0
630,HolyWord Shield State Base,Spells\HolyWordShield_State_Base.mdx,0,0
631,Curse of Elements Impact Head,Spells\CurseElements_Impact_Head.mdx,0,0
632,Fire ImpactDD Chest,Spells\Fire_ImpactDD_Chest.mdx,0,0
634,Charge Trail Cast,Spells\ChargeTrail.mdx,0,0
654,Curse Of Agony Head Impact,Spells\CurseofAgony_Head.mdx,0,1
655,HolyWordShield State Chest,Spells\HolyWordShield_State_Chest.mdx,0,0
674,HolyDivineShield State Base,Spells\HolyDivineShield_State_Base.mdx,0,0
675,GooBolt Missile Low,Spells\GooBolt_Missile_Low.mdx,0,0
814,Shadow Precast Uber Base,Spells\Shadow_Precast_Uber_Base.mdx,4,1
1462,ManaBurn Chest,Spells\ManaBurn_Chest.mdx,0,1
1542,Enchant PreCast Hand,Spells\Enchant_PreCast_Hand.mdx,0,1
1543,Enchant Cast Hand,Spells\Enchant_Cast_Hand.mdx,0,1
1544,Disenchant PreCast Hands,Spells\DisEnchant_PreCast_Hand.mdx,0,1
1545,DisEnchant Cast Hands,Spells\DisEnchant_Cast_Hand.mdx,0,1
1546,Shot: Scorpid Sting,Spells\ScorpidShot_Missile.mdx,0,1
1547,Shot: Black Arrow,Spells\BlackShot_Missile.mdx,0,1
1548,Revive Pet Impact Base,Spells\RevivePet_Impact_Base.mdx,0,1
1582,Beast Lore Impact Base,Spells\BeastLore_Impact_Base.mdx,0,1
1583,Beast Lore Impact Head,Spells\BeastLore_Impact_Head.mdx,0,1
1642,Sinister Strike Impact Chest,Spells\SinisterStrike_Impact_Chest.mdx,0,1
1645,HARDCODED PetLoyalty Down Base,spells\loyaltydown_impact_base.mdx,0,1
1682,SliceDice Chest,spells\slicedice_chest.mdx,0,1
2022,Defensive Stance Impact Head,spells\defensivestance_impact_head.mdx,0,1
2023,Battle Stance Impact Head,spells\battlestance_impact_head.mdx,0,1
2024,Berzerker Stance Impact Head,spells\berzerkerstance_impact_head.mdx,0,1
694,LightningStreak Missile,Spells\LightningStreak_Missile.mdx,0,0
734,ArcaneExplosion Base,Spells\ArcaneExplosion_Base.mdx,0,1
735,ArcaneExplosion Impact Chest,Spells\ArcaneExplosion_Impact_Chest.mdx,0,0
794,Life Tap Impact,Spells\LifeTap.mdx,0,0
834,Unholy Shield State Base,Spells\ShadowShield_State_Base.mdx,0,0
835,Curse of Recklessness Impact Chest,Spells\CurseofRecklessness_Impact_Chest.mdx,0,0
836,Enslave Demon Impact Chest,Spells\EnslaveDemon_Impact_Chest.mdx,0,0
837,Enslave Demon Impact Head,Spells\EnslaveDemon_Impact_Head.mdx,0,0
854,WaterBolt Missile Low,Spells\WaterBolt_Missile_Low.mdx,0,0
855,Banish Chest,Spells\Banish_Chest.mdx,0,0
874,Magic Net State,Spells\MagicNet_State.mdx,0,0
894,Cone of Fire Hand,Spells\ConeofFire_Hand.mdx,0,1
914,Boulder Missile,Spells\Boulder_Missile.mdx,0,0
915,Seaforium Impact Base,Spells\Distract_Impact_Base.mdx,0,0
934,Spawn Impact Base,Spells\Spawn_Impact_Base.mdx,0,1
954,Summon Ritual Portal,Spells\Summon_Ritual.mdx,0,1
955,RitualSummoning PreCast Base,Spells\RitualSummoning_PreCast_Base.mdx,0,0
974,Bind2 Impact Base,Spells\Bind2_Impact_Base.mdx,0,0
1115,RadiationGreen State,Spells\GreenGhost_state.mdx,0,0
1134,MagePortal: Stormwind,Spells\MagePortal_Stormwind.mdx,0,0
1174,Fireworks Blue Dots,Spells\Fireworks_Blue_01.mdx,4,0
1403,Redemption Base,Spells\Redemption_Base.mdx,0,1
1402,SoothingKiss Impact Head,Spells\SoothingKiss_Impact_Head.mdx,0,1
1483,Aspect Monkey Impact Head,Spells\AspectMonkey_Impact_Head.mdx,0,1
1502,Aspect Wolf Impact Head,Spells\AspectWolf_Impact_Head.mdx,0,1
1503,Aspect Snake Impact Head,Spells\AspectSnake_Impact_Head.mdx,0,1
1523,Mana ImpactDot Chest,Spells\Mana_ImpactDot_Chest.mdx,0,1
1524,Shot: Mana Missile,Spells\ManaShot_Missile.mdx,0,1
1563,Hunter's Mark State Head,Spells\HuntersMark_Impact_Head.mdx,0,1
1602,Shot: Arcane Missile,Spells\ArcaneShot_Missile.mdx,0,1
1603,Shot: Arcane Volley,Spells\ArcaneVolley_Missile.mdx,0,1
1604,FreezingTrap,World\Goober\G_FreezingTrap.mdx,0,1
1605,FrostTrap,World\Goober\G_FrostTrap.mdx,0,1
1607,ImmolationTrap,World\Goober\G_ImmolationTrap.mdx,0,1
1608,Rapid Fire Impact Base,Spells\RapidFire_Base.mdx,0,1
1622,Warhorse Impact Base,Spells\SummonWarHorse_Impact_Base.mdx,0,1
1625,Poison Impact Chest,Spells\Poison_Impact_Chest.mdx,0,1
1647,HARDCODED PetLoyalty Up Base,spells\loyaltyup_impact_base.mdx,0,1
1648,HARDCODED PetLoyalty Up Head,spells\loyaltyup_impact_head.mdx,1,1
1649,EarthShock Impact Chest,Spells\EarthShock_Impact_Chest.mdx,0,1
1650,Flame Shock Impact Chest,Spells\FlameShock_Impact_Chest.mdx,0,1
1842,Spell Object: Boomerang,spells\spellobject_boomerang.mdx,0,1
1843,Missile: Boomerang,spells\missile_boomerang.mdx,0,1
1482,Aspect of the Beast Impact Head,Spells\AspectBeast_Impact_Head.mdx,0,1
1522,Shot: Poison Missile,Spells\PoisonShot_Missile.mdx,0,1
1562,Hunter's Mark Impact Chest,Spells\HuntersMark_Impact_Chest.mdx,0,1
1606,ExplosiveTrap,World\Goober\G_ExplosiveTrap.mdx,0,1
2162,Piercing Howl Impact Head,spells\piercinghowl_impact_head.mdx,0,1
754,Environment Damage Drowing Bubbles,Particles\Bubbles.mdx,0,0
1623,Aspect Hawk Impact Head,Spells\AspectHawk_Impact_Head.mdx,0,1
1179,PyroBlast Missile,Spells\PyroBlast_Missile.mdx,0,1
1180,Missile: Wrench,Spells\Missile_Wrench.mdx,0,0
1181,MagePortal: Darnassus,Spells\MagePortal_Darnassus.mdx,0,0
1202,Bubble Drunk,Spells\Bubble_Drunk.mdx,0,0
1626,Eagle Eye Impact Head,Spells\EagleEye_Impact_Head.mdx,0,1
1644,Blue Glow High,Spells\Enchantments\BlueGlow_High.mdx,0,1
