Pos[0],Pos[1],Pos[2],Radius,Box_length,Box_width,Box_height,Box_yaw,ContinentID,PhaseID,PhaseGroupID,ShapeID,AreaTriggerActionSetID,PhaseUseFlags,ShapeType,Flags,ID
580.657,475.885,29.4641,8,0,0,0,0,429,0,0,0,18775,0,0,0,3507
592.507,486.31,29.4641,8,0,0,0,0,429,0,0,0,18776,0,0,0,3508
591.92,476.404,29.4641,8,0,0,0,0,429,0,0,0,18777,0,0,0,3509
-7510.87,-1035.87,182.952,0,3.833,0.3611,2.056,0.7156,0,0,0,0,18779,0,0,0,3528
-7512.16,-1034.78,177.208,4,0,0,0,0,0,0,0,0,18780,0,0,0,3529
-8536.18,452.165,104.917,10,0.3333,0.3333,0.3333,0,0,0,0,0,18781,0,0,0,3530
9933.94,2500.98,1317.82,12,0,0,0,0,1,0,0,0,18783,0,0,0,3546
1642.1,239.843,62.5916,13,0,0,0,0,0,0,0,0,18784,0,0,0,3547
-4754.56,-3313.8,313.564,14,0,0,0,0,0,0,0,0,18785,0,0,0,3548
1253.79,-2227.52,92.248,15,0,0,0,0,1,0,0,0,18786,0,0,0,3549
-959.299,-3759.21,4.98619,10,0,0,0,0,1,0,0,0,18787,0,0,0,3550
-998.183,-3822.07,5.2954,10,0,0,0,0,1,0,0,0,18788,0,0,0,3551
-11413.6,1954.91,14.2409,22,0,0,0,0,0,0,0,0,18789,0,0,0,3552
6221.84,-1152.75,383.231,4,0,0,0,0,1,0,0,0,18791,0,0,0,3586
6221.89,-1153,383.272,5,0,0,0,0,1,0,0,0,18792,0,0,0,3587
-7514.81,-1033.12,163.806,10,0,0,0,0,0,0,0,0,18793,0,0,0,3606
-7529.1,-1007.19,408.565,10,0,0,0,0,469,0,0,0,18794,0,0,0,3626
1539.89,1481.36,352.659,5,0.3333,0.3333,0.3333,0,489,0,0,0,18795,0,0,0,3646
918.496,1434.04,346.054,5,0.3333,0.3333,0.3333,0,489,0,0,0,18796,0,0,0,3647
1532.0667,1151.6667,373.975,10,0,0,0,0,489,0,0,0,18797,0,0,0,3649
1422.33,-1855.33,135.775,0,6.583,4.833,6.944,3.037,1,0,0,0,18798,0,0,0,3650
1034.19,-2087.74,123.372,0,5.972,9.333,18.31,1.588,1,0,0,0,18799,0,0,0,3654
1009.1667,1290.7667,346.961,0,5.083,5.833,5.194,3.648,489,0,0,0,18801,0,0,0,3669
1456.4677,1628.4677,360.352,0,6.444,4.833,11.44,0.8727,489,0,0,0,18802,0,0,0,3671
1449.7667,1470.5667,342.625,4,0.3333,0.3333,0.3333,0,489,0,0,0,18804,0,0,0,3686
1005.2667,1447.2667,335.893,4,0.3333,0.3333,0.3333,0,489,0,0,0,18805,0,0,0,3687
-622.142,-4582.14,22.5761,0,27.39,27.17,21.64,3.194,0,0,0,0,18806,0,0,0,3690
1316.9667,1550.9677,313.234,4,0.2778,0.2778,0.2778,0,489,0,0,0,18807,0,0,0,3706
1319.7667,1378.6667,314.753,4,0.2778,0.2778,0.2778,0,489,0,0,0,18808,0,0,0,3707
1112.64,1351.11,316.619,4,0.2778,0.2778,0.2778,0,489,0,0,0,18809,0,0,0,3708
1140.0667,1560.7667,306.824,4,0,0,0,0,489,0,0,0,18810,0,0,0,3709
178.729,-474.412,120.565,0,3.806,7.917,7.889,0,229,0,0,0,18811,0,0,0,3726
-7676.11,-1109.71,399.123,0,2.472,8.694,5.083,3.752,469,0,0,0,18812,0,0,0,3728
-29.5547,-374.503,59.3562,6,0,0,0,0,36,0,0,0,18813,0,0,0,3746
-108.563,160.915,-79.7911,9,0,0,0,0,43,0,0,0,18814,0,0,0,3766
-7663.4,-1218.37,287.788,3,0,0,0,0,0,0,0,0,18818,0,0,0,3847
1185.45,1184.71,-56.3633,4,0,0,0,0,529,0,0,0,18819,0,0,0,3866
817.939,842.369,-56.5406,4,0,0,0,0,529,0,0,0,18820,0,0,0,3867
809.0077,1185.2775,11.921605,4,0,0,0,0,529,0,0,0,18821,0,0,0,3868
1147.01,816.854,-98.399,5,0,0,0,0,529,0,0,0,18822,0,0,0,3869
989.852,1009.16,-42.6033,4,0,0,0,0,529,0,0,0,18823,0,0,0,3870
-12432.8,205.169,2.36515,18,0,0,0,0,0,0,0,0,18828,0,0,0,3886
-11594.1,-1621.37,47.1446,15,0,0,0,0,309,0,0,0,18829,0,0,0,3926
-11915.8,-1236.43,96.1502,10,0,0,0,0,0,0,0,0,18831,0,0,0,3928
-11917,-1221,97.5616,10,0,0,0,0,309,0,0,0,18832,0,0,0,3930
1394.36,1303.64,-8.02586,0,7.306,16.89,17.64,0.3665,529,0,0,0,18834,0,0,0,3948
627.192,699.957,-11.9921,0,7.889,14.22,17.28,3.334,529,0,0,0,18835,0,0,0,3949
-1189.27,-2532.19,22.705,0,7.5,13.5,17.31,0.03491,0,0,0,0,18836,0,0,0,3953
-811.425,-3505.82,73.1377,0,5.167,14.31,16.92,0.6632,0,0,0,0,18837,0,0,0,3954
-11918.6,-1433.95,44.545,15,0,0,0,0,309,0,0,0,18839,0,0,0,3956
-11916.8,-1256.7,92.5434,0,7.806,11.17,0.3333,0,309,0,0,0,18840,0,0,0,3957
-11915.044,-1312.6764,77.501915,10,0.2778,0.2778,0.2778,0,309,0,0,0,18841,0,0,0,3958
-11945.688,-1597.6073,36.756897,10,0,0,0,0,309,0,0,0,18842,0,0,0,3959
-11788.9,-1595.06,36.9989,10,0,0,0,0,309,0,0,0,18843,0,0,0,3960
-11614.2,-1361.51,76.84,15,0,0,0,0,309,0,0,0,18844,0,0,0,3961
-11957.6,-1819.97,54.3114,15,0,0,0,0,309,0,0,0,18845,0,0,0,3962
-12112.9,-1794.63,80.4163,15,0,0,0,0,309,0,0,0,18846,0,0,0,3963
-11791,-1562.86,19.742,10,0,0,0,0,309,0,0,0,18847,0,0,0,3964
-11610,-1749.86,38.7342,20,0,0,0,0,309,0,0,0,18848,0,0,0,3965
-12072.3,-1479.05,106.495,10,0,0,0,0,309,0,0,0,18849,0,0,0,3966
-6864.98,731.612,50,20,0,0,0,0,1,0,0,0,18858,0,0,0,3985
-8194.26,-4676.44,11.3654,30,0,0,0,0,1,0,0,0,18859,0,0,0,3986
1733.32,526.474,34.2494,35,0,0,0,0,0,0,0,0,18862,0,0,0,3991
-8419.58,1504.28,31.7356,0,18,41.81,40.5,5.794,509,0,0,0,18865,0,0,0,4006
-8424.94,1508.65,32.0142,0,12.14,50.06,35.64,2.635,1,0,0,0,18866,0,0,0,4008
-8230.4,2005.33,129.863,0,16.69,31.19,46.58,0.925,1,0,0,0,18867,0,0,0,4010
-8231.33,2003.6,129.861,0,38.89,10.31,81.64,5.655,531,0,0,0,18868,0,0,0,4012
5085.82,-5110.64,929.979,6,0,0,0,0,1,0,0,0,18869,0,0,0,4015
-662.106,3.83105,-90.8351,20,0,0,0,0,109,0,0,0,18870,0,0,0,4016
-10636.2,-391.307,101.878,10,0,0,0,0,0,0,0,0,18871,0,0,0,4017
1313.93,1310.77,-7.70487,0,6.333,6.361,7.583,0,529,0,0,0,18873,0,0,0,4020
683.961,681.23,-12.9158,0,5.472,5.5,4.722,0,529,0,0,0,18874,0,0,0,4021
-5049.34,-818.454,495.295,2,0,0,0,0,0,0,0,0,18875,0,0,0,4026
1332.27,-4607.67,24.3695,2,0.2778,0.2778,0.2778,0,1,0,0,0,18876,0,0,0,4027
2051.36,272.572,57.1634,2,0,0,0,0,0,0,0,0,18877,0,0,0,4028
-14294.3,516.088,8.95399,2,0,0,0,0,0,0,0,0,18878,0,0,0,4029
-3755.105,-775.7048,9.88801,2,0,0,0,0,0,0,0,0,18879,0,0,0,4030
-7166.06,-3917.94,9.39558,2,0,0,0,0,1,0,0,0,18880,0,0,0,4031
-8823.48,540.301,96.9036,2,0.2778,0.2778,0.2778,0,0,0,0,0,18881,0,0,0,4032
-8546.23,1987.65,-96.5207,5,0,0,0,0,531,0,0,0,18882,0,0,0,4033
-8545.679,1987.7014,-32.939228,15,0,0,0,0,531,0,0,0,18883,0,0,0,4034
-8578,1986.8,100.22,7,0,0,0,0,531,0,0,0,18884,0,0,0,4036
-8967.96,1312.62,-104.696,20,0.2778,0.2778,0.2778,0,531,0,0,0,18891,0,0,0,4047
-8176.83,1673.37,-32.2183,0,19.42,48.11,26.42,6.091,531,0,0,0,18892,0,0,0,4052
3133.15,-3730.29,138.659,0,10.03,10.03,10.03,0,0,0,0,0,18894,0,0,0,4055
3133.26,-3730.84,138.658,0,10.03,10.03,10.03,0,0,0,0,0,18895,0,0,0,4057
2298.17,-5340.98,90.8799,0,33.5,17.69,24.56,2.182,0,0,0,0,18896,0,0,0,4058
864.623,1321.6,18.0683,5,0,0,0,0,189,0,0,0,18897,0,0,0,4089
2716.6,1496.82,236.828,30,0,0,0,0,1,0,0,0,18898,0,0,0,4090
-9061.93,349.758,93.0821,6,6,6,6,0,0,0,0,0,18899,0,0,0,4092
-9118.96,327.822,93.1587,6,0,0,0,0,0,0,0,0,18900,0,0,0,4094
-9182.62,414.857,89.5576,6,6,6,6,0,0,0,0,0,18901,0,0,0,4095
-9218.13,318.627,73.8841,6,0,0,0,0,0,0,0,0,18902,0,0,0,4096
-5163.25,-645.922,397.015,6,0,0,0,0,0,0,0,0,18903,0,0,0,4098
-5175.19,-588.085,397.988,6,0,0,0,0,0,0,0,0,18904,0,0,0,4099
1979.99,305.252,41.1865,6,0,0,0,0,0,0,0,0,18905,0,0,0,4100
1217.97,-4339.3,25.9124,6,0.2778,0.2778,0.2778,0,1,0,0,0,18906,0,0,0,4101
1169.55,-4320.06,20.8756,6,0.3333,0.3333,0.3333,0,1,0,0,0,18907,0,0,0,4102
-1545.39,51.3006,5.39339,6,0.2778,0.2778,0.2778,0,1,0,0,0,18908,0,0,0,4103
9914.17,1864.67,1321.26,6,0,0,0,0,1,0,0,0,18909,0,0,0,4104
9948.01,1932.53,1328.7,6,0,0,0,0,1,0,0,0,18910,0,0,0,4105
3716.38,-5106.78,141.29,10,0,0,0,0,533,0,0,0,18911,0,0,0,4112
3432.81,-3007.21,295.609,10,0,0,0,0,533,0,0,0,18912,0,0,0,4113
3432.3,-3007.28,295.609,10,0,0,0,0,533,0,0,0,18913,0,0,0,4114
3322.74,-3700.38,262.701,20,0,0,0,0,533,0,0,0,18914,0,0,0,4115
2740,-3383.42,267.685,10,0,0,0,0,533,0,0,0,18915,0,0,0,4116
2917.03,-3344.55,298.146,12,0,0,0,0,533,0,0,0,18916,0,0,0,4117
3214.34,-3476.68,287.072,10,0,0,0,0,533,0,0,0,18917,0,0,0,4119
3006.09,-3434.17,304.195,6,0.2778,0.2778,0.2778,0,533,0,0,0,18929,0,0,0,4156
3754.55,-5115.36,142.435,0,30.72,19.22,16.89,6.074,533,0,0,0,18930,0,0,0,4158
-7142.04,1397.92,4.32689,4,0,0,0,0,1,0,0,0,18931,0,0,0,4162
-7588.48,756.806,-16.4248,4,0,0,0,0,1,0,0,0,18934,0,0,0,4168
1782.2,151.592,-62.2903,1,0,0,0,0,0,0,0,0,18937,0,0,0,4189
1693.77,1053.34,18.725,5,0,0,0,0,189,0,0,0,18938,0,0,0,4261
1617.18,-323.432,18.6778,5,0,0,0,0,189,0,0,0,18939,0,0,0,4262
269.061,-211.903,19.201,5,0,0,0,0,189,0,0,0,18940,0,0,0,4263
