ID,Text
1200,보지에자지너
1201,보지자지
1202,보지정액
1203,보지쥐어짜
1204,보지찌져
1205,보지찢어
1206,보지털
1207,보지털뽑아
1208,보지털어
1209,보지틀 래 기
1210,보지틀 래기
1211,보지틀래 기
1212,보지틀래기
1213,보지핥아
1214,보지핥아줘
1215,보지핥어
1216,보지핧 아
1217,보지핧 어
1218,보지핧아
1219,보지핧아줘
1220,보지핧어
1221,보짓 물
1222,보짓물
1223,보짓물마셔
1224,부 랄
1225,부랄
1226,북조선
1227,불 알
1228,불알
1229,붕 신
1230,붕 알
1231,붕신
1232,붕알
1233,붜지
1234,븅 신
1235,븅신
1236,빙 띤
1237,빙 신
1238,빙띤
1239,빙신
1240,빙신쉐이
1241,빠 구 리
1242,빠 구리
1243,빠가십새
1244,빠가씹새
1245,빠구 리
1246,빠구리
1247,빠굴이
1248,뻑 큐
1249,뻑큐
1250,사 까 시
1251,사 까시
1252,사까 시
1253,사까시
1254,상 년
1255,상년
1256,성 교
1257,성 교 해
1258,성 폭 행
1259,성 폭행
1260,성교
1261,성교 하자
1262,성교하자
1263,성교해
1264,성폭 행
1265,성폭행
1266,섹 스
1267,섹스
1268,섹스하자
1269,섹스해
1270,소자지
1271,쉐 끼
1272,쉐끼
1273,쉬밸년
1274,시 발
1275,시 발 년
1276,시 발 놈
1277,시 발 새 끼
1278,시 발 새끼
1279,시 발년
1280,시 발놈
1281,시 방 새
1282,시 방새
1283,시 팔 넘
1284,시 팔 년
1285,시 팔 놈
1286,시 팔 새 끼
1287,시 팔 새끼
1288,시 팔넘
1289,시 팔년
1290,시 팔놈
1291,시댕이
1292,시발
1293,시발 년
1294,시발 놈
1295,시발 새 끼
1296,시발 새끼
1297,시발년
1298,시발놈
1299,시발새 끼
1300,시발새끼
1301,시방 새
1302,시방새
1303,시팍새끼
1304,시팔 넘
1305,시팔 년
1306,시팔 놈
1307,시팔 새 끼
1308,시팔 새끼
1309,시팔넘
1310,시팔년
1311,시팔놈
1312,시팔새 끼
1313,시팔새끼
1314,십 녀
1315,십 새
1316,십 세 이
1317,십 세이
1318,십 셰 리
1319,십 셰리
1320,십 탱
1321,십 팔 새 끼
1322,십 팔 새끼
1323,십녀
1324,십버지
1325,십부랄
1326,십부럴
1327,십새
1328,십세 이
1329,십세이
1330,십셰 리
1331,십셰리
1332,십자석
1333,십자슥
1334,십지랄
1335,십창녀
1336,십탱
1337,십탱구리
1338,십탱굴이
1339,십팔 새 끼
1340,십팔 새끼
1341,십팔새 끼
1342,십팔새끼
1343,싸 가 지
1344,싸 가지
1345,싸가 지
1346,싸가지
1347,쌍 년
1348,쌍 놈
1349,쌍 보 지
1350,쌍 보지
1351,쌍 쌍 보 지
1352,쌍 쌍 보지
1353,쌍년
1354,쌍놈
1355,쌍보 지
1356,쌍보지
1357,쌍쌍 보 지
1358,쌍쌍 보지
1359,쌍쌍보 지
1360,쌍쌍보지
1361,쌔끼
1362,쌕 스
1363,쌕 쓰
1364,쌕스
1365,쌕쓰
1366,썅 년
1367,썅년
1368,쓰 바 새 끼
1369,쓰 바 새끼
1370,쓰 벌
1371,쓰 파
1372,쓰바 새 끼
1373,쓰바 새끼
1374,쓰바새 끼
1375,쓰바새끼
1376,쓰발
1377,쓰벌
1378,쓰브랄쉽세
1379,쓰파
1380,씨 뎅
1381,씨 발
1382,씨 발 년
1383,씨 발 롬
1384,씨 발년
1385,씨 발롬
1386,씨 뱅 가 리
1387,씨 뱅 가리
1388,씨 벌
1389,씨 부 랄
1390,씨 부랄
1391,씨 불 알
1392,씨 불알
1393,씨 블
1394,씨 섹 끼
1395,씨 섹끼
1396,씨 파 넘
1397,씨 파넘
1398,씨 팔
1399,씨 퐁 넘
1,씨 퐁 자 지
2,씨 퐁 자지
3,씨 퐁넘
4,씨 퐁뇬
5,씨가랭넘
6,씨가랭년
7,씨가랭놈
8,씨댕
9,씨댕이
10,씨뎅
11,씨발
12,씨발 년
13,씨발 롬
14,씨발.년
15,씨발.놈
16,씨발년
17,씨발놈
18,씨발롬
19,씨발병신
20,씨방새
21,씨방세
22,씨뱅 가 리
23,씨뱅 가리
24,씨뱅가 리
25,씨뱅가리
26,씨벌
27,씨벌년
28,씨벌쉐이
29,씨부 랄
30,씨부랄
31,씨부럴
32,씨불 알
33,씨불알
34,씨브럴
35,씨블
36,씨블년
37,씨블새끼
38,씨븡새끼
39,씨섹 끼
40,씨섹끼
41,씨파 넘
42,씨파넘
43,씨팍새끼
44,씨팍세끼
45,씨팔
46,씨퐁
47,씨퐁 넘
48,씨퐁 뇬
1914,\<stripperirl\>
1915,\<sukkitdown\>
1916,\<support\>
1917,\<swiftnuggs\>
1918,\<swingers\>
1919,\<synd\>
1921,\<talliwhacker\>
1924,\<tards\>
1926,\<teabaggins\>
1927,\<tehjesus\>
1928,\<terrorist\>
1929,\<testes\>
1930,\<thedeadbitch\>
1931,\<thickbush\>
1933,\<throbknobbin\>
1934,\<thunderfuck\>
1935,\<tirdburglar\>
1937,\<titesnatch\>
1940,\<tittiefuck\>
1941,\<tittiefucker\>
1942,\<tittiefucking\>
1945,\<tittyfuck\>
1946,\<tittyfucker\>
1947,\<tittyfucking\>
1948,\<tna\>
1951,\<tramps\>
1952,\<trans\>
1954,\<turd\>
1955,\<turdburglars\>
1957,\<twatlicker\>
1958,\<twats\>
1959,\<twatsucker\>
1960,\<uglyassfag\>
1961,\<uglynig\>
1962,\<ulikecock\>
1963,\<updabut\>
1964,\<upmybutthole\>
1965,\<uranigger\>
1972,\<viagra\>
1974,\<vug\>
1975,\<vugk\>
1980,\<whop\>
1981,\<whtsupremecy\>
1985,\<zoophilia\>
1976,\<wankingorc\>
1977,\<warslut\>
1979,\<whittie\>
