ID,Flags,ModelName,SizeClass,ModelScale,BloodID,FootprintTextureID,FootprintTextureLength,FootprintTextureWidth,FootprintParticleScale,FoleyMaterialID,FootstepShakeSize,DeathThudShakeSize,SoundID,CollisionWidth,CollisionHeight
216,0,Creature\Horse\Horse.mdx,1,1,1,3,18,12,1,0,0,0,65,3.04E-43,0
217,0,Creature\DireWolf\DireWolf.mdx,1,1,1,7,24,18,1,0,0,0,73,3.05E-43,0
218,0,Creature\Scorpion\Scorpion.mdx,1,1,2,5,18,12,1,0,0,0,198,3.07E-43,0
219,0,Creature\Spells\ManaTotem.mdx,1,1,-1,-1,0,0,0,0,0,0,199,3.08E-43,0
220,0,Creature\Spells\SentryTotem.mdx,1,1,-1,-1,0,0,0,0,0,0,200,3.1E-43,0
221,0,Creature\Spells\InvisibilityTotem.mdx,1,1,-1,-1,0,0,0,0,0,0,201,3.11E-43,4E-45
222,3,Creature\Spells\EyeOfKilrog.mdx,1,1,2,-1,0,0,0,0,0,0,194,3.12E-43,0
223,0,Creature\SeaLion\SeaLion.mdx,1,1,1,-1,18,12,1,0,0,0,202,3.14E-43,1E-45
224,1,Creature\SeaLion\SeaLion.mdx,1,1,1,-1,18,12,1,0,0,0,202,3.15E-43,0
225,0,Creature\ForceOfNature\ForceofNature.mdx,1,1,1,5,0,0,0,0,0,0,204,3.18E-43,4E-45
227,3,Creature\Orca\Orca.mdx,1,1,1,-1,0,0,0,0,0,0,205,3.21E-43,0
229,0,Creature\Ram\Ram.mdx,1,1,1,3,0,0,0,0,0,0,206,3.22E-43,4E-45
230,3,Creature\Shark\HammerHead.mdx,1,1,1,-1,18,12,1,0,0,0,207,3.5E-43,1E-45
250,1,Creature\CryptFiend\CryptFiend.mdx,1,1,3,1,0,0,0,0,0,0,227,3.78E-43,4E-45
270,3,Creature\Object\WoodenDummy.mdx,1,1,-1,-1,0,0,0,0,0,0,247,3.8E-43,4E-45
271,3,Creature\Object\ArcheryTarget.mdx,1,1,-1,-1,0,0,0,0,0,0,248,4.06E-43,4E-45
290,3,Creature\Object\Cannon.mdx,1,1,-1,4,0,0,0,0,0,0,267,4.34E-43,0
310,0,Creature\HighElf\HighElfFemale_Mage.mdx,1,1,1,1,18,12,1,0,0,0,287,4.36E-43,0
311,0,Creature\HighElf\HighElfFemale_Hunter.mdx,1,1,1,1,18,12,1,0,0,0,288,4.37E-43,0
312,0,Creature\HighElf\HighElfFemale_Priest.mdx,1,1,1,1,18,12,1,0,0,0,289,4.39E-43,0
313,0,Creature\HighElf\HighElfFemale_Warrior.mdx,1,1,1,1,18,12,1,0,0,0,290,4.4E-43,0
314,0,Creature\HighElf\HighElfMale_Mage.mdx,1,1,1,1,18,12,1,0,0,0,291,4.41E-43,0
315,0,Creature\HighElf\HighElfMale_Hunter.mdx,1,1,1,1,18,12,1,0,0,0,292,4.43E-43,0
316,0,Creature\HighElf\HighElfMale_Priest.mdx,1,1,1,1,18,12,1,0,0,0,289,4.44E-43,0
317,0,Creature\HighElf\HighElfMale_Warrior.mdx,1,1,1,1,18,12,1,0,0,0,293,4.64E-43,0
331,0,Creature\FelBat\BatTaxi.mdx,1,1,1,-1,18,12,1,0,0,0,308,4.65E-43,3E-45
332,2,Creature\NagaMale\NagaMale.mdx,1,1,1,1,1,1,1,0,0,0,309,5.2E-43,0
371,0,Creature\Imp\Imp.mdx,1,1,1,3,18,12,1,0,0,0,348,4.92E-43,0
351,0,Creature\Chimera\Chimera.mdx,1,1,1,-1,0,0,0,0,0,0,328,4.93E-43,0
352,0,Creature\Serpent\Serpent.mdx,1,1,1,1,1,1,1,0,0,0,329,5.21E-43,0
372,0,Creature\Quillboar\QuillBoarWarrior.mdx,1,1,1,6,18,12,1,0,0,0,143,5.23E-43,1E-45
373,1,Creature\Owl\Owl.mdx,1,1,1,1,0,0,0,0,0,0,350,5.24E-43,0
374,0,Creature\Spells\WaterElementalTotem.mdx,1,1,-1,-1,18,12,1,0,0,0,351,5.25E-43,0
375,0,Creature\Spells\EarthElementalTotem.mdx,1,1,-1,-1,18,12,1,0,0,0,352,5.27E-43,0
376,0,Creature\Spells\FireElementalTotem.mdx,1,1,-1,-1,0,0,0,0,0,0,353,5.28E-43,0
377,0,Creature\Spells\AirElementalTotem.mdx,1,1,-1,-1,18,12,1,0,0,0,354,5.48E-43,0
391,0,Creature\Shade\Shade.mdx,1,1,-1,-1,0,0,0,0,0,0,368,5.5E-43,0
392,0,Creature\Quillboar\QuillBoarCaster.mdx,1,1,1,6,18,12,1,0,0,0,143,5.51E-43,0
393,0,Creature\Spells\FireLightTotem.mdx,1,1,-1,-1,18,12,1,0,0,0,370,5.76E-43,1E-45
411,1,Creature\FelBat\FelBat.mdx,1,1,-1,-1,0,0,0,0,0,0,189,6.04E-43,0
431,0,Creature\Dragon\Dragon.mdx,1,1,2,5,18,12,1,0,0,4,191,6.33E-43,4E-45
452,3,Creature\Fish\Fish.mdx,1,1,1,-1,0,0,0,0,0,0,389,6.35E-43,1E-45
453,1,Creature\StormCrow\StormCrow.mdx,1,1,1,-1,0,0,0,0,0,0,390,6.36E-43,0
454,0,Creature\TRex\trex.mdx,2,1,-1,5,12,18,1,0,0,0,391,6.38E-43,0
455,0,Creature\Zombie\ZombieSword.mdx,1,1,2,4,12,18,0,0,0,0,392,6.39E-43,3E-45
456,2,Creature\Anubisath\Anubisath.mdx,1,1,3,1,0,0,0,0,3,12,40,6.4E-43,0
457,0,Creature\Tiger\Tiger.mdx,1,1,1,7,24,18,1,0,0,0,196,6.42E-43,0
458,0,Creature\RidingRaptor\RidingRaptor.mdx,1,1,1,5,24,18,1,0,0,0,34,6.43E-43,0
459,0,Creature\Tallstrider\TallStrider.mdx,1,1,1,3,24,18,1,0,0,0,38,6.88E-43,0
491,0,Creature\UndeadHorse\UndeadHorse.mdx,1,1,-1,6,18,12,1,0,0,0,428,6.9E-43,0
492,0,Creature\Centaur\CentaurCaster.mdx,1,1,1,6,18,12,1,0,0,0,429,7.16E-43,0
511,0,Creature\Centaur\CentaurWarrior.mdx,1,1,1,6,18,12,1,0,0,0,3,7.17E-43,4E-45
512,3,Creature\Fish\Fish.mdx,1,1,-1,-1,0,0,0,0,0,0,389,6.6E-43,0
471,0,Creature\Centaur\CentaurKhan.mdx,1,1,1,6,18,12,1,0,0,0,3,0,0
