ID,RaceID,ClassID,SexID,OutfitID,ItemID[0],ItemID[1],ItemID[2],ItemID[3],ItemID[4],ItemID[5],ItemID[6],ItemID[7],ItemID[8],ItemID[9],ItemID[10],ItemID[11],ItemID[12],ItemID[13],ItemID[14],ItemID[15],ItemID[16],ItemID[17],ItemID[18],ItemID[19],ItemID[20],ItemID[21],ItemID[22],ItemID[23],DisplayItemID[0],DisplayItemID[1],DisplayItemID[2],DisplayItemID[3],DisplayItemID[4],DisplayItemID[5],DisplayItemID[6],DisplayItemID[7],DisplayItemID[8],DisplayItemID[9],DisplayItemID[10],DisplayItemID[11],DisplayItemID[12],DisplayItemID[13],DisplayItemID[14],DisplayItemID[15],DisplayItemID[16],DisplayItemID[17],DisplayItemID[18],DisplayItemID[19],DisplayItemID[20],DisplayItemID[21],DisplayItemID[22],DisplayItemID[23],InventoryType[0],InventoryType[1],InventoryType[2],InventoryType[3],InventoryType[4],InventoryType[5],InventoryType[6],InventoryType[7],InventoryType[8],InventoryType[9],InventoryType[10],InventoryType[11],InventoryType[12],InventoryType[13],InventoryType[14],InventoryType[15],InventoryType[16],InventoryType[17],InventoryType[18],InventoryType[19],InventoryType[20],InventoryType[21],InventoryType[22],InventoryType[23]
34,5,8,0,0,6140,1395,6096,35,55,4604,159,0,6948,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,12649,9924,2163,472,9929,15852,18084,-1,6418,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,20,7,4,17,8,0,0,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
61,5,8,1,0,6140,1395,6096,35,55,4604,159,0,6948,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,12649,9924,2163,472,9929,15852,18084,-1,6418,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,20,7,4,17,8,0,0,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
33,5,9,0,0,6129,1396,59,2092,0,4604,159,6948,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,12646,3260,3261,6442,-1,15852,18084,6418,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,20,7,8,13,-1,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
62,5,9,1,0,6129,1396,59,2092,0,4604,159,6948,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,12646,3260,3261,6442,-1,15852,18084,6418,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,20,7,8,13,-1,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
27,6,1,0,0,6125,139,0,2361,6948,4540,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,9995,9988,-1,8690,6418,6399,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,4,7,-1,17,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
63,6,1,1,0,6125,139,0,2361,6948,4540,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,9995,9988,-1,8690,6418,6399,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,4,7,-1,17,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
15,6,3,0,0,127,6126,6948,37,159,2508,2102,2516,117,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,9996,10002,6418,14029,18084,6606,1816,5998,2473,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,4,7,0,21,0,26,18,24,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
64,6,3,1,0,127,6126,6948,37,159,2508,2102,2516,117,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,9996,10002,6418,14029,18084,6606,1816,5998,2473,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,4,7,0,21,0,26,18,24,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
348,6,6,0,0,34652,34655,34659,34650,34661,34653,34649,34651,34656,34648,34657,34658,38145,38145,38145,38145,38147,-1,-1,-1,-1,-1,-1,-1,49736,49876,49738,49735,49742,49740,49731,49737,49732,49734,6539,963,1282,1282,1282,1282,963,-1,-1,-1,-1,-1,-1,-1,1,3,16,5,17,9,10,6,7,8,2,11,18,18,18,18,11,-1,-1,-1,-1,-1,-1,-1
349,6,6,1,0,34652,34655,34659,34650,34661,34653,34649,34651,34656,34648,34657,34658,38145,38145,38145,38145,38147,-1,-1,-1,-1,-1,-1,-1,49736,49876,49738,49735,49742,49740,49731,49737,49732,49734,6539,963,1282,1282,1282,1282,963,-1,-1,-1,-1,-1,-1,-1,1,3,16,5,17,9,10,6,7,8,2,11,18,18,18,18,11,-1,-1,-1,-1,-1,-1,-1
29,6,7,0,0,154,153,6948,36,4604,159,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,10058,10050,6418,5194,15852,18084,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,4,7,0,21,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
66,6,7,1,0,154,153,6948,36,4604,159,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,10058,10050,6418,5194,15852,18084,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,4,7,0,21,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
284,6,11,0,0,35,6139,6124,159,0,4536,6948,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,472,12684,9987,18084,-1,6410,6418,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,17,20,7,0,-1,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
285,6,11,1,0,35,6139,6124,159,0,4536,6948,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,472,12684,9987,18084,-1,6410,6418,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,17,20,7,0,-1,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
291,7,1,0,0,38,39,40,0,25,2362,117,6948,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,9891,9892,10141,-1,1542,18730,2473,6418,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,4,7,8,-1,21,14,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
314,7,1,1,0,38,39,40,0,25,2362,117,6948,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,9891,9892,10141,-1,1542,18730,2473,6418,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,4,7,8,-1,21,14,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
293,7,4,0,0,49,48,47,0,2092,28979,117,6948,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,9906,9913,9915,-1,6442,40187,2473,6418,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,4,7,8,-1,13,25,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
304,7,4,1,0,49,48,47,0,2092,28979,117,6948,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,9906,9913,9915,-1,6442,40187,2473,6418,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,4,7,8,-1,13,25,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
350,7,6,0,0,34652,34655,34659,34650,34661,34653,34649,34651,34656,34648,34657,34658,38145,38145,38145,38145,38147,-1,-1,-1,-1,-1,-1,-1,49736,49876,49738,49735,49742,49740,49731,49737,49732,49734,6539,963,1282,1282,1282,1282,963,-1,-1,-1,-1,-1,-1,-1,1,3,16,5,17,9,10,6,7,8,2,11,18,18,18,18,11,-1,-1,-1,-1,-1,-1,-1
351,7,6,1,0,34652,34655,34659,34650,34661,34653,34649,34651,34656,34648,34657,34658,38145,38145,38145,38145,38147,-1,-1,-1,-1,-1,-1,-1,49736,49876,49738,49735,49742,49740,49731,49737,49732,49734,6539,963,1282,1282,1282,1282,963,-1,-1,-1,-1,-1,-1,-1,1,3,16,5,17,9,10,6,7,8,2,11,18,18,18,18,11,-1,-1,-1,-1,-1,-1,-1
294,7,8,0,0,56,1395,6096,55,0,35,4536,159,6948,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,12647,9924,2163,9929,-1,472,6410,18084,6418,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,20,7,4,8,-1,17,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
306,7,8,1,0,56,1395,6096,55,0,35,4536,159,6948,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,12647,9924,2163,9929,-1,472,6410,18084,6418,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,20,7,4,8,-1,17,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
295,7,9,0,0,57,6097,1396,59,2092,159,4604,0,6948,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,12645,2470,3260,3261,6442,18084,15852,-1,6418,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,20,4,7,8,13,0,0,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
308,7,9,1,0,57,6097,1396,59,2092,159,4604,0,6948,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,12645,2470,3260,3261,6442,18084,15852,-1,6418,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,20,4,7,8,13,0,0,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
292,8,1,0,0,37,117,6125,139,2362,0,25861,6948,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,14029,2473,9995,9988,18730,-1,20777,6418,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,21,0,4,7,14,-1,25,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
316,8,1,1,0,37,117,6125,139,2362,0,25861,6948,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,14029,2473,9995,9988,18730,-1,20777,6418,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,21,0,4,7,14,-1,25,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
297,8,3,0,0,37,4604,2101,2512,2504,6126,127,159,0,6948,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,14029,15852,21328,5996,8106,10002,9996,18084,-1,6418,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,21,0,18,24,15,7,4,0,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
310,8,3,1,0,37,4604,2101,2512,2504,6126,127,159,0,6948,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,14029,15852,21328,5996,8106,10002,9996,18084,-1,6418,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,21,0,18,24,15,7,4,0,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
296,8,4,0,0,2092,117,6136,6137,6138,0,25861,6948,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,6442,2473,10112,10114,10115,-1,20777,6418,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,13,0,4,7,8,-1,25,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
309,8,4,1,0,2092,117,6136,6137,6138,0,25861,6948,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,6442,2473,10112,10114,10115,-1,20777,6418,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,13,0,4,7,8,-1,25,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
298,8,5,0,0,36,4540,159,6144,53,52,0,6948,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,5194,6399,18084,12680,9944,9945,-1,6418,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,21,0,0,20,4,7,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
311,8,5,1,0,36,4540,159,6144,53,52,0,6948,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,5194,6399,18084,12680,9944,9945,-1,6418,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,21,0,0,20,4,7,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
362,8,6,0,0,34652,34655,34659,34650,34661,34653,34649,34651,34656,34648,34657,34658,38145,38145,38145,38145,38147,-1,-1,-1,-1,-1,-1,-1,49736,49876,49738,49735,49742,49740,49731,49737,49732,49734,6539,963,1282,1282,1282,1282,963,-1,-1,-1,-1,-1,-1,-1,1,3,16,5,17,9,10,6,7,8,2,11,18,18,18,18,11,-1,-1,-1,-1,-1,-1,-1
363,8,6,1,0,34652,34655,34659,34650,34661,34653,34649,34651,34656,34648,34657,34658,38145,38145,38145,38145,38147,-1,-1,-1,-1,-1,-1,-1,49736,49876,49738,49735,49742,49740,49731,49737,49732,49734,6539,963,1282,1282,1282,1282,963,-1,-1,-1,-1,-1,-1,-1,1,3,16,5,17,9,10,6,7,8,2,11,18,18,18,18,11,-1,-1,-1,-1,-1,-1,-1
300,8,7,0,0,36,117,159,6134,6135,0,6948,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,5194,2473,18084,10108,10109,-1,6418,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,21,0,0,4,7,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
312,8,7,1,0,36,117,159,6134,6135,0,6948,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,5194,2473,18084,10108,10109,-1,6418,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,21,0,0,4,7,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
317,8,8,0,0,6140,1395,6096,55,35,117,159,0,6948,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,12649,9924,2163,9929,472,2473,18084,-1,6418,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,20,7,4,8,17,0,0,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
318,8,8,1,0,6140,1395,6096,55,35,117,159,0,6948,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,12649,9924,2163,9929,472,2473,18084,-1,6418,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,20,7,4,8,17,0,0,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
343,10,2,0,0,24143,24145,24146,23346,0,20857,159,6948,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,36789,36790,36793,2380,-1,6399,18084,6418,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,4,7,8,17,-1,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
344,10,2,1,0,24143,24145,24146,23346,0,20857,159,6948,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,36789,36790,36793,2380,-1,6399,18084,6418,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,4,7,8,17,-1,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
329,10,3,0,0,20901,20899,20900,159,20982,6948,2101,20980,20857,2512,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,33352,33351,33350,18084,37170,6418,21328,8106,6399,5996,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,4,7,8,0,13,0,18,15,0,24,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
330,10,3,1,0,20901,20899,20900,159,20982,6948,2101,20980,20857,2512,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,33352,33351,33350,18084,37170,6418,21328,8106,6399,5996,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,4,7,8,0,13,0,18,15,0,24,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
320,10,4,0,0,20982,20897,20896,20898,20857,0,25861,6948,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,37170,33353,33342,36764,6399,-1,20777,6418,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,13,4,7,8,0,-1,25,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
325,10,4,1,0,20982,20897,20896,20898,20857,0,25861,6948,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,37170,33353,33342,36764,6399,-1,20777,6418,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,13,4,7,8,0,-1,25,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
321,10,5,0,0,20891,53,52,20981,20857,159,51,0,6948,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,33256,9944,9945,37294,6399,18084,9946,-1,6418,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,20,4,7,21,0,0,8,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
326,10,5,1,0,20891,53,52,20981,20857,159,51,0,6948,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,33256,9944,9945,37294,6399,18084,9946,-1,6418,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,20,4,7,21,0,0,8,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
364,10,6,0,0,34652,34655,34659,34650,34661,34653,34649,34651,34656,34648,34657,34658,38145,38145,38145,38145,38147,-1,-1,-1,-1,-1,-1,-1,49736,49876,49738,49735,49742,49740,49731,49737,49732,49734,6539,963,1282,1282,1282,1282,963,-1,-1,-1,-1,-1,-1,-1,1,3,16,5,17,9,10,6,7,8,2,11,18,18,18,18,11,-1,-1,-1,-1,-1,-1,-1
365,10,6,1,0,34652,34655,34659,34650,34661,34653,34649,34651,34656,34648,34657,34658,38145,38145,38145,38145,38147,-1,-1,-1,-1,-1,-1,-1,49736,49876,49738,49735,49742,49740,49731,49737,49732,49734,6539,963,1282,1282,1282,1282,963,-1,-1,-1,-1,-1,-1,-1,1,3,16,5,17,9,10,6,7,8,2,11,18,18,18,18,11,-1,-1,-1,-1,-1,-1,-1
323,10,8,0,0,20893,20894,6096,35,20895,20857,159,0,6948,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,33258,33259,2163,472,33260,6399,18084,-1,6418,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,20,7,4,17,8,0,0,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
327,10,8,1,0,20893,20894,6096,35,20895,20857,159,0,6948,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,33258,33259,2163,472,33260,6399,18084,-1,6418,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,20,7,4,17,8,0,0,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
322,10,9,0,0,20892,1396,59,20983,6097,20857,159,6948,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,33257,3260,3261,37171,2470,6399,18084,6418,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,20,7,8,13,4,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
328,10,9,1,0,20892,1396,59,20983,6097,20857,159,6948,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,33257,3260,3261,37171,2470,6399,18084,6418,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,20,7,8,13,4,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
331,11,1,0,0,23473,23474,23475,23346,6948,4540,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,36124,36125,36126,2380,6418,6399,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,4,7,8,17,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
332,11,1,1,0,23473,23474,23475,23346,6948,4540,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,36124,36125,36126,2380,6418,6399,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,4,7,8,17,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
333,11,2,0,0,23476,23477,2361,0,6948,4540,159,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,36133,36134,8690,-1,6418,6399,18084,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,4,7,17,-1,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
334,11,2,1,0,23476,23477,2361,0,6948,4540,159,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,36133,36134,8690,-1,6418,6399,18084,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,4,7,17,-1,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
335,11,3,0,0,23345,23344,25,23348,6948,4540,159,23347,2101,2512,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,36118,36120,1542,36122,6418,6399,18084,10671,21328,5996,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,4,7,21,8,0,0,0,26,18,24,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
336,11,3,1,0,23345,23344,25,23348,6948,4540,159,23347,2101,2512,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,36118,36120,1542,36122,6418,6399,18084,10671,21328,5996,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,4,7,21,8,0,0,0,26,18,24,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
339,11,5,0,0,1396,6097,36,23322,6948,4540,159,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3260,2470,5194,36138,6418,6399,18084,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,7,4,21,20,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
340,11,5,1,0,1396,6097,36,23322,6948,4540,159,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3260,2470,5194,36138,6418,6399,18084,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,7,4,21,20,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
366,11,6,0,0,34652,34655,34659,34650,34661,34653,34649,34651,34656,34648,34657,34658,38145,38145,38145,38145,38147,-1,-1,-1,-1,-1,-1,-1,49736,49876,49738,49735,49742,49740,49731,49737,49732,49734,6539,963,1282,1282,1282,1282,963,-1,-1,-1,-1,-1,-1,-1,1,3,16,5,17,9,10,6,7,8,2,11,18,18,18,18,11,-1,-1,-1,-1,-1,-1,-1
367,11,6,1,0,34652,34655,34659,34650,34661,34653,34649,34651,34656,34648,34657,34658,38145,38145,38145,38145,38147,-1,-1,-1,-1,-1,-1,-1,49736,49876,49738,49735,49742,49740,49731,49737,49732,49734,6539,963,1282,1282,1282,1282,963,-1,-1,-1,-1,-1,-1,-1,1,3,16,5,17,9,10,6,7,8,2,11,18,18,18,18,11,-1,-1,-1,-1,-1,-1,-1
