ID,Achievement_ID,Type,Asset_ID,Quantity,Start_event,Start_asset,Fail_event,Fail_asset,Description_lang[0],Description_lang[1],Description_lang[2],Description_lang[3],Description_lang[4],Description_lang[5],Description_lang[6],Description_lang[7],Description_lang[8],Description_lang[9],Description_lang[10],Description_lang[11],Description_lang[12],Description_lang[13],Description_lang[14],Description_lang[15],Description_lang_mask,Flags,Ui_order
986,710,46,510,42000,0,0,0,0,Exalted with The Defilers,,,,,,,,,,,,,,,,16712190,2,1
330,402,39,3,1550,0,0,0,0,1550 rating,,,,,,,,,,,,,,,,16712190,2,1
135,101,15,0,0,0,0,0,0,Ring of Trials matches,,,,,,,,,,,,,,,,16712174,0,1
40,12,5,0,70,0,0,0,0,Reach level 70,,,,,,,,,,,,,,,,16712174,2,1
236,508,9,0,1500,0,0,0,0,Complete 1500 quests,,,,,,,,,,,,,,,,16712190,1,1
224,218,1,30,1,0,0,0,0,Win Alterac Valley.,,,,,,,,,,,,,,,,16712174,2,1
107,56,16,443,0,0,0,0,0,Deaths in Warsong Gulch,,,,,,,,,,,,,,,,16712172,0,1
5141,1396,27,13012,1,0,0,0,0,Elder Sardis in Valiance Keep,,,,,,,,,,,,,,,,262144,0,1
5139,1393,0,28860,1,0,0,0,0,Sartharion the Onyx Guardian,,,,,,,,,,,,,,,,16711680,0,1
5136,1390,0,15990,1,0,0,0,0,Kel'Thuzad,,,,,,,,,,,,,,,,16711680,0,1
5135,1389,0,15989,1,0,0,0,0,Sapphiron,,,,,,,,,,,,,,,,16711680,0,1
5131,1385,0,16011,1,0,0,0,0,Loatheb,,,,,,,,,,,,,,,,16711680,0,1
5130,1384,0,16061,1,0,0,0,0,Instructor Razuvious,,,,,,,,,,,,,,,,16711680,0,1
5129,1383,0,16062,1,0,0,0,0,<NYI> Need to hook up event,,,,,,,,,,,,,,,,16711680,0,1
5125,1379,0,16060,1,0,0,0,0,Gothik the Harvester,,,,,,,,,,,,,,,,16711680,0,1
5117,1372,0,15932,1,0,0,0,0,Gluth,,,,,,,,,,,,,,,,16711680,0,1
5124,1378,0,15932,1,0,0,0,0,Gluth,,,,,,,,,,,,,,,,16711680,0,1
5122,1376,0,15989,1,0,0,0,0,Sapphiron,,,,,,,,,,,,,,,,16711680,0,1
5114,1371,0,15931,1,0,0,0,0,Grobbulus,,,,,,,,,,,,,,,,16711680,0,1
5112,1369,0,15936,1,0,0,0,0,Heigan the Unclean,,,,,,,,,,,,,,,,16711680,0,1
5110,1364,0,16028,1,0,0,0,0,Patchwerk,,,,,,,,,,,,,,,,16711680,0,1
5123,1377,0,15990,1,0,0,0,0,Kel'Thuzad,,,,,,,,,,,,,,,,16711680,0,1
5108,1366,0,16060,1,0,0,0,0,Gothik the Harvester,,,,,,,,,,,,,,,,16711680,0,1
5121,1375,0,16062,1,0,0,0,0,<NYI> Need to hook up event,,,,,,,,,,,,,,,,16711680,0,1
5120,1374,0,16061,1,0,0,0,0,Instructor Razuvious,,,,,,,,,,,,,,,,16711680,0,1
4987,932,19,5,0,0,0,0,0,5-man instances run,,,,,,,,,,,,,,,,16711916,0,1
4985,97,14,0,0,0,0,0,0,Daily quests complete,,,,,,,,,,,,,,,,16712172,0,1
4965,593,20,11948,0,0,0,0,0,Killed by Vanndar Stormpike,,,,,,,,,,,,,,,,16711916,0,1
4944,1197,78,0,0,0,0,0,0,Total NPC kills,,,,,,,,,,,,,,,,16711916,0,1
5140,1394,0,28859,1,0,0,0,0,Malygos,,,,,,,,,,,,,,,,16711680,0,1
5138,1392,0,28860,1,0,0,0,0,Sartharion the Onyx Guardian,,,,,,,,,,,,,,,,16711680,0,1
5134,1388,0,15928,1,0,0,0,0,Thaddius,,,,,,,,,,,,,,,,16711680,0,1
5133,1387,0,15954,1,0,0,0,0,Noth the Plaguebringer,,,,,,,,,,,,,,,,16711680,0,1
5132,1386,0,15952,1,0,0,0,0,Maexxna,,,,,,,,,,,,,,,,16711680,0,1
5127,1381,0,15931,1,0,0,0,0,Grobbulus,,,,,,,,,,,,,,,,16711680,0,1
5126,1380,0,15953,1,0,0,0,0,Grand Widow Faerlina,,,,,,,,,,,,,,,,16711680,0,1
5119,1373,0,15928,1,0,0,0,0,Thaddius,,,,,,,,,,,,,,,,16711680,0,1
5113,1370,0,16011,1,0,0,0,0,Loatheb,,,,,,,,,,,,,,,,16711680,0,1
5111,1368,0,15956,1,0,0,0,0,Anub'Rekhan,,,,,,,,,,,,,,,,16711680,0,1
5045,1360,8,1358,1,0,0,0,0,Nothing Boring About Borean,,,,,,,,,,,,,,,,16711680,0,1
5044,1359,11,65,130,0,0,0,0,Complete 130 quests in Dragonblight,,,,,,,,,,,,,,,,16711680,1,1
5042,1358,11,3537,150,0,0,0,0,Complete 140 quests in Boren Tundra,,,,,,,,,,,,,,,,16711680,3,1
5020,388,70,0,50,0,0,0,0,Stormwind City,,,,,,,,,,,,,,,,16711680,3,1
4788,338,75,778,0,0,0,0,0,Vanity pets owned,,,,,,,,,,,,,,,,16712172,0,1
4768,927,49,14,1,0,0,0,0,Cloak is Epic!,,,,,,,,,,,,,,,,16711916,0,1
5104,1365,0,15954,1,0,0,0,0,Noth the Plaguebringer,,,,,,,,,,,,,,,,16711680,0,1
5103,1367,0,16028,1,0,0,0,0,Patchwerk,,,,,,,,,,,,,,,,16711680,0,1
5102,1363,0,15952,1,0,0,0,0,Maexxna,,,,,,,,,,,,,,,,16711680,0,1
5101,1362,0,15953,1,0,0,0,0,Grand Widow Faerlina,,,,,,,,,,,,,,,,16711680,0,1
5100,1361,0,15956,1,0,0,0,0,Anub'Rekhan,,,,,,,,,,,,,,,,16711680,0,1
5079,284,36,34000,1,0,0,0,0,Flimsy Female Blood Elf Mask,,,,,,,,,,,,,,,,16711680,0,1
5054,492,0,30258,1,0,0,0,0,Amanitar,,,,,,,,,,,,,,,,16711680,0,1
5053,495,0,29932,1,0,0,0,0,Eck the Ferocious,,,,,,,,,,,,,,,,16711680,0,1
5041,1357,11,394,75,0,0,0,0,Complete 75 quests in Grizzly Hills,,,,,,,,,,,,,,,,16711680,1,1
5040,1356,11,495,105,0,0,0,0,Complete 105 quests in Howling Fjord,,,,,,,,,,,,,,,,16711680,1,1
5007,352,28,23598,0,0,0,0,0,Meeting Stone Summon,,,,,,,,,,,,,,,,16711916,0,1
448,374,38,2,0,0,0,0,0,,,,,,,,,,,,,,,,,16711901,0,1
447,595,39,2,0,0,0,0,0,,,,,,,,,,,,,,,,,16711901,0,1
446,588,35,0,0,0,0,0,0,,,,,,,,,,,,,,,,,16711901,0,1
440,586,30,44,0,0,0,0,0,,,,,,,,,,,,,,,,,16711901,0,1
439,395,30,42,0,0,0,0,0,,,,,,,,,,,,,,,,,16711901,0,1
437,394,30,61,0,0,0,0,0,,,,,,,,,,,,,,,,,16711901,0,1
436,393,30,0,0,0,0,0,0,,,,,,,,,,,,,,,,,16711901,0,1
381,574,0,15990,1,0,0,0,0,Kel'Thuzad,,,,,,,,,,,,,,,,16712190,0,1
491,618,0,17468,1,0,0,0,0,Prophet Velen,,,,,,,,,,,,,,,,16712190,2,1
489,616,0,2784,1,0,0,0,0,King Magni Bronzebeard,,,,,,,,,,,,,,,,16712190,2,1
488,615,0,1748,1,0,0,0,0,Highlord Bolvar Fordragon,,,,,,,,,,,,,,,,16712190,2,1
484,614,8,610,0,0,0,0,0,Death to the Warchief!,,,,,,,,,,,,,,,,16712174,0,1
480,610,0,4949,1,0,0,0,0,Thrall,,,,,,,,,,,,,,,,16712190,2,1
477,263,0,25740,1,0,0,0,0,Ahune,,,,,,,,,,,,,,,,16712190,2,1
475,608,36,21100,25,0,0,0,0,Receive 25 Coins of Ancestry,,,,,,,,,,,,,,,,16712174,1,1
746,428,27,7787,1,0,0,0,0,"Thunderfury, Blessed Blade of the Windseeker",,,,,,,,,,,,,,,,16712190,2,1
3880,1259,70,0,1,3,489,3,489,Killed a Sprinting Player,,,,,,,,,,,,,,,,16712172,2,1
342,516,35,0,1000,0,0,0,0,1000 honorable kills,,,,,,,,,,,,,,,,16712174,1,1
339,513,35,0,100,0,0,0,0,100 honorable kills,,,,,,,,,,,,,,,,16712174,1,1
335,401,39,2,2000,0,0,0,0,2000 rating,,,,,,,,,,,,,,,,16712190,2,1
334,407,39,5,1750,0,0,0,0,1750 rating,,,,,,,,,,,,,,,,16712190,2,1
917,750,43,461,1,0,0,0,0,Boulder Lode Mine,,,,,,,,,,,,,,,,16712190,0,1
881,734,40,171,6,0,0,0,0,Alchemy,,,,,,,,,,,,,,,,16712190,2,1
859,732,40,171,4,0,0,0,0,Alchemy,,,,,,,,,,,,,,,,16712190,2,1
734,449,44,7,0,0,0,0,0,Blood Guard,,,,,,,,,,,,,,,,16712190,2,1
731,447,44,10,0,0,0,0,0,Champion,,,,,,,,,,,,,,,,16712190,2,1
729,446,44,12,0,0,0,0,0,General,,,,,,,,,,,,,,,,16712190,2,1
728,445,44,13,0,0,0,0,0,Warlord,,,,,,,,,,,,,,,,16712190,2,1
727,443,44,14,0,0,0,0,0,High Warlord,,,,,,,,,,,,,,,,16712190,2,1
723,441,44,4,0,0,0,0,0,Master Sergeant,,,,,,,,,,,,,,,,16712190,2,1
721,439,44,6,0,0,0,0,0,Knight,,,,,,,,,,,,,,,,16712190,2,1
572,665,36,25535,1,0,0,0,0,Netherwhelp's Collar,,,,,,,,,,,,,,,,16712190,2,1
541,641,0,5709,1,0,0,0,0,Shade of Eranikus,,,,,,,,,,,,,,,,16712190,2,1
540,640,0,12201,1,0,0,0,0,Princess Theradras,,,,,,,,,,,,,,,,16712190,2,1
426,583,30,122,2,3,529,3,529,Assault 2 bases,,,,,,,,,,,,,,,,16712174,4,1
420,222,30,64,50,0,0,0,0,50 towers defended,,,,,,,,,,,,,,,,16712174,1,1
419,221,30,63,50,0,0,0,0,Take 50 graveyards,,,,,,,,,,,,,,,,16712174,1,1
418,212,30,183,1,0,0,0,0,Capture the flag,,,,,,,,,,,,,,,,16712174,2,1
417,200,30,44,50,0,0,0,0,Return the flag 50 times,,,,,,,,,,,,,,,,16712174,1,1
416,199,30,42,1,0,0,0,0,Capture the flag,,,,,,,,,,,,,,,,16712174,2,1
150,115,26,5,0,0,0,0,0,Deaths from fire and lava,,,,,,,,,,,,,,,,16712174,0,1
148,113,26,0,0,0,0,0,0,Deaths from fatigue,,,,,,,,,,,,,,,,16712190,0,1
147,112,26,1,0,0,0,0,0,Deaths from drowning,,,,,,,,,,,,,,,,16712190,0,1
140,105,1,489,0,0,0,0,0,Warsong Gulch Victories,,,,,,,,,,,,,,,,16712190,0,1
143,104,1,0,1,0,0,0,0,Circle of Blood victories,,,,,,,,,,,,,,,,16712174,0,1
134,99,1,0,0,0,0,0,0,Ruins of Lordaeron matches,,,,,,,,,,,,,,,,16712190,0,1
142,102,1,0,0,0,0,0,0,Runis of Lordaeron victories,,,,,,,,,,,,,,,,16712174,0,1
106,55,15,529,0,0,0,0,0,Arathi Basin Played: [PH],,,,,,,,,,,,,,,,16711918,0,1
332,400,39,2,1750,0,0,0,0,1750 rating,,,,,,,,,,,,,,,,16712190,2,1
331,406,39,5,1550,0,0,0,0,1550 rating,,,,,,,,,,,,,,,,16712190,2,1
309,430,36,33809,1,0,0,0,0,Amani War Bear,,,,,,,,,,,,,,,,16712190,2,1
308,158,30,122,50,0,0,0,0,Take 50 flags in Arathi Basin,,,,,,,,,,,,,,,,16711918,1,1
164,281,7,171,0,0,0,0,0,,,,,,,,,,,,,,,,,16711757,0,1
162,197,13,0,0,0,0,0,0,,,,,,,,,,,,,,,,,16711757,0,1
211,479,0,26529,1,0,0,0,0,Meathook,,,,,,,,,,,,,,,,16712190,0,1
209,488,0,26693,1,0,0,0,0,Skadi the Ruthless,,,,,,,,,,,,,,,,16712174,0,1
111,60,17,0,0,0,0,0,0,Total Deaths: [PH],,,,,,,,,,,,,,,,16712174,0,1
110,59,16,461,0,0,0,0,0,Arathi Basin Deaths,,,,,,,,,,,,,,,,16712172,0,1
108,57,16,0,0,0,0,0,0,Deaths in Alterac Valley,,,,,,,,,,,,,,,,16712172,0,1
104,53,15,30,0,0,0,0,0,Alterac Valley Played: [PH],,,,,,,,,,,,,,,,16711918,0,1
101,52,1,566,0,0,0,0,0,Eye of the Storm Wins: [PH],,,,,,,,,,,,,,,,16711918,0,1
84,41,8,35,1,0,0,0,0,Might of Dragonblight,,,,,,,,,,,,,,,,16712174,0,2
1010,764,46,935,42000,0,0,0,0,The Sha'tar,,,,,,,,,,,,,,,,16712190,0,2
205,487,0,27655,1,0,0,0,0,Mage-Lord Urom,,,,,,,,,,,,,,,,16712174,0,2
200,482,0,26631,1,0,0,0,0,Novos the Summoner,,,,,,,,,,,,,,,,16712174,0,2
196,478,0,26763,1,0,0,0,0,Anomalus,,,,,,,,,,,,,,,,16712190,0,2
170,321,18,10,0,0,0,0,0,,,,,,,,,,,,,,,,,16711756,0,2
1224,782,43,542,1,0,0,0,0,Misty Valley,,,,,,,,,,,,,,,,16712190,0,2
326,426,36,32837,1,0,0,0,0,Warglaive of Azzinoth (Main Hand),,,,,,,,,,,,,,,,16711934,2,2
151,115,26,3,0,0,0,0,0,,,,,,,,,,,,,,,,,16711756,0,2
1159,777,43,1061,1,0,0,0,0,The Vice,,,,,,,,,,,,,,,,16712190,0,2
286,547,27,12500,1,0,0,0,0,Return to Angrathar - Horde,,,,,,,,,,,,,,,,16712174,2,2
220,486,0,28546,1,0,0,0,0,Ionar,,,,,,,,,,,,,,,,16712174,0,2
216,485,0,27977,1,0,0,0,0,Krystallus,,,,,,,,,,,,,,,,16712174,0,2
190,477,0,24200,1,0,0,0,0,Skarvald the Constructor,,,,,,,,,,,,,,,,16712174,0,2
210,488,0,26861,1,0,0,0,0,King Ymiron,,,,,,,,,,,,,,,,16712174,0,2
1487,43,8,736,1,0,0,0,0,Explore Mulgore,,,,,,,,,,,,,,,,16712190,0,2
3405,1168,8,221,0,0,0,0,0,Alterac Grave Robber,,,,,,,,,,,,,,,,16712174,0,2
2146,967,27,12397,1,0,0,0,0,"Stranglethorn Vale, Booty Bay",,,,,,,,,,,,,,,,16711934,0,2
1923,912,27,8647,1,0,0,0,0,Elder Bellowrage in Blasted Lands,,,,,,,,,,,,,,,,16711934,0,2
904,736,43,184,1,0,0,0,0,Palemane Rock,,,,,,,,,,,,,,,,16712190,0,2
3352,1145,27,9339,1,0,0,0,0,"Horde, A Thief's Reward",,,,,,,,,,,,,,,,16711918,2,2
551,646,0,10440,1,0,0,0,0,Baron Rivendare,,,,,,,,,,,,,,,,16712190,0,2
535,637,0,6487,1,0,0,0,0,Arcanist Doan,,,,,,,,,,,,,,,,16712190,0,2
2218,968,27,12393,1,0,0,0,0,"Blade's Edge Mountains, Thunderlord Stronghold",,,,,,,,,,,,,,,,16711934,0,2
1311,843,43,1180,1,0,0,0,0,Manaforge B'naar,,,,,,,,,,,,,,,,16712190,0,2
1104,772,43,402,1,0,0,0,0,Tarren Mill,,,,,,,,,,,,,,,,16712190,0,2
1174,779,43,316,1,0,0,0,0,Stonewrought Dam,,,,,,,,,,,,,,,,16712190,0,2
1249,802,43,284,1,0,0,0,0,Saldean's Farm,,,,,,,,,,,,,,,,16712190,0,2
1821,229,35,0,30,3,30,3,30,30 hks in av,,,,,,,,,,,,,,,,16711916,2,2
4947,1198,35,0,0,0,0,0,0,Honorable kills,,,,,,,,,,,,,,,,16711916,0,2
3162,1031,27,11737,1,0,0,0,0,Blasted Lands,,,,,,,,,,,,,,,,16712190,0,2
1406,851,43,659,1,0,0,0,0,Sandsorrow Watch,,,,,,,,,,,,,,,,16712190,0,2
1402,853,43,862,1,0,0,0,0,Talonbranch Glade,,,,,,,,,,,,,,,,16712190,0,2
993,762,46,81,42000,0,0,0,0,Exalted Thunder Bluff,,,,,,,,,,,,,,,,16712190,0,2
1116,773,43,602,1,0,0,0,0,Plaguemist Ravine,,,,,,,,,,,,,,,,16712190,0,2
743,432,27,10901,1,0,0,0,0,The Cudgel of Kar'desh,,,,,,,,,,,,,,,,16712174,2,2
1015,765,43,582,1,0,0,0,0,Camp Boff,,,,,,,,,,,,,,,,16712190,0,2
1197,781,43,524,1,0,0,0,0,Nesingwary's Expedition,,,,,,,,,,,,,,,,16712190,0,2
3125,1027,27,11851,1,0,0,0,0,Hellfire Peninsula,,,,,,,,,,,,,,,,16712190,0,2
3113,1026,27,11845,1,0,0,0,0,Desolace,,,,,,,,,,,,,,,,16712190,0,2
3208,1039,8,1037,0,0,0,0,0,Desecration of the Alliance,,,,,,,,,,,,,,,,16712172,0,2
3203,1037,8,1029,0,0,0,0,0,Extinguishing Kalimdor,,,,,,,,,,,,,,,,16712174,0,2
3200,1036,8,1026,0,0,0,0,0,Flame Keeper of Kalimdor,,,,,,,,,,,,,,,,16712190,0,2
4949,107,78,0,0,0,0,0,0,Demons,,,,,,,,,,,,,,,,16711932,0,2
3132,1028,27,11766,1,0,0,0,0,Badlands,,,,,,,,,,,,,,,,16712190,0,2
3090,1024,27,11818,1,0,0,0,0,Hellfire Peninsula,,,,,,,,,,,,,,,,16712190,0,2
1907,909,27,11340,1,0,0,0,0,Call to Arms: Alterac Valley,,,,,,,,,,,,,,,,16711932,0,2
1054,769,43,302,1,0,0,0,0,The Shining Strand,,,,,,,,,,,,,,,,16712190,0,2
1038,768,43,235,1,0,0,0,0,Solliden Farmstead,,,,,,,,,,,,,,,,16712190,0,2
3219,1041,27,1657,1,0,0,0,0,Stinking Up Southshore,,,,,,,,,,,,,,,,16711934,0,2
3210,283,28,24737,1,0,0,0,0,Ghost Costume,,,,,,,,,,,,,,,,16711934,0,2
3965,1284,8,648,0,0,0,0,0,The Blood Furnace,,,,,,,,,,,,,,,,16712190,0,2
3873,1257,72,180901,1,0,0,0,0,Bloodsail Wreckage,,,,,,,,,,,,,,,,16711916,0,2
3706,667,0,17536,1,0,0,0,0,Nazan,,,,,,,,,,,,,,,,16712190,0,2
3228,396,36,19024,1,0,0,0,0,Arena Grand Master item gained,,,,,,,,,,,,,,,,16711916,2,2
3143,1029,27,11769,1,0,0,0,0,Desolace,,,,,,,,,,,,,,,,16712190,0,2
1351,847,43,930,1,0,0,0,0,Grimtotem Post,,,,,,,,,,,,,,,,16712190,0,2
1263,841,43,382,1,0,0,0,0,Black Channel Marsh,,,,,,,,,,,,,,,,16712190,0,2
801,727,36,29465,1,0,0,0,0,Black Battlestrider,,,,,,,,,,,,,,,,16712190,2,2
427,583,30,123,2,3,529,3,529,Defend 2 bases,,,,,,,,,,,,,,,,16712174,4,2
2133,966,27,12344,1,0,0,0,0,"Duskwood, Darkshire",,,,,,,,,,,,,,,,16711934,0,2
1917,911,27,8720,1,0,0,0,0,Elder Skygleam in Azshara,,,,,,,,,,,,,,,,16711934,0,2
1903,908,27,11336,1,0,0,0,0,Call to Arms: Alterac Valley,,,,,,,,,,,,,,,,16711932,0,2
4079,1293,36,33017,1,0,0,0,0,Filled Blue Brewfest Stein,,,,,,,,,,,,,,,,16712190,2,2
4073,1292,36,32917,1,0,0,0,0,Filled Yellow Brewfest Stein,,,,,,,,,,,,,,,,16712190,2,2
3805,161,1,529,1,0,0,0,0,Overcome a 500 resource disadvantage,,,,,,,,,,,,,,,,16711918,2,2
1342,846,43,686,1,0,0,0,0,Darkcloud Pinnacle,,,,,,,,,,,,,,,,16712190,0,2
4057,1289,8,490,0,0,0,0,0,Heroic The Nexus,,,,,,,,,,,,,,,,16711934,0,2
4041,1288,8,478,0,0,0,0,0,The Nexus,,,,,,,,,,,,,,,,16712190,0,2
4009,1285,8,685,0,0,0,0,0,Blackwing Lair,,,,,,,,,,,,,,,,16712190,0,2
1315,844,43,341,1,0,0,0,0,Ruins of Mathystra,,,,,,,,,,,,,,,,16712190,0,2
1606,862,43,1200,1,0,0,0,0,Expedition Armory,,,,,,,,,,,,,,,,16712190,0,2
2426,1012,46,1068,42000,0,0,0,0,Exalted with Explorers' League,,,,,,,,,,,,,,,,16711680,0,2
2073,963,27,12333,1,0,0,0,0,"Azuremyst Isle, Azure Watch",,,,,,,,,,,,,,,,16711934,0,2
2063,962,27,12705,1,0,0,0,0,Will of the Titans,,,,,,,,,,,,,,,,16711918,0,2
1188,780,43,363,1,0,0,0,0,Lake Everstill,,,,,,,,,,,,,,,,16712190,0,2
1824,204,1,489,1,3,489,3,489,win warsong,,,,,,,,,,,,,,,,16711918,6,2
2375,1005,53,1,1,0,0,0,0,Human,,,,,,,,,,,,,,,,16711934,0,2
2370,246,53,2,1,0,0,0,0,Orc,,,,,,,,,,,,,,,,16711934,0,2
2343,556,49,1,1,0,0,0,0,Neck,,,,,,,,,,,,,,,,16711934,0,2
3937,1282,27,11023,1,0,0,0,0,Summon Reindeer Flying Mount Tier 3.0 (Brown),,,,,,,,,,,,,,,,16711916,2,2
4945,1197,70,0,0,0,0,0,0,Total Player Kills,,,,,,,,,,,,,,,,16711916,0,2
2282,289,27,12139,1,0,0,0,0,"""Let the Fires Come!""",,,,,,,,,,,,,,,,16711918,2,2
1162,778,43,422,1,0,0,0,0,Addle's Stead,,,,,,,,,,,,,,,,16712190,0,2
1007,763,46,942,42000,0,0,0,0,Cenarion Expedition,,,,,,,,,,,,,,,,16712190,0,2
411,275,36,32617,1,0,0,0,0,Sleepy Willy,,,,,,,,,,,,,,,,16712190,0,2
1029,766,43,822,1,0,0,0,0,Garrison Armory,,,,,,,,,,,,,,,,16712190,0,2
748,425,27,9270,1,0,0,0,0,"Atiesh, Greatstaff of the Guardian",,,,,,,,,,,,,,,,16712190,2,2
882,734,40,164,6,0,0,0,0,Blacksmithing,,,,,,,,,,,,,,,,16711934,2,2
760,700,36,18853,1,0,0,0,0,Insignia of the Horde,,,,,,,,,,,,,,,,16712190,2,2
3763,1244,68,21581,1,0,0,0,0,Aftermath of the Second War,,,,,,,,,,,,,,,,16711934,0,2
493,619,8,616,0,0,0,0,0,Death to the King!,,,,,,,,,,,,,,,,16712174,0,2
4092,328,62,0,0,0,0,0,0,Money from questing,,,,,,,,,,,,,,,,16711918,32,2
1324,845,43,742,1,0,0,0,0,Lake Falathim,,,,,,,,,,,,,,,,16712190,0,2
2261,979,36,34001,1,0,0,0,0,Flimsy Female Draenei Mask,,,,,,,,,,,,,,,,16712190,2,2
1410,852,43,842,1,0,0,0,0,The Shattered Strand,,,,,,,,,,,,,,,,16712190,0,2
3845,569,0,16060,1,0,0,0,0,Gothik the Harvester,,,,,,,,,,,,,,,,16712190,0,2
3842,567,0,15936,1,0,0,0,0,Heigan the Unclean,,,,,,,,,,,,,,,,16712190,0,2
4265,689,27,8791,1,0,0,0,0,The Fall of Ossirian,,,,,,,,,,,,,,,,16711932,2,2
4261,641,27,3373,1,0,0,0,0,The Essence of Eranikus,,,,,,,,,,,,,,,,16711932,2,2
4259,640,27,7065,1,0,0,0,0,Corruption of Earth and Seed,,,,,,,,,,,,,,,,16711932,2,2
4250,635,27,1102,1,0,0,0,0,A Vengeful Fate,,,,,,,,,,,,,,,,16711932,2,2
4249,633,27,391,1,0,0,0,0,The Stockade Riots,,,,,,,,,,,,,,,,16711932,2,2
4252,634,27,2929,1,0,0,0,0,The Grand Betrayal,,,,,,,,,,,,,,,,16711932,2,2
4247,631,27,1014,1,0,0,0,0,Arugal Must Die,,,,,,,,,,,,,,,,16711932,2,2
4246,630,27,6981,1,0,0,0,0,The Glowing Shard,,,,,,,,,,,,,,,,16711932,2,2
4234,277,29,25990,1,0,0,0,0,Graccu's Mince Meat Fruitcake x,,,,,,,,,,,,,,,,16711916,0,2
1812,873,1,30,1,3,30,3,30,Tower A1 owned by the Horde,,,,,,,,,,,,,,,,16711918,6,2
4123,1264,43,1464,0,0,0,0,0,Steeljaw's Caravan,,,,,,,,,,,,,,,,16712188,0,2
3194,1034,8,1023,0,0,0,0,0,Flame Warden of Kalimdor,,,,,,,,,,,,,,,,16712190,0,2
4015,1286,8,691,0,0,0,0,0,Zul'Aman,,,,,,,,,,,,,,,,16712190,0,2
497,626,36,21544,1,0,0,0,0,Festive Blue Pant Suit,,,,,,,,,,,,,,,,16712190,2,2
846,730,8,135,0,0,0,0,0,Grand Master in First Aid,,,,,,,,,,,,,,,,16712174,0,2
3739,1206,54,225,1,0,0,0,0,Steam Frog,,,,,,,,,,,,,,,,16712174,0,2
3724,557,49,1,1,0,0,0,0,Neck,,,,,,,,,,,,,,,,16711934,0,2
3579,481,0,29309,1,0,0,0,0,Elder Nadox,,,,,,,,,,,,,,,,16712174,0,2
3575,484,0,29305,1,0,0,0,0,Moorabi,,,,,,,,,,,,,,,,16712172,0,2
2360,245,52,11,1,0,0,0,0,Druid,,,,,,,,,,,,,,,,16711934,0,2
227,230,8,1169,0,0,0,0,0,Master of Arathi Basin,,,,,,,,,,,,,,,,16712174,0,2
2055,961,27,12703,1,0,0,0,0,Kartak's Rampage,,,,,,,,,,,,,,,,16711918,0,2
2046,953,46,942,42000,0,0,0,0,Exalted with Cenarian Expedition,,,,,,,,,,,,,,,,16711680,0,2
1892,906,27,11379,1,0,0,0,0,Super Hot Stew,,,,,,,,,,,,,,,,16711934,0,2
1509,859,43,1128,1,0,0,0,0,Ruins of Silvermoon,,,,,,,,,,,,,,,,16712190,0,2
4238,629,27,5761,1,0,0,0,0,Slaying the Beast,,,,,,,,,,,,,,,,16711916,2,2
4227,1280,29,27571,1,0,0,0,0,Handful of Rose Petals on Jeremiah Payson,,,,,,,,,,,,,,,,16711916,0,2
3595,1203,41,33034,1,0,0,0,0,Gordok Grog,,,,,,,,,,,,,,,,16712190,0,2
1997,915,27,8866,1,0,0,0,0,Elder Bronzebeard in Ironforge,,,,,,,,,,,,,,,,16711934,0,2
3624,1225,72,182959,1,0,0,0,0,Bluefish School,,,,,,,,,,,,,,,,16711934,0,2
609,699,32,559,1,0,0,0,0,Nagrand Arena,,,,,,,,,,,,,,,,16712190,0,2
3612,1205,46,932,42000,0,0,0,0,Exalted with The Aldor,,,,,,,,,,,,,,,,16712190,0,2
3560,1187,36,18249,1,0,0,0,0,Crescent Key,,,,,,,,,,,,,,,,16712190,0,2
3558,1186,27,12192,1,0,0,0,0,Horde,,,,,,,,,,,,,,,,16712190,2,2
3543,1185,41,33024,1,0,0,0,0,Pickled Sausage,,,,,,,,,,,,,,,,16712190,0,2
546,644,0,11496,1,0,0,0,0,Immol'thar,,,,,,,,,,,,,,,,16712190,0,2
465,603,31,1537,5,0,0,0,0,Kill 5 Alliance in Ironforge,,,,,,,,,,,,,,,,16711918,0,2
3102,1025,27,11842,1,0,0,0,0,Badlands,,,,,,,,,,,,,,,,16712190,0,2
3222,248,42,6835,1,0,0,0,0,Black Tuxedo Pants,,,,,,,,,,,,,,,,16712190,0,2
3217,1040,27,8373,1,0,0,0,0,The Power of Pine,,,,,,,,,,,,,,,,16711918,0,2
1462,856,43,1023,1,0,0,0,0,Valor's Rest,,,,,,,,,,,,,,,,16712190,0,2
1362,850,43,662,1,0,0,0,0,Witch Hill,,,,,,,,,,,,,,,,16712190,0,2
3155,1030,27,11775,1,0,0,0,0,Hellfire Peninsula,,,,,,,,,,,,,,,,16712190,0,2
3916,1274,8,1190,0,0,0,0,0,Mysteries of the Marsh,,,,,,,,,,,,,,,,16712174,0,2
3516,1183,28,43959,1,0,0,0,0,Stranglethorn Brew,,,,,,,,,,,,,,,,16712190,0,2
3489,1174,8,876,0,0,0,0,0,Brutally Dedicated,,,,,,,,,,,,,,,,16712172,0,2
3477,1173,8,199,0,0,0,0,0,Capture the Flag,,,,,,,,,,,,,,,,16712174,0,2
3417,1169,8,165,0,0,0,0,0,Arathi Basin Perfection,,,,,,,,,,,,,,,,16712174,0,2
3849,306,36,19970,1,0,0,0,0,Arcanite Fishing Pole,,,,,,,,,,,,,,,,16712190,2,2
