Name_lang,ID,ChrCustomizationOptionID,ChrCustomizationReqID,OrderIndex,UiOrderIndex,Flags,SwatchColor[0],SwatchColor[1]
,17929,111,144,7,7,0,0,0
,17930,111,144,8,8,0,0,0
,17931,111,144,9,9,0,0,0
,17932,112,141,0,0,0,0,0
,17933,112,141,1,1,0,0,0
,17934,112,141,2,2,0,0,0
,17935,112,141,3,3,0,0,0
,17936,112,141,4,4,0,0,0
,17937,112,141,5,5,0,0,0
,17938,112,141,6,6,0,0,0
,17939,112,141,7,7,0,0,0
,17940,112,141,8,8,0,0,0
,17941,112,141,9,9,0,0,0
,17942,112,141,10,10,0,0,0
,17943,113,141,0,0,0,0,0
,17944,113,141,1,1,0,0,0
,17945,113,141,2,2,0,0,0
,17946,113,141,3,3,0,0,0
,17947,113,141,4,4,0,0,0
,17948,113,141,5,5,0,0,0
,17949,113,141,6,6,0,0,0
,17950,113,141,7,7,0,0,0
,17951,113,141,8,8,0,0,0
,17952,113,141,9,9,0,0,0
,17953,114,141,0,0,0,0,0
,17954,114,141,1,1,0,0,0
,17955,114,141,2,2,0,0,0
,17956,114,141,3,3,0,0,0
,17957,114,141,4,4,0,0,0
,17958,114,141,5,5,0,0,0
,17959,114,141,6,6,0,0,0
,17960,114,141,7,7,0,0,0
,17961,114,141,8,8,0,0,0
,17962,114,141,9,9,0,0,0
,17963,119,141,0,0,0,0,0
,17964,119,141,1,1,0,0,0
,17965,119,141,2,2,0,0,0
,17966,119,141,3,3,0,0,0
,17967,119,141,4,4,0,0,0
,17968,119,141,5,5,0,0,0
,17969,119,141,6,6,0,0,0
,17970,119,141,7,7,0,0,0
,17971,119,141,8,8,0,0,0
,17972,119,141,9,9,0,0,0
,17973,119,12,10,10,0,0,0
,17974,119,12,11,11,0,0,0
,17975,119,12,12,12,0,0,0
,17976,119,12,13,13,0,0,0
,17977,119,12,14,14,0,0,0
,17978,119,12,15,15,0,0,0
,17979,120,144,0,0,0,0,0
,17980,120,144,1,1,0,0,0
,17981,120,144,2,2,0,0,0
,17982,120,144,3,3,0,0,0
,17983,120,144,4,4,0,0,0
,17984,120,144,5,5,0,0,0
,17985,120,144,6,6,0,0,0
,17986,120,144,7,7,0,0,0
,17987,120,144,8,8,0,0,0
,17988,120,144,9,9,0,0,0
,17989,121,141,0,0,0,0,0
,17990,121,141,1,1,0,0,0
,17991,121,141,2,2,0,0,0
,17992,121,141,3,3,0,0,0
,17993,121,141,4,4,0,0,0
,17994,121,141,5,5,0,0,0
,17995,121,141,6,6,0,0,0
,17996,121,141,7,7,0,0,0
,17997,121,141,8,8,0,0,0
,17998,121,141,9,9,0,0,0
,17999,121,141,10,10,0,0,0
,18000,121,141,11,11,0,0,0
,18001,121,141,12,12,0,0,0
,18002,121,141,13,13,0,0,0
,18004,122,141,0,0,0,0,0
,18005,122,141,1,1,0,0,0
,18006,122,141,2,2,0,0,0
,18007,122,141,3,3,0,0,0
,18008,122,141,4,4,0,0,0
,18009,122,141,5,5,0,0,0
,18010,122,141,6,6,0,0,0
,18011,122,141,7,7,0,0,0
,18012,122,141,8,8,0,0,0
,18013,122,141,9,9,0,0,0
,18014,123,141,0,0,0,0,0
,18015,123,141,1,1,0,0,0
,18016,123,141,2,2,0,0,0
,18017,123,141,3,3,0,0,0
,18018,123,141,4,4,0,0,0
,18019,123,141,5,5,0,0,0
,18020,123,141,6,6,0,0,0
,18021,123,141,7,7,0,0,0
,18022,123,141,8,8,0,0,0
,18023,123,141,9,9,0,0,0
,18024,123,141,10,10,0,0,0
,18025,128,141,0,0,0,0,0
,18026,128,141,1,1,0,0,0
,18027,128,141,2,2,0,0,0
,18028,128,141,3,3,0,0,0
,18029,128,141,4,4,0,0,0
,18030,128,141,5,5,0,0,0
,18031,128,141,6,6,0,0,0
,18032,128,141,7,7,0,0,0
,18033,128,141,8,8,0,0,0
,18034,128,141,9,9,0,0,0
,18035,128,141,10,10,0,0,0
,18036,128,141,11,11,0,0,0
,18037,128,141,12,12,0,0,0
,18038,128,141,13,13,0,0,0
,18039,129,144,0,0,0,0,0
,18040,129,144,1,1,0,0,0
,18041,129,144,2,2,0,0,0
,18042,129,144,3,3,0,0,0
,18043,129,144,4,4,0,0,0
,18044,129,144,5,5,0,0,0
,18045,129,144,6,6,0,0,0
,18046,129,144,7,7,0,0,0
,18047,129,144,8,8,0,0,0
,18048,129,144,9,9,0,0,0
,18049,130,141,0,0,0,0,0
,18050,130,141,1,1,0,0,0
,18051,130,141,2,2,0,0,0
,18052,130,141,3,3,0,0,0
,18053,130,141,4,4,0,0,0
,18054,130,141,5,5,0,0,0
,18055,130,141,6,6,0,0,0
,18056,130,141,7,7,0,0,0
,18057,130,141,8,8,0,0,0
,18058,131,141,0,0,0,0,0
,18059,131,141,1,1,0,0,0
,18060,131,141,2,2,0,0,0
,18061,131,141,3,3,0,0,0
,18062,131,141,4,4,0,0,0
,18063,131,141,5,5,0,0,0
,18064,131,141,6,6,0,0,0
,18065,132,141,0,0,0,0,0
,18066,132,141,1,1,0,0,0
,18067,132,141,2,2,0,0,0
,18068,132,141,3,3,0,0,0
,18069,132,141,4,4,0,0,0
,18070,132,141,5,5,0,0,0
,18071,132,141,6,6,0,0,0
,18072,132,141,7,7,0,0,0
,18073,133,141,0,0,0,0,0
,18074,133,141,1,1,0,0,0
,18075,133,141,2,2,0,0,0
,18076,133,141,3,3,0,0,0
,18077,133,141,4,4,0,0,0
,18078,133,141,5,5,0,0,0
,18079,133,141,6,6,0,0,0
,18080,133,141,7,7,0,0,0
,18081,133,141,8,8,0,0,0
,18082,133,141,9,9,0,0,0
,18083,133,141,10,10,0,0,0
,18084,133,141,11,11,0,0,0
,18085,134,144,0,0,0,0,0
,18086,134,144,1,1,0,0,0
,18087,134,144,2,2,0,0,0
,18088,134,144,3,3,0,0,0
,18089,134,144,4,4,0,0,0
,18090,134,144,5,5,0,0,0
,18091,134,144,6,6,0,0,0
,18092,134,144,7,7,0,0,0
,18093,134,144,8,8,0,0,0
,18094,134,144,9,9,0,0,0
,18095,135,141,0,0,0,0,0
,18096,135,141,1,1,0,0,0
,18097,135,141,2,2,0,0,0
,18098,135,141,3,3,0,0,0
,18099,135,141,4,4,0,0,0
,18100,135,141,5,5,0,0,0
,18101,135,141,6,6,0,0,0
,18102,135,141,7,7,0,0,0
,18103,135,141,8,8,0,0,0
,18104,135,141,9,9,0,0,0
,18105,135,141,10,10,0,0,0
,18106,136,141,0,0,0,0,0
,18107,136,141,1,1,0,0,0
,18108,136,141,2,2,0,0,0
,18109,136,141,3,3,0,0,0
,18110,136,141,4,4,0,0,0
,18111,136,141,5,5,0,0,0
,18112,136,141,6,6,0,0,0
,18113,137,141,0,0,0,0,0
,18114,137,141,1,1,0,0,0
,18115,137,141,2,2,0,0,0
,18116,137,141,3,3,0,0,0
,18117,137,141,4,4,0,0,0
,18118,137,141,5,5,0,0,0
,18119,137,141,6,6,0,0,0
,18120,138,144,0,0,0,0,0
,18121,138,144,1,1,0,0,0
,18122,138,144,2,2,0,0,0
,18123,139,144,0,0,0,0,0
,18124,140,144,0,0,0,0,0
,18125,141,144,0,0,0,0,0
,18126,1000,144,0,0,0,0,0
,18127,142,144,0,0,0,0,0
,18128,143,144,0,0,0,0,0
,18129,1001,144,0,0,0,0,0
,18130,144,144,0,0,0,0,0
,18131,144,144,1,1,0,0,0
,18132,144,144,2,2,0,0,0
,18133,144,144,3,3,0,0,0
,18134,144,144,4,4,0,0,0
,18135,1002,144,0,0,0,0,0
,18136,145,144,0,0,0,0,0
,18137,146,144,0,0,0,0,0
,18138,1003,144,0,0,0,0,0
,18139,147,144,0,0,0,0,0
,18140,147,144,1,1,0,0,0
,18141,147,144,2,2,0,0,0
,18142,147,144,3,3,0,0,0
,18143,147,144,4,4,0,0,0
,18144,1004,144,0,0,0,0,0
,18145,148,144,0,0,0,0,0
,18146,149,144,0,0,0,0,0
,18147,1005,144,0,0,0,0,0
,18148,150,144,0,0,0,0,0
,18149,150,144,1,1,0,0,0
,18150,150,144,2,2,0,0,0
,18151,150,144,3,3,0,0,0
,18152,150,144,4,4,0,0,0
,18153,150,144,5,5,0,0,0
,18154,151,144,0,0,0,0,0
,18155,152,144,0,0,0,0,0
,18156,152,144,1,1,0,0,0
,18157,152,144,2,2,0,0,0
,18158,153,144,0,0,0,0,0
,18159,153,144,1,1,0,0,0
,18160,153,144,2,2,0,0,0
,18161,153,144,3,3,0,0,0
,18162,153,144,4,4,0,0,0
,18163,153,144,5,5,0,0,0
,18164,153,144,6,6,0,0,0
,18165,153,144,7,7,0,0,0
,18166,153,144,8,8,0,0,0
,18167,153,144,9,9,0,0,0
,18168,154,144,0,0,0,0,0
,18169,155,144,0,0,0,0,0
,18170,1006,144,0,0,0,0,0
,18171,156,144,0,0,0,0,0
,18172,156,144,1,1,0,0,0
,18173,156,144,2,2,0,0,0
,18174,156,144,3,3,0,0,0
,18175,156,144,4,4,0,0,0
,18176,156,144,5,5,0,0,0
,18177,157,144,0,0,0,0,0
,18178,158,144,0,0,0,0,0
,18179,159,144,0,0,0,0,0
,18180,1007,144,0,0,0,0,0
,18181,160,144,0,0,0,0,0
,18182,161,144,0,0,0,0,0
,18183,1008,144,0,0,0,0,0
,18184,176,144,0,0,0,0,0
,18185,176,144,1,1,0,0,0
,18186,176,144,2,2,0,0,0
,18187,176,144,3,3,0,0,0
,18188,176,144,4,4,0,0,0
,18189,176,144,5,5,0,0,0
,18190,177,144,0,0,0,0,0
,18191,177,144,1,1,0,0,0
,18192,177,144,2,2,0,0,0
,18193,177,144,3,3,0,0,0
,18194,177,144,4,4,0,0,0
,18195,178,144,0,0,0,0,0
,18196,178,144,1,1,0,0,0
,18197,178,144,2,2,0,0,0
,18198,178,144,3,3,0,0,0
,18199,178,144,4,4,0,0,0
,18200,178,144,5,5,0,0,0
,18201,179,144,0,0,0,0,0
,18202,179,144,1,1,0,0,0
,18203,179,144,2,2,0,0,0
,18204,179,144,3,3,0,0,0
,18205,179,144,4,4,0,0,0
,18206,179,144,5,5,0,0,0
,18207,179,144,6,6,0,0,0
,18208,179,144,7,7,0,0,0
,18209,179,144,8,8,0,0,0
,18210,179,144,9,9,0,0,0
,18211,180,144,0,0,0,0,0
,18212,180,144,1,1,0,0,0
,18213,180,144,2,2,0,0,0
,18214,180,144,3,3,0,0,0
,18215,180,144,4,4,0,0,0
,18216,180,144,5,5,0,0,0
,18217,180,144,6,6,0,0,0
,18218,180,144,7,7,0,0,0
,18219,180,144,8,8,0,0,0
,18220,180,144,9,9,0,0,0
,18221,180,144,10,10,0,0,0
,18222,181,144,0,0,0,0,0
,18223,182,144,0,0,0,0,0
,18224,1009,144,0,0,0,0,0
