ID,Name,FileName,SpecialID,SpecialAttachPoint,AreaEffectSize,VisualEffectNameFlags
134,zzOLD__Heal Precast Base,Particles\Heal_Precast_Base.mdl,-1,0,1,0
135,Holy Precast Low Hand,Spells\Holy_Precast_Low_Hand.mdx,-1,0,1,0
136,zzOLD__Heal Cast Base,Particles\Heal_cast_Base.mdl,-1,0,1,0
140,zzOLD__Heal_Impact_Base,Particles\Heal_Impact_Base.mdl,-1,0,1,0
141,zzOLD__Heal Precast Chest,Particles\Heal_Precast_Chest.mdl,-1,0,1,0
142,zzOLD__HolySmite Impact,Particles\HolySmite_Impact_Chest.mdl,-1,0,1,0
143,zzOLD__HolySmite Precast Base,Particles\HolySmite_Precast_Base.mdl,-1,4,1,0
144,zzOLD__Restoration_Precast_Chest,Particles\Restoration_PreCast_Chest.mdl,-1,0,1,0
145,zzOLD__Restoration_Precast_Base,Particles\Restoration_Precast_Base.mdl,-1,0,1,0
146,Nature Precast Hand,Spells\Nature_PreCast_Low_Hand.mdx,-1,0,1,0
147,Restoration Impact Base,Spells\Restoration_Impact_Base.mdx,-1,1196196,0,0
148,Holy ImpactDD Uber Base,Spells\Holy_ImpactDD_Uber_Base.mdx,-1,0,1,0
149,Shadow ImpactDD Low Chest,Spells\Shadow_ImpactDD_Low_Chest.mdx,-1,0,1,0
150,Shadow ImpactDD Med Base,Spells\Shadow_ImpactDD_Med_Base.mdx,-1,0,1,0
151,DeathCoil Missile,Spells\DeathCoil_Missile.mdx,-1,0,1,0
152,zzOLD__Bloodlust_PreCast_Hand,Particles\Bloodlust_PreCast_Hand.mdl,-1,0,1,0
153,PiercingStrike_Cast_Hand,Particles\PiercingStrike_Cast_Hand.mdl,-1,0,1,0
154,zzOLD__BurningBlast_Impact,Particles\BurningBlast_Impact_Chest.mdl,-1,0,1,0
155,zzOLD__HealSelf_Impact_Base,Particles\HealSelf_Impact_Base.mdl,-1,0,1,0
156,zzOLD__HealSelf_PreCast_Hand,Particles\HealSelf_PreCast_Hand.mdl,-1,4,1,0
157,LightningBolt Missile,Spells\LightningBolt_Missile.mdx,-1,0,1,0
158,Slow Impact Base,Spells\Slow_Impact_Base.mdx,-1,0,1,0
159,zzOLD__LogInEffect_Precast_Base,Particles\LoginFX.mdl,-1,1196120,0,0
160,zzOLD__Corruption Impact Head,Particles\CorrodeArmor_Impact_Head.mdl,-1,0,1,0
161,zzOLD__Power Word Shadow Impact,Particles\PWShadow_Impact.mdl,-1,0,1,0
162,Invisibility Impact,Spells\Invisibility_Impact_Base.mdl,-1,0,1,0
163,zzOLD__Invisibility PreCast Hands,Particles\Invisibility_PreCast_Hand.mdl,-1,0,1,0
164,Combat Blood Spurt Front Large Red,Particles\BloodSpurts\BloodSpurtLarge.mdl,23,11,1,1
167,zzOLD__MoltenBlast_Impact,Particles\MoltenBlast_Impact.mdl,-1,0,1,0
168,Brilliance Aura Base,Spells\BrillianceAura.mdl,-1,4,1,0
169,SummonPet Cast Impact Base,Spells\SummonPet_Cast_Impact_Base.mdx,-1,0,1,0
170,Summon Precast Hand,Spells\Summon_PreCast_Hand.mdx,-1,4,1,0
171,Mining Pick,Spells\MiningPick_SpellObject.mdx,-1,4,1,0
172,zzOLD__FrostNova_AE,Particles\FrostNova_AE_Impact.mdl,-1,4,50,0
173,LightningShield Impact Base,Spells\LightningShield_Impact_Base.mdx,-1,4,1,0
174,zzOLD__Fizzle Physical,Particles\Physical_Fizzle_Hand.mdl,25,6,1,1
175,zzOLD__Fizzle Holy,Particles\Holy_Fizzle_Hand.mdl,26,6,1,1
176,zzOLD__Fizzle Fire,Particles\Fire_Fizzle_Hand.mdl,27,6,1,1
177,zzOLD__Fizzle Nature,Particles\Nature_Fizzle_Hand.mdl,28,6,1,1
178,zzOLD__Fizzle Frost,Particles\Frost_Fizzle_Hand.mdl,29,6,1,1
179,zzOLD__Fizzle Shadow,Particles\Shadow_Fizzle_Hand.mdl,30,6,1,1
180,zzOLD__DivineSmite_Precast_Base,Particles\DivineSmite_Precast_Base.mdl,-1,0,1,0
181,zzOLD__DivineSmite_Impact_Chest,Particles\DivineSmite_Impact_Chest.mdl,-1,0,1,0
182,zzOLD__DivineSmite Impact Base,Particles\DivineSmite_Impact_Base.mdl,-1,4,1,0
183,Combat Blood Spurt Front Small Green,Particles\BloodSpurts\BloodSpurtGreen.mdl,31,11,1,1
184,Combat Blood Spurt Front Large Green,Particles\BloodSpurts\BloodSpurtGreenLarge.mdl,32,11,1,1
187,FireShield Impact Head,Spells\FireShield_Impact_Head.mdx,-1,4,1,0
188,FireBolt Missile Low,Spells\FireBolt_Missile_Low.mdx,-1,4,1,0
189,zzOLD_Blessing Strength Impact Base,Spells\BlessingofStrength_Base.mdx,-1,0,1,0
190,BlessingofStrength Base,Spells\BlessingofStrength_Base.mdx,-1,0,1,0
191,BlessingofAgility Base,Spells\BlessingofAgility_Base.mdx,-1,0,1,0
192,zzOLD__Blessing of Agility 3 Impact Base,Spells\BlessingofAgility_Base.mdx,-1,0,1,0
193,BlessingofStamina Base,Spells\BlessingofStamina_Base.mdx,-1,0,1,0
194,zzOLD__Blessing Stamina Impact Base 3,Spells\BlessingofStamina_Base.mdx,-1,0,1,0
195,BlessingofProtection Base,Spells\BlessingofProtection_Base.mdx,-1,0,1,0
196,zzOLD_Blessing Protection Impact Base 3,Spells\BlessingofProtection_Base.mdx,-1,0,1,0
197,zzOLD__Holy Light Impact Base,Particles\HolyLight_Impact_Base.mdl,-1,0,1,0
198,zzOLD__InnerFire Impact Base,Particles\InnerFire_Impact_Base.mdl,-1,0,1,0
200,HARDCODED Footstep Water Run Spray,Particles\FootstepSprayWater.mdl,35,4,1,1
201,HARDCODED Footstep Water Walk Spray,Particles\FootstepSprayWaterWalk.mdl,36,4,1,1
202,zzOLD__Character Morph Effect,Particles\MorphFX.mdl,37,4,1,1
205,zzOLD__Frost_Precast_High_Hand,Particles\Frost_Precast_High_Hand.mdl,-1,0,1,0
206,zzOLD__Frost_Precast_Med_Hand,Particles\Frost_Precast_Med_Hand.mdl,-1,0,1,0
207,zzOLD__Frost_Precast_Uber_Hand,Particles\Frost_Precast_Uber_Hand.mdl,-1,4,1,0
208,zzOLD__Frost_Precast_High_Base,Particles\Frost_Precast_High_Base.mdl,-1,0,1,0
321,MoltenBlast Impact Chest,Spells\MoltenBlast_Impact_Chest.mdx,-1,0,0,0
322,zzOLD_Slice and Dice,Particles\SliceDice_Impact_Chest.mdx,-1,10,1,0
323,Swipe Impact,Spells\SwipeImpact.mdx,-1,0,1,0
325,Faerie Fire Head State,Spells\FaerieFire.mdx,-1,0,1,0
326,HolyProtection Chest,Spells\HolyProtection_Chest.mdx,-1,0,1,0
328,LightningStorm Cloud State,Spells\LightningStorm_Cloud_State.mdx,-1,0,1,0
330,Shock Missile,Spells\Shock_Missile.mdx,-1,10,1,0
331,Shock Impact Chest,Spells\Shock_Impact_Chest.mdx,-1,0,0,0
332,Chainlightning Impact Chest,Spells\ChainLightning_Impact_Chest.mdx,-1,0,0,0
333,PrayerofHealing Chest,Spells\PrayerofHealing_Chest.mdx,-1,0,1,0
334,Spirit Armor Impact Head,Spells\SpiritArmor_Impact_Head.mdx,-1,0,0,0
335,Anti-Holy Impact Base,Spells\AntiHoly_Impact_Base.mdx,-1,0,1,0
336,RighteousnessAura Base,Spells\RighteousnessAura_Base.mdx,-1,0,1,0
337,BeastRageCaster,Spells\BeastRageCaster.mdx,-1,0,1,0
339,BeastRage State Head,Spells\BeastRageState.mdx,-1,0,1,0
340,Basic Strike,Spells\BasicStrike.mdx,-1,0,1,0
341,Thorns Base,Spells\Thorns_Base.mdx,-1,0,1,0
342,Thorns Low Chest,Spells\Thorns_Low_Chest.mdx,-1,0,1,0
343,Taunt Cast Base,Spells\Taunt_Cast.mdx,-1,0,1,0
344,HARDCODED Corpse Prerelease,Spells\ResFX.mdx,42,0,1,0
345,ChallengingShout Cast Base,Spells\ChallengingShout_Cast_Base.mdx,-1,0,1,0
346,InnerFire Base,Spells\InnerFire_Base.mdx,-1,0,1,0
347,Learn Impact Base,Spells\Learn_Impact_Base.mdx,-1,0,1,0
348,Mark of the Beast Impact Head,Spells\MarkofBeast_Impact_Head.mdx,-1,0,1,0
349,ThunderClap Cast Base,Spells\ThunderClap_Cast_Base.mdx,-1,0,0,8
350,Purge Impact Chest,Spells\Purge_Impact_Chest.mdx,-1,0,0,0
351,Unyielding Will Impact Chest,Spells\Unyielding_Will_Impact_Chest.mdx,-1,0,1,0
354,Undying Strength Impact Chest,Spells\Undying_Strength_Impact_Chest.mdx,-1,0,1,0
355,Cyclone State,Spells\Cyclone_State.mdx,-1,0,1,0
356,Slowing Strike Cast Hand,Spells\SlowingStrike_Cast_Hand.mdx,-1,1586,0,73514616
357,Slowing Strike Impact Chest,Spells\SlowingStrike_Impact_Chest.mdx,-1,1586,0,73514616
358,Slowing Strike Impact Base,Spells\SlowingStrike_Impact_Base.mdx,-1,1586,0,73514616
360,Astral Recall Impact Base,Spells\Astral_Recall_Impact_Base.mdx,-1,214279320,0,75768752
361,Whirlwind Base,Spells\Whirlwind_State_Base.mdx,-1,1586,0,73781864
362,Arrow Fire,Item\ObjectComponents\Ammo\ArrowFireFlight_01.mdx,-1,1586,0,74548992
363,Arrow Ice,Item\ObjectComponents\Ammo\ArrowIceFlight_01.mdx,-1,1586,0,74557712
365,Fireball Missile Low,Spells\Fireball_Missile_Low.mdx,-1,0,1,0
367,Invisibility Impact Chest,Spells\Invisibility_Impact_Chest.mdx,-1,0,1,0
368,Recklessness Impact Chest,Spells\Recklessness_Impact_Chest.mdx,-1,1586,0,73486992
370,CounterSpell Impact Chest,Spells\CounterSpell_Impact_Chest.mdx,-1,0,1,0
371,ShadowProtection Chest,Spells\ShadowProtection_Chest.mdx,-1,1586,0,73542944
372,ProtectionFromNature Chest,Spells\ProtectionFromNature_Chest.mdx,-1,1586,0,74454896
373,ProtectionFromFire Chest,Spells\ProtectionFromFire_Chest.mdx,-1,1586,0,73611360
374,ResistFrost Chest,Spells\ResistFrost_Chest.mdx,-1,1586,0,74455984
375,BattleShout Cast Base,Spells\BattleShout_Cast_Base.mdx,-1,1586,0,74590672
376,IntimidatingShout Cast Base,Spells\IntimidatingShout_Cast_Base.mdx,-1,1586,0,74477200
377,DemoralizingShout Cast Base,Spells\DemoralizingShout_Cast_Base.mdx,-1,1586,0,74603728
378,Strike Cast Base,Spells\Strike_Cast_Chest.mdx,-1,1586,0,74167104
379,FinishingBlow Impact Chest,Spells\Feint_Impact_Chest.mdx,-1,1586,0,74303264
380,SinisterStrike Base Cast,Spells\SinisterStrike_Base_Cast.mdx,-1,3407744,0,76024056
381,Kick Impact Chest,Spells\Kick_Chest_Impact.mdx,-1,0,1,0
389,Vanish Cast Base,Spells\Vanish_Cast_Base.mdx,-1,3407744,0,76583992
392,Magic Cast Hand,Spells\Magic_Cast_Hand.mdx,-1,0,1,0
393,Item - Bread,Spells\Item_Bread.mdx,-1,1586,0,74747072
394,BackStab Impact Chest,Spells\BackStab_Impact_Chest.mdx,-1,0,1,0
396,BackStab Cast Base,Spells\BackStab_Cast_Base.mdx,-1,0,1,0
397,Gouge Precast State Hand,Spells\Gouge_Precast_State_Hand.mdx,-1,3407744,0,75247864
398,Blizzard Impact Base,Spells\Blizzard_Impact_Base.mdx,-1,2359184,0,83067480
399,Arcane Missile,Spells\Arcane_Missile.mdx,-1,2359184,0,83999472
401,Arcane Impact Chest,Spells\Magic_Impact_Chest.mdx,-1,2359184,0,83890048
402,Sap Impact Head,Spells\Sap_Impact_Chest.mdx,-1,0,1,0
403,Sap Cast Base,Spells\Sap_Cast_Base.mdx,-1,0,1,0
404,Cheap Shot Impact,Spells\CheapShot_Impact_Chest.mdx,-1,2359184,0,84019272
405,Arcane Missile Lvl 1,Spells\Arcane_Missile_Lvl1.mdx,-1,2359224,0,83168472
406,Arcane Missile Lvl 2,Spells\Arcane_Missile_Lvl2.mdx,-1,2359224,0,83167536
407,Arcane Missile Lvl 3,Spells\Arcane_Missile_Lvl3.mdx,-1,2359224,0,83161720
408,Arcane Missile Lvl 4,Spells\Arcane_Missile_Lvl4.mdx,-1,2359224,0,83160864
409,Polymorph Impact Base,Spells\Polymorph_Impact_Base.mdx,-1,2359224,0,82824696
410,HolyLight Impact Head,Spells\HolyLight_Impact_Head.mdx,-1,2359224,0,83716144
411,Totem Cleansing SpellObject,Spells\TotemB_SpellObject.mdx,-1,1586,0,85829000
412,HolyWord Fortitude Impact Base,Spells\HolyWord_Fortitude_Impact_Base.mdx,-1,2359224,0,83400968
413,ShadowWordBefuddle Head,Spells\ShadowWordBefuddle_Head.mdx,-1,2359224,0,82918752
414,Renew Base,Spells\Renew_Base.mdx,-1,2359224,0,82784544
415,Renew Chest,Spells\Renew_Chest.mdx,-1,2359224,0,82784544
416,Strike Impact Chest,Spells\Strike_Impact_Chest.mdx,-1,0,1,0
417,Item - Tankard,Spells\TankardA_SpellObject.mdx,-1,1586,0,86005840
420,Flamestrike Impact Base,Spells\Flamestrike_Impact_Base.mdx,-1,0,1,8
421,Ice Cast Low Hand,Spells\Ice_Precast_Low_Hand.mdx,-1,0,1,0
422,MageArmor Impact Head,Spells\MageArmor_Impact_Head.mdx,-1,2359184,0,83955520
423,Lesser Heal Impact Base,Spells\LesserHeal_Base.mdx,-1,1586,0,85527104
424,FireShieldFinal Impact Head,Spells\FireShieldFinal_Impact_Head.mdx,-1,2359184,0,83758656
425,FireWard Impact Chest,Spells\FireWard_Impact_Chest.mdx,-1,2359184,0,83264448
426,FrostWard Impact Chest,Spells\FrostWard_Impact_Chest.mdx,-1,2359184,0,83846096
427,Seal Of Might Impact Base,Spells\SealOfMight_Impact_Base.mdx,-1,2359184,0,84902928
428,Seal Of Wrath Impact Base,Spells\SealOfWrath_Impact_Base.mdx,-1,2359184,0,83945776
429,Seal Of Fury Impact Base,Spells\SealOfFury_Impact_Base.mdx,-1,0,1,0
430,Seal Of Salvation Impact Base,Spells\SealOfSalvation_Impact_Base.mdx,-1,2359184,0,84200232
431,Seal Of Wisdom Impact Base,Spells\SealOfWisdom_Impact_Base.mdx,-1,2359184,0,84008064
432,Seal Of Protection Impact Base,Spells\SealOfProtection_Impact_Base.mdx,-1,2359184,0,83726536
433,MoltenBlast Missile Lvl2,Spells\MoltenBlast_Missile_Lvl2.mdx,-1,2359184,0,84105920
434,MoltenBlast Missile lvl3,Spells\MoltenBlast_Missile_Lvl3.mdx,-1,2359184,0,84140928
435,Healing Aura Base,Spells\HealingAura_Base.mdx,-1,2359184,1,84494784
436,Mind Rot Head Impact,Spells\MindRot_Head.mdx,-1,2359152,0,84294816
315,NullifyPoison Base,Spells\NullifyPoison_Base.mdx,-1,0,1,0
320,RighteousFury Chest,Spells\RighteousFury_Chest.mdx,-1,0,1,0
714,Fire Nova Area,Spells\FireNova_Area.mdx,-1,2447112,0,92976304
715,Fire Nova State,Spells\FireNova_State.mdx,-1,0,1,0
716,Grounding Totem Impact,Spells\GroundingTotem_Impact.mdx,-1,2447112,0,92356352
717,Ghost_state,Spells\Ghost_state.mdx,-1,2447536,0,92796480
718,Mana Shield State Base,Spells\ManaShield_State_Base.mdx,-1,2447112,0,92769664
719,Dampen Magic Impact Base,Spells\DampenMagic_Impact_Base.mdx,-1,2447112,0,92769616
720,Amplify Magic Impact Base,Spells\AmplifyMagic_Impact_Base.mdx,-1,2447112,0,92769616
856,Magic Stone Helmet Green,Spells\MagicStoneHelmet_Green.mdx,-1,2447128,0,78786608
994,Shackle Undead State Base,Spells\UnholyShackles_State_Base.mdx,-1,2489944,1,80154984
1014,CycloneEarth State,Spells\CycloneEarth_State.mdx,-1,0,1,0
1015,CycloneFire State,Spells\CycloneFire_State.mdx,-1,2446176,0,79515296
1016,CycloneWater State,Spells\CycloneWater_State.mdx,-1,2446176,0,79515296
1034,Slam Impact Chest,Spells\Slam_Impact_Chest.mdx,-1,2446216,0,80125200
1054,Shadow ImpactDD Uber Chest,Spells\Shadow_ImpactDD_Uber_Chest.mdx,-1,0,1,0
1074,Whirlwind Base (Non-World Space),Spells\Whirlwind_State_Base.mdx,-1,1586,0,73781856
1176,Fireworks Red White Blue Dots,Spells\Fireworks_RWB_01.mdx,-1,89368264,0,83847912
1184,Dash Impact Chest,\\guldan\drive2\PROJECTS\WoW\Data\Spells\Sprint_Impact_Chest.mdx,-1,2447112,0,92769616
1095,Wisdom Aura State,Spells\WisdomAura_Impact_Base.mdx,-1,89828048,0,85269888
1114,Faerie Fire Impact,Spells\FaerieFire_Impact.mdx,-1,89828048,0,86587712
1154,Gouge Precast State Hand (Non World Space),Spells\Gouge_Precast_State_Hand.mdx,-1,3407744,0,75247856
1182,Water Bubble Chest State,\\guldan\drive2\PROJECTS\WoW\Data\Spells\WaterBubble.mdx,-1,2447112,0,92769616
1185,HARDCODED Mount Poof,Spells\DruidMorph_Impact_Base.mdx,-1,1586,2,82362920
1175,Fireworks Green Dots,Spells\Fireworks_Green_01.mdx,-1,89368264,0,83847912
1178,Fireworks Yellow Rose,Spells\Fireworks_YellowRose.mdx,-1,89368264,0,83847912
1183,Mount Impact,Spells\DruidMorph_Impact_Base.mdx,-1,2490240,0,91861496
1094,Might Aura State Base,Spells\MightAura_Impact_Base.mdx,-1,89828048,0,86123088
1177,Fireworks Red Streaks,Spells\Fireworks_RedStreaks_01.mdx,-1,0,1,8
622,Spell Object: Wrench,Spells\SpellObject_Wrench.mdx,-1,95071304,0,91333584
623,Shadow Precast Uber Hand,Spells\Shadow_Precast_Uber_Hand.mdx,-1,4,1,0
624,Shadow ImpactDD High Chest,Spells\Shadow_ImpactDD_High_Chest.mdx,-1,0,1,0
625,Cone of Cold Hand,Spells\ConeofCold_Hand.mdx,-1,0,1,0
626,DruidMorph Aqua Impact Base,Spells\DruidMorph_Aqua_Impact_Base.mdx,-1,229748136,0,91975888
627,HellFire Impact Caster Base,Spells\HellFire_Impact_Caster_Base.mdx,-1,229748136,0,92239296
628,HellFire Impact Base,Spells\HellFire_Impact_Base.mdx,-1,0,1,0
629,HolyWord Shield Impact Base,Spells\HolyWordShield_Base.mdx,-1,229748136,0,92474680
630,HolyWord Shield State Base,Spells\HolyWordShield_State_Base.mdx,-1,229748136,0,92203504
631,Curse of Elements Impact Head,Spells\CurseElements_Impact_Head.mdx,-1,229748136,0,92053488
632,Fire ImpactDD Chest,Spells\Fire_ImpactDD_Chest.mdx,-1,1194572,0,0
634,Charge Trail Cast,Spells\ChargeTrail.mdx,-1,2447080,0,92333872
654,Curse Of Agony Head Impact,Spells\CurseofAgony_Head.mdx,-1,0,1,0
655,HolyWordShield State Chest,Spells\HolyWordShield_State_Chest.mdx,-1,2447080,0,92657064
674,HolyDivineShield State Base,Spells\HolyDivineShield_State_Base.mdx,-1,2447112,0,92730048
675,GooBolt Missile Low,Spells\GooBolt_Missile_Low.mdx,-1,2447112,0,92803232
814,Shadow Precast Uber Base,Spells\Shadow_Precast_Uber_Base.mdx,-1,4,1,0
694,LightningStreak Missile,Spells\LightningStreak_Missile.mdx,-1,2447112,0,91981680
734,ArcaneExplosion Base,Spells\ArcaneExplosion_Base.mdx,-1,2489704,1,93111264
735,ArcaneExplosion Impact Chest,Spells\ArcaneExplosion_Impact_Chest.mdx,-1,2359184,0,83890048
794,Life Tap Impact,Spells\LifeTap.mdx,-1,2447112,0,92769616
834,Unholy Shield State Base,Spells\ShadowShield_State_Base.mdx,-1,2447112,0,92769616
835,Curse of Recklessness Impact Chest,Spells\CurseofRecklessness_Impact_Chest.mdx,-1,2447112,0,92769616
836,Enslave Demon Impact Chest,Spells\EnslaveDemon_Impact_Chest.mdx,-1,2447112,0,92769616
837,Enslave Demon Impact Head,Spells\EnslaveDemon_Impact_Head.mdx,-1,2447112,0,92769616
854,WaterBolt Missile Low,Spells\WaterBolt_Missile_Low.mdx,-1,2446968,0,79663680
855,Banish Chest,Spells\Banish_Chest.mdx,-1,2489704,0,78488720
874,Magic Net State,Spells\MagicNet_State.mdx,-1,2447128,0,80331696
894,Cone of Fire Hand,Spells\ConeofFire_Hand.mdx,-1,2447080,1,79449792
914,Boulder Missile,Spells\Boulder_Missile.mdx,-1,2447080,0,80060432
915,Seaforium Impact Base,Spells\Distract_Impact_Base.mdx,-1,2447112,0,92769616
934,Spawn Impact Base,Spells\Spawn_Impact_Base.mdx,-1,2447016,1,81689712
954,Summon Ritual Portal,Spells\Summon_Ritual.mdx,-1,0,1,0
955,RitualSummoning PreCast Base,Spells\RitualSummoning_PreCast_Base.mdx,-1,2359184,0,83955520
974,Bind2 Impact Base,Spells\Bind2_Impact_Base.mdx,-1,82947944,0,79259752
1115,RadiationGreen State,Spells\GreenGhost_state.mdx,-1,2447112,0,92769616
1134,MagePortal: Stormwind,Spells\MagePortal_Stormwind.mdx,-1,84585168,0,81045880
1174,Fireworks Blue Dots,Spells\Fireworks_Blue_01.mdx,-1,89368264,0,83847912
754,Environment Damage Drowing Bubbles,Particles\Bubbles.mdx,-1,1586,0,94992144
774,New Effect,,-1,10,1,8
1179,PyroBlast Missile,Spells\PyroBlast_Missile.mdx,-1,0,1,0
1180,Wrench Missile,\\guldan\drive2\PROJECTS\WoW\Data\Item\ObjectComponents\Weapon\Misc_1H_Wrench_A_01.mdx,-1,2447112,0,92769616
1181,MagePortal: Darnassus,\\guldan\drive2\PROJECTS\WoW\Data\Spells\MagePortal_Darnassus.mdx,-1,84585168,0,81045880
