ID,SoundType,Name,File[0],File[1],File[2],File[3],File[4],File[5],File[6],File[7],File[8],File[9],Freq[0],Freq[1],Freq[2],Freq[3],Freq[4],Freq[5],Freq[6],Freq[7],Freq[8],Freq[9],DirectoryBase,VolumeFloat,Flags,MinDistance,DistanceCutoff,EAXDef
329,10,GhoulAttackCritical,mGhoulAttackCriticalVox1.wav,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,Sound\Creature\Ghoul,0.7,1065353216,0,0,1083137065
335,10,ArmoredSkeletonAttack,mArmoredSkeletonAttackA.wav,mArmoredSkeletonAttackB.wav,mArmoredSkeletonAttackC.wav,,,,,,,,1,1,1,1,1,1,1,1,1,1,Sound\Creature\Skeleton,0.7,1065353216,0,0,1083137065
337,10,ArmoredSkeletonDeath,mArmoredSkeletonDeathA.wav,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,Sound\Creature\Skeleton,0.7,1065353216,0,0,1083137065
338,10,ArmoredSkeletonWound,mArmoredSkeletonWoundA.wav,mArmoredSkeletonWoundB.wav,mArmoredSkeletonWoundC.wav,,,,,,,,1,1,1,0,0,0,0,0,0,0,Sound\Creature\Skeleton,0.7,1065353216,0,0,1083137065
339,10,ArmoredSkeletonWoundCritical,mArmoredSkeletonWoundCriticalA.wav,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,Sound\Creature\Skeleton,0.7,1065353216,0,0,1083137065
354,10,WolfStand,mWolfStand1.wav,mWolfStand2.wav,mWolfStand3.wav,,,,,,,,1,1,1,1,1,1,1,1,1,1,Sound\Creature\Wolf,0.7,1065353216,0,0,1083137065
355,10,FurbolgAttack,mFurbolgAttack1.wav,mFurbolgAttack2.wav,mFurbolgAttack3.wav,,,,,,,,1,1,1,1,1,1,1,1,1,1,Sound\Creature\Furbolg,0.7,1065353216,0,0,1083137065
356,10,FurbolgAttackCritical,mFurbolgAttackCritical1.wav,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,Sound\Creature\Furbolg,0.7,1065353216,0,0,1083137065
357,10,FurbolgDeath,mFurbolgDeath1.wav,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,Sound\Creature\Furbolg,0.7,1065353216,0,0,1083137065
358,10,FurbolgWound,mFurbolgWound1.wav,mFurbolgWound2.wav,mFurbolgWound3.wav,,,,,,,,1,1,1,1,1,1,1,1,1,1,Sound\Creature\Furbolg,0.7,1065353216,0,0,1083137065
359,10,FurbolgWoundCritical,mFurbolgWoundCritical1.wav,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,Sound\Creature\Furbolg,0.7,1065353216,0,0,1083137065
360,10,FurbolgStand,mFurbolgStand1.wav,mFurbolgStand2.wav,mFurbolgStand3.wav,,,,,,,,1,1,1,1,1,1,1,1,1,1,Sound\Creature\Furbolg,0.7,1065353216,0,0,1083137065
367,10,DragonSpawnAttack,mDragonSpawnAttack1.wav,mDragonSpawnAttack2.wav,mDragonSpawnAttack3.wav,,,,,,,,1,1,1,1,1,1,1,1,1,1,Sound\Creature\DragonSpawn,0.7,1065353216,0,0,1083137065
368,10,DragonSpawnAttackCritical,mDragonSpawnAttackCritical1.wav,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,Sound\Creature\DragonSpawn,0.7,1065353216,0,0,1083137065
369,10,DragonSpawnDeath,mDragonSpawnDeath1.wav,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,Sound\Creature\DragonSpawn,0.7,1065353216,0,0,1083137065
370,10,DragonSpawnWound,mDragonSpawnWound1.wav,mDragonSpawnWound2.wav,mDragonSpawnWound3.wav,,,,,,,,1,1,1,1,1,1,1,1,1,1,Sound\Creature\DragonSpawn,0.7,1065353216,0,0,1083137065
371,10,DragonSpawnWoundCritical,mDragonSpawnWoundCritical1.wav,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,Sound\Creature\DragonSpawn,0.7,1065353216,0,0,1083137065
372,10,DragonSpawnStand,mDragonSpawnStand1.wav,mDragonSpawnStand2.wav,mDragonSpawnStand3.wav,,,,,,,,1,1,1,1,1,1,1,1,1,1,Sound\Creature\DragonSpawn,0.7,1065353216,0,0,1083137065
373,10,TitanMaleAttack,TitanMaleAttackA.wav,TitanMaleAttackB.wav,TitanMaleAttackC.wav,TitanMaleAttackD.wav,,,,,,,1,1,1,1,1,1,1,1,1,1,Sound\Creature\TitanMale,0.9,1065353216,0,0,1085821420
374,10,TitanMaleAttackCritical,mTitanMaleAttackCritical1.wav,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,Sound\Creature\TitanMale,0.7,1065353216,0,0,1083137065
375,10,TitanMaleDeath,TitanMaleDeathA.wav,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,Sound\Creature\TitanMale,0.9,1065353216,0,0,1085821420
376,10,TitanMaleWound,TitanMaleWoundA.wav,TitanMaleWoundB.wav,TitanMaleWoundC.wav,,,,,,,,1,1,1,1,1,1,1,1,1,1,Sound\Creature\TitanMale,0.9,1065353216,0,0,1085821420
377,10,TitanMaleWoundCritical,TitanMaleWoundCritA.wav,TitanMaleWoundCritB.wav,,,,,,,,,1,1,1,1,1,1,1,1,1,1,Sound\Creature\TitanMale,0.9,1065353216,0,0,1085821420
378,10,TitanMaleStand,mTitanMaleStand1.wav,mTitanMaleStand2.wav,mTitanMaleStand3.wav,,,,,,,,1,1,1,1,1,1,1,1,1,1,Sound\Creature\TitanMale,0.7,1065353216,0,0,1083137065
379,10,BoarAggro,mWildBoarAggro1.wav,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,Sound\Creature\Boar,0.7,1065353216,0,0,1083137065
380,10,BoarAttack,mWildBoarAttack1.wav,mWildBoarAttack2.wav,mWildBoarAttack3.wav,,,,,,,,1,1,1,1,1,1,1,1,1,1,Sound\Creature\Boar,0.7,1065353216,0,0,1083137065
381,10,BoarWound,mWildBoarWound1.wav,mWildBoarWound2.wav,mWildBoarWound3.wav,,,,,,,,1,1,1,1,1,1,1,1,1,1,Sound\Creature\Boar,0.7,1065353216,0,0,1083137065
382,10,BoarWoundCritical,mWildBoarWoundCritical1.wav,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,Sound\Creature\Boar,0.7,1065353216,0,0,1083137065
383,10,BoarDeath,mWildBoarDeath1.wav,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,Sound\Creature\Boar,0.7,1065353216,0,0,1083137065
384,10,SkeletonAggro,mArmoredSkeletonAggro1.wav,mArmoredSkeletonAggro2.wav,mArmoredSkeletonAggro3.wav,,,,,,,,1,1,1,1,1,1,1,1,1,1,Sound\Creature\Skeleton,0.7,1065353216,0,0,1083137065
385,10,SkeletonAttack,mArmoredSkeletonAttack1.wav,mArmoredSkeletonAttack2.wav,mArmoredSkeletonAttack3.wav,mArmoredSkeletonSpecialAttack1.wav,mArmoredSkeletonSpecialAttack2.wav,mArmoredSkeletonSpecialAttack3.wav,mArmoredSkeletonSpecialAttack4.wav,mArmoredSkeletonSpecialAttack5.wav,mArmoredSkeletonSpecialAttack6.wav,mArmoredSkeletonSpecialAttack7.wav,3,3,3,1,1,1,1,1,1,1,Sound\Creature\Skeleton,0.7,1065353216,0,0,1083137065
386,10,SkeletonWound,mArmoredSkeletonWound1.wav,mArmoredSkeletonWound2.wav,mArmoredSkeletonWound3.wav,mArmoredSkeletonWoundSpecial1.wav,,,,,,,1,1,1,1,1,1,1,1,1,1,Sound\Creature\Skeleton,0.7,1065353216,0,0,1083137065
387,10,SkeletonWoundCritical,mArmoredSkeletonWoundCritical1.wav,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,Sound\Creature\Skeleton,0.7,1065353216,0,0,1083137065
388,10,SkeletonDeath,mArmoredSkeletonDeath1.wav,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,Sound\Creature\Skeleton,0.7,1065353216,0,0,1083137065
390,10,WolfAggro,mWolfAggro3.wav,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,Sound\Creature\Wolf,0.7,1065353216,0,0,1083137065
391,10,WolfAttack,mWolfAttack6.wav,mWolfAttack1.wav,mWolfAttack2.wav,mWolfAttack3.wav,mWolfAttack4.wav,mWolfAttack5.wav,,,,,1,1,1,1,1,1,1,1,1,1,Sound\Creature\Wolf,0.7,1065353216,0,0,1083137065
392,10,WolfWound,mWolfWound1.wav,mWolfWound2.wav,mWolfwound3.wav,mWolfWound4.wav,,,,,,,1,1,1,1,1,1,1,1,1,1,Sound\Creature\Wolf,0.7,1065353216,0,0,1083137065
393,10,WolfWoundCritical,mWolfWoundCritical1.wav,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,Sound\Creature\Wolf,0.7,1065353216,0,0,1083137065
394,10,WolfDeath,mWolfDeath1.wav,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,Sound\Creature\Wolf,0.7,1065353216,0,0,1083137065
395,10,OgreFidget,mOgreFidget1.wav,mOgreFidget2.wav,mOgreFidget3.wav,,,,,,,,1,1,1,1,1,1,1,1,1,1,Sound\Creature\Ogre,0.7,1065353216,0,0,1083137065
396,10,OgreAggro,mOgreAggro1.wav,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,Sound\Creature\Ogre,0.7,1065353216,0,0,1083137065
397,10,OgreAttack,mOgreAttack1.wav,mOgreAttack2.wav,mOgreAttack3.wav,,,,,,,,1,1,1,1,1,1,1,1,1,1,Sound\Creature\Ogre,0.7,1065353216,0,0,1083137065
398,10,OgreWound,mOgreWound1.wav,mOgreWound2.wav,mOgreWound3.wav,,,,,,,,1,1,1,1,1,1,1,1,1,1,Sound\Creature\Ogre,0.7,1065353216,0,0,1083137065
399,10,OgreWoundCritical,mOgreWoundCritical1.wav,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,Sound\Creature\Ogre,0.7,1065353216,0,0,1083137065
400,10,OgreDeath,mOgreDeath1.wav,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,Sound\Creature\Ogre,0.7,1065353216,0,0,1083137065
401,10,OgreMageFidget,mOgreMageFidget1.wav,mOgreMageFidget2.wav,mOgreMageFidget3.wav,,,,,,,,1,1,1,1,1,1,1,1,1,1,Sound\Creature\Ogre Mage,0.7,1065353216,0,0,1083137065
402,10,OgreMageAggro,mOgreMageAggro1.wav,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,Sound\Creature\OgreMage,0.7,1065353216,0,0,1083137065
403,10,OgreMageAttack,mOgreMageAttack1.wav,mOgreMageAttack2.wav,mOgreMageAttack3.wav,mOgreMageAttack4.wav,,,,,,,1,1,1,1,1,1,1,1,1,1,Sound\Creature\OgreMage,0.7,1065353216,0,0,1083137065
404,10,OgreMageWound,mOgreMageWound1.wav,mOgreMageWound2.wav,mOgreMageWound3.wav,,,,,,,,1,1,1,1,1,1,1,1,1,1,Sound\Creature\OgreMage,0.7,1065353216,0,0,1083137065
405,10,OgreMageWoundCritical,mOgreMageWoundCritical1.wav,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,Sound\Creature\OgreMage,0.7,1065353216,0,0,1083137065
930,16,DeathThudColossalStone,mDeathImpactColossalStoneA.wav,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,Sound\Effects\DeathImpacts,1,1065353216,0,0,1092616192
931,16,DeathThudColossalWood,mDeathImpactColossalWoodA.wav,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,Sound\Effects\DeathImpacts,1,1065353216,0,0,1092616192
932,0,Placeholder.wav,Placeholder.wav,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,Sound\Interface,1,1065353216,0,0,1083137065
933,1,Corruption Impact,CarrionSwarmLaunch1.wav,,,,,,,,,,1,1,1,0,0,0,0,0,0,0,Sound\Spells,1,1065353216,0,0,1088505774
934,17,NPCTestHello,Bar_yes_question.wav,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,Sound\PlayerVoices\HumanMale\Emotes,1,1065353216,0,0,1083137065
935,17,NPCTestGoodbye,Bar_goodbye.wav,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,Sound\PlayerVoices\HumanMale\Emotes,1,1065353216,0,0,1083137065
936,17,NPCTestPissed,Bar_whatthehell.wav,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,Sound\PlayerVoices\HumanMale\Emotes,1,1065353216,0,0,1083137065
937,17,NPCTestAck,Bar_overhere.wav,Bar_comeon.wav,Bar_thisway.wav,,,,,,,,1,1,1,1,1,1,1,1,1,1,Sound\PlayerVoices\HumanMale\Emotes,1,1065353216,0,0,1083137065
938,1,Power Word Pain,PurgeTarget1.wav,,,,,,,,,,1,1,1,0,0,0,0,0,0,0,Sound\Spells,1,1065353216,0,0,1088505774
939,4,Mace1H_ArmorChain,1hMaceHitChain1a.wav,1hMaceHitChain1b.wav,1hMaceHitChain1c.wav,,,,,,,,1,1,1,1,1,1,1,1,1,1,Sound\Item\Weapons\Mace1H,0.75,1065353216,0,0,1083137065
940,4,Mace1H_ArmorChainCritical,1hMaceHitChainCrit.wav,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,Sound\Item\Weapons\Mace1H,0.75,1065353216,0,0,1083137065
941,4,Mace1H_ArmorFlesh,1hMaceHitFlesh1a.wav,1hMaceHitFlesh1b.wav,1hMaceHitFlesh1c.wav,,,,,,,,1,1,1,1,1,1,1,1,1,1,Sound\Item\Weapons\Mace1H,0.75,1065353216,0,0,1083137065
942,4,Mace1H_ArmorFleshCritical,1hMaceHitFleshCrit.wav,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,Sound\Item\Weapons\Mace1H,0.75,1065353216,0,0,1083137065
943,4,Mace1H_ArmorMetalShield,1hMaceHitMetalShield1a.wav,1hMaceHitMetalShield1b.wav,1hMaceHitMetalShield1c.wav,,,,,,,,1,1,1,1,1,1,1,1,1,1,Sound\Item\Weapons\Mace1H,0.75,1065353216,0,0,1083137065
944,4,Mace1H_ArmorMetalShieldCritical,1hMaceHitMetalShieldCrit.wav,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,Sound\Item\Weapons\Mace1H,0.75,1065353216,0,0,1083137065
945,4,Mace1H_ArmorPlate,1hMaceHitPlate1a.wav,1hMaceHitPlate1b.wav,1hMaceHitPlate1c.wav,,,,,,,,1,1,1,1,1,1,1,1,1,1,Sound\Item\Weapons\Mace1H,0.75,1065353216,0,0,1083137065
946,4,Mace1H_ArmorPlateCritical,1hMaceHitPlateCrit.wav,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,Sound\Item\Weapons\Mace1H,0.75,1065353216,0,0,1083137065
947,4,Mace1H_ArmorStone,1hMaceHitStone1a.wav,1hMaceHitStone1b.wav,1hMaceHitStone1c.wav,,,,,,,,1,1,1,1,1,1,1,1,1,1,Sound\Item\Weapons\Mace1H,1,1065353216,0,0,1083137065
948,4,Mace1H_ArmorStoneCritical,1hMaceHitStoneCrit.wav,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,Sound\Item\Weapons\Mace1H,1,1065353216,0,0,1083137065
949,4,Mace1H_ArmorWood,1hMaceHitWood1a.wav,1hMaceHitWood1b.wav,1hMaceHitWood1c.wav,,,,,,,,1,1,1,1,1,1,1,1,1,1,Sound\Item\Weapons\Mace1H,0.75,1065353216,0,0,1083137065
950,4,Mace1H_ArmorWoodCritical,1hMaceHitWoodCrit.wav,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,Sound\Item\Weapons\Mace1H,0.75,1065353216,0,0,1083137065
951,4,Mace1H_ArmorWoodShield,1hMaceHitWoodShield1a.wav,1hMaceHitWoodShield1b.wav,1hMaceHitWoodShield1c.wav,,,,,,,,1,1,1,1,1,1,1,1,1,1,Sound\Item\Weapons\Mace1H,0.75,1065353216,0,0,1083137065
952,4,Mace1H_ArmorWoodShieldCritical,1hMaceHitWoodShieldCrit.wav,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,Sound\Item\Weapons\Mace1H,0.75,1065353216,0,0,1083137065
953,4,Mace2H_ArmorChain,2hMaceHitChain1a.wav,2hMaceHitChain1b.wav,2hMaceHitChain1c.wav,,,,,,,,1,1,1,1,1,1,1,1,1,1,Sound\Item\Weapons\Mace2H,0.75,1065353216,0,0,1083137065
954,4,Mace2H_ArmorChainCritical,2hMaceHitChainCrit.wav,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,Sound\Item\Weapons\Mace2H,0.75,1065353216,0,0,1083137065
955,4,Mace2H_ArmorFlesh,2hMaceHitFlesh1a.wav,2hMaceHitFlesh1b.wav,2hMaceHitFlesh1c.wav,,,,,,,,1,1,1,1,1,1,1,1,1,1,Sound\Item\Weapons\Mace2H,0.75,1065353216,0,0,1083137065
956,4,Mace2H_ArmorFleshCritical,2hMaceHitFleshCrit.wav,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,Sound\Item\Weapons\Mace2H,0.75,1065353216,0,0,1083137065
957,4,Mace2H_ArmorMetalShield,2hMaceHitMetalShield1a.wav,2hMaceHitMetalShield1b.wav,2hMaceHitMetalShield1c.wav,,,,,,,,1,1,1,1,1,1,1,1,1,1,Sound\Item\Weapons\Mace2H,0.75,1065353216,0,0,1083137065
958,4,Mace2H_ArmorMetalShieldCritical,2hMaceHitMetalShieldCrit.wav,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,Sound\Item\Weapons\Mace2H,0.75,1065353216,0,0,1083137065
959,4,Mace2H_ArmorPlate,2hMaceHitPlate1a.wav,2hMaceHitPlate1b.wav,2hMaceHitPlate1c.wav,,,,,,,,1,1,1,1,1,1,1,1,1,1,Sound\Item\Weapons\Mace2H,0.75,1065353216,0,0,1083137065
960,4,Mace2H_ArmorPlateCritical,2hMaceHitPlateCrit.wav,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,Sound\Item\Weapons\Mace2H,0.75,1065353216,0,0,1083137065
961,4,Mace2H_ArmorStone,2hMaceHitStone1a.wav,2hMaceHitStone1b.wav,2hMaceHitStone1c.wav,,,,,,,,1,1,1,1,1,1,1,1,1,1,Sound\Item\Weapons\Mace2H,0.75,1065353216,0,0,1083137065
962,4,Mace2H_ArmorStoneCritical,2hMaceHitStoneCrit.wav,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,Sound\Item\Weapons\Mace2H,0.75,1065353216,0,0,1083137065
963,4,Mace2H_ArmorWood,2hMaceHitWood1a.wav,2hMaceHitWood1b.wav,2hMaceHitWood1c.wav,,,,,,,,1,1,1,1,1,1,1,1,1,1,Sound\Item\Weapons\Mace2H,0.75,1065353216,0,0,1083137065
964,4,Mace2H_ArmorWoodCritical,2hMaceHitWoodCrit.wav,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,Sound\Item\Weapons\Mace2H,0.75,1065353216,0,0,1083137065
965,4,Mace2H_ArmorWoodShield,2hMaceHitWoodShield1a.wav,2hMaceHitWoodShield1b.wav,2hMaceHitWoodShield1c.wav,,,,,,,,1,1,1,1,1,1,1,1,1,1,Sound\Item\Weapons\Mace2H,0.75,1065353216,0,0,1083137065
966,4,Mace2H_ArmorWoodShieldCritical,2hMaceHitWoodShieldCrit.wav,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,Sound\Item\Weapons\Mace2H,0.75,1065353216,0,0,1083137065
967,4,Mace1HMetal_ArmorChain,1hMaceMetalHitChain1a.wav,1hMaceMetalHitChain1b.wav,1hMaceMetalHitChain1c.wav,,,,,,,,1,1,1,1,1,1,1,1,1,1,Sound\Item\Weapons\Mace1HMetal,0.75,1065353216,0,0,1083137065
968,4,Mace1HMetal_ArmorChainCritical,1hMaceMetalHitChainCrit.wav,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,Sound\Item\Weapons\Mace1HMetal,0.75,1065353216,0,0,1083137065
1006,10,SatyrAttack,SatyrAttackA.wav,SatyrAttackB.wav,SatyrAttackC.wav,,,,,,,,1,1,1,0,0,0,0,0,0,0,Sound\Creature\Satyr,0.7,1065353216,0,0,1078774989
1007,10,SatyrWound,SatyrWoundA.wav,SatyrWoundB.wav,SatyrWoundC.wav,,,,,,,,1,1,1,0,0,0,0,0,0,0,Sound\Creature\Satyr,0.7,1065353216,0,0,1078774989
1008,10,SatyrWoundCritical,SatyrWoundCriticalA.wav,,,,,,,,,,1,1,1,0,0,0,0,0,0,0,Sound\Creature\Satyr,0.7,1065353216,0,0,1078774989
1009,10,SatyrDeath,SatyrDeathA.wav,,,,,,,,,,1,1,1,0,0,0,0,0,0,0,Sound\Creature\Satyr,0.7,1065353216,0,0,1078774989
1010,10,SatyrAggro,SatyrAggroA.wav,,,,,,,,,,1,1,1,0,0,0,0,0,0,0,Sound\Creature\Satyr,0.7,1065353216,0,0,1078774989
1011,10,SatyrStand2,SatyrStand2A.wav,,,,,,,,,,1,1,1,0,0,0,0,0,0,0,Sound\Creature\Satyr,0.7,1065353216,0,0,1078774989
1012,1,Brilliance Aura,Heal_Low_Base.wav,,,,,,,,,,1,1,1,0,0,0,0,0,0,0,Sound\Spells,1,1065353216,0,0,1088505774
1013,0,Unarmed_Generic,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,,1,1065353216,0,0,1083137065
1014,4,Unarmed_Generic,UnarmedAttackMediumA.wav,UnarmedAttackMediumB.wav,UnarmedAttackMediumC.wav,,,,,,,,1,1,1,1,1,1,1,1,1,1,Sound\Item\Weapons\Unarmed,0.5,1065353216,0,0,1083137065
1015,10,GnollAggro,mGnollAggro1.wav,,,,,,,,,,1,1,1,0,0,0,0,0,0,0,Sound\Creature\Gnoll,0.7,1065353216,0,0,1078774989
1016,10,ArmoredSkeletonAggro,mArmoredSkeletonAggroA.wav,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,Sound\Creature\Skeleton,0.7,1065353216,0,0,1078774989
1017,10,HumanThiefFidget2,mHumanThiefFidget2d.wav,,,,,,,,,,1,1,1,0,0,0,0,0,0,0,Sound\Creature\Thief,0.7,1065353216,0,0,1078774989
1018,10,WolfFidget2,WolfStandVar4.wav,WolfStandVar4b.wav,,,,,,,,,1,1,0,0,0,0,0,0,0,0,Sound\Creature\Wolf,0.7,1065353216,0,0,1078774989
1019,4,Unarmed_WeaponMetal,UnarmedParryMetalA.wav,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,Sound\Item\Weapons\Unarmed,0.75,1065353216,0,0,1083137065
1020,4,Unarmed_WeaponWood,UnarmedParryWoodA.wav,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,Sound\Item\Weapons\Unarmed,0.75,1065353216,0,0,1083137065
1021,4,Unarmed_ShieldMetal,UnarmedHitMetalShieldA.wav,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,Sound\Item\Weapons\Unarmed,0.75,1065353216,0,0,1083137065
1022,4,Unarmed_ShieldWood,UnarmedHitWoodShieldA.wav,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,Sound\Item\Weapons\Unarmed,0.75,1065353216,0,0,1083137065
1023,10,ChickenWound,ChickenWoundA.wav,,,,,,,,,,1,1,1,0,0,0,0,0,0,0,Sound\Creature\Chicken,0.7,1065353216,0,0,1083137065
1024,10,ChickenDeath,ChickenDeathA.wav,,,,,,,,,,1,1,1,0,0,0,0,0,0,0,Sound\Creature\Chicken,0.7,1065353216,0,0,1083137065
1026,10,RabbitDeath,RabbitDeathA.wav,,,,,,,,,,1,1,1,0,0,0,0,0,0,0,Sound\Creature\Rabbit,0.7,1065353216,0,0,1078774989
1027,10,DeerWound,DeerWoundA.wav,,,,,,,,,,1,1,1,0,0,0,0,0,0,0,Sound\Creature\Deer,0.7,1065353216,0,0,1078774989
1028,10,DeerDeath,DeerDeathA.wav,,,,,,,,,,1,1,1,0,0,0,0,0,0,0,Sound\Creature\Deer,0.7,1065353216,0,0,1078774989
1029,10,TrollAttack,TrollAttackA.wav,TrollAttackB.wav,TrollAttackC.wav,,,,,,,,1,1,1,0,0,0,0,0,0,0,Sound\Creature\Troll,1,1065353216,0,0,1078774989
1030,10,TrollWound,TrollWoundA.wav,TrollWoundB.wav,TrollWoundC.wav,,,,,,,,1,1,1,0,0,0,0,0,0,0,Sound\Creature\Troll,1,1065353216,0,0,1078774989
1031,10,TrollWoundCrit,TrollWoundCritA.wav,,,,,,,,,,1,1,1,0,0,0,0,0,0,0,Sound\Creature\Troll,1,1065353216,0,0,1078774989
1032,10,TrollDeath,TrollDeathA.wav,,,,,,,,,,1,1,1,0,0,0,0,0,0,0,Sound\Creature\Troll,1,1065353216,0,0,1078774989
1033,10,TrollStand2A,TrollStand2A.wav,,,,,,,,,,1,1,1,0,0,0,0,0,0,0,Sound\Creature\Troll,1,1065353216,0,0,1078774989
1034,10,TrollAggro,TrollAggroA.wav,,,,,,,,,,1,1,1,0,0,0,0,0,0,0,Sound\Creature\Troll,1,1065353216,0,0,1078774989
1035,10,GnomeAttack,GnomeAttackA.wav,GnomeAttackB.wav,GnomeAttackC.wav,,,,,,,,1,1,1,0,0,0,0,0,0,0,Sound\Creature\Gnome,0.7,1065353216,0,0,1083137065
1036,10,GnomeWound,GnomeWoundA.wav,GnomeWoundB.wav,GnomeWoundC.wav,,,,,,,,1,1,1,0,0,0,0,0,0,0,Sound\Creature\Gnome,0.7,1065353216,0,0,1083137065
1037,10,GnomeWoundCritical,GnomeWoundCritA.wav,,,,,,,,,,1,1,1,0,0,0,0,0,0,0,Sound\Creature\Gnome,0.7,1065353216,0,0,1083137065
1038,10,GnomeDeath,GnomeDeathA.wav,,,,,,,,,,1,1,1,0,0,0,0,0,0,0,Sound\Creature\Gnome,0.7,1065353216,0,0,1083137065
1039,10,GnomeAggro,GnomeAggroA.wav,,,,,,,,,,1,1,1,0,0,0,0,0,0,0,Sound\Creature\Gnome,0.7,1065353216,0,0,1083137065
1040,10,CentaurAttack,CentaurAttackA.wav,CentaurAttackB.wav,CentaurAttackC.wav,CentaurAttackD.wav,,,,,,,1,1,1,1,0,0,0,0,0,0,Sound\Creature\Centaur,0.7,1065353216,0,0,1078774989
1041,10,CentaurWound,CentaurWoundA.wav,CentaurWoundB.wav,CentaurWoundC.wav,,,,,,,,1,1,1,0,0,0,0,0,0,0,Sound\Creature\Centaur,0.7,1065353216,0,0,1078774989
1042,10,CentaurWoundCrit,CentaurWoundCrit.wav,,,,,,,,,,1,1,1,0,0,0,0,0,0,0,Sound\Creature\Centaur,0.7,1065353216,0,0,1078774989
1043,10,CentaurDeath,CentaurDeathA.wav,,,,,,,,,,1,1,1,0,0,0,0,0,0,0,Sound\Creature\Centaur,0.7,1065353216,0,0,1078774989
1044,10,CentaurAggro,CentaurAggroA.wav,,,,,,,,,,1,1,1,0,0,0,0,0,0,0,Sound\Creature\Centaur,0.7,1065353216,0,0,1078774989
1045,20,FootstepSplashHugeDirt,FootStepsHugeGiantWaterA.wav,FootStepsHugeGiantWaterB.wav,FootStepsHugeGiantWaterC.wav,FootStepsHugeGiantWaterD.wav,FootStepsHugeGiantWaterE.wav,,,,,,1,1,1,1,1,1,1,1,1,1,Sound\Character\Footsteps\WaterSplash,1,1065353216,0.1,0,1083137065
1046,20,FootstepSplashHugeMetallic,FootStepsHugeGiantWaterA.wav,FootStepsHugeGiantWaterB.wav,FootStepsHugeGiantWaterC.wav,FootStepsHugeGiantWaterD.wav,FootStepsHugeGiantWaterE.wav,,,,,,1,1,1,1,1,1,1,1,1,1,Sound\Character\Footsteps\WaterSplash,1,1065353216,0.1,0,1083137065
1047,20,FootstepSplashHugeStone,FootStepsHugeGiantWaterA.wav,FootStepsHugeGiantWaterB.wav,FootStepsHugeGiantWaterC.wav,FootStepsHugeGiantWaterD.wav,FootStepsHugeGiantWaterE.wav,,,,,,1,1,1,1,1,1,1,1,1,1,Sound\Character\Footsteps\WaterSplash,1,1065353216,0.1,0,1083137065
