ID,ContinentID,ParentAreaID,Flags,SoundProviderPref,SoundProviderPrefUnderwater,MIDIAmbience,MIDIAmbienceUnderwater,ZoneMusic,IntroSound,IntroPriority,ExplorationLevel,AreaName_lang[0]
539,1,490,0,0,0,0,0,0,0,0,-1,Terror Run
540,1,490,0,0,0,0,0,0,0,0,-1,The Slithering Scar
541,1,490,0,0,0,0,0,0,0,0,-1,Marshal's Refuge
542,1,490,0,0,0,0,0,0,0,0,-1,Fungal Rock
543,1,490,0,0,0,0,0,0,0,0,-1,Golakka Hot Springs
556,0,38,0,0,11,44,25,1,0,0,0,The Loch
576,0,10,0,0,0,14,0,2,0,0,-1,Beggar's Haunt
22,0,0,0,0,11,0,25,2,0,0,-1,Programmer Isle
87,0,12,0,0,11,9,25,1,0,0,5,Goldshire
425,1,331,0,0,11,0,25,0,0,0,-1,Moonwell
54,0,12,0,0,11,9,25,1,0,0,8,Jasperlode Mine
226,0,130,0,0,11,0,25,0,0,0,-1,The Skittering Dark
382,1,17,0,0,11,46,25,7,0,0,15,The Sludge Fen
431,1,331,0,0,11,0,25,0,0,0,30,Solace Glade
473,1,215,0,0,11,45,25,9,1315270255,0,-1,Mantle Rock
13,0,10,0,0,3,35,25,11,0,0,-1,The World Tree
41,0,0,0,0,11,12,25,2,0,0,-1,Deadwind Pass
68,0,44,0,0,11,15,25,1,0,0,-1,Lake Everstill
92,0,12,0,0,11,9,25,1,0,0,-1,Mirror Lake
120,0,12,0,0,11,9,25,0,0,0,8,Westbrook Garrison
151,0,0,0,0,11,37,25,3,0,0,-1,Designer Island
188,1,141,0,0,11,35,25,11,0,0,0,Shadowglen
220,1,215,0,0,11,45,25,9,0,0,0,Red Cloud Mesa
245,0,10,0,0,11,14,25,2,1315270255,0,-1,The Yorgen Farmstead
276,0,0,0,0,11,0,25,0,0,0,-1,Stonewrought Pass
302,0,33,0,0,11,0,25,0,0,0,-1,The Crystal Shore
328,0,45,0,0,11,0,25,0,0,0,-1,The Drowned Reef
371,1,14,0,0,11,72,25,9,0,0,-1,Dustwind Cave
403,1,15,0,0,11,34,25,3,0,0,-1,Shady Rest Inn
428,1,331,0,0,11,0,25,0,0,0,-1,Night Run
434,1,331,0,0,11,0,25,0,0,0,-1,Felfire Hill
457,1,0,0,0,11,0,25,0,0,0,-1,The Veiled Sea
481,1,400,0,0,11,43,25,9,0,0,-1,Splithoof Crag
503,1,15,0,0,0,0,0,0,0,0,-1,Sentry Point
19,0,33,0,0,11,17,25,3,0,0,-1,Zul Gurub
81,0,22,0,0,11,0,25,0,0,0,-1,Jeff NE Quadrant
113,0,40,0,0,11,72,25,9,1098149477,0,-1,Gold Coast Quarry
169,0,85,0,0,11,0,25,0,0,0,8,Whispering Shore
196,0,28,0,0,11,0,25,15,0,0,-1,Uther's Tomb
250,0,46,0,0,11,0,25,0,0,0,-1,Ruins of Thaurisan
268,37,0,0,0,11,0,25,0,0,0,-1,Plains of Snow
322,0,45,0,0,11,37,25,8,0,0,-1,Blackwater Shipwrecks
387,1,17,0,0,11,46,25,7,0,0,12,Lushwater Oasis
453,1,148,0,0,11,0,25,0,0,0,-1,The Long Wash
510,1,15,0,0,0,0,0,0,0,0,-1,The Dragonmurk
100,0,33,0,0,11,17,25,3,0,0,-1,Nesingwary's Expedition
102,0,33,0,0,11,17,25,3,0,0,-1,Ruins of Zul'Kunda
238,0,130,0,0,11,39,25,2,0,0,-1,Malden's Orchard
239,0,130,0,0,11,39,25,2,0,0,11,The Ivar Patch
311,0,33,0,0,11,0,25,0,0,0,-1,Ruins of Aboraz
315,0,45,0,0,11,0,25,0,0,0,31,Dabyrie's Farmstead
354,0,47,0,0,11,44,25,1,0,0,-1,Jintha'Alor
355,0,47,0,0,11,44,25,1,0,0,-1,The Altar of Zul
596,1,405,0,0,11,113,25,7,0,0,0,Kodo Graveyard
597,1,405,0,0,11,113,25,7,0,0,0,Ghost Walker Post
598,1,405,0,0,11,113,25,7,0,0,0,Sar'theris Strand
599,1,405,0,0,11,113,25,7,0,0,0,Thunder Axe Fortress
600,1,405,0,0,11,113,25,7,0,0,0,Bolgan's Hole
609,1,405,0,0,11,113,25,7,0,0,0,Kolkar Village
602,1,405,0,0,11,113,25,7,0,0,0,Mannoroc Coven
603,1,405,0,0,11,47,25,9,0,0,0,Sargeron
604,1,405,0,0,11,113,25,7,0,0,0,Magram Village
26,0,40,0,0,11,72,25,7,1098149477,0,-1,Lighthouse
606,1,405,0,0,11,113,25,7,0,0,0,Gelkis Village
607,1,405,0,0,11,113,25,7,0,0,0,Valley of Spears
608,1,405,0,0,11,113,25,7,0,0,0,Nijel's Point
60,0,12,0,0,11,9,25,1,0,0,8,Forest's Edge
153,0,85,0,0,11,36,25,2,1315270255,0,10,Ruins of Lordaeron
235,0,130,0,0,11,0,25,0,0,0,-1,Fenris Keep
317,0,45,0,0,11,0,25,0,0,0,33,Witherbark Village
399,1,215,0,0,11,45,25,9,1315270255,0,6,Skyline Ridge
429,1,331,0,0,11,0,25,0,0,0,30,Xavian
437,1,331,0,0,11,0,25,0,0,0,-1,Kargathia Outpost
467,1,406,0,0,11,43,25,7,0,0,25,Stonetalon Peak
501,1,15,0,0,11,34,25,3,0,0,-1,Beezil's Wreck
271,0,267,0,0,11,44,25,1,0,0,22,Southshore
295,0,267,0,0,11,44,25,1,0,0,30,Western Strand
10,0,0,0,0,11,14,25,2,0,0,-1,Duskwood
11,0,0,0,0,11,38,25,3,0,0,-1,Wetlands
616,1,0,0,0,0,0,0,0,0,0,0,Hyjal
173,0,85,0,0,11,36,25,2,0,0,-1,Faol's Rest
618,1,0,0,0,0,16,25,8,1315270255,0,0,Winterspring
186,1,141,0,0,11,35,25,11,0,0,5,Dolanaar
500,1,15,0,0,0,0,0,0,0,0,-1,Moggle Point
502,1,15,0,0,0,0,0,0,0,0,-1,Witch Hill
412,1,331,0,0,11,0,25,0,0,0,20,The Ruins of Ordil'Aran
636,1,406,0,0,0,43,0,7,0,0,0,Blackwolf River
71,0,44,0,0,11,15,25,1,0,0,-1,Stonewatch Falls
93,0,10,0,0,11,14,25,2,0,0,-1,Vul'Gol Ogre Mound
117,0,33,0,0,11,17,25,3,0,0,-1,Grom'gol Base Camp
254,0,46,0,0,11,30,25,10,0,0,-1,Blackrock Spire
308,0,0,0,0,11,0,25,1,0,0,-1,The Forbidding Sea
313,0,45,0,0,11,0,25,0,0,0,31,Northfold Manor
338,0,3,0,0,11,47,25,7,0,0,-1,Angor Fortress
339,0,3,0,0,11,0,25,0,0,0,-1,Lethlor Ravine
637,1,215,0,0,0,45,25,9,1315270255,0,0,Kodo Rock
638,1,14,0,0,0,0,0,0,0,0,0,Hidden Path
639,1,14,0,0,0,0,0,0,0,0,0,Spirit Rock
640,1,14,0,0,0,0,0,0,0,0,0,Shrine of the Dormant Flame
716,0,1,0,0,0,0,0,0,0,0,0,Ironband's Compound
717,34,0,0,0,0,0,0,0,0,0,0,The Stockade
718,43,0,0,0,11,173,25,0,1098149477,0,0,Wailing Caverns
719,48,0,0,75,0,133,0,11,1315270255,0,0,Blackfathom Deeps
720,1,17,0,0,0,0,0,0,0,0,0,Fray Island
722,129,0,0,0,0,0,0,0,0,0,0,Razorfen Downs
736,1,141,0,0,0,0,0,0,0,0,8,Ban'ethil Hollow
796,189,0,0,0,0,0,0,0,0,0,0,Scarlet Monastary
797,0,12,0,0,0,0,0,0,0,0,8,Jerod's Landing
798,0,12,0,0,0,0,0,0,0,0,8,Ridgepoint Tower
799,0,10,0,0,0,14,25,2,1315270255,0,10,The Darkened Bank
800,0,1,0,0,0,0,0,0,0,0,0,Coldridge Pass
801,0,1,0,0,0,0,0,0,0,0,8,Chill Breeze Valley
802,0,1,0,0,0,0,0,0,0,0,8,Shimmer Ridge
803,0,1,0,0,0,0,0,0,0,0,7,Amberstill Ranch
804,0,1,0,0,0,0,0,0,0,0,8,The Tundrid Hills
805,0,1,0,0,0,0,0,0,0,0,0,South Gate Pass
806,0,1,0,0,0,0,0,0,0,0,0,South Gate Outpost
807,0,1,0,0,0,0,0,0,0,0,0,North Gate Pass
808,0,1,0,0,0,0,0,0,0,0,0,North Gate Outpost
809,0,1,0,0,0,0,0,0,0,0,8,Ironforge
810,0,85,0,0,0,0,0,0,0,0,7,Stillwater Pond
811,0,85,0,0,0,0,0,0,0,0,5,Nightmare Vale
812,0,85,0,0,0,0,0,0,0,0,10,Venomweb Vale
813,0,28,0,0,0,0,0,0,0,0,0,The Bulwark
814,1,14,0,0,0,0,0,0,0,0,0,Southfury River
815,1,17,0,0,0,0,0,0,0,0,0,Southfury River
816,1,14,0,0,0,0,0,0,0,0,8,Razormane Grounds
817,1,14,0,0,0,0,0,0,0,0,10,Skull Rock
818,1,215,0,0,0,0,0,0,0,0,5,Palemane Rock
819,1,215,0,0,0,0,0,0,0,0,0,Windfury Ridge
820,1,215,0,0,0,0,0,0,0,0,5,The Golden Plains
821,1,215,0,0,0,0,0,0,0,0,8,The Rolling Plains
836,0,11,0,0,0,0,0,0,0,0,0,Dun Algaz
837,0,38,0,0,0,0,0,0,0,0,0,Dun Algaz
856,0,10,0,0,0,14,25,2,1315270255,0,0,Twilight Grove
876,1,0,0,0,0,0,0,0,0,0,0,GM Island
877,1,17,0,0,0,0,0,0,0,0,0,Delete ME
878,1,16,0,0,0,0,0,0,0,0,0,Southfury Rivr
879,1,331,0,0,0,0,0,0,0,0,0,Southfury River
880,0,45,0,0,0,0,0,0,0,0,0,Thandol Span
881,0,11,0,0,0,0,0,0,0,0,0,Thandol Span
