ID,KitType,Anim,HeadEffect,ChestEffect,BaseEffect,LeftHandEffect,RightHandEffect,BreathEffect,SpecialEffect[0],SpecialEffect[1],SpecialEffect[2],CharacterProcedure,CharacterParam[0],CharacterParam[1],CharacterParam[2],CharacterParam[3],SoundID,ShakeID
146,1,0,-1,-1,190,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,3460,0
147,1,0,-1,-1,190,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0
148,1,0,-1,-1,191,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,3460,0
149,1,0,-1,-1,192,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0
150,1,0,-1,-1,193,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,3460,0
151,1,0,-1,-1,194,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0
152,1,0,-1,-1,195,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,3460,0
153,1,0,-1,-1,196,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0
154,1,0,244,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,1430,0
155,0,0,-1,89,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0
156,0,52,-1,-1,-1,44,44,-1,-1,-1,-1,-1,0,0,0,0,676,0
157,1,0,-1,-1,198,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0
158,1,0,-1,-1,86,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,3660,0
159,0,223,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,48,0
160,0,53,-1,-1,282,117,117,-1,-1,-1,-1,-1,0,0,0,0,3076,0
161,0,111,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,1147,0
162,0,100,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,48,0
163,0,223,-1,-1,-1,243,242,-1,-1,-1,-1,-1,0,0,0,0,1105,0
164,0,42,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,1146,0
165,0,53,-1,-1,-1,119,119,-1,-1,-1,-1,-1,0,0,0,0,44,0
166,0,60,-1,-1,-1,-1,171,-1,-1,-1,-1,-1,0,0,0,0,0,0
167,0,48,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,1148,0
168,0,51,-1,-1,-1,63,63,-1,-1,-1,-1,-1,0,0,0,0,703,0
169,0,51,-1,-1,208,205,205,-1,-1,-1,-1,-1,0,0,0,0,1136,0
170,0,51,-1,-1,210,207,207,107,-1,-1,-1,-1,0,0,0,0,1136,0
171,0,212,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0
172,0,112,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0
173,0,223,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,1161,0
174,0,59,-1,-1,99,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,1162,0
175,0,169,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,17,0
176,0,223,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,1164,0
177,0,169,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,1166,0
178,0,188,-1,-1,-1,152,152,-1,-1,-1,-1,-1,0,0,0,0,37,0
179,0,52,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0
180,0,181,-1,-1,85,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,37,0
181,0,53,-1,-1,-1,73,73,-1,-1,-1,-1,-1,0,0,0,0,2561,0
182,0,131,-1,-1,215,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,3223,0
183,0,53,-1,-1,-1,73,73,-1,-1,-1,-1,-1,0,0,0,0,2561,0
184,0,50,-1,-1,-1,135,135,-1,-1,-1,-1,-1,0,0,0,0,740,0
185,0,51,-1,-1,211,119,119,-1,-1,-1,-1,-1,0,0,0,0,0,0
186,0,51,-1,-1,-1,130,130,-1,-1,-1,-1,-1,0,0,0,0,741,0
187,0,50,-1,-1,-1,130,130,-1,-1,-1,-1,-1,0,0,0,0,741,0
188,0,52,-1,-1,-1,130,130,-1,-1,-1,-1,-1,0,0,0,0,2561,0
189,0,53,-1,-1,-1,130,130,-1,-1,-1,-1,-1,0,0,0,0,2562,0
190,0,52,-1,-1,-1,131,131,-1,-1,-1,-1,-1,0,0,0,0,2562,0
191,0,53,-1,-1,-1,131,131,-1,-1,-1,-1,-1,0,0,0,0,0,0
192,0,50,-1,-1,123,131,131,-1,-1,-1,-1,-1,0,0,0,0,742,0
193,0,51,-1,-1,123,131,131,-1,-1,-1,-1,-1,0,0,0,0,742,0
194,0,50,-1,-1,-1,117,117,-1,-1,-1,-1,-1,0,0,0,0,20,0
195,0,51,-1,-1,-1,117,117,-1,-1,-1,-1,-1,0,0,0,0,703,0
196,0,50,-1,-1,-1,121,121,-1,-1,-1,-1,-1,0,0,0,0,703,0
197,0,51,-1,-1,-1,117,121,-1,-1,-1,-1,-1,0,0,0,0,20,0
198,0,50,221,-1,122,126,126,-1,-1,-1,-1,-1,0,0,0,0,0,0
199,0,51,-1,-1,122,127,127,-1,-1,-1,-1,-1,0,0,0,0,0,0
200,0,50,54,-1,128,127,127,-1,-1,-1,-1,-1,0,0,0,0,0,0
201,0,51,54,-1,128,127,127,-1,-1,-1,-1,-1,0,0,0,0,0,0
202,0,52,-1,-1,-1,421,421,-1,-1,-1,-1,-1,2,0,0,0,2559,0
203,0,53,-1,-1,-1,117,117,-1,-1,-1,-1,-1,0,0,0,0,2559,0
204,0,52,-1,-1,-1,121,121,-1,-1,-1,-1,-1,0,0,0,0,2559,0
205,0,53,-1,-1,-1,121,121,-1,-1,-1,-1,-1,0,0,0,0,2559,0
206,0,52,-1,-1,-1,126,126,-1,-1,-1,-1,-1,0,0,0,0,0,0
207,0,53,-1,-1,-1,126,126,-1,-1,-1,-1,-1,0,0,0,0,0,0
208,0,52,-1,-1,-1,127,127,-1,-1,-1,-1,-1,0,0,0,0,0,0
209,0,53,-1,-1,-1,121,121,-1,-1,-1,-1,-1,0,0,0,0,2559,0
211,1,0,-1,125,222,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,1272,0
212,1,0,-1,110,148,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,1273,0
213,1,0,-1,217,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,3077,0
214,1,0,-1,214,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,7,0
215,1,0,-1,215,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0
216,1,0,-1,216,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0
752,0,227,-1,-1,441,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,1505,0
753,0,227,-1,-1,593,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,1505,0
764,0,132,-1,-1,-1,-1,-1,-1,-1,-1,-1,8,11534340,20,600,100,0,0
765,0,223,-1,-1,-1,272,272,-1,-1,-1,-1,-1,0,0,0,0,1164,0
766,0,52,-1,-1,-1,392,306,-1,-1,-1,-1,-1,0,0,0,0,1164,0
767,2,0,-1,-1,614,-1,-1,-1,-1,-1,-1,1,15616072,0.25,2,6,3077,0
768,1,0,615,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,1456,0
769,2,215,-1,-1,284,-1,-1,-1,-1,-1,-1,1,796108,0.1,0.1,1,0,0
770,0,53,-1,-1,282,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,3076,0
771,2,0,381,381,381,381,381,381,-1,-1,-1,1,7895160,1,1,1,0,0
772,0,52,-1,-1,-1,-1,73,-1,-1,-1,-1,-1,0,0,0,0,1105,0
773,0,56,-1,-1,-1,-1,-1,-1,-1,-1,-1,8,10493650,20,600,100,3091,0
774,1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0
775,0,176,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0
776,0,0,-1,-1,257,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,18,0
777,2,0,-1,-1,-1,-1,-1,94,-1,-1,-1,-1,0,0,0,0,0,0
778,0,0,-1,-1,-1,-1,146,-1,-1,-1,-1,-1,0,0,0,0,1105,0
779,1,0,-1,616,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0
780,2,0,413,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,3313,0
781,2,0,-1,-1,617,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,39,0
782,1,0,-1,291,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0
783,0,0,-1,291,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0
784,2,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,301361,2,1,0,0,0
785,0,0,17,17,17,17,17,17,-1,-1,-1,-1,0,0,0,0,0,0
786,0,0,-1,-1,239,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,2617,0
787,2,0,-1,478,-1,-1,94,-1,-1,-1,-1,-1,0,0,0,0,3215,0
788,0,112,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,3228,0
789,0,52,-1,-1,-1,-1,-1,288,-1,-1,-1,-1,0,0,0,0,0,0
790,0,0,-1,-1,-1,-1,-1,287,-1,-1,-1,-1,0,0,0,0,51,0
791,2,231,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0
792,0,31,-1,-1,-1,298,298,-1,-1,-1,-1,0,5,1,0,0,0,0
793,0,56,-1,-1,-1,-1,-1,-1,-1,-1,-1,8,13828385,20,600,100,0,0
794,0,129,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0
795,1,129,540,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,3111,0
796,0,0,-1,-1,-1,-1,146,-1,-1,-1,-1,-1,0,0,0,0,0,0
797,0,227,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0
798,1,0,-1,-1,619,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,37,0
799,0,50,-1,-1,-1,-1,-1,17,-1,-1,-1,-1,0,0,0,0,745,0
800,0,0,-1,-1,-1,-1,-1,17,-1,-1,-1,-1,0,0,0,0,2560,0
801,0,223,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0
802,0,230,-1,-1,-1,458,458,-1,-1,-1,-1,-1,0,0,0,0,1489,0
803,0,111,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,1144,0
804,0,48,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,1146,0
805,1,0,-1,620,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0
806,1,215,-1,-1,323,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,49,0
807,0,53,-1,-1,376,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,2560,0
808,1,0,-1,-1,441,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,3328,0
809,1,0,-1,-1,228,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,3134,0
810,1,0,-1,-1,593,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,3322,0
811,1,0,-1,-1,435,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,3321,0
812,0,55,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,3326,0
813,1,0,-1,621,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,3134,0
814,2,0,-1,271,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,3014,0
815,1,0,-1,228,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,49,0
816,2,129,-1,298,-1,-1,-1,-1,-1,-1,-1,0,8,1,1,0,0,0
817,0,31,-1,298,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,2560,0
818,2,223,-1,-1,-1,-1,622,-1,-1,-1,-1,-1,0,0,0,0,1164,0
819,0,231,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0
820,0,0,-1,-1,375,-1,-1,394,-1,-1,-1,-1,0,0,0,0,3113,0
821,2,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,167160,0.7,1,0,0,0
822,0,56,-1,-1,-1,-1,-1,-1,-1,-1,-1,8,13240585,17,500,120,0,0
823,0,56,-1,-1,-1,-1,-1,-1,-1,-1,-1,8,5763289,25,700,65,0,0
824,2,55,-1,-1,-1,-1,-1,-1,-1,-1,-1,8,6977190,0,500,80,0,0
825,2,0,-1,368,-1,-1,-1,-1,-1,-1,-1,8,4557483,25,550,70,3071,0
826,0,180,17,17,239,17,17,17,-1,-1,-1,-1,0,0,0,0,745,0
827,0,52,-1,-1,-1,623,623,-1,-1,-1,-1,-1,8913043,1,0,0,2560,0
828,1,125,-1,624,-1,-1,-1,-1,-1,-1,-1,1,9372315,0,2,1,743,0
829,0,346,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,3354,0
830,2,347,-1,-1,-1,-1,-1,-1,-1,-1,-1,10,13619151,0,0,0,0,0
831,1,0,-1,-1,268,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,1505,0
832,0,53,-1,-1,-1,459,-1,-1,-1,-1,-1,-1,0,0,0,0,3219,0
833,0,132,-1,-1,-1,-1,288,-1,-1,-1,-1,-1,0,0,0,0,38,0
834,2,129,459,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,3219,0
835,1,188,-1,447,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,3221,0
836,0,0,-1,-1,257,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,38,0
837,1,0,-1,-1,626,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0
838,0,113,-1,-1,-1,-1,251,-1,-1,-1,-1,-1,0,0,0,0,0,0
839,1,170,251,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0
840,2,0,251,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0
841,2,0,-1,-1,284,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0
842,2,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,13210825,0.2,0,0,0,0
843,1,0,394,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0
844,0,55,-1,-1,627,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0
845,1,0,-1,-1,628,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0
846,1,0,-1,-1,674,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,39,0
847,2,0,-1,-1,674,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,39,0
848,2,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0
849,1,0,631,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0
850,1,0,-1,367,162,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,3325,0
851,1,220,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0
852,2,220,-1,-1,-1,-1,243,-1,-1,-1,-1,-1,0,0,0,0,1162,0
853,0,180,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0
854,2,0,-1,-1,-1,285,285,-1,-1,-1,-1,-1,0,0,0,0,38,0
855,0,132,-1,-1,-1,285,285,-1,-1,-1,-1,-1,0,0,0,0,0,0
856,1,0,-1,632,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,1484,0
857,0,53,-1,-1,375,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,3113,0
858,2,0,-1,455,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,3135,0
859,0,53,-1,-1,-1,102,102,-1,-1,-1,-1,-1,0,0,0,0,1484,0
860,1,0,591,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,3213,0
861,2,152,-1,-1,355,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0
862,0,132,-1,-1,-1,-1,73,-1,-1,-1,-1,-1,0,0,0,0,0,0
863,0,217,-1,-1,-1,146,146,-1,-1,-1,-1,-1,0,0,0,0,0,0
864,0,0,-1,-1,-1,73,73,-1,-1,-1,-1,-1,0,0,0,0,2561,0
865,0,0,-1,367,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0
866,0,188,-1,-1,-1,480,480,-1,-1,-1,-1,-1,0,0,0,0,3111,3
867,2,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,7,0,2,1,0,0,0
868,0,0,17,17,17,17,17,17,-1,-1,-1,-1,0,0,0,0,2560,0
869,0,212,-1,-1,-1,-1,258,-1,-1,-1,-1,-1,0,0,0,0,0,0
870,4,0,-1,-1,-1,-1,-1,754,-1,-1,-1,-1,12706047,2,2,4,3373,0
871,4,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,14477467,2,2,4,0,0
884,1,0,654,-1,-1,-1,-1,-1,-1,-1,-1,1,14556460,40,0.8,2,0,0
885,1,204,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0
886,2,224,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,8,1,1,0,0,0
887,0,231,-1,-1,565,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,4
888,0,53,-1,-1,349,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,4
889,0,31,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0
890,1,0,-1,-1,586,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,3412,0
891,2,184,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0
892,0,50,-1,-1,-1,-1,-1,88,-1,-1,-1,-1,0,0,0,0,27,0
893,0,52,-1,-1,-1,-1,-1,293,-1,-1,-1,-1,0,0,0,0,2561,0
894,0,31,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,6
895,1,0,-1,342,341,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,3225,0
896,0,223,-1,-1,-1,135,135,-1,-1,-1,-1,-1,0,0,0,0,0,0
897,0,188,-1,-1,-1,119,119,-1,-1,-1,-1,-1,0,0,0,0,0,0
898,0,180,-1,-1,361,-1,-1,-1,-1,-1,-1,-1,161933,3,10000,100,747,0
899,0,113,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0
900,0,187,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0
901,0,0,-1,-1,361,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,1493,0
902,0,0,228,228,228,228,228,228,-1,-1,-1,-1,0,0,0,0,3134,0
903,1,0,228,228,228,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,3134,0
904,1,0,402,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,3230,0
905,0,190,-1,-1,-1,-1,146,-1,-1,-1,-1,-1,0,0,0,0,0,0
906,2,204,255,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0
907,0,31,-1,-1,-1,298,-1,-1,-1,-1,-1,0,5,1,0,0,1432,0
925,1,125,93,93,93,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,1506,0
926,0,223,-1,-1,-1,88,88,-1,-1,-1,-1,-1,0,0,0,0,27,0
927,1,215,-1,281,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,1506,0
928,0,216,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0
924,0,53,-1,-1,-1,127,127,-1,-1,-1,-1,1,841430,0.5,0,0,1493,0
929,0,52,-1,-1,-1,293,293,-1,-1,-1,-1,-1,0,0,0,0,0,0
944,2,114,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0
945,1,114,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0
946,1,180,-1,565,361,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,747,0
947,0,133,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0
948,0,52,-1,-1,-1,270,-1,-1,-1,-1,-1,-1,0,0,0,0,2560,0
949,2,0,-1,270,-1,-1,-1,-1,-1,-1,-1,1,12201146,0.8,1,0.8,0,0
950,2,224,-1,-1,-1,270,-1,-1,-1,-1,-1,0,10,1,1,0,3087,0
951,0,132,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0
952,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0
964,1,124,-1,300,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0
965,0,52,-1,-1,-1,293,293,-1,-1,-1,-1,-1,1,1,0,0,0,0
984,0,53,-1,-1,714,287,287,-1,-1,-1,-1,-1,0,0,0,0,3076,0
985,2,0,-1,-1,715,-1,-1,-1,-1,-1,-1,1,16732501,0.1,0.1,1,0,0
986,1,0,-1,716,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0
987,1,215,-1,632,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,1484,0
989,2,0,-1,-1,717,-1,-1,-1,-1,-1,-1,1,9222653,0,0,0,0,0
990,2,0,-1,-1,718,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,39,0
991,1,0,-1,-1,720,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,39,0
992,1,0,-1,-1,719,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,39,0
1006,1,59,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0
1024,0,51,-1,-1,355,17,17,-1,-1,-1,-1,-1,0,0,0,0,1485,26
1025,0,53,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,1485,4
1026,1,0,-1,-1,355,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0
1027,0,52,-1,-1,-1,625,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0
1028,1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,1485,4
1064,4,0,-1,632,213,-1,-1,-1,-1,-1,-1,-1,16744448,2,2,4,1484,0
1065,4,0,-1,-1,-1,-1,-1,754,-1,-1,-1,-1,4503384,2,2,4,3373,0
1066,4,215,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0
1067,4,0,-1,632,213,-1,-1,-1,-1,-1,-1,-1,16711680,2,2,4,1484,0
1068,1,125,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0
1069,2,129,325,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0
1070,1,180,-1,-1,355,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,28,0
1104,2,224,-1,-1,-1,17,17,-1,-1,-1,-1,1,13173966,0.5,0,0,0,0
1144,1,0,-1,-1,332,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,1506,0
1164,2,0,-1,545,287,-1,-1,-1,-1,-1,-1,7,0,0,2,0,0,0
1165,0,218,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0
1166,1,215,-1,-1,220,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,1484,0
1167,1,0,-1,794,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,1422,0
1168,0,0,-1,-1,288,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0
1184,0,112,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0
1185,1,0,-1,-1,219,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0
1186,2,0,-1,-1,834,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0
1187,0,60,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0
1205,1,0,-1,74,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,1506,0
1206,1,0,-1,835,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,3361,0
1224,2,0,837,836,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,3156,0
1225,1,0,-1,381,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,3720,0
1226,3,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,3720,0
1284,1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,3
1285,3,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,3
1286,2,0,-1,855,-1,-1,-1,-1,-1,-1,-1,1,3473461,0,1,0,0,0
1304,0,223,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,3781,0
1305,2,0,856,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0
1324,2,0,-1,291,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,26,0
1344,1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0
1364,0,0,-1,-1,100,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,3315,0
1365,1,0,-1,-1,915,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,1484,0
1366,0,53,-1,-1,-1,-1,-1,894,-1,-1,-1,-1,0,0,0,0,0,0
1367,0,53,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,1485,3
1368,0,51,-1,-1,304,303,303,-1,-1,-1,-1,-1,0,0,0,0,1485,6
1369,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,3
1384,1,0,83,-1,-1,-1,-1,-1,-1,-1,-1,1,520497,0,2,2,22,0
1404,2,223,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,7,1,1,0,0,0
1484,2,0,-1,-1,934,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,3940,0
1485,0,51,-1,-1,955,17,17,-1,-1,-1,-1,-1,0,0,0,0,745,0
1486,0,53,-1,-1,955,17,17,-1,-1,-1,-1,-1,0,0,0,0,2560,0
1544,2,0,-1,-1,994,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,1502,0
988,0,0,-1,401,-1,392,392,-1,-1,-1,-1,-1,0,0,0,0,3333,0
1004,0,53,-1,-1,734,392,392,-1,-1,-1,-1,-1,0,0,0,0,1641,0
1005,1,0,-1,735,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,3333,0
1007,2,59,-1,-1,-1,-1,417,-1,-1,-1,-1,-1,0,0,0,0,0,0
1044,0,131,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,48,0
1084,2,224,-1,-1,-1,17,17,-1,-1,-1,-1,1,12386968,0.5,0,0,0,0
1124,0,174,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0
1125,0,0,-1,-1,-1,458,458,-1,-1,-1,-1,-1,0,0,0,0,0,0
1204,1,181,-1,-1,279,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,37,0
1244,2,225,-1,-1,-1,272,272,-1,-1,-1,-1,-1,0,0,0,0,3136,0
1264,3,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,1116,0
1424,0,53,-1,-1,714,45,45,-1,-1,-1,-1,-1,0,0,0,0,3077,4
1444,0,52,-1,-1,-1,-1,894,-1,-1,-1,-1,-1,0,0,0,0,0,0
1464,3,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,3940,0
